Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1999:Q3,Black,1682827,637881,482168,155713,1044946,104756,7889,16374,9407,6967,992,0,992,104775,71212,41859,145154,463137,68254,20543,398879,397089,274058,117559,1364,4108,1790,1283948,12143913
1999:Q3,Hispanic,1166755,491695,384238,107457,675059,102691,14530,5627,4115,1513,6,0,6,82949,28397,35740,69063,235350,86151,14555,283199,282478,187606,87328,2333,5211,721,883556,7746660
1999:Q3,Other,1527801,574799,472170,102629,953002,106197,18753,14425,9742,4683,9481,3977,5504,213067,21490,24473,120451,181946,228353,14366,297069,296530,209292,68202,1579,17457,539,1230732,4485254
1999:Q4,White,42809083,12450119,9834051,2616068,30358965,2825522,1057427,1316387,1040212,276175,680973,594011,86962,9841331,695106,726909,2561813,6020756,4274744,357997,5421705,5405055,3747559,1266679,26685,364131,16650,37387378,79497647
1999:Q4,Black,1771830,659149,494394,164755,1112681,106335,8134,17377,9751,7626,2864,1973,891,111484,74351,50011,166727,482112,66372,26913,415230,413374,277804,127942,1361,6267,1856,1356600,12262930
1999:Q4,Hispanic,1196041,503987,395596,108391,692054,100018,13689,5310,4113,1198,8,0,8,91084,29334,37836,76097,237999,83967,16711,287809,287079,190661,88409,2020,5989,730,908232,7810469
1999:Q4,Other,1604653,573844,471965,101879,1030809,107828,20363,22327,10361,11967,9470,3973,5497,258761,23162,27364,125607,191154,228442,16330,296704,296139,208238,70592,1582,15726,565,1307949,4468058
2000:Q1,White,43897856,12852140,10188398,2663742,31045716,2872536,1121047,1178177,957648,220529,688087,601018,87069,10348902,711588,749735,2657104,6104896,4250797,362847,5518450,5502389,3810506,1262723,28130,401030,16061,38379406,79634434
2000:Q1,Black,1819827,681321,508737,172584,1138505,107663,8518,16143,9227,6915,2117,1358,759,111322,75318,54149,175612,498762,61860,27043,422031,420269,278578,131926,1527,8238,1762,1397796,12398546
2000:Q1,Hispanic,1205308,513480,402782,110699,691827,96346,12850,5075,3966,1109,9,0,9,93111,29378,38512,80300,239785,79663,16799,288257,287560,191060,88021,1884,6595,697,917051,7868987
2000:Q1,Other,1644190,591576,490681,100894,1052614,108846,21692,20342,9279,11062,9184,3576,5608,272541,23638,28696,126292,198577,226323,16484,293476,292938,206069,71096,1753,14021,538,1350713,4449880
2000:Q2,White,43992432,13303457,10593635,2709822,30688975,2877407,1093410,1152143,907092,245051,671548,584416,87132,9859341,715568,746755,2620282,6170152,4412875,369492,5626202,5609952,3904857,1294065,25249,385782,16250,38366229,79766422
2000:Q2,Black,1857759,711591,529752,181839,1146168,108614,9220,15718,8905,6813,627,0,627,104921,75403,55407,170674,514061,64087,27437,443607,441839,288658,143843,1388,7950,1769,1414152,12548068
2000:Q2,Hispanic,1208940,523707,410936,112771,685232,91538,11909,5093,3837,1256,9,0,9,89524,29045,38220,81361,241052,80520,16961,295641,294953,198121,90002,1479,5351,689,913298,7926068
2000:Q2,Other,1647072,605532,505256,100276,1041540,109184,22206,18061,8652,9409,8659,2937,5721,257338,23636,28964,122182,204934,229666,16710,294503,293959,206460,73862,1610,12027,544,1352569,4433504
2000:Q3,White,44646703,13704194,10953778,2750417,30942508,2883934,1140763,1121789,868660,253130,685892,598750,87142,9763465,726863,761299,2643006,6245390,4593558,376549,5769420,5753266,3999830,1337946,20242,395247,16154,38877282,79891628
2000:Q3,Black,1905592,735747,551156,184592,1169845,109685,9692,15279,8664,6615,495,0,495,101239,76115,58808,172305,531238,67076,27913,469761,468022,298620,159534,1103,8765,1739,1435831,12708803
2000:Q3,Hispanic,1218152,533885,418748,115137,684267,86723,11109,5067,3721,1346,10,0,10,88218,28932,38596,83827,242655,81982,17149,303768,303097,204956,92145,1019,4977,671,914384,7985565
2000:Q3,Other,1664808,615693,517663,98029,1049115,109670,23383,16271,8201,8071,8515,2674,5841,253926,23941,29981,120538,212039,233883,16967,296548,296009,207040,77448,1308,10214,538,1368260,4421713
2000:Q4,White,44212161,14097996,11308687,2789309,30114165,2975618,1226302,1229190,937452,291738,735859,648693,87166,8599654,729740,742664,2524108,6298538,4674039,378453,5860717,5843866,4076147,1387522,24502,355695,16852,38351444,80008070
2000:Q4,Black,1930657,766028,568571,197457,1164628,111881,10074,15909,9263,6646,2142,1778,364,90388,76208,58329,158949,546495,66544,27709,497566,495750,309768,177126,1462,7394,1815,1433091,12878056
2000:Q4,Hispanic,1211473,540215,423692,116523,671258,83954,10399,5360,3812,1549,11,0,11,80523,28587,37755,82868,243888,80789,17125,311962,311282,212392,95044,1024,2821,680,899512,8051329
2000:Q4,Other,1651566,631612,533146,98467,1019953,111806,24943,15404,9052,6351,8780,2813,5966,220543,23963,29675,113882,218240,235652,17065,298839,298273,206920,81574,1679,8100,566,1352727,4417293
2001:Q1,White,44072900,14756368,11932738,2823631,29316531,3155974,1355871,1157698,775871,381827,722021,633164,88857,7674963,743673,729382,2306867,6371898,4714504,383681,5894530,5878336,4144231,1387147,14680,332278,16194,38178370,80113763
2001:Q1,Black,1956772,806963,600111,206852,1149809,115209,10350,14737,8020,6717,268,0,268,80995,77209,58505,135275,564692,64606,27964,511827,510117,319687,182875,827,6727,1711,1444945,13053135
2001:Q1,Hispanic,1215372,555840,437751,118089,659531,83306,9780,5378,3443,1935,12,0,12,74035,28604,37154,79400,245969,78623,17270,318093,317448,219021,96715,497,1215,645,897278,8127216
2001:Q1,Other,1659598,665311,567135,98176,994287,115697,26975,10225,7195,3030,8246,2256,5990,194878,24467,29657,103851,226121,236845,17325,297314,296774,206686,82987,999,6102,540,1362283,4423028
2001:Q2,White,45379895,15131217,12281229,2849988,30248677,3188965,1351884,1084655,694759,389896,727695,637319,90376,8292220,770866,744121,2402939,6460438,4827199,397695,6033119,6017126,4261834,1405150,9280,340862,15994,39346775,80206726
2001:Q2,Black,2036021,836533,624442,212090,1199489,116817,11039,13979,7363,6616,166,0,166,82702,79321,62131,145036,593530,65316,29450,544216,542550,342219,192282,518,7530,1666,1491806,13231346
2001:Q2,Hispanic,1226003,561489,441812,119677,664515,79132,8992,5245,3199,2046,14,0,14,77576,29073,37685,83890,246430,78639,17839,337916,337290,235320,100958,239,774,625,888088,8217076
2001:Q2,Other,1708010,674921,577881,97040,1033089,117474,27859,8337,6358,1979,7983,1937,6046,213389,25555,30894,106016,236673,240949,17961,302009,301474,210644,85859,643,4328,535,1406001,4441702
2001:Q3,White,44615064,15505715,12626891,2878824,29109348,3245885,1415150,1202678,826917,375761,814726,722809,91918,6922099,761327,734363,2170952,6526006,4901417,414746,6237919,6221250,4385267,1419910,15312,400762,16669,38377145,80284975
2001:Q3,Black,2058409,860957,646086,214871,1197452,118740,11549,15101,8589,6512,4335,4271,65,70142,78434,62787,120068,620254,64646,31396,569918,568176,353109,203374,952,10742,1741,1488492,13409996
2001:Q3,Hispanic,1211567,564849,442847,122002,646718,75569,8323,5613,3536,2077,90,75,15,68140,28476,37355,79987,246792,77777,18595,349565,348928,244103,102307,266,2252,636,862002,8324764
2001:Q3,Other,1690721,683137,587474,95663,1007584,120111,29488,9644,7934,1711,8599,2474,6125,176502,25330,31226,96133,246909,244861,18781,308475,307908,215073,88761,1136,2938,567,1382246,4476100
2001:Q4,White,46078675,15816923,12901154,2915769,30261752,3322469,1487643,1110655,735830,374825,776630,682979,93651,7828570,787041,748980,2294524,6627681,4857036,420523,6291267,6274730,4447768,1475860,3253,347849,16536,39787409,80347457
2001:Q4,Black,2157556,899813,680381,219432,1257743,121679,12367,14603,7978,6625,636,573,62,80736,80562,66907,136353,643694,68282,31926,598870,597161,373767,215341,164,7888,1709,1558686,13586407
2001:Q4,Hispanic,1254729,592205,463006,129199,662524,76523,8908,6064,3606,2458,14,0,14,75731,29870,37662,80895,249590,77928,19339,373420,372776,263364,109116,62,233,644,881309,8452762
2001:Q4,Other,1736237,705810,605909,99900,1030428,121609,29357,9669,6941,2727,7643,1963,5680,200339,26844,30880,100331,247497,237020,19239,322001,321426,226886,91510,207,2824,575,1414236,4528625
2002:Q1,White,46655856,16141289,13205185,2936103,30514567,3412530,1456681,1060157,707078,353078,766696,670819,95876,7849625,809103,740420,2396573,6697977,4898659,426147,6395248,6378450,4561673,1469069,911,346797,16797,40260608,80396828
2002:Q1,Black,2240553,930366,707845,222522,1310187,124834,13439,14555,7884,6671,70,0,70,85022,82392,68130,150616,663494,75207,32430,599097,597365,374944,214954,41,7426,1731,1641456,13757976
2002:Q1,Hispanic,1295843,621809,486220,135589,674034,78008,9356,6525,3802,2724,13,0,13,77495,31245,37117,81393,252025,80725,20133,380021,379355,270307,108868,19,162,666,915822,8598067
2002:Q1,Other,1764557,732651,628571,104080,1031906,123934,28369,10942,6697,4245,6961,1745,5217,199821,28361,29644,104207,247281,232605,19781,336289,335687,241886,90625,52,3124,602,1428269,4600158
2002:Q2,White,46183718,16444506,13480482,2964024,29739212,3413819,1405654,1180334,720763,459572,736044,638451,97593,7088569,818871,728073,2211831,6758496,4959551,437970,6527139,6510462,4698614,1493003,-9278,328123,16676,39656579,80436678
2002:Q2,Black,2287210,962741,735810,226931,1324469,126833,14497,15128,8188,6940,66,0,66,83278,83149,68840,133808,682064,82978,33829,612541,610843,383213,221889,-342,6083,1698,1674669,13922117
2002:Q2,Hispanic,1329441,657414,514600,142814,672027,77450,9762,7852,4150,3701,12,0,12,73915,32300,36439,74231,254522,84273,21270,394344,393667,283155,110717,-205,0,676,935097,8756307
2002:Q2,Other,1758660,760959,651739,109220,997701,125268,27285,9179,6956,2223,6096,1300,4796,177183,29543,28314,97237,247411,229529,20656,355558,354943,260058,92035,-464,3314,615,1403101,4691200
2002:Q3,White,45227057,16757056,13755175,3001881,28470001,3520226,1376885,1212542,678110,534432,733481,633638,99843,5769649,819455,718154,2004458,6818932,5048656,447564,6673934,6656685,4835894,1515907,-11016,315901,17249,38553123,80470594
2002:Q3,Black,2325508,994050,770273,223777,1331458,130194,15454,14869,7915,6954,74,0,74,76198,83047,69825,114559,700413,91926,34898,633329,631567,399994,226938,-368,5002,1762,1692179,14076240
2002:Q3,Hispanic,1366590,698515,546598,151917,668075,79599,10202,8819,4246,4573,11,0,11,65772,33103,35849,66330,257205,88833,22351,418088,417376,302807,114827,-257,0,712,948501,8923108
2002:Q3,Other,1742126,790172,676963,113209,951954,129086,26528,7322,6607,715,5468,1130,4337,138507,30502,27133,89426,248390,228038,21553,378142,377480,280466,93936,-505,3583,662,1363984,4802250
2002:Q4,White,46138537,17056476,14028000,3028476,29082061,3559317,1446585,1297328,628349,668979,723681,621632,102049,6109911,822462,749173,2092874,6905037,4910771,464921,6837625,6820408,4975553,1546963,-17455,315347,17216,39300912,80502162
2002:Q4,Black,2407485,1024106,804277,219828,1383379,132576,16278,13945,7529,6417,79,0,79,83374,83064,76260,126846,721625,92222,37109,655626,653888,415595,234331,-496,4458,1738,1751859,14217761
2002:Q4,Hispanic,1416602,736725,576328,160397,679877,80116,10871,10071,4256,5815,10,0,10,70176,34011,36902,66553,260716,86599,23851,441589,440861,322341,118950,-430,0,727,975013,9094098
2002:Q4,Other,1790117,824677,707194,117483,965441,132263,26959,6197,6197,0,4734,858,3876,147663,31708,27787,93915,251784,219553,22877,403535,402848,302824,96764,-718,3978,686,1386583,4933810
2003:Q1,White,46349379,17349309,14311985,3037324,29000070,3721071,1397101,1217276,598418,618858,738122,634572,103550,5787257,835571,761621,2096883,6953021,5017865,474281,6962050,6943745,5093363,1538883,-16905,328405,18306,39387328,80534970
2003:Q1,Black,2478455,1054130,832442,221687,1424325,136598,17175,14306,7320,6986,70,0,70,84635,83870,80231,129986,737422,101924,38110,665107,663231,428186,230919,-451,4577,1876,1813348,14344092
2003:Q1,Hispanic,1463264,771719,604828,166890,691546,83802,11254,10428,4330,6097,9,0,9,69396,35276,37176,64378,262984,91854,24989,462267,461483,340056,121861,-434,0,784,1000998,9264904
2003:Q1,Other,1831898,865698,742017,123681,966200,138445,26168,6026,6026,0,4319,861,3458,137553,33510,27678,95309,253556,219629,24006,427737,426971,325636,97461,-652,4526,766,1404161,5086378
2003:Q2,White,48268821,17674906,14614968,3059938,30593915,3789731,1364552,1129634,538323,591310,833534,727867,105667,6845477,861919,795109,2323235,7021480,5147127,482117,7251654,7233093,5279376,1560371,-14567,407913,18561,41017167,80572605
2003:Q2,Black,2593752,1085270,864138,221133,1508482,139185,17981,14027,6737,7289,1880,1807,72,98776,85750,87090,157426,755032,112495,38840,693164,691274,448439,235068,-375,8142,1890,1900588,14452645
2003:Q2,Hispanic,1531956,811403,636569,174834,720553,85083,11652,10616,4172,6444,445,438,7,79530,37008,38275,68339,265659,97885,26060,493841,493030,364759,125978,-388,2682,811,1038115,9431154
2003:Q2,Other,1937220,910419,780265,130154,1026801,143480,25626,8019,5517,2502,4928,1956,2973,169732,36101,28581,106821,257338,220979,25196,462270,461458,355807,100513,-535,5673,812,1474950,5260456
2003:Q3,White,49178938,18008575,14914370,3094206,31170363,3791957,1313198,1099782,606481,493302,833865,727551,106314,7239120,882567,814933,2373263,7079328,5245855,496494,7430893,7412339,5461481,1586150,-21376,386084,18553,41748045,80618654
2003:Q3,Black,2674055,1114423,898325,216098,1559632,140615,18687,15212,7606,7606,1206,1162,44,106888,87003,92035,165388,770266,121821,40511,708583,706722,459207,241511,-462,6466,1861,1965472,14540834
2003:Q3,Hispanic,1593987,858988,674779,184210,734999,84533,11954,11015,4847,6168,499,494,5,84371,38535,38749,67265,267641,102972,27464,512624,511798,382693,127978,-593,1719,826,1081363,9588473
2003:Q3,Other,2022875,960735,824406,136329,1062140,147744,24897,13885,6527,7358,4419,1829,2590,182831,38673,28905,111280,261042,221657,26807,497768,496918,387552,104036,-710,6040,850,1525107,5456543
2003:Q4,White,50957355,18352227,15225192,3127035,32605128,3841915,1274661,1219795,666965,552830,830017,722140,107877,8126773,901710,852422,2579458,7149113,5317367,511897,7597537,7579082,5596599,1615155,17211,350116,18455,43359818,80676705
2003:Q4,Black,2777660,1144272,930675,213597,1633389,142515,19298,16059,8378,7681,34,0,34,119332,87977,99395,190753,785802,129946,42280,728146,726330,475095,246700,570,3964,1816,2049515,14606072
2003:Q4,Hispanic,1663185,904083,711059,193025,759102,85111,12249,12621,5494,7128,488,484,4,92788,39977,39885,70433,269526,107113,28911,538348,537511,404438,132552,482,39,837,1124837,9732491
2003:Q4,Other,2141086,1019724,875780,143944,1121363,153597,24353,14433,7538,6895,3699,1597,2102,213797,41417,30139,123565,266151,221589,28623,535908,535021,419480,108525,678,6338,887,1605178,5675140
2004:Q1,White,53181534,18921053,15753987,3167066,34260482,3966370,1235066,1990065,1404284,585781,849534,738882,110652,8545451,905085,880353,2617469,7285621,5468427,517041,7717852,7699477,5715652,1608911,15640,359274,18376,45463682,80750345
2004:Q1,Black,2883634,1184662,969389,215272,1698973,145291,19800,23690,15953,7737,1216,1169,46,127609,87354,105293,196803,808516,140998,42403,730770,729001,481791,242884,479,3848,1769,2152865,14645773
2004:Q1,Hispanic,1743344,960575,758853,201722,782769,87528,12486,17885,10007,7878,793,790,2,97518,40785,40523,68707,273040,113724,29780,554826,553979,419036,134054,451,439,847,1188518,9858832
2004:Q1,Other,2286198,1105468,951763,153705,1180730,161796,23814,26293,19003,7290,3185,1721,1465,230548,43619,30963,128706,276861,224836,30110,571424,570495,452210,110623,584,7077,929,1714774,5916747
2004:Q2,White,54000539,19415978,16202468,3213510,34584561,4033696,1192848,1801290,1258058,543232,877583,764054,113530,8493083,915887,896977,2642966,7426792,5781274,522163,7940634,7921655,5911548,1620778,15206,374123,18979,46059905,80843162
2004:Q2,Black,2954417,1217492,1009313,208179,1736926,146906,20177,22634,14750,7884,3697,3637,60,131784,87211,109389,200980,813575,158143,42429,745095,743275,495417,243392,435,4031,1820,2209322,14657348
2004:Q2,Hispanic,1821442,1021965,810436,211529,799477,88220,12648,17678,9764,7914,1249,1248,1,98594,41774,40562,66434,276190,125541,30586,578252,577370,439814,135982,449,1125,882,1243190,9963125
2004:Q2,Other,2410666,1185277,1023381,161896,1225389,169388,23245,27614,17207,10407,2787,2023,764,230858,46412,31222,133698,293296,235137,31731,618374,617361,494495,114387,543,7936,1013,1792292,6181864
2004:Q3,White,55128572,19991611,16761289,3230322,35136961,4059032,1151735,1937793,1352214,585579,872848,756518,116330,8435525,924091,920602,2634941,7572578,6092572,535245,8117823,8098593,6073660,1656037,-4378,373274,19230,47010749,80958741
2004:Q3,Black,3015418,1248701,1041055,207646,1766717,147526,20432,23646,15728,7918,2073,2002,71,135760,86625,114242,200842,817201,174806,43565,762415,760600,508336,249010,-93,3347,1815,2253002,14638211
2004:Q3,Hispanic,1902809,1088682,871360,217322,814127,87536,12744,19407,10668,8738,1232,1232,0,99367,42552,40757,63024,278670,137097,31741,600774,599873,459635,139305,-133,1066,901,1302035,10040997
2004:Q3,Other,2543907,1271943,1099372,172570,1271965,176586,22687,30314,19567,10747,1690,1681,10,230626,49302,31852,137354,311450,246191,33912,668065,666981,537861,120524,-133,8729,1084,1875842,6470991
2004:Q4,White,57189315,20541259,17261551,3279708,36648056,4163260,1151189,2053443,1613846,439597,924827,806141,118685,9150843,946658,958076,2850312,7715694,6183400,550355,8349901,8330291,6236030,1692400,-5943,407805,19610,48839414,81098728
2004:Q4,Black,3127612,1307499,1094220,213279,1820113,152918,20470,25288,17638,7649,7125,6948,177,137337,89525,117836,220882,827465,174871,46396,799664,797782,540218,252946,-122,4740,1882,2327948,14587249
2004:Q4,Hispanic,1997622,1137604,915592,222012,860019,93219,12992,19335,12230,7104,2220,2049,170,108344,41342,42136,73096,281515,152713,33108,636792,635916,488410,144261,-194,3439,876,1360830,10089620
2004:Q4,Other,2794523,1379302,1196082,183221,1415221,190730,24686,41275,25617,15658,3876,3876,0,263886,51645,35918,151108,338030,277504,36564,716850,715719,575920,130512,-180,9467,1131,2077673,6783721
2005:Q1,White,57908359,21050275,17735282,3314993,36858084,4262819,1107008,1988480,1533292,455188,916482,795271,121211,9178393,947516,967736,2837055,7801052,6292789,558754,8429452,8409622,6345452,1676485,-17729,405414,19830,49478907,81256992
2005:Q1,Black,3169755,1356488,1135992,220497,1813267,157930,20297,24142,16551,7591,4359,4072,288,132747,90269,117195,214512,828422,175307,48087,829074,827153,583370,239957,-298,4123,1922,2340681,14509245
2005:Q1,Hispanic,2087091,1199564,974985,224579,887527,98650,12998,19333,12122,7211,2280,1936,344,112170,39196,42216,76570,281574,168514,34025,681384,680542,525919,151202,-623,4045,842,1405707,10112349
2005:Q1,Other,2987956,1482675,1287605,195070,1505281,205802,26152,41707,25170,16536,4942,4942,0,270098,52805,38599,152722,361319,312117,39018,761711,760540,613818,137330,-492,9884,1171,2226245,7116019
2005:Q2,White,59292334,21589890,18240669,3349221,37702444,4303566,1080746,2106175,1624756,481419,921753,798523,123230,9437626,953516,992313,2923773,7898394,6520933,563650,8628023,8607613,6520081,1692848,-10976,405660,20409,50664311,81425457
2005:Q2,Black,3235613,1408774,1175310,233464,1826839,161818,20175,24367,16830,7537,3411,3025,386,129596,91311,118461,219006,829513,180026,49154,860402,858392,617592,237358,-204,3646,2009,2375211,14410454
2005:Q2,Hispanic,2185860,1263493,1037655,225838,922367,102340,13072,20225,12810,7414,2560,2042,518,117524,37152,42837,82735,281402,187843,34678,717325,716505,556722,155416,-411,4778,820,1468535,10114082
2005:Q2,Other,3217306,1590229,1380392,209837,1627077,220167,28035,45604,28389,17215,6471,6471,0,286477,54263,42397,160065,387090,355113,41396,816387,815151,658365,146766,-323,10343,1235,2400920,7462941
2005:Q3,White,60782296,22174121,18797886,3376235,38608175,4381647,1093944,1881680,1523575,358106,919604,795342,124262,9936495,968232,1007553,3053191,7991029,6791817,582983,8840192,8820355,6698360,1722639,-10642,409999,19837,51942105,81596049
2005:Q3,Black,3302536,1457918,1224177,233741,1844618,166076,20191,22427,15597,6830,1611,1150,462,127803,92994,118274,227858,829027,186080,52277,894225,892299,651114,237991,-196,3390,1927,2408311,14297133
2005:Q3,Hispanic,2290592,1331551,1104030,227521,959042,106973,13331,18382,12507,5875,2740,2049,692,124450,35377,42991,90015,280592,208138,36052,752861,752110,587002,159830,-425,5705,751,1537731,10099718
2005:Q3,Other,3477111,1705986,1485568,220418,1771125,236366,30797,47250,27411,19840,8013,8013,0,314775,56260,45792,170188,413677,403221,44785,875098,873878,705406,157926,-312,10857,1221,2602013,7819545
2005:Q4,White,62019384,22681111,19271208,3409903,39338273,4430862,1157570,1988206,1548542,439664,918638,794791,123847,10068361,974703,1028421,3161013,8084792,6919347,606361,9014001,8994493,6858187,1749834,-5705,392177,19508,53005383,81760694
2005:Q4,Black,3354310,1500815,1265686,235130,1853495,169804,20336,22486,15345,7141,504,0,504,123118,93871,118784,234019,828149,186526,55897,921656,919777,679789,238139,-112,1962,1879,2432654,14175538
2005:Q4,Hispanic,2379409,1390095,1160678,229417,989314,110755,13815,19574,12831,6743,2966,2104,862,128720,33265,43335,96567,279512,223209,37595,782537,781846,613105,163392,-243,5592,690,1596872,10074158
2005:Q4,Other,3721230,1825445,1593625,231820,1895785,252388,34761,49787,29256,20531,9788,9788,0,326065,57670,49737,179186,441456,446351,48598,933146,931927,751787,169190,-173,11124,1218,2788084,8180886
2006:Q1,White,63848098,22710480,19273088,3437392,41137618,4614897,1156331,2067034,1639302,427732,929158,808375,120784,11400614,918389,1053103,3260843,8187576,6943606,606068,9248455,9228766,7054805,1759043,4744,410174,19689,54599643,81911317
2006:Q1,Black,3382918,1522390,1275991,246399,1860529,175362,20267,22505,15546,6959,542,54,488,126101,89348,119785,239150,828304,183138,56026,947483,945577,708879,234146,109,2443,1905,2435436,14051925
2006:Q1,Hispanic,2432058,1408829,1179360,229468,1023229,118310,13991,20007,13504,6503,3406,2382,1024,141093,28833,43814,102817,278598,234518,37841,813538,812888,639921,165596,215,7157,651,1618519,10042301
2006:Q1,Other,3975153,1893182,1645631,247552,2081971,273185,37696,54799,32809,21990,12083,12083,0,400314,54459,54129,187720,471119,485538,50929,995340,994090,803333,178800,158,11799,1250,2979813,8542023
2006:Q2,White,64080187,22984541,19513761,3470780,41095645,4647066,1189871,2038838,1515268,523570,946404,830765,115639,11070138,920716,1058284,3244102,8275077,7099463,605685,9458075,9438218,7241609,1763127,13422,420059,19857,54622112,82039843
2006:Q2,Black,3398342,1549887,1301990,247897,1848455,178864,20276,21323,14258,7065,2087,1658,428,118127,89922,118212,231783,826945,184745,56173,976787,974858,743321,228695,348,2493,1929,2421554,13932550
2006:Q2,Hispanic,2487453,1443789,1212547,231242,1043663,121685,14322,20399,12988,7411,3986,2807,1179,142302,26594,43485,105602,277183,250021,38084,850112,849501,671202,169317,646,8336,611,1637341,10009045
2006:Q2,Other,4158430,1984830,1725520,259310,2173600,289720,41547,52356,30965,21391,14789,14789,0,387671,55158,57189,188194,499867,533860,53250,1058571,1057293,855957,188472,480,12384,1279,3099859,8898011
2006:Q3,White,65073759,23170420,19664516,3505904,41903339,4701545,1250621,1994953,1537478,457475,933324,824526,108798,11426726,940958,1080588,3343267,8375762,7251247,604349,9644357,9624429,7375984,1800754,19020,428671,19928,55429402,82138199
2006:Q3,Black,3430275,1572565,1324097,248468,1857710,182832,20307,20835,14022,6813,336,0,336,114513,92074,119058,237081,828052,186376,56246,1009884,1007943,772394,232533,534,2482,1942,2420390,13823671
2006:Q3,Hispanic,2546358,1472665,1239192,233473,1073693,125821,14762,19917,13293,6624,4120,2795,1324,148228,25046,43896,111852,276407,265344,38300,883980,883413,697553,175424,978,9458,568,1662378,9979291
2006:Q3,Other,4395182,2071569,1801136,270433,2323613,307228,46210,56999,32774,24225,16936,16936,0,411674,57089,61637,196217,530637,583512,55474,1120176,1118880,902494,202730,708,12948,1296,3275006,9243909
2006:Q4,White,66344199,23188455,19660899,3527556,43155743,4759639,1338718,1832759,1394746,438013,927848,823778,104070,12301596,968231,1106640,3502392,8482742,7319773,615406,9796715,9776633,7454756,1828101,35773,458003,20082,56547483,82198310
2006:Q4,Black,3472849,1592644,1339262,253382,1880205,187118,20315,19331,12694,6637,292,0,292,113939,94918,120574,249007,831245,185310,58155,1031695,1029726,790330,234625,1243,3529,1969,2441154,13731542
2006:Q4,Hispanic,2591442,1483152,1248808,234344,1108290,130278,15292,18894,12568,6326,4362,2889,1473,157661,23797,44515,120020,276199,278055,39216,906861,906333,714001,178860,1958,11513,529,1684580,9957937
2006:Q4,Other,4647804,2144310,1861333,282976,2503494,324989,51704,55940,30133,25807,19379,19379,0,466938,59507,66491,208406,562561,628979,58599,1172052,1170735,940257,215131,1562,13786,1317,3475752,9574772
2007:Q1,White,67152623,22949394,19402620,3546773,44203229,4935802,1381866,1912291,1438773,473518,939424,839615,99809,12889765,980358,1117407,3562639,8575424,7291217,617038,9890259,9869729,7575954,1809795,26875,457105,20530,57262364,82212100
2007:Q1,Black,3490869,1603430,1338618,264811,1887439,193270,20284,19341,12693,6648,261,0,261,111636,96673,120352,250971,834551,181236,58863,1042060,1040019,808462,227657,852,3048,2041,2448809,13662420
2007:Q1,Hispanic,2613325,1473511,1238776,234735,1139813,138374,15674,19668,13049,6619,4852,3233,1620,165510,22045,44590,125464,276026,287906,39704,925891,925388,731050,180503,1594,12241,503,1687434,9949884
2007:Q1,Other,4840099,2182650,1884338,298312,2657449,346867,56417,58961,32377,26584,22516,22392,124,506577,60605,70126,213131,592932,668362,60955,1220600,1219240,981788,222217,1037,14197,1360,3619499,9885657
2007:Q2,White,67783950,22837625,19267364,3570261,44946325,4904909,1435761,1820002,1424406,395596,979398,884891,94507,13251980,1003491,1151051,3724594,8678600,7363070,633470,10064237,10043662,7685918,1830496,26473,500774,20575,57719714,82171496
2007:Q2,Black,3553134,1618124,1344886,273238,1935009,197365,20259,18614,12333,6281,4020,3800,219,108142,99586,123450,264331,856132,181310,61800,1070507,1068444,833564,229218,849,4814,2062,2482627,13622562
2007:Q2,Hispanic,2648660,1471843,1235278,236565,1176817,141070,16118,18903,13171,5732,5802,4047,1756,172394,20755,45715,134302,278984,301703,41070,955130,954668,753987,184014,1701,14965,462,1693530,9960029
2007:Q2,Other,5014401,2218744,1907187,311557,2795657,361338,61526,61520,32988,28532,26959,26299,659,532215,62490,75745,225181,609894,714353,64436,1272540,1271176,1021725,233238,974,15239,1364,3741861,10171623
2007:Q3,White,68553066,22648851,19060799,3588052,45904215,4928026,1634167,2266958,1610569,656389,994192,903561,90631,13330467,1014399,1166998,3797721,8769171,7361192,640923,10167351,10146391,7771095,1877171,38720,459405,20960,58385715,82068424
2007:Q3,Black,3591623,1622504,1343807,278697,1969119,202823,20031,19720,13247,6473,5339,5135,204,103237,101812,124676,269275,879077,179425,63704,1107580,1105442,863419,238197,1489,2338,2138,2484042,13618224
2007:Q3,Hispanic,2701662,1486783,1247648,239135,1214879,145821,16959,22893,14684,8209,6379,4478,1902,178171,19078,46262,140926,282398,313902,42090,989536,989101,780845,191554,2690,14012,436,1712126,9993273
2007:Q3,Other,5140951,2243491,1921432,322059,2897460,377287,69994,62319,39484,22835,30597,29614,983,538274,63183,79811,230024,624154,754709,67109,1323938,1322543,1057314,248631,1616,14983,1395,3817013,10427724
2007:Q4,White,68021904,22429675,18817582,3612093,45592229,5098865,1793088,2303484,1618170,685314,1085479,998567,86913,12633418,1020517,1164326,3740439,8847200,7248148,657264,10298076,10277135,7856886,1906555,44125,469569,20942,57723827,81898463
