Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2015:Q4,White,82466689,22437042,18534679,3902363,60029647,7388957,1510317,2740534,2561884,178651,968247,893914,74333,17978899,1312155,1532151,5160584,11884076,8717231,836496,10002518,9975753,7083443,2280795,179274,432241,26765,72464170,81810437
2015:Q4,Black,5040009,1668343,1284165,384177,3371666,353969,35211,107188,102252,4936,15885,15062,823,268184,94834,242186,262771,1658392,237615,95431,1166871,1164856,665881,485138,10163,3674,2015,3873138,17941094
2015:Q4,Hispanic,3146486,1418175,1110853,307322,1728311,299240,10888,25224,23549,1676,7449,6319,1130,322964,49538,75412,209165,455072,215522,57837,881372,880300,600224,264506,10635,4935,1071,2265114,12635018
2015:Q4,Other,7570107,2647916,2251153,396763,4922191,770664,92608,166243,136596,29647,87119,67159,19960,963969,100689,212279,516217,1276530,636189,99685,1535360,1533191,1086258,369784,17032,60116,2169,6034747,12897536
2016:Q1,White,83243994,22630547,18708006,3922541,60613447,7583868,1477534,2831940,2673112,158829,988992,917205,71787,18233244,1323890,1537857,5211381,11916528,8666147,842064,9961262,9933609,7058930,2270285,182066,422329,27653,73282732,81694471
2016:Q1,Black,5143835,1713786,1315012,398773,3430049,370889,37086,118794,114136,4657,14211,13658,553,269651,98030,248492,267636,1674307,231246,99708,1178226,1176037,670472,490831,11617,3117,2189,3965608,18109092
2016:Q1,Hispanic,3266711,1458497,1145539,312958,1808214,324310,11558,27141,25546,1595,8220,7488,732,341164,53263,79688,222166,472581,208912,59212,901274,900095,608873,274605,11632,4986,1179,2365436,12718932
2016:Q1,Other,7717265,2698858,2295887,402971,5018407,794291,96683,178891,150410,28482,97950,76810,21140,977399,97674,216277,529277,1304090,626319,99557,1556309,1554125,1093808,376513,18565,65239,2184,6160957,12998919
2016:Q2,White,84477350,23040389,19097562,3942827,61436961,7537264,1404437,2894364,2790489,103875,984662,914853,69810,18732497,1344567,1559226,5277232,11961828,8889562,851321,9998902,9970631,7065948,2297098,180696,426889,28271,74478448,81602960
2016:Q2,Black,5285370,1780714,1361623,419090,3504657,383834,38462,130000,126620,3380,9663,9361,303,273115,102142,257463,274134,1695142,236092,104610,1206838,1204524,681502,507172,12381,3469,2314,4078532,18261085
2016:Q2,Hispanic,3390209,1502168,1184697,317470,1888041,339995,12010,28734,27598,1136,8693,8336,357,361267,57367,84738,235370,487013,212094,60761,927093,925821,622968,284499,12509,5844,1272,2463116,12786911
2016:Q2,Other,7904291,2767889,2355553,412336,5136401,806749,98826,186259,165111,21147,108127,85831,22296,1010331,95564,222175,543939,1325469,639166,99797,1587398,1585231,1107440,388024,19153,70613,2167,6316893,13102264
2016:Q3,White,85737515,23397772,19434017,3963755,62339743,7703371,1363335,2740344,2712951,27393,955767,888526,67242,19276794,1359023,1584474,5408923,12015850,9074330,857532,10068264,10040690,7093161,2335534,179465,432530,27574,75669251,81545776
2016:Q3,Black,5389663,1815834,1401461,414372,3573830,399686,40093,131295,130275,1019,2231,2175,57,276717,105449,266884,288686,1714893,239061,108837,1237569,1235375,690745,527428,13316,3886,2194,4152094,18393285
2016:Q3,Hispanic,3543948,1571476,1247332,324144,1972472,363011,12577,28650,28319,331,8853,8853,0,381204,61100,89889,250678,500988,213525,61996,953057,951761,635496,296012,13499,6754,1296,2590890,12835479
2016:Q3,Other,8081137,2828745,2419825,408920,5252391,829282,102336,173004,166470,6535,117491,94215,23276,1046983,92683,228559,565579,1347916,648887,99672,1624497,1622503,1123946,402614,19912,76031,1995,6456639,13207203
2016:Q4,White,86149624,23675855,19689160,3986695,62473769,7806920,1341587,2609508,2609508,0,934426,866913,67514,19427014,1350193,1571462,5429851,12078780,9054668,869361,10104452,10078044,7103517,2378572,179274,416681,26407,76045173,81530683
2016:Q4,Black,5454674,1846369,1436004,410366,3608305,408533,39039,119137,119137,0,719,621,98,280025,109217,264706,301881,1737777,236187,111085,1256525,1254453,697428,542467,12018,2541,2072,4198149,18502596
2016:Q4,Hispanic,3538094,1579437,1250852,328585,1958658,357449,12439,26996,26996,0,7951,7816,135,363647,58964,90884,250455,512946,213333,63593,963271,962067,644082,298907,13832,5246,1204,2574823,12862137
2016:Q4,Other,8317357,2937276,2526193,411083,5380082,861539,101296,160219,160219,0,117115,94357,22758,1126233,99120,219843,580253,1333277,678343,102842,1656117,1654102,1146903,416490,18173,72536,2015,6661240,13313438
2017:Q1,White,88017553,23982316,19961864,4020452,64035238,8005364,1303134,2593332,2593332,0,948602,881432,67170,20495198,1356644,1613093,5639011,12171627,9038680,870552,10127204,10099941,7117215,2368904,177093,436728,27263,77890349,81557012
2017:Q1,Black,5561385,1866157,1451978,414179,3695228,418330,37694,111867,111867,0,3081,2946,135,291039,114561,272222,339850,1762507,232961,111117,1255899,1253578,700466,539313,10320,3479,2321,4305486,18588695
2017:Q1,Hispanic,3573113,1607598,1274984,332614,1965515,354658,12183,26248,26248,0,7595,7316,279,353396,57415,94609,257074,525191,212817,64330,970101,968889,649303,299853,13989,5744,1211,2603012,12868284
2017:Q1,Other,8682300,3045860,2627903,417957,5636440,898688,99323,159979,159979,0,118318,96239,22079,1284006,107340,217644,615517,1322307,708471,104847,1679636,1677360,1169544,422349,15945,69521,2276,7002664,13420946
2017:Q2,White,89579399,24363723,20322996,4040727,65215676,7900398,1287287,2677511,2677511,0,938628,870259,68370,21070943,1355789,1639010,5774884,12261513,9433960,875753,10214454,10187035,7146177,2399629,185342,455886,27419,79364945,81621987
2017:Q2,Black,5664964,1892057,1482305,409752,3772907,422549,36566,108327,108327,0,2696,2502,195,297071,118922,276364,368256,1783816,246637,111702,1271751,1269314,705522,548443,10993,4356,2437,4393212,18651950
2017:Q2,Hispanic,3601314,1638245,1302970,335275,1963069,339741,12028,26117,26117,0,6880,6439,441,336792,55410,97313,260251,536321,226994,65222,978801,977620,656018,300634,14794,6174,1181,2622513,12856296
2017:Q2,Other,9022504,3149145,2728829,420315,5873360,920980,98450,166757,166757,0,118307,96786,21522,1405419,114816,213370,643183,1309691,775108,107277,1714413,1711957,1194843,434000,16721,66393,2456,7308091,13529774
2017:Q3,White,90953531,24723988,20667062,4056926,66229542,7919185,1342238,2589855,2589855,0,926199,859217,66982,21723168,1361025,1666826,5947146,12354900,9501983,897018,10298308,10270999,7184495,2438095,183937,464472,27309,80655222,81722831
2017:Q3,Black,5745131,1907568,1506239,401329,3837562,428157,36205,97904,97904,0,2301,2077,224,303204,123805,280408,401597,1802766,246065,115152,1287848,1285348,712374,558930,9505,4539,2500,4457283,18692733
2017:Q3,Hispanic,3617450,1665264,1328024,337240,1952186,328962,12238,24823,24823,0,6180,5578,602,319535,53601,99944,264326,546685,228786,67107,990030,988895,664051,303931,14925,5988,1135,2627420,12828548
2017:Q3,Other,9360578,3264154,2843497,420658,6096424,949484,101173,161308,161308,0,117842,97275,20568,1536996,123062,209189,675207,1296533,814151,111481,1750473,1747867,1221881,448224,14779,62983,2607,7610105,13639966
2017:Q4,White,93034187,25022282,20918189,4104093,68011905,8026074,1413119,2616176,2616176,0,882368,815629,66739,22868770,1366809,1700970,6146894,12454494,9632336,903894,10418512,10391405,7217209,2488801,187115,498280,27107,82615675,81856768
2017:Q4,Black,5830286,1919401,1522110,397291,3910886,434596,35841,91585,91585,0,270,0,270,312971,128567,285182,438679,1819822,247711,115662,1307779,1305237,717290,572571,9030,6346,2542,4522507,18711411
2017:Q4,Hispanic,3636572,1688195,1346558,341637,1948377,321011,12495,24230,24230,0,5085,4304,781,305192,51747,102746,268964,556470,232538,67899,999555,998472,670289,305641,15332,7210,1083,2637016,12787415
2017:Q4,Other,9770295,3383429,2958814,424615,6386865,982630,104567,163876,163876,0,115477,95808,19670,1715564,131453,205670,710693,1283338,859501,114096,1788092,1785346,1247557,463739,14125,59925,2747,7982202,13751571
2018:Q1,White,93795242,25502683,21350051,4152632,68292559,8279994,1385952,2683383,2683383,0,871599,805428,66171,22749909,1367693,1696222,6097335,12543762,9704724,911987,10452937,10424187,7235151,2479947,192095,516994,28749,83342305,82021021
2018:Q1,Black,5868284,1942890,1543675,399215,3925395,442811,34375,86205,86205,0,315,0,315,311357,132576,282222,440514,1832342,246468,116210,1299363,1296438,714374,565993,8914,7158,2925,4568921,18708356
2018:Q1,Hispanic,3641621,1719364,1374378,344986,1922257,318039,12232,23829,23829,0,4482,3512,970,279446,49611,103353,263687,565046,233850,68682,999049,997925,669965,304564,15838,7559,1123,2642572,12735272
2018:Q1,Other,10067579,3531260,3099213,432047,6536319,1023595,102996,169348,169348,0,114811,96157,18654,1786349,139358,197036,718344,1267326,900312,116845,1812136,1809020,1269200,469372,13937,56512,3116,8255443,13864633
2018:Q2,White,94826453,25824255,21626384,4197871,69002198,8195717,1420946,2813178,2813178,0,867517,802098,65419,23059008,1374233,1710610,6174987,12645297,9824634,916071,10534820,10506324,7281488,2505114,204948,514774,28496,84291633,82212815
2018:Q2,Black,5914502,1955298,1557815,397483,3959204,444829,33443,82001,82001,0,359,0,359,312890,137021,282415,459568,1844025,246844,115809,1305203,1302255,715642,569606,10409,6599,2948,4609298,18683935
2018:Q2,Hispanic,3630664,1736859,1388989,347871,1893804,302481,12268,23678,23678,0,4000,2829,1171,256612,47703,104846,262967,573483,236651,69116,1001383,1000317,673392,303334,16868,6723,1066,2629280,12674495
2018:Q2,Other,10365091,3625202,3187526,437676,6739889,1047267,104459,179401,179401,0,114427,96892,17534,1897384,148000,190672,740491,1252397,946248,119143,1848148,1844894,1296330,480119,15831,52614,3254,8516943,13979199
2018:Q3,White,96535392,26110090,21876426,4233664,70425303,8053691,1419366,3015489,3015489,0,868150,803387,64762,24015748,1382730,1726058,6360119,12761166,9896922,925863,10645891,10616914,7336571,2553294,205527,521522,28977,85889501,82429373
2018:Q3,Black,5969624,1960577,1567763,392813,4009047,445239,32108,78628,78628,0,409,0,409,319256,141467,282383,493209,1855231,244808,116309,1317441,1314337,718650,579766,9317,6605,3103,4652183,18638519
2018:Q3,Hispanic,3615630,1745762,1396149,349613,1869868,284845,12112,23710,23710,0,3610,2220,1390,238134,45862,106289,265985,581958,237493,69870,1008313,1007268,678482,305379,17026,6381,1046,2607317,12607458
2018:Q3,Other,10736091,3718779,3277153,441627,7017311,1067843,104065,194996,194996,0,114219,97898,16321,2070171,156960,184284,775230,1238999,988452,122091,1888131,1884646,1325317,496126,14415,48788,3485,8847960,14095316
2018:Q4,White,93340347,26337158,22049338,4287820,67003189,8196229,1574085,3220847,3220847,0,843976,779664,64312,20745376,1362182,1652979,5791567,12827130,9848855,939962,10729160,10701229,7373015,2601560,222777,503877,27931,82611186,82667918
2018:Q4,Black,5844526,1959099,1573635,385464,3885427,449731,31849,73980,73980,0,465,0,465,290316,142425,265626,420511,1855743,237347,117434,1326458,1323488,717690,589070,11703,5025,2971,4518067,18572478
2018:Q4,Hispanic,3534178,1750214,1396877,353337,1783964,277313,12663,23532,23532,0,2989,1356,1633,188100,42694,103125,240993,587888,233812,70855,1009524,1008575,680468,305105,18320,4682,949,2524654,12536538
2018:Q4,Other,10619698,3811341,3366357,444985,6808357,1103714,111068,211164,211164,0,112207,97210,14997,1857489,162571,166124,722858,1215906,1019714,125543,1927200,1923673,1350445,511308,17525,44395,3527,8692498,14213029
2019:Q1,White,98276511,26746637,22409603,4337035,71529874,8389925,1689060,3406914,3406914,0,842684,777992,64692,23884806,1380268,1729832,6272785,12997608,9994667,941323,10723644,10694776,7385743,2594632,210907,503494,28868,87552867,82925674
2019:Q1,Black,5982198,1973342,1575818,397524,4008857,454401,31002,67685,67685,0,541,0,541,313691,147491,276148,493982,1870195,237718,116004,1306845,1303645,711867,579169,8060,4550,3200,4675353,18486181
2019:Q1,Hispanic,3565088,1760706,1406550,354156,1804382,271484,12975,23088,23088,0,2684,766,1917,184815,41289,107570,254614,597836,237070,70959,1004747,1003796,678715,303564,17575,3942,950,2560342,12464108
2019:Q1,Other,11321262,3946658,3487440,459218,7374604,1142652,115867,226178,226178,0,111483,97951,13532,2237317,172843,167462,792499,1210379,1070373,127549,1944536,1940716,1370613,517105,12766,40233,3820,9376726,14332385
2019:Q2,White,100022878,27059229,22687510,4371719,72963649,8248304,1650771,3641109,3641109,0,855029,789836,65194,24589107,1384594,1774291,6440940,13139989,10292549,946966,10828532,10800311,7429985,2634582,217535,518210,28220,89194346,83199866
2019:Q2,Black,6030592,1975776,1580830,394946,4054816,452988,29238,60865,60865,0,810,184,626,316401,150775,280236,523108,1881109,244068,115219,1315035,1311903,716323,582374,8171,5035,3133,4715556,18379997
2019:Q2,Hispanic,3553394,1770059,1415251,354808,1783335,254160,12642,22553,22553,0,2577,336,2241,163334,39276,110294,256544,604909,245720,71327,1013355,1012480,686138,304200,18109,4033,875,2540039,12392546
2019:Q2,Other,11718445,4041193,3576069,465124,7677252,1163640,113665,245329,245329,0,111455,99605,11851,2396357,181580,164449,826171,1207500,1137048,130059,1982582,1978667,1398518,530951,12923,36274,3915,9735863,14453430
2019:Q3,White,100585767,27286082,22863135,4422948,73299685,8220179,1876680,3684588,3684588,0,875953,810028,65925,24371700,1389753,1802951,6474885,13278060,10374791,950145,10935375,10906644,7483881,2682205,213181,527376,28731,89650392,83487715
2019:Q3,Black,6009360,1951421,1572458,378963,4057939,452820,28509,50742,50742,0,3353,2628,725,311415,153905,281023,532636,1888628,241069,113838,1320759,1317487,718144,587870,6325,5148,3272,4688601,18254296
2019:Q3,Hispanic,3561708,1814883,1456273,358610,1746825,240984,13328,21557,21557,0,2635,18,2617,135355,37325,112194,253621,611714,246577,71534,1021453,1020597,692201,306731,17851,3814,855,2540255,12324224
2019:Q3,Other,11975963,4116140,3651938,464202,7859823,1190943,122972,249465,249465,0,111628,101734,9895,2471633,190521,159224,844392,1203343,1183403,132298,2021811,2017652,1427751,547341,10443,32117,4159,9954152,14576210
2019:Q4,White,103662757,27621611,23159099,4462512,76041146,8613241,1987790,3566450,3566450,0,861855,797165,64691,26137054,1402796,1827556,6820205,13421058,10430947,972194,11034715,11006037,7531034,2727231,217074,530697,28678,92628042,83786869
2019:Q4,Black,6087270,1986290,1607011,379279,4100980,448875,30126,48867,48867,0,6166,5496,671,316093,152429,283775,554508,1899255,243096,117788,1342114,1338923,719563,606280,7268,5813,3191,4745156,18109310
2019:Q4,Hispanic,3548097,1780899,1422479,358420,1767198,249929,14287,21913,21913,0,2234,0,2234,150953,37653,110431,258998,610203,238922,71675,1018112,1017264,692101,303732,16963,4468,848,2529985,12261325
2019:Q4,Other,12307981,4170100,3698969,471132,8137880,1211199,125653,251880,251880,0,110957,99965,10992,2656558,193370,168550,888674,1232159,1164051,134829,2054737,2050558,1448623,554948,12894,34094,4179,10253244,14700758
2020:Q1,White,98227690,28178699,23686106,4492593,70048991,9027056,2409110,3482502,3473244,9259,968622,904870,63752,20054174,1404725,1716261,5972646,13431380,10607884,974630,11072927,11042344,7561493,2698916,238727,543210,30583,87154763,84096658
2020:Q1,Black,5903167,2016699,1637793,378905,3886468,444440,32454,47266,47190,76,19097,18472,626,259906,149582,262290,416819,1886999,249621,117995,1338241,1334790,716473,599971,11334,7012,3451,4564926,17944713
