Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
1995:Q1,TopPt1,9.5,3.9,2.8,7.6,12.4,5.8,13.6,31.5,29.9,35.4,62.7,76.8,16.1,18.3,4.6,0.4,1.4,0.3,21.7,2.3,0.6,0.6,0.4,0.1,6.7,5.5,3.6,10.9,97808,
1995:Q1,RemainingTop1,13.8,7.3,7.4,7.1,17.2,11.4,25.6,26.3,26.4,25.9,11.4,8.8,20.1,31.3,10.9,3.6,12.4,2.4,29.6,6.5,3.7,3.7,3.9,1,14.2,12.5,10.8,15.4,885899,
1995:Q1,Next9,32,24.8,26.4,19.6,35.8,35.2,40.3,26,27.2,23.2,17.7,10.2,42.3,32.9,23.1,50,38,46.5,29.9,22.3,15.4,15.4,17.7,7.3,13.1,20.6,23.6,34.7,8857880,
1995:Q1,Next40,36.5,46.7,48.3,41.5,31,41.7,19,14.6,14.5,14.8,7.3,3.7,19.1,16,48.4,43.4,39,47.9,17.2,47.1,42.7,42.7,45.8,36.2,36.3,27.1,48.9,35.4,39385785,
1995:Q1,Bottom50,8.3,17.1,15.1,24.2,3.6,6,1.5,1.6,2,0.6,0.9,0.5,2.3,1.5,13,2.5,9.2,2.9,1.6,21.7,37.5,37.6,32.2,55.4,29.7,34.3,13.2,3.4,49233387,
1995:Q2,TopPt1,9.6,3.8,2.7,7.3,12.7,6.2,14.3,32.5,30.5,37.1,65,79.3,16.5,18.7,4.9,0.4,1.5,0.3,21.9,2.4,0.6,0.6,0.5,0.1,6.3,5.6,3.8,11.1,98371,
1995:Q2,RemainingTop1,13.9,7.2,7.2,7.2,17.4,11.6,25.8,26.2,26.4,25.5,10.5,7.7,20.2,31.5,11.5,3.5,12.4,2.6,30.1,6.6,3.7,3.7,4,1,14.4,12.1,11.4,15.6,888071,
1995:Q2,Next9,31.6,24.3,25.6,20,35.3,34.7,40,25.5,26.3,23.7,16.4,9.1,41.4,32.7,22.3,51,37.5,45.7,29.3,22,15,15,17.3,7.2,11.8,19.1,22.6,34.3,8884609,
1995:Q2,Next40,36.4,46.9,48.6,41.3,30.9,41.5,18.4,14.2,14.7,13.1,7,3.4,19.5,15.6,48.3,42.7,39.2,48.5,17,47.1,42.5,42.4,45.5,36.2,37.8,27.2,48.9,35.4,39492512,
1995:Q2,Bottom50,8.5,17.8,15.9,24.3,3.6,6,1.5,1.6,2.1,0.5,1,0.5,2.5,1.5,13,2.4,9.3,2.9,1.7,22,38.1,38.2,32.8,55.5,29.7,36,13.3,3.6,49369716,
1995:Q3,TopPt1,9.9,3.7,2.7,7.2,13,6.5,14.5,33.5,31.2,38.6,67.3,81.8,16.9,19.1,5.1,0.4,1.5,0.3,22.2,2.4,0.7,0.6,0.5,0.1,5.9,5.5,4,11.5,98993,13148214
1995:Q3,RemainingTop1,14.2,7.1,7,7.2,17.8,11.8,26.1,26.1,26.5,25.2,9.8,6.8,20.2,31.6,11.9,3.4,12.4,2.8,30.5,6.7,3.7,3.7,4,1,14.5,11.6,12,15.9,890204,2741980
1995:Q3,Next9,31.2,24,25.1,20.2,34.8,34.4,39.9,24.5,25.4,22.7,15.1,7.9,40.4,32.6,21.5,51.5,37.1,44.9,28.8,21.7,14.8,14.8,17,7.3,10.6,18.5,21.7,33.9,8911424,623965
1995:Q3,Next40,36.1,46.7,48.4,41,30.7,41.4,18,14.3,14.8,13,6.8,3.1,19.8,15.1,48.4,42.3,39.5,49.1,16.8,47,42.2,42.2,45.3,36.3,39.3,27.1,48.9,35.1,39601450,82901
1995:Q3,Bottom50,8.6,18.6,16.9,24.4,3.6,6,1.5,1.6,2.1,0.5,1,0.5,2.7,1.5,13.1,2.4,9.4,2.9,1.7,22.2,38.6,38.7,33.2,55.3,29.7,37.3,13.4,3.6,49508362,
1995:Q4,TopPt1,10,3.7,2.7,7.1,13.1,6.4,14.2,33.3,31,37.9,65.5,78.7,16.2,19.4,4.8,0.4,1.5,0.3,22.1,2.4,0.7,0.7,0.5,0.2,6.3,6.4,3.8,11.5,99672,
1995:Q4,RemainingTop1,14.2,7.1,7.1,7.2,17.7,11.7,25.9,26,26.6,24.9,10.2,7.3,20.8,30.8,11.4,3.6,12.6,2.9,30,6.6,3.8,3.8,4.1,1,14,12,11.8,16,892301,
1995:Q4,Next9,31.3,24.1,25.3,20.3,34.9,34.1,39.9,24.3,25.6,21.8,16.4,10,40.2,32.9,22.1,51.7,36.3,45.1,29.2,21.9,15,14.9,17.1,7.8,11.3,19.6,22.3,34.1,8938288,
1995:Q4,Next40,36,46.7,48.3,41.3,30.6,41.8,18.6,14.7,14.7,14.8,7,3.5,20.2,15.2,48.6,41.9,40.3,48.8,16.9,47,42.4,42.3,45.5,36.5,40.6,26.7,48.9,34.9,39712725,
1995:Q4,Bottom50,8.5,18.4,16.6,24.2,3.6,6,1.4,1.6,2.1,0.6,1,0.5,2.7,1.5,13,2.3,9.3,2.9,1.7,22,38.2,38.3,32.8,54.5,27.8,35.4,13.2,3.5,49649413,
1996:Q1,TopPt1,9.9,3.7,2.7,7.1,13,6.4,14.5,33,30.5,37.6,63.9,76.4,15.5,19.5,4.6,0.4,1.6,0.3,21.9,2.4,0.8,0.8,0.5,0.2,7.2,6.8,3.7,11.5,100396,
1996:Q1,RemainingTop1,14.2,7.2,7.3,7.1,17.6,11.7,25.5,26,26.8,24.5,11.1,8.5,21.3,30.3,10.9,3.8,12.7,3.1,29.6,6.6,3.9,3.8,4.2,1,12.3,12,11.5,15.9,894373,
1996:Q1,Next9,31.5,24.3,25.5,20.2,35.1,33.8,39.7,24.7,26,22.3,16.9,11,40,33.1,22.6,52,35.6,45.2,29.6,22,15.2,15.2,17.2,7.9,11.7,22.3,22.9,34.2,8965176,
1996:Q1,Next40,36,46.8,48.4,41.5,30.7,42,18.9,14.8,14.7,14.9,7.1,3.7,20.5,15.5,49,41.6,41.1,48.5,17.1,47.1,42.3,42.3,45.6,36,41.1,26,48.9,35,39826140,
1996:Q1,Bottom50,8.3,18,16.2,24.1,3.6,6.1,1.4,1.5,2,0.7,0.9,0.5,2.7,1.6,12.9,2.3,9.1,3,1.8,21.9,37.8,37.9,32.5,54.9,27.7,32.9,13,3.5,49792643,
1996:Q2,TopPt1,9.9,3.6,2.7,6.7,13,6.3,13.3,32.9,30.6,37.2,62.9,75.1,14.7,19.7,4.3,0.4,1.6,0.3,21.7,2.4,0.8,0.8,0.5,0.2,7.6,7.6,3.5,11.4,101152,
1996:Q2,RemainingTop1,14.2,7.3,7.3,7.1,17.5,11.5,25.5,26,26.9,24.3,13.1,10.9,21.9,29.7,10.4,4,12.9,3.2,29.1,6.6,3.9,3.8,4.2,1,11.8,12.3,11.3,15.9,896432,
1996:Q2,Next9,31.6,24.3,25.4,20.5,35.1,33.5,40.1,24.8,26.1,22.4,16.3,10.3,39.8,33.2,23.2,52.1,34.8,45.4,30,22.2,15.6,15.5,17.5,8.2,12.3,23.6,23.5,34.2,8992064,
1996:Q2,Next40,36.1,47,48.6,41.7,30.8,42.4,19.8,14.8,14.4,15.4,6.8,3.3,20.9,15.8,49.3,41.3,41.8,48.2,17.3,47.1,42.4,42.4,45.8,36,42.2,25.5,48.8,35,39941421,
1996:Q2,Bottom50,8.3,17.9,16.1,23.9,3.6,6.2,1.4,1.5,1.9,0.7,0.9,0.4,2.7,1.6,12.7,2.3,9,3,1.8,21.8,37.3,37.4,32,54.6,26.1,31,12.8,3.4,49937747,
1996:Q3,TopPt1,9.8,3.6,2.7,6.5,12.8,6.3,12.9,32.8,30.7,37.2,61.5,73.4,13.9,19.6,4.2,0.4,1.6,0.3,21.5,2.4,0.9,0.9,0.5,0.2,8,8.4,3.4,11.3,101926,
1996:Q3,RemainingTop1,14.1,7.3,7.4,7.1,17.4,11.4,25.3,26,27.1,23.9,15.1,13.2,22.5,29.3,10.1,4.1,13,3.3,28.7,6.5,3.9,3.8,4.2,1,11.1,12.6,11.1,15.8,898491,
1996:Q3,Next9,31.7,24.4,25.5,20.7,35.2,33.3,40.2,25.4,26.2,23.9,15.9,10,39.6,33.3,23.9,52.2,34,45.5,30.4,22.3,15.9,15.8,17.8,8.5,12.9,24.9,24.1,34.3,9018928,
1996:Q3,Next40,36.2,47,48.5,41.9,30.9,42.8,20.4,14.3,14.2,14.4,6.6,3,21.3,16.2,49.4,41,42.5,47.9,17.4,47.1,42.5,42.5,46,36,43.1,25.1,48.8,35.1,40058290,
1996:Q3,Bottom50,8.2,17.7,15.9,23.8,3.6,6.2,1.3,1.4,1.8,0.7,0.8,0.4,2.7,1.6,12.5,2.3,8.9,3,1.9,21.6,36.9,36.9,31.5,54.3,24.9,29.1,12.6,3.4,50084419,
1996:Q4,TopPt1,9.9,3.7,2.7,6.8,12.9,6.2,12.7,32.8,30.7,37,58.5,68.7,13.1,19.7,4,0.6,1.7,0.3,21.6,2.4,0.9,0.9,0.5,0.2,8.8,9,3.3,11.4,102705,
1996:Q4,RemainingTop1,14.1,7.4,7.6,7,17.3,11.3,25,26,27.2,23.5,14.5,12.6,23.2,28.8,9.8,4.4,12.8,3.4,28.1,6.5,3.9,3.9,4.2,1,9.7,12.7,10.8,15.8,900564,
1996:Q4,Next9,31.9,24.7,26,20.5,35.3,33,40.2,25.9,26.4,24.8,18.9,14.3,39.4,33.4,24.5,50.7,33.6,45.6,30.9,22.5,16.1,16.1,18,8.9,13.2,26.5,24.6,34.5,9045744,
1996:Q4,Next40,36,46.7,48.1,42.1,30.9,43.1,20.8,14,14.1,14,7.3,4.1,21.7,16.3,49.4,41.9,43.4,47.7,17.5,47.1,42.6,42.6,46.2,36,43.5,24.6,48.8,34.9,40176471,
1996:Q4,Bottom50,8.1,17.5,15.6,23.7,3.6,6.3,1.3,1.4,1.7,0.7,0.8,0.4,2.7,1.6,12.3,2.4,8.5,3,1.9,21.5,36.5,36.6,31.1,53.8,24.8,27.2,12.5,3.3,50232354,
1997:Q1,TopPt1,9.8,3.7,2.8,6.8,12.7,6.1,12.7,32.3,30.1,37.2,57.1,67.2,12.2,19.7,3.8,0.6,1.7,0.4,21.7,2.4,1,1,0.6,0.2,9,9.6,3.1,11.2,103477,
1997:Q1,RemainingTop1,14,7.5,7.7,6.9,17.2,11.2,24.8,26,27.4,22.9,17.3,15.9,23.9,28.5,9.4,4.6,13.1,3.5,27.6,6.5,3.9,3.9,4.2,1,9.5,12.9,10.4,15.7,902663,
1997:Q1,Next9,32,24.9,26.3,20.5,35.5,32.8,40.1,27.2,26.8,28.2,17.9,13.1,39.2,33.5,25.1,51,32.8,45.7,31.3,22.6,16.4,16.4,18.2,8.9,13.8,27.9,25.2,34.7,9072489,
1997:Q1,Next40,36.1,46.6,47.9,42.3,31,43.5,21.2,13.2,14.1,11.1,6.9,3.5,22.1,16.7,49.5,41.5,43.9,47.4,17.5,47.2,42.7,42.6,46.4,35.6,44.5,24.1,49,35,40295690,
1997:Q1,Bottom50,8,17.3,15.4,23.6,3.6,6.4,1.2,1.3,1.7,0.6,0.8,0.3,2.7,1.7,12.1,2.3,8.5,3.1,2,21.4,36,36.1,30.6,54.3,23.2,25.4,12.3,3.4,50381247,
1997:Q2,TopPt1,9.9,3.6,2.8,6.4,12.9,6.1,11.6,32.1,29.9,36.8,54.5,63.7,11.2,20.4,3.7,0.4,1.7,0.4,21.6,2.4,1,1,0.6,0.2,9.4,10,2.9,11.4,104228,
1997:Q2,RemainingTop1,14.2,7.5,7.7,6.9,17.3,11.2,24.7,26,27.5,22.7,18.5,17.2,24.6,27.8,9.2,4.7,12.9,3.6,27.1,6.4,3.9,3.9,4.2,1,9,13,10,15.9,904802,
1997:Q2,Next9,32.2,24.9,26.2,20.8,35.6,32.6,40.5,27.4,27,28.3,19.2,15,39,33.8,25.7,52.3,32.5,45.9,31.6,22.7,16.7,16.7,18.4,9.1,14.3,29.4,25.7,34.8,9099140,
1997:Q2,Next40,35.7,46.7,48,42.5,30.7,43.8,22.1,13.2,14,11.6,7.1,3.9,22.6,16.2,49.5,40.3,44.6,47.1,17.6,47.2,42.7,42.7,46.6,35.5,45.3,23.7,49.2,34.6,40415669,
1997:Q2,Bottom50,7.9,17.2,15.4,23.4,3.6,6.4,1.2,1.3,1.6,0.6,0.7,0.3,2.7,1.6,11.9,2.2,8.2,3.1,2,21.2,35.6,35.7,30.2,54.2,22.1,23.9,12.2,3.4,50530793,
1997:Q3,TopPt1,10,3.5,2.8,6.1,12.9,6,11.3,31.9,29.6,36.5,52.2,60.9,10.1,20.8,3.6,0.3,1.8,0.4,21.7,2.4,1.1,1.1,0.6,0.2,10.5,10.2,2.7,11.5,104944,
1997:Q3,RemainingTop1,14.3,7.6,7.7,6.9,17.3,11.1,24.5,25.9,27.7,22.5,20.8,19.9,25.4,27.4,8.9,4.8,12.8,3.7,26.7,6.4,3.9,3.9,4.2,1,7.1,13,9.7,15.9,906992,
1997:Q3,Next9,32.4,25,26.1,21.1,35.7,32.3,40.5,27.6,27.3,28.1,19.3,15.3,38.8,34,26.3,53.2,32.2,46,32,22.8,17.1,17,18.7,9.3,14.4,30.9,26.2,34.9,9125671,
1997:Q3,Next40,35.6,46.7,47.9,42.7,30.5,44.1,22.6,13.3,13.9,12.2,7,3.7,23.1,16.2,49.5,39.6,45.2,46.8,17.6,47.2,42.7,42.7,46.7,35.5,45.3,23.3,49.4,34.4,40536132,
1997:Q3,Bottom50,7.8,17.2,15.5,23.2,3.6,6.5,1.1,1.3,1.6,0.7,0.7,0.2,2.7,1.6,11.7,2.1,8,3.1,2,21.1,35.2,35.3,29.8,54,22.7,22.6,12,3.4,50680687,
1997:Q4,TopPt1,10.1,3.6,2.8,6.4,13,6,11.2,31.8,29.8,36.4,49,56.7,9,20.8,3.4,0.4,1.8,0.4,21.9,2.4,1.1,1.1,0.6,0.3,10.4,10.9,2.5,11.5,105612,
1997:Q4,RemainingTop1,14.3,7.7,7.9,6.8,17.2,11,24.3,26,27.8,22.1,21.8,21,26.2,27.1,8.5,5,13,3.8,26.1,6.4,3.9,3.9,4.2,1,7.3,13.2,9.3,16,909247,
1997:Q4,Next9,32.5,25.3,26.7,20.7,35.8,32.1,40.5,28.1,27.4,29.6,21.2,17.9,38.5,34,26.8,52.9,31.5,46.1,32.4,23,17.4,17.3,19,9.6,15,32,26.7,35,9152060,
1997:Q4,Next40,35.4,46.5,47.6,42.9,30.5,44.3,23,12.9,13.7,11.3,7.4,4.2,23.6,16.4,49.8,39.6,45.8,46.6,17.6,47.3,42.9,42.8,47,35.5,46.4,23,49.5,34.2,40656804,
1997:Q4,Bottom50,7.6,16.8,15,23.2,3.5,6.5,1.1,1.2,1.5,0.6,0.6,0.2,2.7,1.7,11.6,2.1,7.9,3.1,2,21,34.7,34.8,29.2,53.6,20.9,21,11.9,3.3,50830624,
1998:Q1,TopPt1,10.3,3.6,2.8,6.2,13.2,5.9,11.7,31.6,29.3,36,45.4,52.1,7.7,21.4,3.2,0.3,1.8,0.4,21.8,2.4,1.2,1.2,0.6,0.2,10.8,11.3,2.3,11.7,106220,
1998:Q1,RemainingTop1,14.4,7.7,8,6.8,17.3,10.9,24,25.9,27.9,22,22.4,21.5,27.2,26.7,8.2,5.1,12.9,3.9,25.8,6.4,3.9,3.9,4.1,0.9,6.8,13.3,8.7,16.1,911580,
1998:Q1,Next9,32.8,25.4,26.7,20.9,35.9,31.9,40.2,28,27.7,28.7,23.8,21.2,38.3,34.3,27.3,53.9,31.4,46.3,32.7,23.1,17.7,17.7,19.3,9.6,15.4,33.1,27.3,35.1,9178283,
1998:Q1,Next40,35,46.6,47.5,43.1,30.1,44.6,23,13.3,13.7,12.5,7.9,5,24.2,16,49.9,38.7,46.3,46.3,17.7,47.3,42.9,42.9,47.2,35.2,47,22.6,49.9,33.8,40777409,
1998:Q1,Bottom50,7.5,16.7,14.9,23,3.5,6.6,1.1,1.2,1.4,0.7,0.5,0.2,2.7,1.6,11.4,2.1,7.7,3.1,2.1,20.9,34.2,34.3,28.7,54,20.1,19.7,11.8,3.3,50980299,
1998:Q2,TopPt1,10.3,3.5,2.8,6.1,13.2,5.8,11.1,31.6,29.4,35.7,41.8,47.9,6.4,21.4,3,0.2,1.9,0.5,21.8,2.4,1.2,1.2,0.6,0.3,11.3,11.6,2.2,11.7,106753,
1998:Q2,RemainingTop1,14.5,7.8,8.1,6.7,17.4,10.8,23.9,25.9,28.1,22.1,24.1,23.4,28.2,26.5,7.9,5.2,13.1,4.2,25.4,6.3,3.9,3.9,4.1,1,5.9,13.4,8.7,16.1,914003,
1998:Q2,Next9,32.9,25.6,26.9,21,36,31.7,40.3,27.6,27.8,27.3,25.4,23.3,38,34.3,27.7,54.5,30.7,46.6,33,23.3,18,17.9,19.5,9.9,15.7,34.2,27.8,35.2,9204317,
1998:Q2,Next40,35,46.6,47.6,43.3,30,45,23.6,13.7,13.4,14.2,8.2,5.3,24.8,16.2,50.1,38.1,46.8,45.7,17.7,47.3,42.9,42.9,47.3,35.2,47.4,22.3,49.7,33.8,40897670,
1998:Q2,Bottom50,7.4,16.5,14.7,22.9,3.4,6.7,1,1.1,1.3,0.8,0.5,0.1,2.7,1.6,11.3,2,7.6,3.1,2.1,20.7,33.9,34,28.5,53.7,19.7,18.5,11.6,3.2,51129405,
1998:Q3,TopPt1,9.8,3.4,2.8,5.2,12.8,5.7,11.9,31.7,29.8,35.5,37.6,42.6,4.9,20.6,2.7,0.3,1.9,0.5,21.7,2.4,1.3,1.3,0.7,0.3,11.6,12.4,1.8,11.2,107199,14877772
1998:Q3,RemainingTop1,14.2,7.7,8,6.8,17.1,10.8,23.6,26.1,28.2,21.8,23.5,22.6,29.3,26.4,7.4,5.4,13.7,4.5,25,6.3,3.9,3.9,4.1,1,5.5,13.7,7.4,15.9,916530,3747501
1998:Q3,Next9,32.8,25.3,26.3,21.8,36.1,31.5,40,28,27.8,28.5,29.4,28.1,37.7,34.2,28.1,53.9,29.2,46.8,33.3,23.4,18.2,18.2,19.7,10.1,16,35.2,28.3,35.1,9230137,731157
1998:Q3,Next40,35.5,46.7,47.6,43.5,30.5,45.3,23.5,13.2,13.1,13.5,9.1,6.6,25.5,17.1,50.5,38.4,47.4,45.1,17.8,47.3,43,43,47.4,35.2,48,21.9,50.9,34.3,41017312,95831
1998:Q3,Bottom50,7.7,16.9,15.3,22.7,3.5,6.7,1,1,1.2,0.8,0.4,0.1,2.7,1.7,11.2,2,7.8,3.1,2.1,20.6,33.6,33.7,28.1,53.4,18.9,16.8,11.6,3.4,51277640,
1998:Q4,TopPt1,10.1,3.5,2.9,5.6,13,6,12.9,31.1,29.2,35.3,38.1,43.2,5.9,20.9,3,0.2,1.8,0.5,21.6,2.4,1.2,1.2,0.6,0.3,11,11.4,1.3,11.5,107549,
1998:Q4,RemainingTop1,14.5,8,8.2,7.2,17.4,10.8,23.9,26.4,28.6,21.5,25,24.4,28.9,26.1,7.8,5.3,13,4.7,25.3,6.5,4,4,4.2,1,6.7,14.2,5.5,16.2,919171,
1998:Q4,Next9,33.1,25.8,27.1,21,36.3,31.6,39.2,28.7,27.8,30.5,27.8,26.1,38.1,34.8,27.9,54.5,30.8,46.6,33.1,23.5,18,18,19.6,9.8,17.1,35.8,27.9,35.5,9255757,
1998:Q4,Next40,34.9,46.2,47,43.4,30,44.8,22.9,12.8,13.2,12,8.7,6.2,24.7,16.6,50.2,38.1,46.8,45.3,17.9,47.2,43.3,43.2,47.5,35.6,46.5,22.5,53.3,33.6,41136232,
1998:Q4,Bottom50,7.4,16.5,14.8,22.8,3.4,6.7,1.1,1,1.2,0.7,0.4,0.1,2.5,1.6,11.1,1.9,7.5,3,2,20.5,33.5,33.6,28.1,53.3,18.7,16,11.9,3.3,51424912,
1999:Q1,TopPt1,9.8,3.5,3,5.2,12.6,6.1,13.7,30.5,28.3,34.9,38.6,43.8,6.8,20.4,3,0.2,1.8,0.5,21.1,2.4,1.1,1.1,0.6,0.2,10.8,10.4,1.8,11.2,107811,
1999:Q1,RemainingTop1,14.6,8.1,8.2,7.7,17.4,10.7,24.1,26.6,29,21.7,26.3,25.9,28.5,25.9,7.8,5.3,12.8,4.8,25.8,6.6,4.1,4.1,4.3,1,7.4,14.7,7.7,16.2,921928,
1999:Q1,Next9,33.1,25.7,27,21,36.3,31.9,38.6,28.4,28.1,28.9,26.4,24.4,38.5,35.1,27.5,54.2,31.5,46.3,32.9,23.6,17.9,17.9,19.4,9.3,18,36.4,27.7,35.5,9281333,
1999:Q1,Next40,35,46,46.7,43.3,30.3,44.6,22.5,13.5,13.4,13.7,8.4,5.8,23.9,16.9,50.4,38.4,46.5,45.4,18.2,47.1,43.4,43.4,47.7,35.8,44.8,23.1,51.2,33.7,41255020,
1999:Q1,Bottom50,7.5,16.7,15.1,22.7,3.4,6.7,1.1,1.1,1.2,0.8,0.4,0.1,2.3,1.6,11.2,1.9,7.5,3,2,20.4,33.4,33.5,28,53.7,19.1,15.4,11.6,3.3,51571997,
1999:Q2,TopPt1,9.9,3.5,3,5.3,12.6,6.1,13.1,29.9,27.6,34.6,39,44.2,7.6,20.3,3.2,0.1,1.7,0.5,21.2,2.4,1,1,0.6,0.2,10.4,9,1.9,11.3,107998,
1999:Q2,RemainingTop1,14.7,8.3,8.4,8.1,17.5,10.5,24.5,26.8,29.4,21.6,27.2,27.1,28.2,25.8,8,5.2,12.6,5,26,6.8,4.2,4.2,4.4,1,8.4,14.8,7.8,16.4,924800,
1999:Q2,Next9,33.2,25.9,27.3,20.6,36.4,32.1,38.5,28.7,28.3,29.6,25.4,23.1,38.9,35.5,27.2,54.4,32.1,46.1,32.7,23.6,17.8,17.8,19.3,9,18.9,36.8,27.4,35.7,9307061,
1999:Q2,Next40,34.9,45.9,46.6,43.2,30.1,44.5,22.8,13.5,13.5,13.4,8.1,5.6,23.2,16.8,50.5,38.4,46.1,45.6,18.2,46.9,43.6,43.5,47.8,36.1,43.2,23.7,51.3,33.5,41374442,
1999:Q2,Bottom50,7.3,16.5,14.8,22.7,3.3,6.8,1.1,1.1,1.2,0.8,0.3,0,2.1,1.6,11.2,1.9,7.4,2.9,1.9,20.2,33.4,33.5,28,53.7,19.1,15.6,11.6,3.2,51719884,
1999:Q3,TopPt1,9.6,3.4,3,4.9,12.4,6.2,13.4,29.5,27.1,34.3,39,44.1,8.4,19.5,3.1,0.2,1.7,0.5,21.6,2.4,0.9,0.9,0.5,0.2,10.2,8.1,1.9,11,108124,
1999:Q3,RemainingTop1,14.6,8.4,8.4,8.6,17.4,10.5,24.8,27,29.8,21.5,26.2,25.9,27.8,25.7,7.9,5.3,12.6,5.1,26,6.9,4.3,4.2,4.4,1,8.8,15.2,7.9,16.3,927787,
1999:Q3,Next9,33.1,25.8,27.1,20.7,36.5,32.3,38.1,28.9,28.4,29.9,26.1,23.9,39.2,35.8,26.7,53.3,32.3,45.8,32.6,23.7,17.7,17.7,19.2,8.7,19.8,37.4,27.1,35.6,9333134,
1999:Q3,Next40,35.2,45.8,46.5,43.1,30.4,44.2,22.7,13.6,13.6,13.5,8.4,6.1,22.5,17.5,51,39.3,45.8,45.7,18,46.9,43.8,43.7,47.8,36.5,41.4,24.3,51.5,33.8,41495260,
1999:Q3,Bottom50,7.4,16.6,14.9,22.7,3.3,6.8,1.2,1.1,1.2,0.8,0.3,0.1,2,1.6,11.3,1.9,7.5,2.9,1.8,20.2,33.3,33.4,27.9,53.6,19.8,15,11.7,3.2,51869564,
1999:Q4,TopPt1,9.9,3.5,3.1,5,12.7,6.5,14.5,28.5,26.9,34.2,38.7,43.3,9.2,20,3.5,0,1.6,0.5,21.5,2.5,0.9,0.9,0.5,0.2,9.9,6.7,2.1,11.3,108200,
1999:Q4,RemainingTop1,15,8.6,8.5,9,17.7,10.5,24.8,28,30.1,20.7,23.3,22.6,27.5,25.5,8.7,5.1,12.3,5.3,26.3,6.7,4.3,4.3,4.4,1,9.5,14.9,9,16.6,930888,
1999:Q4,Next9,33.4,25.9,27.4,20.3,36.7,32.4,37.4,30,28.3,36.3,28.5,26.8,39.5,36.1,26.7,54.7,33.1,45.6,32.4,23.3,17.9,17.9,19.4,8.5,20.7,37.6,26.9,35.9,9359747,
1999:Q4,Next40,34.4,45.5,46.1,43,29.7,43.8,22,12.4,13.6,8.3,9.1,7.2,21.9,16.8,50,38.4,45.6,45.8,18.1,47.2,43.9,43.9,48.1,37,39.7,24.7,50.4,33,41618241,
1999:Q4,Bottom50,7.2,16.5,14.9,22.7,3.3,6.8,1.2,1,1.1,0.6,0.3,0.1,1.8,1.5,11,1.8,7.4,2.8,1.7,20.4,33,33.1,27.6,53.3,20.1,16.1,11.5,3.2,52022027,
2000:Q1,TopPt1,9.8,3.5,3.1,4.8,12.5,6.6,15.1,27.7,26.2,33.9,39,43.5,9.9,19.9,3.6,0,1.6,0.5,21.1,2.5,0.8,0.8,0.5,0.2,9.5,5.6,1.8,11.2,108241,
2000:Q1,RemainingTop1,15,8.7,8.6,9.4,17.7,10.5,24.9,28.5,30.4,20.5,23.6,23,27.4,25.4,8.8,5.1,12.2,5.4,26.6,6.8,4.4,4.3,4.5,1,10.5,14.8,7.9,16.7,934104,
2000:Q1,Next9,33.5,25.9,27.4,20.2,36.8,32.5,37,30.3,28.5,37.8,28.1,26.3,39.7,36.3,26.4,54.9,33.6,45.4,32.2,23.3,18,18,19.5,8.1,21.6,37.8,26.5,35.9,9387093,
2000:Q1,Next40,34.5,45.6,46.4,42.9,29.7,43.5,21.7,12.5,13.7,7.3,9,7.2,21.3,16.8,50.1,38.3,45.3,45.9,18.4,47.1,44.1,44.1,48.3,37.3,38.2,25,52,33.1,41744147,
2000:Q1,Bottom50,7.2,16.3,14.6,22.8,3.2,6.8,1.2,1.1,1.2,0.6,0.3,0.1,1.7,1.5,11,1.7,7.3,2.8,1.7,20.3,32.7,32.7,27.2,53.4,20.2,16.7,11.7,3.2,52178263,
2000:Q2,TopPt1,9.5,3.5,3.2,4.7,12.2,6.7,14.5,27.4,25.6,33.5,39.6,44.2,10.7,19.2,3.5,0,1.6,0.5,21.4,2.5,0.7,0.7,0.5,0.2,9.3,5.1,1.9,10.9,108259,
2000:Q2,RemainingTop1,14.9,8.9,8.7,9.7,17.7,10.4,25.3,28.5,30.7,20.7,25.7,25.5,27.2,25.4,8.7,5.1,12.2,5.5,26.7,6.9,4.4,4.4,4.5,1,11,15.5,8.2,16.6,937432,
2000:Q2,Next9,33.4,26,27.5,20,36.8,32.7,37,30.3,28.6,36.2,26,23.8,39.9,36.6,26.1,54.3,33.8,45.2,32.1,23.3,17.9,17.9,19.6,7.9,22.5,38.4,26.2,35.9,9415367,
2000:Q2,Next40,34.9,45.6,46.3,42.8,30.1,43.3,22,12.7,13.8,8.8,8.4,6.5,20.7,17.4,50.6,38.9,45.1,46.1,18.2,47,44.4,44.4,48.4,37.8,36.5,25.6,51.9,33.4,41873743,
2000:Q2,Bottom50,7.2,16.1,14.3,22.8,3.2,6.9,1.3,1.1,1.2,0.7,0.3,0.1,1.5,1.5,11.1,1.7,7.4,2.7,1.6,20.2,32.6,32.6,27.1,53.2,20.7,15.4,11.7,3.2,52339261,
