Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
1998:Q3,pct99to100,7150195,1164116,917932,246184,5986079,349199,273044,745252,516647,228605,304995,291270,13725,2396391,51028,25771,249816,227018,1337838,25726,360265,359067,235891,20847,5688,96641,1197,6789930,1025701,355533,2165110138
1998:Q3,pct80to99,17370034,4973610,3919035,1054576,12396424,1130798,344791,626469,406671,219799,195818,167343,28475,3293123,341537,359474,1265446,2701334,2002066,135568,2418485,2409322,1812489,425254,15762,155817,9162,14951550,19486140,68213,355297
1998:Q3,pct60to80,7571682,2820878,2196617,624261,4750805,505543,124518,179946,112367,67579,35968,14934,21034,762259,160018,230409,472612,1777102,422806,79625,1512644,1508343,1052868,403645,5796,46034,4301,6059038,20512977,42569,68213
1998:Q3,pct40to60,4411349,1841073,1392526,448547,2570276,404727,51082,94293,74407,19885,60019,47429,12590,358926,86200,73505,184882,906542,297545,52556,830915,828599,521620,295324,4241,7415,2316,3580434,20509733,26353,42569
1998:Q3,pct20to40,3002772,1283982,999590,284392,1718790,399419,59904,87186,55631,31554,14125,5513,8612,250884,46380,18476,51076,565330,191387,34623,418954,417709,247040,164019,1636,5014,1245,2583818,20512884,13867,26353
1998:Q3,pct00to20,1401173,682327,543558,138769,718846,183158,22323,47287,28721,18566,27226,26313,913,73715,19711,1379,14699,199386,111880,18081,182875,182347,86247,91629,637,3835,528,1218298,20501383,0,13854
1998:Q4,pct99to100,7756690,1217285,951921,265364,6539406,374560,294922,720749,504717,216032,300089,285449,14640,2874052,57610,26002,291253,226868,1347086,26215,370921,370274,241723,24618,6559,97374,647,7385769,1028513,,
1998:Q4,pct80to99,18507725,5117203,4057070,1060133,13390522,1179644,377385,595386,412051,183334,195339,165672,29667,3903535,351191,388452,1435015,2793108,2034886,136579,2487253,2478661,1865209,436732,17940,158780,8592,16020472,19542292,,
1998:Q4,pct60to80,7828728,2854946,2226170,628776,4973783,525290,125832,172332,116224,56108,35676,15037,20639,874366,167431,236683,548410,1788195,419677,79892,1535895,1531626,1068737,412935,6626,43328,4269,6292833,20571792,,
1998:Q4,pct40to60,4532666,1858999,1415545,443454,2673667,418075,53611,86184,70172,16012,61732,49568,12165,405784,89974,78726,213909,926071,287692,51909,850615,848244,533343,302214,4918,7769,2370,3682052,20568756,,
1998:Q4,pct20to40,3035741,1295180,1002510,292670,1740561,400577,60110,79006,52027,26979,15724,7122,8601,265215,47935,19414,58991,567668,191535,34386,431684,430442,251506,171132,2154,5650,1242,2604057,20571790,,
1998:Q4,pct00to20,1405676,682960,539593,143367,722716,183780,21733,43506,27749,15757,24154,22943,1210,90227,20586,1575,12525,199322,107593,17713,187318,186822,88071,93640,1131,3980,496,1218358,20560477,,
1999:Q1,pct99to100,7708936,1241985,972035,269950,6466951,371628,316459,680515,463171,217344,296105,280548,15557,2833690,60029,25652,304187,225411,1326591,26683,378548,377266,246513,26260,6336,98157,1282,7330387,1031310,,
1999:Q1,pct80to99,18805085,5202901,4130330,1072571,13602184,1168132,409238,611640,402231,209408,195567,164700,30866,3947593,352087,400402,1471135,2870635,2038269,137486,2538569,2529544,1913056,435614,16464,164410,9025,16266516,19598377,,
1999:Q1,pct60to80,7912289,2905241,2271096,634145,5007048,530157,127435,172437,108887,63550,35689,15400,20289,886025,172594,234163,565286,1791976,411198,80089,1541111,1536684,1081084,408778,6183,40638,4428,6371178,20630449,,
1999:Q1,pct40to60,4588795,1895390,1449928,445462,2693405,416943,56168,84941,61847,23094,63252,51445,11807,415364,92236,79935,219868,942905,270599,51193,860088,857726,542603,302410,4519,8194,2362,3728707,20627686,,
1999:Q1,pct20to40,3055706,1321045,1024497,296547,1734661,393912,60466,75063,46711,28352,17164,8519,8644,261846,49371,19530,61732,569637,191840,34101,436823,435548,255227,172005,2094,6221,1275,2618883,20630544,,
1999:Q1,pct00to20,1394764,684044,541450,142594,710720,183094,21241,37278,21678,15601,21324,19791,1533,95109,20609,1643,11594,198798,102711,17319,192265,191744,89155,97330,1274,3985,521,1202499,20619724,,
1999:Q2,pct99to100,7984982,1282785,999189,283596,6702197,365715,312888,641619,432538,209081,293928,277485,16443,3062103,64158,25567,323284,224421,1361308,27207,388810,387479,252076,29354,6712,99337,1331,7596172,1034122,,
1999:Q2,pct80to99,19486642,5363774,4278993,1084781,14122869,1150254,398578,588525,393555,194970,197228,165200,32028,4285630,356548,420674,1537840,2953838,2095099,138655,2626826,2617866,1968242,443571,16920,189132,8960,16859816,19654760,,
1999:Q2,pct60to80,8071973,2962253,2320895,641358,5109720,533438,124705,163430,104591,58839,36190,16295,19896,950266,178711,235760,595286,1798446,413031,80457,1561796,1557304,1098578,414132,6420,38174,4492,6510177,20689353,,
1999:Q2,pct40to60,4663520,1917555,1472451,445105,2745964,414278,56133,78258,55628,22630,64327,52973,11354,444569,95131,83079,231001,960833,267718,50636,877875,875490,554482,307191,4696,9120,2385,3785645,20686921,,
1999:Q2,pct20to40,3082406,1348820,1044799,304022,1733585,386421,58172,68486,42440,26046,18181,9586,8595,268221,50866,20038,65593,571760,191918,33927,446735,445444,259628,177139,2365,6312,1290,2635671,20689550,,
1999:Q2,pct00to20,1400850,693141,547157,145984,707709,182268,20950,31874,17921,13953,18713,16919,1794,105955,20979,1773,10511,198443,99258,16984,196021,195504,90684,100194,1641,2984,517,1204829,20679480,,
1999:Q3,pct99to100,7853930,1318540,1030945,287595,6535390,372657,326237,617660,415106,202554,302109,284769,17340,2827514,64413,24717,317874,222060,1432065,28083,400856,399496,260054,33348,5966,100128,1360,7453074,1036979,,
1999:Q3,pct80to99,19580923,5501654,4396690,1104964,14079269,1159711,416602,578194,390002,188192,207659,174449,33210,4107138,352859,416990,1488875,3022271,2187439,141530,2702802,2693924,2031000,454833,14086,194005,8879,16878121,19711805,,
1999:Q3,pct60to80,8106164,3030734,2379591,651143,5075430,543591,125186,160671,104190,56481,39908,20346,19562,921852,182740,225457,574954,1797247,421869,81954,1588462,1583908,1119899,423062,5466,35481,4554,6517702,20748912,,
1999:Q3,pct40to60,4715955,1961167,1509994,451172,2754789,418200,57874,74908,51583,23325,64169,53172,10997,438639,96621,80645,222429,975969,274196,51138,900700,898291,570846,314032,3887,9526,2409,3815255,20746859,,
1999:Q3,pct20to40,3104928,1388116,1078801,309315,1716812,382383,57845,63860,39315,24545,17781,9154,8627,258243,52253,19415,64956,573496,192093,34487,460130,458825,265475,184421,2022,6906,1305,2644798,20749214,,
1999:Q3,pct00to20,1402317,703661,557149,146512,698656,182030,20595,29048,16326,12722,17065,14968,2098,105838,20556,1722,10280,197601,96887,17034,201264,200751,93985,102199,1534,3033,513,1201053,20740101,,
1999:Q4,pct99to100,8623223,1361378,1060499,300880,7261844,391897,359743,579993,431776,148216,322805,304588,18217,3449077,76316,25440,350459,222717,1450672,32726,416465,414712,268482,38477,5854,101900,1753,8206758,1039912,,
1999:Q4,pct80to99,20880128,5630769,4514627,1116143,15249359,1195204,468300,498281,406813,91468,228522,194153,34369,4884597,373602,463721,1621673,3124566,2228284,162609,2803400,2794297,2077165,465561,13223,238347,9103,18076729,19769877,,
1999:Q4,pct60to80,8421211,3079588,2421890,657698,5341623,560350,129649,142804,115532,27272,47267,28058,19209,1065577,193150,239849,633254,1813112,421110,95500,1601590,1596916,1126480,431859,5214,33363,4674,6819621,20809533,,
1999:Q4,pct40to60,4870758,1993700,1543267,450433,2877058,428396,61808,60796,52212,8584,62626,52035,10591,498183,102374,89899,244696,997595,267699,62984,922377,919963,583388,321940,3665,10971,2414,3948381,20807897,,
1999:Q4,pct20to40,3155256,1408512,1092100,316412,1746744,381533,59889,52399,38507,13892,15667,7061,8607,279282,54003,21156,71288,576184,192442,42901,474056,472725,270734,193453,2023,6514,1331,2681200,20809941,,
1999:Q4,pct00to20,1431032,713150,563623,149528,717881,182323,20224,27130,19595,7534,16426,14061,2365,125944,22508,2053,8875,197848,93319,21231,203561,203035,98014,102333,1669,1019,526,1227471,20801943,,
2000:Q1,pct99to100,8822693,1418127,1108577,309551,7404565,403253,383204,516736,392212,124525,324792,305809,18983,3613828,80072,25387,366795,221713,1435251,33535,429149,427757,276396,41646,6206,103509,1393,8393543,1042951,,
2000:Q1,pct80to99,21554832,5845152,4707874,1137278,15709679,1213854,502986,457720,386950,70770,233084,197712,35371,5151985,377226,486122,1677765,3208883,2234916,165139,2875621,2866928,2114080,462583,13592,276673,8693,18679210,19829341,,
2000:Q1,pct60to80,8594600,3166153,2497078,669076,5428447,572966,132393,126958,106021,20936,48500,29845,18655,1117742,199146,242149,658182,1819672,413978,96761,1593084,1588409,1125634,426170,5421,31183,4675,7001516,20871623,,
2000:Q1,pct40to60,4945469,2023422,1567562,455860,2922046,434556,64704,52413,45682,6731,62963,53161,9802,522976,105165,93487,253899,1015833,252801,63248,934735,932276,592961,323252,3809,12254,2460,4010733,20870431,,
2000:Q1,pct20to40,3208073,1457081,1133312,323770,1750992,378506,60883,45282,34406,10876,15820,7593,8227,284124,55517,21747,74634,578414,192767,43297,481579,480245,275322,196397,2262,6265,1334,2726494,20872137,,
2000:Q1,pct00to20,1441514,728581,576195,152385,712933,182256,19937,20627,14850,5778,14238,11832,2406,135219,22795,2200,8033,197505,88930,21193,208045,207542,101820,103717,2004,0,503,1233469,20865364,,
2000:Q2,pct99to100,8661995,1484417,1164290,320127,7177578,404658,376759,496673,367511,129162,314461,294732,19729,3358180,80466,24825,365457,219602,1502004,34492,442834,441340,284968,46793,5714,103866,1494,8219161,1046126,,
2000:Q2,pct80to99,21703085,6086582,4929575,1157007,15616503,1211391,487816,456424,374281,82143,227069,190723,36346,4944710,373773,491460,1650512,3281535,2323437,168375,2929260,2920588,2173927,475804,11861,258996,8671,18773825,19890560,,
2000:Q2,pct60to80,8655623,3261690,2581638,680052,5393933,580364,129516,125630,101452,24178,45974,27864,18110,1084618,203341,236192,647074,1820060,422679,98485,1618222,1613471,1143323,437152,4826,28170,4750,7037402,20935590,,
2000:Q2,pct40to60,5002036,2067930,1607800,460130,2934106,435675,64361,50912,41369,9543,64543,55522,9021,515129,106741,93112,249005,1031882,258803,63943,958443,955962,608993,331572,3322,12075,2481,4043593,20934860,,
2000:Q2,pct20to40,3235386,1498135,1166556,331579,1737250,372873,58552,43049,31392,11656,17561,9715,7846,274321,56940,21541,74710,580349,193360,43993,497852,496500,281277,205719,2062,7442,1352,2737533,20936208,,
2000:Q2,pct00to20,1448078,745534,589721,155814,702544,181782,19740,18326,12480,5846,11235,8796,2439,134166,22391,2216,7741,196769,86866,21313,213343,212841,105608,104731,1942,560,502,1234735,20930719,,
2000:Q3,pct99to100,8712152,1531473,1209433,322040,7180679,406490,394832,476859,348613,128245,320624,300170,20453,3272083,82844,24610,372006,218087,1576756,35490,458177,456750,293883,53290,4737,104840,1427,8253975,1049466,,
2000:Q3,pct80to99,22111452,6281185,5103436,1177750,15830267,1209786,513402,451141,364256,86885,234897,197605,37292,4923282,374468,508578,1661317,3361246,2420358,171791,3013744,3005237,2233758,494381,9227,267871,8508,19097708,19953900,,
2000:Q3,pct60to80,8782902,3352360,2662613,689747,5430542,588043,131438,123994,98538,25456,48337,30765,17572,1084549,208656,235842,652347,1823867,433143,100327,1648513,1643714,1160476,453847,3848,25543,4799,7134389,21001840,,
2000:Q3,pct40to60,5087353,2114320,1647223,467097,2973033,437021,66700,49270,37985,11285,64410,56164,8246,519601,109056,95452,250543,1049336,266903,64740,985744,983232,625303,342769,2568,12591,2512,4101609,21001579,,
2000:Q3,pct20to40,3282287,1549754,1213645,336109,1732533,367336,59054,40595,28895,11700,17133,9670,7463,270390,58438,21881,76229,582531,194185,44761,516538,515174,287379,218199,1648,7948,1364,2765749,21002558,,
2000:Q3,pct00to20,1459110,760427,604995,155432,698683,181335,19522,16549,10958,5591,9511,7049,2462,136942,22390,2322,7233,196255,85156,21468,216780,216287,109646,104587,1644,410,493,1242329,20998366,,
2000:Q4,pct99to100,8377908,1589163,1251061,338101,6788746,428596,425449,512179,374717,137462,345823,324659,21164,2751607,82960,23755,359490,215281,1607521,36085,472308,470476,300297,60088,5693,104398,1832,7905600,1053004,,
2000:Q4,pct80to99,22007843,6527329,5335120,1192209,15480515,1250863,559589,493493,389276,104217,258593,220374,38220,4387713,370396,503501,1582647,3427483,2472990,173247,3047464,3038723,2288591,516162,10907,223064,8741,18960380,20019724,,
2000:Q4,pct60to80,8775870,3432103,2733273,698830,5343767,606600,135891,142495,112040,30455,56200,39149,17051,989010,212777,225022,619170,1820481,435255,100867,1680389,1675464,1175154,473758,4580,21972,4925,7095481,21070780,,
2000:Q4,pct40to60,5086539,2131243,1663861,467383,2955295,448635,70447,54989,39865,15124,62618,55123,7495,485696,110560,92689,237059,1064266,264031,64304,1009734,1007216,637421,354996,3096,11702,2518,4076805,21070987,,
2000:Q4,pct20to40,3295430,1582526,1237558,344968,1712904,366865,61020,42152,29044,13109,14387,7296,7092,249249,59881,21199,74190,584371,194914,44675,537063,535672,292035,231674,2153,9810,1391,2758367,21071593,,
2000:Q4,pct00to20,1462266,773488,613223,160265,688778,181700,19321,20554,14636,5918,9171,6684,2487,127833,21923,2258,7253,195279,82313,21173,222126,221619,111730,104590,2237,3062,507,1240140,21068660,,
2001:Q1,pct99to100,8083252,1679589,1329886,349703,6403664,472129,470583,465718,305877,159841,336180,314171,22009,2344794,86082,23011,333514,213693,1621003,36957,478783,477354,306348,62868,3592,104545,1430,7604469,1056768,,
2001:Q1,pct80to99,22074779,6906367,5699852,1206515,15168412,1336603,629583,480295,335859,144435,252895,213547,39348,3961019,372613,502010,1441860,3507601,2507917,176016,3066350,3058055,2339214,516790,6313,195737,8296,19008428,20088398,,
2001:Q1,pct60to80,8806900,3576026,2869175,706851,5230874,636413,143217,131957,89760,42197,53925,37157,16768,910826,218581,215993,559562,1824031,434097,102273,1683650,1678728,1186265,471048,2745,18670,4922,7123250,21142818,,
2001:Q1,pct40to60,5116400,2172958,1704240,468717,2943443,470888,75818,54494,31241,23253,64481,57326,7155,457003,113179,90773,213286,1081925,256921,64674,1020150,1017583,647923,356619,1757,11283,2567,4096251,21143481,,
2001:Q1,pct20to40,3350303,1647238,1295252,351986,1703065,371396,64645,40748,24035,16713,16393,9291,7102,230754,61432,20687,69596,586675,195590,45149,544593,543199,296303,234396,1237,11262,1394,2805710,21143719,,
2001:Q1,pct00to20,1473006,802305,639330,162976,670701,182757,19130,14827,7757,7070,6673,3928,2745,120474,22065,2223,7576,194755,79051,21170,228239,227757,113572,108002,1359,4824,482,1244767,21141957,,
2001:Q2,pct99to100,8387721,1734772,1378200,356572,6652949,480565,471900,430753,271337,159416,337490,314649,22841,2555209,92822,22819,349807,206642,1666396,38546,489502,488203,314507,65834,2343,105520,1299,7898219,1060789,,
2001:Q2,pct80to99,22808493,7100241,5881112,1219128,15708253,1348526,626997,456204,307086,149118,256308,215851,40457,4280365,382398,519612,1500305,3580034,2575276,182229,3166418,3158339,2423698,527069,3866,203706,8079,19642076,20160286,,
2001:Q2,pct60to80,9031373,3659444,2946598,712846,5371929,647869,142142,123594,80148,43447,54798,38326,16472,974023,226405,215824,585191,1856885,439245,105953,1724017,1719054,1223305,478072,1727,15950,4963,7307356,21218361,,
2001:Q2,pct40to60,5229790,2208914,1738525,470389,3020877,475570,76361,51789,26784,25005,65292,58512,6780,486475,117138,93200,222837,1107199,257842,67173,1046026,1043424,669161,361412,1068,11782,2603,4183764,21219458,,
2001:Q2,pct20to40,3405064,1688041,1331316,356725,1717023,367293,63366,37771,21020,16751,16995,9919,7075,239137,63111,21045,72888,591741,196579,47098,556388,554983,303036,239360,779,11808,1405,2848676,21219342,,
2001:Q2,pct00to20,1487487,812747,649612,163135,674740,182566,19008,12105,5304,6801,4975,1998,2977,130679,22942,2331,6854,194569,76767,21944,234908,234438,116311,112503,897,4727,470,1252578,21218615,,
2001:Q3,pct99to100,7992266,1784004,1424279,359724,6208263,494897,495392,476328,322820,153508,382247,358569,23678,1992302,89622,22161,321399,198156,1695361,40399,512149,510456,327614,71054,3815,107973,1693,7480117,1065096,514258,2082915159
2001:Q3,pct80to99,22419837,7262384,6027687,1234697,15157453,1372634,660869,501503,357636,143867,296029,254455,41574,3629350,371304,520678,1350810,3638804,2625792,189681,3312189,3303886,2495811,533735,6238,268102,8302,19107649,20235753,82281,514258
2001:Q3,pct60to80,9017252,3754181,3034426,719755,5263072,662489,145401,143724,101942,41783,68148,51960,16188,849911,228862,208051,522187,1882589,441262,110449,1750589,1745499,1246406,482013,2799,14282,5090,7266663,21297815,51426,82281
2001:Q3,pct40to60,5241063,2260780,1786294,474486,2980283,483183,79367,56097,31282,24815,62671,56255,6416,436616,117488,91874,197826,1130035,254699,70426,1078048,1075437,692785,367131,1769,13752,2611,4163015,21299314,30855,51426
2001:Q3,pct20to40,3417988,1729309,1368727,360581,1688680,364530,64600,38767,22896,15872,12511,5455,7057,211791,64507,20653,67752,596481,197515,49571,572412,570978,311631,247038,1400,10909,1433,2845577,21298865,16816,30855
2001:Q3,pct00to20,1487353,824001,661885,162116,663353,182572,18881,16616,10401,6215,6144,2935,3209,116914,21784,2315,7167,193894,74073,22993,240490,240007,123305,113380,1645,1676,483,1246864,21298990,0,16816
2001:Q4,pct99to100,8464288,1871508,1495972,375536,6592780,508921,500427,446006,292094,153912,355543,331546,23996,2396952,102060,22701,335766,199914,1682650,41842,510152,508489,333339,68561,891,105697,1663,7954137,1069708,,
2001:Q4,pct80to99,23082366,7425760,6183898,1241862,15656606,1402532,710674,465201,320667,144535,276696,235081,41615,4028449,386692,523953,1446786,3658652,2565185,191786,3327526,3319248,2547872,561282,1298,208796,8277,19754841,20315014,,
2001:Q4,pct60to80,9331701,3822077,3087680,734396,5509624,691912,154906,129504,87085,42419,65341,49132,16209,931751,228498,220540,547642,1972859,454639,112031,1811351,1806358,1284750,507900,632,13076,4993,7520350,21381424,,
2001:Q4,pct40to60,5358223,2304996,1819908,485088,3053227,480878,86643,52989,28320,24669,65322,58146,7176,475829,118179,93803,205681,1152554,249744,71603,1104507,1101906,706962,380875,330,13738,2602,4253715,21383285,,
2001:Q4,pct20to40,3472426,1750274,1389570,360704,1722153,376103,65660,35420,20334,15087,16171,8868,7302,224329,63705,21005,68800,596111,204756,50093,589676,588274,320429,255655,250,11940,1402,2882750,21382533,,
2001:Q4,pct00to20,1518192,840136,673422,166714,678056,181934,19965,11870,5857,6013,5850,2741,3109,128067,25183,2427,7426,188369,83292,23671,242345,241818,118433,117553,284,5547,527,1275847,21383286,,
2002:Q1,pct99to100,8636017,1960001,1568065,391936,6676016,526286,472272,434259,285734,148525,344218,319851,24367,2464135,113604,22804,347315,199806,1708021,43296,523988,522119,351908,65063,262,104886,1870,8112029,1074585,,
2002:Q1,pct80to99,23274679,7589178,6348128,1241051,15685500,1439480,704043,442803,306784,136019,270449,228722,41727,3991793,400102,511390,1529668,3658626,2543269,193877,3366896,3358444,2594128,557470,360,206487,8452,19907783,20397695,,
2002:Q1,pct60to80,9562983,3900330,3155840,744491,5662653,723083,157603,122327,82025,40302,67291,50997,16294,928704,227601,225891,567435,2053507,475605,113606,1829015,1824081,1309169,501788,184,12940,4934,7733969,21468771,,
2002:Q1,pct40to60,5452887,2365781,1874240,491541,3087105,480432,89923,50653,27825,22829,66904,58849,8055,478763,118517,92159,211316,1171503,254170,72764,1135811,1133231,734153,383745,85,15248,2580,4317076,21470950,,
2002:Q1,pct20to40,3490661,1757002,1397672,359330,1733658,388516,62983,32658,19130,13528,18180,10523,7657,220250,62873,20645,69301,595213,212438,50602,604396,603017,335254,256203,64,11497,1378,2886265,21469937,,
2002:Q1,pct00to20,1539583,853822,683877,169945,685761,181507,21021,9479,3964,5515,6699,3623,3076,128317,28403,2422,7753,182122,93692,24345,250549,249966,124198,119248,68,6453,583,1289034,21471091,,
2002:Q2,pct99to100,8481577,2051653,1642468,409185,6429924,522443,438472,473638,296644,176994,322567,297871,24696,2221677,121885,22837,319689,199109,1742331,45276,537348,535501,371136,63396,-2830,103799,1848,7944228,1079676,,
2002:Q2,pct80to99,22901564,7744619,6500666,1243953,15156945,1432186,686253,493733,309039,184694,255571,213798,41773,3576781,406567,496240,1428731,3652378,2530076,198431,3416267,3407831,2658559,567978,-3614,184908,8435,19485297,20483272,,
2002:Q2,pct60to80,9642206,3971542,3214624,756918,5670664,742725,158672,138332,83086,55246,66336,50023,16313,852420,224877,230093,510210,2131736,498451,116812,1873633,1868795,1347662,510629,-1957,12460,4838,7768573,21559276,,
2002:Q2,pct40to60,5501765,2438869,1939217,499652,3062896,469739,92180,60771,29074,31696,69456,60638,8818,450396,117635,89933,187080,1189495,260755,75456,1177512,1174942,766458,392915,-773,16341,2570,4324253,21561727,,
2002:Q2,pct20to40,3479898,1753439,1394376,359063,1726460,395809,59633,35782,18853,16930,21456,13558,7898,202534,61938,20168,62520,594169,220285,52167,626130,624783,351158,262609,-554,11570,1347,2853769,21560505,,
2002:Q2,pct00to20,1552018,865498,691280,174219,686520,180467,21988,10238,3362,6876,6833,3864,2969,119137,30962,2397,8877,175606,104433,25582,258692,258064,130068,120116,-561,8442,628,1293327,21561845,,
2002:Q3,pct99to100,8124676,2139031,1723802,415229,5985645,543886,412746,478419,283332,195087,314464,289386,25078,1761588,127728,22920,288926,198391,1789480,47098,549854,547607,387945,60205,-3464,102923,2247,7574822,1084928,,
2002:Q3,pct80to99,22256253,7860729,6604392,1256337,14395524,1477824,680216,510705,290382,220323,252436,210546,41890,2894029,407822,482702,1312055,3645983,2529593,202159,3489365,3480594,2734848,579802,-4262,170206,8771,18766888,20571222,,
2002:Q3,pct60to80,9685213,4056707,3284294,772413,5628506,776071,160966,142808,76414,66394,69867,53468,16399,721109,220771,235112,447670,2210713,523946,119474,1932455,1927647,1397533,520392,-2390,12112,4808,7752758,21652359,,
2002:Q3,pct40to60,5551050,2530123,2014854,515269,3020928,471671,95075,66014,27840,38173,70949,61240,9710,396571,115833,88078,160948,1207682,270474,77631,1219168,1216629,798867,400938,-853,17677,2539,4331883,21655032,,
2002:Q3,pct20to40,3483881,1772796,1416446,356349,1711086,409295,57164,36440,17469,18970,23236,14981,8255,174188,60923,19765,55226,593147,228330,53372,645284,643955,366427,266677,-608,11459,1329,2838598,21653667,,
2002:Q3,pct00to20,1560207,880407,705220,175187,679799,180358,22902,9167,1441,7726,8081,5148,2933,102641,33030,2384,9948,169026,115630,26632,267368,266675,133541,123594,-569,10109,693,1292838,21654985,,
2002:Q4,pct99to100,8376169,2220763,1798424,422339,6155406,549285,419092,489640,266091,223549,302214,276756,25458,1952206,134303,23816,298883,199224,1737167,49575,562331,560051,405557,58007,-5691,102179,2280,7813838,1090289,,
2002:Q4,pct80to99,22597161,7981484,6718510,1262974,14615677,1489991,727259,556188,268957,287231,246038,204039,42000,3010821,410502,496865,1386072,3656222,2426742,208975,3577033,3568232,2811718,595029,-6693,168178,8801,19020127,20661022,,
2002:Q4,pct60to80,9978249,4140982,3356171,784811,5837267,800517,170091,156147,69105,87042,72539,56062,16477,750036,217002,253646,464086,2298887,530134,124183,1993755,1989035,1447114,533833,-3895,11984,4720,7984494,21747440,,
2002:Q4,pct40to60,5680141,2609291,2081509,527782,3070849,465883,101933,76936,26196,50740,72941,62348,10593,414525,114263,92580,165321,1229207,255528,81731,1263857,1261331,832193,411012,-1235,19361,2526,4416283,21750283,,
2002:Q4,pct20to40,3532238,1793690,1440895,352795,1738548,418829,58356,39238,15981,23257,25623,17023,8600,176373,59922,20628,55498,592649,235527,55906,666560,665261,382120,273014,-854,10982,1299,2865678,21748850,,
2002:Q4,pct00to20,1588783,895772,720290,175482,693011,179768,23963,9393,0,9393,9148,6262,2886,107164,35253,2587,10328,162973,124047,28388,274837,274095,137611,126114,-730,11099,742,1313947,21749947,,
2003:Q1,pct99to100,8443754,2306985,1866832,440153,6136769,584051,388085,471907,256453,215454,302015,276242,25773,1883493,143725,24349,297271,197652,1792801,51421,572987,569986,421470,52660,-5612,101468,3001,7870768,1095709,,
2003:Q1,pct80to99,22599869,8141241,6884309,1256932,14458628,1563697,709390,516969,254833,262136,250322,208303,42019,2807852,419033,498243,1405443,3640876,2434112,212691,3655678,3646274,2878356,593147,-6460,181231,9403,18944191,20752147,,
2003:Q1,pct60to80,10171992,4222654,3430423,792232,5949338,841520,170577,144535,64569,79965,79459,62994,16464,714578,214715,266311,458190,2375019,557591,126841,2031632,2026893,1489424,529209,-3847,12107,4738,8140361,21843937,,
2003:Q1,pct40to60,5755805,2663641,2132207,531434,3092164,474567,103644,70830,25318,45512,73330,62024,11306,403476,113694,94195,161116,1246122,267295,83896,1296084,1293607,860949,412384,-1131,21405,2477,4459721,21846896,,
2003:Q1,pct20to40,3540731,1796081,1445383,350698,1744650,435816,55245,35332,14921,20411,26209,17424,8785,166219,58998,20914,53651,591364,243805,57097,677688,676399,396555,270573,-786,10057,1289,2863043,21845484,,
2003:Q1,pct00to20,1610844,910253,732118,178134,700592,180267,24759,8462,0,8462,11184,8446,2738,103222,38062,2694,10886,155949,135668,29439,283093,282269,140487,131150,-606,11239,824,1327751,21846170,,
2003:Q2,pct99to100,9141783,2395954,1942781,453173,6745829,596577,363227,444414,232870,211544,343721,317576,26145,2380497,156880,25296,326281,197276,1858505,53157,593209,589996,443582,49644,-4899,101669,3213,8548574,1101134,,
2003:Q2,pct80to99,23431058,8288389,7028707,1259683,15142668,1591008,700402,478982,229079,249903,291305,249193,42113,3256060,435257,513678,1570395,3638390,2451359,215832,3858767,3849184,2980363,604446,-5555,269930,9583,19572291,20844075,,
2003:Q2,pct60to80,10588354,4316474,3512780,803694,6271880,870068,172009,133226,56507,76719,100445,83921,16525,809537,214385,286204,511287,2458427,587168,129122,2109292,2104615,1555955,538470,-3370,13560,4676,8479063,21941271,,
2003:Q2,pct40to60,5936139,2746584,2205963,540621,3189555,472517,105843,65852,23014,42838,67965,55798,12166,451423,114444,99109,179524,1265636,281541,85703,1352221,1349767,905377,420239,-931,25082,2454,4583918,21944290,,
2003:Q2,pct20to40,3577095,1806887,1458290,348597,1770208,447254,52810,31914,13280,18635,20609,11507,9102,179494,58174,21853,57353,590463,252245,58038,697807,696543,415571,274561,-656,7067,1264,2879288,21942998,,
2003:Q2,pct00to20,1657319,927710,747419,180291,729609,180056,25520,7906,0,7906,16742,14073,2668,116504,41638,2915,10983,149317,147668,30362,289632,288750,147532,134570,-455,7103,882,1367687,21943091,,
2003:Q3,pct99to100,9511112,2485554,2026499,459054,7025558,593264,333381,457420,266714,190706,335490,309112,26378,2617949,168538,25975,331046,196145,1910905,55444,612210,608945,467854,48202,-7380,100268,3266,8898902,1106514,,
2003:Q3,pct80to99,23714837,8424473,7153440,1271033,15290364,1585305,680851,458518,253467,205051,289616,247592,42023,3383622,448246,519613,1620467,3627954,2454595,221578,3932938,3923310,3071194,616032,-8094,244177,9629,19781898,20936282,,
2003:Q3,pct60to80,10869385,4415828,3597274,818555,6453556,889408,171692,127897,64442,63455,106058,89656,16402,839828,213173,301737,517608,2538719,614305,133131,2171797,2167209,1610874,548397,-5043,12981,4588,8697587,22038862,,
2003:Q3,pct40to60,6072925,2841781,2286004,555777,3231144,462936,106922,60684,26551,34133,68490,55827,12664,470188,114611,101870,179969,1283841,292495,89137,1406711,1404270,949139,430085,-1258,26305,2441,4666214,22041881,,
