Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2009:Q2,pct40to60,7325399,3204829,2457765,747064,4120570,624559,150947,190998,112584,78414,145629,129171,16458,428344,146431,158322,221832,1620596,288104,144808,1978172,1975291,1462673,485013,6231,21374,2881,5347227,23359978,,
2009:Q2,pct20to40,4267820,2111489,1658065,453424,2156332,534982,80590,93377,55060,38317,26363,9867,16496,237388,91890,27858,63773,704576,194287,101249,936981,935140,623619,285454,8643,17424,1841,3330839,23360555,,
2009:Q2,pct00to20,2734232,1355476,1079242,276235,1378756,278651,26435,46344,24637,21707,19236,9839,9398,245570,50361,1415,31351,171672,446726,60995,632264,631222,348893,237547,18442,26339,1042,2101968,23357272,,
2009:Q3,pct99to100,12764977,2638686,2189764,448921,10126292,1103111,490480,1267258,995315,271943,412823,395496,17327,3776370,197414,60924,519173,431310,1801261,66167,796988,793063,609902,40773,13858,128530,3925,11967990,1168993,,
2009:Q3,pct80to99,32494816,10182074,8578692,1603382,22312741,2728298,956830,1258586,865879,392707,314498,273237,41261,4586673,542400,803840,2404481,5634187,2758945,324002,5810894,5799476,4817758,830352,25050,126316,11419,26683921,22212509,,
2009:Q3,pct60to80,11878297,4695226,3695331,999895,7183071,952726,281265,340257,218143,122115,38134,22689,15444,983251,219982,323345,576138,2690410,577975,199587,3343346,3338867,2587831,666909,10375,73753,4478,8534951,23383502,,
2009:Q3,pct40to60,7411821,3195217,2442116,753101,4216603,614617,144140,198749,128591,70157,154338,137380,16958,478782,149990,166571,249233,1624680,288765,146738,1977410,1974507,1455991,487670,7242,23604,2903,5434411,23380724,,
2009:Q3,pct20to40,4270678,2103275,1653520,449755,2167403,534133,75100,92312,57757,34555,26080,7584,18496,254245,90400,27240,69554,697078,198400,102861,941343,939554,629165,282669,10400,17320,1789,3329335,23379717,,
2009:Q3,pct00to20,2789433,1352649,1076437,276212,1436784,280135,27503,58202,37189,21013,22882,12163,10719,275493,52717,1891,34500,170129,451231,62100,654861,653803,352780,250337,23569,27116,1058,2134572,23378556,,
2009:Q4,pct99to100,12692952,2622401,2172672,449729,10070551,1145423,465989,1219858,967048,252810,393844,377883,15961,3842042,196507,65151,533277,428795,1713031,66635,795719,793031,613128,41799,15209,122895,2687,11897234,1170473,,
2009:Q4,pct80to99,32793677,10104697,8491703,1612994,22688980,2859934,910214,1198748,870175,328573,323902,282298,41604,4794232,554724,836373,2517601,5698926,2664002,330324,5817468,5806951,4793789,832085,26594,154482,10517,26976209,22235818,,
2009:Q4,pct60to80,11797770,4616043,3615702,1000341,7181727,965512,274903,312038,209378,102660,36706,19663,17043,983278,223018,335591,582557,2705816,560027,202282,3289894,3285599,2545680,652859,11131,75928,4295,8507876,23408490,,
2009:Q4,pct40to60,7432040,3180393,2422160,758233,4251647,630300,140381,184150,126106,58044,163992,146509,17484,492598,153085,171136,256574,1626280,282902,150248,1980481,1977500,1455333,488641,7568,25958,2980,5451559,23405938,,
2009:Q4,pct20to40,4259091,2092488,1638405,454083,2166603,544979,72318,85331,56180,29151,27342,6792,20550,255258,88883,25804,70519,689225,201377,105567,947536,945828,637650,280099,11245,16834,1708,3311555,23403502,,
2009:Q4,pct00to20,2819286,1359789,1075035,284754,1459497,282599,28513,52338,33067,19272,25736,13659,12077,290499,54808,2265,37664,168073,453215,63786,676024,674996,361173,259534,27184,27106,1028,2143262,23404249,,
2010:Q1,pct99to100,12904985,2620310,2179096,441214,10284675,1126758,405455,1299366,1022537,276829,377064,362558,14506,4031204,193063,69328,549220,433712,1734395,65110,795828,791953,612213,40403,21570,117768,3875,12109157,1172245,,
2010:Q1,pct80to99,33433061,10064687,8450837,1613850,23368374,2866649,800008,1306262,924319,381943,333729,291921,41808,5132741,561803,862296,2639811,5846071,2691969,327035,5782710,5771080,4735053,814251,44402,177373,11630,27650351,22264835,,
2010:Q1,pct60to80,11835004,4548353,3554576,993778,7286650,950409,258134,345644,226372,119273,35697,17199,18498,1006051,224709,344633,592024,2764643,566109,198598,3197564,3193083,2477958,619436,17367,78322,4480,8637440,23439347,,
2010:Q1,pct40to60,7496657,3166801,2405146,761655,4329855,619035,130989,204148,135388,68760,172629,154977,17652,514751,155283,173966,265180,1644137,302010,147727,1966360,1963438,1441014,480404,13779,28241,2922,5530297,23437055,,
2010:Q1,pct20to40,4260018,2093931,1641143,452789,2166086,543654,65164,90255,56973,33282,28145,5873,22272,259890,87308,23924,71777,684560,207309,104100,951201,949503,642468,269520,20948,16567,1698,3308817,23433415,,
2010:Q1,pct00to20,2877440,1369604,1082086,287518,1507837,284165,29042,62358,39823,22535,28383,15163,13220,308923,56391,2595,40856,169143,462714,63267,713048,711934,366755,269042,48637,27500,1113,2164392,23435766,,
2010:Q2,pct99to100,12546201,2617626,2183669,433958,9928575,1109051,375925,1393156,1125504,267652,364771,351795,12976,3561948,184736,73031,519332,434874,1847555,64197,799689,795431,617524,41934,22903,113070,4258,11746512,1174369,,
2010:Q2,pct80to99,33178866,10020744,8411305,1609439,23158122,2875264,744268,1351156,1005823,345334,346066,304210,41856,4763564,558748,862089,2542363,5963686,2824194,326724,5761316,5749238,4701645,812702,45515,189377,12078,27417550,22300964,,
2010:Q2,pct60to80,11671661,4482225,3497819,984406,7189437,935906,249077,367674,259430,108245,35738,15983,19755,909066,223791,341152,522210,2815290,592655,196877,3132245,3127700,2426396,602276,17987,81041,4544,8539417,23477512,,
2010:Q2,pct40to60,7519223,3177818,2415518,762299,4341405,608253,125881,213729,151788,61941,180020,162645,17375,492181,155739,170270,241700,1664344,342236,147050,1966623,1963714,1439643,479748,13933,30390,2910,5552599,23475510,,
2010:Q2,pct20to40,4219380,2084783,1633905,450878,2134597,542602,61621,88623,58482,30141,28062,4509,23553,245608,85606,20677,65477,676293,216117,103912,958395,956731,651236,266996,21798,16700,1665,3260985,23470961,,
2010:Q2,pct00to20,2928902,1380624,1090693,289931,1548278,285803,29627,76081,54211,21870,30937,16859,14078,308446,56990,2712,43873,171108,479275,63426,734369,733208,376412,274797,53303,28696,1161,2194533,23474519,,
2010:Q3,pct99to100,13061069,2582149,2159060,423089,10478920,1116952,375313,1391011,1159061,231950,356049,344588,11461,4024361,186269,77986,554172,438957,1894325,63525,795487,792751,617377,44098,22729,108547,2736,12265582,1176901,614192,1739991204
2010:Q3,pct80to99,34170650,9866489,8254923,1611565,24304161,2936894,739893,1304726,1048260,256466,360414,318460,41955,5396399,576496,909195,2755650,6114658,2882228,327609,5735210,5724258,4665631,823560,40683,194383,10952,28435440,22345610,94564,613788
2010:Q3,pct60to80,11831972,4443658,3465721,977937,7388314,933368,248455,351413,270408,81005,36723,15658,21065,982411,228304,360027,563653,2883349,604679,195934,3078386,3074063,2377028,596342,16711,83982,4323,8753586,23524425,57760,94564
2010:Q3,pct40to60,7690351,3226262,2459253,767009,4464089,608862,125353,203407,158339,45068,187004,169809,17195,533423,159839,177965,263329,1691229,366582,147097,1965140,1962133,1432009,485818,11836,32470,3007,5725211,23522738,35598,57753
2010:Q3,pct20to40,4230734,2084878,1635959,448919,2145856,546876,61591,81018,58281,22737,27793,2856,24937,258488,84230,19491,69816,669369,222955,104228,963475,961898,657408,268211,19189,17091,1578,3267258,23517645,20380,35592
2010:Q3,pct00to20,3009478,1405734,1113888,291845,1603745,287985,30528,77164,58811,18353,33686,18683,15003,335066,59618,3245,47227,174309,491061,63855,750514,749395,382303,285698,50972,30421,1119,2258965,23521925,0,20378
2010:Q4,pct99to100,13596552,2599963,2156964,442999,10996589,1125656,415206,1327592,1035035,292556,365459,349826,15633,4438890,195631,75200,587468,424838,1976368,64283,798011,794186,607593,50606,22663,113324,3825,12798541,1179880,,
2010:Q4,pct80to99,35117824,9869659,8256450,1613208,25248166,2895957,828877,1403464,994909,408555,379244,336450,42794,5845648,586313,945910,2896395,6226785,2911340,328231,5751829,5739891,4614612,870979,40944,213355,11939,29365995,22399730,,
2010:Q4,pct60to80,12063834,4382180,3401665,980515,7681654,940355,253186,358377,234037,124339,46121,26181,19940,1058401,227348,381583,626314,2979391,612405,198173,3077019,3072560,2334322,641687,16976,79575,4458,8986815,23581069,,
2010:Q4,pct40to60,7610611,3089754,2334045,755709,4520857,605310,129043,212252,139339,72913,167980,152283,15697,562281,157780,183264,283520,1713992,357955,147481,1943265,1940340,1387476,509101,11876,31887,2925,5667347,23579717,,
2010:Q4,pct20to40,4246350,2062497,1610485,452013,2183852,538605,65882,92314,58900,33413,26389,3996,22392,267420,83337,22863,74347,688211,218413,106072,975423,973828,646187,292451,18751,16439,1594,3270927,23574491,,
2010:Q4,pct00to20,2943714,1354015,1062958,291057,1589698,288893,31247,65353,41326,24027,37994,24360,13635,336348,57680,3503,46911,178862,479527,63380,733487,732361,367709,281986,53566,29100,1126,2210227,23578945,,
2011:Q1,pct99to100,14061678,2591389,2133549,457840,11470289,1188295,398592,1306146,1029228,276918,363379,343853,19526,4810290,206650,71715,612855,403876,2043493,64997,802293,798272,610079,48451,21762,117980,4021,13259385,1183264,,
2011:Q1,pct80to99,35633541,9770128,8144253,1625875,25863413,2964153,816532,1383617,1011868,371749,387884,343994,43890,6246118,599632,950243,2997787,6266440,2922357,328650,5777930,5765741,4613822,863295,38269,250355,12189,29855611,22462491,,
2011:Q1,pct60to80,12225498,4341871,3353543,988327,7883628,972077,241437,346412,236382,110030,52093,32780,19312,1126017,227310,387669,676409,3037293,616635,200276,3051896,3047436,2323159,632845,16261,75172,4460,9173602,23646597,,
2011:Q1,pct40to60,7550844,3009694,2258720,750975,4541149,625282,123774,201892,137726,64166,151916,136829,15088,587616,156330,180591,298237,1722680,345116,147715,1920865,1917971,1368696,506790,10836,31648,2894,5629979,23645592,,
2011:Q1,pct20to40,4242536,2034861,1579446,455415,2207676,540816,63286,91032,61873,29159,27465,6586,20879,274655,82519,24696,77569,704546,213270,107822,968322,966736,643021,291807,16672,15235,1586,3274214,23640609,,
2011:Q1,pct00to20,2890983,1313636,1023805,289831,1577347,290690,31106,62374,41494,20880,41806,28899,12907,335397,56068,3477,46441,180629,466509,62850,726609,725517,361348,285121,52437,26611,1091,2164374,23644738,,
2011:Q2,pct99to100,14195621,2614739,2132819,481920,11580882,1240053,389408,1310707,1007968,302738,382781,359731,23050,4796677,217223,68352,617392,382165,2110421,65705,803726,799458,607718,48532,20199,123009,4268,13391895,1186990,,
2011:Q2,pct80to99,35843552,9767579,8132569,1635010,26075973,3007746,816416,1469148,1018572,450576,415053,370197,44857,6235566,612027,959919,2998300,6300948,2931816,329035,5774938,5762455,4608446,872076,33705,248227,12484,30068614,22532617,,
2011:Q2,pct60to80,12358490,4346118,3350054,996064,8012372,998829,232198,363775,233649,130127,64062,45382,18680,1124784,227033,396289,689731,3092700,620613,202358,3044253,3039783,2311598,641871,14843,71470,4471,9314237,23719707,,
2011:Q2,pct40to60,7503163,2967156,2224938,742218,4536007,640177,119805,211477,133886,77592,135037,120644,14393,587718,154713,179199,297947,1730495,331531,147908,1896572,1893710,1343638,510054,9155,30863,2862,5606591,23719054,,
2011:Q2,pct20to40,4225453,2004093,1542336,461756,2221361,540406,61624,98005,64394,33611,25701,6340,19361,271362,81704,26781,77289,720952,207981,109555,966376,964796,637561,298207,13689,15340,1580,3259077,23714630,,
2011:Q2,pct00to20,2849055,1291384,999278,292106,1557671,292258,31056,61972,39446,22526,47054,34902,12153,323933,54347,3495,45961,182182,453108,62305,710488,709429,351707,282337,48530,26855,1059,2138567,23718011,,
2011:Q3,pct99to100,13538741,2622187,2137034,485154,10916554,1296572,379919,1425773,1106538,319235,379082,352631,26451,3952436,225544,64221,570856,357324,2197335,67492,808761,805116,606797,49458,20642,128219,3645,12729980,1190997,,
2011:Q3,pct80to99,34886457,9725725,8073994,1651731,25160731,3058706,814745,1615416,1106815,508601,421665,375645,46020,5339602,619692,935226,2754263,6305131,2961657,334628,5770209,5758147,4604921,887246,35364,230616,12062,29116248,22608828,,
2011:Q3,pct60to80,12265196,4359995,3356295,1003700,7905201,1027684,223154,415772,272031,143741,69066,50748,18317,975349,225520,388526,611094,3132494,628645,207897,3043809,3039458,2300250,655660,15621,67927,4351,9221387,23799094,,
2011:Q3,pct40to60,7389078,2939059,2196600,742459,4450019,656852,115888,234247,147288,86959,121185,107050,14134,533749,152260,169355,260897,1732463,321781,151343,1881205,1878325,1320497,518328,9669,29832,2880,5507873,23798793,,
2011:Q3,pct20to40,4219416,2009012,1547665,461347,2210404,540431,59947,107180,70827,36353,27355,8990,18365,245839,80834,27244,68477,736496,203058,113545,971830,970280,632871,307508,13951,15950,1550,3247586,23795181,,
2011:Q3,pct00to20,2801590,1269298,983061,286237,1532292,293803,30975,78725,55622,23103,50609,38889,11719,291088,52145,3213,45648,182568,440573,62945,709219,708233,343057,283975,53044,28157,986,2092371,23797471,,
2011:Q4,pct99to100,13999145,2625260,2122277,502983,11373885,1355330,385754,1409500,1089482,320019,354178,324696,29482,4256575,239450,61151,600675,336390,2305137,69745,812250,808639,603292,50370,21205,133772,3611,13186895,1195222,,
2011:Q4,pct80to99,35540430,9693274,8038632,1654642,25847156,3111789,840680,1634097,1119116,514982,408684,361753,46931,5670920,639039,958591,2874342,6354289,3012260,342464,5759215,5747085,4604051,905271,37700,200064,12130,29781215,22689847,,
2011:Q4,pct60to80,12490681,4349443,3342964,1006479,8141237,1057469,219119,413289,270967,142322,67441,49622,17819,1031546,227028,403670,669754,3196191,640800,214931,3051728,3047407,2292714,673565,16641,64486,4321,9438953,23883456,,
2011:Q4,pct40to60,7371814,2871340,2139008,732332,4500475,674186,114652,230433,143964,86469,109113,95541,13573,555237,151820,171259,278293,1743357,315956,156167,1863418,1860554,1295120,526401,10436,28597,2864,5508396,23883497,,
2011:Q4,pct20to40,4237361,1991899,1528115,463784,2245462,540365,60198,109237,73859,35379,31118,14001,17117,251248,80140,29979,72299,753941,198427,118510,977775,976239,627195,317533,14510,17001,1536,3259585,23880894,,
2011:Q4,pct00to20,2761266,1242116,957682,284434,1519150,295270,31214,75909,54105,21804,52011,40907,11103,287724,51058,3348,45123,184658,428744,64091,705762,704821,332566,283085,58795,30375,940,2055504,23881825,,
2012:Q1,pct99to100,14686984,2640830,2111948,528883,12046154,1394653,366791,1336330,1003278,333052,355397,323648,31749,4891801,246641,58637,643969,316124,2365982,69828,816782,812251,604617,48936,20361,138337,4531,13870202,1199604,,
2012:Q1,pct80to99,36496521,9666757,8006873,1659884,26829764,3123411,819528,1644897,1081307,563589,418485,371405,47079,6351329,644270,1007236,3057155,6413363,3010274,339817,5765637,5752646,4590880,900198,35203,226365,12991,30730885,22774396,,
2012:Q1,pct60to80,12769596,4332533,3320222,1012311,8437063,1078733,207682,398173,245225,152948,72927,56065,16862,1145884,224853,430859,754832,3265392,642702,215025,3019777,3015343,2271764,667046,15955,60578,4434,9749819,23971489,,
2012:Q1,pct40to60,7355247,2802754,2081511,721243,4552492,682803,109325,224744,130810,93933,95016,82844,12172,597288,148903,179321,305700,1756262,298705,154426,1837930,1835135,1272028,525353,9473,28281,2795,5517317,23971856,,
2012:Q1,pct20to40,4233778,1958208,1488259,469950,2275569,536271,57381,111466,74136,37331,30775,15703,15072,264796,79244,33910,78395,771950,192439,118941,972513,970964,623067,319096,12624,16176,1549,3261265,23970398,,
2012:Q1,pct00to20,2712967,1215452,928807,286645,1497515,296600,30880,63593,41689,21904,54869,44927,9942,291440,48574,3701,44324,187121,413584,62830,697177,696238,325607,284412,57548,28672,939,2015791,23969780,,
2012:Q2,pct99to100,14741361,2692287,2154406,537881,12049074,1414278,351924,1423048,1099817,323232,362284,328672,33612,4711980,248079,54575,637530,292142,2483089,70144,820348,814879,601588,49785,19995,143511,5469,13921012,1204080,,
2012:Q2,pct80to99,36427617,9753721,8085923,1667798,26673896,3093362,804768,1707382,1174911,532471,433230,386244,46986,6166833,637394,987275,3002368,6436237,3066767,338279,5763976,5750109,4583460,915344,34378,216927,13867,30663641,22861195,,
2012:Q2,pct60to80,12879536,4386647,3370590,1016057,8492888,1091551,197684,426394,285260,141134,79896,63997,15899,1115752,219511,425384,748646,3316085,656118,215867,3017894,3013345,2258473,682065,15859,56947,4549,9861641,24061890,,
2012:Q2,pct40to60,7316500,2810521,2094786,715735,4505979,682645,104731,230209,143682,86527,81128,70347,10781,587266,143853,170563,296821,1762090,293298,153374,1816842,1814119,1245507,532118,9111,27383,2723,5499658,24062560,,
2012:Q2,pct20to40,4229532,1958700,1488826,469874,2270832,528255,55081,115504,81612,33893,29795,16698,13097,257089,78172,34614,76103,788843,187516,119861,975750,974187,617292,328786,11581,16527,1563,3253782,24062322,,
2012:Q2,pct00to20,2693091,1210024,928405,281619,1483068,297913,30582,78088,58577,19511,58132,49326,8806,275066,44888,3457,43879,188204,401040,61818,686990,686052,315509,282369,58746,29428,938,2006101,24060043,,
2012:Q3,pct99to100,15325583,2750732,2201523,549209,12574851,1439627,363626,1405692,1057653,348039,361194,325934,35261,5058601,257613,51480,663638,269989,2632674,70717,818612,812938,594947,49901,19653,148437,5674,14506971,1208588,,
2012:Q3,pct80to99,37302190,9883114,8208426,1674688,27419076,3072622,840357,1792784,1169516,623268,440467,393594,46873,6538745,647421,1011271,3101109,6481067,3155272,337961,5789513,5775375,4585551,935172,33642,221010,14138,31512677,22948968,,
2012:Q3,pct60to80,13189775,4450386,3430686,1019701,8739389,1106989,196314,438084,274752,163332,84418,69359,15059,1178393,218533,440862,803799,3378621,675844,217530,3030892,3026337,2255175,702083,15796,53284,4555,10158883,24153356,,
2012:Q3,pct40to60,7352848,2800401,2091295,709106,4552447,684693,104835,238494,136783,101712,68521,58901,9620,610285,141715,172540,311752,1772243,294283,153084,1796019,1793325,1216972,540849,8780,26724,2694,5556829,24154298,,
2012:Q3,pct20to40,4266197,1969462,1498972,470490,2296735,520896,56144,122217,83654,38563,29925,18518,11408,262598,77337,37397,79275,806684,182943,121320,977156,975600,610340,338240,10578,16442,1556,3289041,24155297,,
2012:Q3,pct00to20,2673082,1208028,930614,277414,1465054,299268,30991,73485,52703,20782,60726,52885,7841,270526,42823,3594,43035,190126,389398,61081,677113,676210,302647,284207,60087,29269,903,1995969,24151322,,
2012:Q4,pct99to100,15620366,2801125,2237308,563817,12819242,1520760,390557,1384475,1062426,322050,368073,331462,36611,5116627,266233,48084,671523,246639,2734139,72132,831273,827330,599900,53867,19426,154136,3943,14789094,1213067,,
2012:Q4,pct80to99,37700102,10001489,8316156,1685333,27698613,3160792,905415,1733275,1198311,534964,454942,408333,46609,6605558,655459,1022650,3112340,6516047,3190436,341698,5760184,5747379,4571261,955035,33300,187783,12805,31939918,23036435,,
2012:Q4,pct60to80,13385414,4503763,3477546,1026216,8881652,1146255,199716,418170,281969,136201,91195,76946,14248,1190166,217011,450354,825266,3436449,685176,221895,3021684,3017413,2231212,720675,15882,49644,4271,10363730,24244583,,
2012:Q4,pct40to60,7327914,2775048,2071603,703445,4552865,710419,107571,220596,136549,84047,55882,47353,8529,615150,139201,171413,313177,1780447,283679,155331,1786462,1783684,1198274,551434,8585,25391,2777,5541452,24245760,,
2012:Q4,pct20to40,4288859,1976421,1503174,473247,2312438,522779,59123,119285,87687,31598,29271,19433,9838,260672,76463,39594,79326,824309,177068,124548,991296,989801,607854,354642,9743,17563,1495,3297563,24247951,,
