Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
1995:Q4,Bottom50,2823726,2023439,1410148,613291,800286,170313,7939,25427,21998,3429,4896,1999,2897,73149,75236,14048,135623,161171,61878,70606,1813558,1811188,1089387,636710,6789,78303,2370,1010168,49649413,
1996:Q1,TopPt1,3369735,410824,229517,181306,2958911,185441,86990,518535,311107,207428,333416,316976,16441,965339,26703,2376,23825,16031,792504,7750,36775,36111,16563,1777,1246,16524,664,3332960,100396,
1996:Q1,RemainingTop1,4803241,805820,624128,181692,3997421,335956,153460,409434,274034,135400,57940,35285,22655,1495628,63730,22975,194249,169369,1073501,21178,185796,183710,140896,11612,2114,29088,2086,4617445,894373,
1996:Q1,Next9,10678538,2709911,2191422,518490,7968627,972443,239000,388733,265663,123070,88267,45709,42558,1634842,132401,317265,544597,2505735,1074630,70713,734777,730632,582654,91731,2012,54235,4145,9943761,8965176,
1996:Q1,Next40,12208196,5219191,4156450,1062741,6989005,1210707,113650,232030,149980,82050,36997,15195,21801,767639,286911,253735,629432,2685526,621306,151071,2038729,2029880,1541136,418622,7067,63054,8849,10169467,39826140,
1996:Q1,Bottom50,2826094,2007359,1389145,618214,818735,175847,8418,24194,20564,3630,4776,1931,2845,77144,75200,14068,139377,164494,64874,70344,1823218,1820859,1097609,638466,4773,80011,2359,1002877,49792643,
1996:Q2,TopPt1,3414489,404449,231023,173426,3010040,181905,78396,542623,328005,214619,323511,308164,15347,1010275,25689,2407,25194,17239,795041,7761,40618,39972,17489,2149,1781,18554,647,3373871,101152,
1996:Q2,RemainingTop1,4879926,818499,635276,183223,4061427,331825,150450,428160,288385,139775,67543,44715,22828,1527545,61885,24446,202220,177726,1068448,21180,190147,188078,143261,12008,2784,30026,2069,4689779,896432,
1996:Q2,Next9,10868634,2740710,2210843,529867,8127923,964063,236939,408420,279323,129097,83812,42271,41542,1708143,137796,322069,546853,2547170,1101206,71452,764661,760363,601063,98515,2907,57877,4298,10103973,8992064,
1996:Q2,Next40,12423866,5301993,4227132,1074861,7121873,1220150,116761,243386,154662,88724,35184,13424,21760,810699,292775,254919,657119,2705351,633879,151651,2084872,2075932,1572710,430846,9937,62440,8940,10338994,39941421,
1996:Q2,Bottom50,2846729,2013973,1396534,617439,832756,177550,7989,24388,20366,4022,4557,1768,2789,81403,75397,14083,141614,167829,67801,70145,1835123,1832774,1097686,653062,6139,75887,2349,1011606,49937747,
1996:Q3,TopPt1,3410372,406157,236609,169548,3004215,181617,78634,543202,337281,205922,314693,300464,14229,1008086,25388,2478,26797,18482,797007,7831,44299,43671,18453,2506,2096,20616,628,3366073,101926,
1996:Q3,RemainingTop1,4908631,834538,650154,184384,4074093,331385,154602,429760,297528,132233,77235,54230,23004,1511806,61433,25861,211559,186011,1063154,21286,193781,191732,145532,12378,2890,30932,2049,4714850,898491,
1996:Q3,Next9,11023117,2784788,2244478,540310,8238329,962852,245929,420808,288441,132367,81397,40892,40505,1715610,145350,325432,553490,2587688,1127125,72649,794882,790431,620596,105088,3359,61389,4450,10228236,9018928,
1996:Q3,Next40,12601983,5363724,4272462,1091263,7238258,1237942,124551,236563,156726,79837,33935,12216,21718,833717,300422,255693,691343,2724431,646329,153331,2130404,2121375,1605870,442568,11231,61705,9030,10471578,40058290,
1996:Q3,Bottom50,2870910,2024060,1404389,619671,846850,180648,8005,23608,19861,3747,4345,1613,2732,83287,75982,14095,144546,171158,70740,70436,1846634,1844295,1098911,667307,6507,71570,2339,1024276,50084419,
1996:Q4,TopPt1,3521621,421066,243541,177525,3100555,178815,81223,550614,347512,203102,320418,307331,13087,1065668,25187,3340,30528,19833,817049,7881,47511,46902,19273,2987,1802,22841,609,3474110,102705,
1996:Q4,RemainingTop1,5019807,856146,672970,183176,4163661,328089,160613,436526,307378,129147,79410,56215,23195,1556562,61184,26232,234410,193176,1066103,21355,197983,195956,148563,12971,1973,32449,2027,4821824,900564,
1996:Q4,Next9,11335157,2850186,2311700,538486,8484971,956113,257877,434541,298195,136346,103555,64082,39474,1805167,153254,299548,613867,2618521,1168837,73690,823691,819089,635600,113234,2692,67564,4601,10511467,9045744,
1996:Q4,Next40,12818941,5378320,4272356,1105964,7440621,1248497,133720,235751,158982,76769,40053,18365,21688,881495,308373,247312,791968,2736272,662542,154637,2174593,2165474,1635008,458935,8855,62676,9120,10644348,40176471,
1996:Q4,Bottom50,2881679,2011315,1388538,622777,870365,182526,8131,23045,19330,3715,4318,1643,2675,88110,76628,13956,155534,174219,73339,70557,1862689,1860360,1100187,685752,5040,69382,2329,1018991,50232354,
1997:Q1,TopPt1,3497276,427441,247393,180047,3069835,177381,86914,496256,319746,176510,305847,293947,11900,1074597,24466,3311,31581,21114,840420,7948,50955,50377,20132,2608,2570,25067,578,3446321,103477,
1997:Q1,RemainingTop1,5034800,872741,689497,183245,4162059,326398,168935,399769,290833,108935,92852,69488,23364,1552638,59956,27745,239832,201694,1070782,21457,201395,199437,150545,12356,2701,33835,1958,4833406,902663,
1997:Q1,Next9,11484322,2898592,2354947,543645,8585729,952512,273472,418881,284699,134182,95763,57416,38347,1827388,159717,306646,602953,2660227,1213298,74872,843284,838567,650145,111316,3927,73179,4717,10641038,9072489,
1997:Q1,Next40,12935644,5417206,4293690,1123516,7518438,1262504,144522,202314,149650,52664,37006,15381,21625,908549,315165,249300,807258,2756057,679484,156279,2191173,2181984,1659372,446687,12667,63258,9189,10744471,40295690,
1997:Q1,Bottom50,2884360,2004652,1378061,626591,879708,184976,8397,20701,17936,2765,4023,1411,2612,90488,77010,13989,155792,177626,75881,70824,1850037,1847727,1093255,681208,6587,66676,2310,1034324,50381247,
1997:Q2,TopPt1,3703263,421614,250551,171063,3281650,176895,77958,496048,314441,181607,299510,288789,10721,1284205,24390,2716,35385,22339,854185,8018,54801,54254,21027,2818,3021,27388,547,3648463,104228,
1997:Q2,RemainingTop1,5287509,886896,702217,184679,4400612,325859,166508,401556,289752,111804,101449,77827,23623,1748403,59987,30032,262603,211287,1071360,21568,205979,204088,153063,12560,2883,35581,1892,5081529,904802,
1997:Q2,Next9,12011439,2932370,2378443,553927,9079069,951195,272714,424216,284724,139491,105376,67951,37425,2124287,168133,334755,662428,2710506,1249368,76091,873061,868226,667063,116221,4590,80352,4835,11138378,9099140,
1997:Q2,Next40,13314536,5498245,4365039,1133206,7816291,1278955,148903,204193,147243,56950,39152,17490,21662,1020164,323567,257933,908831,2782086,694497,158009,2232474,2223214,1689735,454059,14573,64848,9260,11082062,40415669,
1997:Q2,Bottom50,2934977,2023009,1398920,624090,911968,187825,7961,20144,17103,3041,3857,1293,2565,102838,77742,14135,166426,181306,78605,71128,1860709,1858417,1093700,692380,7104,65234,2292,1074268,50530793,
1997:Q3,TopPt1,3835683,418975,255667,163308,3416708,177513,79536,495908,306681,189227,286813,277297,9516,1405928,24247,2329,38700,23605,873986,8143,57472,56956,22121,3058,1942,29836,515,3778211,104944,
1997:Q3,RemainingTop1,5463469,899759,713358,186401,4563710,326676,171968,403306,286821,116485,114527,90609,23918,1855849,59916,32038,282067,220551,1075032,21779,209599,207772,155717,12857,1312,37886,1826,5253871,906992,
1997:Q3,Next9,12409023,2971916,2405140,566775,9437108,952586,284123,428544,283015,145529,106378,69823,36554,2299873,176433,354899,708135,2757600,1290793,77744,911230,906275,692058,121608,2677,89933,4956,11497793,9125671,
1997:Q3,Next40,13628075,5562889,4414354,1148536,8065186,1298429,158356,207477,144099,63378,38595,16862,21733,1094589,331890,264001,994548,2805650,710870,160782,2282316,2272984,1733554,463000,8405,68025,9332,11345759,40536132,
1997:Q3,Bottom50,2988661,2049774,1424800,624974,938887,191169,8023,19654,16243,3411,3607,1085,2522,110797,78449,14234,174928,184909,81222,71895,1883400,1881126,1105830,705283,4204,65809,2274,1105261,50680687,
1997:Q4,TopPt1,3928560,435336,260411,174925,3493224,180214,81654,505602,324875,180728,277765,269519,8246,1437340,23006,2592,39723,24970,912245,8113,62450,61966,23154,3577,3172,32063,484,3866109,105612,
1997:Q4,RemainingTop1,5562627,926273,741552,184721,4636354,329988,177868,413018,303237,109781,123943,99775,24168,1875331,57806,33174,287125,228707,1087663,21730,212478,210714,156285,13218,2211,39000,1764,5350150,909247,
1997:Q4,Next9,12675269,3053331,2490419,562912,9621938,958979,296286,445624,298774,146849,120461,84951,35510,2353061,181675,351334,693057,2794885,1348312,78264,944524,939446,711282,129239,4556,94369,5078,11730745,9152060,
1997:Q4,Next40,13798591,5605376,4439774,1165602,8193215,1323858,168261,205215,149193,56021,41842,20103,21739,1131771,337732,262763,1007878,2821816,731252,160827,2329156,2319750,1760100,477787,14094,67769,9406,11469435,40656804,
1997:Q4,Bottom50,2978946,2027933,1398132,629801,951013,195493,8104,19080,15909,3171,3411,945,2466,114340,78600,14221,174567,188241,83516,71440,1886460,1884204,1095537,720343,6359,61964,2256,1092486,50830624,
1998:Q1,TopPt1,4175232,435046,265083,169963,3740186,176201,92897,500280,305593,194687,267877,260946,6931,1683632,22236,2043,43825,26084,916972,8140,65904,65463,24249,3231,3588,34396,441,4109328,106220,
1998:Q1,RemainingTop1,5859248,945651,759772,185879,4913597,325818,190139,410929,291903,119026,132225,107812,24413,2103679,56634,35416,311392,240287,1085290,21791,214315,212661,157208,12569,2259,40625,1654,5644932,911580,
1998:Q1,Next9,13304276,3113017,2540317,572700,10191258,950417,318229,444312,289378,154934,140488,106092,34396,2697048,188378,377217,758133,2860435,1377348,79254,972522,967356,733910,127329,5126,100991,5165,12331754,9178283,
1998:Q1,Next40,14224296,5697597,4516961,1180636,8526699,1330198,182129,210402,142630,67772,46751,25024,21727,1257828,344780,270611,1118387,2858828,744785,161999,2353503,2344045,1793540,465886,15671,68948,9458,11870792,40777409,
1998:Q1,Bottom50,3033374,2048420,1417536,630883,984954,196640,8597,18669,14892,3777,3220,814,2405,128405,79011,14348,185751,192417,86412,71485,1876419,1874189,1092538,715028,6684,59939,2230,1156955,50980299,
1998:Q2,TopPt1,4256272,441381,272734,168648,3814890,172483,89730,537620,321916,215704,251787,246212,5575,1718743,21350,1740,44994,28575,939764,8105,69517,69089,25208,3672,3453,36757,428,4186754,106753,
1998:Q2,RemainingTop1,5991569,974161,787575,186586,5017408,322151,192470,440988,307620,133368,145160,120494,24666,2128681,55288,37329,317534,264175,1091874,21758,219420,217747,160376,13163,1794,42415,1673,5772150,914003,
1998:Q2,Next9,13611256,3198184,2617572,580612,10413072,942768,325072,469466,304545,164921,152977,119729,33248,2757110,194853,394023,745791,2928776,1422406,79830,1009150,1003797,755592,135114,4787,108303,5353,12602106,9204317,
1998:Q2,Next40,14500082,5830230,4632224,1198007,8669852,1337283,190221,233310,147254,86056,49220,27508,21712,1297622,351652,275642,1136844,2873556,762331,162171,2410761,2401190,1834257,481877,14482,70574,9571,12089321,40897670,
1998:Q2,Bottom50,3057287,2061797,1427941,633856,995491,197909,8428,19149,14475,4673,2938,596,2342,132233,79375,14431,185787,195166,88995,71080,1904896,1902670,1104269,733918,6014,58469,2226,1152391,51129405,
1998:Q3,TopPt1,4028360,427913,283019,144894,3600448,169590,104110,563624,355598,208026,239733,235540,4193,1471856,19365,2232,43199,31151,947442,8145,73354,73013,26206,3985,3910,38912,340,3955007,107199,14877772
1998:Q3,RemainingTop1,5804160,984786,793275,191511,4819375,319616,206805,464049,336561,127488,149798,124830,24968,1883201,51932,38155,305666,286228,1092057,21868,222882,221492,162996,13539,1843,43115,1390,5581278,916530,3747501
1998:Q3,Next9,13400151,3235015,2625389,609626,10165135,937308,350210,498428,331553,166875,187546,155382,32163,2438216,198311,382244,653410,2983222,1455221,81020,1041409,1036103,778507,141282,5415,110899,5306,12358742,9230137,731157
1998:Q3,Next40,14537192,5961984,4745418,1216566,8575208,1346759,205489,235800,156652,79147,58294,36554,21740,1219813,356074,271997,1061626,2878588,776953,163816,2462801,2453258,1874794,493247,16218,68998,9544,12074390,41017312,95831
1998:Q3,Bottom50,3137343,2156288,1522156,634132,981055,199572,9047,18532,14080,4451,2781,496,2285,122213,79190,14388,174630,197524,91848,71331,1923692,1921522,1113652,748665,6373,52832,2170,1213651,51277640,
1998:Q4,TopPt1,4351274,458625,299484,159141,3892650,186160,120112,527074,345599,181475,241115,236007,5108,1762137,22073,1492,46765,31301,946194,8227,70258,70024,25595,3903,4334,36193,234,4281016,107549,
1998:Q4,RemainingTop1,6264693,1041804,837253,204551,5222888,332489,222929,448712,338365,110347,158090,133000,25089,2195007,57206,39586,332168,302472,1111828,22403,233202,232236,170253,14247,2644,45093,966,6031491,919171,
1998:Q4,Next9,14249959,3355570,2759277,596293,10894389,975236,366308,486280,329322,156958,175766,142653,33113,2925315,204773,409496,789239,3026810,1453749,81418,1058303,1053387,791999,141192,6709,113487,4916,13191656,9255757,
1998:Q4,Next40,15026181,6016873,4787798,1229075,9009307,1380969,214123,217704,155945,61759,55183,33735,21447,1393452,368804,285714,1199215,2943140,787380,163621,2536253,2526857,1923675,513504,18301,71377,9396,12489927,41136232,
1998:Q4,Bottom50,3175121,2153700,1508996,644703,1021421,207071,10123,17394,13710,3684,2561,396,2165,137270,81871,14565,192714,197510,89319,71024,1965669,1963565,1137068,768426,7340,50731,2104,1209452,51424912,
1999:Q1,TopPt1,4279435,458263,308451,149811,3821172,186448,135414,507216,312756,194460,242667,236649,6018,1722615,22695,1414,46796,31554,916059,8294,65872,65523,24830,3242,3972,33478,349,4213563,107811,
1999:Q1,RemainingTop1,6332262,1076766,855279,221487,5255496,326959,238888,441426,320672,120754,165375,140116,25259,2188905,58617,40105,337046,317179,1118070,22926,243496,242050,177764,14263,2725,47298,1445,6088766,921928,
1999:Q1,Next9,14381522,3408095,2806088,602007,10973427,975920,382583,471263,310126,161137,166021,131869,34152,2964586,205344,412950,828514,3056302,1428194,81749,1065010,1059777,801510,134629,6628,117009,5233,13316512,9281333,
1999:Q1,Next40,15230175,6089778,4851561,1238217,9140397,1367802,222952,224452,147830,76622,52672,31460,21211,1427388,376773,292219,1224037,2997263,791579,163261,2583659,2573987,1967094,515993,16512,74388,9671,12646516,41255020,
1999:Q1,Bottom50,3242181,2217706,1567957,649748,1024475,206737,11170,17516,13140,4376,2365,309,2055,136133,83497,14637,197410,197064,87305,70642,1989368,1987174,1156439,774271,7032,49432,2195,1252813,51571997,
1999:Q2,TopPt1,4405516,474081,319106,154976,3931435,184908,126810,470730,288827,181903,244932,238048,6885,1852698,24145,1012,47681,31740,938400,8378,62461,62108,24084,2942,4014,31068,353,4343055,107998,
1999:Q2,RemainingTop1,6582995,1127881,891577,236303,5455114,319529,238119,421314,307951,113362,171033,145663,25370,2349540,61620,41067,347365,332596,1149438,23493,256403,254925,185835,14807,3239,51044,1478,6326592,924800,
1999:Q2,Next9,14847132,3507777,2908771,599006,11339355,972690,373620,451254,295702,155552,159375,124365,35011,3236097,208316,427826,888189,3091097,1448640,82249,1085921,1080721,813910,132333,7335,127144,5199,13761211,9307061,
1999:Q2,Next40,15582617,6223036,4969216,1253821,9359581,1349668,221761,212191,141599,70592,51042,30134,20908,1534831,386746,302229,1274984,3055537,807287,163305,2656537,2646800,2017180,531013,16748,81859,9738,12926080,41374442,
1999:Q2,Bottom50,3272112,2235554,1574814,660739,1036559,205580,11116,16703,12594,4109,2183,247,1936,143577,85565,14756,205296,196773,84568,70440,2036741,2034533,1182682,790486,7419,53946,2208,1235371,51719884,
1999:Q3,TopPt1,4297747,475101,330534,144568,3822646,190613,134150,449350,275040,174310,253090,245335,7755,1689741,23658,1541,45427,32041,994432,8604,58457,58102,23586,2831,3372,28314,354,4239290,108124,
1999:Q3,RemainingTop1,6551892,1170038,916090,253948,5381854,320462,248658,412099,302701,109398,169888,144337,25550,2222390,61024,40771,338070,346423,1197749,24320,266039,264544,192912,15518,2898,53215,1496,6285853,927787,
1999:Q3,Next9,14837097,3582948,2971746,611203,11254149,986508,382197,439873,288241,151632,169187,133171,36016,3099610,205808,409732,866457,3111181,1499736,83860,1108915,1103761,834954,131852,6529,130426,5154,13728182,9333134,
1999:Q3,Next40,15744342,6368638,5097817,1270821,9375704,1352988,227542,206830,138368,68462,54399,33715,20684,1511166,392298,302161,1228240,3102972,831095,166014,2736835,2727038,2077109,551585,13634,84709,9797,13007507,41495260,
1999:Q3,Bottom50,3333139,2307146,1636983,670163,1025992,208001,11794,16189,12173,4016,2129,300,1829,136318,86654,14743,201173,196027,81537,71429,2083968,2081750,1212699,810109,6527,52415,2218,1249171,51869564,
1999:Q4,TopPt1,4703988,499005,349845,149161,4204983,203247,159788,387903,286434,101469,268649,260056,8592,2065348,28905,118,48148,32038,1000432,10408,56037,55614,23251,2902,3142,26318,423,4647951,108200,
1999:Q4,RemainingTop1,7084484,1219958,951344,268614,5864526,329346,272813,381772,320365,61407,161427,135726,25701,2630469,71264,43118,360206,364121,1222107,27884,276319,274528,196816,16101,3017,58593,1791,6808165,930888,
1999:Q4,Next9,15847731,3674055,3066258,607797,12173676,1016631,411735,408941,301200,107741,197673,160753,36920,3718416,219740,460616,970410,3164263,1507934,97318,1148182,1142857,856762,132088,6557,147450,5325,14699549,9359747,
1999:Q4,Next40,16319701,6450735,5165531,1285205,9868966,1376643,241940,168780,144276,24504,63365,42938,20427,1731920,411321,323269,1335437,3175312,843782,197198,2819969,2809983,2125937,574671,12565,96810,9986,13499733,41618241,
1999:Q4,Bottom50,3425703,2343344,1663028,680317,1082359,213837,13337,14006,12161,1845,2200,483,1717,156508,90725,14999,216044,196288,79271,85143,2120942,2118666,1221497,827859,6366,62943,2277,1304761,52022027,
2000:Q1,TopPt1,4751730,506388,360144,146244,4245341,211276,175799,337658,256503,81155,272832,263537,9295,2151988,30101,0,48786,32186,974125,10590,53112,52761,22905,2415,3170,24270,351,4698618,108241,
2000:Q1,RemainingTop1,7295136,1279004,993883,285121,6016132,333104,290296,347319,298227,49092,164771,139184,25586,2754281,73927,44166,369330,379863,1230405,28670,284128,282616,199697,15866,3482,63571,1512,7011008,934104,
2000:Q1,Next9,16265888,3790978,3174622,616356,12474910,1036403,431226,369903,279372,90530,196550,159427,37123,3934420,222157,477806,1020385,3199488,1487871,98701,1176841,1171793,876322,125655,7203,162614,5048,15089046,9387093,
2000:Q1,Next40,16773703,6680567,5373816,1306751,10093137,1387113,252347,151934,134522,17411,63219,43341,19878,1823019,421008,334004,1377860,3234482,848812,199338,2876923,2867013,2167181,579467,12714,107651,9910,13896781,41744147,
2000:Q1,Bottom50,3480723,2381580,1688133,693447,1099143,217495,14439,12923,11496,1428,2024,463,1561,162166,92728,15115,222946,196001,77429,85875,2131210,2128974,1220109,830362,6725,71778,2236,1349513,52178263,
2000:Q2,TopPt1,4619314,525895,379514,146381,4093419,213545,164635,325943,237885,88059,269306,259336,9970,1975151,29626,0,47172,32435,1024778,10828,49075,48711,22459,2440,2766,21046,365,4570239,108259,
2000:Q2,RemainingTop1,7278156,1347098,1046087,301012,5931058,330426,287563,339726,285336,54390,175147,149676,25471,2614748,73457,44377,364033,394359,1277659,29565,291316,289730,205878,16685,3282,63885,1585,6986840,937432,
2000:Q2,Next9,16273400,3932498,3310418,622080,12340902,1043161,420166,361025,265879,95147,177154,139850,37304,3774712,219815,471865,1012234,3222961,1537267,100543,1194701,1189655,899008,126082,6694,157870,5046,15078699,9415367,
2000:Q2,Next40,17013751,6906122,5577865,1328256,10107629,1381192,250136,151629,128416,23212,57512,38175,19337,1792066,426872,337939,1350019,3285093,872602,202571,2956838,2946839,2226077,604819,10838,105106,9998,14056913,41873743,
2000:Q2,Bottom50,3521581,2432674,1725695,706979,1088907,218419,14245,12692,10971,1721,1724,317,1408,154448,93884,15166,221043,195350,74843,87093,2168025,2165768,1244674,851745,6147,63202,2257,1353557,52339261,
2000:Q3,TopPt1,4611180,523089,390290,132799,4088091,216002,175479,313175,223678,89497,275711,265092,10619,1905092,30112,0,46613,32627,1082202,11078,45686,45339,22047,2735,2171,18385,347,4565494,108266,
2000:Q3,RemainingTop1,7372292,1400067,1081164,318903,5972225,328003,301446,331920,275803,56117,175990,150637,25352,2580039,74827,45166,365419,409704,1329219,30492,300282,298752,211785,17821,2715,66431,1530,7072010,940873,
2000:Q3,Next9,16487164,4025025,3388286,636739,12462139,1050556,434467,350964,255550,95414,182368,144907,37461,3762185,220265,481680,1030019,3253129,1594003,102502,1225049,1220106,922767,129208,5539,162591,4943,15262115,9444763,
2000:Q3,Next40,17365705,7132695,5788264,1344431,10233010,1375979,258447,149968,123699,26269,59247,40447,18801,1807455,435087,346575,1354481,3340958,898739,206073,3051461,3041434,2285574,638741,8193,108926,10027,14314244,42007794,
2000:Q3,Bottom50,3598914,2508642,1793339,715303,1090271,219472,15107,12380,10516,1864,1598,341,1257,152077,95560,15262,223144,194905,72336,88431,2217018,2214763,1268273,878568,5053,62869,2255,1381895,52506013,
2000:Q4,TopPt1,4391758,544901,403286,141615,3846857,229937,197177,342133,241107,101026,293877,282629,11248,1568049,29483,191,43666,32943,1098244,11157,41850,41433,21291,3095,2483,14564,417,4349908,108276,
2000:Q4,RemainingTop1,7212443,1470545,1137466,333079,5741897,338573,323923,364723,300128,64595,166936,141693,25243,2263270,74078,44861,351011,423598,1359796,31126,308671,306836,219384,19204,3606,64642,1835,6903771,944426,
2000:Q4,Next9,16299752,4164169,3530802,633366,12135583,1084730,461810,378644,274906,103737,215025,177400,37625,3343533,217508,461810,985814,3269660,1613865,103186,1231425,1226305,937275,133457,6962,148610,5120,15068327,9475475,
2000:Q4,Next40,17516211,7343365,5978916,1364449,10172846,1403891,272301,167289,132659,34629,69291,51008,18283,1681096,440757,346289,1283702,3386926,914811,206493,3133136,3122911,2336782,676396,9550,100184,10225,14383075,42147063,
2000:Q4,Bottom50,3585694,2512872,1783626,729246,1072822,226126,16507,13075,10779,2296,1663,553,1110,135159,96671,15271,215614,194034,70310,88390,2254002,2251685,1290495,909115,6066,46009,2316,1331693,52679509,
2001:Q1,TopPt1,4186220,568730,425419,143311,3617490,255962,231349,321534,192629,128905,290421,278413,12008,1305496,30310,646,39101,33151,1098174,11347,35887,35549,20501,2466,1482,11100,338,4150333,108303,
2001:Q1,RemainingTop1,7107477,1566544,1218274,348270,5540933,362764,356374,335021,250548,84473,177061,151613,25447,2010614,76119,44714,325305,439093,1381908,31961,314060,312537,226710,19325,2155,64346,1523,6793417,948091,
2001:Q1,Next9,16170629,4369025,3734916,634110,11801604,1146820,504170,353273,230024,123249,197456,158897,38559,3011782,218986,446769,898780,3299634,1619210,104723,1226952,1222133,950130,126900,4279,140823,4819,14943677,9507697,
2001:Q1,Next40,17836011,7734916,6353931,1380985,10101095,1466028,292549,165464,111852,53612,64182,46082,18100,1575600,449971,347283,1161043,3443219,926806,208950,3178763,3168624,2384262,683446,5303,95613,10139,14657248,42292315,
2001:Q1,Bottom50,3604304,2545267,1805195,740072,1059036,238612,18534,12747,9477,3270,1428,415,1012,121379,98567,15287,201164,193582,68479,89258,2266104,2263832,1308021,917587,3784,34440,2271,1338200,52860737,
2001:Q2,TopPt1,4318887,574605,437083,137522,3744282,262034,226747,299115,168775,130339,293688,280942,12746,1420291,32880,388,39922,29992,1127394,11831,31334,31025,19699,2010,918,8399,309,4287552,108358,
2001:Q2,RemainingTop1,7351165,1627909,1263468,364441,5723256,364390,358892,312376,226089,86287,181292,155664,25628,2165976,81520,45553,335213,425061,1419668,33318,327650,326231,237840,20143,1398,66849,1419,7023515,951867,
2001:Q2,Next9,16688527,4470160,3832124,638035,12218367,1163160,501555,331021,207110,123911,195729,156307,39422,3267505,225564,457158,948305,3367959,1651910,108501,1248037,1243357,971403,123921,2782,145251,4679,15440490,9541623,
2001:Q2,Next40,18317098,7938563,6546409,1392153,10378536,1471294,293920,157644,101057,56586,63851,45957,17894,1683133,463445,356332,1206118,3519374,946650,216773,3272431,3262281,2459740,700162,3132,99247,10150,15044667,42444314,
2001:Q2,Bottom50,3674252,2592923,1846279,746644,1081329,241510,18660,12061,8647,3414,1298,386,912,128982,101405,15400,208323,194685,66482,92523,2337808,2335545,1361335,938013,2450,33747,2263,1336444,53050690,
2001:Q3,TopPt1,4054513,572942,447072,125870,3481572,271452,241468,327502,202670,124832,324348,310865,13483,1069357,30628,746,35246,26954,1141454,12419,30357,29981,19757,1805,1419,7001,376,4024156,108454,14333840
2001:Q3,RemainingTop1,7070467,1684485,1302789,381696,5385983,369692,376561,354145,270953,83192,164293,138473,25821,1797261,77626,45538,307504,409214,1449282,34865,340663,338948,241989,20566,2525,73868,1715,6729804,955753,4323486
2001:Q3,Next9,16365409,4551644,3903909,647735,11813765,1187238,521780,364760,244937,119823,255380,215076,40304,2759560,218078,445592,854884,3422698,1670711,113084,1309539,1304689,1009784,120863,4751,169290,4850,15055870,9577447,875692
2001:Q3,Next40,18369644,8145421,6741807,1403613,10224223,1485906,304958,173748,118856,54893,82143,64441,17702,1501716,465517,358423,1076975,3585736,962591,226510,3386319,3375970,2535712,719236,4982,116039,10349,14983325,42603825,107216
2001:Q3,Bottom50,3715728,2660167,1907721,752446,1055561,246017,19743,12880,9561,3319,1588,775,813,108990,101718,15432,192531,195358,64663,96641,2398999,2396675,1390310,951881,3989,50496,2323,1316729,53250356,
2001:Q4,TopPt1,4242592,599673,455614,144059,3642919,277122,252712,302696,180779,121918,304296,290576,13720,1294285,33638,891,37140,27432,1100154,12554,29342,28983,19583,2703,351,6346,359,4213250,108602,
2001:Q4,RemainingTop1,7418092,1735698,1363275,372424,5682394,399443,381769,322199,237677,84522,181070,155116,25954,2050515,90079,44475,318755,396712,1461308,36068,359210,357468,259798,22601,631,74438,1742,7058882,959747,
2001:Q4,Next9,16966940,4657511,3997949,659562,12309429,1214239,552319,338765,219135,119629,224942,184847,40095,3096479,233681,459530,916779,3520799,1636750,115147,1277312,1272380,991413,133161,929,146877,4932,15689628,9615284,
2001:Q4,Next40,18843706,8341226,6915852,1425374,10502481,1506871,330559,164977,107841,57137,73120,54350,18770,1625865,465025,363713,1141204,3626314,975239,229593,3463594,3453441,2607220,746594,981,98646,10153,15380112,42771299,
2001:Q4,Bottom50,3755867,2680643,1917762,762881,1075223,244604,20918,12354,8924,3429,1496,626,869,118233,101894,15819,198223,197204,66815,97664,2456099,2453822,1433771,986769,794,32488,2278,1299767,53460318,
2002:Q1,TopPt1,4258948,629680,466702,162978,3629268,284703,234977,288322,175538,112784,293918,279909,14009,1316560,36180,1620,38688,28094,1093516,12691,31868,31482,21446,2911,107,7017,386,4227080,108799,
2002:Q1,RemainingTop1,7536698,1790179,1427651,362529,5746519,431112,364031,306328,225274,81054,190801,164623,26178,2070943,101687,42586,327579,381831,1492344,37277,367896,365947,263608,22432,206,79700,1950,7168802,963837,
2002:Q1,Next9,17235066,4785109,4120229,664879,12449957,1245776,547606,325611,210980,114631,216654,176544,40111,3091892,247999,452621,969701,3599812,1635078,117208,1302071,1296916,1019512,132936,242,144225,5156,15932994,9654924,
2002:Q1,Next40,19150164,8524874,7085787,1439086,10625291,1533514,340621,159873,104934,54939,70799,50858,19941,1617605,463410,362353,1194380,3652586,997506,232644,3544747,3534706,2698512,741484,264,94447,10041,15605418,42945938,
2002:Q1,Bottom50,3775932,2696273,1927452,768821,1079659,244201,20610,12045,8735,3309,1569,631,938,114962,101824,16131,202441,198455,68752,98670,2464072,2461808,1445732,983753,203,32120,2264,1311860,53679531,
