1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q4,86195,320,371,4208,28236,10725,11536,30652,1328,-44,-4,3912,2172,-1396,-7064,-1688,-208,496,2643,0,22757,2588,14531,5360,-68,320,-42896,164,708,0,0,836,3881,26784,10725,0,0,0,-1808,0,2540,-1160,-40,292,0,0,63438
1972:Q1,69446,480,8954,3680,23412,11176,-8604,5776,9772,-28,-40,4424,1976,664,9916,-1864,1128,-3796,2420,0,109167,2744,19412,5452,100,-2862,39276,2168,-700,0,0,932,7049,26024,11176,0,0,0,240,0,-1744,-1736,956,680,0,0,-39721
1972:Q2,46276,580,-7578,1140,31456,10668,1576,-1276,4264,-32,-280,4868,3952,136,5248,-2072,1684,788,-8846,0,81616,2812,17336,6368,8,368,956,240,-572,0,0,976,4640,31032,10668,0,0,0,1652,0,3248,-2068,960,2992,0,0,-35340
1972:Q3,45629,592,-1691,2012,24012,10092,9264,880,-852,-24,368,5048,2564,1336,2624,-2296,1656,16,-9972,0,85419,2932,20503,6388,-180,-44,13712,136,296,0,0,976,3332,25192,10092,0,0,0,-328,0,-2968,-968,956,5392,0,0,-39790
1972:Q4,74043,508,695,3904,27468,9448,-2228,32308,2252,-24,-44,4888,1612,-516,-3996,-2120,1796,-748,-1160,0,94464,3124,63957,6316,-336,428,-35168,3252,1016,0,0,924,7739,26156,9448,0,0,0,-2840,0,6964,-2496,956,5024,0,0,-20421
1973:Q1,68355,444,4707,3872,28472,9592,-7152,5140,-388,-8,124,4784,2780,2868,7460,676,1380,2276,-2672,4000,179325,2996,67264,8492,8,-492,41216,-36,472,0,0,888,6405,27540,9592,0,0,0,1256,0,-2852,-1304,956,16924,0,0,-110970
1973:Q2,63386,392,-7886,532,32420,11012,640,8612,848,-12,-136,4772,3064,-1448,4780,68,1088,756,3884,0,82694,3056,7482,3232,28,744,616,120,-200,0,0,852,10320,32204,11012,0,0,0,1848,0,4348,-2976,956,9052,0,0,-19308
1973:Q3,75028,372,1196,2508,24156,12519,10048,6216,-12,-56,476,4784,1516,2728,1664,-2784,400,5176,4121,0,75224,3060,2323,3012,80,-560,384,824,144,0,0,844,8046,27480,12519,0,0,0,2020,0,-4956,-3860,956,22908,0,0,-196
1973:Q4,91735,392,-578,6236,29404,14107,1472,10456,1464,-52,48,4736,2012,1496,2284,-76,1324,96,16914,0,71902,3032,36597,2232,-228,1484,-29528,-548,-104,0,0,852,12094,28680,14107,0,0,0,-1176,0,9312,-2068,956,-3792,0,0,19833
1974:Q1,87416,616,18649,4308,29196,14668,-12080,10768,-1612,-4,412,4632,1780,-1392,9216,2352,784,-1132,6255,0,70677,2932,-23269,1516,-240,-1354,27060,-264,224,0,0,1164,14140,29364,14668,36,0,0,-1004,0,-564,-1440,952,6756,0,0,16739
1974:Q2,50310,740,6417,3432,25592,13408,3284,-23048,484,-8,160,4716,3336,-756,-2772,7272,1636,-2172,8589,0,44520,2868,-7623,852,104,602,-13980,-84,-188,0,0,1308,15469,29240,13408,-28,0,0,-948,0,1328,484,956,752,0,0,5790
1974:Q3,88081,772,17115,6412,24168,14599,7052,2900,-1280,4,692,4692,2256,-648,-3020,2504,3636,-11080,17307,0,95762,2876,63347,508,128,-52,-4532,-584,-568,0,0,1400,10512,26712,14599,0,0,0,1008,0,-8648,1312,952,-13208,0,0,-7681
1974:Q4,7495,712,2699,8160,37476,15095,928,-38660,-128,8,316,4572,3476,-1248,-19820,632,44,2072,-8839,0,-37632,2936,-55364,472,-208,8470,-45976,-1536,-332,0,0,1436,9455,30804,15095,0,0,0,-6320,0,-1004,348,952,3140,0,0,45127
1975:Q1,82457,688,29903,3124,28376,15295,-13136,10608,5276,-20,140,5688,2184,428,9112,-36,-2788,-944,-11441,0,59425,3448,-41497,680,-60,-412,47900,504,664,0,0,1568,179,30012,15295,-8,0,0,-452,0,-4952,4904,352,1300,0,0,23032
1975:Q2,61041,692,38215,4,27004,14687,5644,-7728,648,-28,-156,5672,3708,3628,-13320,-728,-1916,5344,-20329,0,29723,3456,-12913,320,-60,-228,-16596,2168,724,0,0,1780,4141,26032,14687,200,0,0,3564,0,-8996,4124,408,6912,0,0,31318
1975:Q3,103379,660,12070,1580,22376,17748,824,33216,1468,72,200,6344,2900,-940,18984,-368,492,4128,-18375,0,101691,3996,-7184,616,-8,-714,49372,-1872,456,0,0,1696,3757,23920,17748,64,0,0,3628,0,-5996,4664,-160,7708,0,0,1688
1975:Q4,75530,592,11193,7412,32564,14808,5824,6104,-580,68,-76,7712,4112,1232,-4732,-368,-936,-1308,-8091,0,-11467,4976,-44386,1600,-160,1578,-42576,276,488,0,0,1328,2405,33004,14808,-60,0,0,-2888,0,3476,3444,944,7476,0,2800,86997
1976:Q1,166054,632,63881,-1164,34392,16606,-14308,23204,708,248,292,9108,3008,-440,8976,788,10576,4108,5439,0,144769,5320,23924,3184,-164,-326,54820,-700,-580,0,0,1432,2881,32668,16606,164,0,0,-1092,0,-2248,1136,11748,-4004,0,0,21285
1976:Q2,99545,572,33576,496,25444,9574,6992,676,-2628,208,56,10620,5104,-1244,6344,32,752,4876,-1905,0,101043,5940,62556,4448,412,-292,-13392,-1252,-488,0,0,1308,2789,23492,9574,0,0,0,420,0,2720,1104,-1932,3636,0,0,-1498
1976:Q3,130722,604,59541,1832,21844,16536,-1708,17648,100,8,224,11220,3680,1660,5328,-296,-968,1656,-8187,0,129896,6172,47701,5008,204,1360,8016,784,444,0,0,1312,22731,22812,16536,212,0,0,1032,0,-8976,1152,320,2676,0,400,826
1976:Q4,63396,716,11710,3820,40508,20432,9256,-31424,-204,4,-72,11060,3492,1164,-5104,456,1040,2920,-6378,0,-14880,6044,-58189,4876,-96,1178,-60556,-704,244,0,0,1428,24811,36664,20432,-484,0,0,-2252,0,5784,1168,1604,3168,0,0,78276
1977:Q1,169473,828,36462,1156,33500,21513,-18320,25424,1484,88,1360,11988,4232,1180,11776,152,1888,3196,31566,0,200547,6928,40286,5312,16,-246,62420,-932,128,0,0,2244,24042,35448,21513,460,0,0,-540,0,-3332,448,1736,4616,0,0,-31074
1977:Q2,124449,944,5422,-3836,44528,13261,10608,20412,-2712,72,548,12548,4428,1184,-2420,-476,6488,540,12910,0,107769,7552,9632,5824,-276,-278,13080,-200,-116,0,0,2288,1574,43740,13261,40,0,0,3784,0,4208,260,1324,1672,0,400,16680
1977:Q3,110219,968,59004,828,-6116,15226,-7524,16232,1704,-200,680,13020,4608,-1172,10240,116,-1508,60,4053,0,93036,7672,45635,6032,-280,-344,7496,-328,20,0,0,2272,18375,-3160,15226,348,0,0,572,0,-5296,440,-3292,1648,0,0,17183
1977:Q4,125804,896,58205,1640,42372,13618,15924,-25600,1944,-280,304,13408,5000,228,-11788,4,-7140,4716,12353,0,28853,7296,28876,5912,-76,-868,-65892,-916,16,0,0,2160,-1025,41276,13618,-356,0,0,76,0,6916,580,-8540,-200,0,0,96951
1978:Q1,199271,1000,70823,6124,39600,15636,-19860,47268,1752,-8,768,13648,4628,-1020,9720,-40,5492,-40,3780,0,276208,7136,111481,5812,-12,-666,61520,2060,1116,252,0,1816,19133,40220,15636,760,0,0,1864,0,-3104,116,7172,3896,0,0,-76937
1978:Q2,165598,1024,19710,2388,43640,11288,12936,31392,3700,-8,552,14260,4616,1712,620,-348,4104,-7812,21824,0,63150,6928,-28735,5856,196,518,17056,1108,1592,2680,0,1904,-6161,46296,11288,-248,0,0,2068,0,5920,160,-500,-2088,0,-2688,102448
1978:Q3,164587,1076,76840,708,6976,15432,-9888,24096,5460,-64,-312,14528,4708,2364,20792,-128,3796,-1904,107,0,134049,6960,42233,5892,300,274,36328,2224,848,1660,0,1984,12022,6744,15432,-24,0,0,1488,0,-4736,172,3544,696,0,8,30538
1978:Q4,312191,1160,110089,3740,49340,12312,20996,47520,-884,-68,-204,14696,4948,1984,11516,264,100,-2372,37054,0,97783,7208,52724,5916,92,2376,-64248,-852,660,2588,0,2272,15683,46940,12312,3772,0,0,-3636,0,11352,144,-2552,5016,0,16,214408
1979:Q1,259095,1264,114736,7956,41192,24586,-19184,43760,5020,-28,1072,15080,5124,-120,6416,-112,-4816,-128,17277,0,215969,7524,74189,5956,240,-1230,55760,80,1560,552,0,2564,5136,42380,24586,-2916,0,0,992,0,-3148,72,-3108,4776,0,4,43126
1979:Q2,185077,1380,31079,1640,53500,15198,11384,38728,-7832,-28,632,15236,5412,1572,18324,-388,5876,-12416,5780,0,149868,7680,21298,6040,152,2672,26540,-192,1448,2008,0,2860,-2088,43056,15198,516,0,0,996,0,11116,64,6140,4296,0,68,35209
1979:Q3,216990,1400,116219,3224,7184,23871,-10064,920,368,-32,-712,15412,5288,-1784,31504,456,6392,892,16452,0,108280,7812,102344,6044,172,3558,-41176,420,1020,1852,0,2912,-11809,11876,23871,632,0,0,1056,0,-1244,64,-4608,1556,0,1928,108710
1979:Q4,188620,1328,120457,14928,36672,22287,21824,-48200,-1824,-32,-412,15812,4404,4676,-14720,-492,3948,7900,64,0,23910,7924,22802,5948,-336,-2978,-77576,-80,1132,2776,0,2736,-3989,45080,22287,-12,0,0,-1388,0,3824,52,-2200,-3336,0,1244,164710
1980:Q1,299104,1244,175738,6244,38752,11772,-6748,31800,4192,1172,7800,15924,3308,280,15092,412,-6748,-10460,9330,0,194651,8484,36506,2196,84,2832,73544,-52,1576,4276,0,2568,26781,30264,11844,-308,0,0,-132,0,-14572,68,6492,1656,0,544,104453
1980:Q2,202596,1140,114973,9812,28620,5917,6108,-12736,-700,2660,1284,13660,1944,2704,14420,216,14976,4432,-6834,0,147344,6556,11236,-3792,-220,2350,-9980,1600,1556,4316,0,2392,36027,33828,5985,3452,2,0,4692,0,23928,72,18888,3936,0,520,55252
1980:Q3,326233,1196,243973,5052,42204,20089,-4608,2332,336,2772,-5456,13160,2176,3952,-3908,260,6292,3568,-7157,0,306282,6440,171872,1672,-104,1396,-6084,1824,1708,2108,0,2468,54666,40784,20161,-1340,-1,0,2760,0,-7836,76,7472,4920,0,1320,19951
1980:Q4,209957,1408,95859,6004,26624,20848,1316,-9080,1172,1964,2980,14792,3552,1304,-836,-108,15920,-2352,28590,0,102566,6824,-47842,18596,-24,-1832,-13068,3060,2200,3056,0,2788,65097,36052,20916,-1028,-1,0,-2320,0,-1496,72,-3732,14452,0,796,107391
1981:Q1,546421,1676,439489,-5524,46920,23533,-2868,12348,1772,1364,28,12596,6212,1664,27752,-108,-12436,16492,-24489,0,580318,8008,381572,17264,396,-706,58452,1800,3208,-3156,0,2928,28115,33468,23605,-8960,-4,0,4768,0,11456,32,-184,17292,0,964,-33897
1981:Q2,57122,2004,-25009,-5460,10376,9877,5376,26384,-1796,1012,-1028,12232,8028,-384,7516,40,11116,1792,-4954,0,145027,8236,3543,16516,196,5372,17680,1328,3880,-1780,0,2828,24550,35896,9945,7880,1,0,-2912,0,2756,40,6332,1832,0,908,-87906
1981:Q3,239979,1944,132840,2300,52488,16884,2092,-10204,3412,656,1584,11676,8520,1208,5524,-56,-8248,12536,4823,0,165065,7840,70625,13996,248,-1236,-10488,5744,3188,4456,0,3360,19888,36136,16956,-336,4,0,3116,0,-8920,28,-16936,16608,0,788,74914
1981:Q4,43422,1508,42261,3456,39972,18828,-2064,-58427,2912,324,80,10328,7244,3288,-1388,-8,16420,-7128,-34184,0,85876,7456,33680,12700,-508,1444,-57065,2148,1136,-2912,0,4524,-5882,36896,18900,2712,-1,0,-2408,0,2008,24,20340,9200,0,1484,-42454
1982:Q1,338176,1116,169561,28452,46968,17450,-8652,34652,2756,-396,-700,9684,7364,-436,23344,160,-16492,4884,18461,0,348936,5800,182689,-9016,-68,864,105181,6364,-1680,-7028,240,5768,-7383,32300,17570,-2752,-1,0,-1052,0,10108,-56,-1948,13064,0,-28,-10760
1982:Q2,221250,772,-25979,27640,44304,20770,1816,68255,6836,-1476,412,21808,19684,3124,6292,112,7968,-8736,27648,0,169339,5268,12923,-7588,-64,798,41702,1100,-4728,1832,15940,9992,1651,36344,20894,4184,-0,0,4480,0,6964,-92,5564,16148,0,-3972,51911
1982:Q3,202680,620,61564,27956,39444,29207,4428,-4690,-3508,-1080,-112,8600,6488,-13444,14772,140,36784,22948,-27437,0,264764,6200,106118,-5852,292,3654,43071,1228,-4688,2732,256,7644,17742,37220,29331,2672,0,0,-8532,0,-16936,-64,39540,-2052,0,5188,-62084
1982:Q4,-60335,664,-32825,30256,19120,20287,2232,-104955,-2732,800,-2368,18700,7224,19480,-14292,120,-15436,-11176,4566,0,-71912,16808,-74947,-6820,-196,-156,-76673,8728,-1560,1260,-2628,7264,-35492,38184,20411,-3252,1,0,8788,0,9328,-88,6944,12244,0,-60,11577
1983:Q1,416036,600,149197,11064,39592,16153,-9292,84528,468,1376,1476,9824,8388,4112,21932,60,31876,-5288,49969,0,371629,12396,135493,1804,-204,316,120317,-15036,64,-8184,4,5108,42866,32620,16293,2220,-5531,0,896,0,11332,52,14016,5868,0,-1080,44407
1983:Q2,235285,580,63614,13668,34796,23457,5760,57069,-2944,3828,1740,8488,9112,2848,9032,64,20696,-2812,-13711,0,149963,15060,34716,-1460,1136,-550,-12714,-3040,3364,-6672,388,8728,68034,37604,23665,-26356,-4212,0,5112,0,-1976,44,296,8604,0,192,85322
1983:Q3,249248,560,67413,12040,36784,41133,12084,33365,3708,3656,-500,13300,9404,3052,100,20,5692,11172,-3735,0,242536,18464,26223,1368,404,2080,23719,4696,3220,8308,200,11480,46937,34728,41417,7780,4784,0,1044,0,-15708,0,6756,13360,0,1276,6712
1983:Q4,221357,596,85899,13716,42880,23909,-9280,-21748,496,1272,-1468,19364,9288,-240,11456,68,-1512,4660,42001,0,15961,18992,-110907,7244,-944,1700,-86410,-952,68,7848,-6244,5552,84757,41156,24257,13356,6068,0,-2732,0,8484,56,-11152,13376,0,2388,205396
1984:Q1,418527,-600,246766,12628,65368,19667,-5744,8407,1820,940,1072,14268,13324,1796,14348,-352,-12364,26268,10914,0,315010,-20472,104700,26908,596,46,94342,4512,-960,-10028,-112,400,48386,35772,19527,240,-12175,0,2348,0,8872,-2916,-4524,19704,0,-156,103516
1984:Q2,380406,-1396,179146,1672,46332,10406,1708,53890,-1788,-1292,2912,14208,15688,4748,12292,-328,9552,-27076,59732,0,352145,10400,211021,-5240,3508,2948,-1720,1876,-3788,-2704,32,6336,77977,41608,10266,-13088,-3735,0,5884,0,1408,-2864,-832,13520,0,-668,28261
1984:Q3,322132,-1380,70758,13324,44984,10851,16292,112663,7584,-1636,-1504,13800,15740,-2392,12640,-324,16280,14248,-19796,0,424887,9676,258738,-7396,3384,11314,88421,9100,-4284,4056,68,4152,-34899,41000,10783,4048,5266,0,5008,0,-10880,-2848,22828,948,0,6404,-102755
1984:Q4,-159234,-588,-202426,10692,25764,19154,-10716,-241,-1060,320,956,14824,11944,5208,-1492,-388,3856,-13312,-21729,0,-70342,10980,-40963,-7636,-1872,244,-76203,-3720,-2020,6924,-232,15736,-58026,44664,18942,8328,11408,0,-648,0,-6264,-2028,144,14360,0,-2460,-88892
1985:Q1,445285,-148,217115,23912,9548,34178,-9104,-28680,4820,536,1640,17240,14676,9296,20620,-252,27708,2376,99804,0,385830,8164,223040,5480,-1684,-1016,90067,-700,-1792,-6864,-408,1833,26822,-14784,34246,11164,-19142,0,-2772,0,8932,-152,8764,14656,0,1976,59455
1985:Q2,255408,436,52627,17104,40544,-2546,1824,93146,-5468,2236,-372,36036,15352,-4300,17680,-284,15828,296,-24731,0,136647,26972,11398,5428,1660,-932,11001,-6880,-320,-1584,108,8334,-3073,33552,-2474,296,-3039,0,2688,0,7336,-284,38876,9404,0,-1820,118761
1985:Q3,564494,396,181238,57480,28956,17618,11404,28778,17548,2144,-4608,50712,8804,35836,23420,-280,7452,712,96884,0,309429,41696,159103,8252,4620,1518,21386,6984,-44,9768,212,4145,25017,29136,17762,-2496,5938,0,-5492,0,-3072,-280,-12856,1228,0,-3096,255065
1985:Q4,288589,-280,76495,18100,5976,3562,-4124,37028,-26512,272,3640,45732,14408,-26640,4036,112,112552,-6648,30881,0,295247,47368,120979,876,19368,-1148,-53441,-15608,-928,4272,-9332,7792,2168,34412,3762,-2016,20263,0,-6848,0,-4308,-3612,110480,22312,0,-1564,-6658
1986:Q1,60639,-964,-70360,13412,55132,13769,-11488,-76175,5184,-1564,-64,37364,35752,-5020,1504,-84,9000,59536,-4295,0,180610,16608,48956,10336,1028,-1314,-21021,8240,-1728,-10244,-20,-2361,31271,30420,14165,5750,-22637,0,-888,0,9900,-4648,53028,14100,0,1668,-119971
1986:Q2,100566,-1680,-60261,3688,36228,21721,-2488,61949,-4312,-3256,580,39712,10612,9320,-13696,420,14892,-10744,-2120,0,161593,19144,-8647,11528,4920,-1088,14500,-2656,-2444,4084,-32,11331,42341,33276,22085,17508,1611,0,-13360,0,1644,-5008,-1864,12308,0,412,-61028
1986:Q3,362837,-1676,131725,5808,41560,3348,9004,32447,7412,-3560,-312,46552,6468,3164,45908,-420,-13804,652,48561,0,405978,23828,240806,13548,3256,1974,39017,9940,-2412,9872,-52,10668,52356,41616,3312,-7430,7692,0,4732,120,9416,-4612,-65964,14228,0,68,-43140
1986:Q4,12027,-976,-66257,11020,20200,-23700,492,20044,-2760,-2512,1656,49512,22892,8904,-20472,-2768,3576,3636,-10460,0,281375,22084,30447,10824,-2432,316,14505,-2224,-1668,8980,-11956,7498,119527,34052,-23576,-10184,24730,0,17128,0,-11988,-2908,42700,12856,0,2664,-269348
1987:Q1,376461,-116,100068,-17852,23784,-7696,-4472,49814,6924,-1660,864,41816,65264,13632,14496,-652,41484,1312,49451,0,403568,30200,122508,4084,-547,-3300,122702,5128,-1160,-7736,-692,12113,29605,26924,-7424,13146,-27191,0,4320,0,17240,-6836,54200,16792,0,-508,-27107
1987:Q2,127140,1360,47140,-2176,35504,1051,548,-35915,-2348,-1280,852,45060,39296,5296,-10800,-968,-27380,-1568,33468,0,281744,28200,109761,-868,1641,-2646,-23068,-2132,-812,1728,-244,14386,75472,32524,1031,15346,-3027,0,7556,0,-11520,-6768,-21036,68432,0,-2212,-154604
1987:Q3,76431,1240,-81253,-8612,28520,20027,752,-13565,8328,-888,712,42164,62556,-1776,3312,-732,39940,3028,-27322,0,371534,26480,41856,1160,3531,13906,18437,10896,-408,8928,-20,17529,135168,29432,19443,-14914,11241,0,-284,0,14544,-7656,23720,15556,0,2988,-295103
1987:Q4,364443,3604,233097,2872,-836,23698,6468,-16019,496,-480,2684,50080,30048,-5712,119392,-1232,-86408,4452,-1761,0,290504,32660,251090,5704,10892,786,-65413,-1340,120,-4848,784,10840,74128,35520,23506,-11554,24689,0,15896,0,4224,-5116,-119564,4248,0,3252,73939
1988:Q1,435640,-548,149501,17380,69200,39013,-1820,-8125,11416,112,-44,34660,-1864,-588,105500,92,-12248,-1872,35876,0,436376,18476,210651,15360,-5560,-7178,13413,13680,824,-4796,0,20273,57004,27992,38837,30248,-33849,0,-1948,0,22744,-1776,21760,2428,0,-2208,-735
1988:Q2,364689,220,-1741,17380,52404,34357,10968,83916,-880,804,-708,29624,13044,1784,-17108,-152,55776,12480,72522,0,469178,17124,162919,16152,2837,652,89665,-1536,1636,-1052,0,7229,34990,30316,34181,5297,5779,0,4616,0,-5892,-3100,52464,5404,0,9496,-104489
1988:Q3,120902,644,5525,17384,31176,30948,-392,-4801,5748,1000,3532,28316,-14612,10252,-1588,508,-41552,7916,40898,0,267474,21412,187572,14512,-1593,642,-15643,4164,1812,12740,0,-412,34590,33952,31064,-14712,2406,0,8436,0,2184,-3444,-62116,1980,0,7928,-146572
1988:Q4,742434,1396,466935,17380,8624,48744,-4424,76104,1584,696,264,32116,27420,-9580,-6040,648,20376,4544,55648,0,866093,24928,629585,14160,2380,3786,17292,2792,1176,-4956,-11420,7022,53413,30648,55164,-15498,24484,0,18976,0,-8068,-3832,12868,7520,0,3672,-123659
1989:Q1,651628,-376,403119,20872,19260,37138,7201,-4869,8576,1132,-3588,31352,39040,656,14653,-1016,9884,-2168,70762,0,575395,13684,419954,11824,-1396,-3124,44578,11112,856,-7577,0,7754,60545,24804,39602,21624,-35346,0,-10320,0,-21995,-1576,8700,-5468,0,-2840,76233
1989:Q2,236604,436,-11005,20872,86210,27961,-7182,20578,1332,364,50,34272,22800,-9224,-10787,464,46484,-80,13059,0,303679,14756,5997,14284,2305,18448,13239,-2104,1132,-2757,0,15608,8613,29610,32705,28892,12816,0,20808,0,-5549,2864,77596,15920,0,-1504,-67076
1989:Q3,452507,504,169995,20872,46528,50600,3564,23362,15404,404,211,35140,28924,12044,16734,12,15844,-3444,15809,0,319723,18876,55237,9828,3711,-6996,37439,14976,972,10402,0,10296,6044,34628,55724,-20172,10692,0,22444,0,-4037,-1160,57268,5900,0,-2348,132783
1989:Q4,138043,2692,72035,20876,51054,55303,-6407,-27127,-6936,608,2835,32708,28732,-3516,3440,456,-53236,-580,-34894,0,-159971,18748,-185245,4132,848,-3154,-100398,-7884,596,6837,-18648,-19631,38643,35374,59579,-20443,24706,0,7240,0,-2499,-296,-14568,18276,0,-2184,298015
1990:Q1,319274,-1412,-22792,-3284,24744,34233,19111,105553,-56,964,907,27532,17912,-940,-8806,1280,72024,2464,49839,0,413456,34216,183433,-2596,1440,-7192,139834,1984,-2812,-11678,0,-17977,62617,25404,35593,21532,-35372,0,-13196,0,6839,-716,5163,-14604,0,1544,-94182
1990:Q2,66114,56,-90559,-3284,50421,38445,-13330,-40068,444,1408,1447,24456,-1380,7888,35930,-260,26372,180,27948,0,64969,6220,-118291,-6596,4601,-1764,-2458,-4436,3408,8821,0,1392,-15935,35217,43325,40207,14488,0,11900,0,7837,1852,61970,-26352,0,-436,1144
1990:Q3,293536,-156,242464,-3284,869,64186,4563,-51443,13708,1220,-1791,23768,23996,-20348,63195,672,-29060,15956,-54979,0,473282,19216,252743,-4160,-5732,2960,25070,14108,32,9581,0,-7595,94987,32525,63370,-55662,8999,0,-3856,0,-16453,580,50674,-7508,0,-596,-179746
1990:Q4,60564,1972,188426,-3280,-7038,73314,-14165,-51588,-2860,24,1361,29920,5796,22664,-41687,-1096,-90556,-6124,-44520,0,68795,18156,-20108,1504,5724,7394,-81310,-1200,-124,2193,25660,4979,18459,38210,74138,24883,17118,0,15880,0,-5783,4144,-52307,-30324,0,1508,-8231
1991:Q1,609350,-504,257015,-608,78600,30524,2980,16753,15752,-260,2204,23400,37888,3436,31108,-20,119434,-3868,-4484,0,355077,6676,177766,8888,3220,-2910,5309,19468,-368,-6874,0,53719,29704,25520,14840,-41458,-38138,0,-13048,0,19143,952,103379,-8504,0,-2208,254273
1991:Q2,121570,-892,43225,1392,3483,64748,-17805,13802,-9816,-1028,743,9036,47200,7880,33642,308,-6306,1564,-69607,0,305426,8800,8950,13076,1076,-1080,-19166,-13680,-652,17422,0,-9318,80119,31187,68160,55552,14326,0,-2732,0,14236,-356,39482,-540,0,564,-183856
1991:Q3,285723,-892,252835,9392,-24728,73108,15255,-103670,9160,-1268,1407,11868,29228,14948,13976,220,83070,-4220,-93965,0,253935,8924,-8886,5904,-5727,368,-37276,17468,-700,17941,0,24084,32148,32980,74184,-45536,10832,0,8868,0,3994,2284,127773,-10632,0,-5060,31789
1991:Q4,403794,-520,135810,4392,122577,78179,-2234,11533,3112,-940,-894,28740,19720,1516,17638,644,-62599,-2296,49416,0,-87103,15700,-318286,8812,15923,1732,-5805,-3272,-372,-8845,-8432,-7178,64033,33073,76535,-482,14280,0,31980,0,7067,2620,-10774,6792,0,-2204,490896
1992:Q1,1380445,-228,1027734,13836,29755,70225,-7810,-3879,-4024,1956,979,20464,27756,33652,-2849,-2268,114642,-2300,62805,0,860113,15968,584399,4984,-15156,-1924,-26834,2304,-80,1033,0,-6068,122180,26655,70693,-18836,159023,0,-60060,0,-13850,-2048,99773,-81104,0,-940,520332
1992:Q2,99766,-60,-62852,13836,22768,66013,-6932,58203,3612,756,882,24880,14228,-14472,-40805,-808,-6262,-8,26788,0,-34599,18216,-227785,2936,6188,258,30184,1544,-1132,4745,0,3064,21524,34184,66025,34224,20421,0,13056,0,-20385,-372,-41589,-1744,0,1840,134364
1992:Q3,375768,132,85533,8836,33261,45578,9377,-72664,19444,444,671,25192,10016,13964,39120,-1764,152632,13148,-7151,0,615961,19084,360,6348,-11960,7562,3135,23248,-956,14036,0,3410,97960,29389,42762,-12261,45190,0,9956,0,7742,1872,319469,8408,0,1208,-240193
1992:Q4,112422,348,125050,18840,29565,71049,2110,34336,-15416,1156,-1604,22704,-5356,21048,21254,-1628,-193916,3412,-20529,0,-238530,16580,-79075,6092,7804,-6792,-17717,-14320,-540,-3754,7392,-12054,15118,33625,73077,7109,-45366,0,-12176,0,-1492,-3268,-220245,9432,0,2040,350952
1993:Q1,389775,472,151198,5056,44727,64935,-13447,26116,3660,1140,1964,17456,38380,-43112,-3870,-1848,198617,144,-101813,0,366664,13256,151154,12784,-29468,1346,-22326,6720,-572,-9618,0,4974,-44719,32375,65307,-2744,-31289,0,-24928,0,11829,644,236582,-4396,0,-248,23111
1993:Q2,408340,480,91413,5056,17042,72770,5109,106407,1344,1368,730,12880,23756,38740,73065,-632,-62084,-4260,25156,0,240521,10948,67900,14464,-12016,6066,31226,6772,-180,3307,0,17448,57306,34414,73122,28105,-58515,0,6036,0,10659,-108,-66267,15400,0,-5568,167819
1993:Q3,234828,480,10913,5060,18958,57927,5490,-89399,3792,1472,-300,13232,23784,-4496,25039,-1180,142727,-932,22261,0,539764,15732,75842,17496,6932,-3424,11047,3572,-408,17693,0,-26302,26318,23658,56235,5050,77579,0,29260,0,24322,4224,178883,-2880,0,-1064,-304937
1993:Q4,225249,492,97903,5056,43705,75449,5168,62681,-13596,1572,787,17196,30392,10728,-13867,-724,-87161,-7340,-3191,0,244572,7592,203780,18568,8020,4848,5235,-20084,-600,-2211,-34640,-10116,23669,31229,74677,19833,-58899,0,12184,0,-11207,-4036,-43930,23016,0,-2356,-19323
1994:Q1,657213,552,20678,4800,32646,87643,-8435,366861,18896,-120,1077,16264,39092,-43440,-8527,-2968,161274,4460,-33539,0,803688,13096,27593,22096,8036,-3974,272259,23108,964,-18795,0,45638,139787,29606,86495,27688,63421,0,-45668,0,-14634,972,124243,-1588,0,3344,-146475
1994:Q2,203978,592,-107152,19804,21882,85775,10140,209858,24272,796,1194,15164,29456,-16816,7363,-2464,-59373,-3112,-33400,0,287953,9624,33090,17384,8064,1172,93030,29848,504,4960,0,-37276,-3149,31754,86783,6162,56860,0,1832,0,-15569,528,-21948,-13764,0,-1936,-83975
1994:Q3,-44525,564,-144883,19804,19693,111646,-3987,-185155,9776,1228,1995,15604,20384,244,45142,-3152,63822,-3860,-13390,0,291067,17716,98537,19768,14768,-510,-21177,4204,-24,-5284,0,28111,-38225,24109,113874,-34908,-29249,0,400,0,2603,3188,82130,15164,0,-4128,-335593
