1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1998:Q1,274386,-39,54246,25530,22837,23948,-267,-67747,-1995,741,378,3802,18893,9412,-30012,-4416,200210,5497,13369,0,175369,2294,-96105,28848,37761,212,-61573,-1985,59,4163,-47,13660,32767,28764,30194,17259,-13821,0,-2061,7,-19671,-2941,164874,12202,0,510,99017
1998:Q2,140459,301,78764,21780,11565,29647,-282,10689,5498,806,539,711,-5524,-2228,-11349,2022,-17196,1081,13636,0,177298,276,43254,33006,-9818,1201,-1425,4457,332,-3516,-37,1092,26773,7948,33096,-15583,2818,0,2305,482,4560,1045,31344,13955,0,-265,-36839
1998:Q3,100536,-500,33741,20530,-1767,29190,-836,33706,-4377,460,-162,2910,5186,374,3626,4194,-24581,1668,-2827,0,279624,3236,67759,33914,11136,756,5861,4455,566,1491,-33,11625,22838,3202,28616,4285,39739,0,-2145,277,-8476,6120,32984,11049,0,371,-179089
1998:Q4,316961,-1134,286081,24280,-8509,23277,1356,10305,-2164,4276,-208,-4961,-184,2530,33522,9431,-50323,3551,-14165,0,312363,514,320530,29135,-35435,753,14137,-688,2134,4905,-10085,-9193,12108,-8684,31323,-1176,-4241,0,1804,59,5789,9875,-48444,-1998,0,-759,4598
1999:Q1,306344,1205,126865,15917,25311,30701,-1543,-4957,-6772,694,-182,371,30252,-4600,16221,-970,76043,1191,597,0,176839,-210,-16641,25611,1750,-1500,29771,-1929,-7,2180,87,11503,40478,28608,33187,-5227,-9910,0,2817,1174,12332,430,16537,5902,0,-104,129504
1999:Q2,242349,83,115501,20917,9658,32709,930,-7588,-1095,1279,-39,6396,3655,207,6561,-502,17109,5234,31335,0,91855,968,-34960,17274,-7432,767,29070,-2513,411,-3327,98,-1495,25708,8327,36478,9905,-18981,0,-816,1608,5194,-715,8085,13585,0,4616,150494
1999:Q3,170055,44,84983,18416,-814,32685,632,26584,14538,1737,106,8841,28498,-3673,9080,1005,-39036,1934,-15504,0,95483,6382,46927,20938,-2482,-1036,-13609,1644,181,-3358,106,6369,27073,3815,32911,-4861,-2386,0,3870,531,21,750,-20977,-7778,0,452,74572
1999:Q4,254293,781,138419,18417,-7593,33870,-1502,14301,455,-1516,976,-11447,-40947,4333,49162,-1579,-30513,11853,76823,0,32865,-105,-20069,18664,-5188,-572,54,5148,-1607,-9943,-4765,-18483,6319,-8255,40278,22644,6479,0,-920,0,15435,968,-5333,-8372,0,488,221428
2000:Q1,479303,-743,78453,22310,26783,29117,1602,13605,2996,694,-666,6231,3210,5505,80408,-313,202923,-13211,16989,3409,482079,5196,163540,22041,-1891,-304,9634,-4136,-338,9035,4243,2773,-8632,28693,29714,-15028,-16567,0,3209,721,33322,-682,214031,6749,35,-3280,-2776
2000:Q2,283676,193,175157,18810,7300,22056,-256,5044,-2796,564,773,9361,5295,-1541,8212,36,-35468,2800,64728,3408,386521,7447,238178,25355,-5947,-1932,30616,-2483,407,-3567,4256,13572,28922,7955,20674,7997,26979,0,3429,3074,2623,-134,-23598,2137,0,561,-102845
2000:Q3,299119,-148,193448,22661,5359,-14762,93,41887,7440,1636,1323,6653,569,-10176,25849,137,-17811,45009,-13455,3407,406947,7975,256677,21369,576,764,13781,2267,436,3087,4274,19339,20894,4393,-15722,10800,4713,0,1674,1517,10406,381,-2959,7873,0,32432,-107827
2000:Q4,217408,810,157161,22160,10425,49199,-167,291,2875,-2192,-1857,2065,-9237,3853,26241,365,-84754,3454,33308,3408,654610,1817,462431,21107,-15228,-51,-11175,690,-2615,1833,15991,6502,25350,10848,46308,4453,56058,0,-12308,2140,9063,1229,19431,7510,105,3120,-437202
2001:Q1,330758,-823,127552,13790,10413,19579,-389,31756,9422,-250,-2148,11122,-16308,19458,26663,-200,17672,1583,55302,6564,359158,5959,283449,28387,821,-23,-13105,-507,473,10777,11446,51913,-3119,10252,15737,-21936,-17327,0,-451,2797,7920,-366,-39251,23990,0,1322,-28400
2001:Q2,193361,-270,36347,13790,9063,14979,-816,-19302,-7935,-1063,2588,15204,28247,-23,9771,262,101102,19395,-34542,6565,287390,16677,32506,32329,2000,912,-2150,-1423,716,78,10230,765,25094,8045,15745,9327,-11376,0,765,5929,-7053,-162,134316,4806,0,9315,-94029
2001:Q3,107497,793,5552,13790,-155,22799,-164,65316,4580,1048,-579,27152,-2966,16195,-2035,100,-13894,12184,-48782,6564,439891,20657,212868,29876,-7387,277,52587,8104,395,9218,10402,8465,-20961,5184,18628,-7181,17452,0,7822,3091,12066,1158,40433,7812,0,8925,-332394
2001:Q4,230168,-149,51641,13790,-12784,53938,-1131,-114987,-17724,4505,-1700,12158,21022,2877,16366,509,116182,2610,76483,6562,207520,7449,-1664,39461,-11168,-139,-14350,-7618,4295,-11948,17006,-9350,39121,-9117,55548,13718,-2659,0,-2600,2906,22731,490,101087,-20416,-60,-5202,22648
