1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,5167,5167,0,0,5167,566,0,0,-41,25,3523,0,11,68,952,8,2,0,0,0,53,0,0,ND,ND,ND,ND,ND,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,5155,5155,0,0,5155,517,0,0,85,50,2949,0,26,77,1446,9,5,0,0,0,-9,0,0,ND,ND,ND,ND,ND,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q3,176252,215280,-8606,-30422,176252,-28292,3300,152,1552,6232,64736,0,48,4140,864,-716,-140,7692,88808,2368,25468,40,0,ND,ND,ND,ND,ND,832
1985:Q4,198368,191928,488,5952,198368,-6796,5056,-700,992,5960,62992,0,56,5892,-3192,3360,-100,27308,98172,9820,-10644,192,0,ND,ND,ND,ND,ND,4432
1986:Q1,174568,158220,-1322,17670,174568,52600,5308,-2000,-648,7212,-3148,0,40,10020,984,-312,-376,-488,98644,5824,860,48,0,ND,ND,ND,ND,ND,3244
1986:Q2,201048,162020,1607,37421,201048,-21512,-2380,3600,-72,4564,34516,0,40,4992,-320,-204,-564,-10420,137504,8660,42596,48,0,ND,ND,ND,ND,ND,1876
1986:Q3,257324,237100,896,19328,257324,-14336,1908,2800,-980,2604,42228,0,40,7668,2580,-820,-648,-3844,183236,9580,25288,20,0,ND,ND,ND,ND,ND,2772
1986:Q4,182464,240152,-1156,-56532,182464,-15428,9696,-3528,2200,1304,37504,0,100,10276,-1280,-604,-684,-8032,216664,-53660,-11932,-132,0,ND,ND,ND,ND,ND,4864
1987:Q1,259476,228192,3902,27382,259476,74632,13588,-2848,-700,736,10260,0,92,11372,-528,-6660,320,-8092,168056,7532,-8332,48,0,ND,ND,ND,ND,ND,4924
1987:Q2,261868,252584,-1022,10306,261868,-5216,3844,-4536,-600,-1324,96244,0,140,9980,-84,-1836,-372,-10600,154244,11776,10204,4,0,ND,ND,ND,ND,ND,3868
1987:Q3,217596,199660,1254,16682,217596,244,13052,-3124,-12580,1136,88340,0,152,9792,-56,-984,776,4944,123768,23272,-31112,-24,0,ND,ND,ND,ND,ND,4744
1987:Q4,224120,207648,395,16077,224120,1376,-14792,1444,648,4108,127416,0,184,11044,3860,-816,408,1336,87420,2152,-1760,92,0,ND,ND,ND,ND,ND,2820
1988:Q1,191140,193252,-839,-1273,191140,40508,-11476,-8744,272,3756,124184,0,200,7316,-12188,872,424,12916,28456,5764,-1180,60,0,ND,ND,ND,ND,ND,3808
1988:Q2,246940,232808,2298,11834,246940,-9684,-16732,46240,72,740,84820,0,200,8948,752,1152,100,10720,66800,6032,46772,8,0,ND,ND,ND,ND,ND,3408
1988:Q3,227620,213732,2288,11600,227620,-6932,19128,-14728,-340,0,139252,0,200,7420,644,1520,-692,-2360,97268,8132,-20996,104,0,ND,ND,ND,ND,ND,352
1988:Q4,229256,222732,819,5705,229256,-1472,2988,352,1176,5448,99528,0,200,9068,3048,2172,-120,3540,90316,8332,4520,160,0,ND,ND,ND,ND,ND,1728
1989:Q1,156209,155821,-286,674,156209,3124,-4804,7584,1,4648,50138,0,200,14019,404,3448,-1840,-2688,94904,4648,-17529,-48,0,ND,ND,ND,ND,ND,2604
1989:Q2,208477,205153,242,3082,208477,10516,12512,-8960,787,6040,54249,0,200,6846,992,1228,656,6078,89839,3368,24143,-16,0,ND,ND,ND,ND,ND,5636
1989:Q3,255133,246909,1090,7134,255133,10068,13256,-10296,349,4740,39856,0,200,3451,1112,3572,592,9872,126423,-12736,64701,-28,0,ND,ND,ND,ND,ND,2252
1989:Q4,285626,291622,-1779,-4217,285626,12272,14780,-10440,-39,3368,21389,0,200,2828,1748,2232,772,7046,169625,38560,21253,32,0,ND,ND,ND,ND,ND,-63264
1990:Q1,231576,208400,4063,19113,231576,12896,6944,-8368,15437,2488,66309,0,224,5778,1436,-1312,112,9775,138081,-20640,2431,-16,0,ND,ND,ND,ND,ND,4096
1990:Q2,244460,218444,4673,21343,244460,10612,8376,-904,23322,2968,10799,0,296,4066,1580,764,220,-8386,154803,18792,17160,-8,0,ND,ND,ND,ND,ND,3084
1990:Q3,186784,191792,-1445,-3563,186784,11492,3408,76,17344,3964,-24780,0,216,7393,1808,384,-156,5429,138105,17588,4518,-4,0,ND,ND,0,ND,ND,3196
1990:Q4,169873,181629,-2726,-9030,169873,10056,3848,-1012,10379,4932,-65860,0,-12,5895,1100,252,140,14546,158149,31076,-3633,16,0,ND,ND,0,ND,ND,1760
1991:Q1,177040,197604,-4614,-15950,177040,3552,3596,-1752,6013,3584,-17912,0,124,707,-3968,-1328,624,13193,128904,17604,24318,-220,0,7700,8800,0,1408,168,-2676
1991:Q2,213737,221669,-2190,-5742,213737,7124,5712,-1988,7428,968,-33956,0,-180,6632,-916,-1772,-288,10897,141798,52260,19926,92,0,15852,12308,0,1680,276,1588
1991:Q3,74801,81181,-1518,-4862,74801,2176,2628,1732,11694,2168,-92650,0,-188,7770,-1860,-1220,1056,1609,154321,47796,-62158,-72,0,6228,4888,0,760,328,252
1991:Q4,191493,197417,-1759,-4165,191493,-6996,204,-596,-28549,1284,-13373,0,72,1559,-4984,-1556,-504,19255,132043,34752,58890,-8,0,-544,-816,0,1060,392,-1180
1992:Q1,193878,196786,-1140,-1768,193878,-6900,740,-1304,5210,-764,9143,0,620,-6663,4796,-864,-1544,30106,94849,40292,26244,-84,0,-11060,-12384,0,-256,412,1168
1992:Q2,108649,114773,-1494,-4630,108649,-6808,552,-948,-1646,-1480,-71287,0,1072,13495,-1532,-1028,1272,16606,159564,39556,-39454,716,0,-1892,-1808,0,-680,464,132
1992:Q3,179339,184651,-1646,-3666,179339,-6720,-860,1624,-9288,936,-22719,0,1208,-1367,-120,-572,-616,24959,101007,61448,29283,1136,0,4940,1452,0,744,632,2112
1992:Q4,187688,195880,-2147,-6045,187688,-9108,-1612,2900,3669,-1124,-7925,0,1024,6231,-1224,-772,-320,49716,115921,40836,-11757,1232,0,-11536,-8500,0,-3204,588,-420
1993:Q1,83379,98263,-3221,-11663,83379,-8908,-5128,-2512,-4924,-468,3779,0,1356,2320,-5280,96,-148,22095,115601,14624,-50104,980,0,-6140,-5788,0,-348,448,-452
1993:Q2,200727,198151,-46,2622,200727,-9008,-5380,-780,-10023,-14024,58078,0,1408,1535,-64,-284,260,72379,13441,31696,60056,1436,0,-520,2164,0,-1176,600,-2108
1993:Q3,179046,170134,1184,7728,179046,-9108,-5292,-540,-5783,-3500,16456,0,1208,884,-1452,436,-44,35701,114365,40640,-6132,1208,0,-4256,-3288,0,-608,716,-1076
1993:Q4,163390,159086,344,3960,163390,-9108,-4840,-1168,-3007,-5404,53099,0,648,3037,-4040,-304,168,30007,100990,15576,-12996,732,0,-16008,-13648,0,-2896,548,-12
1994:Q1,174598,169634,179,4785,174598,-8912,1496,-1532,-6691,-2964,-32783,0,500,6683,-268,496,264,23657,192026,46868,-46725,2484,0,-6704,-6284,0,-1000,860,-280
1994:Q2,170883,161315,1138,8430,170883,-9008,1884,2708,-676,-212,65205,0,76,2083,152,896,584,5802,128489,5640,-36416,3676,0,21568,18220,0,1680,516,1152
1994:Q3,163424,146176,2540,14708,163424,-9108,2004,384,2117,3908,81256,0,312,4727,88,876,412,-6424,86143,4588,-11651,3792,0,20040,12896,0,4040,524,2580
1994:Q4,201053,189941,1274,9838,201053,-9108,1840,1364,-5052,4188,141286,0,1644,7478,452,-132,452,-11139,54556,3316,8793,1116,0,10772,7140,0,1652,504,1476
1995:Q1,159867,151291,-899,9475,159867,-8908,1168,-1168,-2179,4968,91353,0,272,8789,572,664,516,-1187,57123,11988,-6925,2820,0,11300,4792,0,3964,608,1936
1995:Q2,177905,163825,-167,14247,177905,-9008,1168,-528,-7278,4148,74591,0,2012,-2075,720,664,488,4545,62241,12188,32177,1852,0,29848,26100,0,828,624,2296
1995:Q3,185669,164461,1327,19881,185669,-9108,1148,-848,-2497,1892,65118,0,44,3904,1352,664,516,13489,99498,1688,6316,2492,0,17436,10852,0,3552,516,2516
1995:Q4,148115,136683,-720,12152,148115,-7964,1172,-536,-5991,3260,9230,0,1472,5225,-944,668,536,4872,156392,17164,-36541,100,0,4096,3884,0,-308,716,-196
1996:Q1,270914,254174,651,16089,270914,-8924,-15228,-596,-7316,1324,68384,0,520,9911,-1620,664,536,-17474,142923,29260,67481,1068,0,1264,-2996,0,1244,884,2132
1996:Q2,235818,210954,2387,22477,235818,-8924,-6584,-840,-1956,1564,52591,0,940,8426,-1528,664,556,-613,152716,28528,10393,-116,0,40956,31624,0,1504,928,6900
1996:Q3,194982,164022,3646,27314,194982,-8924,-7568,-284,-2776,3440,71107,0,1236,5562,-3008,664,568,-3987,122638,22580,-6262,-4,0,23580,14168,0,-636,868,9180
1996:Q4,191287,191275,-2231,2243,191287,-8924,-7892,-320,1060,3296,54089,0,-216,12345,-1596,296,584,-4242,123259,6024,10204,3320,0,34552,19392,0,8312,604,6244
1997:Q1,252205,238793,-2580,15992,252205,-8924,4904,-1048,-5272,2556,84776,0,-616,8805,-124,800,604,-12799,125319,36876,13504,2844,0,24936,14728,0,3892,1104,5212
1997:Q2,193952,181388,1621,10943,193952,-8924,5344,-408,132,2928,107524,0,-244,6432,620,848,620,-8366,76358,17984,-12761,5864,0,48192,39064,0,3012,928,5188
1997:Q3,317278,286946,1187,29145,317278,-8924,5596,-568,-2572,3960,73953,0,400,11336,-300,924,640,-3205,92138,58776,80752,4372,0,39120,26404,0,3936,1644,7136
1997:Q4,172201,153777,1012,17412,172201,-8924,5716,-444,504,3188,32447,0,736,9671,772,532,664,5614,143249,40152,-71983,10308,0,25468,13076,0,3264,1520,7608
1998:Q1,373338,320122,770,52446,373338,-8924,-2512,2720,-876,3360,156360,0,1140,9697,-1300,180,1412,9400,99437,60720,36120,6404,0,4164,-2964,0,1048,1764,4316
1998:Q2,315801,267409,1146,47246,315801,-8924,-2492,2720,-532,3976,-17300,0,1536,9018,-672,212,2572,-2624,233983,74932,8909,10488,0,14780,10836,0,884,2320,740
1998:Q3,300333,240549,2387,57397,300333,-8916,-2708,2720,-376,-18536,-3267,0,920,6764,-1216,596,1048,-2931,222154,80116,25053,-1088,0,16656,2576,0,1644,2320,10116
1998:Q4,439775,380843,1181,57751,439775,7092,-2948,2720,676,14936,117567,0,636,11821,1196,-568,1164,18682,172887,56492,50090,-12668,0,16204,3080,0,-620,2004,11740
1999:Q1,461666,418730,1398,41538,461666,7092,-6624,-852,-1020,2360,6994,0,-2076,10623,1580,712,492,-16278,384372,48556,31490,-5756,0,4708,-668,0,2180,1832,1364
1999:Q2,386223,338135,1952,46136,386223,7092,-6820,-852,-848,920,50555,0,2364,12003,1772,712,1504,-12490,265354,45212,20981,-1236,0,10264,4808,0,964,1840,2652
1999:Q3,464390,408434,2882,53074,464390,7092,-7072,-852,1280,744,191802,0,1068,13888,816,712,-144,-6679,221627,12864,26780,464,0,50392,31752,0,8164,1180,9296
1999:Q4,383733,337485,2312,43936,383733,7092,-7660,-852,-960,5548,139205,0,1040,13011,-3504,712,2344,-6182,186974,20868,32893,-6796,0,32280,29792,0,3420,1188,-2120
2000:Q1,394156,358284,1982,33890,394156,7092,1108,-236,-216,816,205188,0,1440,14720,-1984,1056,-1820,10393,126202,2376,41604,-13584,0,59764,50420,0,9276,-1360,1428
2000:Q2,429538,382254,2177,45107,429538,7092,1284,-236,-144,-1572,202936,0,2204,13436,-248,1048,736,25514,145075,5692,28272,-1552,0,83980,63608,0,7732,5008,7632
2000:Q3,448673,403073,2608,42992,448673,7092,1328,-236,-1988,292,115653,0,1548,7771,-440,1212,-3740,13110,221707,52920,33265,-820,0,75348,57012,0,9276,1484,7576
2000:Q4,422331,385155,1139,36037,422331,7092,1292,-232,-364,-2132,523,0,-1036,10213,-896,1148,456,15488,270520,63376,54835,2048,0,75292,63164,0,2904,3216,6008
2001:Q1,502516,453432,3475,45609,502516,7092,1532,1208,-428,-1288,170381,0,-8128,12978,-488,-3564,-200,14234,148025,71924,88322,916,0,14048,4156,0,2744,4024,3124
2001:Q2,617927,572987,2646,42294,617927,7092,1564,1212,-612,2384,68101,0,1772,11994,880,-3408,-1696,20165,413198,67820,28558,-1096,0,68528,54884,0,3180,2900,7564
2001:Q3,615329,569897,1558,43874,615329,7068,1700,1212,-1012,-4524,-28276,0,532,20604,624,-2856,648,13975,482624,87016,33491,2504,0,49360,30588,0,12396,2176,4200
2001:Q4,470092,429918,720,39455,470092,6088,1340,1208,-320,1692,131634,0,2100,10976,380,-2380,188,38271,247725,89496,-59171,864,0,-7956,25432,0,-1460,-1336,-30592
2002:Q1,693637,653733,-168,40072,693637,6088,1872,-224,-656,-3172,-63413,0,92,24175,-96,-2236,-44,25614,512401,123028,68904,1304,0,52848,44020,0,-2848,8676,3000
2002:Q2,617187,572487,764,43936,617187,6088,1888,-228,-1572,-3352,90258,0,1728,11298,688,-1996,2524,27821,347222,104032,22917,7872,0,102076,84136,0,9852,952,7136
2002:Q3,805844,747708,1949,56187,805844,6088,2148,-228,-548,-4756,375592,0,2124,7906,12,-1528,968,47929,162314,86392,108462,12968,0,81056,56880,0,5764,4032,14380
2002:Q4,902052,844183,218,57651,902052,6088,1652,-224,-884,0,429840,0,1976,15281,-4952,-1576,584,80924,238778,12800,103313,18452,0,11176,-4060,0,-704,-3300,19240
2003:Q1,700696,714068,1456,-14828,700696,6088,1176,44,-1064,-136,180000,0,3640,20124,-304,-1488,-2352,95686,273336,99536,32182,-5772,0,67236,65592,0,1288,532,-176
2003:Q2,850648,915572,1710,-66634,850648,6088,1192,40,-984,6208,267921,0,2164,9728,-1996,-1304,3696,120126,264341,59648,86741,27040,0,79624,54176,0,4776,-316,20988
2003:Q3,892241,951909,1802,-61470,892241,6088,1044,44,-988,4648,247747,0,1708,21605,1292,-944,3032,139422,277103,125128,39987,25324,0,92064,77248,0,3600,1212,10004
2003:Q4,804479,897699,2761,-95981,804479,6088,1276,40,-392,4728,111800,0,2580,24999,7916,-752,-10428,21478,418268,210004,-20509,27384,0,136156,122288,0,9696,2952,1220
2004:Q1,853530,729562,4118,119850,853530,6088,13716,1640,-540,4808,410492,0,2236,19966,140,-784,-4348,-10955,8342,296320,85069,21340,0,102020,75684,0,6968,8252,11116
2004:Q2,1092954,1009466,3998,79490,1092954,6088,13668,1640,-584,4884,370185,0,4380,27985,-204,-36,4484,-13406,77625,369408,186593,40244,0,223456,169252,0,16248,7176,30780
2004:Q3,985096,897884,5582,81630,985096,6072,13932,1636,-436,4964,370860,0,3516,17835,-92,4,-4288,-15663,54778,477616,59122,-4760,0,219816,188904,0,14928,2660,13324
2004:Q4,1138740,1083556,5083,50101,1138740,8000,13924,1640,-332,5048,407919,0,3424,27246,-1272,-100,-776,-2044,34595,417312,76416,147740,0,186884,138816,0,12580,11852,23636
2005:Q1,937676,877348,6014,54314,937676,10000,980,1924,-480,-2048,265601,0,19112,24501,-296,-72,-3384,-56911,88470,540200,22054,28024,0,116592,89852,0,5252,14884,6604
2005:Q2,1201478,1117954,8198,75326,1201478,8000,988,1924,-224,-2028,350883,0,-292,19758,320,-44,-340,-50101,168734,593316,67012,43572,0,197964,156576,0,16572,16080,8736
2005:Q3,1192810,1113602,7596,71612,1192810,4000,984,1924,-600,-2020,339788,0,756,24444,32,-40,-2988,-56653,150137,664772,30161,38112,0,119200,72304,0,12032,21788,13076
2005:Q4,1217968,1140252,8716,69000,1217968,-2000,1000,1928,-408,-2004,201153,0,-16580,29552,-2712,-40,2512,-55312,268703,650708,151972,-10504,0,132568,64848,0,12412,26660,28648
2006:Q1,1271680,1171152,10310,90218,1271680,-8000,-4992,-556,-56,7952,247564,0,-2164,25536,1624,-32,1128,-16966,337002,589520,63528,30592,0,126912,57120,0,6460,44168,19164
2006:Q2,1336235,1241819,8960,85456,1336235,-16000,-4972,-556,864,8160,347982,0,9424,29141,2868,-40,1652,14467,277891,584544,72507,8304,0,212424,148756,0,18184,38080,7404
2006:Q3,1009766,929010,7976,72780,1009766,-20000,-5128,-556,-92,8376,163073,0,-4332,23025,2232,-36,3144,10079,276149,517784,50101,-14052,0,146652,81008,0,15344,35184,15116
2006:Q4,699815,645875,5677,48263,699815,-16000,-5096,-556,-104,8592,54534,0,760,17858,5216,-104,-1452,7304,320010,406440,22409,-119996,0,120968,75208,0,5156,41040,-436
2007:Q1,795783,731255,6550,57978,795783,-14000,-10812,2676,-192,4984,20158,0,-2140,20417,-1804,-136,2036,-51675,499533,372504,-71270,25504,4317,58720,27776,0,1800,29484,-340
2007:Q2,917204,872336,418,44450,917204,-12000,-10840,2680,324,5096,207287,0,3036,22623,-672,-56,2412,15476,484020,290052,-48545,-43688,6000,89020,105180,0,6924,-8984,-14100
2007:Q3,781280,751020,3332,26928,781280,-12452,-10984,2680,244,5372,255242,0,1420,29807,-976,20,2584,42013,651637,-109352,-39504,-36472,8900,102580,116580,0,12068,-26744,676
2007:Q4,493373,479581,1183,12609,493373,-10000,-10972,2680,644,5700,95453,0,14828,26785,-220,-260,11240,-44718,866235,-324448,-100833,-38740,13100,48700,95212,0,7852,-29968,-24396
2008:Q1,364250,364198,-2974,3026,364250,-8000,-5284,-1072,456,5072,134885,0,2152,34306,-1140,160,-2184,-63143,586525,-188300,-72453,-57728,20900,12132,38872,0,2388,-22696,-6432
2008:Q2,61409,111377,-10689,-39279,61409,25600,-4584,-1068,2412,5716,-181651,0,44,42691,-992,116,-12220,28658,611896,-289764,-143478,-21968,32800,33460,72880,0,6292,-21056,-24656
2008:Q3,-15979,47469,-12660,-50788,-15979,35088,-4552,-1068,-3876,5792,-225786,-76,1288,22504,-1312,332,-2324,-2739,501906,-225692,-95207,-20256,39300,-13368,7116,12,9644,-16692,-13448
2008:Q4,-252624,-164140,-14517,-73967,-252624,10672,-4640,-1072,612,6412,-283747,-5732,2032,19035,292,-160,-3340,72368,310254,-234200,-56934,-84476,45300,13900,47580,-1608,5048,-19584,-17536
2009:Q1,178818,210502,-10796,-20888,178818,10672,-2396,-432,1740,13892,139553,-3132,464,8105,704,1632,-668,-62745,353219,-145952,-32694,-103144,48300,-39424,-13288,324,-6688,-14640,-5132
2009:Q2,88851,131799,-12966,-29982,88851,10672,-2456,-436,772,15444,-105896,-3876,-316,5048,784,288,-1084,-24706,505035,-273788,-40478,3844,59900,-53332,-22880,-2408,-6396,-11328,-10320
2009:Q3,-88436,-19296,-13829,-55311,-88436,10672,-2460,-436,1056,16764,-368473,-15992,48,4462,1060,432,36,913,518840,-206516,-47811,-1032,66400,-52348,-33448,28,-964,-8752,-9212
2009:Q4,32752,58336,-11970,-13614,32752,10672,-2456,-432,1712,17972,-151228,-1192,-1324,2085,96,512,-1032,-6266,405138,-188092,-52693,-720,65500,-43276,-18184,-172,-3452,-6076,-15392
2010:Q1,-291280,-300472,-7764,16956,-291280,10672,-912,1500,1252,11920,-103633,856,-1476,1486,-3388,-4,448,-158407,150759,-150252,-60766,8664,49500,-41080,-16068,108,-6860,-8460,-9800
2010:Q2,-40237,-50349,-9838,19950,-40237,10672,-920,1500,2928,12112,-82004,-56,-5752,3026,-356,628,292,3792,229010,-159532,-47247,-8332,50100,-40800,-21156,-52,-2796,-4856,-11940
2010:Q3,-185167,-219111,-4614,38558,-185167,10684,-940,1500,2852,12268,-56951,-48,-1436,-577,568,-896,420,-131894,171854,-157384,-34740,-448,47600,-52860,-37476,132,-5300,-3456,-6760
2010:Q4,-26619,-54759,-4902,33042,-26619,-3448,-896,1500,4036,12008,28867,-156,-1316,-747,2676,-132,-952,-19095,176232,-180868,-45007,680,39900,-77576,-52244,-28,-8960,-5256,-11088
2011:Q1,-56120,30396,-4707,-81809,-56120,-3448,-328,-2092,664,8764,-196572,-52,-5384,1300,-724,-916,-448,78701,190387,-140732,-31033,45792,41300,-72396,-54004,-20,-9408,-3984,-4980
2011:Q2,-79490,-65522,-4085,-9883,-79490,-3448,-292,-2088,3076,9224,-55454,80,-2220,708,152,-240,204,-50236,157507,-122768,-11114,-2580,40800,-56228,-45948,-60,-4344,-2404,-3472
2011:Q3,-143739,-136179,-2659,-4901,-143739,-3448,-208,-2092,2472,3896,18535,800,-1144,1136,384,-380,3200,-179248,140784,-110008,-18675,256,36800,-44312,-34468,16,-4436,-2444,-2980
2011:Q4,-55855,-51527,-2002,-2326,-55855,-3448,-296,-2088,1924,4016,75747,172,-684,7128,24,268,-1140,-115357,103074,-112672,-12750,228,36400,-43420,-29072,-64,-7628,-2248,-4408
2012:Q1,-67788,-86964,-1032,20208,-67788,-3448,-1140,-868,3324,1552,2922,448,-1764,10894,3696,308,-2212,-52283,98493,-112768,-21138,6196,36700,-67700,-52860,60,-10168,-1788,-2944
2012:Q2,-64719,-88931,-49,24261,-64719,-3448,-1128,-872,1552,888,18272,-460,-1012,10608,3628,-152,-864,-125102,145327,-114680,-9552,12276,36600,-55224,-44980,-152,-5236,-1772,-3084
2012:Q3,-134505,-159665,72,25088,-134505,-3448,-1108,-868,928,1588,-2830,1044,-660,2400,3412,-196,-328,-102118,81189,-101400,-12750,640,37800,-52628,-43620,32,-4416,-2792,-1832
2012:Q4,-71316,-90400,-953,20037,-71316,-3448,-1024,-868,-1392,640,-27855,908,11532,6242,-2444,-200,144,-52537,89706,-97852,-1140,8272,32400,-66508,-56952,-104,-5792,-1776,-1884
2013:Q1,-35517,-45769,-1218,11470,-35517,-3448,856,360,4016,-2260,-48750,-176,-264,8089,-528,-220,-1496,8287,93535,-75964,-18432,880,27900,-82668,-70752,160,-7776,-2004,-2296
2013:Q2,-30767,-49799,603,18429,-30767,-3448,1068,360,-2900,-2376,-133665,-792,-3444,14328,708,-232,-588,125959,95750,-123440,-8443,10388,26000,-56784,-46188,-68,-3816,-3964,-2748
2013:Q3,34620,15424,788,18408,34620,-3460,936,356,-2144,-2740,-132381,-788,-36,22765,1708,-224,-2156,153199,110513,-91812,-20249,1132,22179,-52640,-48588,372,-1124,40,-3340
2013:Q4,3652,-14832,844,17640,3652,-10604,940,360,5040,-2856,-74639,-320,-524,22750,28,-176,-1516,68776,89618,-78668,-21996,7440,17067,-41216,-31368,-48,-2040,-1892,-5868
2014:Q1,-2730,-33334,1659,28945,-2730,-10604,1164,-136,1100,-668,22385,988,-2196,20897,2952,-124,1356,-32795,69166,-62256,-20302,6344,14798,-42396,-35976,16,-2160,-1696,-2580
2014:Q2,1399,-30561,1973,29987,1399,-10604,1148,-136,-816,-660,27383,1028,-208,23926,2952,248,3052,-14743,34932,-70392,-5011,9300,13581,-17568,-16696,-8,2864,-1776,-1952
2014:Q3,5169,-24087,1502,27754,5169,-10604,1176,-136,1024,-792,946,1976,-2704,18768,3672,280,-2616,15262,41890,-75788,-12354,25168,12148,-17100,-17084,-36,3812,-1884,-1908
2014:Q4,97383,70583,991,25809,97383,-10604,1188,-136,3864,-756,10670,2408,-632,24972,4800,-376,708,45140,57317,-49812,-1657,10288,12454,-20260,-19348,360,1824,-1448,-1648
2015:Q1,53826,15506,1991,36329,53826,-10604,14296,2540,3336,-1528,86429,-460,-4036,26310,576,472,816,13129,1624,-54008,-21106,-3960,17981,-44420,-38520,-32,-1404,-1676,-2788
2015:Q2,195118,157846,2028,35244,195118,-10604,13976,2544,2204,-2336,34196,208,-792,31573,4728,-128,664,88264,91890,-72608,-13990,25328,12215,-28776,-26092,-12,2488,-1508,-3652
2015:Q3,149505,114281,1717,33507,149505,-10604,14136,2540,1876,-2564,6211,-984,-760,27203,4792,-128,336,67724,150663,-89336,-16892,-4708,9977,-31848,-32088,-4,5072,-1852,-2976
2015:Q4,182263,145255,2058,34950,182263,-10604,14116,2540,-428,-2412,75124,-4200,-904,29270,7576,-132,-2012,22799,132123,-66464,-6412,-7716,10229,-28132,-28432,36,4136,-1396,-2476
2016:Q1,174809,134569,2052,38188,174809,-10604,-13632,-716,2092,2976,101559,-412,-632,28746,2436,20,584,21666,100511,-52896,-18657,11768,9567,-40584,-35476,-352,-744,-1752,-2260
2016:Q2,219799,182067,1613,36119,219799,-10604,-13580,-716,696,2840,102713,-1168,-880,25768,3636,16,1092,57977,113170,-54976,-14704,8520,8138,-27472,-24876,-36,4192,-3068,-3684
2016:Q3,244334,202262,2490,39582,244334,-10616,-13592,-716,-256,2816,97417,-28,-572,21181,3452,16,12956,64391,104824,-68724,-11954,43740,7958,-35160,-36412,36,4368,-972,-2180
2016:Q4,259030,225606,840,32584,259030,-3488,-13656,-716,3508,2760,24284,192,-704,36385,5328,16,-5248,172162,144747,-78744,-20745,-7052,6189,-48588,-44680,16,2684,-1412,-5196
2017:Q1,366850,317326,1080,48444,366850,-3488,1468,3032,-3760,3620,-5115,-100,-876,37077,2584,280,-5968,202302,169270,-25272,-14960,6756,7078,-38280,-43448,-48,2480,4224,-1488
2017:Q2,312161,265785,433,45943,312161,-3488,1544,3032,1988,3764,65069,-52,-672,30686,3560,276,-3056,113514,144403,-42300,-14027,7920,7998,-22912,-27304,-32,8652,-716,-3512
2017:Q3,315118,264290,1352,49476,315118,-3488,1492,3028,-1332,3624,73266,-72,-452,38391,1624,280,-5924,98892,138646,-25628,-6482,-748,6484,-29048,-30400,-36,3792,-1216,-1188
2017:Q4,345515,297247,880,47388,345515,-3488,1488,3032,-284,3640,69716,-208,3236,37346,2264,276,3956,140192,111820,-22428,-10251,5208,5826,-28472,-27836,-88,3732,-1224,-3056
2018:Q1,299622,271174,1214,27234,299622,-3488,1152,376,-20,2888,60233,16,-1448,36374,5916,-180,776,119444,116011,-23908,-1280,-13240,3814,-53052,-54288,-72,1072,-1092,1328
2018:Q2,338562,311002,963,26597,338562,-3488,1168,376,-92,2960,-9156,1144,-1080,40833,6660,-180,2860,140661,122370,37532,-4802,796,5257,-34216,-40440,-28,7964,-68,-1644
2018:Q3,349257,317645,1743,29869,349257,-3488,1168,376,360,3008,65326,744,-1196,29154,6996,-176,4488,109979,127695,14244,-19733,10312,5858,-28200,-32624,-24,8396,-4,-3944
2018:Q4,273663,251539,-105,22229,273663,-3488,1164,376,428,2948,11313,264,-1068,27711,6436,-180,-308,83393,126048,-8148,-6441,33216,4873,-19256,-26836,-36,8744,1124,-2252
2019:Q1,253300,237180,1015,15105,253300,-3488,1296,620,244,2776,32510,-216,-1220,23294,6524,-40,472,98282,85145,5576,-979,2504,4365,-35388,-41840,-28,2280,2772,1428
2019:Q2,340303,331431,-415,9287,340303,-3488,1296,616,-1080,2764,80081,-4,-656,24865,4696,-40,-1024,119808,78794,14436,-4397,23636,4023,-23124,-28284,4,6912,-256,-1500
