1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q4,205,286,26775,9133,-108,4282,4959,0,-3605,5595,1088,956,612,0,2939,15952,10285,1459,4208,0,-300,21774,24527,12440,389,12051,-468,20259,-8957,2372,-404,-715,-2753,-310,-2443,-5083,ND
1991:Q1,226,286,6402,-824,-685,1618,-1757,0,-2958,3117,-816,3346,789,0,-202,2204,3929,-5320,3595,-4,4867,-4583,-4187,-14741,-1196,-13545,-459,13596,16,-6395,-142,3938,-396,590,-986,-11045,ND
1991:Q2,229,283,15755,8071,-101,8719,-547,0,7179,-2431,-166,-2247,718,0,-736,6356,2918,869,2569,0,-3420,-4376,72,-10874,-4437,-6437,-238,-4112,17658,-96,188,-2454,-4448,-350,-4098,-20185,ND
1991:Q3,232,281,21326,-345,408,-1546,793,0,3344,3453,-530,1889,340,0,1754,10499,9862,-211,848,8,4367,31994,29765,15098,11459,3639,514,18875,-5038,-1829,-145,2290,2229,393,1836,10619,ND
1991:Q4,234,278,50582,25038,111,16988,7939,0,1047,11978,464,6431,2151,0,2932,13322,12515,-946,1753,15,-818,43957,40215,26199,19011,7188,385,12574,458,-1275,1096,778,3742,979,2763,-6669,ND
1992:Q1,283,386,-43241,-32217,-152,-26294,-5771,0,-2044,-2102,1154,-2181,569,0,-1644,-7438,-4110,-3237,-91,-16,576,-34065,-35130,-22174,-11746,-10428,-909,-7106,-2168,-1769,2,-1006,1065,610,455,9074,ND
1992:Q2,285,400,19653,3078,-301,-3167,6546,0,3603,7007,224,4936,1812,0,35,5579,5154,242,183,0,386,25706,21514,-1066,-2481,1415,72,3874,18658,-1092,165,903,4192,332,3860,5938,ND
1992:Q3,288,408,17495,3457,737,11322,-8602,0,9205,1793,-1297,1744,227,0,1119,-2773,-313,-1586,-874,1,5812,4121,3709,14920,23392,-8472,290,4305,-18687,-1903,-77,4861,412,254,158,-13495,ND
1992:Q4,292,421,4562,226,-575,-8792,9593,0,-180,3947,121,4249,325,0,-748,4158,5059,1011,-1912,-9,-3580,8259,6533,1790,-9096,10886,-79,14452,-5844,1013,-945,-3854,1726,2328,-602,3568,ND
1993:Q1,365,339,-35646,-26761,522,-19523,-7760,0,-1786,5039,-1213,2222,2952,0,1078,-13818,-10969,-1479,-1370,0,1680,-42799,-33664,-13740,-2604,-11136,20,-14210,-4931,-1851,133,915,-9135,-30,-9105,-7127,ND
1993:Q2,371,349,-2584,-10475,-320,-13471,3316,0,7216,157,-29,-140,952,0,-626,-1329,545,-638,-1236,154,1693,-2433,713,-16778,-20447,3669,194,11635,6023,-1131,434,336,-3146,794,-3940,173,ND
1993:Q3,376,352,1733,6319,628,486,5205,0,559,2025,-508,254,1033,0,1246,-7924,-5531,-1195,-1198,-139,893,1021,-4844,10111,13927,-3816,658,-6691,-8353,-1683,166,948,5865,-146,6011,-688,ND
1993:Q4,382,368,8024,-1968,-501,1700,-3167,0,7685,7946,868,4186,2460,0,432,-603,2836,-698,-2741,-15,-5021,9021,8312,3697,-3615,7312,-845,14566,-5813,-463,569,-3399,709,238,471,1011,ND
1994:Q1,417,389,-5252,-2229,-367,-5200,3338,0,-10897,5170,-633,3107,3608,0,-912,-3072,-114,-1434,-1524,-1,5777,3364,3851,9239,9816,-577,458,-8734,-184,-1655,3,4724,-487,424,-911,8644,ND
1994:Q2,423,395,11999,-4445,146,77,-4668,0,11013,1860,143,342,-295,0,1670,-3891,-2730,-139,-1022,0,7462,7603,4503,-12171,-10128,-2043,-200,3153,7836,-209,26,6068,3100,170,2930,-4368,ND
1994:Q3,431,403,13542,12001,-115,6505,5611,0,-1466,-1483,-85,-2221,-824,0,1647,3439,4129,400,-1090,0,1051,13538,17984,6683,2740,3943,96,14631,-6522,489,163,2444,-4446,718,-5164,24,ND
1994:Q4,438,420,17819,3490,307,-535,3718,0,10837,-4761,340,-4685,-940,0,524,9390,11508,-955,-1163,0,-1137,21135,16766,7010,4391,2619,67,4302,4974,-1213,245,1381,4369,1693,2676,3334,ND
1995:Q1,451,416,13382,1481,-533,8411,-6397,0,-20044,28912,-980,20586,8210,0,1096,5294,7185,-456,-1435,2,-2263,827,-6850,-8727,-2255,-6472,-633,4195,-2634,-398,67,1280,7677,1523,6154,-12519,ND
1995:Q2,458,420,57800,32127,341,25915,5871,0,3799,12886,627,6717,4870,0,672,12417,13476,109,-1168,4,-3433,60602,58398,27747,21867,5880,-202,10770,10352,-165,53,9843,2204,179,2025,2841,ND
1995:Q3,464,422,-3004,-14739,-287,-6277,-8175,0,6193,131,-298,-1022,55,0,1396,3426,5728,-1473,-829,-6,1991,-4874,-6368,-2059,2291,-4350,205,3607,-3539,-1233,444,-3793,1494,2416,-922,-1828,ND
1995:Q4,469,429,-4867,-10757,375,1932,-13064,0,3175,4031,226,3339,1123,0,-657,4254,7071,-1111,-1706,5,-5575,-4297,-5393,2203,20280,-18077,521,-10245,4821,-1287,248,-1654,1096,1691,-595,610,ND
1996:Q1,460,529,-28326,-25436,-394,-14977,-10065,0,-6299,5998,230,5502,1823,0,-1557,2579,4767,-269,-1919,0,-5168,-24452,-26230,-15372,-13442,-1930,-95,-792,-2558,-323,245,-7335,1778,-181,1959,3806,ND
1996:Q2,464,541,10912,55,132,-872,795,0,1308,5282,-491,4260,1394,0,119,7769,9838,-1175,-894,0,-3502,7054,8643,-7396,-4789,-2607,163,5000,15391,-1253,-227,-3035,-1589,-1747,158,-3935,ND
1996:Q3,468,558,6335,1511,63,1959,-511,0,-9711,4224,-85,-181,2882,0,1608,10596,10679,-1,-82,-2,-283,9298,2092,-11124,-8710,-2414,-739,21456,-7183,118,16,-452,7206,626,6580,2873,ND
1996:Q4,473,572,57818,16665,470,18488,-2293,0,15434,17733,860,8857,6335,0,1681,8245,7418,832,-5,-2,-257,75444,68812,28236,27859,377,10,20289,11254,745,-462,8740,6632,1595,5037,17526,ND
1997:Q1,486,655,50473,26611,-466,30502,-3425,0,-1035,18179,-56,13273,5050,0,-88,5157,6744,-129,-1458,0,1561,55045,39269,14474,10731,3743,3,13248,774,95,496,10179,15776,886,14890,4403,ND
1997:Q2,492,667,40352,26497,366,23273,2858,0,12579,-6137,-57,-8223,2695,0,-552,9340,11251,577,-2488,0,-1927,36834,39233,7205,8890,-1685,856,17285,14330,609,651,-1703,-2399,2671,-5070,-3693,ND
1997:Q3,499,699,-15708,-7037,-429,-3033,-3575,0,-6610,7989,-58,4744,2853,0,450,-8681,-7139,-876,-666,-3,-1366,3004,-7174,-11823,-1119,-10704,-602,14422,-6572,-1098,144,-1645,10178,1571,8607,18512,ND
1997:Q4,506,700,59307,27466,2320,23999,1147,0,13242,7771,-46,4565,1876,0,1376,7917,11535,-2104,-1514,0,2911,52723,56673,36155,36778,-623,562,1695,13440,-2034,1132,5723,-3950,142,-4092,-6779,ND
1998:Q1,514,772,-32194,-27790,-2034,-16161,-9595,0,-7241,10822,-93,4606,5049,0,1260,-6000,-2192,-1668,-2140,0,-1985,-27996,-36604,-56978,-48864,-8114,-514,10687,13804,-1704,96,-1995,8608,-121,8729,3940,ND
1998:Q2,524,795,24526,2357,817,4811,-3271,0,12937,4467,86,4126,3217,0,-2962,308,2621,-1382,-931,0,4457,19995,28223,18113,22333,-4220,539,-8768,14165,-1515,191,5498,-8228,9,-8237,-4802,ND
1998:Q3,536,802,51348,48682,-921,48752,851,0,16542,-20738,-128,-17453,-4579,0,1422,2407,3064,-471,-186,0,4455,67441,53361,43382,50125,-6743,-519,-6341,20979,-455,692,-4377,14080,3907,10173,15827,ND
1998:Q4,550,825,-30602,-9138,226,-5169,-4195,0,-15150,4399,36,-1557,1553,0,4367,-10025,-6435,-1146,-2444,0,-688,-40550,-41288,23660,29397,-5737,261,-26564,-36383,-1135,1037,-2164,738,-353,1091,-10223,ND
1999:Q1,560,803,-41557,-18323,-455,-16470,-1398,0,-439,-1978,-38,1189,2583,0,-5712,-18888,-16605,-249,-2034,0,-1929,-34306,-32507,-29129,-35061,5932,298,-6258,8890,-274,738,-6772,-1799,-1030,-769,7009,ND
1999:Q2,578,822,-6301,24772,665,24717,-610,0,-2913,-8860,6,-2823,-5350,0,-693,-16787,-15147,-425,-1215,0,-2513,17553,5650,8168,10145,-1977,-1017,-57,-1628,-32,1311,-1095,11903,13220,-1317,23609,ND
1999:Q3,596,842,22264,9838,-715,4022,6531,0,-4250,12261,166,9334,5049,0,-2288,2771,3219,-172,-276,0,1644,35575,21800,8864,2803,6061,283,6017,-8297,-279,674,14538,13775,-231,14006,13065,ND
1999:Q4,616,844,44496,34169,943,16931,16295,0,-7594,8102,219,2008,2632,0,3243,4671,5370,232,-931,0,5148,49983,56510,21986,8566,13420,990,50800,-19772,182,1869,455,-6527,2921,-9448,5259,ND
2000:Q1,640,813,26753,19252,-979,33389,-13158,0,19885,-4679,131,-4764,-660,0,614,-3569,-4295,14,712,0,-4136,-2397,-24735,-60789,-50099,-10690,-888,20597,13205,-44,188,2996,22338,802,21536,-29323,ND
2000:Q2,656,843,-6447,-7449,160,-11665,4056,0,8289,-7272,18,-5384,-1250,0,-656,2468,1830,86,552,0,-2483,25297,25175,5380,841,4539,1071,840,20504,70,106,-2796,122,147,-25,31557,ND
2000:Q3,667,855,31379,7479,-185,11796,-4132,0,12796,7760,-90,6848,349,0,653,1077,1380,-103,-200,0,2267,29199,24426,-3083,1318,-4401,-1282,5819,13626,-89,1995,7440,4773,-606,5379,-2368,ND
2000:Q4,672,859,55156,19387,45,18273,1069,0,6000,11613,-126,2826,1914,0,6999,17466,17363,-21,124,0,690,75191,50674,24678,11788,12890,701,2341,22682,22,-2625,2875,24517,5769,18748,19848,ND
2001:Q1,675,887,48906,31451,79,35545,-4173,0,15177,3311,19,3886,2613,0,-3207,-526,-379,-130,-17,0,-507,55008,52577,163,13646,-13483,-505,29015,13695,-143,930,9422,2431,-1216,3647,5889,ND
2001:Q2,688,870,-34742,6633,-96,11203,-4474,0,-30801,5007,0,4277,-18411,0,19141,-14158,-13532,-254,-372,0,-1423,-32895,-28280,5018,861,4157,-163,3403,-28787,-466,650,-7935,-4615,3388,-8003,1665,ND
2001:Q3,690,859,-35943,-41892,168,-38732,-3328,0,-9225,8417,0,6402,-634,0,2649,-1347,-2185,-312,1150,0,8104,-61060,-44019,-14691,-15053,362,431,-22236,-12165,-323,385,4580,-17041,-61,-16980,-25286,ND
2001:Q4,696,826,78838,74610,-1,72116,2495,0,12507,3310,0,-4764,-5589,0,13663,-3971,-4049,100,-22,0,-7618,90232,88600,68093,59456,8637,592,24590,12813,59,177,-17724,1632,2175,-543,11265,ND
2002:Q1,688,831,14881,34133,-64,29159,5038,0,-14571,-14533,0,-9775,999,0,-5757,10056,9685,-14,385,0,-204,24580,30276,43939,31231,12708,-1001,37392,-31938,-123,247,-18240,-5696,814,-6510,9556,36391
2002:Q2,693,820,36411,18839,417,27204,-8782,0,11079,15455,0,11659,3577,0,219,-11178,-11373,-146,341,0,2216,65616,42796,-11127,2327,-13454,-638,-5348,31686,-27,-964,29214,22820,1624,21196,29079,-5986
2002:Q3,704,815,-33634,-47963,-38,-50354,2429,0,8083,18398,0,9262,6229,0,2907,-12368,-12924,133,423,0,216,-31240,-25403,-8615,-6571,-2044,87,-46542,19632,127,-700,10608,-5837,913,-6750,2283,-46455
2002:Q4,715,798,52384,38989,290,40851,-2152,0,12921,3443,0,1723,72,0,1648,-4971,-4585,-359,-27,0,2002,28801,19786,25481,32390,-6909,901,-33311,26964,-411,1794,-1632,9015,-1622,10637,-23666,-32410
2003:Q1,704,828,3588,-14325,-106,-9628,-4591,0,19993,8557,0,3808,779,0,3970,-9814,-9732,-93,11,0,-823,7977,3877,-33805,-34549,744,-493,7897,33874,-117,-97,-3382,4100,3918,182,4266,7404
2003:Q2,713,848,55020,46507,19,39690,6798,0,398,6817,0,-10,3088,0,3739,-8431,-8883,-91,543,0,9729,76925,78194,41472,34920,6552,1648,-8068,10955,-80,-219,32486,-1269,93,-1362,21770,-6420
2003:Q3,720,869,-45480,-12605,1279,-11914,-1970,0,13217,-18587,0,-4625,-8424,0,-5538,-15671,-20361,44,4646,0,-11834,-62919,-60485,-17278,-15803,-1475,-513,2202,-21469,12,-895,-22544,-2434,749,-3183,-17588,1689
2003:Q4,729,883,-34602,-21500,-1570,-23498,3568,0,-7775,-10283,0,-6460,-1739,0,-2084,8724,15281,130,-6687,0,-3768,-36170,-47821,-27794,-29024,1230,455,8206,-23590,122,737,-5957,11651,-118,11769,-1723,8661
2004:Q1,737,919,122739,86392,260,82104,4028,0,30103,11021,0,3128,-2800,0,10693,-3222,-3415,-87,280,0,-1555,128925,104642,22820,16774,6046,-514,49973,31482,-42,291,632,24283,30,24253,6004,49459
2004:Q2,749,947,3571,15187,-248,14180,1255,0,-3317,-8732,0,-3052,3056,0,-8736,-4256,-1562,25,-2719,0,4689,-13122,7651,-3701,-12043,8342,-458,13773,11092,26,-513,-12568,-20773,1699,-22472,-16891,13315
2004:Q3,760,982,15295,11617,186,5130,6301,0,4569,2886,0,897,-3349,0,5338,-3263,-3883,77,543,0,-514,55560,30193,18012,15502,2510,186,7740,-7228,75,1241,10167,25367,10785,14582,40043,7926
2004:Q4,773,1009,38681,56245,-339,53406,3178,0,-43153,11901,0,-6660,1669,0,16892,15077,13736,81,1260,0,-1389,47685,30785,54031,49322,4709,-33,5736,-32798,85,4155,-391,16900,213,16687,8768,5703
2005:Q1,765,880,19605,-51096,-22,-44977,-6097,0,14061,38759,0,4448,-916,0,35227,18436,17582,-91,945,0,-555,3716,-2621,-32064,-39438,7374,2573,18498,-6218,-95,479,14206,6337,4954,1383,-16004,21071
2005:Q2,776,903,94134,41924,450,41703,-229,0,18428,17987,0,-4821,6993,0,15815,12583,11802,126,655,0,3212,85944,66676,36719,54758,-18039,-2977,21871,14079,118,-1520,-1614,19268,3642,15626,-8317,18894
2005:Q3,782,925,139107,91778,-251,89157,2872,0,5098,22881,0,177,-6784,0,29488,17092,13911,23,3158,0,2258,144989,140236,70513,57250,13263,515,31525,13681,21,1125,22856,4753,-271,5024,5739,32040
2005:Q4,793,943,48639,24064,5,29258,-5199,0,1203,-1118,0,314,-188,0,-1244,25981,26764,-7,-776,0,-1491,31007,30251,29571,35241,-5670,431,5393,20522,-10,-809,-24847,756,1755,-999,-17783,5824
2006:Q1,734,966,88045,52212,31,57880,-5699,0,7366,-1437,0,-3800,-6654,0,9017,25875,25227,-23,671,0,4029,120459,89883,31132,38050,-6918,-325,56835,-12773,-14,-57,15085,30576,6453,24123,32182,56510
2006:Q2,743,992,40951,-12910,-20,-12004,-886,0,16070,21054,0,2949,7388,0,10717,14496,12887,-37,1646,0,2241,23174,20151,-26008,-23284,-2724,352,13612,6766,-39,337,25131,3023,947,2076,-18026,13964
2006:Q3,753,1015,108777,62112,-238,60443,1907,0,15624,3553,0,2885,227,0,441,26239,26135,-37,141,0,1249,124966,124454,34914,19909,15005,-1032,62369,41755,-17,815,-14350,512,3688,-3176,15928,61337
2006:Q4,763,1033,129929,91122,-64,87798,3388,0,20179,8192,0,-3082,3194,0,8080,14610,13209,-218,1619,0,-4174,90083,103723,65940,64538,1402,1001,21850,21583,-209,785,-7227,-13640,827,-14467,-40117,22851
2007:Q1,801,956,150059,94399,135,98890,-4626,0,1165,26639,0,4455,-706,0,22890,24165,21547,-126,2744,0,3691,173373,134265,13449,7165,6284,1192,92665,10235,-155,-1901,18780,39108,5360,33748,23159,93857
2007:Q2,810,983,73135,11531,257,9766,1508,0,14166,27912,0,-7989,2133,0,33768,16046,13653,72,2321,0,3480,70490,56048,-3981,7884,-11865,2350,42801,9298,75,-1020,6525,14442,4790,9652,-2818,45151
2007:Q3,818,1006,106001,23861,-209,20079,3991,0,9294,12364,0,6870,1539,0,3955,52191,47077,-115,5229,0,8291,82404,86435,27506,32299,-4793,-3015,91223,-33613,-121,463,3992,-4031,11420,-15451,-23785,88208
2007:Q4,827,1025,130205,99270,191,102777,-3698,0,-7454,16087,0,272,-930,0,16745,29415,25425,216,3774,0,-7113,62018,60906,26428,24235,2193,2042,49377,-7379,221,-5313,-4470,1112,-14604,15716,-68385,51419
2008:Q1,566,712,71069,63055,137,58716,4202,0,-41059,19967,0,7154,-2221,0,15034,13348,12633,-145,860,1,15757,80676,71643,-20441,-14282,-6159,3059,51892,20744,-142,-185,16716,9033,9604,-571,9461,54951
2008:Q2,573,718,-106598,-16010,-425,-18562,2977,0,-38354,-27067,0,-2533,-293,0,-24241,-6206,-7363,-37,1194,0,-18961,-98932,-101396,-50414,-45763,-4651,-779,17727,-41086,-37,-801,-26006,2464,5615,-3151,7521,16948
2008:Q3,580,716,-38985,-52061,33400,-89727,4266,0,-812,-17518,0,-4205,-9224,0,-4089,20437,19763,0,674,-1,10970,-118706,-76724,360,9823,-9463,-1768,-45989,-37910,0,-2719,11302,-41982,2689,-44671,-79858,-47757
2008:Q4,583,687,31355,50005,204864,-144286,-10573,0,-97305,55420,0,4689,5199,0,45532,27962,25520,0,2442,0,-4727,5122,-90324,108804,106424,2380,1197,-143580,-98427,0,-873,42555,95446,11422,84024,-26337,-142383
