1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1992:Q2,4757228,3876608,3876608,0,607712,11751,11751,0,56055,56055,0,27974,27974,0,82885,0,30162,14,14,0,16239,16239,0,231184,231184,0,151448,151448,0,272908,4757228,2388373,330317,0,7000,0,7241,11,96186,100706,750537,1696,391220,407327,22878,0,-26619,0,280355,4484320,0,0,0,-0.7880753745377506
1992:Q3,4900311,3973482,3973482,0,630639,12206,12206,0,62233,62233,0,31701,31701,0,87824,0,32141,16,16,0,16780,16780,0,232312,232312,0,155426,155426,0,296190,4900311,2478962,329952,0,7375,0,6757,12,96448,103558,770972,2001,400848,427945,23196,0,-33083,0,285368,4604121,0,0,0,2.3924199749130532
1992:Q4,5421969,4369261,4369261,0,738442,14827,14827,0,73671,73671,0,40569,40569,0,93466,0,35792,25,25,0,20111,20111,0,278453,278453,0,181528,181528,0,314266,5421969,2810125,335563,0,7750,0,7598,3,97312,109818,826681,2415,431666,486710,23800,0,-26319,0,308847,5107703,0,0,0,6.5940919798427435
1993:Q1,5670046,4493617,4493617,0,811355,19030,19030,0,81354,81354,0,44543,44543,0,97204,133,35133,27,27,0,29157,29157,0,308023,308023,0,196751,196751,0,365074,5670046,2877136,359409,0,8128,0,7988,3,98628,115450,895716,2929,463983,527101,22542,133,-32429,0,323329,5304972,0,0,0,3.6032570814480316
1993:Q2,5758436,4515232,4515232,0,816684,19118,19118,0,94396,94396,0,41834,41834,0,103158,277,36513,25,25,0,30006,30006,0,296204,296204,0,195153,195153,0,426520,5758436,2874316,370027,0,8506,0,8121,157,100242,118510,908457,3293,465277,584350,23500,277,-27028,0,320431,5331916,0,0,0,0.11857885381273826
1993:Q3,6024464,4646190,4646190,0,887088,22737,22737,0,105281,105281,0,47580,47580,0,109998,290,34601,28,28,0,36563,36563,0,316735,316735,0,213275,213275,0,491186,6024464,2977689,388666,0,8891,0,9188,18,101911,125205,936966,3779,487775,663614,25344,290,-32545,0,327673,5533278,0,0,0,3.422128430387666
1993:Q4,6296866,4865339,4865339,0,887665,22532,22532,0,101382,101382,0,44977,44977,0,116141,464,34388,27,27,0,32738,32738,0,314182,314182,0,220834,220834,0,543862,6296866,3110199,406967,0,9286,0,10073,3,103392,131030,959673,4398,506221,714292,26491,464,-26620,0,340997,5753004,0,0,0,1.2166872381482141
1994:Q1,6087940,4658750,4658750,0,850537,22210,22210,0,89720,89720,0,42966,42966,0,116045,655,34193,28,28,0,29614,29614,0,312698,312698,0,202408,202408,0,578653,6087940,2981974,381249,0,9673,0,8758,2,105477,130061,916720,4792,492220,735708,27320,655,-37358,0,330689,5509287,0,0,0,-4.29685067939363
1994:Q2,6051196,4573094,4573094,0,861358,25609,25609,0,88366,88366,0,41108,41108,0,115773,392,36764,29,29,0,29478,29478,0,326002,326002,0,197837,197837,0,616744,6051196,2918843,372317,0,10041,0,7758,2,107566,131496,926180,5179,494757,755005,27973,392,-35153,0,328840,5434452,0,0,0,-1.4013984821734877
1994:Q3,6309778,4833579,4833579,0,850153,25402,25402,0,90894,90894,0,40312,40312,0,117600,322,33907,30,30,0,27634,27634,0,315205,315205,0,198847,198847,0,626046,6309778,2972811,379788,0,10376,0,7425,2,109646,138680,988483,5832,520213,832137,30725,322,-38106,0,351444,5683732,0,0,0,4.791569022711024
1994:Q4,6317493,4831577,4831577,0,859154,24924,24924,0,103488,103488,0,38542,38542,0,117830,424,31762,28,28,0,28971,28971,0,308161,308161,0,205024,205024,0,626762,6317493,3013823,369073,0,10670,0,6806,2,111735,138917,957924,6179,521682,824545,31880,424,-28979,0,352812,5690731,0,0,0,-1.4156002622768546
1995:Q1,6800246,5203193,5203193,0,952671,25158,25158,0,115159,115159,0,44664,44664,0,123538,450,36098,787,787,0,34550,34550,0,346873,346873,0,225394,225394,0,644382,6800246,3232041,401714,0,11005,0,6942,4,119313,146888,1020651,7171,558839,912377,34392,450,-29114,0,377573,6155864,0,0,0,8.36449647845449
1995:Q2,7346130,5633101,5633101,0,1045019,27872,27872,0,123513,123513,0,47860,47860,0,130628,643,41632,999,999,0,39507,39507,0,391987,391987,0,240378,240378,0,668010,7346130,3439588,436328,0,11544,0,7871,8,125623,153360,1085160,8508,612334,1039083,37231,643,-23307,0,412156,6678120,0,0,0,8.70555765564729
1995:Q3,7956397,6064628,6064628,0,1163620,32188,32188,0,141918,141918,0,50915,50915,0,136571,774,44454,1094,1094,0,45613,45613,0,443717,443717,0,266376,266376,0,728149,7956397,3708740,467322,0,20246,0,9716,2,131418,161283,1150487,9946,667210,1164882,40264,774,-24404,0,448511,7228248,0,0,0,8.560098863850934
1995:Q4,8481326,6449974,6449974,0,1240737,36915,36915,0,153585,153585,0,55442,55442,0,142539,1052,53046,1149,1149,0,38739,38739,0,474039,474039,0,284231,284231,0,790615,8481326,4029075,491714,0,26739,0,10338,7,133479,162615,1182795,11459,703520,1216013,41846,1052,-13506,0,484180,7690711,0,0,0,4.315411865402133
1996:Q1,8880368,6728661,6728661,0,1301865,38008,38008,0,155005,155005,0,54651,54651,0,141195,1359,56990,1626,1626,0,46500,46500,0,520706,520706,0,285825,285825,0,849842,8880368,4156730,521977,0,31055,0,11506,7,135245,171672,1216346,13121,736723,1356843,43319,1359,-27538,0,512003,8030526,0,0,0,5.096075585954594
1996:Q2,9263442,7035650,7035650,0,1324205,39238,39238,0,158951,158951,0,54966,54966,0,142010,1560,58072,1982,1982,0,46021,46021,0,520993,520993,0,300412,300412,0,903587,9263442,4291133,549214,0,36950,0,11792,7,139484,178948,1234430,14964,762670,1486729,44339,1560,-23242,0,534464,8359855,0,0,0,3.8781694311400305
1996:Q3,9450152,7100424,7100424,0,1409970,42830,42830,0,169104,169104,0,58672,58672,0,143582,1739,61828,2156,2156,0,50010,50010,0,572658,572658,0,307391,307391,0,939758,9450152,4278287,569961,0,41521,0,12390,5,142296,184490,1266377,16362,802307,1574794,44705,1739,-28353,0,543271,8510394,0,0,0,2.3118904785740195
1996:Q4,10061049,7403482,6452650,950832,1651432,52174,47450,4724,183770,181838,1932,67314,66896,418,146909,2401,68214,2898,2729,169,63517,61600,1917,699891,670285,29606,364344,352319,12025,1006135,10061049,4511914,621908,0,47524,0,13551,3,147528,202633,1316271,18778,846588,1719141,46904,2401,-19375,0,585280,8053291,1001623,673700,327923,6.394655354622252
1997:Q1,10160070,7454662,6450003,1004659,1685784,54022,48256,5766,191370,189412,1958,67176,66494,682,141972,2751,66412,3167,2918,249,65684,63401,2283,731403,696273,35130,361827,348710,13117,1019624,10160070,4563376,655484,0,50261,0,9028,3,150124,204790,1267457,20177,848717,1769891,44499,2751,-27760,0,601272,8076602,1063844,699615,364229,0.21171694944215613
1997:Q2,11766969,8597080,7458098,1138982,1977698,57098,50061,7037,251362,249008,2354,78862,78034,828,148491,3636,80003,3808,3514,294,84526,80677,3849,840297,797259,43038,429615,413935,15680,1192191,11766969,5249285,789496,0,61006,0,9606,3,165233,231271,1441013,24842,952228,2088152,49296,3636,-21930,0,723832,9362716,1212062,803822,408240,16.40445108012306
1997:Q3,12777568,9304824,8127011,1177813,2228006,71759,63249,8510,261461,258933,2528,91696,90867,829,151998,4941,85270,4049,3727,322,105238,100663,4575,955997,905195,50802,495597,477893,17704,1244738,12777568,5595767,869725,0,71464,0,9800,0,172431,250698,1548592,27943,1032573,2358218,51391,4941,-19683,0,803708,10269747,1263083,858495,404588,9.328952335810824
1997:Q4,12998572,9433427,8173484,1259943,2357358,75863,65875,9988,275198,272325,2873,97665,96812,853,151768,6702,98984,4097,3785,312,106010,100390,5620,1059614,1001517,58097,481457,461152,20305,1207787,12998572,5733527,916390,0,79669,0,10734,0,184332,252145,1492906,29946,1051316,2360738,49548,6702,-7597,0,838216,10432794,1357991,903419,454572,1.2851557861966272
1998:Q1,14806938,10786196,9294991,1491205,2634875,80882,70374,10508,325031,321634,3397,108386,107391,995,155851,8213,107867,6152,4800,1352,121876,115330,6546,1175674,1112688,62986,544943,523549,21394,1385867,14806938,6469964,1072297,0,88981,0,12475,0,198022,280477,1680465,35224,1153078,2754174,52989,8213,-3961,0,1004540,11822688,1598383,1010836,587547,12.868418477144465
1998:Q2,15059723,10982814,9495956,1486858,2706888,80697,71555,9142,359609,356128,3481,117166,116129,1037,155960,9215,105564,7358,5504,1854,135041,128752,6289,1181685,1124451,57234,554593,535314,19279,1370021,15059723,6533606,1136358,0,95633,0,13296,0,200628,286026,1646721,37848,1162493,2843666,50907,9215,-2081,0,1045407,12104528,1585174,1042255,542919,1.6092854311501523
1998:Q3,13279845,9912848,8546314,1366534,2199547,75584,68840,6744,332716,329828,2888,86591,85691,900,150058,9799,108501,5744,4186,1558,77003,72843,4160,933660,892811,40849,419891,404703,15188,1167450,13279845,5791446,1048714,0,85995,0,13056,0,178310,256630,1416009,34445,1015882,2461506,41686,9799,-6838,0,933205,10673574,1438821,971986,466835,-12.348538628100625
1998:Q4,15915616,11883702,10310699,1573003,2556931,78719,71612,7107,366537,362977,3560,102120,101192,928,155748,15564,130153,4999,2770,2229,117524,113272,4252,1122881,1076631,46250,462686,446461,16225,1474983,15915616,6850087,1303141,0,102777,0,15185,0,197908,299567,1735641,42960,1188056,3005393,47540,15564,3136,0,1108661,12787079,1653554,1089163,564391,21.08505468710716
1999:Q1,16370177,12155256,10616000,1539256,2687253,86774,80073,6701,421011,417415,3596,100992,100107,885,159283,16415,119051,4233,3021,1212,162895,158092,4803,1140976,1096344,44632,475623,459785,15838,1527668,16370177,6849076,1476972,0,102772,0,16259,0,198219,316597,1718908,46203,1216866,3142852,50544,16415,1884,0,1216610,13225586,1616923,1142521,474402,3.4466701833164124
1999:Q2,17747392,13207732,11484432,1723300,2882684,90174,83738,6436,418279,414352,3927,98668,97843,825,164502,20625,119271,4917,3412,1505,217208,210092,7116,1212226,1165159,47067,536814,519963,16851,1656976,17747392,7394642,1696963,0,102189,0,16229,0,204532,341554,1773829,50782,1312387,3451209,56205,20625,-877,0,1327123,14283389,1807027,1251228,555799,7.4816765419592475
1999:Q3,16859595,12706835,11068910,1637925,2451200,89550,84272,5278,350681,347471,3210,67684,67024,660,144954,21063,109043,3998,3259,739,172419,166177,6242,1027946,992048,35898,463862,450093,13769,1701560,16859595,7041700,1698637,0,101505,0,15834,0,190371,331922,1591834,48476,1231949,3316176,36658,21063,-12057,0,1245527,13454314,1703721,1246008,457713,-6.912171397692243
1999:Q4,19980506,15388745,13687036,1701709,2588045,82801,78650,4151,392967,389390,3577,72461,71800,661,146940,33862,105992,3098,2936,162,231648,224651,6997,1038286,1004038,34248,479990,466622,13368,2003716,19980506,8353308,2075021,0,102545,0,17720,0,208169,383281,1806759,56909,1407716,4060203,41191,33862,-1259,0,1435081,16211917,1764873,1355940,408933,17.91792586521881
2000:Q1,20975042,16265643,14655293,1610350,2620256,81220,77243,3977,388000,384619,3381,74364,73712,652,149305,36793,95857,2157,1495,662,287598,279240,8358,1037521,1003410,34111,467441,454431,13010,2089143,20975042,8673613,2074707,0,101804,0,18238,0,205680,395562,1950310,60405,1449700,4440119,41891,36793,4906,0,1521314,17211398,1674501,1345267,329234,3.5004818040248566
2000:Q2,20217999,15617179,14006884,1610295,2546757,81236,76738,4498,393940,390565,3375,94592,93775,817,147357,46090,89386,2252,1439,813,232852,224351,8501,1011443,975685,35758,447609,435040,12569,2054063,20217999,8253908,1973307,0,100168,0,18006,0,204542,384174,1908923,60060,1408895,4288728,41091,46090,7928,0,1522179,16487310,1676626,1293795,382831,-4.74028726554926
2000:Q3,20172592,15261250,13727770,1533480,2968556,106113,100312,5801,488393,483944,4449,117249,116262,987,145409,49702,120521,2437,1552,885,278341,266998,11343,1215393,1171381,44012,444998,429323,15675,1942786,20172592,8135733,1908758,0,99171,0,19168,0,200100,386072,1941411,60715,1429789,4333503,39252,49702,16551,0,1552667,16613174,1616632,1250105,366527,-0.03796306494841629
2000:Q4,18250166,13366519,11865829,1500690,3030805,116768,110284,6484,525494,520945,4549,134171,133037,1134,143066,65585,150683,1708,1526,182,257542,249762,7780,1241770,1195863,45907,394018,378666,15352,1852842,18250166,7176893,1717546,0,97289,0,18568,0,195106,354549,1823066,56576,1298683,3910517,36543,65585,16708,0,1482537,14815246,1582078,1228140,353938,-10.5591357882311
2001:Q1,16192076,11817843,10334220,1483623,2719692,107856,101974,5882,448151,443911,4240,63988,63191,797,138532,66006,141436,3162,2068,1094,208425,199981,8444,1223387,1177184,46203,318749,303974,14775,1654541,16192076,6415484,1457214,0,95681,0,17961,0,173257,313458,1651570,49059,1185877,3369705,32476,66006,13495,0,1350833,12972477,1565058,1139452,425606,-12.566073253021539
2001:Q2,17335701,12673982,11095658,1578324,2943624,116638,110531,6107,488025,483295,4730,71882,70932,950,138790,75560,149334,4314,2882,1432,236006,228508,7498,1345761,1295349,50412,317314,301448,15866,1718095,17335701,6863494,1482561,0,95300,0,19281,0,181252,332360,1799948,52733,1265772,3644277,33840,75560,15698,0,1473625,13952287,1665319,1186001,479318,7.151143403297993
2001:Q3,14664139,10625839,9223447,1402392,2604416,122587,117214,5373,459079,454868,4211,73384,72542,842,136335,64345,143866,4446,3108,1338,180197,174421,5776,1188216,1145076,43140,231961,219379,12582,1433884,14664139,5724940,1213521,0,92532,0,19371,0,166181,294459,1598003,43796,1125466,3008946,29088,64345,2133,0,1281358,11754601,1475654,1071792,403862,-16.16705312019215
2001:Q4,16416827,11971563,10431925,1539638,2832591,117130,112201,4929,474755,470777,3978,98643,97655,988,141184,82992,141601,4400,3885,515,217244,211404,5840,1295586,1250185,45401,259056,246065,12991,1612673,16416827,6447642,1286722,0,91828,0,20542,0,176575,305025,1785331,49091,1260360,3425322,31009,82992,12937,0,1441451,13189874,1614280,1196145,418135,11.970469363533214
2002:Q1,16563031,12001621,10434455,1567166,2954385,122799,117294,5505,452803,448722,4081,101275,100277,998,146933,88203,142724,6772,5077,1695,217063,211644,5419,1361791,1313197,48594,314022,300382,13640,1607025,16563031,6464659,1285382,0,89472,0,20151,0,179378,307733,1778574,50618,1294055,3493941,30960,88203,2602,0,1477303,13308908,1647098,1236825,410273,0.6356185466879799
2002:Q2,14733652,10408263,8939981,1468282,2803515,130427,124454,5973,432954,428922,4032,100401,99393,1008,149180,88951,134232,8394,6460,1934,173370,168021,5349,1286738,1238292,48446,298868,285446,13422,1521874,14733652,5802768,1108373,0,87041,0,18844,0,167061,285659,1577062,44338,1139181,3098686,30285,88951,5187,0,1280216,11663332,1548446,1133004,415442,-12.915215103556685
2002:Q3,12299919,8649324,7370712,1278612,2415120,106513,101123,5390,389721,386588,3133,82798,81988,810,155002,82259,115752,8116,6313,1803,145245,140052,5193,1075050,1033625,41425,254664,243272,11392,1235475,12299919,4706606,912525,0,84153,0,16904,0,149007,247663,1378336,37011,1076542,2504642,30679,78326,-11256,0,1088781,9716686,1347758,1009052,338706,-17.161070456935885
2002:Q4,13174700,9251390,7957785,1293605,2549330,117859,112406,5453,400686,397366,3320,85710,84876,834,161165,102142,124454,6680,6157,523,161076,155680,5396,1125142,1081228,43914,264416,252201,12215,1373980,13174700,4994061,984329,0,82753,0,19154,0,155573,264732,1493308,48836,1076523,2688868,33584,98228,5330,0,1229421,10435460,1365260,1041752,323508,7.326821574991355
2003:Q1,12733801,9012023,7736330,1275693,2428325,103268,97707,5561,358569,355785,2784,82451,81696,755,167180,100831,122259,7937,5929,2008,158333,153518,4815,1072105,1029489,42616,255392,245137,10255,1293453,12733801,4691485,922711,0,82710,0,18931,0,150011,261734,1517484,56254,1119439,2579752,33694,97162,-6398,0,1208832,10095861,1344487,1031974,312513,-3.4918298636372995
2003:Q2,14787084,10359270,8951939,1407331,2846395,121087,114701,6386,408374,405439,2935,91338,90583,755,190729,121572,122110,9763,7221,2542,192656,186712,5944,1276805,1225469,51336,311961,299933,12028,1581419,14787084,5544952,1030006,0,87538,0,21944,0,165631,293618,1754021,67152,1142658,3075150,40006,117704,-1400,0,1448104,11716408,1489257,1113884,375373,16.02809785565075
2003:Q3,15476426,10758279,9291864,1466415,2962762,128921,122338,6583,422380,419457,2923,97208,96430,778,204443,119753,125821,10217,7452,2765,212053,205869,6184,1321130,1268782,52348,320836,308404,12432,1755385,15476426,5891889,1021911,0,88958,0,23629,0,169813,303591,1798712,66898,1185568,3282123,45575,115547,-925,0,1483137,12170613,1550428,1166742,383686,3.2888694792141675
2003:Q4,17326189,11927922,10386711,1541211,3318845,139461,132823,6638,476250,473166,3084,108138,107332,806,215910,150983,133489,11911,8916,2995,241680,235064,6616,1471947,1417798,54149,369076,354734,14342,2079422,17326189,6624645,1106509,0,93934,0,25204,0,185024,325777,1967418,79022,1254192,3762039,52730,146316,7146,0,1696233,13616926,1629841,1237699,392142,11.916975485197424
2004:Q1,17974556,12327258,10618224,1709034,3508838,159115,150967,8148,519071,515430,3641,116559,115559,1000,234422,161704,134842,15000,11012,3988,253946,245510,8436,1508850,1447341,61509,405329,390045,15284,2138460,17974556,6922779,1122544,0,97968,0,26437,0,190324,338236,2026199,83867,1232634,3967702,66931,155616,17333,0,1725986,14025056,1811040,1287080,523960,2.2203538454558247
2004:Q2,18186044,12626660,10873428,1753232,3397841,140328,132596,7732,544637,540401,4236,122278,121196,1082,236446,178537,133521,15028,11218,3810,234641,227009,7632,1467720,1407883,59837,324705,309368,15337,2161543,18186044,6937469,1138964,0,92425,0,25573,0,193003,341824,2030368,85918,1295749,4033580,70975,171828,-1305,0,1769673,14171603,1852898,1314793,538105,0.9526768616467176
2004:Q3,17969015,12337220,10571658,1765562,3419439,145576,137947,7629,524707,520638,4069,119638,118579,1059,244874,181392,128649,21466,16474,4992,227676,220579,7097,1484614,1423824,60790,340847,328610,12237,2212356,17969015,6831761,1114543,0,101279,0,25367,0,192982,341083,2026846,85806,1257819,4008437,74544,173932,-4256,0,1738872,13893224,1863435,1325073,538362,-2.250508991358134
2004:Q4,19795771,13511859,11644860,1866999,3723494,138910,131306,7604,536958,532629,4329,127869,126660,1209,255455,227539,145691,24513,18812,5701,261364,254212,7152,1604092,1542429,61663,401103,383930,17173,2560418,19795771,7368566,1213832,0,90971,0,26346,0,202674,366740,2193261,98280,1471030,4491000,81804,217689,21405,0,1952173,15263523,1971830,1409673,562157,9.70911841436121
2005:Q1,19664718,13467492,11426122,2041370,3547321,133608,125482,8126,509030,504715,4315,124594,123329,1265,261526,231307,119901,25283,19118,6165,269403,260710,8693,1490331,1426550,63781,382338,366908,15430,2649905,19664718,7430140,1137185,0,88504,0,25434,0,196692,363655,2136868,98891,1473782,4457299,87954,217437,17463,0,1933414,14865668,2149145,1421092,728053,-2.629132650627909
2005:Q2,20135808,13736489,11591054,2145435,3694917,138802,130525,8277,522939,518707,4232,138743,137475,1268,271592,245299,125497,27249,20518,6731,263314,255533,7781,1529525,1465290,64235,431957,415706,16251,2704402,20135808,7678716,1101851,0,94628,0,26451,0,199567,368498,2171903,101220,1491598,4588344,95339,230240,15192,0,1972261,15177196,2254210,1495536,758674,1.8854970031579634
2005:Q3,21052149,14222454,12051286,2171168,3751025,134294,125823,8471,538086,533703,4383,149738,148436,1302,277813,262858,107253,23193,17251,5942,288596,279685,8911,1497506,1432852,64654,471688,456359,15329,3078670,21052149,8082079,1089399,0,104072,0,26974,0,204749,376328,2245396,108181,1505127,4884903,102966,245509,14415,0,2062051,15693319,2280160,1532146,748014,3.594601182288119
2005:Q4,21517737,14217798,12062909,2154889,3982234,145354,136836,8518,576030,571606,4424,159131,157831,1300,276482,300819,118035,25470,19753,5717,311835,302600,9235,1578844,1517076,61768,490234,470910,19324,3317705,21517737,8193332,1058806,0,103630,0,27008,0,205749,380355,2287801,112724,1530000,5056822,104874,281018,57865,0,2117753,15934857,2265175,1565379,699796,1.7447876595616454
2006:Q1,23081027,15235218,12695278,2539940,4163398,147472,137121,10351,569870,564864,5006,164061,162647,1414,281444,329207,116026,24440,17659,6781,369134,356536,12598,1624697,1546894,77803,537047,517333,19714,3682411,23081027,9433871,1043745,0,96008,0,28124,0,210901,400696,1863657,121189,1696388,5442967,108995,305814,71760,0,2256912,16725009,2673607,1638071,1035536,4.996167135305718
2006:Q2,22488739,14749809,12323911,2425898,4065350,147431,136875,10556,543495,538730,4765,149070,147587,1483,281055,345705,110286,25998,19168,6830,360485,347536,12949,1641180,1561393,79787,460645,441140,19505,3673580,22488739,9160713,970391,0,98501,0,26987,0,207649,392384,1805783,118607,1650253,5343358,107125,317546,55709,0,2233733,16253386,2561773,1611405,950368,-2.3828721584933503
2006:Q3,23269245,15147399,12659797,2487602,4293227,144740,135122,9618,596009,591149,4860,149428,147999,1429,287788,361698,124038,26828,19681,7147,355293,342029,13264,1737018,1650964,86054,510387,488580,21807,3828619,23269245,9444782,964281,0,103882,0,27784,0,216196,408027,1864725,125849,1674690,5548721,111488,331600,59831,0,2387389,16808845,2631781,1653260,978521,4.009715127540328
2006:Q4,24978264,16026365,13420745,2605620,4622939,125237,115916,9321,649678,644674,5004,153066,151654,1412,299110,422550,127389,25535,18548,6987,393944,379358,14586,1816864,1733170,83694,609566,581424,28142,4328960,24978264,10154846,964060,0,106448,0,30535,0,231627,462491,1976297,138402,1734141,6026520,121670,387336,85480,0,2558411,17894538,2754766,1796102,958664,6.70542818947509
2007:Q1,25759803,16666943,13645591,3021352,4556497,112704,102245,10459,626842,621333,5509,156379,154721,1658,313295,444260,113574,26742,19125,7617,405649,388176,17473,1736962,1642703,94259,620090,586214,33876,4536363,25759803,10586242,974300,0,112582,0,29515,0,233218,472748,1992967,141086,1751049,6235084,136299,404508,89515,0,2600690,18031237,3192203,1840804,1351399,0.9722267164328259
2007:Q2,26996343,17400479,14398077,3002402,4637565,114358,103670,10688,632886,627203,5683,166559,164786,1773,324109,485926,130125,22976,16592,6384,422321,402631,19690,1698039,1605314,92725,640266,603109,37157,4958299,26996343,10709122,1039857,0,104754,0,32002,0,246647,494561,2102757,152020,1873530,6690863,146407,442671,100055,0,2861097,18861542,3176502,1894637,1281865,5.636535523473196
2007:Q3,27358257,17576536,14524189,3052347,4519252,101448,93246,8202,603408,598153,5255,162725,160990,1735,328702,551101,121219,18397,13541,4856,367147,351644,15503,1626201,1532258,93943,638904,601737,37167,5262469,27358257,10667569,1065175,0,114251,0,34531,0,251412,501506,2121664,153972,1880791,6853800,152505,498523,118676,0,2943882,18876780,3219008,1949315,1269693,1.0201080254037782
2007:Q4,26311456,16924153,14030865,2893288,4139313,70587,64483,6104,600316,595533,4783,155961,154289,1672,316135,608422,73843,20727,16178,4549,353858,337413,16445,1336481,1258491,77990,602983,566773,36210,5247990,26311456,9987099,1033221,0,115029,0,33625,0,237325,480323,2040978,150810,1839262,6611942,145198,544824,137821,0,2953999,18022425,3041041,1910164,1130877,-3.6830402316784796
2008:Q1,24052257,15615923,12729619,2886304,3649454,67324,61237,6087,523786,519424,4362,141240,139512,1728,291960,571108,51113,17867,14455,3412,284077,269696,14381,1211204,1136644,74560,489775,459421,30354,4786880,24052257,9143156,987843,0,112181,0,31886,1,216969,434788,1844741,130873,1737432,5963957,129808,494644,76952,0,2747026,16244189,3021188,1786093,1235095,-9.960267378446781
2008:Q2,23364639,15454256,12754186,2700070,3208674,57514,52459,5055,453170,449633,3537,126154,124677,1477,279400,578066,40641,18964,15682,3282,271861,259180,12681,936220,880538,55682,446684,416508,30176,4701709,23364639,8524495,1011226,0,106761,0,30946,1,214447,420941,1814610,130299,1769649,5920011,123847,492137,104050,0,2701219,15850970,2811960,1692817,1119143,-2.0154891705284323
2008:Q3,20696321,13834119,11331517,2502602,3226092,54000,47895,6105,403206,400292,2914,122050,120383,1667,231881,579509,8757,16203,13900,2303,158912,146033,12879,1263844,1184908,78936,387730,355626,32104,3636110,20696321,7438941,971814,0,102214,0,25978,0,212029,390104,1655710,111551,1602673,5019971,99066,491252,84911,0,2490107,14420701,2639510,1550132,1089378,-9.145246220531355
2008:Q4,16377758,11049169,8821591,2227578,2580161,62347,57063,5284,314318,311629,2689,80612,79506,1106,185098,531286,12814,16752,14796,1956,93922,87380,6542,1030644,976657,53987,252368,231049,21319,2748428,16377758,5853536,791594,188676,96547,0,22193,0,195998,320911,1275037,86818,1299132,3736342,72277,438296,70542,0,1929859,11308869,2320461,1342655,977806,-23.41730086250634
2009:Q1,14561127,9962136,7916293,2045843,2142018,35818,32313,3505,265194,263085,2109,47106,46496,610,179708,482019,15616,15028,13494,1534,62721,61143,1578,833130,796553,36577,205678,190390,15288,2456973,14561127,5184062,678830,223856,89427,0,24237,0,167347,259263,1111499,76221,1219961,3357674,64904,361664,29801,0,1712381,9997110,2107044,1249473,857571,-11.179495333273707
2009:Q2,17118513,11355694,9133010,2222684,2600610,36924,33448,3476,278567,276348,2219,71802,70860,942,199092,590338,20627,18911,17162,1749,83661,81982,1679,1046432,997172,49260,254256,236760,17496,3162209,17118513,6257603,758642,157566,99168,0,23807,0,190465,291015,1269941,93643,1299017,4076209,74824,449471,39211,0,2037931,11656799,2299505,1337193,962312,16.14372129912557
2009:Q3,20012572,12980526,10496485,2484041,3195895,42190,38680,3510,336424,333849,2575,96176,95026,1150,220622,693376,22790,24808,22676,2132,102598,100667,1931,1370824,1310462,60362,286087,267933,18154,3836151,20012572,7331818,845283,158847,104594,0,25183,0,222946,325714,1448752,110745,1502218,4827596,83653,534875,46325,0,2444023,13602566,2573855,1481037,1092818,15.733382140919067
2009:Q4,20848055,13679698,11188489,2491209,3173062,41590,38480,3110,323611,321327,2284,97124,96050,1074,224407,777128,25060,24069,22333,1736,100411,98712,1699,1217746,1165803,51943,341916,324406,17510,3995295,20848055,7451598,863153,67351,102876,25106,34126,0,224503,351146,1504445,119695,1574956,5093642,87430,595518,69978,25106,2657426,14282195,2570565,1544230,1026335,5.293380499872841
2010:Q1,21868943,14221421,11704764,2516657,3512508,49382,45896,3486,386482,384089,2393,118587,117329,1258,230313,805364,25532,24070,22189,1881,104259,102579,1680,1405969,1345948,60021,362550,344074,18476,4135014,21868943,7833313,892125,50234,104344,25416,34397,0,221343,376003,1599649,127993,1616577,5358728,89087,615882,37824,25416,2860612,15128077,2605852,1627128,978724,5.685847567568518
2010:Q2,19664743,12774599,10434117,2340482,3155532,40787,37766,3021,368306,366157,2149,101699,100637,1062,223465,772206,23171,24892,23013,1879,85802,84259,1543,1208348,1156905,51443,306856,290998,15858,3734612,19664743,7143358,774768,49613,99921,25733,28308,0,197812,353785,1424962,113718,1491813,4733116,82042,558690,20888,25733,2540483,13512694,2417437,1509509,907928,-11.524419382586256
2010:Q3,22011328,14161864,11672113,2489751,3373657,53879,49493,4386,387997,385762,2235,107397,106288,1109,240214,882745,23589,27783,25784,1999,91674,90179,1495,1215824,1165012,50812,342555,325744,16811,4475807,22011328,8021905,845055,50814,104811,26057,30231,0,209039,396489,1590991,127807,1619569,5331986,92101,653200,21666,26057,2863550,14966923,2568598,1600534,968064,10.973268280952627
2010:Q4,24225672,15565633,12978719,2586914,3759793,62348,57438,4910,421489,419002,2487,123342,122082,1260,239384,991989,24131,31242,28849,2393,110096,108242,1854,1383734,1325980,57754,372038,353404,18634,4900246,24225672,8784661,917209,49928,105288,26385,35060,50,224165,429535,1778082,145304,1722987,5872706,96701,752507,45255,26385,3213464,16649220,2676206,1706971,969235,11.152051342605409
