1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2009:Q2,27936452,14625551,7472024,3818284,1627416,1707827,13310901,211210,149233,26241,780168,7904,138700,55949,41890,13963,22025,4873,89683,46278,43405,172496,758642,2630396,444,129437,2121900,6094447,27342350,14245835,3797207,86180,458536,3252491,3010752,676921,1283508,1050324,403465,1560598,34647,5439166,13096515,11355694,1740821,13690617,95.66051987038831,51.98298333760006,49.72719210488556,24099409,10788508,4212000,3495716,1548619,1532173,9853574,79973,3697806
2009:Q3,28377875,14426894,7309692,3796106,1641163,1679933,13950981,298368,212428,26260,740313,8997,132872,49698,40835,13612,24081,4646,88543,45794,42749,179444,845283,3152658,410,151868,2114745,5998792,29030766,14037221,3814680,72901,466595,3275184,2870700,604865,1251085,1014750,413767,1549190,41742,5347142,14993545,12980526,2013019,14340654,104.55272933386574,44.5883900814602,46.61837879619731,24763743,10812762,4256521,3491467,1561404,1503370,10726522,80403,3736902
2009:Q4,28236942,13963423,6826243,3765496,1669582,1702103,14273519,364004,228801,31528,725069,7852,145413,55987,42964,14321,27101,5040,88287,45067,43220,180383,863153,3285535,444,162039,2064452,6126559,29774113,13973555,3841418,58410,477715,3305293,2679084,565036,1138577,975471,405516,1582043,35700,5429794,15800558,13679698,2120860,14263387,110.77704251540116,41.26754326036283,45.7149639425937,25133387,10859868,4298039,3491538,1577552,1492739,11159832,80772,3770923
2010:Q1,28611350,14174852,7021726,3733713,1682014,1737399,14436498,412921,210549,38111,637096,8996,146077,57137,42376,17459,24009,5096,89299,44456,44843,158135,892125,3398168,459,168312,2148168,6128082,30462403,14017326,3914273,73617,486917,3353739,2575453,516343,1103731,955379,416207,1619159,49464,5442770,16445077,14221421,2223656,14594025,112.68363037700502,39.463030761346545,44.46837571867954,25352644,10916146,4311480,3498802,1591654,1514210,11335318,81042,3801728
2010:Q2,28881115,14841996,7632608,3756241,1704461,1748685,14039119,428444,215201,38657,586159,9221,153260,63594,45011,18337,21606,4712,88547,44067,44480,145281,774768,2985529,427,157789,2215741,6240095,28972692,14246826,3959182,81979,497624,3379579,2466962,480580,1071876,914505,414624,1660536,43875,5701647,14725866,12774599,1951267,14634289,100.62577107253539,43.638476526553774,43.9115534891521,25123942,11084823,4448349,3514228,1605455,1516791,10877116,81291,3835478
2010:Q3,29523483,14851968,7540658,3799882,1713229,1798200,14671515,486063,205539,35791,568165,11547,165273,70683,46889,18963,23695,5043,87852,43673,44179,141026,845055,3464889,502,174166,2221506,6264141,30672329,14310633,4048115,97938,499623,3450554,2424265,472991,1061279,889995,417616,1689181,47060,5684397,16361696,14161864,2199832,15212850,107.55181271135972,39.5581226108592,42.54547794256133,25827546,11156031,4449700,3537487,1620746,1548098,11516913,81429,3869359
2010:Q4,28282506,15077107,7631731,3844060,1740922,1860394,13205399,489675,235240,63991,555140,22034,216876,123511,48024,16008,23935,5398,88256,43864,44392,151286,917209,3703940,565,184969,2202562,4373656,32261011,14272167,4088549,82928,511014,3494607,2330516,496741,946393,887382,406300,1738907,78398,5629497,17988844,15565633,2423211,14010338,128.3969274458604,35.68358791068571,45.81663047976294,24439884,11234485,4473772,3563303,1637878,1559532,10167717,81609,3905319
2011:Q1,28993589,15461942,7871793,3878113,1773293,1938743,13531647,453320,208903,74765,535697,23204,212708,129229,41312,13771,23102,5294,86768,43484,43284,150610,973102,3972437,647,188558,2298920,4352008,33492786,14380105,4150982,110460,513547,3526975,2304239,510847,942507,850884,397704,1768658,102670,5655852,19112681,16567200,2545481,14613484,130.78798083840596,33.7745428105916,44.17304257937576,24935080,11403433,4525733,3592106,1655681,1629913,10554975,81807,3936718
2011:Q2,29054960,15448403,7733308,3929335,1798379,1987381,13606557,537752,198719,79608,523446,23193,218592,125792,48750,16250,22863,4937,91065,47406,43659,158460,975429,4016154,578,185322,2358709,4239530,33551663,14486687,4209651,106911,518213,3584527,2339362,534378,978346,826638,399112,1788065,86907,5663590,19064976,16518909,2546067,14568273,130.86641220443093,34.35101532579237,44.95394131265868,25121574,11515017,4560839,3622846,1674307,1657025,10634887,82038,3973706
2011:Q3,28275496,15443476,7666097,3970475,1818184,1988719,12832020,535235,182011,58199,508102,22223,188312,106651,40857,13619,22622,4563,90480,46430,44050,149681,840928,3318202,510,160453,2331826,4445858,31204518,14816566,4268661,124685,516993,3626983,2382721,586371,987795,808555,413219,1772949,99887,5879129,16387952,14191024,2196928,13458929,121.76267306960924,40.58702648387117,49.419848366231776,24461070,11629050,4595177,3661614,1693936,1678323,9644504,82300,4015766
2011:Q4,28990368,15983948,8128479,4023175,1831473,2000821,13006420,582807,195351,52528,515830,22906,207993,123604,42968,14323,22291,4807,91199,46182,45017,159780,940555,3552983,526,164998,2289401,4229563,33020904,15002955,4303850,116307,519547,3667996,2456227,641161,1006059,809007,429192,1762612,91745,5959329,18017949,15598834,2419115,13987413,128.81545073142823,37.5185717358968,48.32971728958969,24754633,11748213,4649433,3702852,1714543,1681385,9751678,82597,4061203
2012:Q1,29553137,16126477,8157803,4069338,1860711,2038625,13426660,511247,177363,48491,492186,26299,191366,112071,38931,12977,22429,4958,88720,45201,43519,187446,1046924,3904335,632,178469,2339710,4233472,34829319,15089331,4401922,127583,520657,3753682,2407579,643971,991535,772073,414607,1791247,110778,5963198,19739988,17020124,2719864,14463806,136.47851425019428,34.49597329715755,47.07959183210438,25363690,11937030,4704272,3747025,1734170,1751563,10274359,82960,4110671
2012:Q2,29595023,16188839,8162858,4105663,1881223,2039095,13406184,570772,164188,43135,476564,26202,188317,109188,38547,12849,22721,5012,88170,44586,43584,193689,1006139,3669157,551,171695,2351621,4455984,34525233,15329845,4481391,132081,531590,3817720,2401716,676991,986227,738497,420032,1778882,100024,6147800,19195388,16546012,2649376,14265179,134.56114629313043,35.85812799406185,48.25110806806753,25465875,12059691,4756520,3794226,1753748,1755197,10136030,83345,4163000
2012:Q3,30288447,16521029,8374753,4152979,1903510,2089787,13767418,600532,169606,49706,480953,20661,191761,111150,39439,13146,22947,5079,88310,44685,43625,196143,1057400,3980066,555,178073,2377737,4375915,35959925,15506879,4595231,136003,530498,3928730,2425236,682966,1026919,715351,427717,1833542,99318,6125835,20453046,17648895,2804151,14781568,138.36858182952366,34.324799682780494,47.49473853688821,25979709,12212291,4806336,3838528,1772407,1795020,10472830,83773,4214122
2012:Q4,30528467,16750136,8543871,4199753,1907266,2099247,13778331,626691,209082,53621,504912,18273,192241,112132,39437,13146,22915,4611,90170,45944,44226,197789,1040110,4124887,552,177980,2344826,4197197,35993054,15710316,4714439,130329,533054,4051056,2457241,726567,1010834,719840,407218,1830684,93102,6207632,20282738,17486791,2795947,14818152,136.8776507222463,35.35853999815984,48.39793887916697,26098281,12319950,4860618,3882981,1791096,1785255,10387965,84277,4262743
2013:Q1,31061264,16934949,8638773,4235585,1918851,2141740,14126315,620384,207248,83188,493518,18561,182842,112897,32639,10880,22827,3599,82455,44547,37908,170774,1146896,4354505,624,187924,2443148,4134248,38591796,15873480,4773391,140086,536077,4097228,2441544,703252,1033838,704454,409670,1831548,106315,6311012,22718316,19640529,3077787,15187784,149.5828190918814,31.75822872041902,47.5048538136503,26611437,12485122,4906697,3927459,1811687,1839279,10737957,84851,4309230
2013:Q2,31534655,17440822,9079528,4263622,1945947,2151726,14093833,570333,191683,98696,499451,16334,180387,103353,37330,12443,21923,5338,86677,48820,37857,186667,1176561,4320402,574,187498,2563791,4014779,39326252,16150311,4849214,147246,540001,4161967,2523803,724419,1076967,722417,411961,1857970,83694,6423669,23175941,20002143,3173798,15384344,150.64627074089472,31.81323526006151,47.92545252131005,26677906,12584073,4949867,3967402,1830465,1836339,10527595,85488,4357643
2013:Q3,32899467,18083121,9638267,4294902,1973816,2176137,14816346,608338,209659,99460,523947,26188,190279,113827,37376,12459,21402,5215,85966,48172,37794,173327,1234370,4783382,563,197149,2614401,4069317,40941521,16501135,4988232,171169,536373,4280690,2542283,736065,1067852,738366,416167,1923229,80643,6550581,24440386,21085354,3355032,16398332,149.04190262933326,30.811768144431458,45.92244547619946,27550967,12734621,5011993,4005757,1850870,1866001,11049832,86177,4410219
2013:Q4,33706121,18264788,9724684,4321474,2013748,2204882,15441333,671058,248237,122171,535492,22643,184184,106504,38822,12941,21167,4750,88023,49908,38115,168794,1359761,5111076,596,208084,2616645,4104569,43064760,16675065,5022866,144511,535158,4343197,2607363,778769,1086297,742297,418959,1931206,83191,6611480,26389695,22686251,3703444,17031057,154.9504282595695,28.91366948180252,44.80185468760945,28295047,12853714,5070211,4050950,1872693,1859860,11619982,86886,4464592
2014:Q1,33815875,18255657,9596265,4355120,2044196,2260076,15560218,617001,191652,108869,521153,23186,194434,116600,38909,12970,21320,4635,88615,51403,37212,221842,1386292,5161578,750,217109,2663828,4163909,43925390,16857513,5130457,180154,534715,4415588,2638055,794720,1116057,727277,412449,1970827,98508,6607217,27067877,23438216,3629661,16958362,159.61374589877616,28.700113813262558,45.80932673456046,28631944,13071726,5137580,4098065,1895506,1940575,11774431,87635,4523522
2014:Q2,34809719,18830793,10075095,4403202,2063690,2288806,15978926,678093,167071,128031,511125,27703,185750,105470,40664,13555,21368,4693,89672,52066,37606,221701,1460674,5406742,705,230204,2759445,4112010,45360730,17015314,5226573,185778,534409,4506386,2659328,828739,1104232,726357,425790,2016708,84810,6602105,28345416,24513345,3832071,17794405,159.29398212378192,27.82072724107751,44.31674427810814,29202522,13223596,5205687,4150996,1920930,1945983,12187208,88455,4587071
2014:Q3,35067962,19123809,10290362,4449254,2091213,2292980,15944153,709399,150745,118642,523187,41545,184110,103087,41380,13793,21307,4543,90045,52084,37961,228170,1479025,5178434,698,232592,2763319,4244242,45551617,17354902,5298529,207060,532414,4559055,2712693,839262,1144531,728900,465868,2081998,104861,6690953,28196715,24323936,3872779,17713060,159.18602100876797,28.411899305482276,45.22777199741502,29337541,13393388,5275116,4208302,1947579,1962391,11982639,89341,4650958
2014:Q4,35548002,19488483,10615169,4497223,2116253,2259838,16059519,790778,160676,112862,557351,50432,213614,131589,41679,13893,21223,5230,92146,54461,37685,218088,1553751,5072306,728,240414,2720773,4275600,47207285,17803823,5373959,182012,535217,4656730,2801660,886619,1168598,746443,465888,2079753,95409,6987154,29403462,25323624,4079838,17744178,165.70765769088644,27.804953654370596,46.07493742269405,29586939,13527420,5340569,4261386,1974781,1950684,11783116,90301,4715078
2015:Q1,36372098,20048222,11105233,4536068,2155549,2251371,16323876,741945,140012,85895,542656,49903,202565,128850,34613,11538,21610,5954,97092,60455,36637,219992,1549779,5226732,806,248238,2696314,4521947,47837559,18086689,5502824,188286,541233,4773305,2856331,910297,1188761,757274,496996,2033302,110474,7086762,29750870,25487643,4263227,18285408,162.7027928599317,28.097179408728028,45.714895612866144,30049682,13725806,5403627,4313115,1999237,2009827,11962993,91317,4775368
2015:Q2,37128054,20385051,11345656,4567903,2180406,2291086,16743003,731164,148328,97445,539736,54099,197830,128522,32123,10708,21641,4836,104705,66686,38019,219448,1535465,5270905,772,250381,2781453,4811272,48073626,18609903,5669621,177555,549797,4942269,2920546,948922,1183542,788082,512275,2079893,101473,7326095,29463723,25179445,4284278,18518150,159.10726691474548,29.15506198760775,46.38782229578256,30602479,13859476,5461201,4362497,2022369,2013409,11992576,92404,4834054
2015:Q3,37013410,20435537,11373278,4590101,2188701,2283456,16577873,803199,154289,93866,550128,61040,204662,135588,31503,10501,21949,5121,111329,73106,38223,189632,1418991,4819112,777,237108,2796134,5137606,46438519,19145246,5789733,201257,551295,5037181,2906684,945593,1155473,805617,505805,2117063,93886,7732076,27293273,23272183,4021090,17868163,152.7480615275762,31.862857055654025,48.669896499814065,30568346,13990473,5526050,4411787,2045916,2006720,11423100,93578,4888753
2015:Q4,37122462,20386328,11315644,4615911,2184292,2270481,16736134,837876,171575,93857,576361,64591,216373,139396,37425,12475,22267,4810,115178,78086,37092,211134,1499935,4969661,806,245982,2754199,4978606,47884969,19268881,5818725,179017,549109,5090599,2963548,985215,1131250,847083,507867,2104094,74206,7800441,28616088,24338423,4277665,17853581,160.28206067329967,30.689983244017903,49.19053756380228,30857465,14121331,5585296,4456755,2071528,2007752,11588584,94803,4939473
2016:Q1,36979840,20236894,11124097,4644364,2194073,2274360,16742946,756825,178547,76374,551850,56522,226251,138410,45979,15326,21871,4665,106895,71180,35715,196681,1527627,5009201,898,245050,2766019,5044206,48468823,19378840,5965772,184673,553002,5228097,3006832,1015309,1155563,835960,494452,2083400,79163,7749221,29089983,24749916,4340067,17601000,165.27460447864104,30.844309534316334,50.97781058700909,31048448,14305502,5660449,4499024,2099922,2046107,11669608,96110,4986066
2016:Q2,37839581,20750077,11518701,4670172,2241207,2319997,17089504,827123,155667,89387,513195,54066,221738,147987,35391,11797,21766,4797,102941,66598,36343,186884,1573044,4972478,932,247847,2895911,5248291,49493150,19716673,6061592,185663,564902,5311027,2971527,1017229,1123501,830797,521616,2159510,61840,7940588,29776477,25241855,4534622,18122908,164.30297324062445,30.3364259646969,49.84364983493779,31515671,14426167,5710292,4535899,2131305,2048671,11798998,97452,5034386
2016:Q3,38909354,21240575,11950870,4699670,2270827,2319208,17668779,958522,168311,96159,483875,100293,239586,161276,39201,13067,20839,5203,97196,60254,36942,179330,1642010,5272732,875,255117,2914633,5260140,50612429,19935226,6138380,176268,569682,5392430,2979308,999393,1129371,850544,458169,2240433,64117,8054819,30677203,25826193,4851010,18974127,161.6791241741109,29.721380400944636,48.05326752470314,32207048,14538269,5760370,4571496,2163678,2042725,12271822,98810,5085541
2016:Q4,39320897,21445035,12028416,4734456,2324950,2357213,17875862,994846,189039,97587,463847,90280,211927,132530,41185,13728,19251,5233,88863,50663,38200,178517,1712941,5268081,902,253381,2953031,5372620,51102462,20249987,6136438,180783,571641,5384014,2935993,971634,1109080,855279,467240,2288325,66113,8355878,30852475,25846461,5006014,19070910,161.7776726589833,29.405843453402035,47.57208916465782,32520713,14644851,5813323,4607983,2195738,2027807,12270727,100195,5137234
2017:Q1,39647429,21354850,11822278,4786573,2360763,2385236,18292579,936408,181737,87663,463813,81450,212287,135989,38683,12894,18657,6064,91787,55043,36744,191491,1786453,5653532,1030,266810,2944730,5393388,52789250,20179681,6277081,195512,572657,5508912,2970394,954958,1190131,825305,476535,2232614,90006,8133050,32609569,27250946,5358623,19467748,167.50560406288338,28.358165052718114,47.50151567270496,33127659,14835080,5878320,4644898,2227986,2083876,12947978,101618,5186836
2017:Q2,40968615,22316429,12688818,4831007,2407398,2389206,18652186,975316,172120,102936,469833,54700,226237,145288,42263,14088,18303,6295,92202,55550,36652,168245,1810517,5922159,959,275777,3012317,5368868,53445416,20230085,6363818,194666,582552,5586600,3014027,942279,1248524,823224,472850,2256169,74445,8048776,33215331,27685659,5529672,20738530,160.16241527019056,28.23348290583045,45.21942813687443,33605051,14952865,5926610,4685479,2258609,2082167,13374966,103051,5236416
2017:Q3,41675795,22212083,12483526,4871307,2451155,2406095,19463712,987538,176229,228192,502353,39821,208120,127454,42195,14065,17654,6752,92984,56429,36555,175682,1859513,6320370,1105,286912,3080509,5504384,54759219,20504409,6446758,206063,577332,5663363,2990623,920120,1270360,800143,470024,2319419,69590,8207995,34254810,28461034,5793776,21171386,161.79767251723885,27.550527064666248,44.576111556861946,34585248,15121536,5978933,4728547,2290113,2123943,14080839,104486,5284308
2017:Q4,42342979,22571375,12701817,4921584,2496496,2451478,19771604,950449,181313,216550,532543,39551,243351,123727,71295,23765,17247,7317,101511,65268,36243,154811,1949283,6564342,1179,297488,3116388,5422845,56569096,20388960,6504519,206670,590082,5707767,3118969,924365,1364855,829749,471938,2369669,286554,7637312,36180136,30025909,6154227,21954019,164.79960285904693,26.59881599118367,43.834743118679356,34989523,15217919,6027970,4776648,2323510,2089791,14600563,105970,5334387
2018:Q1,42734646,22950690,12919648,4979733,2551723,2499586,19783956,947748,180031,210858,501908,30983,242476,127799,67136,22379,17337,7825,98718,63531,35187,198216,1915449,6212949,1344,293409,3206264,5743603,56579421,20744635,6605748,242010,587336,5776402,3131153,929594,1358918,842641,462033,2386792,294136,7864773,35834786,29745677,6089109,21990011,162.9593821999213,27.17164461370022,44.27874419604406,35221333,15437377,6093982,4828259,2360014,2155122,14476698,107445,5392212
2018:Q2,43072916,23089495,12927892,5039409,2598482,2523712,19983421,995786,179454,222249,486451,16497,241608,133908,60598,20199,17848,9055,98181,62775,35406,201287,1961404,6102570,1250,294484,3364414,5817786,58096921,21010290,6614394,240837,590748,5782809,3495116,949344,1664963,880809,418853,2503078,266406,7712443,37086631,30845418,6241213,22062627,168.09707970587752,27.259175954807002,45.82187873191733,35598765,15615344,6161125,4878943,2400266,2175010,14588475,108962,5451657
2018:Q3,43656964,23357331,13047149,5119724,2634225,2556233,20299633,1145930,188264,132993,473856,13118,239977,141763,52529,17510,18083,10092,99008,63367,35641,197960,2091549,6143489,1202,301112,3523583,5747592,60630747,21352498,6661487,223580,585471,5852436,3524928,938160,1702016,884752,418119,2653107,275221,7819636,39278249,32560063,6718186,22304466,176.10038045419265,25.933984735419347,45.669845786005716,36129507,15829874,6229597,4928074,2440362,2231841,14777009,110476,5511508
2018:Q4,43057874,23339317,12930859,5167558,2661389,2579511,19718557,1201415,187155,106290,480766,14579,263220,162126,54404,18135,18549,10006,98020,61534,36486,196770,1789868,5214635,1248,267200,3512687,6384704,55644546,21907804,6672907,196467,587707,5888733,3656127,1030522,1709710,915895,408188,2690361,275257,8204964,33736742,27923534,5813208,21150070,159.51125391276557,30.616571096284282,48.83687646077641,35682500,15963943,6298919,4975726,2480926,2208372,13774696,111970,5568664
2019:Q1,45243480,23968058,13414979,5225723,2716084,2611272,21275422,1105974,204339,110718,490291,12880,281645,168856,62347,20782,20017,9643,97055,61868,35187,103778,2026146,5776189,1339,290786,3670846,7103436,61287182,22861739,6817336,241104,590797,5985435,3750563,1055499,1758546,936518,386441,2709790,301822,8895787,38425443,31837545,6587898,22381741,171.68209727827758,27.502347858422873,47.216607604107836,37492904,16217482,6365134,5020669,2520031,2311648,14631165,113457,5626329
2019:Q2,46851581,24679296,14021673,5274812,2765022,2617789,22172285,1226012,211944,128879,513557,12132,285125,178111,56379,18793,21431,10411,99063,63862,35201,103163,2105393,5935894,1322,296867,3856017,7396917,62781697,23304803,6904271,236578,594587,6073106,3800272,1067352,1782376,950544,381994,2791484,260276,9166506,39476894,32623379,6853515,23546778,167.65305788479594,27.11597118050878,45.46075485928297,38572431,16400146,6458442,5063427,2559449,2318828,15267628,115006,5687268
2019:Q3,47588705,24774100,14043810,5304744,2799619,2625927,22814605,1458418,192091,114639,554776,11012,316044,207804,56134,18711,22808,10587,101033,65808,35225,58830,2132960,5824222,1258,294944,3960599,7793779,63583117,23889469,6993963,216317,596290,6181356,3869865,1050853,1810025,1008987,384749,2881917,270274,9488700,39693648,32779427,6914221,23699237,167.48914208826636,27.369185618817397,45.84041418950244,39459869,16645264,6551003,5100352,2599577,2394332,15570400,116612,5752003
2019:Q4,48737600,24687011,13892279,5319014,2825994,2649724,24050589,1342005,201454,130983,589092,13384,337625,217568,63629,21210,24226,10992,103274,67448,35826,72078,2317738,6214598,1323,308874,4053223,8364938,66946701,24383665,6990103,194530,603848,6191725,3936440,1052681,1837754,1046005,392335,2920483,267738,9876566,42563036,35065278,7497758,24353935,174.7686168807658,25.671437300666238,44.86561590378738,40805001,16754412,6631744,5131415,2641698,2349555,16421336,118231,5814210
2020:Q1,47576129,24989090,14163838,5357067,2883898,2584287,22587039,1650219,293826,109832,705534,26913,376842,222463,91502,30501,21740,10636,104933,70224,34709,36773,1832349,4745424,1388,261317,3916912,8524777,58952474,24952393,7235617,243129,607170,6385318,4503774,1521745,1924142,1057887,378949,2754846,291816,9787392,34000081,28002656,5997425,22623736,150.2849982584925,34.52753803733585,51.88970993811052,39400756,16813717,6673384,5150397,2685270,2304666,14448363,119939,5874092
2020:Q2,48228239,24699542,13853729,5379124,2965499,2501190,23528697,1948146,318606,141387,756322,31246,389992,209581,111208,37069,20073,12061,107337,72424,34913,57572,2165023,5611727,1304,302912,3664264,8032859,66401468,24663668,7638937,166104,608863,6863970,4560119,1540213,1958106,1061800,363135,2567466,318697,9215314,41737800,34553381,7184419,23564571,177.12098621911292,29.227837356065727,51.76863377558192,40354409,16825712,6703809,5147314,2724433,2250156,15690741,121437,5919358
2020:Q3,49200666,25041714,14053261,5393440,3014255,2580758,24158952,1923599,313457,153262,721522,28682,377715,221839,94063,31354,18202,12257,114238,79158,35080,36475,2312758,5919796,1302,322235,3823319,8110592,70308073,24398046,7661180,122229,610251,6928700,4385534,1322728,1993322,1069484,359028,2699888,271156,9021260,45910027,38113361,7796666,24802620,185.10151826775098,26.239831006851727,48.57032558457463,40987433,16828481,6720112,5163125,2766905,2178339,16589387,123313,5962721
2020:Q4,50767458,25554408,14378157,5399541,3104439,2672271,25213050,1786421,278135,135012,711133,36991,377229,250853,72901,24300,16282,12893,117636,81811,35825,33556,2543177,6749774,1401,353656,3916191,8172738,76654162,24168049,7686149,132202,609546,6944401,4309547,1203910,2025851,1079786,320120,2764601,275391,8812241,52486113,43788193,8697920,26599409,197.32060142369136,22.854989471214985,45.097602679922744,42127729,16914679,6753080,5186990,2814355,2160254,17959680,125393,6006866
2021:Q1,51958505,25994866,14542412,5507713,3150013,2794728,25963639,1790056,279332,162856,745942,22385,350853,236758,60954,20318,18884,13939,121765,87045,34720,28316,2691108,7152518,1535,368975,4067069,8180929,80348732,24404730,7830758,144023,611031,7075704,4353255,1206078,2081291,1065886,327031,2806012,277142,8810533,55944002,46707531,9236471,27553774,203.03571311312893,21.77894334409612,44.219032927189886,43123116,17159477,6810582,5215222,2865276,2268397,18718386,127573,6051607
2021:Q2,53445122,26576400,14923178,5547367,3208643,2897212,26868722,1816075,290115,198049,759896,36507,384402,271888,55627,18542,21900,16445,123706,88764,34942,23697,2885874,7656248,1512,394020,4248339,8050282,85070021,24478653,7875695,131976,616036,7127683,4512503,1137340,2291658,1083505,297301,2904104,253255,8635795,60591368,50523557,10067811,28966469,209.17761185015408,20.445483422655187,42.767373954729266,44233205,17364483,6867691,5246866,2919777,2330149,19754552,129769,6098356
2021:Q3,55387684,28084980,16128396,5683866,3279539,2993179,27302704,2004603,321779,165924,767954,27355,395973,254007,73636,24545,24439,19346,125886,90800,35086,8001,2867443,7606484,1432,395674,4299630,8314566,85346585,24646251,7943925,122448,618589,7202888,4564658,1072341,2384932,1107385,316782,2995336,252183,8573368,60700334,50549327,10151007,30741433,197.45447370802225,20.607106708836234,40.68965409838313,44880962,17578258,6906128,5274907,2975841,2421382,20234711,132013,6146702
2021:Q4,57282954,29044382,16712228,5827916,3346349,3157889,28238572,2051447,283717,166295,811455,26733,409561,256252,79668,26556,27263,19822,149026,113222,35804,-31768,3144897,7969713,1564,414883,4414267,8426782,90842285,25014297,7933758,138243,621327,7174188,4788267,1119298,2491250,1177719,309493,3194373,249846,8538560,65827988,54534086,11293902,32268657,203.99977521531275,19.326163819559547,39.42533074964458,46040165,17801593,6970893,5305322,3035808,2489570,21025868,134354,6198520
2022:Q1,57286080,29170176,16449957,5944383,3433917,3341919,28115904,2027036,276224,187779,764982,30326,373280,223769,74676,24892,26623,23320,150531,115813,34718,-66471,2946674,7529235,1934,383637,4554240,8956497,88226610,25926171,8034881,188731,625603,7220547,4968794,1147640,2609062,1212092,287969,3318501,308557,9007470,62300439,51548969,10751470,31359909,198.66269043675447,20.872524830844288,41.46591939103491,46319977,18204073,7051831,5347765,3099991,2704486,20393806,136790,6259516
2022:Q2,56794761,29788086,16682520,6081304,3523194,3501068,27006675,1900655,259516,164326,738575,25187,399909,247126,80177,26726,26756,19124,162421,127453,34968,-39376,2429344,6378288,1779,329379,4739264,9517408,78479887,26806127,7999554,188120,628798,7182636,5166140,1236155,2665787,1264198,295240,3507007,282161,9556025,51673760,42677726,8996034,29988634,172.3111515926987,25.47849043692582,43.90228028030249,45513656,18506981,7112937,5394586,3169566,2829892,18707529,139225,6328515
2022:Q3,57072240,30115858,16844653,6183679,3596003,3491523,26956382,1852938,295861,169005,724996,25554,360797,210459,79168,26389,26609,18172,157506,122424,35082,-79562,2270125,5851414,1733,306222,4801264,10218529,76964599,27678532,8008178,198824,623047,7186307,5191312,1221027,2671044,1299241,341552,3551520,287627,10298343,49286067,40759542,8526525,29393708,167.67556784902834,26.781382048602087,44.905834427811286,45760436,18804054,7210915,5447017,3240847,2905275,18081904,141502,6405418
2022:Q4,58613292,30109029,16692924,6286700,3662409,3466996,28504263,1996872,301006,201006,737989,30093,382168,216872,88981,29660,28199,18456,154414,118638,35776,-74936,2397646,6658832,1684,318890,4876791,10521808,79864721,28203592,8012320,197553,622122,7192645,5191295,1255624,2608446,1327225,345834,3595291,265597,10793255,51661129,42518083,9143046,30409700,169.88372018895097,25.55812320710219,43.41909051470083,47540585,19036322,7297752,5501299,3312102,2925169,19336993,143674,6487664
2023:Q1,59838459,30371300,16765410,6419836,3743407,3442647,29467159,1928152,276601,194513,800628,32595,387532,222884,89282,29761,27653,17952,163380,128656,34724,-50451,2571331,7186131,2058,324568,4933490,10716631,84272451,28559110,8175300,206192,622411,7346697,5215780,1267589,2600729,1347462,346302,3547534,303283,10970911,55713341,45886096,9827245,31279349,178.11541353940515,24.035679533201932,42.81124999756878,48810275,19343116,7397110,5557847,3383365,3004794,20251165,145836,6577243
2023:Q2,61153782,30944321,17255094,6452868,3822380,3413979,30209461,1859646,382091,218378,825016,32622,400040,220456,101543,33848,26568,17625,167624,132640,34984,-69784,2762731,7379629,1934,327806,5030185,10891543,88918736,28870813,8193500,192674,625141,7375685,5211680,1257262,2604262,1350156,343676,3637653,254210,11230094,60047923,49422419,10625504,32282969,186.00495558928424,22.324136007168807,41.52399926582575,49737932,19528471,7491711,5619819,3454223,2962718,20867119,148096,6671732
2023:Q3,60934110,30856716,16995814,6522871,3892624,3445407,30077394,1981737,402905,222346,852071,30516,435970,251172,106863,35621,24411,17903,171250,136174,35076,-58648,2640743,6984186,1884,306123,5205210,10901101,87013799,29396540,8213359,203151,621983,7388225,5206307,1239078,2606889,1360340,330077,3837992,259947,11548859,57617259,47396907,10220352,31537570,182.6940339053527,23.291051558006256,42.55136163029713,49834648,19757254,7607052,5681410,3524296,2944496,20438108,150544,6765318
2023:Q4,61359864,29938169,15962046,6569746,3967446,3438931,31421695,1917261,433998,245776,873704,27018,400061,209834,111424,37141,24907,16755,176986,141232,35754,-57407,2913842,7702468,1917,325191,5208970,11251910,93138359,29536687,8238269,217959,620779,7399531,5209536,1244308,2586652,1378576,324148,3852249,249704,11662781,63601672,52271749,11329923,31823178,199.85958960268852,21.143791156936878,42.25789423270359,51312258,19890563,7715711,5742157,3594431,2838264,21775571,153133,6862212
