1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1965:Q2,79327,14308,13387,260,4895,273,25,25,0,36062,30336,5726,0,0,1524,2898,5695,482613,0,5256,388,204938,202972,1966,70892,1876,69016,69016,6944,4531,189664,13934,0,175484,0,246
1965:Q3,76437,14184,9080,250,4480,480,47,47,0,36546,30789,5757,0,0,1519,3096,6756,485336,0,5316,371,203720,201452,2268,71293,1861,69432,69432,6979,4790,192867,13858,0,178762,0,247
1965:Q4,77163,14065,6750,250,4602,391,45,45,0,37540,31686,5854,0,0,1519,3122,8880,495250,0,5419,352,209695,207025,2670,71557,1845,69712,69712,7013,5048,196166,13733,0,182186,0,247
1966:Q1,77455,13738,6716,250,4687,280,67,67,0,38729,32660,6069,0,0,1571,3330,8088,499594,0,5580,332,210070,206960,3110,71734,1830,69904,69904,7042,5035,199801,13634,0,185920,0,247
1966:Q2,80784,13529,13162,240,4573,361,106,106,0,39376,33095,6281,0,0,1609,3493,4335,499516,0,5822,216,205040,200411,4629,73515,1815,71700,71700,7070,5130,202723,13433,0,189199,0,91
1966:Q3,78831,13356,8758,230,4453,574,547,547,0,40842,34268,6574,0,0,1623,3964,4484,505000,0,5930,164,206503,202581,3922,73427,1800,71627,71627,7096,5401,206479,13258,0,192865,0,356
1966:Q4,79591,13235,6370,220,4362,661,1355,1355,0,41448,34557,6891,0,0,1513,4371,6057,515788,0,6161,135,212163,208138,4025,73938,1783,72155,72155,7120,5831,210440,13159,0,196625,0,656
1967:Q1,81261,13184,7334,250,4138,157,1769,1769,0,43017,35964,7053,0,0,1546,4868,4998,522381,0,6348,99,215090,209601,5489,73484,1770,71714,71714,7144,5723,214493,13107,0,200754,0,632
1967:Q2,76343,13169,8451,270,4096,369,1737,1737,0,43841,36689,7152,0,0,1563,5435,-2588,519773,0,6456,83,207080,199980,7100,74531,1755,72776,72776,7168,6141,218314,13110,0,204365,0,839
1967:Q3,85301,13077,8428,260,4094,600,1345,1345,0,45283,37818,7465,0,0,1643,5746,4825,532191,0,6604,44,215209,208290,6919,74799,1738,73061,73061,7188,6152,222195,13006,0,208366,0,823
1967:Q4,86686,12065,7525,267,4032,1173,1267,1267,0,46016,38199,7817,0,0,1684,5839,6819,545924,0,6628,25,225079,216899,8180,75283,1720,73563,73563,7200,6483,225226,11982,0,212225,0,1019
1968:Q1,89392,10703,6850,330,4220,1373,1251,1251,0,47572,39354,8218,0,0,1724,6066,9303,554499,0,6799,0,230651,222114,8537,75433,1702,73731,73731,7202,6200,228214,10484,0,216527,0,1203
1968:Q2,87341,10681,6502,321,5150,1240,1658,1658,0,48452,39883,8569,0,0,1778,6248,5312,555642,0,6708,0,226752,217294,9458,76916,1684,75232,75232,7194,6046,232026,10367,0,220300,0,1359
1968:Q3,92554,10755,9687,350,5148,1477,1641,1641,0,49836,40901,8935,0,0,1632,6309,5720,567636,0,6741,0,234466,223989,10477,76940,1670,75270,75270,7186,6095,236208,10367,0,224642,0,1199
1968:Q4,90741,10892,5119,368,4971,1764,1401,1401,0,50834,41573,9261,0,0,1512,6414,7466,575266,0,6795,0,237019,225679,11340,77200,1654,75546,75546,7186,6467,240599,10367,0,229017,0,1215
1969:Q1,94039,10836,5837,350,4792,1801,1102,1102,0,51968,42461,9507,0,0,1534,6850,8970,579597,0,6826,0,237104,225552,11552,77277,1635,75642,75642,7197,6124,245069,10367,0,233530,0,1172
1969:Q2,90170,11153,7073,352,5240,1678,472,472,0,53000,43218,9782,0,0,1589,7203,2411,572021,0,6736,0,224639,213596,11043,78340,1610,76730,76730,7217,6090,248999,10367,0,237642,0,990
1969:Q3,93180,11164,7781,300,5228,1899,354,354,0,54096,44116,9980,0,0,1639,7466,3254,581081,0,6761,0,229216,219837,9379,78585,1598,76987,76987,7239,5929,253351,10367,0,242061,0,923
1969:Q4,94611,11859,6915,211,5640,1391,104,104,0,55270,45039,10231,0,0,1696,7333,4193,591008,0,6848,0,233762,224726,9036,78821,1573,77248,77248,7252,6389,257936,10367,0,246652,0,917
1970:Q1,99031,12823,8475,180,6252,975,120,120,0,56165,45847,10318,0,0,1762,7165,5114,602642,867,6900,0,236051,227467,8584,78487,1556,76931,76931,7321,6224,266792,11367,400,254708,0,317
1970:Q2,94674,12846,10152,202,6143,566,117,117,0,56868,46420,10448,0,0,1812,6971,-1003,604848,867,6986,0,229874,221776,8098,80234,1532,78702,78702,7333,5692,273862,11367,400,261778,0,317
1970:Q3,97057,12485,10612,360,5672,549,113,113,0,57654,47158,10496,0,0,1860,6809,943,619931,867,7074,0,237195,229196,7999,80397,1506,78891,78891,7344,5572,281482,11117,400,269661,0,304
1970:Q4,97150,11923,9809,463,5915,315,7,7,0,58154,47621,10533,0,0,1929,6556,2080,636395,867,7149,0,245737,237659,8078,81290,1498,79792,79792,7358,5351,288643,10732,400,277207,0,304
1971:Q1,97205,12406,6641,480,5637,128,7,7,0,58602,48158,10444,0,0,1964,6120,5220,645995,1584,7270,0,246667,239296,7371,82425,1484,80941,80941,7375,5349,295325,10732,400,283879,0,314
1971:Q2,96382,11754,10810,517,5254,161,0,0,0,59476,49072,10404,0,0,2013,5260,1137,654587,1584,7420,0,248348,241212,7136,84272,1463,82809,82809,7393,4956,300614,10332,400,289571,0,311
1971:Q3,99559,11304,11915,530,4438,125,0,0,0,59991,49656,10335,0,0,2112,5024,4120,670058,1584,7547,0,256652,249957,6695,85088,1445,83643,83643,7412,4877,306898,10132,400,296055,0,311
1971:Q4,102263,11400,13228,520,4449,140,25,25,0,60279,50126,10153,0,0,2176,4852,5194,688958,1720,7627,0,268420,261392,7028,86325,1426,84899,84899,7429,4228,313209,10132,400,302366,0,311
1972:Q1,103007,11627,9863,500,4309,106,4,4,0,61102,50863,10239,0,0,2220,4856,8420,700476,2491,7895,0,271715,264601,7114,86991,1401,85590,85590,7459,3945,319980,9588,400,309680,0,312
1972:Q2,99894,12448,12103,492,4266,229,3,3,0,61225,51031,10194,0,0,2289,4866,1974,703129,2491,8066,0,264895,257796,7099,89905,1383,88522,88522,7498,3512,326762,10410,400,315640,0,312
1972:Q3,102866,12445,11695,610,4118,162,3,3,0,62093,52010,10083,0,0,2337,4693,4711,715678,2491,8200,0,269111,261550,7561,90878,1362,89516,89516,7540,3754,333704,10410,400,322582,0,312
1972:Q4,105289,12445,13287,606,3971,121,8,8,0,62128,52668,9460,0,0,2447,4033,6244,735849,2491,8313,0,280355,272428,7927,92395,1340,91055,91055,7581,4429,340285,10410,400,329163,0,312
1973:Q1,112311,12662,14865,770,4087,4,13,13,0,63114,53815,9299,0,0,2537,4143,10116,751699,2767,8420,0,287691,279503,8188,93059,1318,91741,91741,7624,4183,347955,10410,400,336833,0,312
1973:Q2,105757,12653,15029,730,4117,4,6,6,0,62519,54250,8269,0,0,2613,4476,3610,753640,2767,8531,0,280127,272356,7771,96280,1300,94980,94980,7671,4250,354014,10410,400,342892,0,312
1973:Q3,104595,12653,9834,590,4086,4,4,4,0,64506,55277,9229,0,0,2716,4378,5824,760279,2767,8614,0,278614,270401,8213,96362,1284,95078,95078,7717,4491,361714,10410,400,350592,0,312
1973:Q4,111776,13818,12642,439,4734,4,6,6,0,64804,55933,8871,0,0,2820,4307,8202,776412,2767,8716,0,284707,276350,8357,97122,1269,95853,95853,7756,5219,370125,11567,400,357846,0,312
1974:Q1,111614,13818,10797,590,5129,5,8,8,0,63240,54443,8797,0,0,2917,4516,10595,786960,2767,8813,0,287296,278582,8714,97483,1249,96234,96234,7789,4918,377894,11567,400,365927,0,0
1974:Q2,107653,13847,12109,446,4736,47,0,0,0,64771,55099,9672,0,0,3059,4740,3898,789937,2767,8924,0,280538,271853,8685,102073,1227,100846,100846,7816,5039,382780,11567,400,370813,0,0
1974:Q3,113510,13934,11155,490,5217,123,0,0,0,67585,56496,11089,0,0,3141,5097,6768,802335,2723,9069,0,260246,251769,8477,125818,1196,124622,124622,7842,5567,391070,11567,400,379103,0,0
1974:Q4,117619,14026,8254,477,5497,3,0,0,0,72220,59586,12634,0,0,3357,5305,8481,822978,2809,9252,0,270110,261883,8227,126347,1163,125184,125184,7871,6165,400424,11652,400,386649,0,1723
1975:Q1,121541,14043,8945,650,5755,10,0,0,0,74499,61597,12902,0,0,3509,5402,8729,855664,2862,9453,0,286165,278231,7934,129721,1159,128562,128562,9015,10140,408308,11620,400,394746,0,1542
1975:Q2,120170,14038,11293,492,5734,13,0,0,0,78611,63588,15023,0,0,3628,5924,438,882286,2836,9687,0,302643,294758,7885,135100,1117,133983,133983,9394,10737,411889,11620,500,398393,0,1376
1975:Q3,130692,13900,12848,650,5732,124,0,0,0,82294,65263,17031,0,0,3828,6315,5002,914101,2671,9934,0,326920,319044,7876,133219,1100,132119,132119,9433,11616,420308,11599,500,406987,0,1222
1975:Q4,136071,13934,11153,572,5766,40,0,0,0,85642,66499,19143,0,0,4011,6495,8458,948602,2685,10218,0,351626,343752,7874,134300,1073,133227,133227,10152,11791,427830,11599,500,414606,0,1125
1976:Q1,145020,13950,10233,620,5787,286,0,0,0,89082,69248,19834,0,0,4166,6499,14398,982717,2653,10403,0,373786,365380,8406,135703,1051,134652,134652,10053,13549,436570,11599,500,423410,0,1061
1976:Q2,146427,13914,17935,724,6233,683,0,0,0,87513,68816,18697,0,0,4530,6882,8014,1002459,2629,10558,0,381077,372629,8448,144007,1029,142978,142978,10387,14559,439242,11598,500,426194,0,950
1976:Q3,155643,13955,19881,570,7331,520,0,0,0,91881,72390,19491,0,0,4874,6984,9648,1030458,2654,10685,0,397628,388895,8733,144193,997,143196,143196,10440,16438,448420,11598,800,435231,0,791
1976:Q4,179364,39339,14990,731,5304,161,0,0,0,93791,74228,19563,0,0,5112,6949,12988,1058342,2665,10820,0,411165,402836,8329,148547,982,147565,147565,10751,17920,456474,11598,1200,443026,0,650
1977:Q1,184875,43316,11898,590,5697,131,0,0,0,95203,75423,19780,0,0,5297,6768,15976,1085678,2659,10939,0,425577,417402,8175,150637,949,149688,149688,10803,19239,465824,11636,1200,452412,0,576
1977:Q2,180120,41720,19148,810,5814,46,0,0,0,95956,74974,20982,0,0,5524,6583,4519,1095226,2674,11081,0,421147,413050,8097,155475,919,154556,154556,10970,20153,473726,11620,1200,460425,0,481
1977:Q3,195554,44809,21995,760,5607,33,0,0,0,100508,78243,22265,0,0,5767,7037,9039,1123891,2669,11206,0,437068,429469,7599,165137,894,164243,164243,11069,21146,475596,11595,1200,462406,0,395
1977:Q4,198474,48410,14626,878,5783,10,0,0,0,103554,79809,23745,0,0,5982,6187,13044,1152883,2787,11331,0,453446,445890,7556,169160,869,168291,168291,11422,21125,483612,11718,1250,470644,0,0
1978:Q1,207650,53125,9099,690,5557,40,0,0,0,107756,83502,24254,0,0,6274,7376,17733,1184741,2837,11441,0,468700,461467,7233,173119,845,172274,172274,11475,22235,494934,11718,1250,481966,0,0
1978:Q2,211112,52744,20073,1051,5131,42,0,0,0,110697,85586,25111,0,0,6416,7836,7122,1199639,2843,11565,0,469674,462538,7136,176104,818,175286,175286,11781,22851,504821,11706,1250,491865,0,0
1978:Q3,238310,62603,25109,946,5060,13,0,0,0,117147,90054,27093,0,0,6608,8077,12747,1225565,2939,11683,0,480854,474270,6584,185924,792,185132,185132,11848,23953,508364,11668,1300,495396,0,0
1978:Q4,242708,64029,18652,942,2592,2187,0,0,0,120341,92375,27966,0,0,6849,8912,18204,1252668,2989,11831,0,484360,478139,6221,197758,772,196986,196986,12112,25524,518094,11671,1300,505123,0,0
1979:Q1,245685,64709,10436,935,1566,3196,0,0,0,124435,94511,29924,0,0,7012,9151,24246,1274990,4077,12158,0,493325,487732,5593,197120,746,196374,196374,12094,26361,529855,11479,1300,517076,0,0
1979:Q2,262936,76290,20826,973,2296,3036,0,0,0,131133,99499,31634,0,0,7158,9892,11333,1284096,4090,12525,0,492727,487581,5146,194702,705,193997,193997,12357,27378,540317,11323,1800,527194,0,0
1979:Q3,307598,107227,27081,997,2363,1662,0,0,0,135808,102598,33210,0,0,7291,10224,14945,1308303,4175,12825,0,503820,498750,5070,203548,680,202868,202868,12359,28676,542900,11228,1800,529872,0,0
1979:Q4,340851,138200,19183,1007,1643,1904,0,0,0,141523,106956,34567,0,0,7401,11313,18678,1336517,4173,13091,0,521042,516104,4938,204867,654,204213,204213,12630,27767,552947,11172,1800,539975,0,0
1980:Q1,349931,138737,11623,909,2402,2708,0,0,0,148341,111278,37063,0,0,7617,12838,24756,1367643,5058,13352,0,545493,540619,4874,195838,633,195205,195205,12598,28609,566695,11172,2968,552555,0,0
1980:Q2,386249,178676,17428,758,2608,2802,0,0,0,154908,115756,39152,0,0,7788,13316,7965,1387129,5353,13523,0,558516,553831,4685,190402,601,189801,189801,12842,29247,577246,11172,3018,563056,0,0
1980:Q3,412784,185482,25115,988,3256,3077,0,0,0,160135,119729,40406,0,0,8075,14443,12213,1426170,5305,13653,0,586952,582379,4573,199263,572,198691,198691,12860,29832,578305,11168,3268,563869,0,0
1980:Q4,391434,158426,16176,797,4715,5067,0,0,0,165553,123480,42073,0,0,8196,15091,17413,1462502,5155,13832,0,614124,609679,4445,198060,550,197510,197510,13195,30033,588103,11160,2518,574425,0,0
1981:Q1,394026,143088,19813,823,4054,5948,0,0,0,173192,129744,43448,0,0,8391,15733,22985,1510149,6019,14004,0,650690,646299,4391,192855,520,192335,192335,13163,31462,601956,11154,2818,587984,0,0
1981:Q2,358441,118208,17720,757,4828,5376,0,0,0,180542,135556,44986,0,0,8714,16495,5802,1520358,5637,14158,0,650488,646256,4232,191919,493,191426,191426,13497,31484,613175,11154,3068,598953,0,0
1981:Q3,369767,120926,23978,667,5936,5025,0,0,0,185352,139633,45719,0,0,9030,17133,1720,1549165,5608,14313,0,672294,668124,4170,199392,465,198927,198927,13473,31209,612876,11152,3318,598406,0,0
1981:Q4,357655,109739,17367,655,6425,4887,0,0,0,189833,142821,47012,0,0,9338,17633,1778,1595704,5703,14482,0,709823,705719,4104,197835,441,197394,197394,13833,30572,623456,11151,3318,608987,0,0
1982:Q1,345856,92994,18910,784,6651,4561,0,0,0,193017,145432,47585,0,0,9551,18712,677,1640868,5454,14637,0,742083,738577,3506,195084,415,194669,194669,13868,31624,638118,11150,3568,623400,0,0
1982:Q2,334786,89681,17130,958,7683,4500,0,0,0,198425,149807,48618,0,0,9836,19968,-13394,1665421,5351,14777,0,753173,749688,3485,195072,383,194689,194689,14232,33484,649332,11149,3818,634365,0,0
1982:Q3,394200,112883,34884,986,7549,4315,0,0,0,203637,155073,48564,0,0,10093,19852,1,1736191,5254,14912,0,813030,809587,3443,204724,353,204371,204371,14242,34969,649060,11148,4218,633694,0,0
1982:Q4,406252,125885,24513,1127,8518,5106,0,0,0,206050,156674,49376,0,0,10345,22425,2283,1811579,5405,15043,0,872701,869350,3351,208328,322,208006,208006,14679,35325,660098,11148,4618,644332,0,0
1983:Q1,403809,117235,20669,950,10519,4301,0,0,0,207280,158333,48947,0,0,10760,23698,8398,1879910,5285,15213,0,928857,925470,3387,205082,307,204775,204775,14707,35546,675220,11138,4618,659464,0,0
1983:Q2,415741,117375,33178,749,10967,3927,0,0,0,211092,161356,49736,0,0,10985,24780,2688,1942343,5234,15392,0,969826,966482,3344,213255,275,212980,212980,15112,37472,686052,11131,4618,670303,0,0
1983:Q3,422670,113812,41761,784,11047,3456,0,0,0,213344,163246,50098,0,0,11334,25071,2062,2002691,5178,15568,0,1013632,1010312,3320,228917,261,228656,228656,15164,39169,685063,11128,4618,669317,0,0
1983:Q4,396241,105509,16444,676,12629,3145,0,0,0,214814,164218,50596,0,0,11714,26191,5120,2053141,5130,15732,0,1048059,1044748,3311,232721,241,232480,232480,15637,40336,695526,11121,4618,679787,0,0
1984:Q1,416644,110192,18381,816,13203,3409,0,0,0,216404,166128,50276,0,0,12038,27510,14692,2119289,5214,15889,0,1095552,1092278,3274,232086,204,231882,231882,15723,42926,711899,11111,4618,696170,0,0
1984:Q2,407581,106296,18636,841,13202,3165,0,0,0,219096,168577,50519,0,0,12349,29795,4202,2167992,5052,16113,0,1124668,1121406,3262,237507,180,237327,237327,16177,45535,722940,11100,4618,707222,0,0
1984:Q3,424938,98773,34521,939,13353,3018,0,0,0,222615,172730,49885,0,0,12725,31057,7937,2236594,4895,16237,0,1175861,1172606,3255,253054,152,252902,252902,16230,47291,723026,11097,4618,707311,0,0
1984:Q4,412628,86843,21828,1208,13426,3328,0,0,0,231856,180393,51463,0,0,13140,31273,9726,2315005,4803,16418,0,1235985,1232741,3244,260472,141,260331,260331,16721,47479,733127,11096,4618,717413,0,0
1985:Q1,427675,94638,17379,1139,13134,3521,0,0,0,238057,186393,51664,0,0,13475,33352,12981,2376338,4857,16588,0,1280318,1277088,3230,267251,116,267135,267135,16757,50496,740071,11093,4618,724360,0,0
1985:Q2,427501,91065,27693,1112,12891,3704,0,0,0,241551,189390,52161,0,0,13815,35083,588,2440470,4891,16783,0,1313474,1310253,3221,283919,96,283823,283823,17226,53373,750804,11091,4618,735095,0,0
1985:Q3,445926,93655,21029,1195,12981,4336,0,0,0,251120,198379,52741,0,0,14151,36123,11337,2505280,5191,16924,0,1351543,1348328,3215,306560,83,306477,306477,17282,56180,751600,11090,4618,735892,0,0
1985:Q4,461061,93127,33973,1248,13346,6428,0,0,0,250671,197367,53304,0,0,14441,34952,12875,2613309,5382,17052,0,1429132,1425915,3217,332882,72,332810,332810,17829,58119,752913,11090,4718,737105,0,0
1986:Q1,453459,95536,14951,1621,13291,6983,0,0,0,252813,199508,53305,0,0,14649,34455,19161,2671480,5577,17207,0,1464885,1461722,3163,332234,61,332173,332173,17859,60178,773540,11090,4718,757732,0,0
1986:Q2,462661,99897,26717,1646,13451,7615,0,0,0,254307,201224,53083,0,0,15043,35161,8825,2746229,5770,17330,0,1491319,1488154,3165,362557,52,362505,362505,18355,65151,785747,11084,4818,769845,0,0
1986:Q3,502392,121823,33585,1456,12160,8393,0,0,0,256635,203500,53135,0,0,15758,34213,18369,2827670,5945,17438,0,1556818,1553259,3559,365986,40,365946,365946,18428,71063,791992,11084,5018,775890,0,0
1986:Q4,492017,110823,32846,1433,11903,8661,0,0,0,257450,203093,54357,0,0,15923,32630,20348,2917027,5993,17567,0,1612293,1608685,3608,395254,36,395218,395218,18871,72737,794312,11064,5018,778230,0,0
1987:Q1,482262,121173,10024,1321,12032,8646,0,0,0,251405,197338,54067,0,0,16112,37905,23644,2963402,6299,17735,0,1629267,1624673,4594,403249,27,403222,403222,18998,75048,812806,11081,5018,796707,0,0
1987:Q2,510921,129862,42488,1573,10076,6951,0,0,0,248123,194103,54020,0,0,16394,39389,16065,3012558,6262,17889,0,1650891,1646764,4127,419280,25,419255,419255,19487,76347,822402,11069,5018,806315,0,0
1987:Q3,507518,130985,37426,1520,11806,7000,0,0,0,242261,193495,48766,0,0,16801,40469,19251,3054498,6270,18006,0,1667808,1663907,3901,438167,22,438145,438145,20518,78794,824935,11075,5018,807880,0,962
1987:Q4,501373,137931,21410,1651,13065,6545,0,0,0,242290,193222,49068,0,0,17134,40608,20739,3133405,6951,18177,0,1716776,1711632,5144,464938,21,464917,464917,20076,80214,826273,11078,5018,809011,0,1166
1988:Q1,499373,132468,20996,1572,10518,5790,0,0,0,240813,191643,49170,0,0,17413,41759,28045,3193695,6797,18339,0,1749010,1743989,5021,469908,21,469887,469887,20097,82883,846661,11063,5018,828817,0,1763
1988:Q2,495513,126534,39514,1644,9873,5397,0,0,0,239754,191272,48482,0,0,17711,41875,13212,3232953,6421,18501,0,1762894,1755942,6952,482485,22,482463,482463,20617,85428,856607,11063,5018,837719,0,2807
1988:Q3,493969,115260,44806,1419,9773,9008,0,0,0,230621,183055,47566,0,0,18036,40550,24497,3290397,6322,18637,0,1798979,1786803,12176,499466,20,499446,499446,20654,86539,859800,11062,5018,840137,0,3583
1988:Q4,471319,117071,32118,1404,10085,8682,0,0,0,216820,168803,48017,0,0,18448,40682,26010,3365414,6593,18799,0,1847011,1824433,22578,522604,16,522588,522588,21249,88180,860978,11060,5018,839078,0,5822
1989:Q1,459923,113362,13572,1332,9513,10149,0,0,0,212314,164311,48003,0,0,18709,42390,38582,3422549,6334,19036,0,1878439,1856155,22284,524329,15,524314,524314,21271,90818,882322,11061,5368,859787,0,6106
1989:Q2,469744,110086,42937,1285,6167,15759,0,0,0,211819,164660,47159,0,0,18966,43782,18944,3457291,6107,19253,0,1885351,1861784,23567,535434,14,535420,535420,21798,94295,895053,11063,8518,868319,0,7153
1989:Q3,464760,108518,36747,1155,2688,19540,0,0,0,209025,161861,47164,0,0,19280,43963,23844,3513395,6270,19425,0,1917822,1892480,25342,553681,13,553668,553668,21790,95893,898514,11065,8518,871448,0,7483
1989:Q4,463614,115115,25570,1261,635,22276,0,0,0,208811,161526,47285,0,0,19621,43876,26450,3592634,6439,19627,0,1966713,1942516,24197,583809,13,583796,583796,22406,96799,896841,11059,8518,869492,0,7772
1990:Q1,468051,109432,15129,1409,-792,23212,0,0,0,218803,164158,54645,0,0,19945,46080,34833,3664894,6373,19841,0,1986610,1955020,31590,617444,14,617430,617430,22402,94174,918050,11060,8518,891032,0,7440
1990:Q2,475738,106472,31113,1335,-1424,23647,0,0,0,228962,163574,65388,0,0,20252,47088,18293,3721089,6486,20066,0,2018043,1985110,32933,630385,11,630374,630374,22950,95581,927578,11065,8518,900302,0,7693
1990:Q3,511682,118826,33389,1459,-131,24707,0,0,0,244130,165102,79028,0,0,20713,46090,22499,3800232,6823,20221,0,2076501,2043898,32603,648678,10,648668,648668,22985,95060,929964,11063,8518,902946,0,7437
1990:Q4,497733,113395,25417,1403,3227,26097,0,0,0,242554,159695,82859,0,0,20925,42141,22575,3902739,6970,20402,0,2149546,2117196,32350,681224,10,681214,681214,23594,91002,930001,11058,10018,901237,0,7688
1991:Q1,510059,106499,32672,1300,3394,23833,0,0,0,249824,157304,92520,0,0,21208,41281,30048,3967243,6596,20574,0,2191621,2165271,26350,683806,11,683795,683795,23655,88244,952747,11058,10018,924250,0,7421
