1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q2,-115977,-87760,3671,-11173,-323,-10850,1171,4,499,2589,-1921,13673,13285,388,-27423,3065,-30488,-28699,-1789,0,-4465,-12668,5540,1411,7,1245,-114056,-9921,-323,-10850,7,1245,-21445,-49708,3065,25198,19491,4423,1284,-63293,-32382,4,-30915,-32159,1117,127,1513,1014,499,-4095,-6684,2589,-16815,-15414,-1401,-1921
2010:Q3,136696,-26644,4333,-3,374,-377,4320,1971,-602,-5128,8079,16,2037,-2021,64194,3512,60682,62385,-1703,0,94813,93265,916,1810,6,-1184,128617,-1181,374,-377,6,-1184,-56796,-54393,3512,-5915,-5176,-1717,978,119861,15984,1971,101906,98441,2633,832,-128,474,-602,6163,11291,-5128,60698,64422,-3724,8079
2010:Q4,32857,34678,-685,78,153,-75,-1854,-505,-418,-47132,46201,1091,2770,-1679,-3416,-12033,8617,9553,-936,0,2280,-5917,1477,6698,8,14,-13345,100,153,-75,8,14,-7935,-2790,-12033,6888,706,1856,4326,30604,35739,-505,-4630,-6623,-379,2372,-1930,-1512,-418,-43891,3241,-47132,9708,12323,-2615,46201
2011:Q1,673626,430308,11781,-122,41,-163,10523,1930,223,-7444,15814,1380,-1305,2685,237982,7825,230157,228473,1684,0,-6446,-17902,2371,9152,9,-75,657812,-189,41,-163,9,-75,161452,125823,7825,27804,20576,712,6516,257820,290073,1930,-34183,-38478,1659,2636,782,559,223,6409,13853,-7444,231537,227168,4369,15814
2011:Q2,-106787,177959,-126977,525,463,62,-8982,-248,87,8804,-17625,-118520,-119511,991,-42887,-16779,-26108,-26891,783,0,-114882,-111037,-9816,5957,14,0,-89162,539,463,62,14,0,99635,143686,-16779,-27272,-28507,-2751,3986,-51209,36663,-248,-87624,-82530,-7065,1971,290,203,87,6211,-2593,8804,-144628,-146402,1774,-17625
2011:Q3,12550,11326,31185,138,148,-10,24609,-1862,24,11288,15159,6438,9015,-2577,17581,-258,17839,20543,-2704,0,-47543,-50927,-255,3123,17,500,-2610,655,148,-10,17,500,29113,-72649,-258,102020,99624,287,2109,-66982,84959,-1862,-150079,-150551,-542,1014,463,439,24,9865,-1423,11288,24277,29558,-5281,15159
2011:Q4,24150,-41239,-112922,224,138,86,-20792,-4708,499,8679,-25262,-92354,-91638,-716,48007,-9873,57880,59300,-1420,0,130304,37416,-5036,-1415,16,99323,49412,99563,138,86,16,99323,-16804,9828,-9873,-16759,-16233,-2328,1802,-8482,-51498,-4708,47724,53649,-2708,-3217,-310,-809,499,9919,1240,8679,-34474,-32338,-2136,-25262
2012:Q1,-261478,-252,-54909,-279,-89,-190,-5684,847,-647,41,-5925,-48946,-50431,1485,-37460,-3158,-34302,-37796,3494,0,-168857,-113802,-2620,899,8,-53341,-255553,-53613,-89,-190,8,-53341,-58780,16608,-3158,-72230,-68678,-3185,-367,-74273,-31827,847,-43293,-45124,565,1266,-343,304,-647,14704,14663,41,-83248,-88227,4979,-5925
2012:Q2,-198823,-39570,-74089,82,11,71,-17244,-45,53,9390,-26642,-56927,-55979,-948,2762,1405,1357,2500,-1143,0,-87926,-77424,-285,8294,3,-18513,-172181,-18429,11,71,3,-18513,-61476,-36729,1405,-26152,-33657,742,6763,-34670,8638,-45,-43263,-43767,-1027,1531,129,76,53,-2165,-11555,9390,-55570,-53479,-2091,-26642
2012:Q3,12124,-65910,32553,151,102,49,55987,3393,-131,5317,47408,-23585,-24169,584,40923,53945,-13022,-12322,-700,0,4558,27735,-1560,-6200,1,-15418,-35284,-15266,102,49,1,-15418,-10016,-41600,53945,-22361,-15396,-1962,-5003,28503,-17226,3393,42336,43131,402,-1197,741,872,-131,-2639,-7956,5317,-36607,-36491,-116,47408
2012:Q4,-106562,36013,-94093,65,121,-56,-12647,-1016,-65,-785,-10781,-81511,-80172,-1339,-46026,-2704,-43322,-42745,-577,0,-2456,-103,1802,-494,1,-3662,-95781,-3596,121,-56,1,-3662,49832,61991,-2704,-9455,-7447,1031,-3039,-22158,-31802,-1016,10660,7344,771,2545,-331,-266,-65,5305,6090,-785,-124833,-122917,-1916,-10781
2013:Q1,320093,307728,43682,-166,-105,-61,32132,-4693,-249,-1334,38408,11716,11479,237,32556,19055,13501,13070,431,0,-63874,-67784,-362,5105,1,-833,281685,-999,-105,-61,1,-833,172470,190925,19055,-37510,-41663,505,3648,72312,102536,-4693,-25531,-26121,-867,1457,-175,74,-249,12859,14193,-1334,25217,24549,668,38408
2013:Q2,300759,222272,-26018,-12,-123,111,-35382,4777,444,-15848,-24755,9376,10397,-1021,188731,-6729,195460,197052,-1592,0,-84227,-82359,221,4288,1,-6377,325514,-6389,-123,111,1,-6377,-48096,1287,-6729,-42654,-44971,607,1710,187889,218308,4777,-35196,-37388,-386,2578,412,-32,444,-13139,2709,-15848,204836,207449,-2613,-24755
2013:Q3,79671,195899,21137,205,148,57,8555,15198,14,2334,-8991,12377,10482,1895,-94400,6697,-101097,-104333,3236,0,-42966,-45415,-1885,5502,1,-1168,88662,-963,148,57,1,-1168,191006,202980,6697,-18671,-20456,-813,2598,-4009,3920,15198,-23127,-24959,-1072,2904,-265,-279,14,-8388,-10722,2334,-88720,-93851,5131,-8991
2013:Q4,165631,4977,22560,-499,-396,-103,9977,-21870,-331,-482,32660,13082,14275,-1193,33789,-2482,36271,37812,-1541,0,104305,99811,1679,3053,1,-239,132971,-738,-396,-103,1,-239,41272,19304,-2482,24450,25847,158,-1555,42751,-15472,-21870,80093,73964,1521,4608,-269,62,-331,601,1083,-482,49353,52087,-2734,32660
2014:Q1,212096,224098,-7511,377,416,-39,2284,5698,-139,-4508,1233,-10172,-10578,406,29283,7044,22239,20118,2121,0,-33774,-36155,548,1697,1,135,210863,513,416,-39,1,135,71368,81602,7044,-17278,-19941,1065,1598,112049,122983,5698,-16632,-16214,-517,99,755,894,-139,14111,18619,-4508,12067,9540,2527,1233
2014:Q2,17720,8247,-10513,151,22,129,-5962,5333,-37,5361,-16619,-4702,-4103,-599,24905,-3484,28389,29292,-903,0,-4919,-11984,998,6349,1,-283,34339,-131,22,129,1,-283,7396,28807,-3484,-17927,-24030,653,5450,16196,-2427,5333,13290,12046,345,899,382,419,-37,-13191,-18552,5361,23687,25189,-1502,-16619
2014:Q3,95132,49170,59067,-228,-391,163,-3806,-6595,-145,-1105,4039,63101,64458,-1357,-33843,-2962,-30881,-29635,-1246,0,20739,29985,-204,-9159,1,116,91094,-112,-391,163,1,116,30261,41281,-2962,-8058,2754,-238,-10574,41259,19174,-6595,28680,27231,34,1415,-622,-477,-145,-11913,-10808,-1105,32220,34823,-2603,4039
2014:Q4,-363814,-132600,-41765,178,360,-182,-20627,-1559,50,623,-19741,-21316,-20593,-723,-145862,-1754,-144108,-143640,-468,0,-43587,-45479,90,514,1,1288,-344073,1467,360,-182,1,1288,32296,59258,-1754,-25208,-23094,-749,-1365,-220229,-199003,-1559,-19667,-22385,839,1879,133,83,50,7685,7062,623,-165424,-164233,-1191,-19741
2015:Q1,-6390,70629,2486,-289,-193,-96,-1499,-4454,8,-5688,8635,4274,4712,-438,-38709,1610,-40319,-38958,-1361,0,-40796,-40491,-1084,1497,0,-718,-15025,-1007,-193,-96,0,-718,48265,67516,1610,-20861,-21022,201,-40,-40125,-16454,-4454,-19217,-19469,-1285,1537,399,391,8,13488,19176,-5688,-36045,-34246,-1799,8635
2015:Q2,-289518,-191724,-56866,453,336,117,-3471,868,-49,4934,-9224,-53848,-53345,-503,-2288,-1228,-1060,3,-1063,0,-38640,-36905,-1535,-23,-2,-175,-280294,276,336,117,-2,-175,-164727,-193007,-1228,29508,32383,-2462,-413,-52713,14390,868,-67971,-69288,927,390,479,528,-49,-8701,-13635,4934,-54908,-53342,-1566,-9224
2015:Q3,-108375,-49708,-25981,411,325,86,-793,-1772,-8,-1366,2353,-25599,-29035,3436,-7887,-5118,-2769,-5231,2462,0,-24799,-24778,-933,870,-4,46,-110728,454,325,86,-4,46,-27665,-31296,-5118,8749,7866,-612,1495,-50922,-15560,-1772,-33590,-32644,-321,-625,-747,-739,-8,-3479,-2113,-1366,-28368,-34266,5898,2353
2015:Q4,-254666,-216772,44378,-86,51,-137,-4660,729,39,-3416,-2012,49124,50851,-1727,-88072,-787,-87285,-86518,-767,0,5800,5756,858,-1126,-4,316,-252654,226,51,-137,-4,316,-49399,-40989,-787,-7623,-8560,324,613,-166960,-180800,729,13111,14316,534,-1739,-328,-367,39,1968,5384,-3416,-38161,-35667,-2494,-2012
2016:Q1,58434,157258,-32988,-1199,-1142,-57,-2341,-663,9,-1008,-679,-29448,-32385,2937,-29466,5439,-34905,-39105,4200,0,-36370,-28340,1074,-8248,-5,-851,59113,-2055,-1142,-57,-5,-851,79438,81174,5439,-7175,-2477,482,-5180,29887,58889,-663,-28339,-25863,592,-3068,648,639,9,15548,16556,-1008,-64353,-71490,7137,-679
2016:Q2,-2938,-88422,8638,33,-109,142,-3689,-129,-27,3941,-7474,12294,13476,-1182,56311,2592,53719,56354,-2635,0,20535,16638,5622,-4566,-7,2848,4536,2874,-109,142,-7,2848,-87913,-93003,2592,2498,3648,1731,-2881,32145,17078,-129,15196,12990,3891,-1685,129,156,-27,-8712,-12653,3941,66013,69830,-3817,-7474
2016:Q3,-190770,-114548,4557,550,552,-2,8749,3091,-95,-4752,10505,-4742,-5928,1186,-71413,458,-71871,-72767,896,0,-9366,-9132,-1019,-3215,-9,4009,-201275,4550,552,-2,-9,4009,27675,37771,458,-10554,-10867,1520,-1207,-163739,-164018,3091,-2812,1735,-2539,-2008,1334,1429,-95,5518,10270,-4752,-76613,-78695,2082,10505
2016:Q4,-194373,-165320,-81206,-204,-69,-135,4624,1580,149,2821,74,-85626,-86407,781,18432,-2126,20558,20343,215,0,33721,32692,3208,-732,-7,-1440,-194447,-1651,-69,-135,-7,-1440,-121474,-116258,-2126,-3090,-2024,-934,-132,5337,-34501,1580,38258,34716,4142,-600,-1219,-1368,149,-10372,-13193,2821,-65068,-66064,996,74
2017:Q1,449013,395137,3138,183,237,-54,5195,7513,-19,-7645,5346,-2240,-4050,1810,56080,5740,50340,49387,953,0,-5342,-2884,-1085,-885,0,-488,443667,-305,237,-54,0,-488,199916,208575,5740,-14399,-12338,1247,-3308,178155,161097,7513,9545,9454,-2332,2423,769,788,-19,17032,24677,-7645,48100,45337,2763,5346
2017:Q2,-95994,-169924,38763,64,-69,133,-7970,-1382,-82,4030,-10536,46669,48048,-1379,-12705,-483,-12222,-10756,-1466,0,47872,51476,1090,-2689,0,-2005,-85458,-1941,-69,133,0,-2005,-87341,-129631,-483,42773,44176,-312,-1091,-18542,-24264,-1382,7104,7300,1402,-1598,964,1046,-82,-13045,-17075,4030,34447,37292,-2845,-10536
2017:Q3,109074,90978,-22771,-53,-107,54,-6100,-2557,465,-1567,-2441,-16618,-16463,-155,43670,-4897,48567,48130,437,0,-2803,-5400,538,1509,0,550,111515,497,-107,54,0,550,12681,14284,-4897,3294,3093,252,-51,68630,77834,-2557,-6647,-8493,286,1560,1680,1215,465,-3922,-2355,-1567,31949,31667,282,-2441
2017:Q4,-69304,-121388,14364,-239,-177,-62,4316,-1463,-490,1137,5132,10287,9726,561,23389,-3337,26726,28375,-1649,0,14331,2917,-61,3028,0,8447,-74436,8208,-177,-62,0,8447,-27430,-45915,-3337,21822,19425,880,1517,-89802,-72401,-1463,-15938,-16508,-941,1511,-404,86,-490,-2021,-3158,1137,37013,38101,-1088,5132
2018:Q1,76391,158060,-61426,103,220,-117,1851,1277,99,-7794,8269,-63380,-63546,166,10318,-1213,11531,9920,1611,0,-30561,-23315,1044,-1234,0,-7056,68122,-6953,220,-117,0,-7056,86844,66122,-1213,21935,20889,2211,-1165,22786,66949,1277,-45440,-44204,-1167,-69,1734,1635,99,15560,23354,-7794,-51849,-53626,1777,8269
2018:Q2,-430636,-220146,3276,379,157,222,-7805,-1399,211,4355,-10972,10702,11293,-591,-85766,-2887,-82879,-82265,-614,0,-128000,-116726,-3498,-3856,0,-3920,-419664,-3541,157,222,0,-3920,-212024,-156153,-2887,-52984,-48956,-1931,-2097,-117660,-45165,-1399,-71096,-67770,-1567,-1759,1556,1345,211,-15818,-20173,4355,-72177,-70972,-1205,-10972
2018:Q3,-157956,-117426,-16296,-394,-426,32,-5613,1366,42,-373,-6648,-10289,-9828,-461,-20697,651,-21348,-19761,-1587,0,-3537,-5809,2132,1157,0,-1017,-151308,-1411,-426,32,0,-1017,-20093,-33094,651,12350,8770,961,2619,-85829,-72325,1366,-14870,-14579,1171,-1462,-3911,-3953,42,-8427,-8054,-373,-31637,-29589,-2048,-6648
2018:Q4,-115885,-213539,15839,-11,199,-210,-9138,-3445,-37,798,-6454,24988,24327,661,49560,-8017,57577,57541,36,0,32255,24746,2579,797,0,4133,-109431,4122,199,-210,0,4133,-155748,-150348,-8017,2617,-244,2161,700,-38845,-60905,-3445,25505,24990,418,97,-800,-763,-37,-725,-1523,798,82565,81868,697,-6454
2019:Q1,76854,24835,8078,-69,-19,-50,3345,1185,-52,-6302,8514,4802,4276,526,-20430,1664,-22094,-23879,1785,0,64371,74034,-1783,-5038,0,-2842,68340,-2911,-19,-50,0,-2842,58224,10145,1664,46415,48962,-90,-2457,695,-21288,1185,20798,25072,-1693,-2581,487,539,-52,29137,35439,-6302,-17292,-19603,2311,8514
2019:Q2,-216973,-159337,9322,72,-32,104,-10038,-144,145,4507,-14546,19288,19128,160,-57392,-3439,-53953,-53900,-53,0,-9566,-6486,-1713,-19,0,-1348,-202427,-1276,-32,104,0,-1348,-115477,-91847,-3439,-20191,-17587,-2329,-275,-41688,-53517,-144,11973,11101,616,256,-1385,-1530,145,-7936,-12443,4507,-34665,-34772,107,-14546
2019:Q3,7097,5803,-21150,69,77,-8,-3055,-519,56,3372,-5964,-18164,-20975,2811,24068,-5300,29368,28990,378,0,-1624,-3911,1388,-56,-1,956,13062,1025,77,-8,-1,956,32398,31445,-5300,6253,3560,1713,980,-27505,-18154,-519,-8832,-7471,-325,-1036,2283,2227,56,-6343,-9715,3372,11204,8015,3189,-5964
2019:Q4,243578,121594,19634,36,101,-65,210,-903,140,-1724,2697,19388,20256,-868,46249,-1609,47858,48797,-939,0,56101,51881,-1343,2813,-6,2755,240881,2786,101,-65,-6,2755,73459,69168,-1609,5900,6069,-1921,1752,95014,48466,-903,47451,45812,578,1061,-2752,-2892,140,5128,6852,-1724,67246,69053,-1807,2697
2020:Q1,1746664,925433,110008,76580,-11,76591,-10122,1188,339,4331,-15980,43550,43844,-294,333593,3633,329960,329500,460,0,377630,22515,2205,-1028,-8,353946,1762644,430518,-11,76591,-8,353946,619424,569126,3633,46665,41864,3803,998,297934,319719,1188,-22973,-19349,-1598,-2026,3960,3621,339,37298,32967,4331,373510,373344,166,-15980
2020:Q2,14049,312753,30800,6253,-76,6329,12767,-2519,32,-5702,20956,11780,7971,3809,-198478,-272,-198206,-199098,892,501,-131528,13512,-1922,-12319,-9,-130790,-6908,-124045,-76,6830,-9,-130790,461050,490614,-272,-29292,-24127,703,-5868,-203162,-229206,-2519,28563,37639,-2625,-6451,5375,5343,32,40300,46002,-5702,-186426,-191127,4701,20956
2020:Q3,-353372,-43789,-13951,-17434,-599,-16835,469,1145,-462,1058,-1272,3014,-62,3076,-83025,-4518,-78507,-80198,1691,1,-212608,-2624,3179,-10163,-11,-202989,-352100,-220433,-599,-16834,-11,-202989,-28986,-49075,-4518,24607,30110,854,-6357,-28128,4942,1145,-34215,-32734,2325,-3806,2172,2634,-462,-1232,-2290,1058,-75493,-80260,4767,-1272
2020:Q4,250282,251686,-28588,-21187,762,-21949,804,-2621,-184,-3084,6693,-8205,-7170,-1035,-12928,1501,-14429,-12937,-1492,-106,40218,44545,3312,-1618,-9,-6012,243589,-27314,762,-22055,-9,-6012,325003,271752,1501,51750,49409,2393,-52,-55261,-47129,-2621,-5511,-4864,919,-1566,-1489,-1305,-184,25284,28368,-3084,-22634,-20107,-2527,6693
2021:Q1,751146,677770,-28730,-3520,-483,-3037,10737,4340,22,-7370,13745,-35947,-36304,357,21828,4321,17507,17074,433,-169,80447,90241,7437,-1856,-2,-15373,737401,-19064,-483,-3206,-2,-15373,493990,412774,4321,76895,72189,4438,268,231854,208587,4340,18927,18052,2999,-2124,-157,-179,22,49218,56588,-7370,-18440,-19230,790,13745
2021:Q2,-252639,-161072,3996,502,-12,514,-1100,-2634,26,4819,-3311,4594,4276,318,-53289,-2348,-50941,-50236,-705,-62,-42212,-45606,-1213,6551,-2,-1942,-249328,-1504,-12,452,-2,-1942,-158972,-128023,-2348,-28601,-32830,762,3467,-26211,-11910,-2634,-11667,-12776,-1975,3084,8710,8684,26,-25004,-29823,4819,-46347,-45960,-387,-3311
2021:Q3,393339,347615,-8817,-24747,363,-25110,4535,-3197,7,1341,6384,11395,14734,-3339,97636,3734,93902,94280,-378,-61,-43035,-40083,-4278,1592,-26,-240,386955,-25074,363,-25171,-26,-240,202127,183902,3734,14491,14242,-1048,1297,107012,167469,-3197,-57260,-54325,-3230,295,-794,-801,7,-1614,-2955,1341,105297,109014,-3717,6384
2021:Q4,-144573,-214968,41945,-3199,116,-3315,-2493,435,-56,-3804,932,47637,53346,-5709,8527,-3577,12104,12082,22,-66,19989,12642,3080,1257,-2,3012,-145505,-255,116,-3381,-2,3012,-92152,-80058,-3577,-8517,-9078,-63,624,-110436,-136367,435,25496,21720,3143,633,-586,-530,-56,-1817,1987,-3804,59741,65428,-5687,932
2022:Q1,15210,-46866,3872,-4555,-111,-4444,19041,-1208,62,7508,12679,-10614,-13218,2604,76580,5876,70704,71312,-608,-20,-18357,-24446,3445,5621,-3,-2974,2530,-7552,-111,-4464,-3,-2974,-203611,-228525,5876,19038,8663,3339,7036,168189,203815,-1208,-34418,-33109,106,-1415,-8527,-8589,62,-6059,-13567,7508,60090,58094,1996,12679
2022:Q2,-583113,-641999,-14852,688,-92,780,-18236,1747,-21,9768,-29730,2696,1237,1459,39205,7521,31684,29461,2223,-13,34547,26454,395,7738,-22,-19,-553383,635,-92,767,-22,-19,-492949,-522211,7521,21741,18198,-438,3981,-40616,-55209,1747,12846,8256,833,3757,-1494,-1473,-21,-53338,-63106,9768,34380,30698,3682,-29730
2022:Q3,-38212,-80612,465,2555,411,2144,6393,1833,1398,-6243,9405,-8483,-8859,376,70621,3004,67617,67766,-149,-1,-28685,-23205,-2982,-2446,-5,-47,-47617,2502,411,2143,-5,-47,-120795,-104401,3004,-19398,-13351,-2449,-3598,45888,53290,1833,-9235,-9854,-533,1152,-5516,-6914,1398,-28830,-22587,-6243,59134,58907,227,9405
2022:Q4,-173140,-189986,-38801,-2810,-164,-2646,-19184,-3334,-1401,841,-15290,-16807,-18490,1683,43079,-16178,59257,59314,-57,-4,12573,20019,-3880,-3697,19,112,-157850,-2684,-164,-2650,19,112,-99080,-96833,-16178,13931,16786,-629,-2226,-77976,-73153,-3334,-1489,3233,-3251,-1471,-315,1086,-1401,-20245,-21086,841,42450,40824,1626,-15290
2023:Q1,881694,498925,312409,308818,168,308650,17624,2566,56,-6722,21724,-14033,-12630,-1403,109670,4793,104877,103654,1223,0,-39311,-38001,2020,-3526,21,176,859970,309015,168,308650,21,176,306699,300437,4793,1469,5352,-588,-3295,126133,164543,2566,-40976,-43353,2608,-231,579,523,56,26700,33422,-6722,90844,91024,-180,21724
2023:Q2,-213631,-136856,-61830,-41845,42,-41887,2052,2859,-125,-1531,849,-22037,-21854,-183,-30254,197,-30451,-28111,-2340,0,15310,18906,-1433,-1842,48,-369,-214480,-42167,42,-41887,48,-369,-127922,-81059,197,-47060,-43613,-2582,-865,19783,-45767,2859,62691,62519,1149,-977,2631,2756,-125,-14317,-12786,-1531,-52488,-49965,-2523,849
2023:Q3,11187,19764,-43156,-80228,-33,-80195,-2031,294,194,-1055,-1464,39103,38473,630,-9017,-41,-8976,-10155,1179,0,43597,41636,1445,424,82,10,12652,-80137,-33,-80195,82,10,22063,39180,-41,-17076,-18018,819,123,46178,-14697,294,60581,59654,626,301,-2776,-2970,194,-2804,-1749,-1055,30127,28318,1809,-1464
2023:Q4,158293,68112,-2650,-61779,-194,-61585,-8025,-6631,-189,-652,-553,67154,69956,-2802,64300,-1378,65678,67228,-1550,0,28531,31109,-1778,-1964,36,1128,158846,-60615,-194,-61585,36,1128,115786,102112,-1378,15052,17396,-1774,-570,-40920,-46604,-6631,12315,13713,-4,-1394,105,294,-189,11658,12310,-652,132832,137184,-4352,-553
2024:Q1,185441,210939,-45124,4692,-80,4772,15952,3380,-211,-7248,20031,-65768,-68356,2588,3335,-178,3513,1566,1947,0,16291,23649,-2213,-4028,53,-1170,165410,3575,-80,4772,53,-1170,106940,83673,-178,23445,28838,-1390,-4003,72389,75046,3380,-6037,-5189,-823,-25,-1131,-920,-211,45892,53140,-7248,-62255,-66790,4535,20031
2024:Q2,-274560,-291892,8363,-23651,-4,-23647,-11509,-454,57,6689,-17801,43523,44268,-745,7226,-551,7777,9138,-1361,0,1743,-4789,2116,4274,118,24,-256759,-23509,-4,-23647,118,24,-204064,-211007,-551,7494,2318,3052,2124,-58274,-51927,-454,-5893,-7107,-936,2150,61,4,57,-22273,-28962,6689,51300,53406,-2106,-17801
2024:Q3,-331759,-129285,-76197,-35200,-38,-35162,2443,-888,-28,3688,-329,-43440,-42854,-586,-54608,1223,-55831,-56624,793,0,-71669,-72439,742,22,60,-54,-331430,-35194,-38,-35162,60,-54,-63142,-62564,1223,-1801,-151,-335,-1315,-129581,-58819,-888,-69874,-72288,1077,1337,65,93,-28,-4307,-7995,3688,-99271,-99478,207,-329
2024:Q4,-106276,-32158,-36043,-71772,-411,-71361,4829,-3143,128,-1459,9303,30900,34929,-4029,15153,2268,12885,13708,-823,0,-53228,-51823,-5530,3145,17,963,-115579,-70792,-411,-71361,17,963,-625,46386,2268,-49279,-47016,-4291,2028,-81407,-73335,-3143,-4929,-4807,-1239,1117,592,464,128,-7132,-5673,-1459,43785,48637,-4852,9303
2025:Q1,410896,251688,3142,-4499,401,-4900,3902,2922,-227,-2455,3662,3739,3275,464,114894,6061,108833,108376,457,0,41172,42713,1575,-2094,3,-1025,407234,-5521,401,-4900,3,-1025,60759,-4479,6061,59177,57960,1451,-234,209708,223769,2922,-16983,-15247,124,-1860,4,231,-227,29712,32167,-2455,112572,111651,921,3662
