1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q3,170334,157404,149201,149201,8203,3502974,-90581,111285,13725,-2832,61911,233700,455313,-156120,-120256,390559,45762,295367,1107849,-45389,281873,813563,57802,4565,516356,46136,198406,9388,4052,47664,786038,3494771,3517863,-5106,161429,260000,13208,443547,289030,1026928,-108242,822308,312862,395775,7464,388311,3624,146223,19720,644836,32836,89346,-3533,-23092,-2932,-20160,12930
2001:Q4,216990,144445,145677,145677,-1232,3696510,339939,-14575,243249,39224,31545,13693,1323254,85960,37064,734526,128218,337486,524963,-154577,-190424,680131,189834,2330,292262,67964,87921,9392,4064,20832,710453,3697742,3519594,388792,324690,406338,-15016,309376,5214,1009347,7257,602109,399980,-115011,6224,-121235,936,245807,91008,376470,33868,-58093,515868,178148,82948,95200,72545
2002:Q1,226178,431044,143028,143028,288016,3131745,131041,-18873,3806,-15692,-7623,110474,859079,-297378,96297,628201,14697,417261,938286,-35141,37867,800426,135135,5380,159802,111452,181862,8992,4076,30012,629671,2843728,2700140,75834,-259636,540699,11084,-139499,152138,795218,-196449,702777,288890,-72961,-3476,-69485,2032,325912,104396,546621,17008,32073,569221,143588,66108,77480,-204866
2002:Q2,230567,-66849,146506,146506,-213355,2091897,121027,7493,21128,-23820,8835,219050,583372,-237292,272752,371235,60321,116355,716840,-126680,-49177,768090,124608,5064,189215,160700,97863,9000,4080,27412,-55361,2305253,2083677,-37769,36634,204518,-8700,-56849,515812,790249,-202644,493682,499212,-110651,56160,-166811,-13000,179683,100412,431758,5448,55930,-9800,221576,57424,164152,297416
2002:Q3,228852,72566,147426,147426,-74860,2432776,-230704,86481,-84323,3056,5366,374853,605349,-35873,78527,505398,90647,-33350,962043,-91052,35788,964143,53164,-292,393217,38352,157521,8988,4060,9352,99457,2507636,2436268,-99169,213535,368685,9548,-114252,277027,774514,38027,457954,278533,15440,-15468,30908,-9152,100355,69052,492295,33216,-17312,322486,71368,31832,39536,156286
2002:Q4,231638,245692,140589,140589,105103,2879810,86497,10279,-19155,22920,23938,-57699,867925,23159,247556,477470,102363,17377,1117972,-89626,49051,1089797,68750,12984,-107986,184296,62005,8992,4080,2212,660550,2774707,2498719,231290,-25885,272566,-4136,229660,111465,1068730,37323,532194,499213,16451,10124,6327,868,126029,2756,528422,51072,-37686,-72884,275988,77092,198896,-14054
2003:Q1,230029,328555,136667,136667,191888,4589016,521493,86631,-48836,-65784,-34415,71750,1556145,-63887,96383,961573,125869,436207,1064007,-82327,157636,843066,145632,-4617,603920,130444,87687,11808,4528,19468,584786,4397128,4190044,383518,32171,523946,11528,-209282,235354,1047800,-54420,513688,588532,110324,3648,106676,4444,85560,84168,731880,-28520,12277,1164876,207084,25548,181536,-98526
2003:Q2,260436,233679,138436,138436,95243,5812989,222356,13876,-57661,-23812,-14470,460862,1536114,-132740,278727,685927,83875,620324,1448237,-54880,359307,1018530,125280,5483,-468939,103352,25412,11812,4536,10472,2535360,5717746,5517006,11459,130221,476718,1404,-31458,625333,827119,-29576,471261,385434,453833,80228,373605,-2336,394368,86696,485990,34144,10471,2013044,200740,111908,88832,26757
2003:Q3,253900,426867,146526,146526,280341,2172832,-171829,33702,-56130,-38200,-41002,-371805,776554,-88661,-120796,426766,81490,477754,1068005,-79691,-22343,1102094,67944,2009,175327,35800,137177,11800,4532,-1220,608113,1892490,1821542,7025,56111,155832,-9620,-249381,-304212,1060158,-34452,770355,324255,-22897,-13760,-9137,-11468,338825,93812,461997,-4000,-22410,271770,70948,44496,26452,-172967
2003:Q4,240014,233171,151399,151399,81772,2580770,-118915,44819,30320,-71156,-63500,-116454,1005967,-84211,86197,153765,73160,777056,1035874,36736,-96955,955830,140263,3329,-127232,162680,72760,11808,4532,27836,678103,2498998,2252818,-73153,115516,315669,-31732,-410096,141958,1221002,-60844,589676,692171,-55187,-21984,-33203,-1200,312255,53420,536825,-9840,5133,132247,246180,91032,155148,6843
2004:Q1,257362,341790,153550,153550,188240,5165850,420025,34284,46616,49492,-41870,772573,387345,43973,-238546,65253,70753,445912,1513670,-48492,338596,1056169,167398,6518,219246,376580,160407,20432,8948,12996,1178588,4977610,4566194,112421,71853,636338,17556,-92021,717131,649221,118398,-4374,535197,308507,33904,274603,4880,377308,19588,605734,38228,45132,1054318,411416,93580,317836,-84428
2004:Q2,240515,580609,163457,163457,417152,3962054,80045,7503,37941,-10964,-28020,435582,923013,-163684,303163,417137,110221,256177,1648720,63085,225033,1300723,59878,4816,305983,89640,256964,20440,8948,50128,131316,3544903,3329067,161905,91843,618775,-23320,-98724,282284,707403,-141345,304929,543819,228945,27412,201533,-592,130010,65500,608865,2624,-75165,628713,215836,101432,114404,-340094
2004:Q3,188449,134973,169353,169353,-34380,4408327,68582,-10188,49428,-59264,-34747,518676,340854,121843,-25957,-228917,47908,425976,1421875,53329,56375,1212494,99677,1368,287525,446816,36896,20428,8944,26176,1284958,4442708,3824368,-52676,90152,448117,-4780,-186983,989245,902933,109601,169342,623990,-11258,57952,-69210,5220,308978,60228,749058,21328,66463,438342,618340,130628,487712,53476
2004:Q4,285679,172421,171608,171608,813,4202757,134576,36077,53487,11464,-32379,-550023,378676,219672,-14916,-890178,16184,1047913,1977029,127326,359262,1364066,126375,5302,696935,317364,104249,20432,8952,-26188,1066803,4201944,3719104,340818,57041,416670,2060,-175556,-541268,958587,302790,-6833,662630,367062,27164,339898,7840,336275,64924,640883,19924,34739,1189105,482840,146884,335956,113258
2005:Q1,311247,667906,168363,168363,499543,4264174,-285868,-25906,-29034,35972,18350,638318,1244941,111114,353561,64383,122440,593443,1560384,94901,193947,1135980,135555,206,292668,132820,114304,7664,4264,-5872,560962,3764630,3544766,-208973,16890,521126,-792,-25442,767668,935155,127444,-58266,865976,5562,-32160,37722,3920,197524,17796,616384,6680,-19652,710920,219864,59500,160364,-356659
2005:Q2,256358,415173,169648,169648,245525,4281617,358328,-2144,-16182,70732,39737,232538,96118,61590,4722,-542339,123172,448972,2073166,255842,226332,1503022,87970,-1273,151892,285656,103752,7660,4256,12688,864692,4036092,3697736,223208,44329,650853,-1468,52399,589377,1078077,111027,99982,867068,163978,11692,152286,-15340,280337,8420,637459,11264,-4020,-21137,338356,77628,260728,-158815
2005:Q3,187551,212863,170339,170339,42524,4282480,424132,-51714,57667,32056,56491,525689,540885,358629,-19921,-137022,105088,234111,1638273,61384,43217,1465533,68140,8023,-72144,81200,32599,7660,4260,11736,985669,4239957,4179725,385278,-12949,859668,5292,188182,720546,657378,474462,-123799,306715,-53861,34252,-88113,10424,365312,42100,534579,51632,2012,424132,60232,11028,49204,-25312
2005:Q4,217790,427911,168708,168708,259203,3685250,35778,-72768,30565,-33324,72518,-210217,341209,170015,-49075,-63134,72384,211019,2057873,251321,129632,1583321,93599,-13597,383492,167212,78405,7656,4252,-8936,845130,3426047,3110771,84951,-11438,423110,88,285345,-159859,1549178,301895,403779,843505,86161,47892,38269,-116,300987,12248,624826,2364,-24112,-62961,315276,114488,200788,-210121
2006:Q1,278427,349607,172426,172426,177181,6733110,198475,77348,-67076,53616,12083,374134,1292875,106102,159798,263598,91094,672283,2296865,285956,291175,1654120,65615,-6805,537695,227508,143039,20788,19176,74588,1478801,6555930,6297050,194458,33712,699941,9448,159536,531824,1339110,114069,317534,907507,217742,8880,208862,1812,410852,114888,651315,-18976,20516,1930871,258880,36868,222012,-71180
2006:Q2,290017,435604,171285,171285,264319,4175177,123246,138645,140151,-69664,45990,15503,904584,-101277,70545,424882,73412,437022,2281957,229036,314492,1627177,111252,-4909,-30099,270140,76050,25224,19160,-23904,263103,3910858,3550922,-63067,130272,732813,-11708,345209,324052,1393553,62452,462323,868779,283937,12224,271713,17232,108724,37952,624859,61944,-9904,-424946,359936,74820,285116,-145587
2006:Q3,269839,43735,176056,176056,-132321,4846967,41188,-62921,30936,-18452,36628,641215,1009962,570831,-56784,-35991,112191,419716,1621555,119678,13178,1348467,140232,208,-47296,180772,91873,33300,19176,-17340,1286163,4979288,4802420,195353,-95316,636422,-1556,387671,1389506,1150078,688049,184877,277152,-149601,-14268,-135333,15332,307686,93156,554615,-12728,66788,265013,176868,-5896,182764,226104
2006:Q4,277646,523407,183962,183962,339445,4556311,406686,26616,51901,41328,22174,-340518,1203917,256761,9673,118224,195503,623757,1778803,149809,397047,1076868,155078,818,141092,243216,79075,35240,19176,40388,806400,4216866,3816706,518679,-135124,468889,3048,354103,-299989,1535146,239091,348138,947917,39033,-20468,59501,28100,557349,104236,498968,29464,12916,101888,400160,143568,256592,-245761
2007:Q1,186856,472285,194083,194083,278202,7686937,515624,12068,-58858,7996,52682,1006157,1544463,148983,138891,160140,243865,852583,1571126,211000,227763,1058401,73962,-9725,350183,287168,58318,20112,8908,2720,2317994,7408735,7162219,26222,199008,621563,15076,467432,1345701,1552830,230802,558685,763343,232861,64276,168585,-20360,489097,54124,523231,13400,-34520,1676554,246516,54076,192440,-285429
2007:Q2,203355,292556,196599,196599,95957,5556870,80067,55349,46067,-7812,67962,264638,1520599,188386,-24713,300068,192786,864072,2262796,265261,545710,1321945,129879,-3325,304429,303936,107066,14780,8916,-10164,541566,5460913,5219677,-118484,-22101,594770,-6464,486489,83285,1449261,199094,644064,606104,400938,58920,342018,2828,279550,71620,622496,55108,-43396,1363776,241236,50908,190328,-89201
2007:Q3,211019,92978,200009,200009,-107031,5628466,-44784,47644,330172,198524,134344,541655,855232,-358873,328021,-50266,168457,767891,2632828,521641,693111,1220153,197923,-540,272764,348920,66544,33216,8916,-29260,232292,5735497,5248461,313423,6371,748015,13720,1233227,247740,1856092,-637739,1204557,1289274,698354,98872,599482,4744,248754,51244,516636,-13504,31668,-708025,487036,138696,348340,118041
2007:Q4,128683,351705,201645,201645,150060,3872127,882680,54511,-19526,111624,67895,479258,42848,-430188,-206919,469318,221979,-11342,1906463,327182,561628,881840,135812,13338,378728,321284,71624,26136,8892,4996,-478623,3722067,3213711,624158,-21065,471231,-14648,802087,-471445,1188869,-508437,1215415,481892,696487,-1924,698411,-23988,486990,72944,582816,-65128,-24688,-1090909,508356,310612,197744,-223022
2008:Q1,164085,60232,194398,194398,-134166,6263537,911216,78049,317802,117364,182250,309166,1282722,34184,87733,796224,286820,77760,1899978,521152,637485,631167,110175,3089,192636,89576,27318,24184,13196,37812,777180,6397703,5871387,325084,209366,745158,23156,1590003,488772,691057,-115939,748443,58553,881186,168968,712218,-2136,41382,55928,553459,13008,-66360,322323,526316,363572,162744,103853
2008:Q2,160671,695744,187678,187678,508066,-185636,25177,36151,261378,92804,-11628,-122629,-75919,-143277,-607696,788448,57511,-170904,404653,43185,37224,277261,46983,3260,515794,-8100,45223,19464,13220,-43532,-1340953,-693702,-1101138,-404658,33690,202027,-26220,-156707,-1036078,967373,-110139,1209748,-132237,-113901,-34676,-79225,-6684,312553,64856,571507,4600,-95532,-1417964,407436,362320,45116,-535073
2008:Q3,34763,17732,181276,181276,-163544,4982409,1760578,371384,-178750,-145264,26640,424557,343331,-446444,943966,582483,87768,-824442,2516141,1384120,1030166,114095,-12240,-17220,385319,-126496,54729,49724,13184,-34928,-460520,5145953,4788665,1534061,1670384,374362,27856,124444,322812,-146428,-645492,692643,-193579,1413852,1035564,378288,-12968,-159550,125512,686700,3588,-64328,-1111633,357288,415488,-58200,17031
2008:Q4,-42797,-421754,160628,160628,-582382,-522553,4214823,-5171,-24702,114344,164558,-2602762,-42634,176706,465701,620588,-100107,-1205522,-711156,773767,-1260162,-123496,-101266,-4073,505739,442036,76122,12496,13172,7636,-2682979,59829,-1676203,4217545,654032,44557,-46380,1428167,-3838082,-65078,137401,424130,-626610,-739062,701656,-1440718,-14008,-426080,105480,531758,-30236,-182640,-3316175,1736032,1250684,485348,378957
2009:Q1,278725,-533761,145026,145026,-678787,-2000228,-1353910,-164881,605487,-103556,70310,61280,125355,-576251,324593,887378,-28533,-481832,-1502744,-791677,-701932,139322,-148458,19037,-197926,496356,139137,13440,-6340,-40328,-160944,-1321441,-2411953,-309766,-428877,268169,13980,243161,-628869,-944756,-682602,67845,-330000,-1159641,-471868,-687773,2224,29119,85708,442177,98644,4932,-128157,1090512,612712,477800,812486
2009:Q2,358132,446695,146663,146663,300032,-1577303,-2166132,-35462,323644,103332,-51595,-1062577,1793464,-472489,995007,942946,75036,252964,-1383006,-923073,-311024,33846,-182756,11417,-290011,-95704,51461,9104,-6316,-39956,1261033,-1877335,-2221483,-1648849,419672,185525,-3316,-489866,-6177,-1121575,-472760,-168540,-480274,-853265,-596984,-256281,23880,652526,18724,601185,18756,-13352,-5352,344148,422320,-78172,-88563
2009:Q3,414849,-264499,146607,146607,-411106,671765,445071,-170348,-72930,133048,-100042,-133111,1030072,-199654,491641,360913,-404,377576,-1391374,-775341,-282994,-210237,-122802,10931,198414,189952,59115,7888,-6320,-52472,523872,1082871,601571,842810,-168737,214412,-14036,-948773,-19718,-969839,-431317,-93264,-445259,-579049,-430628,-148421,12472,792213,15820,541863,41388,70092,770652,481300,320908,160392,679348
2009:Q4,405691,-330448,152347,152347,-482795,-1479718,122169,-7182,-137521,-67256,-105322,-948003,266305,-162006,-44561,342363,-34627,165136,-1182839,-537033,-212038,-159967,-273801,4966,483132,3112,134108,11872,-6328,-41884,-9047,-996923,-1382575,103968,-39190,704510,4976,-869899,-1068989,-866254,-227489,-46253,-592511,-513433,-245240,-268193,15112,659954,56152,610759,4588,-24052,-160779,385652,327128,58524,736139
2010:Q1,407627,-190178,152076,152076,-342254,1007911,-145058,3077,-171232,7956,-87987,1060745,1248573,-248714,748357,472205,24577,252148,-1165555,-200835,-386877,-439835,-138008,-17510,-133186,-17903,68678,-1304,-8984,-21764,389366,1350164,1195004,188179,57552,-24151,20972,-1039853,988059,-40810,-417305,319026,57469,-253225,-95648,-157577,15276,401497,13060,662781,-41788,-37567,285023,155160,159732,-4572,597805
2010:Q2,372031,128114,152185,152185,-24071,-602754,-377568,83421,-203665,-54688,-38590,352312,204863,-111924,313196,171283,-13516,-154176,-512169,-159045,51905,-238656,-166373,-11381,424727,78146,100513,5616,-9012,-724,-644555,-578684,-1024932,-421281,504529,-259870,-13340,-519940,33602,-680073,-77737,-33614,-568723,-217624,-49380,-168244,4088,347260,19896,636343,-50996,68341,-475867,446248,370740,75508,243917
2010:Q3,417897,305592,154288,154288,151304,1676289,289436,-190675,65622,89040,-862,-80151,1213103,94683,424629,-394675,49428,1039038,-534301,-70719,43915,-363563,-143933,99,39585,109859,27653,1004,-8972,-2208,658059,1524985,1154565,-58476,5196,467823,7528,-171147,-148696,-551317,30618,-293498,-288437,-228114,-129256,-98858,15064,471189,65356,706217,1708,33532,538703,370420,248480,121940,112305
2010:Q4,457689,-429671,155334,155334,-585005,-493366,-86948,4044,-4634,16868,-4021,-261342,321363,74944,674406,-61613,9683,-376056,-274262,45423,-26778,-159097,-133810,-4363,232582,-197209,83516,1676,-8984,-26828,-284825,91639,-46929,70649,408059,279902,-21144,-376584,-19593,-588288,-23672,-150050,-414565,-123249,-48056,-75193,7748,363098,11492,686027,-158548,10499,-596998,138568,175012,-36444,887360
2011:Q1,347032,-15157,159871,159871,-175028,4406891,1667691,53478,43937,-15720,89841,62642,1284219,4330,1232598,-219911,-75616,342818,-107375,-112,135449,-168057,-74656,1985,-220976,136879,52161,2612,204,14688,1340625,4581919,4374519,2952341,-259234,394769,2440,47324,366121,-80599,21110,260621,-362331,-108489,-88476,-20013,10264,205976,80532,520983,-4896,17511,229478,207400,50024,157376,362189
2011:Q2,335091,118053,162502,162502,-44449,2656627,237841,68500,158647,-41328,45260,-36562,1170095,-56516,1410004,-175190,-77806,69602,-346107,75982,-198111,-209066,-14912,1030,116269,62961,28117,528,200,11360,1179817,2701076,2364852,41101,482514,949228,-3620,95326,14269,-479792,-133048,-258182,-88562,67653,12332,55321,9948,326057,85488,500405,-2624,51236,227664,336224,258384,77840,217038
2011:Q3,316752,477615,171968,171968,305647,697897,-88074,7409,-287429,-138072,-100301,793731,-463128,-152932,271644,69524,-12090,-639274,233699,285647,210081,-257404,-4626,-7419,377113,165013,-192119,7040,168,-5652,395918,392250,73470,32834,438881,-165553,8632,-440506,420262,-698121,-235382,-5917,-456822,85238,60500,24738,18656,37277,147972,535220,-17372,19282,-349232,318780,166348,152432,-160863
2011:Q4,410818,58184,177936,177936,-119752,-177412,337502,8133,-61803,-220100,45112,-370109,859649,-122783,653110,249002,17700,62620,136455,236170,-34280,-87893,22457,2076,-148859,-207016,-38663,8892,208,-36,-528854,-57660,-36052,-457860,337855,436453,-14800,-72444,-63179,-373715,-51393,-85038,-237284,-293427,-10144,-283283,23236,233154,108244,499313,-14364,10088,-394606,-21608,164164,-185772,352634
2012:Q1,391436,91602,187434,187434,-95832,2008186,-731309,-62251,25172,-76916,60557,27961,1930863,-19445,859611,704928,128375,257394,151320,105743,127310,-110575,28842,12555,-9083,220258,-138618,48916,4512,16428,527823,2104018,1746090,-153763,26019,315179,17068,-24672,298937,-119836,-86793,-74818,41776,-51205,-68980,17775,-10144,344757,18548,660982,20628,48893,354699,357928,153144,204784,299834
2012:Q2,357728,377523,191543,191543,185980,618734,-442492,782,65455,-114276,-36672,422396,322018,-21087,190528,19417,83020,50140,330047,197589,190422,-84935,26972,-7202,124927,114198,-44055,21196,4488,2620,-144695,432754,127610,-477482,218643,454402,-15152,-71270,280457,-809101,-217850,28765,-620016,57093,-32700,89793,12040,342109,-33520,425736,-6624,5020,-254741,305144,133812,171332,-19795
2012:Q3,395459,-951949,193352,193352,-1145301,2908900,28145,-2199,119416,8464,35627,343181,924191,25276,403188,-219111,121940,592898,507170,173729,434673,-140288,39056,1998,-18488,628221,69222,23556,4496,16904,218995,4054201,3149365,-113217,375719,391074,-2084,84557,123692,445519,49668,-22959,418811,78655,47844,30811,3740,494018,41736,514497,6636,25453,679370,904836,281864,622972,1347408
2012:Q4,249254,429728,200427,200427,229301,2193628,111496,146812,168248,-115356,-40904,125983,901207,78204,-19479,237608,84421,520454,465756,271071,75976,49450,69259,-95,162333,-13744,47707,13048,4492,-844,217489,1964327,1867391,-455770,472383,925648,4796,230193,135395,-392173,-38145,-26156,-327872,35273,3088,32185,-16200,365233,47380,527881,13624,11394,-37666,96936,112632,-15696,-180474
2013:Q1,348968,437275,194307,194307,242968,4478645,978108,-10573,69666,104136,74294,-692097,1895509,-60212,635189,781603,60427,478502,483654,40443,375516,-11017,78712,-25266,-293135,170312,157244,30332,5828,-3940,1534574,4235677,3807209,1785747,433387,23747,-1380,-10575,-540089,192989,-34902,293594,-65703,68616,37748,30868,-1668,589460,31340,512984,-4452,-17286,744388,428468,291312,137156,-88307
2013:Q2,104982,533089,191450,191450,341639,2128689,515934,-84465,74381,-167232,37573,-542326,1514780,-13570,622216,567686,-11235,349682,383190,161769,41079,110968,69374,6501,75691,-63628,143830,26484,5820,-12656,214813,1787050,1722334,1407040,-86268,463659,-5616,151765,-460541,-365174,-149846,235021,-450349,311367,-5744,317111,-7760,184657,48516,521996,-7992,-68164,-365149,64716,91380,-26664,-428107
2013:Q3,327786,775848,193970,193970,581878,2849400,733932,141952,250833,33124,183872,-134182,834764,145510,612896,-168765,-88658,333780,545787,172986,120172,167670,84959,-11212,-22861,19275,121545,29972,5816,-5968,122751,2267521,2108785,454737,485780,803921,-6060,206438,-239240,-266344,-127440,181544,-320447,76062,31432,44630,-8596,254545,63216,535506,-18304,23151,-256028,158736,209964,-51228,-448062
2013:Q4,197618,-95362,197863,197863,-293225,2524122,324603,-26645,185512,-120492,18929,-425019,952782,39364,133422,420421,-59718,419294,1167289,275298,730436,88244,73311,-9294,193708,127828,92833,38964,5820,-15864,13167,2817348,2547128,164128,595773,324501,392,-144868,-289529,596426,158520,243130,194777,242270,8140,234130,-8104,358910,61744,577862,-4176,-20553,92353,270220,72576,197644,292980
2014:Q1,325797,194344,199468,199468,-5124,3849928,743035,-100724,82582,-60012,-79586,47590,788523,-55649,952131,-280488,11230,161300,646172,278093,156404,112533,99142,39491,-292874,163899,40712,12672,-7144,14932,1810659,3855052,3575460,1297848,269465,567108,-468,81579,78111,-272843,-119365,-99714,-53763,290903,17172,273731,18000,329945,61392,346043,3312,28277,476789,279592,87936,191656,131453
2014:Q2,355775,274930,206847,206847,68083,2876217,81180,37498,1505,11636,28826,159465,1197850,46525,547639,190346,36494,376846,1112833,311502,494172,166028,141131,-1098,31833,97209,17102,14056,-7148,15112,78359,2808134,2402714,-151055,318384,593206,-5572,-70356,372466,38766,-54080,138499,-45653,73783,-3516,77299,2672,366159,73100,319330,14268,34819,422743,405420,329540,75880,80845
2014:Q3,260649,645685,210743,210743,434942,2423320,260824,197728,-50713,68484,-15942,-339739,887775,-73670,686517,-18246,27430,265744,889952,268390,329312,182966,109284,8697,292972,93295,-1471,12432,-7148,-9004,135177,1988377,1724405,345639,648886,164308,1068,-17302,-535561,339240,76298,211115,51827,281532,37468,244064,25032,268762,76268,335922,10776,-2470,-217694,263972,203500,60472,-385036
2014:Q4,315925,184706,212998,212998,-28292,1154190,-726347,-95422,141758,-47744,94485,51488,584715,-171622,127706,356983,56866,214782,944508,457739,47652,336605,102512,-6826,-14859,-19199,47436,15244,-7148,-9712,201812,1182482,884274,-1401728,88113,736382,-992,108831,121196,320153,-122721,351184,91690,49103,48204,899,-4516,279246,93788,377825,-5468,22878,99463,298208,293676,4532,131219
2015:Q1,311802,167676,219512,219512,-51836,2356362,27926,-14849,-232660,-21460,-42369,131671,378649,-113357,128585,-6310,141249,228482,675967,336124,-14761,247475,107129,-1254,187455,-52036,4509,26648,5164,37608,1245393,2408199,2147907,518176,28262,540432,4376,8274,37507,-70080,-134360,33365,30915,75332,17408,57924,8508,269448,86352,331968,20732,26912,261708,260292,318220,-57928,144126
2015:Q2,353905,644687,226578,226578,418109,771692,-859935,-57974,-138372,-24632,-55775,-2781,907439,5145,402976,-82360,30615,551064,924123,313238,7077,453103,150706,-8119,361728,275561,-14632,29556,5164,31756,-601414,353583,-152089,-1355772,708750,180121,-3676,43052,-168367,371342,211303,117306,42734,-17663,43468,-61131,6608,237120,58092,408843,33408,-45061,-608885,505672,221852,283820,-290782
2015:Q3,282839,409629,233365,233365,176264,1100533,-307617,93147,-145329,-53744,-113272,484310,43435,37200,37262,47585,42038,-120650,319323,180110,-382797,368495,153514,-27765,427163,248328,-32255,26580,5160,20672,112396,924269,581013,-240119,-103396,508689,-3944,19703,214663,188418,33131,332158,-176871,71093,-18260,89353,25888,-69754,79772,398684,18064,-6364,-520385,343256,116560,226696,-126790
2015:Q4,238412,-141628,235219,235219,-376847,66590,-865249,-53560,-215627,-9944,-49344,-320014,648383,-55559,367653,170049,32070,134170,1457371,304728,565369,465255,122019,7934,-46633,-76473,-12858,27572,5156,10032,-440157,443436,220680,-1164341,529469,329347,1120,-50094,-189476,215271,-25589,398927,-158066,-18498,20108,-38606,27472,-41910,51860,506321,24116,-6179,6203,222756,150264,72492,380040
2016:Q1,300567,139842,241069,241069,-101227,3896928,431948,63436,-64377,51604,177935,-423272,1163376,121690,408346,267240,99166,266934,1073217,348291,149355,420859,154712,-5524,-354560,286178,-103693,53324,-3132,51068,1499401,3998156,3466812,765457,416355,668363,-1016,238885,-634540,378875,84871,236938,57066,281742,36,281706,38268,20586,94752,366851,22364,37547,772323,531344,123724,407620,160725
2016:Q2,371044,397015,241946,241946,155069,2565357,-202845,100276,-172092,20472,77913,358200,968518,-198122,682175,378810,110239,-4584,1184156,253077,340241,454994,135846,-4961,-300920,241753,1132,53484,-3128,27312,216086,2410288,2084804,-486984,495216,415611,1528,-169738,193060,285219,-6444,467478,-175816,179642,32012,147630,2728,78469,122832,314066,32936,12878,607342,325484,135264,190220,-25971
2016:Q3,380730,930657,246418,246418,684239,2485989,-478952,-77152,-906560,-17916,135842,947162,1022079,-540322,1001058,320316,-33449,274476,1079415,124982,208547,598138,147749,88,-159258,259220,-87646,53756,-3136,44876,674170,1801750,1420830,-612645,252601,521117,476,-321072,568726,498376,-152765,359054,292087,-53409,32256,-85665,385032,155631,78412,374629,44624,-9514,-462155,380920,444532,-63612,-549927
2016:Q4,416813,314436,246901,246901,67535,-806579,-518360,-20844,-136067,-154956,165366,-729134,926379,167670,496877,266301,-90687,86218,479972,-79394,-98190,539537,118018,1481,168826,-133027,-138384,53080,-3128,-9996,-757787,-874114,-950670,-1018495,-79768,532913,-2764,-239995,-212098,-26801,-46566,343239,-323474,-49662,-14820,-34842,2436,-141018,44460,253630,47376,-27595,-33288,76556,256288,-179732,102377
2017:Q1,326622,269534,244382,244382,25152,4391560,1512622,118656,4047,-6524,136899,344125,923497,-8097,-26467,365401,23062,569598,696386,16957,38586,534150,106692,588,-34191,172347,-14778,43780,7820,39064,447222,4366408,3761656,2183814,-242907,566086,1780,176871,-259512,249664,-21568,385009,-113777,97076,3300,93776,5828,251939,50576,526797,32940,-16735,137439,604752,495196,109556,57088
2017:Q2,348609,99537,243774,243774,-144237,2853056,-433771,-15849,80190,19584,-24331,660053,634428,-117810,308367,237604,42099,164168,909386,179766,67782,570337,91500,-16413,342148,22362,-29957,43592,7820,24988,628827,2997293,2538033,-987458,609666,297083,3216,65371,695782,433740,-63829,263447,234122,61513,21548,39965,10200,331970,29648,495880,26120,16200,449103,459260,452124,7136,249072
2017:Q3,158506,335055,247997,247997,87058,2871364,337294,56707,89817,756,105261,-253484,1266746,398538,230932,315502,31977,289798,1344752,140279,620976,499049,84448,6098,55214,-6435,-49767,46724,7812,14132,-150262,2784306,2514806,577315,-52929,612746,-5536,335302,-504557,642786,166770,379480,96536,3393,22456,-19063,2384,326799,53372,429601,48164,22912,23054,269500,277512,-8012,-176549
2017:Q4,308786,298689,253897,253897,44792,1411742,-441030,22986,-117798,3924,-160749,265910,974235,8542,334336,205449,89583,336326,1000184,84313,86864,687060,141947,-15233,-27786,-61626,-35310,44352,7816,-2172,-45962,1366950,1105298,-418747,267315,-120423,-660,83693,307308,29557,-133850,358464,-195057,-184361,-28740,-155621,-15680,358889,52684,504262,78612,142750,20100,261652,296048,-34396,10097
2018:Q1,345158,266204,256589,256589,9615,2841545,404016,-92962,-222585,-5800,61496,-315694,1716701,2698,860776,157436,33275,662516,1020757,141819,234969,553557,90411,31410,91096,321743,-74155,-27280,100136,42468,-209802,2831930,2109050,745945,827912,641821,1796,82708,-1282128,165196,-32015,182241,14970,48542,10552,37990,-72712,224821,46284,349806,16932,-38794,350921,722880,283448,439432,78954
2018:Q2,409970,180230,262245,262245,-82015,809535,-1343155,2918,5685,48364,18571,348928,554582,9215,239983,16543,-17397,306238,1237585,279400,218444,688046,51695,2291,-184793,30910,-55424,-28244,100144,22844,48328,891550,552710,-1593011,22085,792536,-656,286199,428598,161353,-64729,239938,-13856,-54941,1940,-56881,-15836,93596,44044,371026,4156,1067,12493,338840,202808,136032,229740
