1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q1,1126158,889046,38986,0,2728,79232,4683,31,4641,1929,18737,6645,17619,-357,-867,1198,61907,448475,301633,15507,209,2585,26588,361,5243,4773,0,11242,65572,18,483,0,0,2912,10050,-1019,1698,620,0,677684
1980:Q2,1164193,920122,41439,0,3890,74789,3008,696,4656,2006,18758,7321,32141,-303,-378,2176,53872,458235,302370,13623,154,3123,25205,3761,5632,5643,0,11555,66936,35,1346,0,0,2886,14081,-1001,2025,861,0,705958
1980:Q3,1212071,970361,42702,0,2568,75290,3092,1389,3777,2075,18845,8309,30137,-238,44,2738,50982,501397,340346,13132,128,3226,25296,4217,6059,6061,0,11873,69121,53,1011,0,0,3236,15003,-982,2783,834,0,710674
1980:Q4,1213829,965412,44203,0,3129,74853,3385,1880,4480,2617,19216,8635,30186,-265,140,1951,54007,517513,349321,16906,122,3526,30589,4982,6609,7031,0,12218,67837,70,754,0,0,4106,12503,-964,490,1413,0,696316
1981:Q1,1323936,1070195,42822,0,2619,77551,3828,2221,4331,2679,20001,9051,40945,-292,-3638,1233,50390,607086,425023,20421,221,3056,34684,5432,7411,6439,0,12531,66440,88,-1486,0,0,5485,16455,-956,2305,3537,0,716850
1981:Q2,1326071,1066316,41457,0,3233,82904,3379,2474,3869,2752,21204,8955,43901,-282,-6690,1454,51145,614473,424712,23811,270,4149,39492,5764,8381,5920,0,12737,67445,105,484,0,0,3524,15328,-946,2045,1252,0,711597
1981:Q3,1360983,1098316,42032,0,3646,78412,4232,2638,4705,2878,22513,9257,47827,-296,-12503,4391,52935,633238,437008,26576,332,3592,37475,7200,9178,6805,0,13091,69127,123,400,0,0,3936,15986,-939,1448,1900,0,727744
1981:Q4,1348286,1100619,42896,0,3763,66121,4960,2719,4646,2782,23512,10079,47880,-298,-11771,2238,48140,658557,466773,28966,205,3954,32322,7737,9462,6183,0,13845,66368,141,1078,0,0,4747,14328,-933,1438,1943,0,689729
1982:Q1,1406433,1143599,50009,0,2918,68554,5649,2620,4249,2816,24245,9970,52254,-258,-17617,3466,53959,874417,669203,25834,188,3921,44320,9328,9042,5167,3600,15707,61333,171,390,0,0,4970,17014,-947,2911,2265,0,532016
1982:Q2,1435021,1142036,56919,0,2850,85050,7358,2251,4334,2792,24828,10751,55847,-230,-24154,2275,62115,887499,670206,22827,172,3871,55827,9603,7860,6421,3600,17277,62025,202,1436,0,0,4807,18570,-970,1959,1806,0,547522
1982:Q3,1446115,1170327,63908,0,2811,61260,6481,1981,4290,2764,25532,7390,52510,-195,-15263,6715,55604,909461,689212,20445,245,4386,55967,9910,6688,6264,3600,19042,68418,233,2104,0,0,2241,18756,-986,1046,1890,0,536654
1982:Q4,1415238,1155676,71472,0,3719,39774,5798,2181,3954,3306,26538,12060,48093,-165,-20551,3771,59613,918708,694986,18438,196,3947,57594,12092,6298,5882,3452,20719,68471,264,1291,0,0,5668,16694,-1008,1298,2426,0,496530
1983:Q1,1471248,1168190,74238,0,2666,60651,5915,2525,4197,3292,27723,13088,50268,-150,-14938,2719,70865,953497,712734,19403,145,4036,67004,8333,6314,5829,3452,21855,72888,299,380,204,0,6234,20653,-995,4096,633,0,517751
1983:Q2,1501129,1179555,77655,0,2874,70826,5179,3482,4324,3288,29005,13800,51520,-134,-12580,1968,70367,970597,717953,20493,429,3905,67523,7573,7155,4576,3452,23880,81708,351,363,223,0,6617,20681,-984,2816,1883,0,530532
1983:Q3,1531433,1197563,80665,0,3217,76586,6106,4396,4399,3499,30332,14563,50369,-129,-15189,4442,70613,980430,716429,22208,530,4428,70979,8747,7960,5844,3452,26606,81475,422,95,225,0,6434,20328,-984,2190,3062,0,551002
1983:Q4,1532171,1178619,84094,0,3537,76608,6230,4714,4266,3830,31657,14503,53548,-112,-12422,5010,78089,973375,711727,24299,294,4860,67630,8509,7977,6207,2039,27852,83350,509,541,277,0,6748,17227,-970,1426,2874,0,558795
1984:Q1,1582362,1230501,87251,0,3215,68252,6685,4949,4315,3871,33943,14952,55186,-200,-17979,11616,75805,1001362,723476,22449,443,4882,97081,9637,7737,5913,2039,28112,79866,474,474,201,0,7716,7024,-1699,907,4630,0,581000
1984:Q2,1628708,1253379,87669,0,3291,74404,6238,4626,4576,3820,36878,16139,56673,-282,-20513,5014,96796,1051515,770988,20475,1320,5630,100383,10106,6790,6002,2039,30049,77785,439,792,201,0,8094,6524,-2415,2857,3456,0,577193
1984:Q3,1701892,1299887,91000,0,3313,97071,8134,4217,4495,3691,39845,15541,53423,-363,-12395,6975,87058,1135598,826733,17875,2166,8461,119416,12381,5719,5702,2039,31429,83143,422,539,199,0,8952,6342,-3127,2975,4232,0,566295
1984:Q4,1650321,1242139,93673,0,3922,100843,7869,4297,5125,3288,41806,16843,53601,-460,-11604,4262,84717,1150164,838863,14901,1698,8523,125804,11451,5214,5769,1978,35499,85266,369,423,469,0,9529,1769,-3634,1998,4275,0,500157
1985:Q1,1765547,1319241,99651,0,3183,107102,9074,4431,5047,3234,44568,19167,55266,-523,-11064,4362,102809,1194223,871737,14269,1277,8272,131671,11276,4766,6494,1978,36008,91075,386,-574,361,0,9404,3843,-3672,1435,4217,0,571325
1985:Q2,1805333,1347898,103927,0,3043,120310,7707,4990,4555,3162,47421,18092,53877,-594,-11561,4891,97615,1205974,871026,13763,1692,8041,136821,9556,4686,6547,1978,37970,97317,404,1300,215,0,9422,3972,-3743,969,4038,0,599360
1985:Q3,1910597,1395223,118297,0,3126,120664,12094,5526,4448,3375,48629,27051,50238,-664,-2134,5843,118881,1245567,911888,13881,2847,8422,135172,11302,4675,7620,1978,38907,93845,440,377,201,0,7785,5791,-3813,527,3721,0,665031
1985:Q4,1919238,1391286,122822,0,3922,123898,5466,5594,5200,3681,51306,18391,52464,-636,-2082,4572,133354,1307322,958498,14375,7689,8035,136097,7400,4443,7167,-377,40924,111918,490,2159,1473,0,3920,3991,-4716,-327,4163,0,611916
1986:Q1,1919455,1380345,126175,0,2698,128318,6762,5203,5072,3590,52211,17136,48917,-657,7081,14539,122065,1306578,949762,15109,7946,7707,133098,9460,4011,7995,-377,40572,109816,589,1999,2098,0,4444,4742,-5968,7437,6138,0,612877
1986:Q2,1909107,1362385,127097,0,2754,124973,5684,4389,4746,3598,51692,19466,43941,-552,22858,9150,126925,1286364,927558,15969,9176,7341,133778,8796,3400,9016,-377,43812,110477,680,2437,2631,0,514,3924,-7173,6474,7931,0,622743
1986:Q3,1975262,1405128,128549,0,2749,133517,7537,3499,5547,3632,51603,20257,47295,-657,20863,9296,136446,1351589,987591,17453,9990,7635,137711,11281,2797,9357,-377,46900,113326,671,2462,3115,0,1437,8213,-8282,-7617,7926,0,623673
1986:Q4,1913372,1345044,131304,0,2802,127092,6847,2871,5665,4758,51362,22483,45425,-1349,19571,9539,139958,1408651,1015393,19313,9382,7734,138830,10725,2380,10340,-3392,49033,128539,702,3570,4323,0,5823,6234,-9044,1811,6956,0,504721
1987:Q1,1958337,1368640,126841,0,2649,154384,8578,2456,5844,4623,52051,25891,44656,-1512,16133,9994,137110,1460011,1026792,20724,9245,6892,158461,12007,2090,12187,-3392,52086,139381,770,4133,5231,0,7649,7375,-10638,933,8085,0,498326
1987:Q2,1980532,1372108,126297,0,2981,157948,7991,2136,5754,5021,50428,27215,47398,-1754,19196,10155,147658,1465139,1037581,22261,9655,6243,149639,11474,1887,12083,-3392,55339,140113,765,3909,4081,0,9091,6724,-11994,2086,7594,0,515393
1987:Q3,1969433,1361500,124144,962,2951,164836,10073,1914,6644,5071,51661,26771,51760,-1937,13205,10165,139713,1511141,1046181,24422,10538,9713,152854,14198,1785,12079,-3392,59413,157791,619,3790,5386,0,8668,9699,-13483,1946,8934,0,458292
1987:Q4,2037769,1357772,124862,1166,3626,147974,10197,1794,6943,8131,70289,25343,88613,-2245,15630,10465,167209,1592229,1129414,26959,13261,9907,170065,13863,1815,8058,-3435,61227,134307,571,4076,5753,0,12696,12356,-15072,-1753,8161,0,445540
1988:Q1,2094820,1393880,129207,1763,3326,155793,13051,1822,6919,8408,72314,25196,111348,-2222,-3472,10549,166939,1637156,1156602,31120,6518,8128,176464,17283,2021,10158,-3435,66432,136488,527,6925,6256,0,12853,12991,-15687,-2654,8165,0,457665
1988:Q2,2130601,1393342,133552,2807,3758,167841,12831,2023,6728,8535,73500,25642,112446,-2260,-3313,11295,181875,1677906,1167702,35156,7227,8291,194776,16899,2430,9263,-3435,68184,143286,483,5509,6369,0,13753,15587,-16251,-5206,7883,0,452695
1988:Q3,2187583,1413977,137898,3583,4261,174906,14268,2273,8019,8636,74355,28205,113631,-2133,-6548,11292,200960,1748150,1208162,38567,6829,8452,207429,17940,2883,10717,-3435,67920,154816,512,7303,5478,0,15501,14586,-17027,-6158,7675,0,439433
1988:Q4,2313047,1503255,142243,5822,4709,189623,14664,2447,7704,9182,74507,25810,116909,-1971,-3037,11510,209670,1965267,1400549,41603,7424,9401,219822,18638,3177,8464,-6290,69326,161903,2117,5410,5457,0,20215,15098,-17785,-6983,7722,0,347780
1989:Q1,2365691,1604291,147461,6106,3266,128854,16808,2730,6650,9088,76913,25974,111783,-2225,-6579,11678,222893,2018403,1493955,43205,7075,8269,174894,21416,3391,10051,-6290,71359,162719,2733,3909,6183,0,18086,15574,-17931,-8424,8229,0,347287
1989:Q2,2368034,1592519,152679,7153,3719,131235,17141,2821,6633,9329,79063,23668,116484,-2109,-6600,12034,222266,2010511,1469235,44682,7651,9729,180308,20890,3674,8844,-6290,75152,155276,3919,6630,7295,0,23021,16534,-18045,-6498,8504,0,357523
1989:Q3,2420640,1629178,157897,7483,3562,141736,20992,2922,7050,9978,81484,26679,115414,-2106,-24699,11760,231310,2010949,1456985,45535,8579,7978,184710,24634,3917,9553,-6290,77600,144231,5200,9763,8026,0,28430,17119,-18175,-5046,8200,0,409691
1989:Q4,2380543,1609988,163116,7772,4449,131361,19258,3074,7581,10796,84112,25800,114380,-1992,-19747,12161,208434,1988368,1449719,46012,8791,7196,173118,22663,4066,10042,-10952,72019,147680,6269,7885,8674,0,30259,17978,-18421,-4270,9639,0,392176
1990:Q1,2405972,1603847,162295,7440,4538,162843,19244,3315,7350,11053,82496,22347,103050,-1672,-10578,12391,216013,1971467,1482674,45706,9151,5397,140653,23159,3363,10943,-10952,67773,139777,6609,8120,9202,0,29357,15967,-18129,-7027,9724,0,434505
1990:Q2,2382078,1574291,161474,7693,4279,150323,19355,3667,7702,11228,81817,24319,116987,-1737,-5108,12545,213243,1904596,1425155,45526,10301,4951,135312,22050,4215,12803,-10952,67847,130704,7829,11372,9706,0,32687,15844,-17851,-12699,9796,0,477481
1990:Q3,2397207,1618039,160653,7437,4555,140128,22782,3972,7925,11514,79232,19232,123860,-1569,-2377,11630,190194,1938683,1462417,45971,8868,5693,141142,25577,4223,13332,-10952,66291,129935,7625,6354,9634,0,31220,15701,-17545,-16429,9626,0,458524
1990:Q4,2379993,1631631,159833,7688,3493,122155,22067,3978,8062,13218,76453,24898,125136,-1843,-1325,10691,173858,1994993,1505269,46790,10299,6046,143996,25277,4192,12335,-4537,67104,113974,7831,15625,9980,0,32941,16088,-17041,-10456,9280,0,385001
1991:Q1,2455696,1706620,159681,7421,3251,113207,26005,3913,8050,15287,82866,25757,128732,-1848,-615,9807,167562,2018324,1526253,48270,11104,5318,148103,30144,4100,14404,-4537,80545,111103,3910,2775,8525,0,32294,17615,-16821,-13555,8773,0,437372
1991:Q2,2428966,1705730,160029,7675,3130,105962,23551,3656,8236,15214,88638,27727,132872,-1771,4193,9927,134197,2000751,1505150,49876,11373,5044,137047,26724,3937,17947,-4537,78159,118879,4763,8656,8654,0,31129,18286,-16794,-12930,9388,0,428215
1991:Q3,2476585,1769790,162377,6705,3429,98447,25841,3339,9200,15894,88816,31464,139695,-1716,6088,9906,107311,1993542,1492580,49606,9941,5136,128428,31091,3762,19852,-4537,84762,117194,5032,8830,8634,0,32173,22775,-16783,-13868,8934,0,483043
1991:Q4,2486884,1772576,163475,6959,3041,97194,26619,3104,8927,19433,87058,31843,139913,-1555,6721,9968,111609,1959649,1452220,50962,13922,5572,129184,30273,3669,17186,-6645,83133,111918,4621,7644,10305,0,39208,27198,-16516,-13511,9306,0,527235
1992:Q1,2759031,1995145,166934,6669,2702,119844,25613,3593,8450,19617,89891,40256,153046,-3122,10541,9716,110136,2066340,1580023,51964,10133,5093,125317,30849,3649,21374,-6645,81536,99695,4738,7183,23953,0,31073,24698,-16429,-21031,9167,0,692691
1992:Q2,2763033,1980107,170393,6924,1741,121215,26516,3782,8932,19689,90106,36638,154650,-3324,16545,9306,119814,2006688,1516172,53092,11680,5154,128831,31235,3366,21189,-6645,82072,103190,4741,7916,28117,0,32356,19414,-16825,-28912,10545,0,756345
1992:Q3,2755935,1987807,172602,6631,1856,120934,31377,3893,9539,19741,90453,40129,157113,-3765,16397,12211,89016,2006029,1499198,55344,8690,7047,124640,37047,3127,22150,-6645,83281,101622,4037,7506,38513,0,33069,20891,-16844,-26991,10348,0,749905
1992:Q4,2757281,1985964,177312,6884,2226,113964,27523,4182,9159,20191,91065,45391,162688,-4172,22425,12383,80096,2001565,1513946,56971,10641,7351,121744,33467,2992,21070,-4797,80173,98822,4544,10203,29522,0,26901,20202,-17342,-25184,10339,0,755716
1993:Q1,2788056,2044670,178576,6791,2752,118868,28438,4467,9455,20263,93682,34613,160952,-4634,23120,13027,53016,2053803,1562999,59779,3274,7690,117127,35147,2849,23356,-4797,81172,98733,4637,14205,30923,0,29477,23981,-17575,-30215,11041,0,734254
1993:Q2,2835309,2052122,179840,6788,2395,135014,28774,4809,9724,20040,95972,44298,170447,-4792,31566,13425,44887,2071240,1563163,62711,270,9204,124571,36840,2804,23358,-4797,85142,94108,4725,15807,30868,0,28763,25729,-17746,-26229,11949,0,764069
1993:Q3,2844959,2053860,181105,6548,3664,136129,29722,5177,9992,19978,97498,43174,171350,-5087,37185,14034,40630,2070530,1566241,66269,2003,8348,124346,37733,2702,24472,-4797,78905,88036,4302,18464,32007,0,33867,28095,-16900,-34944,11381,0,774429
1993:Q4,2832041,2047400,182369,6800,2806,142214,26323,5570,9954,20206,100069,45856,177023,-5268,31299,12509,26911,2123590,1647503,70202,4008,9564,101918,32712,2552,23016,-13457,76192,86605,4109,22764,29466,0,32538,29104,-17572,-29150,11516,0,708451
1994:Q1,2993537,2022823,183569,6503,3020,335296,31047,5540,9942,20713,101012,34996,183629,-6010,35539,12357,13561,2257965,1651850,75196,6017,8572,202178,38489,2793,24611,-13457,87346,83598,3822,29155,43872,0,30753,24904,-16556,-36923,11745,0,735572
1994:Q2,3002931,2009784,188520,6555,4158,379019,37115,5739,10370,21004,100955,30792,186348,-6626,37052,12230,-20084,2315274,1656343,79065,8033,8865,237634,45951,2919,24430,-13457,77536,87372,4074,26724,58089,0,28368,21159,-15931,-32989,11089,0,687657
1994:Q3,2977429,1997686,193471,6640,4041,357129,39559,6046,10984,21405,101184,30853,192875,-7414,40279,12007,-29316,2312924,1672179,83559,11725,8736,214466,47002,2913,19464,-13457,84966,89466,4631,24791,57225,0,26384,17319,-14968,-34887,11410,0,664505
1994:Q4,2997337,1998391,198422,6802,3456,346649,40940,7405,11746,21845,102428,26856,204972,-7331,35743,13157,-14144,2440158,1774803,87178,25104,9833,219873,45865,2432,19984,-13428,82976,86517,4587,25824,54447,0,27293,12883,-13558,-24387,11932,0,557179
1995:Q1,3056300,1997219,201823,6590,5007,371312,71220,7259,10321,22173,109462,23871,214864,-7418,31328,13115,-21846,2464398,1802272,95347,22148,8624,214531,43602,2026,20498,-13428,89116,88020,4227,21565,51061,0,27502,15667,-13750,-26649,12019,0,591902
1995:Q2,3055572,2005797,205224,6753,5313,318713,81063,8299,10199,23306,114417,26067,220793,-7565,31737,12941,-7485,2497755,1793484,103641,63658,9427,190627,40169,2390,20026,-13428,82754,89522,4581,29168,59892,0,29030,15512,-13657,-21276,12235,0,557817
1995:Q3,3130076,2048108,208625,6618,4929,332245,77270,8272,10231,23636,115989,28861,222377,-7653,33791,13660,3118,2570944,1839443,112559,77991,9299,182629,42160,2522,19358,-13428,86333,91024,4834,32484,54920,0,39114,15478,-13769,-23873,11866,0,559132
1995:Q4,3202898,2090304,212026,6661,4708,343253,75616,10325,10265,29500,117377,27619,230716,-7698,43259,14222,-5255,2651312,1920033,121853,80418,10737,166928,36585,4024,19521,-20395,94526,92527,4801,36624,56774,0,26883,18214,-14502,-17548,13309,0,551587
1996:Q1,3255511,2150356,219384,6600,4740,335941,68281,10188,10448,30138,117636,30146,230649,-7744,37634,14173,-3058,2708094,1998856,130163,55555,9812,169243,31417,3831,22226,-20395,88427,96878,5156,42939,55640,0,30171,17701,-15351,-27373,13199,0,547417
1996:Q2,3263740,2150717,226742,7326,4803,352836,65246,9902,10791,30754,117359,26895,226028,-7807,40343,14486,-12681,2767619,2004058,138597,33356,10203,202490,27915,3947,21104,-20395,89564,101231,5438,43963,61598,0,52654,20883,-15938,-26761,13712,0,496121
1996:Q3,3379760,2217882,234100,7174,5126,377915,64794,10734,10967,31232,118907,25969,226802,-7884,56173,15152,-15283,2829687,2019296,147658,58284,10155,214565,27632,4374,19667,-20395,88264,105584,5268,42494,62050,0,52673,27195,-16806,-31711,13439,0,550073
1996:Q4,3407961,2236712,241458,7269,4321,367293,73534,10886,10844,26925,128127,27966,238805,-9069,72188,17541,-46839,2902551,2056777,157092,82075,11201,193091,27375,4798,19868,-19009,106526,112337,5519,43553,60795,0,60102,37039,-17802,-53783,14997,0,505411
1997:Q1,3451788,2232233,256707,6553,4434,376157,83713,13094,4701,26848,115451,36998,249796,-9784,77042,16566,-38721,2907421,2024507,169321,108130,10558,203879,28936,4945,13044,-18952,112679,113072,4936,49060,68775,0,52769,38645,-18289,-73664,15069,0,544367
1997:Q2,3375046,2193823,270706,6699,5390,389065,82010,14176,4952,27505,112910,32668,239219,-11345,73217,16968,-82917,2859838,1915347,182925,121317,12783,206778,27009,5311,15986,-18886,110509,116120,5173,51427,82915,0,56689,48498,-20930,-75114,15981,0,515208
1997:Q3,3419254,2177580,284705,4192,4473,402797,80365,15192,4810,30376,103969,35287,256963,-13938,84488,17654,-69659,2896621,1898974,197154,148850,12316,215292,25643,5298,15445,-18814,120377,117710,5331,58816,79652,0,57643,41650,-23331,-76896,15511,0,522634
1997:Q4,3451287,2113704,297455,6635,5466,435166,86088,15577,4626,32882,117333,35115,256495,-17521,78092,18747,-34572,3014386,1920565,213009,155520,13217,231995,28554,6639,17309,-30190,125984,122325,5578,60716,81874,0,67695,55828,-29441,-50121,17331,0,436901
1998:Q1,3411965,2135252,322985,6605,5199,283434,84093,16318,5004,32706,133069,44527,228878,-21937,156898,18873,-39939,2965319,1830414,240898,193281,13426,175795,26569,6698,21260,-30237,139683,124182,5765,77975,78494,0,65634,36157,-32236,-27044,18605,0,446646
1998:Q2,3432982,2178509,344765,6573,4917,295325,89591,17124,5543,32274,134295,42299,227842,-19915,110930,18730,-55820,3058415,1879474,273237,183463,14629,205424,31026,7030,17747,-30274,140474,126044,5916,62392,84692,0,67938,40717,-31354,-40319,20159,0,374567
1998:Q3,3450287,2184571,365295,6700,4081,323749,85214,17584,5381,31808,142010,42673,224827,-15721,106966,19435,-94287,3217619,1936711,306201,194599,15388,219800,35481,7596,19552,-30307,152599,127667,5803,66677,90602,0,65794,32241,-25804,-24530,21549,0,232668
1998:Q4,3785750,2454485,389575,6700,5437,334565,83050,21860,5173,31083,136501,45203,252356,-6290,99725,21673,-95345,3556965,2254667,334865,159164,16139,243636,34793,9730,24032,-40392,144540,127588,5812,65501,83122,0,67597,38030,-15566,-20181,23888,0,228786
1999:Q1,3926996,2543218,405492,6697,3894,330630,76278,22554,4991,30986,164751,40603,266716,-7260,73825,20107,-56486,3586304,2239118,360215,160914,15636,264952,32864,9723,26137,-40305,150613,132211,6258,60274,93151,0,70415,50362,-14648,-53885,22299,0,340692
1999:Q2,4067587,2633331,426409,6657,4824,322508,75183,23833,4952,34435,170465,40810,274114,-7762,80395,22125,-44691,3600572,2203163,377066,153482,16406,290890,30351,10134,22588,-40207,149035,137719,6524,70179,88687,0,69599,55556,-14828,-53926,28155,0,467015
1999:Q3,4157898,2667636,444825,6701,5456,351171,89721,25570,5058,39255,187896,37137,264929,-6757,101956,22336,-84992,3669610,2243811,397416,151000,16370,293878,31995,10315,19364,-40101,155360,142769,6570,65318,86137,0,73469,55577,-13880,-53441,27683,0,488288
1999:Q4,4342076,2777778,463242,6550,3954,372231,90176,24054,6034,-2423,147267,41470,271711,866,142059,30710,-33603,3555830,2197135,416266,145812,16798,286954,37143,8708,8835,-76320,125125,147296,7114,87962,92293,0,72549,71012,2825,-121126,29449,0,786246
2000:Q1,4544811,2857750,485552,6629,5556,383812,93172,24748,5368,-4663,154455,46975,332025,553,164713,21256,-33090,3766568,2360664,438109,143921,16494,306253,33007,8370,17294,-78618,127570,145839,6977,43253,93746,0,75758,104334,2454,-111227,32335,35,778243
2000:Q2,4768033,2995682,504362,6514,5300,387288,90376,25312,6141,-6401,162663,45434,348897,589,170598,22880,2398,4081469,2599203,463177,137974,16564,331414,30524,8777,13822,-80905,139880,145739,7232,51250,109247,0,79187,106957,2372,-114391,33411,35,686564
2000:Q3,5005199,3158369,527023,6554,5393,428898,97816,26948,7464,-9116,168036,42358,365604,726,173301,23907,-18082,4429830,2853089,484419,138550,18328,345007,32791,9213,16885,-83172,158299,145156,7469,62050,116030,0,80861,117363,2448,-109589,34597,35,575369
2000:Q4,5139871,3279765,549183,6390,5226,427333,100691,24756,5607,-7373,165181,46130,386296,1091,149930,23971,-24305,5346522,3717046,506237,123322,19277,346977,33481,6598,18896,-73722,162925,145059,8216,66503,113187,0,63374,126426,3126,-75750,35204,140,-206650
2001:Q1,5224995,3378065,562973,6478,4837,426930,110113,24506,3459,-11900,165657,65588,413676,891,138483,22878,-87638,5616981,4018718,534204,124143,19254,344625,32974,7071,29899,-73909,214331,112454,9350,44567,92241,0,62923,134346,2383,-133371,40637,140,-391986
2001:Q2,5232678,3392305,576763,6357,4021,408359,102178,23443,6047,-16990,173971,65565,420666,1153,219599,24191,-174950,5729982,4048324,566020,126143,20168,340449,31551,7787,29858,-75735,214204,107798,9394,53894,85218,0,63688,127293,2479,-68072,39381,140,-497304
2001:Q3,5250263,3385966,590553,6392,3857,472296,106758,24491,5468,-20151,191997,81760,416311,1253,194989,24729,-236406,6018060,4254487,594187,118756,20444,405815,39655,8182,39528,-77385,220723,104413,10211,46713,83265,0,71510,139359,2905,-107383,42535,140,-767797
2001:Q4,5427891,3413232,604343,6217,2726,359308,89034,28996,3768,69181,192945,84637,419128,1762,307918,26461,-181765,6233876,4251407,633503,107588,20305,392262,32037,12477,27274,54981,205916,100699,10000,60431,78465,0,68910,162090,3847,-30073,41676,80,-805985
2002:Q1,5413405,3455959,609023,6304,3392,356304,70794,29741,5170,72065,209094,77719,426331,1913,275453,26330,-212187,6229515,4208815,642418,102066,21173,448036,31833,13476,42659,49074,192501,101814,8893,52237,90188,0,68694,161971,3992,-55406,45001,80,-816110
2002:Q2,5505565,3498727,613703,6176,3145,424594,100008,28749,4770,71245,221864,86801,431081,1968,279924,28151,-295341,6430354,4317974,651599,91269,21006,493510,34049,14050,33136,49834,199391,106388,66334,56539,76972,0,74141,170008,4250,-77647,47471,80,-924790
2002:Q3,5659069,3484722,618384,6203,4231,456679,110616,30305,5585,66530,253423,104508,448164,2260,295778,29278,-257597,6652389,4463768,660779,85896,20094,534745,34265,13784,32255,48346,208598,107475,64247,61212,71989,0,85291,183828,4189,-78365,49913,80,-993319
2002:Q4,5631409,3515674,623064,6028,2642,468213,108984,28286,5694,75506,212809,120039,446097,1930,252678,35103,-271339,6474645,4538840,423300,80245,19616,568136,36267,6439,32843,49734,203443,103642,70232,51375,78481,0,90867,197195,4329,-133114,52657,118,-843236
2003:Q1,5827728,3576078,628911,6106,2223,490548,105602,29829,5754,84928,262425,110033,449087,2651,264831,33175,-224453,6467871,4487470,426352,76588,19309,582777,35444,7899,16952,56771,221554,107567,70813,45320,79185,0,92224,212217,4355,-131189,56145,118,-640143
2003:Q2,5939490,3560403,634758,5977,2762,529308,138088,31088,6701,89045,278766,111077,467719,2649,280605,30974,-230430,6379940,4330863,429952,77543,18852,614371,45173,6790,16749,52701,229992,106775,77020,36884,83219,0,101080,234489,4170,-143269,56468,118,-440450
2003:Q3,5983599,3539045,640605,6000,2695,575260,115544,34066,6846,88134,264088,100183,534975,2156,278952,38348,-243297,6370774,4279580,432820,78328,18510,646898,33339,6262,19659,50047,219915,102405,78662,38061,84622,0,105571,260359,4526,-150319,61411,118,-387174
2003:Q4,5946554,3546997,646452,5823,2268,541637,109587,31704,7277,106525,243501,82382,536715,2646,293151,36834,-246945,6374020,4350016,436910,82202,18231,608792,29571,4268,23286,35419,214223,100831,84295,33201,95169,0,109362,276807,4888,-196128,62514,163,-427466
2004:Q1,6052620,3574571,663644,5895,3029,552789,110219,34552,8414,103393,291208,99980,548580,4949,308792,38149,-295545,6433507,4321425,483904,85193,18117,599200,28016,4618,17542,23749,235645,100738,83927,36278,149934,0,104287,275006,5826,-205184,65123,163,-380888
2004:Q2,6157187,3640411,680836,5759,3035,535402,97651,36875,9098,102182,288973,76575,538878,2336,361441,38638,-260903,6492189,4351123,530989,79855,17857,646655,32705,3856,28331,21744,231664,106651,92430,39919,95451,0,102724,266728,6016,-229594,66922,163,-335002
2004:Q3,6270982,3668747,698028,5780,5499,540224,107818,40032,10579,113610,289697,87752,536638,3797,365045,38820,-241084,6693579,4409490,577944,86928,17707,726562,32191,6362,27968,23056,229581,103896,85542,36815,99145,0,109394,276672,6543,-227223,64843,163,-422597
2004:Q4,6475581,3745878,715220,5598,3529,590111,107427,42480,9180,122440,265644,75301,532245,4594,403737,35821,-183624,6942489,4547258,626194,77553,18575,758045,30802,5217,24904,37267,231185,104533,93666,43782,117819,1335,113852,284632,7747,-248489,66408,204,-466908
2005:Q1,6563152,3872578,750894,5598,3586,628838,121633,42831,9076,117341,282885,85761,498175,2691,326463,36167,-221364,6982099,4547220,678063,74928,17551,741047,30247,5511,27677,39318,238403,103250,93345,27415,131708,2554,135198,280807,8835,-269124,67898,248,-418946
2005:Q2,6628228,3982491,786569,5533,3857,605444,120019,42026,11786,122084,276634,85452,510612,4110,342216,37830,-308435,7183297,4691091,730042,79543,17898,742224,33459,5128,31479,41160,234004,101153,97766,21467,128275,2638,124607,291788,9549,-269938,69752,212,-555069
2005:Q3,6740903,4041238,822243,5550,4630,589386,142875,41832,12951,138048,286786,83907,544906,4304,349766,40067,-367585,7305646,4817268,780264,86845,17324,753483,35717,5353,27103,42302,242875,98680,97257,33383,127698,3394,75986,236758,10948,-260597,73366,239,-564743
2005:Q4,6745937,4091548,857917,5360,4611,596682,118028,42159,11706,130742,254825,72625,469391,8101,362460,41105,-321323,7662910,5034663,832140,85830,18143,782418,34226,5305,27182,46849,245876,98150,98986,32530,123778,4798,117830,240890,14439,-257772,76447,202,-916973
2006:Q1,6794467,4104645,894069,5426,5473,647644,133113,41559,9674,131087,270010,82858,457094,4684,379275,42213,-414357,8131556,5141048,910295,78907,17484,734310,38255,6122,22889,30014,247821,434886,138534,25475,152830,7915,109431,221186,13159,-261860,62600,255,-1337089
2006:Q2,6745405,4127335,930221,5283,5525,627954,158244,41740,9617,128455,272904,95015,447766,5324,403886,43117,-556980,8480757,5361915,988009,80319,17659,756056,40496,8460,30848,35306,251407,441622,133372,44334,153210,10594,114048,209136,14163,-275095,64719,179,-1735351
