1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,28267,28267,0,0,28267,6757,0,0,625,50,16872,0,28,225,3497,16,11,0,0,0,186,0,ND,ND,ND,ND,ND,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,33422,33422,0,0,33422,7274,0,0,710,100,19821,0,54,302,4943,25,16,0,0,0,177,0,ND,ND,ND,ND,ND,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q3,10657779,10131755,14785,511239,10657779,125306,17123,14995,20180,111534,2616486,1108,20453,283419,9076,1979,4348,4711756,1034669,1377506,299140,8701,983381,802065,302,90015,24924,66075
2010:Q4,10489045,9957898,13560,517587,10489045,124444,16899,15370,21189,113759,2618295,1069,20124,282792,9745,1946,4110,4690718,1074964,1315244,169528,8849,928263,783277,295,87775,23010,33906
2011:Q1,10427727,9920126,12383,495218,10427727,123582,16817,14847,21355,115201,2531112,1056,18778,282643,9564,1717,3998,4723822,1118630,1261052,163306,20247,904152,764364,290,85423,21414,32661
2011:Q2,10362872,9860668,11362,490842,10362872,122720,16744,14325,22124,116661,2512346,1076,18223,283029,9602,1657,4049,4688305,1161807,1211687,158963,19554,884378,747760,275,84337,20213,31793
2011:Q3,10306983,9808393,10697,487893,10306983,121858,16692,13802,22742,117011,2522679,1276,17937,283963,9698,1562,4849,4631976,1200611,1165505,155243,19579,868618,734961,279,83228,19102,31048
2011:Q4,10250735,9754939,10196,485600,10250735,120996,16618,13280,23223,117362,2538827,1319,17766,285257,9704,1629,4564,4587726,1222902,1120236,149731,19595,852819,723149,263,81321,18140,29946
2012:Q1,10186794,9687961,9938,488895,10186794,120134,16333,13063,24054,117014,2507194,1431,17325,286311,10628,1706,4011,4583096,1243161,1074184,146050,21099,830796,705336,278,78779,17193,29210
2012:Q2,10124930,9621830,9926,493174,10124930,119272,16051,12845,24442,116668,2512846,1316,17072,289025,11535,1668,3795,4530002,1281819,1025254,137196,24124,811617,690118,240,77470,16350,27439
2012:Q3,10073148,9565631,9944,497573,10073148,118410,15774,12628,24674,116323,2512076,1577,16907,290802,12388,1619,3713,4498932,1307147,981042,134903,24233,791629,672682,248,76366,15352,26981
2012:Q4,10017647,9506994,9706,500947,10017647,117548,15518,12411,24326,115979,2501988,1804,19790,291790,11777,1569,3749,4475578,1326581,938426,132553,26260,771025,654767,222,74918,14608,26510
2013:Q1,9964690,9452898,9401,502391,9964690,116686,15732,12501,25330,114968,2465776,1760,19724,291704,11645,1514,3375,4479370,1344713,903766,129682,26444,746974,633995,262,72974,13807,25936
2013:Q2,9929805,9414598,9552,505655,9929805,115824,15999,12591,24605,113967,2438807,1562,18863,295488,11822,1456,3228,4492827,1369785,857733,126243,29005,730070,619940,245,72020,12616,25249
2013:Q3,9938060,9419206,9749,509105,9938060,114959,16233,12680,24069,112975,2407172,1365,18854,303146,12249,1400,2689,4533723,1403680,821536,122071,29259,714677,605740,338,71739,12446,24414
2013:Q4,9917615,9395044,9960,512611,9917615,112308,16468,12770,25329,111991,2385878,1285,18723,308193,12256,1356,2310,4546391,1423935,792596,114733,31093,702276,595912,326,71229,11862,22947
2014:Q1,9878894,9349466,10375,519053,9878894,109657,16759,12736,25604,111609,2373718,1532,18174,310942,12994,1325,2649,4533351,1435287,768390,111511,32656,689966,585301,330,70689,11344,22302
2014:Q2,9870562,9333885,10868,525809,9870562,107006,17046,12702,25400,111228,2392769,1789,18122,317452,13732,1387,3412,4516095,1443921,744475,109069,34957,684131,579740,328,71405,10844,21814
2014:Q3,9882692,9339354,11244,532094,9882692,104355,17340,12668,25656,110848,2392051,2283,17446,324655,14650,1457,2758,4527778,1461923,718917,106683,41224,678661,574274,319,72358,10373,21337
2014:Q4,9890868,9341508,11491,537869,9890868,101704,17637,12634,26622,110470,2390616,2885,17288,330058,15850,1363,2935,4538046,1474761,699607,104623,43769,672249,568200,409,72814,9901,20925
2015:Q1,9858887,9300937,11989,545961,9858887,99053,21211,13269,27456,109703,2395717,2770,16279,333675,15994,1481,3139,4527068,1468885,679318,101142,42727,660026,557512,401,72463,9422,20228
2015:Q2,9903198,9336611,12496,554091,9903198,96402,24705,13905,28007,108942,2419562,2822,16081,342537,17176,1449,3305,4537512,1491089,654097,96575,49032,651789,550006,398,73085,8985,19315
2015:Q3,9953171,9378337,12925,561909,9953171,93751,28239,14540,28476,108186,2419703,2576,15891,352088,18374,1417,3389,4564221,1536482,625146,92854,47838,642891,541088,397,74353,8482,18571
2015:Q4,10019313,9435806,13440,570067,10019313,91100,31768,15175,28369,107435,2433592,1526,15665,358386,20268,1384,2886,4570998,1568836,602610,123427,45888,641640,533088,406,75387,8073,24686
2016:Q1,10025097,9432082,13953,579062,10025097,88449,28360,14996,28892,108050,2442440,1423,15507,362556,20877,1389,3032,4568328,1587741,583643,120604,48810,630639,523414,318,75201,7585,24121
2016:Q2,10079832,9477858,14356,587618,10079832,85798,24965,14817,29066,108668,2484674,1131,15287,370183,21786,1393,3305,4572539,1614763,564534,115998,50925,622960,516434,309,76249,6768,23200
2016:Q3,10155377,9543348,14978,597051,10155377,83144,21567,14638,29002,109289,2509551,1124,15144,378178,22649,1397,6544,4597735,1648377,541919,113275,61844,613299,506640,318,77341,6345,22655
2016:Q4,10211952,9591930,15188,604834,10211952,82272,18153,14459,29879,109915,2510000,1172,14968,386211,23981,1401,5232,4644775,1684649,518039,106777,60069,600485,494813,322,78012,5982,21356
2017:Q1,10268509,9636529,15458,616522,10268509,81400,18520,15217,28939,110723,2492212,1147,14749,392493,24627,1471,3740,4688119,1720838,507657,104918,61739,590244,483340,310,78632,6978,20984
2017:Q2,10345688,9702560,15567,627561,10345688,80528,18906,15975,29436,111537,2525626,1134,14581,401487,25517,1540,2976,4703391,1755769,493063,100529,63693,583940,475988,302,80795,6749,20106
2017:Q3,10438226,9782801,15905,639520,10438226,79656,19279,16732,29103,112356,2545075,1116,14468,413314,25923,1610,1495,4736057,1796559,482952,99043,63488,576018,467778,293,81743,6395,19809
2017:Q4,10519478,9852345,16125,651008,10519478,78784,19651,17490,29032,113182,2556959,1064,15277,421962,26489,1679,2484,4775581,1825684,474164,95223,64773,568417,460376,271,82676,6049,19045
2018:Q1,10562697,9888689,16428,657580,10562697,77912,19939,17584,29027,113849,2557451,1068,14915,427986,27968,1634,2678,4797501,1848742,466107,96884,61452,554700,446370,253,82944,5756,19377
2018:Q2,10647421,9966851,16669,663901,10647421,77040,20231,17678,29004,114520,2570068,1354,14645,439442,29633,1589,3393,4821625,1878218,472515,94829,61637,545698,435826,246,84935,5725,18966
2018:Q3,10747127,10059020,17105,671002,10747127,76168,20523,17772,29094,115194,2588032,1540,14346,448412,31382,1545,4515,4856526,1915188,472789,89902,64199,538271,427316,240,87034,5701,17980
2018:Q4,10814951,10121618,17079,676254,10814951,75296,20814,17866,29201,115873,2585948,1606,14079,455364,32991,1500,4438,4883889,1948715,467799,87083,72489,533050,420198,231,89220,5984,17417
2019:Q1,10844026,10146937,17332,679757,10844026,74424,21138,18021,29262,116517,2581097,1552,13774,457807,34622,1490,3482,4898141,1964254,466474,88868,73103,523892,409434,224,89790,6670,17774
2019:Q2,10930020,10230964,17229,681827,10930020,73552,21462,18175,28992,117165,2614967,1551,13610,465306,35796,1480,3226,4918449,1982790,467505,86993,79001,517771,402027,225,91518,6602,17399
2019:Q3,11024144,10321977,17353,684814,11024144,72675,21787,18329,29206,118854,2624630,1573,13364,475534,37551,1470,3276,4972954,1999937,462691,86936,83377,509684,392570,199,92509,7019,17387
2019:Q4,11095415,10391321,17242,686852,11095415,71803,22041,18483,29239,120567,2638230,1452,13156,488657,39607,1461,2872,5016055,2024759,445793,85384,75856,500789,383640,311,92404,7357,17077
2020:Q1,11162258,10433098,17561,711599,11162258,70931,23256,18720,29482,125911,2637001,1368,12992,496289,39781,1479,3034,5063722,2045704,455328,83600,53660,494542,378736,263,91880,6943,16720
2020:Q2,11249917,10500573,17342,732002,11249917,70059,24462,18957,29530,131492,2628787,1474,13365,507710,39703,1497,2679,5177610,2030861,444006,79145,48580,475122,363145,279,89275,6594,15829
2020:Q3,11419970,10651618,16976,751376,11419970,69187,25678,19194,29994,137320,2625166,1322,13707,516783,39444,1515,2783,5354059,2023476,431806,75418,53118,458979,349788,206,87644,6257,15084
2020:Q4,11571757,10783193,16747,771817,11571757,68315,26881,19431,30418,143406,2581469,1237,13475,518757,40136,1533,2555,5575268,2008954,410169,77135,52618,441231,334502,76,85430,5796,15427
2021:Q1,11697168,10892401,16905,787862,11697168,67443,28267,19273,30643,141014,2533397,1062,13129,518804,42148,1551,2687,5773539,1996405,396265,76103,55438,422074,318158,75,83077,5543,15221
2021:Q2,12176661,11352688,17664,806309,12176661,66571,29652,19115,31509,138663,2531828,1066,12680,530235,44720,1568,2572,5978851,2012051,393533,320621,61426,460685,308179,58,83169,5155,64124
2021:Q3,12420027,11575729,18646,825652,12420027,65699,31040,18957,32415,136350,2571342,1268,12326,543579,47834,1586,2459,6141111,2022390,401953,315331,74387,451165,299189,49,84189,4672,63066
2021:Q4,12675060,11814488,18819,841753,12675060,64827,32637,18799,32623,134076,2606196,1212,11968,558620,51161,1604,2449,6312679,2044381,412164,310604,79060,445779,292945,43,85750,4920,62121
2022:Q1,12923371,12043984,19748,859639,12923371,63955,29952,19002,33823,133956,2620852,1120,11667,581704,55607,1498,2431,6490534,2074337,418857,306590,77486,435326,288510,37,80975,4486,61318
2022:Q2,13203810,12305713,20656,877441,13203810,63083,27236,19204,35951,133837,2725690,1121,11478,617312,60029,1392,2571,6579514,2120217,424072,303231,77872,450263,295234,47,89968,4368,60646
2022:Q3,13427894,12510187,21743,895964,13427894,62211,24532,19407,40033,133717,2804008,1042,11382,646552,63495,1286,2810,6639510,2172899,427660,300925,76425,465684,300982,20,100419,4078,60185
2022:Q4,13587917,12654096,22132,911689,13587917,61339,21843,19610,63080,133598,2852712,923,11412,667298,67396,1180,2337,6660589,2222635,423980,300684,77301,477619,305309,19,108246,3908,60137
2023:Q1,13650281,12710614,22261,917406,13650281,60467,23819,19830,63841,129412,2876554,889,11326,677300,72615,1131,2373,6653667,2253381,427527,298228,77921,480312,303489,18,113062,4097,59646
2023:Q2,13750637,12805576,21669,923392,13750637,59595,25693,19937,64131,125358,2893041,814,11318,692611,78292,1061,2047,6674512,2298907,429169,297301,76850,488925,304546,15,120029,4875,59460
2023:Q3,13875171,12925460,21078,928633,13875171,58723,27553,19995,64874,121431,2913985,712,11473,707644,84403,1006,1957,6704307,2352316,431971,295069,77752,498989,307081,14,127546,5334,59014
2023:Q4,13970284,13016830,20620,932834,13970284,57851,29078,20091,65853,117626,2930562,659,11723,716060,89349,973,1701,6719685,2396711,434460,296211,81691,511090,311365,15,134314,6154,59242
2024:Q1,14017364,13056624,20232,940508,14017364,56979,29123,20197,66752,118299,2926826,586,11788,720668,96635,934,1499,6712241,2430657,445841,293427,84912,517199,311554,14,138154,8792,58685
2024:Q2,14130502,13163915,19564,947023,14130502,56107,29179,20301,67369,118976,2947069,594,11882,733036,104354,873,1561,6729196,2473754,454468,293606,88177,532171,317149,133,145008,11160,58721
2024:Q3,14247061,13273629,19404,954028,14247061,55235,29243,20436,67811,119656,2957688,574,11995,744593,113757,800,1630,6759265,2517557,464391,291166,91264,545922,322706,89,152037,12857,58233
2024:Q4,14363840,13385810,19155,958875,14363840,54363,29302,20592,68557,120341,2968067,948,12189,756671,122436,724,1912,6775618,2569248,478452,290001,94419,561450,328914,319,157986,16231,58000
2025:Q1,14414377,13431119,19272,963986,14414377,53491,29285,20721,69383,121026,2965934,953,11717,764792,123257,632,1964,6772205,2602026,491119,288361,97511,570388,330598,395,162435,19288,57672
