1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q1,108441,89797,70432,115279,105763,8346,97417,9689,-172,-44847,128461,-5146,6451,-312,2444,-428,-5576,-333,-940,38,-4341,0,2060,3778,-1718,977,1721,1533,110,65,43217,81345,173308,170251,12927,3811,3033,6083,23566,-90,11026,12630,674,19554,2802,110728,3056,821,2592,-357,19365
1981:Q2,101620,93155,87398,114200,110063,8226,101837,2928,1209,-26802,37962,-3723,-130,27,3478,-534,4014,-636,4851,1621,-1822,0,4930,3938,992,907,1660,4561,169,-30,17548,5085,64764,63144,17553,5982,3969,7602,41200,15280,10876,15044,912,9368,-5803,-86,1619,-1335,3517,-563,5757
1981:Q3,105466,98842,81876,127704,113571,7614,105957,10990,3143,-45828,43217,-3732,-983,1084,3373,-1411,4160,-142,2904,611,787,0,4452,4304,148,1807,1470,-308,166,134,16016,16989,89045,87310,13908,6262,3135,4511,36692,16682,6385,13625,956,-2196,2083,35867,1735,-6698,3672,4761,16966
1981:Q4,98809,100599,100440,124237,117173,6762,110411,6202,863,-23797,28144,-6064,6080,1891,2128,270,6976,178,-1126,1304,6620,0,5951,4577,1374,2398,1551,27,269,87,-27475,34055,51941,47318,8543,-1359,3294,6608,35299,11709,10784,12806,2341,6223,-4666,-423,4623,-6240,7495,3368,158
1982:Q1,91570,100366,66087,110705,115276,6165,109111,-5367,796,-44617,28992,-3463,-55,-2320,1131,36,-6849,-291,-2840,-1970,-1748,0,-172,2125,-2297,1226,713,4011,206,356,8383,25789,73609,86314,18660,7114,3640,7906,25348,12162,1558,11628,1750,-10712,-614,51882,-12705,-1881,-191,-10633,34278
1982:Q2,91842,104704,86133,111419,112291,5869,106423,-1042,170,-25286,10348,370,-3270,1244,383,632,-5154,328,-3360,28,-2150,0,2833,1981,852,-623,698,4854,-43,367,8062,-5,35634,54248,10325,1905,3324,5096,38302,20137,4994,13171,1227,5299,-5973,5069,-18615,678,1007,-20300,18571
1982:Q3,91973,104972,96442,110725,109236,5787,103449,1450,39,-14282,46426,1745,8046,-3042,-219,853,2142,-505,2414,-1331,1564,0,1884,1615,269,-1864,767,3776,93,243,13557,18445,60708,77596,10263,-2015,4302,7976,30196,14202,2178,13816,667,3653,2183,30634,-16888,-1877,2035,-17046,8530
1982:Q4,90032,104159,100538,99951,107567,6195,101371,-9955,2340,587,19828,15440,6281,1795,-680,-870,11030,217,6091,816,3906,0,2935,1319,1616,2185,896,2389,160,147,-27029,5149,19242,24785,420,-13129,3877,9672,19738,7373,-604,12969,2011,16928,1616,-15928,-5543,5018,860,-11421,3621
1983:Q1,91319,106947,85233,97298,106133,7313,98820,-8765,-71,-12064,39914,-4122,573,1517,-1505,843,6029,123,4136,-492,2262,0,-922,976,-1898,-3121,1942,4837,25,184,14362,19272,51979,57359,12227,3573,2454,6200,13808,-1234,725,14317,-332,-19109,6365,44400,-5380,5746,1312,-12438,21713
1983:Q2,98497,110391,104411,109255,107576,8190,99386,-1918,3597,-4844,56927,8678,5420,-35,-2701,621,7030,1272,3190,923,1645,0,3055,1199,1856,-1031,2135,4681,-22,35,23121,5940,61771,66421,11670,-2338,2883,11125,29227,1035,9319,18873,1859,4252,-3557,22970,-4650,9293,1357,-15300,5980
1983:Q3,104093,113134,90163,112411,112230,9021,103209,-1051,1232,-22248,41859,7156,-273,1631,-2566,-52,-3946,600,-2090,-612,-1844,0,2860,1739,1121,-71,2109,5449,38,409,29127,-13,64107,76933,8394,1698,2073,4623,32234,6427,5146,20661,1983,-2743,4078,32987,-12826,2139,1047,-16012,22971
1983:Q4,108151,117407,89792,124769,118843,9425,109418,5983,-57,-34977,45381,18327,4281,1217,-1106,-599,13994,2245,6676,1046,4027,0,5670,2171,3499,-813,2094,5101,37,568,-1813,-1577,80358,84466,2294,-3772,2021,4045,55803,21665,11075,23063,-807,25358,-1979,3797,-4107,2936,2639,-9682,27615
1984:Q1,121239,123123,102335,141679,122817,9650,113168,18246,616,-39344,95997,13843,-1681,1148,356,879,12182,444,8073,-1639,5304,0,3121,5410,-2289,-1675,3213,6036,7,819,37888,19862,135341,155771,16373,5743,2000,8630,51012,19616,12341,19055,408,8616,4695,74667,-20430,-15743,2851,-7537,20788
1984:Q2,122906,124657,124814,147645,128851,9859,118992,17330,1464,-22831,93494,-4202,-902,962,1809,1790,-1992,-1386,-803,743,-546,0,6914,5424,1490,-1778,3092,6710,10,710,32568,47804,116325,158030,22021,10945,2219,8857,70713,26257,11983,32473,4121,20257,-3502,44420,-41705,-26232,4222,-19694,-157
1984:Q3,118595,127833,162359,151622,132807,9862,122945,17835,981,10737,82701,868,-3870,-4085,1954,-1989,-5772,-57,-3777,424,-2362,0,5902,5488,414,-1166,3353,5111,40,493,26314,55548,71963,106584,23460,6886,2364,14210,44838,7927,9504,27407,811,861,857,35757,-34620,-17893,2271,-18998,-34527
1984:Q4,118315,130482,172773,148497,135991,10056,125935,11995,512,24277,29720,7661,9003,866,790,-9,4264,-1447,2288,1604,1819,0,8890,5492,3398,2212,3376,2277,25,825,-22278,11819,5444,36117,30174,-1859,13959,18074,64365,23231,16046,25088,948,9793,2541,-71704,-30673,-18985,3943,-15631,-42291
1985:Q1,119624,130829,92333,141788,137898,10293,127605,4058,-168,-49455,57930,-10020,5196,-716,-242,4162,-11207,460,-6324,-1136,-4207,0,248,3120,-2872,-916,-1487,4143,20,1061,31919,35769,107385,136431,24859,4482,1700,18677,36357,11120,3621,21616,1421,-2715,1012,75497,-29046,-21702,3784,-11128,38495
1985:Q2,116819,133237,119475,145266,139933,10533,129400,5412,-78,-25791,43245,8748,-4656,-673,-1145,-3856,19891,-404,12594,-681,8382,0,4525,2940,1585,-3056,-1579,7113,-128,1177,12763,4121,69036,100374,32731,5914,4500,22317,37571,5424,3924,28223,1694,5819,-3366,25925,-31338,-17492,2531,-16376,13762
1985:Q3,120764,136612,118288,143983,138909,10880,128028,4076,999,-25695,67876,13808,3413,619,-262,569,-11703,-472,-6717,31,-4545,0,3439,2430,1009,614,-1499,2522,-113,1504,11188,43777,93571,118773,24813,150,5400,19263,17353,9709,-1039,8683,987,-2082,3782,73920,-25202,-19243,2730,-8688,18324
1985:Q4,119275,133257,139532,149921,141709,11306,130404,8280,-69,-10389,92414,24712,1724,3509,103,-1420,10450,1152,5355,484,3459,0,7519,3114,4405,-31,-1739,3925,-91,-75,-6143,49971,102803,107624,38664,4052,11000,23612,43401,17059,9681,16661,339,40684,-1141,-14323,-4821,-25632,4688,16123,-6274
1986:Q1,111187,129749,118266,148127,140702,11886,128816,7599,-175,-29860,-17250,-8980,6236,1711,1553,-25,-10616,1168,-6892,150,-5042,0,-4122,-1735,-2387,3413,4954,3595,-216,908,-12189,-3472,12610,29566,30364,-2693,-3000,36057,32010,6137,6161,19712,1763,-34454,1560,-1677,-16956,-14916,1791,-3831,11482
1986:Q2,111774,126910,134990,144665,139083,12617,126466,3916,1666,-9675,35868,-2377,6208,1120,943,-449,11516,-1378,7759,351,4784,0,1205,-277,1482,-618,5202,5928,24,1170,16864,-10868,45543,63471,35565,-860,-3272,39697,46564,10566,12357,23641,1647,-8845,-443,-11017,-17928,-21767,5276,-1437,-8080
1986:Q3,114080,125411,131074,136249,138201,12896,125306,-1755,-198,-5174,103150,-8213,12097,-750,1290,842,-2059,-890,-1232,1232,-1169,0,406,-509,915,28,4797,4779,-209,1059,21750,67333,108324,122887,31705,4125,-1236,28816,30623,2702,6457,21464,1172,5197,2189,52001,-14563,-21168,6410,195,-5663
1986:Q4,117530,124326,118493,137350,139592,12984,126608,-3190,948,-18857,44577,20433,-6604,1097,-80,1331,-80,795,1605,-3390,910,0,857,-3645,4502,413,5022,1608,-240,620,-16257,36457,63434,85386,14007,-9914,-2393,26314,77076,47217,11163,18696,4966,34308,2142,-47113,-21952,-26805,9958,-5105,5832
1987:Q1,123789,129482,119257,143021,136251,12985,123266,6993,-223,-23764,45097,1186,-4706,-2375,702,483,-2293,2211,-2671,-86,-1747,0,-3855,-1261,-2594,1179,1440,4981,-222,-317,31445,17449,68861,79308,26363,728,211,25424,12250,-14892,5832,21310,5912,3242,1353,30188,-10447,-10719,7980,-7708,10225
1987:Q2,131645,134867,120249,142122,138173,12783,125390,4131,-182,-21873,33406,4310,-157,-930,-362,-24,-6477,1431,-5326,732,-3314,0,-36,-2184,2148,35,1501,7520,-99,-1388,16506,13007,55279,75749,22740,4323,-1203,19620,41919,8643,13100,20176,1897,-5478,3002,11669,-20470,-19041,8310,-9739,14617
1987:Q3,138680,139206,129085,141185,140958,12245,128713,254,-27,-12099,44082,314,-2056,-815,44,69,935,3071,-1457,30,-709,0,-52,-1556,1504,183,1589,7305,-156,-537,22072,15187,56181,70732,22372,192,-49,22229,31494,7324,4523,19647,11075,10426,897,-5532,-14551,-17543,9399,-6407,10120
1987:Q4,141278,141031,138162,156939,141220,11549,129671,15771,-52,-18777,105897,4707,5414,1181,330,-2239,-2282,-1920,-53,-388,79,0,6111,158,5953,1064,1220,7406,-25,-438,-4733,88181,124674,151691,13353,-3644,127,16870,61326,12489,14919,33918,3349,41255,412,31996,-27017,-28178,5203,-4042,2869
1988:Q1,148540,145229,96854,147560,143592,11563,132029,4239,-271,-50705,68929,-3273,-1703,2072,1395,296,-2404,-2671,-474,1054,-313,0,3471,6586,-3115,1729,-18567,891,-83,-1103,38294,47914,119634,135307,25149,-261,-471,25881,54279,8101,23104,23074,-3037,6216,1475,51225,-15674,-25123,15979,-6529,48375
1988:Q2,151703,145244,136714,151231,147155,11319,135836,4912,-836,-14516,62658,8201,-5246,7064,-1362,-583,-1840,3053,-4338,2405,-2960,0,9624,7707,1917,-695,-19615,4246,12,-839,39057,24634,77175,99157,36242,4340,415,31487,49017,20363,7647,21007,3050,7445,-1834,5237,-21982,-34788,17878,-5072,8529
1988:Q3,155862,145276,144496,153192,148285,11150,137136,4545,362,-8696,59856,-811,5440,875,-807,620,-1828,-1623,63,-189,-79,0,8755,7798,957,-148,-19501,7738,110,-431,16661,43183,68551,85004,27236,2456,-236,25016,43683,3272,12044,28367,4091,-3742,-349,14085,-16453,-20765,12314,-8001,779
1988:Q4,159966,150236,173425,156175,151414,11330,140084,4786,-26,17251,210827,12214,4406,-4719,-325,1286,2220,-77,1411,104,782,0,12326,5356,6970,2812,-19918,-4741,29,-361,8600,196998,193576,238881,27997,5373,477,22147,51252,15487,3725,32040,6751,50870,123,101888,-45305,-48625,13652,-10332,-23189
1989:Q1,161439,144517,130914,166198,154449,11595,142853,12034,-285,-35283,132250,-6627,-7123,-2932,1069,-1237,18389,1038,9544,1670,6137,0,-12848,-4744,-8104,4347,-1134,8026,-370,-360,33296,99754,167534,207351,24837,10471,-783,15149,40239,5206,23107,11926,12769,2461,5854,121191,-39817,-43094,4238,-961,13602
1989:Q2,153391,145479,132173,165264,156076,11629,144447,9064,124,-33091,23821,1536,6009,-1509,145,-220,7005,2840,3050,-602,1717,0,-5289,-7028,1739,-105,-1223,3934,-429,-360,30025,-15698,56912,81865,34985,13912,-536,21609,42848,14331,18051,10466,3790,4378,-4374,238,-24953,-24529,9552,-9976,13306
1989:Q3,147480,148778,120202,163268,160904,11810,149094,2457,-93,-43065,3190,1283,-7852,-3121,204,-1075,5147,-3175,5499,-526,3349,0,-6133,-7517,1384,427,-1343,5412,-73,-360,10926,-252,46255,80104,18807,3214,-402,15995,13652,7458,-4200,10394,268,-2928,7,50298,-33849,-36471,14375,-11752,28575
1989:Q4,147664,145300,122993,165339,161289,11831,149459,4138,-89,-42346,14733,13513,8697,713,-378,334,13934,-60,7034,2606,4354,0,730,-7323,8053,6507,-1359,-2481,69,-360,-25385,199,57079,69779,16489,-6161,802,21848,24493,8284,16612,-403,3589,20437,-2913,7683,-12700,-19885,15154,-7968,22306
1990:Q1,149227,148629,114303,167335,164083,12050,152033,3489,-237,-53032,17533,-8758,-9533,964,3967,-747,-19625,-2717,-7070,-2124,-7714,0,-7385,-2068,-5317,819,1512,12041,-75,-247,6774,37826,70565,70238,25062,18922,-547,6687,35856,-6212,23792,18276,2671,-8234,4331,10552,327,-17242,12433,5136,34326
1990:Q2,154127,152776,144024,170992,162584,11658,150926,8425,-17,-26968,-4772,432,1656,-118,1604,-236,232,981,1731,-1754,-726,0,-215,-1288,1073,-1151,1593,7799,-75,-247,36137,-52183,22196,18979,19788,2625,335,16828,22739,5631,14475,2633,2780,4631,-5044,-25915,3217,-12057,10574,4699,8752
1990:Q3,160099,146946,141922,169457,163996,11027,152970,5467,-6,-27535,86278,-4418,2734,-1042,3539,992,-10025,-539,-8971,-2406,1891,0,-581,-1071,490,4581,1362,11257,-75,-247,34457,43744,113813,105884,9674,3152,-252,6774,10349,-7271,14765,2855,899,20832,3860,60270,7930,-18728,18349,8309,5024
1990:Q4,156281,152499,134380,158813,162042,10247,151795,-2834,-395,-24433,29150,20207,1765,208,1885,-655,2181,1820,1093,399,-1131,0,5413,-1653,7066,-7648,1469,7946,-25,-246,-45445,42095,53583,51068,2013,-14959,127,16845,8277,1586,9716,-3025,1006,11128,-2551,31194,2515,-15206,11111,6610,18119
1991:Q1,150246,157841,109391,155936,160251,9531,150720,-3880,-435,-46545,-6681,-31988,2466,632,3551,-813,-2756,9,-3162,-412,809,0,-8015,-60,-7955,4193,1564,7089,-75,602,-16374,33244,39865,25966,22246,2999,-293,19540,-28672,-9277,-21207,1812,-5375,-37490,-3550,78807,13898,-1166,10728,4336,48450
1991:Q2,153586,158650,168387,154726,159669,9520,150150,-4508,-435,13661,38307,8071,4620,-2750,320,106,4178,2021,100,2082,-25,0,-1612,189,-1801,-4726,1548,11937,63,602,29489,-13539,24646,22647,24155,-414,677,23892,-17726,-14313,-4824,1411,6306,10054,-7124,6982,1999,3111,-5203,4091,-9737
1991:Q3,156184,158274,137437,157635,157855,9475,148380,211,-431,-20197,42942,11432,3624,979,1252,205,15410,-1548,7376,-1605,11187,0,13,155,-142,-1056,1617,10391,63,602,14187,-15777,63139,46633,7360,-12421,-260,20041,-45025,-12052,-9758,-23215,-4283,14162,4123,70296,16506,4808,390,11308,20837
1991:Q4,159334,159222,120298,164857,157510,9273,148238,7783,-437,-44559,-14639,19942,-5484,2857,1616,-15,11515,377,1200,1762,8176,0,6252,507,5745,-122,1739,10377,148,603,-34193,-29874,29920,8363,5358,-8539,-1293,15190,-46438,-11098,-20062,-15278,-3314,35358,-2380,19779,21557,12179,-612,9990,38923
1992:Q1,163192,160338,2946,156616,156993,9481,147512,62,-439,-153670,137228,-7621,-256,-1457,6623,1591,-10865,-842,-1308,2760,-11496,21,-7435,-479,-6956,6307,-7906,7939,-74,1259,17377,131746,290897,266443,32316,11957,350,20009,-20908,-9431,160,-11637,-1874,-18708,5813,269804,24454,11819,3907,8728,157392
1992:Q2,174021,160837,149683,167008,161647,9608,152039,5802,-441,-17325,8730,155,550,9,3187,661,23512,269,15804,-145,7556,28,778,-63,841,418,-7994,10723,-100,1259,43974,-68402,26055,4503,20849,1562,763,18524,-22664,-8222,-1804,-12638,2258,18139,-2971,-11107,21552,8992,4659,7901,11154
1992:Q3,175528,168412,127885,169430,164737,9623,155114,5128,-435,-41545,11519,75,3264,652,3873,-678,-4321,635,-4839,735,-894,42,1147,177,970,-1186,-8183,10366,100,1259,14625,-9474,53064,36079,12642,-3780,1007,15415,-24146,-6444,444,-18146,-1449,9155,4161,35716,16985,3338,858,12789,40527
1992:Q4,185229,164992,150754,174378,169472,10166,159307,5336,-430,-23624,17117,6943,1819,152,3657,1863,16524,2287,8233,123,5829,52,8673,775,7898,499,-8534,4892,0,1259,-41326,20696,40741,36686,14916,-1110,2181,13845,-24594,-5863,8458,-27189,1853,31129,91,13291,4055,4845,-3363,2573,14238
1993:Q1,184151,170357,169212,180637,172092,10487,161605,8985,-440,-11425,82893,-5091,7834,-2302,-114,-1152,-13250,-1184,-17334,6582,-1319,5,-10638,-3674,-6964,3256,11555,13760,108,1701,44087,33139,94317,72724,65062,6083,1042,57937,-33092,-10458,-7272,-15362,3675,-13061,5931,44209,21593,3658,1970,15965,1145
1993:Q2,195539,173008,183370,180521,174917,10831,164086,6026,-422,2850,87417,6496,3826,178,-1044,-834,6252,2216,4985,-3547,2587,11,-1318,-2520,1202,6786,11525,7805,62,1701,32162,13820,84568,68440,57071,10125,1378,45568,-15999,4813,-7129,-13683,5379,279,-3787,25497,16128,7828,280,8020,-10362
1993:Q3,194229,179098,183539,178549,177312,11187,166125,1650,-412,4990,72877,-3573,-4445,1611,-489,-1108,18599,-1378,5315,5604,9069,-11,-286,-2341,2055,-2544,11740,17455,68,1701,25696,8452,67886,52526,44902,-793,1992,43703,-21715,-6612,-7851,-7252,4681,8045,2623,13990,15360,11942,-6943,10362,-4441
1993:Q4,210642,182154,192141,187947,184220,11363,172857,4153,-426,4194,107669,24747,12186,-776,251,543,-940,2713,-4092,1835,-1408,12,7832,-2789,10621,10484,11933,911,59,1700,-46348,85087,103475,75335,31821,-5403,2167,35057,-12712,9171,-7278,-14605,5471,42659,-1120,9216,28140,11077,5862,11201,-9986
1994:Q1,215143,194850,161728,196987,186026,11192,174834,11341,-380,-35259,58808,856,-3542,1228,2671,73,4103,-2900,6222,3355,-2616,42,-4961,563,-5524,12819,-7675,15520,80,521,33473,3642,94067,74672,50115,12056,2083,35976,21120,9172,18961,-7013,-820,-14337,4852,13742,19395,942,8502,9951,33122
1994:Q2,222589,192689,211590,209991,189809,11429,178380,20353,-171,1599,81913,2507,3787,350,2425,-65,1836,1369,-2,2487,-2058,40,4809,3258,1551,566,-7649,15009,64,521,50813,6940,80314,57692,29982,5795,2520,21667,24544,17851,2945,3748,664,25466,-3708,-19257,22622,3321,2282,17019,-18901
1994:Q3,229330,195649,203283,206741,194201,11730,182472,13306,-766,-3458,55813,6282,1208,-3442,1883,182,-1667,-62,8261,-10001,98,37,3040,1555,1485,2132,-7966,16100,67,521,18139,19334,59271,39585,17995,3003,978,14014,22699,16964,977,4758,2330,15681,1740,-20859,19686,-9468,18257,10897,-7634
1994:Q4,238949,202382,271970,221179,202788,12545,190243,18786,-395,50792,143865,10188,6505,3026,4661,-518,4954,1008,-7770,4975,6704,37,13704,1824,11880,-460,-7907,16819,-30,521,-14199,106601,93073,102752,19491,555,1244,17692,31081,21149,12837,-2905,4784,57879,-1874,-8610,-9678,-28573,10108,8787,-69589
1995:Q1,240536,205918,160599,228167,213265,13658,199608,15295,-393,-67568,43446,-16577,-12540,-1814,5309,1529,-16182,-615,-7542,1167,-9185,-7,-7368,-493,-6875,1069,-660,18656,-28,1162,30684,40206,111013,93931,22733,10561,59,12113,58056,32296,18391,7369,-2766,-4111,9230,10789,17083,-10801,16452,11432,45318
1995:Q2,242759,212277,203701,225332,216764,14052,202713,8440,128,-21631,99825,-2089,10354,604,7911,5312,26164,-825,7598,3264,16138,-11,810,52,758,656,-718,14150,-29,1162,26953,8585,121456,114688,39137,13088,1013,25036,41991,25897,7418,8676,2031,12478,-8448,27499,6768,-11265,13159,4874,8577
1995:Q3,250822,218881,191235,228875,219400,14827,204573,2832,6643,-37640,113422,9652,2589,1402,5497,-5248,-28685,618,-2858,-3523,-22925,3,-2479,-253,-2226,1060,-770,20148,-24,1162,53819,55299,151062,150707,10774,381,749,9644,23566,13205,655,9706,1374,35740,1611,77643,355,-17548,15707,2196,27646
1995:Q4,255438,224609,214454,227308,223142,14939,208204,4608,-442,-12854,166953,25112,7199,1547,7970,-1331,15887,2138,14376,2638,-3349,84,6515,-266,6781,1478,-811,33105,26,1162,-18196,87290,179807,179065,13503,-5917,1248,18172,32080,16438,8361,7281,-2260,50624,-1848,86965,742,-12162,11109,1795,10155
1996:Q1,264339,230181,197573,228753,227097,14578,212519,1720,-65,-31179,128721,-24747,-3308,2984,7618,-12,-12139,-2706,1689,-2568,-8668,114,-10090,-1708,-8382,-1753,6657,26365,-28,2182,43441,91551,159900,164448,39504,16823,179,22502,35457,14633,8826,11998,7648,-4118,9498,76459,-4548,-17156,16027,-3419,32607
1996:Q2,273993,230165,207373,238954,231496,14735,216761,7630,-172,-31581,127039,12428,8948,-543,958,1894,16930,3492,7785,2027,3525,101,-6389,-1728,-4661,264,6916,14021,18,2182,56579,12834,158621,141247,36131,7552,2173,26406,45375,17587,9087,18701,3113,32584,-3151,27195,17374,-5940,21755,1559,22792
1996:Q3,274014,232753,229983,250933,238092,14710,223382,12768,74,-20950,118072,16396,10144,1078,4399,352,-2313,2560,-10279,3046,2270,90,-4814,-1316,-3498,3701,7088,17374,-9,2182,33027,29468,139022,148770,7523,-8727,-26,16276,44802,30603,3963,10236,837,-7648,4303,98953,-9748,-18731,9861,-878,2770
1996:Q4,280175,239858,214392,256283,244022,14839,229183,8681,3580,-41890,113800,16323,17744,7286,6885,-770,3757,8046,-4274,2554,-2482,-87,8306,-919,9225,6015,7639,10809,62,2541,-15404,42608,155690,148657,8530,-16594,767,24357,29335,12745,-852,17442,891,60492,1230,48179,7033,-2999,11686,-1654,25465
1997:Q1,285222,244545,203499,261764,249236,15411,233825,12436,91,-58265,81705,6534,6539,760,9510,-172,-5568,-4813,8874,-9208,-519,98,-1795,5992,-7787,1013,19824,27286,4,432,45479,-28141,139970,145444,41804,12342,801,28661,51320,32514,7956,10850,9569,-12796,13388,42159,-5474,-16680,19613,-8407,41046
1997:Q2,287553,248813,187759,283587,254807,15856,238951,22094,6686,-95828,19750,-598,16427,4494,2185,-483,-15873,-988,-13618,-7449,6038,144,4677,6662,-1985,1018,23176,21376,3,432,65117,-102201,115577,130904,48720,10539,1148,37033,54128,29382,543,24203,6386,22306,-3688,3052,-15327,-21216,13139,-7249,61054
1997:Q3,299830,255104,219342,282454,264680,16013,248667,16984,791,-63112,104941,9232,-2054,-211,8512,755,-6068,2618,-2479,-3429,-2753,-25,7145,6461,684,382,24803,20760,21,432,28765,12468,168053,171540,56386,-1104,1882,55608,57383,16043,14597,26743,465,27384,8095,21827,-3487,-19387,22289,-6388,35761
1997:Q4,300564,253690,212614,283333,263627,15831,247796,19413,293,-70719,82540,-3340,24502,-10112,7669,558,-7770,7794,-9341,-423,-5854,54,22720,6968,15752,2712,25409,9728,-28,432,-16234,26294,153258,149385,11425,-8051,320,19156,99125,33062,34038,32025,6208,60100,-4187,-23286,3873,-17506,21849,-469,41076
1998:Q1,290265,242216,136699,294782,268147,15437,252710,26275,359,-158082,124714,13252,50340,3976,13204,-845,-5735,-3941,-3061,-688,1735,220,-6659,-547,-6112,5948,31906,41233,39,3644,41668,-67257,282796,282996,105478,24507,1840,79131,64236,14684,17884,31668,3999,18374,11133,79776,-200,-11145,20660,-9715,105517
1998:Q2,295067,246414,222566,285310,273603,15592,258011,9335,2372,-62744,193147,1640,7157,-6538,7989,-1226,-7491,-3334,-1142,-247,-2811,43,-2181,-934,-1247,12991,32835,25858,295,3644,41915,76260,255891,285654,100509,9386,1650,89473,86949,42937,6585,37427,5025,2270,-9643,100544,-29763,-23622,9312,-15453,23848
1998:Q3,302843,251391,358495,292531,277743,16024,261719,13105,1683,65964,240196,-1260,9283,-2192,15903,761,5253,2431,2453,1252,-764,-119,-2182,-823,-1359,-2433,29452,23521,0,3644,58774,101673,174232,234151,43017,14381,1517,27119,86556,37378,5088,44090,5357,33730,11220,54271,-59919,-59547,3005,-3378,-107105
1998:Q4,302421,251618,253040,298217,283310,16734,266576,15004,-97,-45177,408043,-23079,2177,12133,15456,956,14353,8132,4258,2321,-143,-215,2157,-1501,3658,5918,35597,16149,-269,3644,-26814,349665,453220,493600,14391,-23914,754,37551,128669,26055,40060,62554,10382,33543,-3746,310361,-40381,-116021,87298,-11658,-1422
1999:Q1,306909,263968,242828,310834,290424,17429,272995,20849,-439,-68005,263039,-10213,15810,5717,13159,567,-639,1060,-1322,715,-1046,-46,-10575,-6497,-4078,24988,113253,38115,-20,2462,61444,8971,331044,355307,86238,30928,1380,53930,96022,16909,35076,44037,15681,9434,5150,142782,-24263,-12569,-3403,-8291,21140
1999:Q2,313190,268033,291395,306760,298294,18271,280023,8778,-312,-15364,276331,18867,28374,-3892,-1057,-1341,914,6862,-2338,39,-3669,20,-7563,-7159,-404,13915,120854,31288,16,2462,91179,-17686,291695,318217,70893,8479,1154,61260,43812,11357,-9692,42147,8727,51105,7262,136418,-26522,-80384,76948,-23086,-23363
1999:Q3,312287,264057,358536,316451,305989,18790,287198,10129,334,42085,370918,8154,17471,1147,8929,2655,9749,263,140,1082,8295,-31,-8267,-7266,-1001,11713,112930,47493,-1,2462,88618,67865,328833,358248,76267,6915,1680,67672,82147,30867,1470,49810,14337,78781,3317,103399,-29415,-21434,11042,-19023,-94480
1999:Q4,316830,265242,164628,329901,309271,19071,290200,21060,-430,-165273,233211,17873,35685,-2030,22168,-296,-5659,-14,-1470,-29,-4453,307,-4678,-6933,2255,5515,129354,26891,-3,2462,7333,-1405,398484,358746,16191,-8954,849,24296,97878,29675,10774,57429,14045,73623,173,156836,39737,17115,46034,-23412,100614
2000:Q1,316258,265224,195578,325082,321399,19394,302005,4039,-357,-129503,302913,-5195,15550,4290,8028,2202,7500,-1558,2957,2789,3164,148,-3938,353,-4291,-8646,-41737,40363,7,83,98825,185581,432416,361161,75203,30471,436,44296,102945,24128,39755,39062,6200,58413,17637,100763,71255,49192,29141,-7078,69646
2000:Q2,322725,268462,286407,355261,332969,19480,313489,22611,-319,-68854,458181,20497,33906,-6008,-6797,-2052,12268,3238,2343,2884,3770,33,2567,103,2464,-838,-40512,49379,-17,83,132172,263533,527035,485179,68835,36047,118,32670,115923,44832,23724,47367,9915,96241,298,193967,41855,-26850,78144,-9438,-17945
2000:Q3,316341,271151,292534,351524,337377,19244,318133,14308,-161,-58991,423765,24011,31532,-15744,9131,-180,4716,8961,159,844,-5207,-41,539,-471,1010,6299,-40008,26873,18,83,98450,278046,482756,435072,51069,10195,557,40317,34225,10988,-12126,35363,36382,98374,-1087,216109,47684,11731,30146,5807,-21383
2000:Q4,312056,265951,540030,351564,338315,19151,319164,13586,-337,188467,545955,4018,22549,10031,15454,-1559,-2573,-480,-3791,-3510,4957,251,6426,240,6186,-8006,-36771,30935,44,83,21786,483538,357488,385120,-2760,-28637,250,25627,101408,21430,37325,42653,3652,101736,1763,179321,-27633,-69963,54940,-12609,-274080
2001:Q1,314428,270565,321283,325926,332963,19032,313932,-7658,620,-4643,244569,-58274,-15351,-7101,35509,-855,-10062,-3094,-830,-1139,-5032,33,-4704,1357,-6061,4199,-52254,32841,-49,1076,7758,311836,249211,210393,77435,-25227,482,102180,-2139,-1901,2935,-3173,24370,-35606,4991,141342,38819,14314,20272,4233,-50718
