date,FL892150005.Q,FL712151003.Q,FL762150005.Q,FL762152005.Q,FL762151005.Q,FL752150005.Q,FL752152005.Q,FL752151005.Q,FL472150053.Q,FL512151003.Q,FL542151073.Q,FL402150005.Q,FL642151073.Q,FL662151003.Q,FL732151003.Q,FL262151005.Q,FL892050005.Q,FL102051003.Q,FL313011545.Q,FL212051003.Q,FL712051005.Q,FL762050005.Q,FL762052005.Q,FL762051005.Q,FL752050005.Q,FL752052005.Q,FL752051005.Q,FL472050053.Q,FL472052053.Q,FL472051055.Q,FL512051005.Q,FL542051075.Q,FL572051005.Q,FL222051043.Q,FL632051000.Q,FL652051003.Q,FL402050005.Q,FL402052033.Q,FL662051003.Q,FL732051003.Q,FL502051005.Q,FL262051005.Q,FL902050005.Q,FL072052006.Q,FL712151103.Q,FL632051103.Q,FL792051115.Q
1973:Q2,44341,0,42602,ND,ND,1731,ND,ND,0,0,0,0,0,0,0,8,43171,6345,4,0,104,29555,ND,ND,771,ND,ND,0,ND,ND,0,0,2348,0,0,1801,1943,0,0,0,0,300,1170,8.49,0,0,0
1973:Q3,47746,0,45825,ND,ND,1913,ND,ND,0,0,0,0,0,0,0,8,49909,9501,4,1706,114,30700,ND,ND,684,ND,ND,0,ND,ND,0,0,2427,0,0,1980,2393,0,0,0,0,400,-2163,10.78,0,0,0
1973:Q4,50929,0,48661,ND,ND,2260,ND,ND,0,0,0,0,0,0,0,8,53280,11262,4,497,104,32929,ND,ND,750,ND,ND,0,ND,ND,0,0,2530,0,0,1671,3033,0,0,0,0,500,-2351,9.95,0,0,0
1974:Q1,55608,0,53450,ND,ND,2149,ND,ND,0,0,0,0,0,0,0,9,61977,12472,5,2748,405,38537,ND,ND,1184,ND,ND,0,ND,ND,0,0,2645,0,0,1757,1625,0,0,0,0,600,-6369,9.35,0,0,0
1974:Q2,61636,0,58877,ND,ND,2665,ND,ND,0,0,0,0,0,0,0,94,59928,10046,47,0,747,40897,ND,ND,1026,ND,ND,0,ND,ND,0,0,2765,0,0,1871,1954,0,0,0,0,575,1708,11.93,0,0,0
1974:Q3,63356,0,60250,ND,ND,2860,ND,ND,0,0,0,0,0,0,0,246,65076,8630,123,3331,1123,43203,ND,ND,1274,ND,ND,0,ND,ND,0,0,2894,0,0,1693,2255,0,0,0,0,550,-1720,11.34,0,0,0
1974:Q4,64756,0,61615,ND,ND,3136,ND,ND,0,0,0,0,0,0,0,5,59584,5485,3,-1259,1377,46102,ND,ND,840,ND,ND,0,ND,ND,0,0,3041,0,0,1407,2064,0,0,0,0,525,5172,8.53,0,0,0
1975:Q1,66285,0,62400,ND,ND,3066,ND,ND,0,0,0,0,0,800,0,19,60050,1453,10,953,1410,47897,ND,ND,1116,ND,ND,0,ND,ND,0,0,3211,0,0,1543,1458,0,500,0,0,500,6235,5.54,0,0,0
1975:Q2,67887,0,63060,ND,ND,3202,ND,ND,0,0,0,0,0,1600,0,25,61088,794,13,0,1513,49326,ND,ND,912,ND,ND,0,ND,ND,0,0,3575,0,0,1345,2136,0,1000,0,0,475,6799,5.55,0,0,0
1975:Q3,60613,0,55203,ND,ND,2863,ND,ND,0,0,0,0,0,2300,0,247,52888,813,124,1946,1724,38664,ND,ND,1325,ND,ND,0,ND,ND,0,0,4042,0,0,1076,1213,0,1500,0,0,462,7725,6.24,0,0,0
1975:Q4,61015,0,54623,ND,ND,3312,ND,ND,0,0,0,0,0,3000,0,80,54746,1189,40,-2080,1760,42773,ND,ND,1150,ND,ND,0,ND,ND,0,0,4346,0,0,1341,1777,0,2000,0,0,450,6269,5.2,0,0,0
1976:Q1,66519,0,58864,ND,ND,3161,ND,ND,0,0,0,0,0,3923,0,571,58216,3107,286,-1515,3376,41457,ND,ND,1399,ND,ND,0,ND,ND,0,0,4385,0,0,723,2083,0,2491,0,0,425,8303,4.84,0,0,0
1976:Q2,70521,0,61368,ND,ND,3135,ND,ND,0,0,0,0,0,4653,0,1365,59558,1329,683,0,5497,40489,ND,ND,1359,ND,ND,0,ND,ND,0,0,4140,0,0,742,1702,0,3206,0,0,412,10963,5.48,0,0,0
1976:Q3,79289,0,66053,ND,ND,3201,ND,ND,0,0,0,0,0,8996,0,1039,63151,1961,520,572,6253,42415,ND,ND,1234,ND,ND,0,ND,ND,0,0,4386,0,0,570,1310,0,3531,0,0,400,16138,5.25,0,0,0
1976:Q4,85299,0,72472,ND,ND,3787,ND,ND,0,0,0,0,0,8719,0,321,71342,1459,161,-1875,4987,51826,ND,ND,1445,ND,ND,0,ND,ND,0,0,4736,0,0,823,2062,0,5344,0,0,375,13957,4.65,0,0,0
1977:Q1,90632,0,76210,ND,ND,3709,ND,ND,0,0,0,0,0,10452,0,261,70449,1701,131,-1354,751,52181,ND,ND,1474,ND,ND,0,ND,ND,0,0,5319,0,0,790,2596,0,6511,0,0,350,20183,4.69,0,0,0
1977:Q2,95282,0,79278,ND,ND,3940,ND,ND,0,0,0,0,0,11972,0,92,76638,1848,46,0,5310,50015,ND,ND,1689,ND,ND,0,ND,ND,0,0,5335,0,0,1167,3404,0,7487,0,0,337,18644,5.39,0,0,0
1977:Q3,100846,0,83857,ND,ND,3997,ND,ND,0,0,0,0,0,12927,0,65,79864,2167,33,715,3131,50973,ND,ND,2376,ND,ND,0,ND,ND,0,0,5803,0,0,1360,3122,0,9860,0,0,325,20982,6.14,0,0,0
1977:Q4,102169,0,87514,ND,ND,4711,ND,ND,0,0,0,0,0,9924,0,20,84226,2115,10,-1970,3316,58890,ND,ND,2229,ND,ND,0,ND,ND,0,0,5717,0,0,1335,2218,0,10066,0,0,300,17943,6.56,0,0,0
1978:Q1,115916,0,94364,ND,ND,4609,ND,ND,0,0,0,0,0,16863,0,80,85036,2376,40,-1382,2761,55542,ND,ND,2148,ND,ND,0,ND,ND,0,0,6268,0,0,1788,3680,0,10815,0,0,1000,30880,6.79,0,0,0
1978:Q2,116859,0,95327,ND,ND,5096,ND,ND,0,0,0,0,0,16352,0,84,87814,2272,42,0,3708,54357,ND,ND,2457,ND,ND,0,ND,ND,0,0,6136,0,0,1815,3511,0,11882,0,0,1634,29045,7.6,0,0,0
1978:Q3,119655,0,97781,ND,ND,5368,ND,ND,0,0,0,0,0,16480,0,26,87356,2038,13,479,3627,51869,ND,ND,2816,ND,ND,0,ND,ND,0,0,6488,0,0,1429,3759,0,13175,0,0,1663,32299,8.45,0,0,0
1978:Q4,121267,0,98095,ND,ND,7364,ND,ND,0,0,0,0,0,11434,0,4374,103456,2509,2187,2158,3991,58530,ND,ND,3066,ND,ND,0,ND,ND,0,0,6935,0,0,1883,3641,0,16130,0,0,2426,17811,10.03,0,0,0
1979:Q1,146075,0,112724,ND,ND,6545,ND,ND,0,0,0,0,0,20415,0,6391,114167,3434,3196,3783,5448,60968,ND,ND,3438,ND,ND,0,ND,ND,0,0,7253,0,409,1842,5863,0,16338,0,0,2196,31908,10.09,0,0,0
1979:Q2,162509,0,120255,ND,ND,7013,ND,ND,0,0,0,0,0,29170,0,6071,130517,2949,3036,8000,8567,65650,ND,ND,3543,ND,ND,0,ND,ND,0,0,7490,0,757,1844,4692,0,20791,0,0,3199,31992,10.29,0,0,0
1979:Q3,163740,0,123611,ND,ND,8621,ND,ND,0,0,0,0,0,28184,0,3324,136808,2685,1662,10528,4676,72885,ND,ND,3910,ND,ND,0,ND,ND,0,0,7532,0,1250,1925,3527,0,22972,0,0,3256,26932,11.43,0,0,0
1979:Q4,151969,0,119932,ND,ND,9929,ND,ND,0,0,0,0,0,18301,0,3807,145524,3116,1904,11781,4268,73108,ND,ND,4402,ND,ND,0,ND,ND,0,0,7768,0,2412,1808,4205,0,26640,0,0,4113,6445,13.78,0,0,0
1980:Q1,157496,0,118619,ND,ND,11074,ND,ND,0,0,0,0,0,22387,0,5416,138405,2334,2708,14013,3882,70972,ND,ND,4883,ND,ND,158,ND,ND,0,0,7979,0,2634,1936,3760,0,19397,0,0,3749,19091,17.19,0,0,0
1980:Q2,177818,0,132789,ND,ND,11669,ND,ND,0,0,0,0,0,27756,0,5604,161212,3023,2802,17500,3669,79116,ND,ND,5534,ND,ND,332,ND,ND,0,0,8189,0,3721,1710,7158,0,24212,0,0,4246,16606,9.47,0,0,0
1980:Q3,181590,0,141782,ND,ND,9111,ND,ND,0,0,0,0,0,24543,0,6154,166421,3443,3077,20253,5140,83434,ND,ND,5769,ND,ND,488,ND,ND,0,0,8485,0,2908,2157,4716,0,22023,0,0,4528,15169,10.87,0,0,0
1980:Q4,189238,0,142932,ND,ND,10313,ND,ND,0,0,0,0,0,25859,0,10134,184764,3887,5067,16997,8397,83353,ND,ND,6690,ND,ND,732,ND,ND,0,0,8378,0,5643,2306,6008,0,32911,0,0,4395,4474,18.9,0,0,0
1981:Q1,214490,0,153223,ND,ND,11956,ND,ND,0,0,0,0,0,37416,0,11895,181964,3459,5948,17135,6680,90567,ND,ND,5517,ND,ND,1273,ND,ND,0,0,8237,0,4993,1764,6940,0,25376,0,0,4076,32526,14.7,0,0,0
1981:Q2,214417,0,155924,ND,ND,10224,ND,ND,0,0,0,0,0,37518,0,10751,184041,2925,5376,16301,5376,86988,ND,ND,7374,ND,ND,1805,ND,ND,0,0,8355,0,7550,2031,6767,0,29665,0,0,3529,30376,19.1,0,0,0
1981:Q3,217534,0,157044,ND,ND,11924,ND,ND,0,0,0,0,0,38516,0,10050,193660,1514,5025,17315,5025,87509,ND,ND,7471,ND,ND,2007,ND,ND,0,0,8525,0,10114,2149,9211,0,34394,0,0,3401,23874,15.87,0,0,0
1981:Q4,260407,0,178182,ND,ND,18474,ND,ND,0,0,0,0,0,53977,0,9774,236322,1784,4887,13661,8567,108049,ND,ND,10350,ND,ND,2397,ND,ND,0,0,8258,0,14529,2233,9476,0,47727,0,0,4404,24085,12.37,0,0,0
1982:Q1,257421,0,181134,ND,ND,18388,ND,ND,0,0,0,0,0,48778,0,9121,217575,1820,4561,11896,6728,105772,ND,ND,7783,ND,ND,2532,ND,ND,0,0,7728,0,17285,2289,9480,0,34832,0,0,4870,39846,14.68,0,0,0
1982:Q2,253734,0,177446,ND,ND,18080,ND,ND,0,0,0,0,0,49209,0,8999,224601,2452,4500,13450,4500,103149,ND,ND,8587,ND,ND,2805,ND,ND,0,0,7840,0,16738,2546,10939,0,41500,0,0,5596,29133,14.15,0,0,0
1982:Q3,273951,0,185752,ND,ND,21698,ND,ND,0,0,0,0,0,57871,0,8630,247332,3305,4315,14701,9931,109156,ND,ND,5529,ND,ND,3032,ND,ND,0,0,8648,0,18906,2125,11661,0,50153,0,0,5870,26619,10.31,0,0,0
1982:Q4,296025,0,192419,ND,ND,19147,ND,ND,0,0,0,0,0,74247,0,10212,261826,2435,5106,16086,10879,124533,ND,ND,8019,ND,ND,3186,ND,ND,0,0,8705,0,16224,2074,14855,0,43738,0,0,5986,34199,8.95,0,0,0
1983:Q1,282757,0,191190,ND,ND,19297,ND,ND,0,0,0,0,0,63669,0,8601,260307,3278,4301,18517,4301,121781,ND,ND,9246,ND,ND,2883,ND,ND,0,0,9291,164,13238,2685,15568,0,49007,0,0,6048,22450,8.77,0,0,0
1983:Q2,285738,0,191871,ND,ND,19726,ND,ND,0,0,0,0,0,66287,0,7854,270661,3899,3927,23422,5507,121857,ND,ND,9445,ND,ND,3309,ND,ND,0,0,10383,406,12050,2989,14223,0,53224,0,0,6020,15077,8.98,0,0,0
1983:Q3,307516,0,196241,ND,ND,20011,ND,ND,0,0,0,0,0,84353,0,6911,290387,3847,3456,30795,14381,116226,ND,ND,6586,ND,ND,3813,ND,ND,0,0,10372,695,14799,2947,13604,0,62693,0,0,6174,17129,9.45,0,0,0
1983:Q4,322001,0,203614,ND,ND,16948,ND,ND,0,0,0,0,0,95150,0,6289,299006,3248,3145,32665,5155,115502,ND,ND,9752,ND,ND,4270,ND,ND,0,0,10596,1000,13029,2855,12569,0,78562,0,0,6659,22995,9.47,0,0,0
1984:Q1,340442,0,215922,ND,ND,21369,ND,ND,0,0,0,0,0,96334,0,6817,316685,4127,3409,36581,3409,121125,ND,ND,8523,ND,ND,5549,ND,ND,0,0,10166,1321,17610,4201,13279,0,81202,0,0,6184,23757,9.91,0,0,0
1984:Q2,348404,0,220046,ND,ND,20098,ND,ND,0,0,0,0,0,101931,0,6329,333353,5917,3165,40000,3165,122621,ND,ND,7604,ND,ND,5075,ND,ND,0,0,9894,1657,17198,4652,12746,0,93633,0,0,6027,15051,11.06,0,0,0
1984:Q3,368441,0,229873,ND,ND,22907,ND,ND,0,0,0,0,0,109625,0,6036,343280,3928,3018,48267,3018,120740,ND,ND,10035,ND,ND,4420,ND,ND,0,0,10593,2040,20537,5719,13171,0,92034,0,0,5760,25161,11.3,0,0,0
1984:Q4,405978,0,235806,ND,ND,21866,ND,ND,0,0,0,0,0,141650,0,6656,395757,3919,3328,53122,5343,137579,ND,ND,9410,ND,ND,4614,ND,ND,0,0,10909,2500,22752,4912,20912,0,109699,0,0,6758,10222,8.38,0,0,0
1985:Q1,380418,0,233224,ND,ND,23006,ND,ND,0,0,0,0,0,117147,0,7041,387825,8081,3521,58548,3521,125492,ND,ND,8742,ND,ND,6017,ND,ND,0,0,11648,3039,23271,4577,18115,0,106799,0,0,6455,-7407,8.58,0,0,0
1985:Q2,389780,0,229037,ND,ND,30128,ND,ND,0,0,0,0,0,123208,0,7407,409443,4225,3704,67216,3704,137740,ND,ND,9222,ND,ND,7614,ND,ND,0,0,12448,3656,17963,4930,21372,0,108989,0,0,6661,-19663,7.53,0,0,0
1985:Q3,415933,0,245726,ND,ND,28604,ND,ND,0,0,0,0,0,132932,0,8671,439056,4794,4336,73614,4336,143652,ND,ND,11785,ND,ND,7927,ND,ND,0,0,12043,4320,21250,5603,21349,0,116430,0,0,7618,-23123,7.92,0,0,0
1985:Q4,483631,0,268511,ND,ND,34082,ND,ND,0,0,0,0,0,168182,0,12856,502832,3374,6428,74128,11651,156589,ND,ND,9729,ND,ND,8356,ND,ND,0,0,19181,5000,26046,4744,26909,0,143180,0,0,7517,-19201,8.27,0,0,0
1986:Q1,504307,0,276006,ND,ND,32007,ND,ND,0,0,0,0,0,182329,0,13965,507281,3349,6983,74379,6983,162576,ND,ND,9712,ND,ND,10910,ND,ND,0,0,19264,5714,26180,8152,27825,0,136776,0,0,8479,-2973,7.48,0,0,0
1986:Q2,535800,0,281718,ND,ND,39259,ND,ND,0,0,0,0,0,199594,0,15229,541212,2900,7615,75637,7615,164800,ND,ND,12953,ND,ND,12044,ND,ND,0,0,19513,6480,32121,8007,27597,0,155422,0,0,8509,-5412,6.92,0,0,0
1986:Q3,566393,0,291449,ND,ND,39771,ND,ND,0,0,0,0,0,218387,0,16786,580325,3742,8393,81473,16516,155835,ND,ND,13325,ND,ND,11500,ND,ND,0,0,19857,7355,30775,8344,33048,0,180321,0,0,9841,-13931,5.89,0,0,0
1986:Q4,591851,0,310664,ND,ND,39504,ND,ND,0,0,0,0,0,224361,0,17322,605485,5073,8661,78977,24666,161166,ND,ND,16560,ND,ND,10867,ND,ND,0,0,20867,8270,32120,9588,29396,0,188407,0,0,10867,-13633,6.91,0,0,0
1987:Q1,596538,0,313336,ND,ND,41723,ND,ND,0,0,0,0,0,224187,0,17292,611655,5556,8646,81673,8646,158728,ND,ND,17100,ND,ND,14002,ND,ND,0,0,20680,9211,36846,12597,29098,0,197168,0,0,11704,-15117,6.13,0,0,0
1987:Q2,600450,0,313090,ND,ND,45487,ND,ND,0,0,0,0,0,227971,0,13902,630252,5532,6951,85191,10005,164134,ND,ND,12451,ND,ND,11848,ND,ND,0,0,21281,10170,37683,12338,31444,0,210448,0,0,10776,-29802,6.73,0,0,0
1987:Q3,631102,0,324061,ND,ND,41244,ND,ND,0,0,0,0,0,251798,0,13999,658034,5601,7000,90656,7000,154916,ND,ND,15111,ND,ND,9967,ND,ND,0,0,21224,10929,40235,14418,27805,0,240369,0,0,12804,-26932,7.22,0,0,0
1987:Q4,648067,0,328526,ND,ND,37354,ND,ND,0,0,0,0,0,269097,0,13090,677479,3362,6545,90908,11506,150895,ND,ND,17857,ND,ND,9234,ND,ND,0,0,20444,11272,39229,11301,27189,0,264626,0,0,13111,-29413,6.77,0,0,0
1988:Q1,694812,0,339569,ND,ND,48277,ND,ND,0,0,0,0,0,295387,0,11579,716956,3658,5790,88141,5790,167057,ND,ND,14680,ND,ND,8587,ND,ND,0,0,20449,11247,41367,16459,39023,0,282706,0,0,12003,-22143,6.58,0,0,0
1988:Q2,700751,0,340256,ND,ND,55828,ND,ND,0,0,0,0,0,293874,0,10793,724679,3075,5397,92201,12823,161348,ND,ND,16202,ND,ND,10549,ND,ND,0,0,22142,10900,40553,13390,34687,0,289479,0,0,11934,-23928,7.51,0,0,0
1988:Q3,747166,0,354091,ND,ND,50439,ND,ND,0,0,0,0,0,324621,0,18015,776223,3695,9008,92776,18498,163371,ND,ND,14531,ND,ND,8883,ND,ND,0,0,21940,10468,41524,16432,37546,0,323899,0,0,13653,-29057,8.19,0,0,0
1988:Q4,710118,0,344624,ND,ND,47320,ND,ND,0,0,0,0,0,300811,0,17363,746015,4981,8682,89894,15543,148660,ND,ND,19469,ND,ND,9369,ND,ND,0,0,22583,10183,41611,16159,33782,0,312062,0,0,13038,-35897,8.76,0,0,0
1989:Q1,781778,0,370045,ND,ND,44935,ND,ND,0,0,0,0,0,346500,0,20298,809025,3744,10149,97872,10149,162607,ND,ND,13672,ND,ND,10342,ND,ND,0,0,23571,10320,47558,16020,40715,0,347904,0,0,14402,-27247,9.85,0,0,0
1989:Q2,872078,0,370037,ND,ND,54492,ND,ND,0,0,0,0,0,416032,0,31517,897088,3524,15759,100237,15759,168631,ND,ND,13628,ND,ND,9964,ND,ND,0,0,24017,10353,52664,17346,60350,0,387628,0,0,17229,-25010,9.53,0,0,0
1989:Q3,839731,0,350381,ND,ND,50694,ND,ND,0,0,0,0,0,399576,0,39080,867278,2449,19540,103620,19540,158190,ND,ND,20070,ND,ND,10921,ND,ND,0,0,25085,10526,54274,17026,58721,0,350241,0,0,17075,-27548,9.02,0,0,0
1989:Q4,833408,0,339427,ND,ND,52819,ND,ND,0,0,0,0,0,396611,0,44551,868482,2783,22276,106040,24393,172550,ND,ND,20718,ND,ND,12494,ND,ND,0,0,24814,9703,54763,15766,61793,0,317274,0,0,23116,-35074,8.45,0,0,0
1990:Q1,831915,0,342780,ND,ND,64939,ND,ND,0,0,0,0,0,377772,0,46424,880234,2036,23212,106401,25145,175108,ND,ND,18330,ND,ND,16805,ND,ND,0,0,24854,9969,53123,16071,59695,0,327226,0,0,22259,-48319,8.28,0,0,0
1990:Q2,830349,0,332475,ND,ND,85365,ND,ND,0,0,0,0,0,365215,0,47294,877243,1800,23647,109562,23647,175215,ND,ND,19589,ND,ND,16007,ND,ND,0,0,24503,11410,54999,16094,61508,0,317861,0,0,21401,-46894,8.29,0,0,0
1990:Q3,822957,0,323927,ND,ND,77421,ND,ND,0,0,0,0,0,372039,156,49414,892155,2792,24707,109957,24707,171798,ND,ND,21561,ND,ND,14637,ND,ND,0,0,24146,11820,66173,16987,52423,0,329569,334,0,20544,-69197,8.2,0,0,0
1990:Q4,812017,0,294440,ND,ND,68464,ND,ND,0,0,0,0,0,396720,200,52193,884987,2137,26097,111771,44451,170028,ND,ND,17956,ND,ND,14596,ND,ND,0,0,23504,12233,58899,16681,68691,0,297813,445,0,19686,-72969,7.31,0,0,0
1991:Q1,807762,0,281158,ND,ND,68480,ND,ND,0,0,0,0,0,410411,47,47666,907918,1324,23833,109672,23833,171607,ND,ND,14998,ND,ND,16551,ND,ND,0,0,23125,13785,73804,17692,70120,0,326912,683,0,19979,-100156,6.12,0,0,0
1991:Q2,846246,0,272409,ND,ND,86138,ND,ND,0,0,0,0,0,442715,44,44940,940398,1430,22470,114641,23909,173495,ND,ND,22177,ND,ND,14174,ND,ND,0,0,24039,16515,71927,17276,71960,0,344404,1710,0,20271,-94152,5.9,0,0,0
1991:Q3,885705,0,275390,ND,ND,81100,ND,ND,0,0,0,0,0,485325,37,43853,978975,1635,21927,115611,21927,185442,ND,ND,25521,ND,ND,11946,ND,ND,0,0,25471,20870,73404,16970,75985,0,359831,1872,0,20564,-93270,5.45,0,0,0
1991:Q4,826951,0,257493,ND,ND,81558,ND,ND,0,0,0,0,0,441925,41,45934,923435,1620,22967,118442,38865,165875,ND,ND,26568,ND,ND,13195,ND,ND,0,0,27237,18868,68098,12837,67570,0,319012,1424,0,20857,-96484,4.43,0,0,0
1992:Q1,859217,0,272332,ND,ND,79390,ND,ND,0,0,0,0,1398,462400,38,43659,955717,3211,21830,115788,23635,179620,ND,ND,24524,ND,ND,13818,ND,ND,0,0,27061,19299,81043,7655,68778,0,336591,687,0,32178,-96501,3.98,0,0,0
1992:Q2,906634,0,254479,ND,ND,98048,ND,ND,0,0,0,0,1871,507136,45,45055,998227,3872,22528,122350,22528,166037,ND,ND,28127,ND,ND,12920,ND,ND,0,0,27189,20685,81211,8637,67459,0,378374,1587,0,34724,-91593,3.76,0,0,0
