1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q4,60569,60569,60569,79840,79292,549,-19271,113704,8676,15072,793,368,39,329,-386,-386,0,50,9988,79143,633,0,78510,132975,147146,105787,28335,6602,70850,81,2874,2252,36152,-14171,-24,-14147
2007:Q1,61495,61495,61495,36401,34446,1955,25094,107763,6727,13729,543,629,752,-123,1861,1861,0,274,13686,70314,1106,0,69208,82669,147716,114746,33561,4157,77028,-11,8564,945,23472,-65046,9,-65055
2007:Q2,62136,62136,62136,100415,99977,438,-38280,107746,6722,13730,542,629,752,-123,1860,1860,0,306,13685,70272,1087,0,69185,146026,146568,116435,37019,2338,77078,11,5704,946,23472,-542,-9,-533
2007:Q3,62750,62750,62750,101614,100676,938,-38863,107757,6725,13729,543,630,752,-122,1861,1861,0,73,13686,70510,1229,0,69281,146620,146501,115793,35038,3524,77231,-28,6320,945,23471,120,-219,339
2007:Q4,63437,63437,63437,90382,89564,818,-26946,107709,6710,13729,542,628,752,-124,1861,1861,0,56,13685,70498,258,0,70240,134655,148933,119040,35232,6433,77375,25,5450,946,23472,-14279,18,-14297
2008:Q1,64080,64080,64080,43151,45056,-1905,20928,7486,-9011,9692,261,-1971,-1883,-88,-744,-744,0,589,-742,9412,1309,0,8103,-13442,124678,84907,27094,9842,47971,-23,9551,1671,28572,-138120,-224,-137896
2008:Q2,64676,64676,64676,91478,91412,66,-26802,7414,-9036,9691,262,-1971,-1883,-88,-741,-741,0,104,-743,9848,1040,0,8808,34216,112352,89087,32765,7895,48427,39,-7016,1670,28572,-78136,-30,-78106
2008:Q3,65322,68606,68606,91989,91697,292,-23383,7329,-9065,9691,261,-1971,-1883,-88,-743,-743,0,191,-742,9707,1757,0,7950,30712,108373,73517,30258,-5372,48631,33,4580,1671,28572,-77660,177,-77837
2008:Q4,65639,65639,65639,86314,88206,-1891,-20675,7234,-9097,9691,261,-1971,-1883,-88,-744,-744,0,271,-742,9565,-654,0,10219,27909,106585,77703,29483,-514,48734,-54,-1306,1671,28571,-78676,-119,-78557
2009:Q1,65403,66294,66294,30933,35781,-4848,35361,-21315,-6259,8807,-415,-1373,-1415,42,-301,-301,0,-591,-6582,-14601,-2781,0,-11820,-56676,-548,-13003,-14492,-1908,3397,-28,5886,-1565,8162,-56128,-371,-55757
2009:Q2,64678,66496,66496,67816,74108,-6292,-1320,-21445,-6301,8807,-415,-1375,-1415,40,-302,-302,0,102,-6582,-15379,-2508,0,-12871,-20125,-17729,-27486,-28397,-1118,2029,48,3112,-1565,8162,-2396,-86,-2310
2009:Q3,64133,65872,65872,69859,77139,-7280,-3987,-21441,-6300,8807,-415,-1374,-1415,41,-302,-302,0,193,-6582,-15468,-2326,0,-13142,-17454,-17687,-29283,-28769,-2875,2361,179,4820,-1565,8162,233,427,-194
2009:Q4,64217,65763,65763,67307,69478,-2171,-1544,-21290,-6249,8807,-416,-1374,-1415,41,-302,-302,0,275,-6582,-15449,-2173,0,-13276,-19746,-18087,-27782,-30313,-44,2575,27,3072,-1566,8162,-1659,-59,-1600
2010:Q1,64110,65212,65212,25827,26915,-1088,39385,36628,-10695,10733,778,615,479,136,1043,1043,0,16,9258,24880,7257,0,17623,-2757,-18261,-13414,-7178,-4551,-1685,-3,12886,-183,-17547,15504,-40,15544
2010:Q2,63995,68017,68017,72896,73530,-635,-4879,36700,-10668,10733,777,615,479,136,1041,1041,0,78,9258,24866,8181,0,16685,41579,-8512,-5123,-2009,-1481,-1633,8,9047,-183,-12261,50091,66,50025
2010:Q3,64099,66097,66097,71505,70347,1158,-5408,36780,-10642,10733,778,615,479,136,1041,1041,0,304,9258,24693,7658,0,17035,42188,-7653,-855,-3606,4487,-1736,-9,5655,-183,-12261,49841,24,49817
2010:Q4,64408,65055,65055,73780,73735,45,-8725,36709,-10667,10733,777,615,479,136,1043,1043,0,-19,9259,24968,6876,0,18092,45434,-8783,59,-3967,6175,-2149,22,3580,-183,-12261,54217,252,53965
2011:Q1,64755,65377,65377,29931,29206,725,35446,39172,-3815,11498,211,811,721,90,-1452,-1452,0,-35,19392,12562,-2290,0,14852,3726,-9412,-17716,-7140,-667,-9909,8,13412,146,-5262,13137,-116,13253
2011:Q2,65123,65973,65973,74984,73876,1107,-9010,33887,-3823,11497,212,-681,-522,-159,-1451,-1451,0,129,15621,12383,-512,0,12895,42897,-5394,-16335,-2899,-5871,-7565,31,16026,146,-5262,48292,17,48275
2011:Q3,65333,65399,65399,72775,73361,-586,-7376,31965,-3844,11498,211,-2542,-2415,-127,-1452,-1452,0,163,15622,12309,-1095,0,13404,39341,-5440,-16517,-3514,-5212,-7791,53,16141,146,-5263,44782,-34,44816
2011:Q4,65379,65431,65431,81428,77880,3548,-15997,34686,-3863,11497,212,235,224,11,-1451,-1451,0,33,15621,12402,-703,0,13105,50683,-2990,-7662,-3653,3918,-7926,75,9713,146,-5262,53673,-34,53707
2012:Q1,65395,65365,65365,34530,32891,1639,30835,62147,4891,12520,753,2128,2125,3,-603,-603,0,81,1616,40761,2903,0,37858,31312,58125,37856,10464,1703,25689,-11,5437,1902,12941,-26813,109,-26922
2012:Q2,65947,65972,65972,81603,80996,608,-15631,59891,4864,12519,754,-49,-31,-18,-604,-604,0,-85,1616,40876,4235,0,36641,75522,64853,46809,19387,1804,25618,55,3147,1902,12940,10670,439,10231
2012:Q3,67124,67128,67128,76396,78294,-1898,-9268,60966,4836,12520,753,1109,1168,-59,-604,-604,0,101,1616,40635,3813,0,36822,70234,62513,44291,16009,2737,25545,-10,3389,1902,12941,7721,51,7670
2012:Q4,68824,73740,73740,86425,89090,-2664,-12685,61370,4795,12519,754,1632,1570,62,-602,-602,0,54,1617,40601,4719,0,35882,74055,63583,46958,16136,5630,25192,-45,1827,1902,12941,10472,202,10270
2013:Q1,67199,67203,67203,43047,39815,3233,24156,66329,-6995,12881,506,650,1061,-411,250,250,0,-44,11818,47263,-7033,0,54296,42173,43139,19163,-735,-644,20542,13,12719,793,10451,-966,9,-975
2013:Q2,69036,69042,69042,105210,100076,5134,-36168,67643,-7014,12881,506,2020,2209,-189,249,249,0,264,11818,46919,-5919,0,52838,103811,49019,29430,8726,201,20503,-11,8355,794,10451,54792,-43,54835
2013:Q3,70421,70424,70424,104833,97455,7379,-34410,66144,2947,2881,506,634,982,-348,249,249,0,255,11818,46854,-6461,0,53315,100554,47579,27643,6967,418,20258,72,8619,793,10452,52975,364,52611
2013:Q4,71567,71568,71568,104561,98755,5806,-32993,66616,2965,2881,505,1057,1459,-402,249,249,0,115,11818,47026,-6785,0,53811,99609,48934,33064,6771,6276,20017,2,4623,794,10451,50675,3,50672
2014:Q1,72391,72389,72389,43089,41731,1358,29300,92891,17311,3922,733,-234,-20,-214,-95,-95,0,275,5344,65635,2588,0,63047,63591,89459,63832,15613,1246,46973,-26,4464,1712,19477,-25868,-453,-25415
2014:Q2,72865,72865,72865,104796,101192,3605,-31932,92942,17301,3921,732,-154,8,-162,-94,-94,0,80,5345,65811,3794,0,62017,124874,95695,70757,23292,632,46833,64,3685,1712,19477,29179,274,28905
2014:Q3,73788,73788,73788,104189,100856,3333,-30401,93702,17348,3922,732,471,661,-190,-95,-95,0,178,5344,65802,3629,0,62173,124103,95399,71194,22352,1865,46977,83,2933,1712,19477,28704,-15,28719
2014:Q4,74557,74557,74557,114099,112295,1804,-39542,92958,17425,3921,732,-505,-400,-105,-94,-94,0,215,5345,65919,2676,0,63243,132500,98268,78886,23976,7466,47444,282,-2088,1711,19477,34232,1639,32593
2015:Q1,75458,75458,75458,53404,46650,6755,22053,76511,1765,2814,616,602,534,68,1764,1764,0,92,-891,69749,-3335,0,73084,54458,60862,53455,10215,-1749,44989,167,778,1291,5171,-6404,673,-7077
2015:Q2,76126,76126,76126,121091,115594,5497,-44964,78899,1839,2814,617,2770,2615,155,1766,1766,0,126,-890,69857,-2039,0,71896,123863,67342,65246,18415,1680,45151,115,-4479,1290,5170,56521,386,56135
2015:Q3,76797,76797,76797,116244,112017,4227,-39447,76737,1889,2814,616,466,422,44,1764,1764,0,149,-891,69930,-1850,0,71780,116184,67019,65181,17073,2667,45441,31,-4654,1290,5171,49165,134,49031
2015:Q4,77212,77212,77212,113258,109255,4003,-36046,78427,1892,2814,617,2144,2102,42,1764,1764,0,149,-890,69937,-2946,0,72883,114473,66381,67529,17364,4652,45513,80,-7690,1291,5171,48092,279,47813
2016:Q1,77407,77407,77407,41850,41564,286,35557,96305,12463,7809,648,-956,-1109,153,-498,-498,0,87,19187,57565,-1006,0,58571,60748,160911,90634,26570,-3239,67302,207,17227,2502,50341,-100162,116,-100278
2016:Q2,78150,78150,78150,111990,111343,647,-33840,92199,9825,6218,647,-882,-955,73,-497,-497,0,384,19187,57317,-535,0,57852,126039,167551,99170,31320,435,67414,257,15280,2503,50341,-41512,702,-42214
2016:Q3,78712,78712,78712,106798,106531,267,-28086,97794,2103,17590,648,1098,866,232,-497,-497,0,285,19187,57380,-56,0,57436,125880,168040,95300,30953,-3009,67356,343,19552,2503,50342,-42160,850,-43010
2016:Q4,79510,79510,79510,106666,105399,1267,-27156,97564,413,16586,647,3578,3174,404,-498,-498,0,-13,19187,57664,-1413,0,59077,124720,169909,103210,29383,6639,67188,151,13704,2503,50341,-45189,41,-45230
2017:Q1,80333,80333,80333,43871,44499,-628,36463,152008,6405,21787,2174,1685,1480,205,2107,2107,0,195,13753,103902,-633,0,104535,115545,141152,111013,28072,9,82932,-126,3017,1151,26097,-25607,502,-26109
2017:Q2,81289,81289,81289,126192,126099,93,-44903,153388,6772,23117,2306,1258,1104,154,2105,2105,0,204,13754,103872,1832,0,102040,198291,147140,116960,34943,-842,82859,-110,3042,1151,26097,51151,623,50528
2017:Q3,82133,91510,91510,122344,121259,1085,-30834,153964,6773,23117,2307,1835,1637,198,2104,2104,0,2069,13753,102006,4181,0,97825,184798,145302,114744,32772,-852,82824,-188,3498,1151,26097,39496,112,39384
2017:Q4,82856,82856,82856,119835,119054,781,-36979,154222,6777,23117,2306,2080,1851,229,2105,2105,0,85,13754,103998,-1348,0,105346,191201,146653,121158,31544,6800,82814,43,-1797,1151,26098,44549,1449,43100
2018:Q1,84040,84040,84040,49446,48831,614,34594,78350,2863,11947,1192,1578,1555,23,261,261,0,-239,12409,48339,-961,0,49300,43756,98063,67674,15112,1100,51462,950,1423,4612,23404,-54308,-1458,-52850
2018:Q2,85199,85199,85199,121169,122223,-1053,-35971,77315,2880,11947,1192,494,608,-114,261,261,0,288,12410,47843,121,0,47722,113286,105822,73241,22337,-861,51765,913,3650,4613,23405,7464,-220,7684
2018:Q3,86202,87076,87076,121398,119182,2216,-34322,77915,2869,11947,1192,1127,1169,-42,261,261,0,126,12409,47984,738,0,47246,112237,107355,73990,20967,1246,51777,2802,2546,4613,23404,4882,11990,-7108
2018:Q4,87117,89270,89270,123084,121442,1642,-33814,75528,2869,11947,1192,-1265,-1135,-130,262,262,0,-1,12410,48114,-1210,0,49324,109342,104230,78096,19091,7288,51717,-5,-1878,4612,23405,5113,-5339,10452
2019:Q1,88074,88074,88074,58406,57377,1030,29668,30528,3471,8883,887,-1234,-657,-577,429,429,0,-32,-22340,40464,1796,0,38668,860,39773,26103,2088,1911,22104,-180,-13843,1697,25996,-38912,-24,-38888
2019:Q2,89036,89036,89036,136810,136449,361,-47775,29934,3468,8884,886,-1819,-1279,-540,428,428,0,123,-22339,40303,2914,0,37389,77709,42821,30512,7144,1375,21993,-75,-15308,1696,25996,34888,105,34783
2019:Q3,89925,89925,89925,134316,134153,164,-44392,30419,3458,8883,886,-1304,-801,-503,428,428,0,178,-22340,40230,2349,0,37881,74811,42374,24008,3931,-1761,21838,462,-9789,1696,25997,32437,3990,28447
2019:Q4,90708,90708,90708,128139,128956,-817,-37431,32859,3443,8884,887,1176,1627,-451,429,429,0,-8,-22339,40387,2890,0,37497,70290,42460,32987,3488,7793,21706,-168,-18051,1696,25996,27830,-153,27983
2020:Q1,91793,91793,91793,62407,65931,-3524,29387,208594,11652,45536,5061,-5447,-5697,250,657,657,0,-126,44152,107109,1015,0,106094,179208,240060,82107,-5872,5987,81992,-391,32289,1895,124160,-60853,69,-60922
2020:Q2,92364,92364,92364,111958,124559,-12601,-19594,335645,37157,83832,5061,1000,885,115,658,658,0,177,44151,163609,2495,56852,104262,355239,329680,206355,87747,41138,77470,-182,33883,1894,87730,25560,994,24566
2020:Q3,93243,93243,93243,130902,128234,2668,-37660,245835,-9427,14121,5062,1069,906,163,659,659,0,179,44152,190020,3240,83283,103497,283495,245378,114839,14969,28621,71249,-214,34778,1895,94080,38117,-42,38159
2020:Q4,94429,94429,94429,132479,130479,2000,-38051,244111,20643,59251,5061,1766,1636,130,658,658,0,-4,44151,112585,181,5702,106702,282162,263135,122864,4780,20777,97307,-343,30449,1895,108270,19027,903,18124
2021:Q1,95598,96192,96192,59556,60690,-1134,36636,151979,10210,9825,756,1734,1662,72,-439,-439,0,32,20016,109845,4328,-27263,132780,115344,205764,93305,280,12527,80498,-194,17277,8076,87300,-90421,-260,-90161
2021:Q2,97848,98441,98441,133979,140414,-6436,-35538,179603,14860,14872,386,-804,-779,-25,-439,-439,0,552,20017,130159,4317,-6478,132320,215141,212409,46447,-57710,23474,80683,-424,21010,8076,137300,2732,435,2297
2021:Q3,100634,106395,106395,144504,144646,-143,-38109,167774,19278,21327,566,-241,-328,87,-439,-439,0,209,20016,107058,6605,-29910,130363,205883,206205,51865,-41442,12721,80586,-209,19172,8077,127300,-322,-472,150
2021:Q4,103808,104401,104401,152342,143620,8722,-47941,203678,33865,49344,650,1640,1625,15,-439,-439,0,474,20017,98127,1859,-38682,134950,251619,295021,176519,68579,9358,98582,-257,10883,8076,99800,-43402,129,-43531
2022:Q1,107584,107584,107584,79197,71322,7875,28387,254015,3575,11520,1149,7095,7131,-36,563,563,0,33,35808,194272,428,-22082,215926,225628,322694,140864,34352,21637,84875,-10,15774,6860,159206,-97066,341,-97407
2022:Q2,110955,110955,110955,163966,161396,2570,-53010,263115,3589,11520,1150,5781,5964,-183,563,563,0,62,35809,204641,3816,-11709,212534,316125,327282,145879,41266,6333,98280,-55,28681,6861,145916,-11156,-230,-10926
2022:Q3,113670,122674,122674,169181,168528,653,-46507,269660,3609,11521,1149,6577,6763,-186,563,563,0,883,35808,209550,4280,-6022,211292,316167,321287,118618,41791,2529,74298,208,25539,6860,170062,-5120,118,-5238
2022:Q4,115380,116485,116485,165151,160238,4913,-48666,269345,3594,11520,1150,2082,2555,-473,563,563,0,-82,35808,214710,1222,-1795,215283,318011,324834,133828,40653,13202,79973,-116,20002,6860,164260,-6823,392,-7215
2023:Q1,116777,116777,116777,84004,84163,-159,32773,94691,5312,16012,1518,-1350,-1324,-26,604,604,0,1830,13046,57719,2283,-817,56253,61918,156081,67312,9572,1923,55817,-81,11482,4404,72964,-94163,188,-94351
2023:Q2,117880,117880,117880,168822,169148,-325,-50942,49046,2709,7801,739,2035,1991,44,294,294,0,661,6356,28451,3121,-534,25864,99988,73066,33425,-5847,-11803,51075,-17,7666,2146,29846,26922,-112,27034
2023:Q3,119265,119265,119265,175734,172187,3548,-56470,28989,1556,4188,397,3650,3490,160,158,158,0,274,3412,15354,3122,-482,12714,85459,48594,27782,-18916,2182,44516,120,3459,1152,16081,36865,2855,34010
2023:Q4,120721,120721,120721,173510,171740,1770,-52789,38480,2493,7001,663,-4305,-4094,-211,263,263,0,394,5704,26267,1224,-63,25106,91269,69330,35233,4726,3763,26744,569,431,1925,31172,21939,10812,11127
2024:Q1,121797,121797,121797,96011,95688,323,25787,60819,15046,7723,732,1650,1598,52,292,292,0,-183,6293,29266,2503,0,26763,35033,62872,35072,-8776,-384,44232,-65,5479,2124,20262,-27839,-92,-27747
2024:Q2,123391,123391,123391,191192,186349,4844,-67801,46502,2512,7571,718,704,674,30,286,286,0,607,6168,27936,3248,0,24688,114303,82711,45127,8451,7687,28989,134,2754,2082,32614,31592,-304,31896
2024:Q3,125140,128844,128844,186158,181840,4318,-57314,56302,3246,9862,935,-3274,-3227,-47,371,371,0,-98,8035,37225,4014,0,33211,113616,98543,39337,202,5416,33719,-108,5696,2712,50906,15072,177,14895
2024:Q4,126508,131701,131701,176064,174092,1973,-44363,72632,3718,11357,1076,4080,3994,86,429,429,0,523,9253,42196,-445,0,42641,116995,124262,62346,8765,11760,41821,-106,2247,3124,56651,-7266,-137,-7129
2025:Q1,127465,135089,135089,105642,96958,8684,29447,56537,3599,9364,887,-1549,-1613,64,353,353,0,-322,7629,36576,4052,0,32524,27090,92170,38193,7460,1324,29409,104,4591,2575,46707,-65080,-134,-64946
