date,FL664090005.Q,FL663020003.Q,FL662051003.Q,LM664022005.Q,FL663069105.Q,LM663061105.Q,LM663061705.Q,LM663062005.Q,LM663063005.Q,FL663069005.Q,LM663092305.Q,LM663064105.Q,LM663092103.Q,FL663090005.Q,FL663070605.Q,FL663094705.Q,FL663093005.Q,FL664194005.Q,FL664190005.Q,FL662151003.Q,FL663163003.Q,FL664123005.Q,FL663168005.Q,FL663167005.Q,LM663192305.Q,FL663170003.Q,FL663178003.Q,FL663190005.Q,FL663170605.Q,FL663194705.Q,FL663193005.Q,FL663181105.Q,LM663164105.Q,LM663192103.Q,LM662090003.Q,FL663194605.Q,FL663194505.Q,FL664160000.Q,FL664166903.Q,FL664161103.Q,FL664161703.Q,FL664166203.Q,FL664166303.Q,FL664164103.Q,FL664169305.Q
1945:Q4,5022,501,0,2715,0,1881,0,340,494,1252,1,554,30,-31,0,0,-31,5272,5015,0,0,3976,3282,694,35,10,10,984,0,0,984,257,121,136,0,0,0,0,0,0,0,0,0,0,0
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,3422,730,0,1648,0,917,0,340,391,594,1,450,34,-35,0,0,-35,3694,3415,0,0,2366,1633,733,36,25,13,975,0,0,975,279,141,138,0,0,0,0,0,0,0,0,0,0,0
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,2630,629,0,905,0,262,0,243,400,636,2,460,39,-41,0,0,-41,2868,2624,0,0,1582,922,660,37,40,6,959,0,0,959,244,104,140,0,0,0,0,0,0,0,0,0,0,0
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,3115,558,0,1489,0,820,0,267,402,605,2,463,47,-49,0,0,-49,3348,3109,0,0,2068,1414,654,36,50,5,950,0,0,950,239,100,139,0,0,0,0,0,0,0,0,0,0,0
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,3650,490,0,1542,0,703,0,252,587,969,2,649,55,-57,0,0,-57,3878,3632,0,0,2588,1886,702,37,65,8,934,0,0,934,246,104,142,0,0,0,0,0,0,0,0,0,0,0
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,4039,635,0,1403,0,586,0,370,447,1492,3,509,64,-67,0,0,-67,4238,4008,0,0,2960,1989,971,35,80,12,921,0,0,921,230,94,136,0,0,0,0,0,0,0,0,0,0,0
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,3760,605,0,1184,0,313,0,384,487,1421,3,550,76,-79,0,0,-79,3954,3727,0,0,2681,1788,893,35,90,10,911,0,0,911,227,93,134,0,0,0,0,0,0,0,0,0,0,0
1952:Q1,3340,597,0,874,0,191,0,300,383,1422,3,447,76,-79,0,0,-79,3529,3306,0,0,2256,1508,748,35,100,14,901,0,0,901,223,87,136,0,0,0,0,0,0,0,0,0,0,0
1952:Q2,4180,586,0,1699,0,1121,0,200,378,1454,3,441,79,-82,0,0,-82,4368,4144,0,0,3092,2397,695,36,100,16,900,0,0,900,224,87,137,0,0,0,0,0,0,0,0,0,0,0
1952:Q3,3518,571,0,834,0,180,0,70,584,1465,3,648,83,-86,0,0,-86,3708,3481,0,0,2428,1751,677,36,140,17,860,0,0,860,227,88,139,0,0,0,0,0,0,0,0,0,0,0
1952:Q4,4149,549,0,1486,0,709,0,228,549,1502,4,612,89,-93,0,0,-93,4334,4112,0,0,3056,2342,714,37,150,20,849,0,0,849,222,81,141,0,0,0,0,0,0,0,0,0,0,0
1953:Q1,3729,530,0,914,0,208,0,150,556,1665,4,620,93,-97,0,0,-97,3917,3690,0,0,2640,1903,737,37,160,14,839,0,0,839,227,83,144,0,0,0,0,0,0,0,0,0,0,0
1953:Q2,3825,510,0,821,0,145,0,100,576,1854,4,640,97,-101,0,0,-101,4022,3783,0,0,2737,2098,639,38,170,10,828,0,0,828,239,91,148,0,0,0,0,0,0,0,0,0,0,0
1953:Q3,4100,492,0,1140,0,426,0,100,614,1789,4,679,101,-105,0,0,-105,4300,4054,0,0,3007,2344,663,39,180,11,817,0,0,817,246,95,151,0,0,0,0,0,0,0,0,0,0,0
1953:Q4,4551,475,0,1608,0,640,0,430,538,1866,4,602,106,-110,0,0,-110,4751,4502,0,0,3445,2737,708,37,180,21,819,0,0,819,249,106,143,0,0,0,0,0,0,0,0,0,0,0
1954:Q1,4122,476,0,1219,0,443,0,300,476,1888,4,539,111,-115,0,0,-115,4311,4067,0,0,3018,2232,786,38,190,13,808,0,0,808,244,97,147,0,0,0,0,0,0,0,0,0,0,0
1954:Q2,4907,492,0,1738,0,869,0,300,569,2045,5,632,115,-120,0,0,-120,5081,4842,0,0,3784,2951,833,39,190,22,807,0,0,807,239,89,150,0,0,0,0,0,0,0,0,0,0,0
1954:Q3,5152,521,0,1626,0,674,0,300,652,2290,5,715,120,-125,0,0,-125,5309,5074,0,0,4009,3090,919,40,200,29,796,0,0,796,235,82,153,0,0,0,0,0,0,0,0,0,0,0
1954:Q4,5595,557,0,1635,0,666,0,300,669,2672,5,731,125,-130,0,0,-130,5762,5508,0,0,4450,3430,1020,43,200,22,793,0,0,793,254,90,164,0,0,0,0,0,0,0,0,0,0,0
1955:Q1,5290,579,0,1150,0,322,0,300,528,2971,5,590,131,-136,0,0,-136,5467,5200,0,0,4145,3122,1023,44,200,19,792,0,0,792,267,100,167,0,0,0,0,0,0,0,0,0,0,0
1955:Q2,5512,581,0,1182,0,228,0,300,654,3033,6,716,136,-142,0,0,-142,5684,5418,0,0,4367,3454,913,45,200,15,791,0,0,791,266,95,171,0,0,0,0,0,0,0,0,0,0,0
1955:Q3,5375,564,0,1067,0,218,0,300,549,3133,6,611,142,-148,0,0,-148,5552,5277,0,0,4221,3236,985,46,200,20,790,0,0,790,275,100,175,0,0,0,0,0,0,0,0,0,0,0
1955:Q4,5910,530,0,1387,0,264,0,300,823,3108,6,885,148,-154,0,0,-154,6103,5808,0,0,4746,3847,899,47,210,26,779,0,0,779,295,116,179,0,0,0,0,0,0,0,0,0,0,0
1956:Q1,5440,508,0,1091,0,111,0,300,680,3099,6,742,155,-161,0,0,-161,5628,5334,0,0,4281,3309,972,48,220,17,768,0,0,768,294,111,183,0,0,0,0,0,0,0,0,0,0,0
1956:Q2,5374,502,0,1015,0,122,0,200,693,3102,7,755,161,-168,0,0,-168,5565,5264,0,0,4215,3380,835,48,230,13,758,0,0,758,301,115,186,0,0,0,0,0,0,0,0,0,0,0
1956:Q3,5093,513,0,817,0,114,0,100,603,3097,7,666,168,-175,0,0,-175,5287,4978,0,0,3925,3058,867,49,230,17,757,0,0,757,309,121,188,0,0,0,0,0,0,0,0,0,0,0
1956:Q4,5331,538,0,965,0,243,0,100,622,3142,7,686,174,-181,0,0,-181,5517,5212,0,0,4158,3276,882,46,230,18,760,0,0,760,305,128,177,0,0,0,0,0,0,0,0,0,0,0
1957:Q1,4665,559,0,570,0,113,0,0,457,3015,7,521,182,-189,0,0,-189,4849,4543,0,0,3488,2673,815,47,240,19,749,0,0,749,306,125,181,0,0,0,0,0,0,0,0,0,0,0
1957:Q2,4973,568,0,659,0,87,0,100,472,3210,8,536,189,-197,0,0,-197,5154,4848,0,0,3796,2982,814,48,240,16,748,0,0,748,306,122,184,0,0,0,0,0,0,0,0,0,0,0
1957:Q3,5050,564,0,819,0,223,0,100,496,3106,8,561,197,-205,0,0,-205,5244,4923,0,0,3868,3035,833,49,240,19,747,0,0,747,321,134,187,0,0,0,0,0,0,0,0,0,0,0
1957:Q4,5477,547,0,1354,0,449,0,200,705,2805,8,771,206,-214,0,0,-214,5675,5348,0,0,4287,3393,894,49,250,25,737,0,0,737,327,139,188,0,0,0,0,0,0,0,0,0,0,0
1958:Q1,5439,537,0,1220,0,332,0,325,563,3054,9,628,212,-221,0,0,-221,5653,5307,0,0,4249,3298,951,49,250,22,737,0,0,737,346,158,188,0,0,0,0,0,0,0,0,0,0,0
1958:Q2,6731,537,0,1940,0,867,0,370,703,3486,9,768,220,-229,0,0,-229,6924,6593,0,0,5533,4488,1045,49,250,24,737,0,0,737,331,143,188,0,0,0,0,0,0,0,0,0,0,0
1958:Q3,5303,549,0,775,0,199,0,215,361,3554,9,425,228,-237,0,0,-237,5506,5158,0,0,4092,2976,1116,49,260,30,727,0,0,727,348,160,188,0,0,0,0,0,0,0,0,0,0,0
1958:Q4,6071,571,0,1242,0,604,0,215,423,3770,10,488,235,-245,0,0,-245,6320,5917,0,0,4848,3692,1156,48,260,33,728,0,0,728,403,216,187,0,0,0,0,0,0,0,0,0,0,0
1959:Q1,5426,590,0,825,0,408,0,275,142,3804,10,207,244,-254,0,0,-254,5693,5262,0,0,4189,2917,1272,48,270,38,717,0,0,717,431,245,186,0,0,0,0,0,0,0,0,0,0,0
1959:Q2,5480,602,0,719,0,275,0,250,194,3901,10,258,253,-263,0,0,-263,5758,5306,0,0,4237,3119,1118,49,270,35,715,0,0,715,452,265,187,0,0,0,0,0,0,0,0,0,0,0
1959:Q3,5598,605,0,882,0,401,0,180,301,3747,11,364,261,-272,0,0,-272,5916,5412,0,0,4332,3301,1031,49,280,46,705,0,0,705,504,315,189,0,0,0,0,0,0,0,0,0,0,0
1959:Q4,6171,600,0,1232,0,428,0,302,502,3773,11,566,270,-281,0,0,-281,6595,5973,0,0,4887,5245,-358,49,280,50,707,0,0,707,622,432,190,0,0,0,0,0,0,0,0,0,0,0
1960:Q1,4962,599,0,637,0,158,0,276,203,3460,11,266,280,-291,0,0,-291,5416,4755,0,0,3683,4404,-721,50,290,36,696,0,0,696,661,468,193,0,0,0,0,0,0,0,0,0,0,0
1960:Q2,5303,601,0,896,0,204,0,457,235,3507,12,299,289,-301,0,0,-301,5797,5087,0,0,4018,4915,-897,52,290,33,694,0,0,694,710,511,199,0,0,0,0,0,0,0,0,0,0,0
1960:Q3,6040,610,0,1405,0,580,0,450,375,3585,12,440,299,-311,0,0,-311,6608,5816,0,0,4740,5280,-540,53,290,39,694,0,0,694,792,586,206,0,0,0,0,0,0,0,0,0,0,0
1960:Q4,6700,624,0,1891,0,1021,0,400,470,3649,13,536,309,-322,0,0,-322,7402,6466,0,0,5382,5334,48,51,290,48,695,0,0,695,936,738,198,0,0,0,0,0,0,0,0,0,0,0
1961:Q1,5882,642,0,1207,0,543,0,443,221,4022,13,11,320,-333,0,0,-333,6592,5634,0,0,4532,5139,-607,53,300,67,682,0,0,682,958,755,203,0,0,0,0,0,0,0,0,0,0,0
1961:Q2,6677,660,0,1383,0,517,0,504,362,4482,13,152,332,-345,0,0,-345,7330,6413,0,0,5319,5236,83,53,300,61,680,0,0,680,917,712,205,0,0,0,0,0,0,0,0,0,0,0
1961:Q3,6719,676,0,1525,0,763,0,473,289,4441,14,77,343,-357,0,0,-357,7456,6438,0,0,5333,5935,-602,54,300,71,680,0,0,680,1018,812,206,0,0,0,0,0,0,0,0,0,0,0
1961:Q4,7648,688,0,2043,0,1305,0,333,405,4723,14,194,355,-369,0,0,-369,8641,7355,0,0,6256,6996,-740,59,300,63,677,0,0,677,1286,1058,228,0,0,0,0,0,0,0,0,0,0,0
1962:Q1,6940,690,0,1852,0,1142,0,479,231,4379,15,19,367,-382,0,0,-382,7964,6642,0,0,5540,6640,-1100,60,310,66,666,0,0,666,1322,1090,232,0,0,0,0,0,0,0,0,0,0,0
1962:Q2,6749,683,0,1968,0,1122,0,538,308,4001,15,97,380,-395,0,0,-395,7477,6450,0,0,5375,5825,-450,61,310,38,666,0,0,666,1027,792,235,0,0,0,0,0,0,0,0,0,0,0
1962:Q3,7219,668,0,2014,0,1146,0,425,443,4305,16,232,393,-409,0,0,-409,8221,6920,0,0,5851,6189,-338,62,320,33,654,0,0,654,1301,1064,237,0,0,0,0,0,0,0,0,0,0,0
1962:Q4,8431,648,0,2964,0,1976,0,523,465,4564,16,255,407,-423,0,0,-423,9557,8130,0,0,7066,7930,-864,54,320,28,662,0,0,662,1427,1220,207,0,0,0,0,0,0,0,0,0,0,0
1963:Q1,7249,652,0,1923,0,1048,0,636,239,4645,17,29,421,-438,0,0,-438,8275,6944,0,0,5869,7333,-1464,54,325,40,656,0,0,656,1331,1121,210,0,0,0,0,0,0,0,0,0,0,0
1963:Q2,8206,655,0,1972,0,963,0,643,366,5423,18,156,435,-453,0,0,-453,9185,7894,0,0,6818,7726,-908,54,325,40,657,0,0,657,1291,1082,209,0,0,0,0,0,0,0,0,0,0,0
1963:Q3,8870,671,0,2202,0,1394,0,494,314,5893,18,104,451,-469,0,0,-469,9768,8548,0,0,7460,8454,-994,54,330,52,652,0,0,652,1220,1013,207,0,0,0,0,0,0,0,0,0,0,0
1963:Q4,9167,672,0,1921,0,718,0,514,689,6095,19,479,466,-485,0,0,-485,10022,8832,0,0,7739,8885,-1146,57,330,57,649,0,0,649,1190,971,219,0,0,0,0,0,0,0,0,0,0,0
1964:Q1,8280,694,0,1479,0,569,0,520,390,5926,20,181,482,-502,0,0,-502,9075,7932,0,0,6840,6993,-153,57,340,56,639,0,0,639,1143,926,217,0,0,0,0,0,0,0,0,0,0,0
1964:Q2,9303,689,0,2257,0,1021,0,596,640,5927,20,430,499,-519,0,0,-519,9991,8942,0,0,7855,9232,-1377,57,340,50,640,0,0,640,1049,830,219,0,0,0,0,0,0,0,0,0,0,0
1964:Q3,9157,684,0,2564,0,1535,0,673,356,5764,21,145,516,-537,0,0,-537,9968,8783,0,0,7687,8260,-573,57,350,58,631,0,0,631,1185,964,221,0,0,0,0,0,0,0,0,0,0,0
1964:Q4,9862,681,0,2674,0,1374,0,693,607,5610,22,897,534,-556,0,0,-556,10522,9473,0,0,8377,9200,-823,61,350,60,625,0,0,625,1049,812,237,0,0,0,0,0,0,0,0,0,0,0
1965:Q1,9051,687,0,2104,0,955,0,750,399,5572,22,688,553,-575,0,0,-575,9709,8645,0,0,7542,8298,-756,62,360,67,614,0,0,614,1064,826,238,0,0,0,0,0,0,0,0,0,0,0
1965:Q2,10499,698,0,3132,0,1510,0,835,787,5592,23,1077,572,-595,0,0,-595,11009,10072,0,0,8973,9651,-678,60,360,64,615,0,0,615,937,706,231,0,0,0,0,0,0,0,0,0,0,0
1965:Q3,8511,709,0,1721,0,595,0,754,372,5420,24,661,592,-616,0,0,-616,8999,8059,0,0,6941,7489,-548,58,370,82,608,0,0,608,940,717,223,0,0,0,0,0,0,0,0,0,0,0
1965:Q4,10349,711,0,2449,0,1082,0,453,914,5986,25,1203,612,-637,0,0,-637,10835,9866,0,0,8737,9047,-310,58,370,93,608,0,0,608,969,746,223,0,0,0,0,0,0,0,0,0,0,0
1966:Q1,9123,730,0,1605,0,909,0,333,363,6137,26,651,633,-659,0,0,-659,9629,8615,0,0,7479,8123,-644,57,380,101,598,0,0,598,1014,797,217,0,0,0,0,0,0,0,0,0,0,0
1966:Q2,10507,746,0,2303,0,818,0,618,867,6303,27,1155,655,-682,0,0,-682,11258,9976,0,0,8855,9160,-305,58,390,84,589,0,0,589,1282,1059,223,0,0,0,0,0,0,0,0,0,0,0
1966:Q3,8930,764,0,1595,0,893,0,324,378,5905,27,666,679,-706,0,0,-706,9461,8376,0,0,7247,7300,-53,59,400,92,578,0,0,578,1085,856,229,0,0,0,0,0,0,0,0,0,0,0
1966:Q4,11286,784,0,3235,0,1742,0,465,1028,5950,28,1317,702,-730,0,0,-730,11832,10707,0,0,9576,9641,-65,52,410,95,574,0,0,574,1125,927,198,0,0,0,0,0,0,0,0,0,0,0
1967:Q1,11449,846,0,3379,0,2140,0,783,456,6479,29,745,709,-738,0,0,-738,12138,10841,0,0,9667,8905,762,52,420,133,569,0,0,569,1297,1096,201,0,0,0,0,0,0,0,0,0,0,0
1967:Q2,11516,912,0,2340,0,710,0,638,992,6983,29,1281,718,-747,0,0,-747,12158,10855,0,0,9705,8406,1299,51,430,109,560,0,0,560,1303,1105,198,0,0,0,0,0,0,0,0,0,0,0
1967:Q3,12971,950,0,2632,0,985,0,469,1178,7922,29,1467,726,-755,0,0,-755,13641,12241,0,0,11057,9481,1576,51,440,145,548,0,0,548,1400,1206,194,0,0,0,0,0,0,0,0,0,0,0
1967:Q4,14731,990,0,2888,0,983,0,506,1399,9164,30,1689,734,-764,0,0,-764,15432,13932,0,0,12745,10586,2159,52,450,151,534,0,0,534,1500,1299,201,0,0,0,0,0,0,0,0,0,0,0
1968:Q1,13602,1124,0,2509,0,968,0,454,1087,8593,30,1376,743,-773,0,0,-773,14091,12750,0,0,11519,9950,1569,52,460,201,518,0,0,518,1341,1143,198,0,0,0,0,0,0,0,0,0,0,0
1968:Q2,15112,1274,0,2305,0,905,0,669,731,10514,30,1019,751,-781,0,0,-781,15922,14187,0,0,12962,9240,3722,52,480,194,499,0,0,499,1735,1535,200,0,0,0,0,0,0,0,0,0,0,0
1968:Q3,17661,1398,0,4211,0,2543,0,663,1005,10759,31,1293,759,-790,0,0,-790,18375,16663,0,0,15403,10250,5153,54,500,225,481,0,0,481,1712,1504,208,0,0,0,0,0,0,0,0,0,0,0
1968:Q4,18513,1465,0,3534,0,1766,0,548,1220,12005,31,1509,768,-799,0,0,-799,19014,17435,0,0,16199,11321,4878,53,510,199,474,0,0,474,1579,1377,202,0,0,0,0,0,0,0,0,0,0,0
1969:Q1,14615,1487,0,1823,0,733,0,345,745,10271,31,1034,778,-809,0,0,-809,14529,13483,0,0,12233,10750,1483,53,520,209,468,0,0,468,1046,843,203,0,0,0,0,0,0,0,0,0,0,0
1969:Q2,15847,1470,0,2851,0,1120,0,336,1395,9841,32,1685,786,-818,0,0,-818,15477,14693,0,0,13509,10238,3271,54,540,144,446,0,0,446,784,578,206,0,0,0,0,0,0,0,0,0,0,0
1969:Q3,12890,1427,0,2087,0,866,0,350,871,8216,32,1160,795,-827,0,0,-827,12492,11767,0,0,10563,10350,213,54,560,163,427,0,0,427,725,516,209,0,0,0,0,0,0,0,0,0,0,0
1969:Q4,15402,1386,0,3670,0,1728,0,361,1581,8476,33,1870,804,-837,0,0,-837,14991,14357,0,0,13173,10522,2651,40,580,147,417,0,0,417,634,478,156,0,0,0,0,0,0,0,0,0,0,0
1970:Q1,13071,1322,0,3436,0,2155,0,557,724,7298,33,1015,813,-846,0,0,-846,12871,12089,0,0,10932,9450,1482,40,590,119,408,0,0,408,782,626,156,0,0,0,0,0,0,0,0,0,0,0
1970:Q2,11741,1225,0,2351,0,620,0,390,1341,6532,33,1633,823,-856,0,0,-856,11298,10802,0,0,9656,8302,1354,40,600,108,398,0,0,398,496,342,154,0,0,0,0,0,0,0,0,0,0,0
1970:Q3,13298,1131,0,3850,0,2007,0,612,1231,6795,34,1522,832,-866,0,0,-866,12947,12384,0,0,11212,9450,1762,40,600,135,397,0,0,397,563,411,152,0,0,0,0,0,0,0,0,0,0,0
1970:Q4,16246,1073,0,6003,0,3398,0,915,1690,7188,34,1982,841,-875,0,0,-875,16004,15340,0,0,14153,10589,3564,35,610,150,392,0,0,392,664,530,134,0,0,0,0,0,0,0,0,0,0,0
1971:Q1,14861,1040,0,4520,0,1924,0,890,1706,7302,34,1999,851,-885,0,0,-885,14682,13923,0,0,12728,10250,2478,36,620,160,379,0,0,379,759,621,138,0,0,0,0,0,0,0,0,0,0,0
1971:Q2,14332,1059,0,3394,0,1477,0,489,1428,8159,35,1720,861,-896,0,0,-896,14027,13329,0,0,12176,9897,2279,37,630,120,366,0,0,366,698,554,144,0,0,0,0,0,0,0,0,0,0,0
1971:Q3,14491,1087,0,3579,0,1884,0,946,749,8785,35,1040,871,-906,0,0,-906,17443,13419,0,0,12257,10750,1507,39,650,130,343,0,0,343,4024,3875,149,0,0,0,0,0,0,0,0,0,0,0
1971:Q4,17610,1097,0,4642,0,1799,0,1028,1815,9764,36,2107,880,-916,0,0,-916,20307,16476,0,0,15299,11702,3597,46,670,140,321,0,0,321,3831,3653,178,0,0,0,0,0,0,0,0,0,0,0
1972:Q1,17559,1101,0,3316,250,1397,0,714,955,11646,36,1246,891,-677,250,0,-927,21211,16263,0,0,14646,12550,2096,47,690,150,730,250,0,480,4948,4766,182,0,0,0,0,0,0,0,0,0,0,0
1972:Q2,19128,1106,0,3303,500,1107,0,767,929,13000,36,1219,901,-437,500,0,-937,21732,17696,0,0,15671,13345,2326,48,710,123,1144,500,0,644,4036,3852,184,0,0,0,0,0,0,0,0,0,0,0
