1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q1,3607391,242511,28930,78784,134797,21251,25662,162576,763217,13447,220556,232055,156117,0,0,0,75938,216715,80444,965,0,0,0,79479,2228786,636272,35502,1202391,354621,-486,4032,16237,10508,0,0,133098,3515477,3378536,85737,560,818,29158,55201,484419,2229759,276006,63509,36604,26905,91539,4717,142850,14532,128318,136941,6157,130784,0,ND
1986:Q2,3675516,244088,29374,81352,133362,22221,23325,164800,788906,11896,222193,256742,179034,0,0,0,77708,211344,86731,1572,0,0,0,85159,2266925,645369,33683,1222648,365225,-407,4675,16491,10715,0,0,133778,3612967,3449077,81780,283,952,32527,48018,531450,2241206,281718,63587,34790,28797,99315,5000,145020,20047,124973,163890,6842,157048,0,ND
1986:Q3,3758393,263875,34829,90253,138793,22609,25041,155835,832053,10392,224664,279578,199370,0,0,0,80208,220252,97167,2584,0,0,0,94583,2289225,637134,32225,1246771,373095,-325,5253,16089,11026,0,0,137711,3692265,3524257,100676,849,879,43769,55180,534945,2269897,291449,65264,33988,31276,103691,5294,153040,19523,133517,168008,7425,160583,0,ND
1986:Q4,3897062,285263,45501,100279,139483,25652,26954,161166,851716,12835,226504,303803,220274,0,0,0,83529,205844,102730,3697,0,0,0,99033,2371149,678756,30625,1278668,383100,-307,5694,19586,11359,0,0,138830,3824972,3650009,99609,1261,1565,45207,51576,616533,2293234,310664,63771,31520,32251,113540,4932,147725,20633,127092,174963,9789,165174,0,ND
1987:Q1,3887387,263938,39739,100803,123396,22493,25191,158728,857154,12298,226860,317245,236565,0,0,0,80680,194900,105851,3613,0,0,0,102238,2363007,650969,30861,1309118,372059,-267,6707,19939,12036,0,0,158461,3804470,3622766,110686,5241,1587,53178,50680,547123,2290843,313336,67424,31871,35553,111829,4828,176698,22314,154384,181704,12435,169269,0,ND
1987:Q2,3956120,264621,33306,108425,122890,23950,21327,164134,880310,10719,228933,339816,254561,0,0,0,85255,187928,112914,3545,0,0,0,109369,2413860,654531,29810,1348798,380721,-181,7026,18956,12478,0,0,149639,3866652,3696128,117212,1579,972,55827,58834,587761,2310284,313090,65950,30679,35271,120184,2970,178677,20729,157948,170524,11512,159012,0,ND
1987:Q3,4027137,271986,36326,110883,124777,24422,18127,154916,903291,8737,235949,355351,268818,0,0,0,86533,182470,120784,3781,0,0,0,117003,2462354,660237,27777,1385757,388583,-130,7290,19220,12807,0,0,152854,3938069,3763388,137598,248,1941,64274,71135,584989,2336261,324061,64741,28628,36113,126135,2783,186820,21984,164836,174681,10800,163881,0,ND
1987:Q4,4120963,271684,39594,110969,121121,24858,20351,150895,945850,13254,232998,375301,287051,0,0,0,88250,176707,147590,19431,0,0,0,128159,2494648,662791,29579,1402853,399425,-62,6638,22707,13328,0,0,170065,4011867,3838204,127007,811,3815,55259,67123,602706,2398101,328526,67806,30506,37300,139326,2497,172235,24261,147974,173663,8185,165478,0,ND
1988:Q1,4170757,259912,36647,107619,115646,23110,24544,167057,945591,10370,227593,379493,286605,0,0,0,92888,168993,159142,17480,0,0,0,141662,2529591,664542,25506,1440681,398862,74,7383,23056,13974,0,0,176464,4071921,3894398,116980,298,2311,53279,61091,584093,2472394,339569,63436,26267,37169,135723,2001,180202,24409,155793,177523,12230,165293,0,ND
1988:Q2,4254675,258936,34391,110681,113864,25565,20268,161348,960920,10067,220843,393439,299807,0,0,0,93632,163694,172877,21012,0,0,0,151865,2587899,677635,25599,1476097,408568,121,7875,22652,14315,0,0,194776,4162698,3978085,128351,259,2464,57717,67912,611046,2497618,340256,64833,26357,38476,141018,1348,193615,25774,167841,184613,12675,171938,0,ND
