date,FL764090005.Q,FL764010005.Q,FL763013005.Q,FL754112205.Q,FL764016005.Q,FL763025000.Q,FL403197033.Q,FL762050005.Q,LM764022005.Q,FL763069175.Q,LM763061100.Q,LM763061705.Q,LM763061805.Q,LM763061503.Q,LM763061603.Q,LM763061403.Q,LM763061795.Q,LM763062000.Q,LM763063005.Q,LM763063673.Q,LM763063653.Q,LM763063663.Q,LM763063693.Q,LM763063095.Q,FL764023005.Q,FL763068005.Q,FL763069005.Q,FL763065005.Q,FL763066000.Q,LM763092305.Q,LM763064103.Q,LM763092100.Q,FL763094905.Q,LM763064203.Q,FL763040005.Q,FL763090005.Q,FL764194005.Q,FL764190005.Q,FL764110005.Q,FL713022003.Q,FL713068715.Q,FL764112205.Q,FL764116005.Q,FL763127005.Q,FL763130005.Q,FL762150005.Q,FL764122005.Q,FL763169175.Q,FL763163005.Q,FL763169305.Q,FL763178000.Q,FL763190005.Q,FL763194705.Q,FL763193005.Q,FL763181105.Q,LM763164105.Q,FL763194603.Q,FL763066303.Q,FL763139105.Q
1945:Q4,167093,16065,15915,19,131,1869,46,2,112424,210,103721,886,8,0,0,0,878,4063,3544,0,0,0,0,3544,31333,14373,123,14336,2501,1,166,22,249,0,0,4916,158741,156930,1091,578,202,-100,411,101444,53074,13,125,125,0,205,338,640,0,640,1811,1811,0,0,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,160433,16542,16139,6,397,2046,70,5,98066,304,88563,1046,11,0,0,0,1035,4458,3695,0,0,0,0,3695,40635,17506,182,18683,4264,1,180,25,271,0,0,2592,151618,149285,198,580,16,-593,195,87683,59530,22,183,183,0,301,354,1014,0,1014,2333,2333,0,0,ND
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,167274,18381,17899,13,469,2216,98,86,93721,366,82927,1067,12,0,0,0,1055,5344,4017,0,0,0,0,4017,50112,20988,209,22926,5989,1,146,28,297,0,0,2188,158278,155388,348,535,34,-471,250,89926,63064,23,211,211,0,432,244,1140,0,1140,2890,2890,0,0,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,170236,21011,20479,13,519,1978,133,91,87771,298,75561,2049,66,0,0,0,1983,5732,4131,0,0,0,0,4131,56896,22754,207,26694,7241,1,157,31,318,0,0,1849,160198,157754,219,541,33,-617,262,89377,65521,17,210,210,0,509,292,1609,0,1609,2444,2444,0,0,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,174905,16952,16563,19,370,2015,267,74,93377,261,79894,2095,34,0,0,0,2061,6634,4493,0,0,0,0,4493,59836,21553,218,29598,8467,1,157,35,344,0,0,1847,164341,161742,388,534,8,-545,391,90165,68381,9,220,220,0,427,336,1816,0,1816,2599,2599,0,0,ND
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,186212,18199,17681,26,492,2174,224,68,89475,368,74381,1887,18,0,0,0,1869,8205,4634,0,0,0,0,4634,73314,27212,315,35147,10640,2,181,40,402,0,0,2133,174182,172105,1577,1368,67,-410,552,95691,70955,17,318,318,0,810,453,2284,0,2284,2077,2077,0,0,ND
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,198324,20437,20056,30,351,2697,261,8,89139,427,72967,1825,18,0,0,0,1807,9333,4587,0,0,0,0,4587,83189,32124,392,39702,10971,2,227,48,508,0,0,1808,185572,183388,972,1184,19,-946,715,102435,75666,11,396,396,0,911,615,2382,0,2382,2184,2184,0,0,ND
1952:Q1,199105,20603,20276,33,294,2420,345,160,89218,461,72627,1698,41,0,0,0,1657,9722,4710,0,0,0,0,4710,83626,31701,366,40535,11024,2,249,48,532,0,0,1902,186263,184120,651,710,157,-944,728,101580,77397,235,370,370,0,589,721,2577,0,2577,2143,2143,0,0,ND
1952:Q2,201614,19662,19381,34,247,2396,407,12,89471,400,72503,1565,48,0,0,0,1517,10089,4914,0,0,0,0,4914,86843,32596,333,42000,11914,2,278,50,545,0,0,1948,188500,186332,234,581,44,-1113,722,102076,79634,38,336,336,0,653,691,2670,0,2670,2168,2168,0,0,ND
1952:Q3,206867,20858,20581,30,247,2530,380,420,90836,493,73072,1938,38,0,0,0,1900,10474,4859,0,0,0,0,4859,88886,32560,363,43599,12364,2,302,52,553,0,0,2048,193637,191433,1302,738,355,-446,655,103807,81061,424,367,367,0,715,803,2954,0,2954,2204,2204,0,0,ND
1952:Q4,212452,20243,19950,32,261,2753,420,26,92477,472,74556,2159,32,0,0,0,2127,10524,4766,0,0,0,0,4766,93401,34826,394,44996,13185,2,336,57,568,0,0,2169,198909,196754,802,967,127,-953,661,107542,83530,46,398,398,0,864,801,2771,0,2771,2155,2155,0,0,ND
1953:Q1,211884,20433,20148,30,255,2550,469,489,90269,425,71948,2112,59,0,0,0,2053,10938,4846,0,0,0,0,4846,94680,34157,364,46148,14011,2,357,59,595,0,0,1981,198668,196114,1267,810,690,-939,706,104072,85461,623,368,368,0,611,720,2992,0,2992,2554,2554,0,0,ND
1953:Q2,211392,19811,19561,30,220,2590,505,34,87994,331,70135,1675,60,0,0,0,1615,10923,4930,0,0,0,0,4930,97268,34305,342,47918,14703,2,378,61,614,0,0,2135,197686,195266,450,601,54,-904,699,101818,88158,44,346,346,0,718,634,3098,0,3098,2420,2420,0,0,ND
1953:Q3,217809,19541,19309,30,202,2650,481,222,92066,431,73636,1882,78,0,0,0,1804,11091,5026,0,0,0,0,5026,99669,34782,412,49565,14910,3,399,63,622,0,0,2093,203929,201372,1206,685,329,-546,738,104799,89709,233,416,416,0,801,744,3464,0,3464,2557,2557,0,0,ND
1953:Q4,222454,20451,20160,32,259,2512,558,5,95004,477,74555,3698,71,0,0,0,3627,11249,5025,0,0,0,0,5025,100386,33868,458,51054,15006,3,432,66,633,0,0,2404,208610,205887,533,935,13,-985,570,107644,92372,37,463,463,0,952,977,2909,0,2909,2723,2723,0,0,ND
1954:Q1,220184,19472,19194,32,246,2630,739,112,93618,630,71759,4093,82,0,0,0,4011,11884,5252,0,0,0,0,5252,100240,32917,464,52291,14568,3,467,68,673,0,0,2162,205909,203366,-111,535,132,-1267,489,103309,94999,74,469,469,0,630,851,3145,0,3145,2543,2543,0,0,ND
1954:Q2,225770,19319,19011,32,276,2660,819,1,95997,614,74515,3267,72,0,0,0,3195,12467,5134,0,0,0,0,5134,103057,33228,471,54197,15161,3,497,71,692,0,0,2654,211238,208540,97,567,22,-972,480,105064,98217,25,476,476,0,675,693,3293,0,3293,2698,2698,0,0,ND
1954:Q3,231046,18681,18331,34,316,2830,773,235,98877,751,78202,1897,74,0,0,0,1823,12915,5112,0,0,0,0,5112,105578,33566,487,56379,15146,3,531,74,703,0,0,2761,216481,213596,525,511,174,-670,510,106729,100156,327,492,492,0,689,884,3794,0,3794,2885,2885,0,0,ND
1954:Q4,238645,19297,18876,38,383,2469,802,25,102372,707,79769,3627,49,0,0,0,3578,13194,5075,0,0,0,0,5075,109157,34348,698,58747,15364,3,572,78,726,0,0,3144,223299,220699,21,808,10,-1306,509,112081,102523,16,706,706,0,867,948,3537,0,3537,2600,2600,0,0,ND
1955:Q1,237906,18759,18388,36,335,2830,859,679,98215,631,75199,3745,67,0,0,0,3678,13668,4972,0,0,0,0,4972,112193,34759,646,60895,15893,3,612,81,765,0,0,2910,222389,219885,305,552,598,-1356,511,108542,104585,669,652,652,0,702,738,3692,0,3692,2504,2504,0,0,ND
1955:Q2,241773,18504,18066,38,400,2681,855,137,95846,502,74261,2857,71,0,0,0,2786,13451,4775,0,0,0,0,4775,118860,37341,524,63802,17193,3,691,84,791,0,0,3321,225901,223462,360,850,75,-1103,538,109610,107114,56,530,530,0,1017,533,4242,0,4242,2439,2439,0,0,ND
1955:Q3,246268,18926,18475,38,413,2960,669,485,93934,525,73047,2315,80,0,0,0,2235,13494,4553,0,0,0,0,4553,124012,38958,537,66661,17856,4,762,87,802,0,0,3627,230263,227710,1220,788,649,-787,570,110353,108409,473,542,542,0,1275,582,4856,0,4856,2553,2553,0,0,ND
1955:Q4,251762,19555,19005,38,512,2682,698,185,93747,457,72461,3053,98,0,0,0,2955,13344,4432,0,0,0,0,4432,129841,42021,514,68766,18540,4,808,91,819,0,0,3332,235228,232895,1104,1585,107,-1141,553,114202,110581,39,518,518,0,1417,573,4461,0,4461,2333,2333,0,0,ND
1956:Q1,252426,19085,18582,38,465,2890,771,831,91068,493,69703,3083,146,0,0,0,2937,13463,4326,0,0,0,0,4326,132575,42629,528,70634,18784,4,855,94,879,0,0,3374,235381,233292,947,793,706,-1167,615,111789,112584,828,534,534,0,1138,531,4941,0,4941,2089,2089,0,0,ND
1956:Q2,254188,18965,18443,43,479,2273,739,257,88401,442,67621,2556,159,0,0,0,2397,13507,4275,0,0,0,0,4275,138171,44673,547,72972,19979,4,836,98,906,0,0,3538,236725,234534,616,1206,232,-1268,446,110949,115633,92,553,553,0,1173,468,5050,0,5050,2191,2191,0,0,ND
1956:Q3,259100,19254,18656,45,553,3100,659,725,88728,528,67949,2330,167,0,0,0,2163,13641,4280,0,0,0,0,4280,141229,45075,644,75357,20153,4,822,102,916,0,0,3561,241256,239055,1674,1060,573,-636,677,111629,117024,785,650,650,0,1142,711,5440,0,5440,2201,2201,0,0,ND
1956:Q4,264559,19673,19059,47,567,3261,683,185,90229,500,69353,2712,147,0,0,0,2565,13576,4088,0,0,0,0,4088,145121,46872,774,77098,20377,4,837,108,933,0,0,3525,246553,244343,1253,1665,25,-1051,614,115934,119485,38,782,782,0,1228,878,4745,0,4745,2210,2210,0,0,ND
1957:Q1,265787,18983,18350,47,586,2910,669,806,91170,482,69737,2972,210,0,0,0,2762,13752,4227,0,0,0,0,4227,146020,46463,815,78216,20526,5,833,111,982,0,0,3298,247553,245342,597,807,592,-1355,553,113143,122932,929,823,823,0,961,799,5158,0,5158,2211,2211,0,0,ND
1957:Q2,268155,19316,18628,53,635,2950,696,640,87977,433,66360,2782,230,0,0,0,2552,13992,4410,0,0,0,0,4410,150757,48775,783,79826,21373,5,891,116,1001,0,0,3806,249720,247387,941,1029,824,-1356,444,111522,126390,650,791,791,0,1079,691,5323,0,5323,2333,2333,0,0,ND
1957:Q3,273682,19247,18594,53,600,3040,549,595,91471,516,69467,2730,266,0,0,0,2464,14187,4571,0,0,0,0,4571,152904,48483,958,81751,21712,5,877,121,1012,0,0,3861,255133,252468,1342,985,776,-810,391,113286,128281,686,967,967,0,1119,829,5958,0,5958,2665,2665,0,0,ND
1957:Q4,277270,19695,19034,57,604,3335,653,252,92157,610,68661,3474,265,0,0,0,3209,14600,4812,0,0,0,0,4812,155361,49063,1046,83428,21824,5,872,126,1030,0,0,3784,258400,255603,395,1424,50,-1410,331,115203,131380,20,1056,1056,0,1265,959,5325,0,5325,2797,2797,0,0,ND
1958:Q1,279525,19039,18426,58,555,2890,974,866,95523,973,69928,4275,304,0,0,0,3971,15229,5118,0,0,0,0,5118,154419,47054,1223,84678,21464,5,909,129,1084,0,0,3687,260351,257358,-1028,704,118,-2251,401,112363,136976,587,1235,1235,0,696,1020,5509,0,5509,2993,2993,0,0,ND
1958:Q2,289364,19319,18568,63,688,3017,1118,804,99878,1013,72954,3785,264,0,0,0,3521,16533,5593,0,0,0,0,5593,158475,48358,1082,87126,21909,5,969,132,1101,0,0,4546,269715,266807,-1175,796,128,-2614,515,116532,142319,587,1093,1093,0,929,824,5698,0,5698,2908,2908,0,0,ND
1958:Q3,292473,18888,18101,66,721,3140,859,867,102696,1013,75134,4089,258,0,0,0,3831,17080,5380,0,0,0,0,5380,159934,46684,1025,90039,22186,5,1039,135,1113,0,0,3797,272326,269501,117,949,337,-1634,465,114180,144702,917,1035,1035,0,1010,899,6641,0,6641,2825,2825,0,0,ND
1958:Q4,301300,19284,18504,66,714,3249,819,210,104496,818,76727,4396,249,0,0,0,4147,17234,5321,0,0,0,0,5321,166531,50087,955,92980,22509,6,1099,138,1132,0,0,4336,280994,278189,36,1296,46,-1598,292,120791,147772,20,965,965,0,1298,934,6373,0,6373,2805,2805,0,0,ND
1959:Q1,300426,18933,18194,63,676,3090,736,1043,101596,822,74034,4046,295,0,0,0,3751,17476,5218,0,0,0,0,5218,168355,49117,843,95318,23077,6,1102,141,1201,0,0,4223,279732,277123,405,746,572,-1371,458,115552,150200,1109,852,852,0,1087,813,7105,0,7105,2609,2609,0,0,ND
1959:Q2,306850,18951,18188,60,703,3260,776,962,98941,656,71638,3756,323,0,0,0,3433,17633,5258,0,0,0,0,5258,176700,52689,786,98755,24470,6,1110,145,1224,0,0,4775,285636,283143,1157,846,892,-1031,450,116495,153573,1364,794,794,0,1537,571,7652,0,7652,2493,2493,0,0,ND
1959:Q3,311258,18556,17760,57,739,3240,570,619,97526,752,69983,3849,357,0,0,0,3492,17747,5195,0,0,0,0,5195,183246,54615,763,102184,25684,6,1068,148,1235,0,0,5044,289741,287132,1210,951,329,-461,391,118585,154979,811,771,771,0,1795,528,8453,0,8453,2609,2609,0,0,ND
1959:Q4,315992,19007,18174,53,780,3012,589,140,96473,711,69166,3846,324,0,0,0,3522,17679,5071,0,0,0,0,5071,190685,58565,921,104899,26300,6,1070,152,1253,0,0,3605,293799,291506,1561,1590,453,-1007,525,121941,156970,122,930,930,0,2134,475,7373,0,7373,2293,2293,0,0,ND
1960:Q1,312971,18492,17716,43,733,3360,534,1121,91585,755,64111,4109,393,0,0,0,3716,17654,4956,0,0,0,0,4956,192489,57727,1093,106715,26954,6,1013,156,1348,0,0,2867,290784,288237,1176,823,815,-1105,643,115409,158733,1856,1104,1104,0,1520,595,7844,0,7844,2547,2547,0,0,ND
1960:Q2,318667,18307,17528,34,745,3490,736,1109,91081,826,63794,4112,403,0,0,0,3709,17411,4938,0,0,0,0,4938,198512,60129,1106,109210,28067,6,1021,159,1366,0,0,2880,295874,293280,874,868,267,-1184,923,117845,162643,1427,1117,1117,0,1770,772,6832,0,6832,2594,2594,0,0,ND
1960:Q3,326536,18855,18058,26,771,3540,737,900,95243,959,67184,4285,384,0,0,0,3901,17795,5020,0,0,0,0,5020,201610,59508,1334,112100,28668,7,990,162,1377,0,0,3115,303381,300690,1890,987,593,-747,1057,119912,166487,1093,1348,1348,0,1736,1137,7087,0,7087,2691,2691,0,0,ND
1960:Q4,334966,17938,17081,17,840,3346,938,272,99543,1114,70347,4797,373,0,0,0,4424,18241,5044,0,0,0,0,5044,206471,61457,1622,114531,28861,7,1040,166,1398,0,0,3847,310971,308299,1768,1868,25,-1073,948,123862,171681,104,1638,1638,0,1981,1474,5791,0,5791,2672,2672,0,0,ND
1961:Q1,335265,16836,15992,26,818,3630,1026,1269,100142,1321,69643,4979,374,0,0,0,4605,19135,5064,0,0,0,0,5064,207166,59167,1785,116550,29664,7,1103,170,1502,0,0,2414,311011,308329,463,755,106,-1402,1004,117734,177090,1331,1802,1802,0,1477,1381,7051,0,7051,2682,2682,0,0,ND
1961:Q2,343203,17659,16716,36,907,2903,1154,267,101716,1413,71610,4968,406,0,0,0,4562,18802,4923,0,0,0,0,4923,211640,60157,1817,119814,29852,7,1108,175,1517,0,0,5057,318223,315397,725,1171,35,-1643,1162,119417,183522,306,1835,1835,0,1869,969,6754,0,6754,2826,2826,0,0,ND
1961:Q3,354389,17291,16310,33,948,3870,1022,1389,107727,1697,75977,4909,425,0,0,0,4484,20328,4816,0,0,0,0,4816,216643,61167,1938,123331,30207,7,1133,179,1532,0,0,3596,329282,326132,1454,1300,82,-1098,1170,123369,187108,1613,1957,1957,0,2124,788,7719,0,7719,3150,3150,0,0,ND
1961:Q4,365367,18622,17387,76,1159,3689,1180,233,109658,2019,76484,5459,411,0,0,0,5048,21022,4674,0,0,0,0,4674,224962,65339,2146,126750,30727,7,1195,183,1552,0,0,4086,339974,336280,2675,2300,115,-773,1033,128898,191720,267,2168,2168,0,2662,582,7308,0,7308,3694,3694,0,0,ND
1962:Q1,366833,18032,16786,50,1196,3900,1109,1532,109762,1908,74946,5848,435,0,0,0,5413,22348,4712,0,0,0,0,4712,226463,64099,1998,129616,30750,8,1207,187,1565,0,0,3068,341828,337814,478,918,170,-1801,1191,122141,199897,1688,2018,2018,0,2151,713,8728,0,8728,4014,4014,0,0,ND
1962:Q2,376336,18462,17206,24,1232,3185,1193,488,110759,1687,74650,6159,452,0,0,0,5707,23747,4516,0,0,0,0,4516,234381,66008,1874,134234,32265,8,1098,191,1574,0,0,4997,349554,346734,757,1462,43,-1938,1190,124503,207218,557,1892,1892,0,2767,746,8294,0,8294,2820,2820,0,0,ND
1962:Q3,384864,18290,17105,13,1172,4270,984,1154,111415,1826,74555,5893,490,0,0,0,5403,24656,4485,0,0,0,0,4485,241050,67357,1825,138987,32881,8,1161,196,1580,0,0,4756,357794,355044,2411,1641,762,-1118,1126,124605,211759,1386,1843,1843,0,3046,979,9015,0,9015,2750,2750,0,0,ND
1962:Q4,400832,18955,17454,105,1396,4519,1213,589,116047,1867,76653,6967,494,0,0,0,6473,25987,4573,0,0,0,0,4573,251579,72484,2120,143378,33597,8,1251,201,1593,0,0,4877,373397,370040,1719,2903,37,-2072,851,133502,219667,668,2141,2141,0,3479,1078,7786,0,7786,3357,3357,0,0,ND
1963:Q1,401787,17715,16410,73,1232,4210,1283,1828,116207,1982,75854,6967,491,0,0,0,6476,26810,4594,0,0,0,0,4594,253904,70161,2071,147367,34305,8,1309,206,1608,0,0,3509,374567,370948,153,1223,194,-2555,1291,125495,228052,2180,2092,2092,0,2514,1181,9281,0,9281,3619,3619,0,0,ND
1963:Q2,413784,18328,16965,40,1323,3483,1325,850,116142,1928,74477,7032,500,0,0,0,6532,28275,4430,0,0,0,0,4430,264504,73331,2158,153130,35885,9,1358,210,1618,0,0,5957,386272,382242,431,1638,96,-2433,1130,129557,235294,1087,2179,2179,0,3270,883,9541,0,9541,4030,4030,0,0,ND
1963:Q3,421761,17984,16621,53,1310,4550,1014,1554,115503,1791,72821,7264,574,0,0,0,6690,29406,4221,0,0,0,0,4221,272584,74557,2167,158811,37049,9,1400,215,1640,0,0,5308,394784,390378,1210,1435,465,-1790,1100,128758,240051,1849,2224,2189,35,4024,863,11399,0,11399,4406,4406,0,0,ND
1963:Q4,436230,18769,17049,98,1622,4259,1151,970,117821,1885,74188,7401,556,0,0,0,6845,30412,3935,0,0,0,0,3935,284182,79786,2312,163823,38261,9,1442,220,1668,0,0,5739,409059,404757,1464,2600,31,-2167,1000,135811,248307,1012,2568,2335,233,4784,710,10101,0,10101,4302,4302,0,0,ND
1964:Q1,438456,18499,16611,105,1783,4500,977,2133,117467,2045,72926,6898,572,0,0,0,6326,31184,4414,0,0,0,0,4414,285631,76184,2482,167836,39129,9,1494,226,1697,0,0,5823,410665,406564,206,1497,55,-2496,1150,129423,255573,2411,2926,2506,420,4168,914,10943,0,10943,4101,4101,0,0,ND
1964:Q2,450878,19029,16973,112,1944,4539,1153,1172,116033,1955,70634,7159,581,0,0,0,6578,31828,4457,0,0,0,0,4457,299542,82651,2519,173200,41172,9,1525,231,1714,0,0,5931,422269,417982,81,1633,79,-2631,1000,133485,263000,1515,3077,2544,533,4769,846,11209,0,11209,4287,4287,0,0,ND
1964:Q3,461232,19221,17121,66,2034,4780,989,1955,119029,2166,72165,7202,625,0,0,0,6577,33091,4405,0,0,0,0,4405,305175,81476,2540,178652,42507,10,1556,236,1730,0,0,6551,432543,428158,1043,1567,93,-1676,1059,135111,268829,2000,3243,2566,677,4837,886,12209,0,12209,4385,4385,0,0,ND
1964:Q4,477509,20108,17850,82,2176,4532,1199,1331,122984,2338,74423,8044,630,0,0,0,7414,33925,4254,0,0,0,0,4254,317414,87946,2708,183325,43435,10,1584,241,1751,0,0,6355,447590,443454,1093,2606,156,-2787,1118,141790,277642,1892,3508,2735,773,5325,935,11269,0,11269,4136,4136,0,0,ND
1965:Q1,481094,19760,17277,88,2395,4840,1048,2048,120825,1863,71078,8299,631,0,0,0,7668,35273,4312,0,0,0,0,4312,323262,88958,2660,186994,44650,10,1625,247,1783,0,0,5646,451456,447346,535,1114,109,-2191,1503,134950,287122,2671,3579,2686,893,4747,769,12973,0,12973,4110,4110,0,0,ND
1965:Q2,496349,20584,18229,97,2258,4978,1175,1540,120087,2057,68573,8229,667,0,0,0,7562,36901,4327,0,0,0,0,4327,337587,95640,2684,192116,47147,10,1636,253,1801,0,0,6698,465950,461636,1558,1349,646,-1911,1474,139887,294440,2277,4201,2711,1490,5586,678,13009,0,13009,4314,4314,0,0,ND
1965:Q3,502662,20022,17797,53,2172,5370,944,2246,120551,2129,67578,8427,698,0,0,0,7729,38243,4174,0,0,0,0,4174,343397,94914,2651,197560,48272,11,1754,259,1814,0,0,6294,472942,468068,1250,1405,123,-1860,1582,137430,301135,3208,4195,2678,1517,5802,784,14264,0,14264,4874,4874,0,0,ND
1965:Q4,521514,20789,18447,96,2246,4851,1045,2063,124611,1787,71192,8678,655,0,0,0,8023,38975,3979,0,0,0,0,3979,357548,103738,2714,202026,49070,11,1809,265,1828,0,0,6694,491381,486216,1358,2248,96,-2369,1383,147271,309744,2438,4331,2741,1590,5997,806,14271,0,14271,5165,5165,0,0,ND
1966:Q1,522339,20180,17941,81,2158,5470,824,2060,122358,1827,67623,9020,733,0,0,0,8287,39922,3966,0,0,0,0,3966,360969,102277,2710,205747,50235,11,1795,272,1863,0,0,6537,492082,487180,1356,1388,579,-2322,1711,139414,316438,2400,4371,2738,1633,5687,1062,16452,0,16452,4902,4902,0,0,ND
