1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018:Q3,4569,6144,-337702,-343316,-289300,-59480,5464,0,58932,-14120,0,28032,-34248,0,-7904,-2698,538,0,-3236,0,-36500,-314680,-278772,-82788,-85392,2604,39152,-147912,-67660,-30356,-1528,12320,-35908,9088,-44996,21448,-108756
2018:Q4,4639,6201,36922,-155380,-243620,102020,-13780,0,55196,86948,0,39404,31520,0,16024,106266,96418,0,9848,0,-56108,35782,28734,198240,230308,-32068,-47532,-84716,25282,-11096,-3492,-47952,7048,15104,-8056,-2703,-132248
2019:Q1,5536,9122,245874,2780,-85152,83192,4740,0,183204,-55732,0,1760,-7256,0,-50236,47530,46602,0,928,0,68092,202199,129163,-81720,-88376,6656,51368,191204,-6177,-5764,-4332,-15416,73036,11344,61692,-47261,242572
2019:Q2,5648,9321,-20394,-166752,-214068,47892,-576,0,67420,15864,0,-6328,12760,0,9432,56358,54894,0,1464,0,6716,-86867,-24327,-229568,-215812,-13756,26424,53976,85037,16252,-4072,27624,-62540,2016,-64556,-70146,80404
2019:Q3,5740,9426,-43156,-110020,-72616,-35328,-2076,0,84960,12880,0,1596,24348,0,-13064,5204,-4876,0,10080,0,-36180,77095,90443,96272,117472,-21200,-13448,-86104,61839,58456,-3388,-23184,-13348,1124,-14472,116565,-99560
2019:Q4,5801,9409,186528,380056,193864,189804,-3612,0,-95524,-93500,0,-36492,5628,0,-62636,4140,5464,0,-1324,0,-8644,340492,329836,184996,191432,-6436,22076,197088,45004,15024,-3820,-130532,10656,7492,3164,150356,219168
2020:Q1,6710,8841,1812448,1191736,1278876,-91892,4752,0,-207376,104456,0,-58744,17332,0,145868,634796,626000,0,8796,0,88836,1824035,1810339,1334372,1319840,14532,208168,-198080,251059,67736,-4016,151100,13696,2336,11360,9457,10092
2020:Q2,6794,8252,-1315472,-812648,-916824,114252,-10076,0,-99912,-74584,0,6404,4444,0,-85432,-252516,-250104,0,-2412,0,-75812,-1072149,-1029545,-793912,-792824,-1088,18716,232680,-403165,-51624,-2892,-29348,-42604,1080,-43684,241865,251392
2020:Q3,6860,8568,-290498,-112512,19768,-136860,4580,4,135792,-55052,0,-28456,-10724,0,-15872,-238082,-236122,0,-1960,0,-20648,-349028,-318420,-332100,-314028,-18072,38720,-134680,171204,-32920,-548,-28096,-30608,11128,-41736,-60238,-95960
2020:Q4,6958,8835,-386838,-221044,-188516,-22044,-10484,-4,-49944,-25372,0,-28492,20504,0,-17384,-73594,-71438,0,-2156,0,-16880,-287718,-269714,-51712,-57716,6004,-37804,-103024,-39394,-6468,-3240,-28072,-18004,18260,-36264,97243,-140828
2021:Q1,7323,8370,806033,927416,834348,75708,17360,0,-63768,-12312,0,-32140,11520,0,8308,-67603,-65175,0,-2428,0,22300,733963,566867,87312,70028,17284,201772,140240,120551,3052,-952,14892,167096,-2076,169172,-73117,342012
2021:Q2,7487,8584,-224181,-104844,-47640,-46668,-10536,0,-126160,-42360,0,-14020,-16548,0,-11792,9359,5239,0,4120,0,39824,-488957,-391509,-213156,-203764,-9392,-42732,-29140,-71957,-29392,-7704,2572,-97448,-27644,-69804,-265873,-71872
2021:Q3,7686,8635,631153,428048,669876,-229040,-12788,0,92852,10112,0,9188,3256,0,-2332,128613,119153,0,9460,0,-28472,477507,428063,390544,375608,14936,35316,-75916,106823,-25004,300,-4000,49444,13480,35964,-154595,-40600
2021:Q4,7881,8836,-309989,-441744,-545468,101984,1740,256,-94064,-5472,0,6432,-20900,0,8996,267323,238115,0,29208,0,-36288,-348037,-284069,34108,48416,-14308,-91528,-18568,-225469,5328,-2072,14132,-63968,5056,-69024,-39002,-110092
2022:Q1,8674,10643,896385,672756,815260,-137672,-4832,-256,25140,59052,0,31044,-6920,0,34928,108221,92921,0,15300,0,31472,974179,871487,306320,282816,23504,102000,181100,146343,94264,-1324,42784,102692,8032,94660,75824,283096
2022:Q2,8859,11019,233900,-162464,-220836,51384,6988,-4,29112,122200,0,41596,17692,0,62912,188324,169060,0,19264,0,56732,200608,300192,156820,126736,30084,77588,108064,-225844,75448,-1384,109500,-99584,6988,-106572,-35452,185652
2022:Q3,9049,11395,514508,183552,213160,-36940,7332,0,49764,97872,0,6000,5216,0,86656,121172,107556,0,13616,0,62148,380430,324734,282484,270468,12016,-65232,45916,-59150,5916,2416,112384,55696,11556,44140,-136424,-19316
2022:Q4,9134,11621,-130601,-311904,-292612,-5956,-13336,0,-146424,-45512,0,-13196,-16612,0,-15704,279087,261559,0,17528,0,94152,89648,94264,172316,237028,-64712,-163532,81496,-114532,36200,-1624,83940,-4616,24100,-28716,217762,-82036
2023:Q1,10944,12643,544794,504532,658172,-163904,10264,-4,285288,-100064,0,1340,-26300,0,-75104,-8626,-21538,0,12912,0,-136332,441562,394962,438680,419508,19172,41732,-163264,269786,1904,916,-194792,46600,15744,30856,-104931,-121532
2023:Q2,11001,12884,124246,79132,-183068,250764,11436,4,52548,52912,0,32852,13776,0,6284,-66738,-78374,0,11636,0,6388,240276,236524,-121016,-121804,788,31092,39396,179776,43136,2148,61992,3752,15548,-11796,114147,70488
2023:Q3,11089,12968,235511,184712,-58788,242324,1176,0,-63760,-18420,0,-20024,-8000,0,9604,79507,87143,0,-7636,0,53472,103336,7368,-36068,-35904,-164,59948,-56124,-19092,10972,-192,47924,95968,2752,93216,-134054,3824
2023:Q4,11212,13166,-149343,-163680,-186416,49260,-26524,-4,5644,-81156,0,-5044,-4272,0,-71840,127857,127057,0,800,0,-38004,101030,173626,257200,262712,-5512,-93028,26740,-81114,109152,-1044,-44280,-72596,14844,-87440,248419,-66288
2024:Q1,11359,13379,487117,289556,300184,-24148,13520,4,121344,60200,0,33464,220,0,26516,12293,6521,0,5772,0,3720,556627,496019,13340,14052,-712,192880,64040,180671,21808,596,22684,60608,17188,43420,67490,256920
2024:Q2,11573,13657,-93455,-233096,-207708,-23572,-1816,-4,-4904,36760,0,32428,2644,0,1688,93321,81617,0,11704,0,14468,-74554,-38874,28904,31108,-2204,-58148,-55068,33606,23092,3024,-14284,-35680,10056,-45736,16817,-113216
2024:Q3,11810,13958,-587281,-518324,-235276,-279496,-3552,4,5980,-28228,0,-8008,17540,0,-37760,22311,28623,0,-6312,0,-69024,-599335,-634779,-218432,-223324,4892,97156,42500,-512391,37396,72,-81080,35444,21732,13712,-14202,139656
2024:Q4,12007,13938,-177661,-325628,-293340,-19716,-12572,-4,-20652,47320,0,-26588,3784,0,70124,142371,143847,0,-1476,0,-21068,-134355,-69827,60612,51540,9072,-74396,118128,-162267,24140,-284,-35760,-64528,12764,-77292,41375,43732
2025:Q1,12101,14391,1198537,838832,895076,-67932,11688,0,288876,-34672,0,21592,6120,0,-62384,14981,22681,0,-7700,0,90520,1069454,953854,459576,435332,24244,204828,10192,237581,-37644,-827,80148,115600,19252,96348,-131374,215020
