1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1999:Q2,506423,386223,26308,89801,4092,506423,341463,164961,43025,121936,0,506423,5816,-26268,-2368,120,8,304,40,-232,1808,131153,118191,-4860,3840,13983,108,20073,1816,4700,-4734,-9875,4576,2151,-1914,328,274462,40712,117562,115425,760,4,74432,26873,-1568
1999:Q3,617577,464390,42892,106155,4140,617577,411762,205815,59747,146068,0,617577,7060,-26696,-2368,1648,0,52,84,1512,1456,305697,288934,-1104,2112,15756,208,10206,1812,-452,-1051,-9395,5856,2210,598,-320,230747,42004,78603,109389,756,-4,55977,33308,24
1999:Q4,550294,383733,55788,106632,4140,550294,340813,209480,54468,155012,0,550294,6252,-25364,-2368,-48,-4,664,-104,-604,10876,266292,254425,-3724,1600,13991,-280,13019,1812,7328,-2298,-5253,461,-127,2541,80,198390,62340,46936,88354,760,0,42689,39933,-5940
2000:Q1,547365,394156,27336,128341,-2468,547365,369532,177833,51373,126460,0,547365,972,2064,-652,-3556,0,-3884,248,80,1604,333352,312820,2848,1860,15824,2528,482,852,-5548,16997,-2656,4495,-179,15376,-40,133026,26979,55763,49957,328,0,40071,40416,-15244
2000:Q2,577552,429538,34100,116382,-2468,577552,393502,184050,38702,145348,0,577552,812,1068,-656,196,0,-8,228,-24,-3084,320912,299832,2208,3504,15368,-2784,10407,356,1764,29350,6675,-477,2752,20440,-40,153111,10729,68604,73450,328,0,34031,32880,-812
2000:Q3,558943,448673,21584,91182,-2496,558943,414321,144622,21102,123520,0,558943,620,-1232,-652,-1352,-4,452,-1800,0,572,197651,186605,-800,2676,9171,-672,8935,176,-11840,17798,-2347,579,2880,16674,12,229843,32969,85470,111081,324,0,81531,38453,-888
2000:Q4,547678,422331,35252,92590,-2496,547678,396403,151274,8362,142912,0,547678,700,1612,-652,1700,0,1252,448,0,-4176,77129,66303,496,-608,10937,-152,-564,-448,1364,24728,11924,5659,3104,4009,32,282876,46488,83080,152981,328,0,106290,58631,-1360
2001:Q1,472161,502516,19284,-53403,3764,472161,463784,8377,-94907,103284,0,472161,6196,2060,3368,-2380,0,156,-2536,0,-2532,256783,240689,-68,2456,13706,40,2390,-6756,-1040,24530,9767,6429,2984,5422,-72,161149,-46455,56313,151267,24,0,-60781,88598,536
2001:Q2,749709,617927,45700,82274,3808,749709,583339,166370,46150,120220,0,749709,5620,948,3356,-440,0,-620,180,0,4676,151470,134901,-1488,4292,13766,132,7266,-652,-5436,31657,9065,5008,6456,10860,268,432414,-12623,195501,249512,24,0,93436,26638,-1376
2001:Q3,812935,615329,38052,155706,3848,812935,580249,232686,100006,132680,0,812935,5800,2476,3364,-3404,0,-4352,948,0,-8864,100508,70904,4600,1408,23596,176,7906,-532,1764,24819,15056,-7190,4144,12561,248,495632,12900,214008,268700,24,0,147460,32803,3028
2001:Q4,698207,470092,64792,159475,3848,698207,440270,257937,119873,138064,0,698207,4864,4640,3364,1892,12,1336,544,0,3316,213307,196662,-88,4920,11812,672,9582,-796,160,51887,19920,9961,4652,17110,244,264961,-34566,38575,260925,28,0,205537,-66879,1700
2002:Q1,801814,693637,25320,76068,6788,801814,663257,138556,17188,121368,0,801814,7128,1204,-632,-92,-4,-368,280,0,-6220,38898,10495,1540,812,26051,8,8476,2384,-236,38270,28517,-13471,4384,18408,432,522545,-14840,291238,247436,-1288,0,140212,49576,292
2002:Q2,767750,617187,41768,101931,6864,767750,582011,185739,58715,127024,0,767750,5220,2760,-628,-1116,0,-1564,448,0,-6576,196119,180126,1364,1384,13246,92,5609,-104,-560,40953,12116,-2438,3880,25286,2108,354574,-12468,179059,189271,-1288,0,133410,28497,9500
2002:Q3,963055,805844,28688,121587,6936,963055,757232,205823,78887,126936,0,963055,7248,3372,-624,-1760,0,240,-2000,0,-9324,467158,452332,1692,3792,9342,12,3536,264,2692,61265,8990,8849,7324,35935,168,168398,-70387,18722,221352,-1288,0,139723,107478,13616
2002:Q4,1102601,902052,66820,126789,6940,1102601,853707,248895,122019,126876,0,1102601,7052,1468,-636,4916,0,1392,3524,0,4,528937,511772,-108,684,16589,336,11402,-196,1620,98720,29737,11436,5900,51299,348,261758,-116228,45594,333685,-1292,0,63411,103613,20196
2003:Q1,838406,700696,42564,107214,-12068,838406,719980,118426,54102,64324,0,838406,4044,1140,116,-9688,-12,-9556,-120,0,-272,283232,258544,44,4116,20528,24,11113,-280,-6532,103902,43776,-467,2868,57546,180,287936,-91273,-26477,405802,-116,0,136762,32322,-5412
2003:Q2,1029918,850648,68872,122602,-12204,1029918,921484,108434,44370,64064,0,1029918,6288,2160,120,504,4,-232,732,0,2316,363017,345769,2172,3284,11792,-228,11249,-680,10264,130174,57612,5098,6064,61424,-24,278825,-104752,-59301,442874,4,0,109117,88353,28440
2003:Q3,1113658,892241,74360,159394,-12336,1113658,957821,155838,91746,64092,0,1113658,692,3336,120,-1608,4,-1828,216,0,9024,374296,326311,18584,4812,24589,-28,11922,140,8432,139730,81110,-15351,1448,72624,-100,310483,-65294,173095,199922,2760,0,184620,45551,26948
2003:Q4,974290,804479,90952,91195,-12336,974290,903611,70679,6611,64068,0,974290,4008,4168,112,988,180,284,524,0,9184,211783,207032,-26748,4232,27267,684,12620,468,-28968,33166,14846,-3744,1820,20203,40,464244,4723,232708,226917,-104,0,238450,-7517,30900
2004:Q1,1100745,853530,40852,193967,12396,1100745,734318,366427,173151,193276,0,1100745,8468,14256,4552,7968,-8,6904,1072,0,9332,564058,537836,1120,3844,21258,240,10072,-268,-12076,7373,589,-798,2800,4822,-40,-9974,-36213,-7151,33537,-148,0,385127,83341,28276
2004:Q2,1332635,1092954,70412,156869,12400,1332635,1014222,318413,88837,229576,0,1332635,8624,15256,4556,-6008,-8,-6360,360,0,9484,527634,499277,-10876,7136,32097,304,4988,-180,12448,5086,742,-3173,4252,3410,-144,90117,-22648,64671,48090,4,0,434706,182137,43484
2004:Q3,1251010,985096,46056,207326,12532,1251010,902640,348370,118570,229800,0,1251010,8084,15444,4548,800,-12,1020,-208,0,9640,532379,502460,2172,7408,20339,460,14646,268,-11904,4201,1834,2148,3116,-2722,-176,51062,-32187,38178,45083,-12,0,560244,65954,-4816
2004:Q4,1409154,1138740,53496,204382,12536,1409154,1088312,320842,91058,229784,0,1409154,10360,16684,4552,3696,0,2756,940,0,9796,585897,543563,5040,7552,29742,324,20331,-696,-2164,13360,6931,6023,3776,-3318,-52,31863,-38960,13602,57326,-104,0,473735,91752,149664
2005:Q1,1150200,937676,36516,167016,8992,1150200,885288,264912,87832,177080,0,1150200,11188,600,5344,1060,-4,256,808,0,-3972,435346,396621,3780,8716,26229,196,10941,-348,-9400,-43575,-42372,-1186,2192,-2120,-88,83250,-27543,31865,79152,-224,0,609767,18066,31736
2005:Q2,1518978,1201478,60656,247755,9088,1518978,1125894,393083,215815,177268,0,1518978,9116,4812,5348,616,-8,1224,-600,0,-3936,547789,519707,2620,2540,22922,268,8058,-84,-940,-40581,-36674,-1488,5712,-8023,-108,163650,-43381,120975,86084,-28,0,715666,64208,44988
2005:Q3,1477273,1192810,41004,234267,9192,1477273,1121542,355731,177955,177776,0,1477273,5072,1392,5348,3852,-12,4192,-328,0,-3924,574332,526288,12632,7716,27696,528,7134,-112,-8296,-44589,-31706,850,2880,-16589,-24,145453,-52019,131057,66575,-160,0,724313,27913,38856
2005:Q4,1590953,1217968,74072,289725,9188,1590953,1148192,442761,264753,178008,0,1590953,-856,3004,5344,4028,-12,3576,464,0,-3888,382897,358013,-3104,-4420,32408,312,20024,-324,6972,-32148,-23156,2255,-3396,-7740,-112,265507,-21017,194628,91860,36,0,794154,151456,-5528
2006:Q1,1648992,1271680,54348,319728,3236,1648992,1188808,460184,177120,283064,0,1648992,-11720,-9076,-1540,1772,-8,2548,-768,0,15436,465797,433132,2684,2584,27396,52,18963,22128,3132,-1766,5219,-2589,2372,-6700,-68,327590,21832,158018,145924,1816,0,690240,88128,39856
2006:Q2,1620389,1336235,31528,249354,3272,1620389,1259475,360914,77574,283340,0,1620389,-20248,-7740,-1544,6896,-8,6092,812,0,15848,551250,498682,6584,12672,33313,432,25984,22128,4596,27259,18531,8651,5764,-5687,0,267167,-1290,120521,145876,2060,0,647810,71835,8716
2006:Q3,1332071,1009766,33368,285633,3304,1332071,946666,385405,102145,283260,0,1332071,-27200,-7524,-1548,3612,-4,3284,332,0,16264,351165,328109,564,-3512,26005,220,14454,22128,8724,21767,19018,6827,4400,-8410,-68,268373,-9125,144989,127334,5176,0,608842,52333,460
2006:Q4,1068828,699815,53756,311950,3308,1068828,663531,405298,121898,283400,0,1068828,-18548,-7188,-1544,2560,-8,2124,444,0,16680,209388,178542,6476,4832,19538,2164,19991,22124,-4028,26236,22693,3543,8492,-8524,32,307414,7684,143261,156166,304,0,560603,25737,-92760
2007:Q1,1049977,795783,61476,188146,4572,1049977,744203,305774,-2338,308112,0,1049977,-16092,-12460,7444,3212,-8,3260,-40,0,9472,69891,37738,10976,-700,21877,456,14143,2220,5652,-24851,-10376,-14115,6216,-6456,-120,493285,55195,222704,214511,876,0,536255,-82442,43792
2007:Q2,1302109,917204,67460,312826,4620,1302109,885284,416826,108514,308312,0,1302109,-18704,-21472,7440,3260,-4,2860,404,0,9640,381373,341855,9284,4396,25839,2024,22083,2216,6704,51280,37707,12907,5804,-5162,24,484036,2415,243750,232762,5108,0,451435,-45549,-33656
2007:Q3,1206697,781280,87628,333118,4672,1206697,763968,442730,133806,308924,0,1206697,-13696,-17124,7444,-64,-4,852,-912,0,9984,435514,376890,20916,4312,33395,1020,12491,2216,7176,72701,46218,25160,7828,-6456,-48,651969,7693,294955,349565,-244,0,92642,-24800,-30776
2007:Q4,875204,493373,146044,231115,4672,875204,492529,382675,73175,309500,0,875204,-11564,-13928,7444,1032,-4,876,160,0,10380,295590,252645,15096,-1800,29649,1916,43327,2216,31228,44546,8580,33008,10256,-7402,104,874775,68457,307187,499431,-300,0,-277112,-94217,-40428
2008:Q1,624939,364250,60732,178092,21864,624939,372930,252008,60124,191884,0,624939,-9220,-4756,-2976,2076,-8,2124,-40,0,8648,355142,311453,3440,2776,37474,400,24693,-8012,-6076,-4323,-2655,-6359,6164,-3161,1688,585037,105779,158685,320933,-360,0,-216597,-39725,-59372
2008:Q2,313241,61409,60300,169669,21864,313241,120109,193133,-575,193708,0,313241,27520,-3996,-2964,6088,8,5664,416,0,9332,37624,-15399,4776,364,47883,632,20854,-8004,-33940,79322,57029,17379,11112,-4574,-1624,621528,173121,168562,280429,-584,0,-288197,-127358,-25200
2008:Q3,144523,-15979,34662,103732,22108,144523,56201,88322,-106202,194524,0,144523,32992,-5680,-2972,-3356,56,-1580,-1832,0,9444,-51518,-80778,2696,1216,25348,-1352,10042,-8008,-6452,54077,-8984,57726,11668,-5972,-360,495770,236271,44041,213793,1664,0,-257856,-97663,-22944
2008:Q4,-102964,-252624,39311,88114,22236,-102964,-155408,52445,-142491,194936,0,-102964,10288,-7612,-2976,10724,0,10216,508,0,10108,-147104,-180711,9768,2860,20979,1228,11092,-8012,-9280,119832,58274,58055,7376,-4241,368,327362,257433,-19952,90081,-200,0,-270335,-60766,-87512
2009:Q1,199874,178818,25472,-15559,11144,199874,200710,-835,-14423,13588,0,199874,19164,10920,-1204,6876,12,5636,1228,0,24796,167021,157813,288,284,8637,124,-11292,-2448,-1860,-32985,-33801,7917,2800,-9441,-460,357207,186663,16242,154526,-224,0,-200343,-35154,-100948
2009:Q2,76142,88851,25096,-49077,11272,76142,122007,-45865,-53981,8116,0,76142,18592,-6288,-1208,4512,8,4396,108,0,26688,-111936,-113544,-4516,256,5868,124,-14080,-2448,-3008,3354,10351,18216,3100,-28232,-80,519759,224142,79920,215889,-192,0,-307917,-44202,-5800
2009:Q3,-162445,-88436,10888,-96289,11392,-162445,-29088,-133357,-142801,9444,0,-162445,17452,-1936,-1208,5124,4,4852,268,0,28360,-450162,-445409,-10384,480,5150,-992,-17281,-2448,96,28393,4390,33690,5536,-15548,324,532012,328932,53375,149965,-260,0,-230116,-49035,-20704
2009:Q4,-105719,32752,-11996,-137867,11392,-105719,48544,-154263,-164563,10300,0,-105719,17924,-2908,-1208,10512,432,8504,1576,0,29928,-298971,-287852,-10808,-2292,1981,-1396,-21163,-2444,-2860,10682,-32741,49537,3868,-10094,112,424338,234894,37843,151673,-72,0,-203220,-55557,-9376
2010:Q1,-400755,-291280,-16711,-100752,7988,-400755,-299460,-101295,-94555,-6740,0,-400755,12968,-2444,4172,4564,572,4572,-580,0,19820,-187134,-185701,272,-2832,1126,-732,-14661,2772,1244,-175955,-34800,-128160,-896,-10455,-1644,155891,225807,88244,-155604,-2556,0,-183386,-60886,23012
2010:Q2,-203716,-40237,-4514,-167045,8080,-203716,-49337,-154379,-147847,-6532,0,-203716,6572,-1556,4164,5592,792,4312,488,0,20168,-215213,-191808,-6668,-20268,3530,-36,-14796,2776,812,5880,42996,-32509,3044,-8275,624,246962,237202,7584,256,1920,0,-187999,-55291,-21752
2010:Q3,-331251,-185167,10097,-164345,8164,-331251,-218099,-113152,-106208,-6944,0,-331251,8112,-1576,4164,1124,1624,592,-1092,0,20488,-175864,-170175,-3592,-1624,-473,-152,-3815,2776,1168,-119710,-31033,-82370,3360,-9927,260,185818,185574,2864,-2520,-100,0,-207653,-41336,-4796
2010:Q4,-133077,-26619,6784,-121410,8168,-133077,-53747,-79330,-70734,-8596,0,-133077,-6068,764,4172,6768,3112,3200,456,0,20384,-90644,-88713,172,-1076,-1027,-392,5,2776,-2652,5765,72869,-63085,7160,-12112,932,188256,189380,1720,-2672,-172,0,-205215,-53823,-3172
2011:Q1,-152689,-56120,-7188,-102301,12920,-152689,36196,-188885,-149249,-39636,0,-152689,6088,-1520,-5808,2412,0,1988,424,0,14196,-305912,-297148,-6076,-3916,1228,-168,8666,-4612,-1240,80633,105634,-14817,-296,-10683,796,205615,199067,10756,-2092,-2116,0,-167259,-32981,49200
2011:Q2,-171910,-79490,1004,-106489,13064,-171910,-59722,-112189,-81929,-30260,0,-171910,3612,15688,-5804,8932,2064,6592,276,0,14728,-132734,-129002,-3232,-3680,3180,1064,18512,-4612,564,-52744,-4108,-41733,3196,-10555,456,180599,164803,13972,1928,-104,0,-182145,-29930,-7640
2011:Q3,-244172,-143739,8752,-122392,13208,-244172,-130379,-113792,-82628,-31164,0,-244172,10104,-3904,-5808,7632,1648,5768,216,0,5208,-60693,-61257,2560,-2200,204,1080,17385,-4612,8892,-169100,-121229,-49020,3652,-2715,212,150616,149916,7452,-716,-6036,0,-152134,-44079,-4760
2011:Q4,-77121,-55855,14364,-48838,13208,-77121,-45727,-31394,310,-31704,0,-77121,4120,-992,-5804,8108,1520,6284,304,0,5340,57591,52167,-3624,152,8896,1340,17697,-4612,-3168,-100721,12655,-112286,5424,-6970,456,123450,114842,10532,-1744,-180,0,-161243,-16670,-1556
2012:Q1,-124683,-67788,12468,-75531,6168,-124683,-78216,-46467,-149223,102756,0,-124683,-12408,-3924,-2412,4392,2972,976,444,0,244,-9229,-13202,-4336,-2916,11226,1028,25031,1192,-6140,-38815,52712,-91739,2880,-2868,200,117157,109577,10896,-3124,-192,0,-174935,-25922,56
2012:Q2,-100335,-64719,24812,-66592,6164,-100335,-80183,-20152,-122624,102472,0,-100335,-14596,-2460,-2416,4488,1184,3264,40,0,-416,13492,6176,-1196,-2064,10576,896,16207,1196,-2404,-123154,24445,-152704,8460,-3839,484,178815,163131,18468,-4512,1728,0,-151499,-30412,11928
2012:Q3,-151900,-134505,30988,-54618,6236,-151900,-150917,-982,-103162,102180,0,-151900,-12296,396,-2416,2416,524,2040,-148,0,288,-11138,-11074,-988,-2324,3248,556,8284,1200,-912,-80390,35025,-118535,7072,-4096,144,101945,93269,11212,-2380,-156,0,-144166,-20454,4788
2012:Q4,37458,-71316,48364,54178,6232,37458,-81652,119110,18342,100768,0,37458,-12968,5036,-2408,-992,-2292,304,996,0,-660,75559,58385,-1264,11056,7382,512,3858,1196,400,-43205,-3865,-48662,13520,-4950,752,125454,111122,19268,-4652,-284,0,-99160,-26048,10884
2013:Q1,-14569,-35517,22120,-12813,11640,-14569,-37473,22903,-59265,82168,0,-14569,-1264,-5588,1000,8364,3092,4036,1236,0,-6064,-43522,-46766,-4788,-2232,10265,896,9950,-700,-4156,-789,16123,-13436,2064,-5677,136,122339,110027,16760,-4212,-236,0,-69575,-27144,1684
2013:Q2,119480,-30767,40280,98199,11768,119480,-41503,160983,78971,82012,0,119480,-2720,17092,996,-708,-3492,1688,1096,0,-6148,-43049,-57485,884,-3408,16960,2908,18167,-696,-1632,116283,97358,14879,8780,-5473,740,132970,115382,24280,-6564,-128,0,-668771,-7759,562548
2013:Q3,159090,34620,56988,55586,11896,159090,23720,135370,54338,81032,0,159090,-2844,-2592,996,2340,-3448,4716,1072,0,-6480,-11836,-33165,3192,-6928,25065,1860,31844,-700,-5988,133339,120900,10918,7168,-5803,156,145153,129653,18812,-3200,-112,0,-107035,-24717,5748
2013:Q4,89316,3652,50996,22772,11896,89316,-6536,95852,15784,80068,0,89316,-7444,6944,996,7136,1252,1960,3924,0,-6560,69399,40549,-336,3504,25682,3764,22823,-696,-4216,41164,45151,-8728,7100,-2895,536,122678,100546,24976,-2692,-152,0,-160592,-28088,22008
2014:Q1,109861,-2730,46816,54335,11440,109861,-26154,136015,-51877,187892,0,109861,-8384,5980,-380,2220,-2144,724,3640,0,-2108,134978,102401,9992,-1792,24377,1328,18788,1660,3772,-47507,-28712,-16299,12,-2797,288,88726,79594,11356,-2112,-112,0,-156381,-19070,86240
2014:Q2,161432,1399,60164,88301,11568,161432,-23381,184813,-2519,187332,0,161432,-8036,2652,-376,3256,-604,4084,-224,0,-2092,172001,139575,5792,-820,27454,2160,17166,1660,8480,-29515,-26433,-6450,4928,-1675,116,57068,46336,13176,-2324,-120,0,-48361,-13059,-1572
2014:Q3,174546,5169,71420,86261,11696,174546,-16907,191453,3545,187908,0,174546,-9056,72,-380,3168,-2044,1536,3676,0,-2224,104343,80026,4592,-3332,23056,2324,23678,1660,-7268,27458,-18263,39976,5668,2,76,64250,53606,13036,-2280,-112,0,-43185,-8662,18368
2014:Q4,334969,97383,100384,125507,11696,334969,77763,257207,67431,189776,0,334969,-7872,9508,-376,-716,148,-3880,3016,0,-2180,183554,148546,7764,-1528,28772,2464,28908,1660,1960,66576,18729,38173,8308,794,572,89925,66617,25744,-2260,-176,0,-61693,6183,17068
2015:Q1,264087,53826,85280,113144,11836,264087,25918,238168,58212,179956,0,264087,-14500,23976,7056,4496,-428,956,3968,0,-4416,215999,198513,-636,-11164,29286,1988,31496,-2048,2272,47349,-7480,48765,1788,3280,996,15856,3916,14028,-1932,-156,0,-18891,-20062,-26484
2015:Q2,466027,195118,108016,150925,11968,466027,168258,297769,117165,180604,0,466027,-13932,24924,7064,72,-568,-2388,3028,0,-5204,208561,164372,10932,-2856,36113,2120,37607,-2048,1840,119076,31490,75537,9776,1989,284,127306,101218,28924,-2736,-100,0,-5022,-39054,2716
2015:Q3,374959,149505,80660,132699,12096,374959,124693,250267,68503,181764,0,374959,-17012,25680,7056,-3848,-1036,-5440,2628,0,-5412,255777,201943,22740,-928,32023,2352,37389,-2048,932,75520,-4542,71574,8624,-120,-16,177947,160787,17312,-3336,3184,0,-105334,-26684,-47356
2015:Q4,471287,182263,118424,158500,12100,471287,155667,315620,133568,182052,0,471287,-14220,19920,7056,-1484,-836,-1348,700,0,-5240,340574,286916,19116,-852,35394,3480,69037,-2048,-5584,16711,-14201,14036,17612,-1173,436,186683,139719,48124,-1012,-148,0,-69257,-27400,-46940
2016:Q1,392443,174809,105268,95258,17108,392443,148049,244394,-24814,269208,0,392443,-7760,-27624,-1992,3672,-1016,1376,3312,0,5288,295989,241747,20172,24,34046,2920,31599,268,1616,68054,25070,36947,4124,2128,-216,138487,105695,33124,-1740,1408,0,-140994,-21909,44828
2016:Q2,434246,219799,103048,94295,17104,434246,195547,238699,-30957,269656,0,434246,-5408,-18328,-1988,-192,-992,-28,828,0,5168,349796,300317,19312,-1488,31656,3092,32394,268,3040,48025,34223,1051,9220,3235,296,165574,122078,46352,-2980,124,0,-109464,-23304,-14428
2016:Q3,568430,244334,123764,183036,17296,568430,215742,352688,83264,269424,0,568430,-8392,-25376,-1988,888,-1080,216,1752,0,5160,301230,252153,20756,-488,28809,4220,33648,272,35992,114275,40491,60634,8320,4741,88,135788,112760,25832,-2592,-212,0,-79705,-22382,74800
2016:Q4,531465,259030,133336,121808,17292,531465,239086,292380,23628,268752,0,531465,100,-20028,-1992,8732,3088,4724,920,0,5116,243261,189476,9524,-952,45213,544,47954,264,-14584,219214,125123,83204,4992,5576,320,190175,154335,38828,-3064,76,0,-84722,-16449,-46120
2017:Q1,558998,366850,101344,80744,10060,558998,324366,234632,-97096,331728,0,558998,-3756,17520,8428,-4008,-4436,-280,708,0,6664,187050,139461,4960,-1416,44045,-2788,53410,4412,-16572,249542,129681,114719,1020,3914,208,201126,179670,23952,-2472,-24,0,-87614,-24248,-30168
2017:Q2,585741,312161,107604,155803,10172,585741,272825,312915,-18521,331436,0,585741,3064,2028,8420,-4936,-964,-4660,688,0,6828,258183,200901,17560,-1116,40838,5980,53468,4412,-8488,124826,80792,30407,6740,5951,936,187355,153863,39056,-1772,-3792,0,-38485,-14831,-2084
2017:Q3,516965,315118,108480,83083,10284,516965,271330,245635,-85661,331296,0,516965,-9000,3516,8416,8272,-116,7560,828,0,6712,190009,151066,896,328,37719,3616,32521,4408,-16456,130844,76539,42972,5136,5641,556,189958,140762,51036,-1792,-48,0,-25646,-7534,-2672
2017:Q4,734700,345515,187008,191894,10284,734700,304287,430414,99158,331256,0,734700,-4048,35356,8420,1156,-440,976,620,0,6756,227910,167408,12552,3284,44666,2668,32157,4408,10988,192440,92688,85970,7572,5934,276,195564,112288,85724,-2412,-36,0,17269,-10983,14640
2018:Q1,549421,299622,107956,132375,9468,549421,267634,281787,75939,205848,0,549421,-5312,-6948,1044,1688,-400,1736,352,0,5392,196584,149817,4484,-2156,44438,3504,65924,-2848,2156,120060,91256,22433,-340,6738,-28,163863,130715,44916,-11332,-436,0,4071,-956,1200
2018:Q2,689146,338562,112832,228176,9576,689146,307462,381684,174624,207060,0,689146,-6408,-3024,1044,4000,-416,3844,572,0,5488,193369,123940,21104,-1584,49909,1040,62367,-2852,7940,167777,70466,80304,7760,9050,196,159354,127234,32856,-800,64,0,108777,-8458,-1268
2018:Q3,543588,349257,144256,40400,9676,543588,314105,229484,22376,207108,0,543588,-6312,2368,1044,3044,-344,2776,612,0,5548,146959,114074,-3236,-1656,37778,2892,67786,-2844,12464,150131,64360,67823,7864,10209,-124,159987,129291,31728,-1040,8,0,-4714,-19101,24336
2018:Q4,556513,273663,150360,122809,9680,556513,247999,308513,101645,206868,0,556513,-5808,-7332,1048,4976,-332,4620,688,0,5508,146104,100693,9848,-1480,37043,3248,55482,-2852,-848,142473,54942,65748,12344,8959,480,180056,128108,54020,-1480,-592,0,-37753,-7269,79480
2019:Q1,540119,253300,107692,157331,21796,540119,286872,253247,164831,88416,0,540119,-2468,1336,1716,3012,-308,2332,988,0,5200,153408,122306,928,-1636,31810,1400,62716,-620,1300,132734,47490,75645,-1180,8875,1904,113809,87417,28760,-2340,-28,0,12431,13965,40180
2019:Q2,568856,340303,117312,89201,22040,568856,381123,187733,99761,87972,0,568856,-2644,7976,1712,-13020,-280,-13588,848,0,5208,236862,203161,1464,-1092,33329,480,36192,-620,-2840,169744,69531,83595,5800,9701,1116,105666,77018,30288,-1632,-8,0,-11783,-3349,39272
2019:Q3,741507,329126,190900,199197,22284,741507,365478,376029,288677,87352,0,741507,-2568,7784,1712,11240,-316,10668,888,0,13284,211251,157792,10080,-2240,45619,-232,59564,-620,556,250102,118281,113612,7276,9978,956,98831,48951,49736,184,-40,0,56761,1186,32656
2019:Q4,568869,266171,156812,123606,22280,568869,307243,261626,174802,86824,0,568869,-1860,6560,1716,1396,-320,920,796,0,13444,266647,203857,-1324,-1072,65186,7796,52972,-620,-4496,167248,74635,67720,12112,11213,1568,136770,87894,50964,-748,-1340,0,-25609,-1869,-51224
2020:Q1,729485,394866,111244,202787,20588,729485,328122,401363,73395,327968,0,729485,-1424,11104,2628,6060,-216,6260,16,0,41588,243004,177595,8796,-392,57005,2944,25815,1148,1800,271410,133943,117668,6768,11438,1592,117339,107223,12656,-2372,-168,0,117668,-16239,-95360
2020:Q2,618357,344166,150132,103474,20584,618357,297166,321190,11310,309880,0,618357,-3056,8800,2632,5640,-192,5432,400,0,43412,81867,30522,-2412,1932,51825,400,18131,1152,-3940,588220,372457,203925,15768,-6654,2724,-44418,-48458,5912,-1784,-88,0,-57309,-10890,-12284
2020:Q3,914129,636467,142084,114762,20816,914129,594095,320034,35038,284996,0,914129,-832,26936,2636,-4012,-240,-5536,1764,0,45364,109643,66080,-1960,424,45098,-456,5283,1148,1156,707463,273701,438368,15524,-21630,1500,30701,-43931,74552,364,-284,0,-25965,-14588,29652
2020:Q4,922378,564785,206568,130213,20812,922378,517769,404609,15381,389228,0,922378,-2024,10612,2632,5756,-268,3736,2288,0,47352,-96685,-109713,-2156,-604,15788,2768,44579,1148,-2540,964339,381427,581358,21664,-21779,1668,-14490,-71494,57688,-528,-156,0,-74061,13121,19872
2021:Q1,882641,625264,118076,103994,35308,882641,589772,292870,-29122,321992,0,882641,7552,20936,-1756,4352,-260,2724,1888,0,-18504,-85869,-109866,-2428,-1912,28337,288,16290,1128,1468,894545,354766,536601,12904,-10046,320,33705,-12055,46492,-368,-364,0,6476,-14325,16356
2021:Q2,1229406,928660,115560,149482,35704,1229406,881204,348202,25470,322732,0,1229406,5184,6876,-1756,4928,-284,1612,3600,0,-18188,133982,76907,4120,-2272,55227,4780,44798,1124,-1280,862120,452036,400940,18748,-11425,1820,117458,73922,44252,-824,108,0,8564,-3807,64624
2021:Q3,1303946,935022,121828,211004,36092,1303946,883114,420832,98488,322344,0,1303946,5812,8144,-1756,8192,-352,3800,4744,0,-17888,380312,301984,9460,-212,69080,3636,61517,1124,-1244,671270,170525,489325,14044,-3676,1052,51497,44265,7956,-820,96,0,72003,-24058,85384
2021:Q4,1505435,960458,207252,301628,36096,1505435,924678,580756,186428,394328,0,1505435,5416,21688,-1756,6500,-300,5400,1400,0,-17556,418943,316795,29208,-1592,74532,4916,67595,1124,-120,704609,260981,424902,21772,-4061,1016,91284,77120,13156,-412,1420,0,143573,-12006,71224
2022:Q1,1577440,1116662,168892,282022,9864,1577440,1072994,504446,164946,339500,0,1577440,-8768,10364,2252,7208,-292,2136,5364,0,-864,439397,296305,15300,-436,128228,7652,94759,-6724,-200,806155,377674,415693,8016,4068,704,152579,153023,-288,-120,-36,0,81223,-20601,13008
2022:Q2,1624850,1118461,180944,315473,9972,1624850,1082709,542141,149021,393120,0,1624850,-10708,-12240,2252,13008,-244,4276,8976,0,-856,879978,691803,19264,-28,168940,3076,85670,-6724,1560,411363,221635,176476,10320,1248,1684,200996,193012,8008,-40,16,0,36488,-10280,31268
2022:Q3,1254930,867100,160196,217553,10080,1254930,815444,439485,142293,297192,0,1254930,-8780,-20116,2252,19560,-224,3100,16684,0,-860,785987,626954,13616,1580,143836,2020,48294,-6724,2652,239675,43534,189169,8384,-1040,-372,209274,215494,-6040,-160,-20,0,18208,-14754,-21756
