1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q1,26871943,10111638,7938060,7147403,790657,75981,29813,2067784,16760305,473207,2683771,13959,468104,1219124,240501,67603,656602,254418,436526,296166,140360,0,2030476,3082407,516151,406098,5109791,67534,253157,3762152,85495,3584527,2529692,802207,33900,143822,74906,75492,16638,23109791,671750,ND,ND,ND,4313802,4211085,102717,476562,4416999,523.2011728182517,4617711,64.60683467827405
1991:Q2,27022784,10181563,7990366,7202811,787555,76825,30674,2083698,16841221,475198,2636427,13957,446878,1257542,244373,69775,677154,266241,439011,296800,142211,0,2001887,3084979,537636,415029,5208742,68578,255357,3827516,86925,3646416,2590650,801306,32075,145288,77097,77760,16415,23195268,706500,ND,ND,ND,4348863,4246036,102827,480552,4474407,518.3987164183301,4612161,64.03279497407331
1991:Q3,27403970,10251935,8039248,7270390,768858,77694,31518,2103475,17152035,480548,2616478,14409,442742,1281969,256132,78389,693436,254013,452991,310134,142857,0,2125661,3076147,585136,419933,5328803,69630,257588,3869727,89027,3684477,2614503,802500,32550,155634,79290,80031,16192,23534244,741250,ND,ND,ND,4388162,4285163,102999,483249,4522073,520.4304225917933,4655887,64.0390288553984
1991:Q4,28061814,10308658,8080373,7330585,749788,78767,32071,2117447,17753156,509691,2600463,14565,445494,1295869,260054,86272,695977,253566,477762,336632,141130,0,2491325,3051486,646801,427029,5460492,70666,261513,3953577,89511,3765718,2667879,815581,33942,166846,81470,82286,16062,24108237,776000,ND,ND,ND,4386102,4283892,102210,481235,4590565,525.1692736508746,4662706,63.606192275241334
1992:Q1,28090793,10376639,8131694,7394546,737148,80072,32669,2132204,17714154,522889,2448803,14566,467341,1328886,274469,95921,695040,263457,464225,324554,139671,0,2419593,3037102,670372,434387,5569202,71283,265505,3973908,90587,3783864,2708276,793353,35198,163903,83134,83452,16005,24116886,800250,ND,ND,ND,4404061,4302401,101660,484657,4708396,512.2102212228712,4686270,63.374688182344116
1992:Q2,28253836,10441605,8173841,7448054,725787,80953,33590,2153221,17812231,530863,2414399,14953,448536,1313003,278839,79055,687457,267653,471484,333371,138113,0,2388373,3030836,714710,439014,5704100,71900,270059,4018011,91820,3825583,2741243,792332,36406,170803,84799,84618,15990,24235825,824500,ND,ND,ND,4485038,4382512,102526,489988,4784123,506.5886620730499,4706811,63.195172725654245
1992:Q3,28705299,10565838,8277602,7563988,713614,82043,34469,2171724,18139461,554344,2385646,15504,439888,1331371,301735,83310,688200,258126,473610,337089,136521,0,2478962,3041370,767030,448765,5855622,72519,274830,4085869,91436,3892626,2795878,801933,35837,172516,86463,85784,16023,24619430,848750,ND,ND,ND,4544330,4441228,103102,495781,4835461,509.14337982209645,4768110,63.03698736698154
1992:Q4,29379516,10665051,8353177,7652203,700974,82840,35566,2193468,18714465,617684,2355243,15600,424952,1337685,327451,89881,654692,265661,477652,343316,134336,0,2810125,3030265,815039,457341,6020766,73138,278975,4159136,91891,3964185,2840902,824769,37172,173216,88127,86950,16110,25220380,873000,ND,ND,ND,4644247,4539926,104321,503019,4890790,515.6708858785458,4811301,62.874723396647994
1993:Q1,29723927,10695110,8369238,7670105,699133,83414,35844,2206614,19028817,594081,2310884,15445,433407,1357818,330000,70396,650775,306647,497853,365522,132331,0,2877136,3067861,891599,465502,6160737,74205,282289,4167217,92579,3969522,2854704,807262,36092,180821,90643,88888,16228,25556710,903000,ND,ND,ND,4730664,4625637,105027,509426,4938702,517.4782746217429,4815401,62.78141941994275
1993:Q2,30082073,10834811,8478022,7780087,697935,83929,36414,2236446,19247262,613936,2287502,15352,424119,1341658,323495,43262,643982,330919,516792,386526,130266,0,2874316,3102719,965013,474715,6270840,75274,285026,4235597,93812,4034610,2908346,818662,33081,181364,93157,90827,16348,25846476,933000,ND,ND,ND,4819281,4713559,105722,516476,4987377,518.2378576306886,4871741,62.61807612177087
1993:Q3,30601006,10984907,8597723,7896020,701703,84400,36717,2266067,19616099,639260,2271959,14697,420899,1335411,305311,37658,630091,362351,514599,386436,128163,0,2977689,3150407,1048508,484439,6392930,76341,288959,4322616,93740,4119643,2958532,842668,31022,191748,95673,92765,16468,26278390,963000,ND,ND,ND,4900596,4794387,106209,523343,5013209,524.1830180761386,4937488,62.531354150572064
1993:Q4,31147739,11136596,8711539,8006742,704797,85114,37695,2302248,20011143,671474,2231713,15757,430286,1390278,352532,18567,607053,412127,519813,393744,126069,0,3110199,3189137,1099943,494325,6489951,77410,290857,4416834,92952,4212587,2999676,886169,28329,199503,98910,94704,16591,26730905,993000,ND,ND,ND,4959167,4853047,106120,530789,5077153,526.493973392696,5007066,62.53562260405043
1994:Q1,31328827,11248766,8798482,8082369,716113,86054,38072,2326158,20080061,648165,2232675,15716,443819,1464003,375352,60136,596631,431885,525830,401763,124067,0,2981974,3246396,1073303,500724,6574767,78557,294131,4449715,93617,4243513,3029953,883876,30025,200950,98709,95856,16729,26879112,1008750,ND,ND,ND,5062412,4955272,107140,537864,5128478,524.1147927020065,5052416,62.51157067933918
1994:Q2,31625128,11403893,8918832,8190463,728369,86834,38613,2359614,20221235,638408,2200127,16847,437726,1549450,404419,85905,607008,452118,523942,402008,121934,0,2918843,3314135,1061616,507885,6676018,79702,296537,4535862,94724,4327253,3075116,918580,32040,203009,98508,97008,16877,27089267,1024500,ND,ND,ND,5139233,5031791,107442,544327,5208541,520.0931816400854,5115347,62.4549212907744
1994:Q3,32109447,11554846,9031651,8293641,738010,87310,39371,2396514,20554601,628194,2217720,17357,447532,1570644,434318,89091,584095,463141,524657,404882,119775,0,2972811,3363972,1100712,525937,6803249,80849,300966,4625640,95193,4415268,3121544,959953,32497,202966,98308,98161,17018,27483807,1040250,ND,ND,ND,5235850,5127691,108159,554134,5276837,520.8386509311844,5172097,62.362195325310076
1994:Q4,32456710,11662710,9110696,8361797,748899,87566,40312,2424136,20794000,643247,2203410,18847,468051,1713172,504136,133816,576726,498494,526345,409103,117242,0,3013823,3412886,1019327,531939,6856695,81996,304262,4746725,96138,4534113,3166443,1021168,34748,213648,98106,99312,17162,27709985,1056000,ND,ND,ND,5345804,5236658,109146,565159,5377530,515.292059367116,5195354,62.13203071062355
1995:Q1,33053882,11759563,9169218,8415203,754015,88129,41520,2460696,21294319,623195,2249580,20324,488421,1686702,515466,100901,553085,517250,531445,416259,115186,0,3232041,3449728,1058545,544664,7015813,82973,310888,4777498,96515,4561849,3192436,1024546,36102,210692,98073,101791,17343,28276384,1114000,ND,ND,ND,5435963,5325893,110070,572132,5449491,518.8811982591542,5222767,62.06347238444515
1995:Q2,33751900,11881627,9266311,8508308,758003,89139,41845,2484332,21870273,627942,2286024,22461,517225,1671763,533779,102672,524723,510589,533829,420735,113094,0,3439588,3490749,1126823,560644,7191749,83950,317526,4870353,97003,4651547,3238836,1063126,38755,212790,98040,104270,17533,28881548,1172000,ND,ND,ND,5488025,5377788,110237,576231,5496388,525.46413347001,5269472,61.933251593618856
1995:Q3,34324502,11818659,9181393,8413137,768256,89696,42546,2505024,22505843,594201,2318196,22103,530516,1699359,516192,120685,519821,542661,535264,424261,111003,0,3708740,3549924,1200705,569996,7375122,84929,316789,4984774,96364,4763934,3290338,1109599,41330,224660,98007,106749,17727,29339728,1230000,ND,ND,ND,5537062,5426759,110303,582934,5568821,526.8570937107049,5122799,60.89047676271051
1995:Q4,35143446,11929586,9267737,8489248,778489,90118,42425,2529306,23213860,596874,2334521,23356,556982,1761489,518461,149019,494152,599857,555829,446628,109201,0,4029075,3596521,1239948,580205,7532929,85906,320224,5080532,96359,4857024,3320508,1168160,48120,222262,97974,109227,17922,30062914,1288000,ND,ND,ND,5595474,5484922,110552,588166,5625106,534.4417347526179,5168740,60.885726273987984
1996:Q1,35766925,12072254,9376466,8590662,785804,90216,43129,2562443,23694671,582979,2405964,26021,609954,1725484,498253,130071,485659,611501,566452,459177,107275,0,4156730,3626815,1317576,584946,7683053,87640,321057,5151998,97616,4924718,3378859,1162207,41156,243692,98805,111560,18104,30614926,1332750,ND,ND,ND,5662148,5551112,111036,591709,5708977,536.2594084316212,5211803,60.66823546311099
1996:Q2,36354859,12202682,9490020,8700808,789212,90250,43596,2578816,24152177,564760,2421026,27693,599424,1801874,489108,191819,483716,637231,560962,455714,105248,0,4291133,3666375,1407588,593543,7806238,89374,322188,5253090,99207,5021688,3432208,1196579,47708,245556,99637,113893,18302,31101769,1377500,ND,ND,ND,5736378,5624761,111617,597010,5799069,536.3234926834316,5268600,60.55300082475099
1996:Q3,36772253,12339602,9599515,8808093,791422,90889,44023,2605175,24432651,547503,2456169,31693,621546,1811441,515086,218104,461918,616333,559257,456081,103176,0,4278287,3704355,1458120,608575,7939063,91108,325533,5352206,100371,5117113,3489362,1229847,50336,247099,100469,116226,18496,31420047,1422250,ND,ND,ND,5842759,5729949,112810,607832,5869286,535.3299637660308,5318731,60.38458687936197
1996:Q4,37617362,12486864,9723144,8889105,834039,91444,44347,2627929,25130498,537262,2471577,35469,652572,1840885,523254,256553,448369,612710,599132,498022,101110,0,4511914,3787870,1489156,624626,8158717,93198,328121,5453533,102440,5214108,3538631,1273878,44805,255764,101031,118300,18685,32163829,1467000,2430,37,2393,5915880,5802519,113361,615515,5939133,541.5576483387968,5350474,60.191371572278655
1997:Q1,37961046,12649269,9854800,8963588,891212,92079,45346,2657044,25311777,510430,2513146,34112,693981,1706069,519256,222093,421375,543346,588257,489408,98849,0,4563376,3879865,1504645,636314,8255126,95074,331381,5488493,103523,5245512,3573449,1254175,53145,262837,101907,120706,18752,32472553,1532250,2639,78,2561,5986061,5871726,114335,624923,6020067,539.4051755103111,5390139,60.133724687033805
1997:Q2,39449847,12803598,9997319,9095169,902150,92857,46457,2666965,26646249,505615,2539029,34459,685712,1723640,474509,243178,439203,566750,603497,506492,97005,0,5249285,3948015,1688644,653819,8582769,96950,334814,5585182,106529,5336716,3624587,1278038,57168,274140,102783,123112,18825,33864665,1597500,2856,128,2728,6060457,5945085,115372,634028,6087066,556.3380599257767,5470582,60.14821692703016
1997:Q3,40604383,12978092,10146814,9213319,933495,93923,47361,2689994,27626291,471953,2600604,36014,714233,1742015,443563,259128,441761,597563,605457,510197,95260,0,5595767,4031902,1860047,670936,8858194,98826,340342,5706390,107244,5454725,3709280,1305805,43708,292273,103659,125518,18903,34897993,1662750,3080,194,2886,6155779,6038992,116787,644902,6175301,565.1221450868687,5504039,59.740028973272274
1997:Q4,41331132,13200935,10340666,9330289,1010377,94611,47697,2717961,28130197,501340,2616144,37179,744849,1784858,445078,293339,464941,581500,624348,531193,93155,0,5733527,4162988,1880014,678819,8925054,100702,340374,5803269,109571,5546786,3746359,1344165,55874,295854,104535,127924,18988,35527862,1728000,3290,247,3043,6247659,6129543,118116,656471,6286188,565.1733973867745,5583930,59.84734384969212
1998:Q1,43027005,13418401,10533562,9499670,1033892,96610,48168,2740061,29608604,466346,2643038,36817,806597,1772381,457040,232771,458879,623691,648422,557516,90906,0,6469964,4210807,2122187,691038,9295173,103167,342668,5859929,113584,5597591,3801444,1324043,59460,305573,107071,129805,18949,37167076,1833500,3452,322,3130,6320395,6201366,119029,670248,6420339,578.8958489457394,5698226,59.983406476224964
1998:Q2,43886773,13732310,10816649,9738045,1078604,98819,49134,2767708,30154463,471423,2631727,37785,821838,1880114,409832,299180,484211,686891,660879,572295,88584,0,6533606,4305370,2216264,702518,9444363,105632,342944,6000012,117536,5731540,3879702,1367744,57331,317156,109607,131686,19250,37886761,1939000,3592,376,3216,6423243,6302776,120467,682436,6522052,580.9024674602765,5858343,60.15933639657652
1998:Q3,43350490,14006554,11058619,9969257,1089362,101158,50048,2796729,29343936,460654,2641329,39500,894009,1952337,471686,334342,479367,666942,697884,611486,86398,0,5791446,4363522,2019847,704873,9324257,108097,346180,6116596,118674,5845605,3956156,1400718,61210,315378,112143,133567,18750,37233893,2044500,3700,405,3295,6548029,6425756,122273,693022,6607201,563.5350497102758,6013101,60.316436721412636
1998:Q4,45572838,14294224,11305337,10192809,1112528,103614,51510,2833763,31278614,519516,2693640,37725,954349,1860078,429811,371106,465687,593474,693382,605403,87979,0,6850087,4388469,2277198,734727,9812187,110562,346694,6263849,121329,5989456,4048590,1441272,67444,317471,114679,135448,17616,39308989,2150000,3900,527,3373,6670661,6546662,123999,703652,6674156,588.9731863660393,6144219,60.279941280171144
1999:Q1,45973195,14494137,11474352,10389337,1085015,106422,52093,2861270,31479058,507647,2688342,39368,1012262,1830279,406476,315359,469729,638715,692046,602254,89792,0,6849076,4341207,2319259,746927,9994489,111283,346872,6352103,123350,6072937,4127637,1442398,65099,322292,115511,136923,18893,39621092,2275250,4347,648,3699,6802175,6676714,125461,715835,6758699,586.2236464393881,6261700,60.270446035199356
1999:Q2,47249745,14827641,11760607,10663484,1097123,108925,53264,2904845,32422104,479449,2688072,40486,991575,1745880,331511,341883,463753,608733,693792,602546,91246,0,7394642,4428333,2475463,766393,10258149,112004,347866,6508097,126171,6224552,4223691,1471581,67229,345708,116343,138398,18976,40741648,2400500,4818,794,4024,6946800,6819665,127135,727618,6801647,598.9967977619108,6439793,60.391079407068084
1999:Q3,47391364,15230060,12113885,10953170,1160715,111451,54022,2950702,32161304,463582,2732601,41170,1024374,1703924,294584,383200,432851,593289,716199,623188,93011,0,7041700,4604549,2359852,769442,10236959,112725,354227,6669465,128874,6381698,4341259,1511895,61639,349730,117175,139873,19020,40721899,2525750,5203,876,4327,7074012,6945521,128491,739782,6887387,591.2532406097849,6611911,60.365269689048915
1999:Q4,50098785,15539988,12378796,11196005,1182791,114288,55811,2991093,34558797,498265,2781759,40659,1120484,1546619,353337,389567,419098,384617,763101,668527,94574,0,8353308,4653526,2743340,821954,10704386,113446,417951,6842081,131742,6549190,4424263,1553622,60472,392826,118007,141348,19801,43256705,2651000,5750,1121,4629,7201103,7071300,129803,753280,7019003,616.27990159147555,6771742,60.48356034138962
2000:Q1,51267122,15954741,12732318,11590598,1141720,117663,56841,3047919,35312381,462626,2861431,45150,1186131,1411650,317993,334720,427330,331607,771308,676491,94817,0,8673613,4618643,2950341,839921,10952420,115974,423173,6948649,132517,6654214,4486213,1553765,62949,430468,120819,142860,19058,44318473,2645500,6785,1448,5337,7375745,7243583,132162,766938,7199618,615.5670054984424,7104385,61.29437911659088
2000:Q2,51484495,16540961,13257221,12039579,1217642,121090,57942,3104708,34943534,425878,2903244,45841,1158353,1389841,206511,375520,448719,359091,754881,659861,95020,0,8253908,4787149,2837640,843653,10994043,118502,430601,7094816,135917,6795276,4598096,1601771,60188,411590,123631,144372,19251,44389679,2640000,7710,1665,6045,7500729,7367113,133616,779002,7319561,606.4527517765404,7441483,61.8084984533097
2000:Q3,52308140,17069559,13737850,12441344,1296506,124508,59026,3148175,35238581,387767,2948967,44509,1207534,1364997,165012,382316,446696,370974,771076,675901,95175,0,8135733,4976500,2846359,855851,11139681,121030,438577,7279799,136330,6978482,4710446,1667073,54875,419645,126443,145884,19103,45028342,2634500,8611,2523,6088,7614375,7479507,134868,792664,7464027,603.2714237532258,7730898,62.138768930430665
2000:Q4,51897843,17550816,14161791,12834096,1327695,127343,59926,3201756,34347027,396792,3031792,48271,1295928,1480664,209903,397139,460235,413388,825093,729743,95350,0,7176893,5057025,2556769,858497,11055392,123558,440352,7415583,137501,7110773,4805227,1741267,60588,374436,129255,147396,19913,44482260,2629000,9290,3160,6130,7732127,7595948,136179,807954,7556664,588.6494375998558,8028869,62.55889779848928
2001:Q1,51765248,18300365,14862374,13537735,1324639,130714,60529,3246748,33464883,419760,3194425,50790,1429578,1405800,196538,225916,479613,503733,810683,713784,96899,0,6415484,5094578,2311039,873952,10888771,123783,446239,7472505,138656,7167513,4889625,1749724,49580,346741,131843,147246,19090,44292744,2626500,9754,3674,6080,7891434,7753269,138165,822142,7673477,577.2186930693167,8648110,63.88151341417158
2001:Q2,53252413,18748219,15274227,13925364,1348863,134231,60966,3278795,34504194,396643,3255595,48459,1426440,1331388,70327,238992,509245,512824,817872,719568,98304,0,6863494,5212104,2510647,904815,11149783,124008,462945,7674753,142324,7366513,5050018,1784249,43934,353881,134431,147096,18820,45577659,2624000,10750,4720,6030,8047090,7906999,140091,837436,7703502,591.6485708421328,8875346,63.735109545430916
2001:Q3,52460150,19180243,15670646,14303298,1367348,137173,61064,3311360,33279907,395143,3317475,48388,1492368,1455590,141780,298080,514349,501380,911525,811771,99754,0,5724940,5288701,2171629,893567,10972831,124233,483518,7928592,144462,7617571,5197552,1814351,51575,417074,137019,146946,19613,44531558,2621500,11636,4926,6710,8231502,8089044,142458,853992,7883495,564.8707621421886,9105746,63.661863159111974
2001:Q4,54091768,19537064,15971170,14650451,1320719,140201,61393,3364300,34554704,474514,3322080,48676,1567428,1364765,131850,219825,509162,503928,870419,769449,100970,0,6447642,5240266,2414122,924317,11264992,124458,491026,8058224,151328,7740636,5311785,1891827,38256,359161,139607,146796,19464,46033544,2619000,13578,11019,2559,8331888,8188531,143357,861331,7755899,593.5294390943727,9338666,63.743195516643134
2002:Q1,54877388,19995824,16390969,15027821,1363148,144247,62314,3398294,34881564,413850,3484023,47771,1536693,1311616,101546,205373,521379,483318,863657,760905,102752,0,6464659,5287196,2427989,951100,11468877,125643,498490,8192741,153440,7868378,5448810,1883516,36206,357858,141988,151127,19796,46684646,2597250,17863,15222,2641,8409792,8265803,143989,872630,7957569,586.6697039413114,9579011,63.74184670552038
2002:Q2,54464057,20399271,16745152,15382630,1362522,148223,62907,3442989,34064786,406744,3498351,48219,1485487,1429833,72481,189222,578387,589743,836563,732506,104057,0,5802768,5356331,2274808,963864,11321266,126828,513724,8382161,156625,8050412,5625040,1917644,25579,337780,144369,155458,19666,46081895,2575500,21789,18374,3415,8553512,8407788,145724,884832,8080919,570.2556265060981,9757590,63.43251852901617
2002:Q3,53575263,20848769,17143086,15749009,1394077,151023,63876,3490784,32726494,407915,3614647,49781,1457111,1459859,51737,134181,608512,665429,837794,731925,105869,0,4706606,5457453,1964166,966107,11150675,128013,526366,8604816,158059,8266582,5819160,1951608,24324,324740,146750,159789,20386,44970446,2553750,22102,18616,3486,8685872,8538617,147255,895039,8132548,552.9687183489815,9929849,63.05062512187275
2002:Q4,54749942,21310482,17565229,16115799,1449430,154827,64242,3526184,33439460,450627,3618421,49937,1530305,1541119,6226,108745,625515,800633,831713,724081,107632,0,4994061,5309145,2055460,971245,11409472,129198,548758,8852842,163897,8504457,6016313,1997008,17774,324231,149131,164120,20368,45897100,2532000,26849,21950,4899,8927652,8777047,150605,907738,8220458,558.3277757404298,10099486,62.66823010140546
2003:Q1,55213005,21773017,18001170,16491272,1509898,157325,64939,3549583,33439988,443636,3802896,51628,1482264,1464820,99147,-974,614504,752143,847738,739095,108643,0,4691485,5431272,2044109,988227,11500246,130283,561385,9039204,167987,8683729,6187241,1989123,18834,337922,150609,165756,21732,46173802,2647250,27486,22204,5282,9204379,9050278,154101,923750,8285363,557.293649729545,10304031,62.481723665706326
2003:Q2,57502005,22222193,18409349,16895940,1513409,160463,66323,3586058,35279812,452545,3872308,54115,1451615,1383378,64741,-80877,670171,729343,948014,837799,110215,0,5544952,5578486,2365655,1020778,11904386,131368,572212,9430224,171757,9069002,6448380,2021930,21817,424788,152087,167392,22073,48071781,2762500,35415,25759,9656,9305986,9151359,154627,929738,8387901,573.1085851813214,10447560,61.83473662903632
2003:Q3,58667616,22667324,18805432,17311879,1493553,163326,67723,3630843,36000292,412974,3925910,51146,1401333,1363050,66863,9990,650047,636150,949222,838834,110388,0,5891889,5692305,2471862,1046778,12070095,132453,591276,9685415,174523,9319773,6690933,2059675,14918,400682,153565,169028,22091,48982201,2877750,39661,29485,10176,9465293,9309237,156056,941889,8586985,570.4237437371402,10620946,61.35062519787713
2003:Q4,60836555,23179480,19265501,17742705,1522796,167565,68813,3677601,37657075,443708,3955292,52841,1364121,1488399,40911,85379,665750,696359,945521,834131,111390,0,6624645,5776015,2733564,1071080,12456641,133538,611710,9942149,177703,9571787,6895613,2102932,57395,360804,155043,170664,21995,50894407,2993000,45771,35076,10695,9733240,9574002,159238,959906,8652611,588.197094974753,10847092,61.13550329557979
2004:Q1,63513773,24021421,20042825,18433992,1608833,171030,69800,3737766,39492352,429184,4109859,55204,1323820,2285072,59044,26075,1468461,731492,968523,855016,113507,0,6922779,5947985,2904948,1076843,12712855,135946,619334,10135183,190223,9748280,7068688,2096472,55903,370985,156232,174759,21921,53378590,3069500,50532,39470,11062,10045415,9882320,163095,980147,8758765,609.430558315485,11365304,61.65405735230871
2004:Q2,64727473,24786386,20744834,19045598,1699236,175802,70636,3795114,39941087,405183,4213016,57889,1280612,2094924,-43078,-14393,1461332,691064,1002025,886362,115663,0,6937469,6300096,2861243,1091284,12932082,138354,626909,10453786,195762,10056475,7341273,2114539,55819,387423,157421,178854,22695,54273687,3146000,54349,42921,11428,10351126,10184361,166765,1003113,8907978,609.270558881042,11704325,61.45422685074
2004:Q3,66259292,25655005,21576555,19773076,1803479,179092,71498,3827860,40604287,389060,4265232,58864,1238347,2238922,-53207,17608,1538638,735884,997355,879671,117684,0,6831761,6650666,2922772,1102570,13123513,140762,644462,10727374,197046,10324349,7579492,2164875,34888,386484,158610,182949,23030,55531918,3222500,57638,45691,11947,10656645,10486072,170573,1031664,9009501,616.3706325033809,12193584,61.66761307143107
2004:Q4,68849658,26439341,22284516,20467445,1817071,183824,72782,3898219,42410317,442399,4342079,61764,1240100,2367697,9419,176824,1588310,593144,1060461,940187,120274,0,7368566,6788487,3187932,1129170,13612068,143170,666424,11091308,201269,10679495,7840578,2220119,33548,425451,159799,187044,23500,57758350,3299000,64689,52223,12466,10933637,10759960,173677,1064149,9192274,628.3358150630942,12626867,61.692443780843185
2005:Q1,69977638,27236710,23019266,21133864,1885402,188589,73716,3955139,42740928,436777,4472070,67402,1197229,2300554,-38755,135934,1595330,608045,1050529,927458,123071,0,7430140,6948728,3163219,1129787,13718970,145638,679885,11299248,204389,10880125,8068560,2204974,21341,423466,161784,190970,23764,58678390,3330500,67550,54588,12962,11196491,11019529,176962,1087155,9120285,643.383293953934,13065304,61.82165268026708
2005:Q2,71834647,28054261,23768556,21834026,1934530,192369,74976,4018360,43780386,397259,4581664,64549,1173209,2423312,-95728,223587,1660852,634601,1056831,931481,125350,0,7678716,7243915,3209719,1136242,13977986,148106,688878,11628436,206655,11202411,8352759,2232389,29066,424428,163769,194896,24474,60206211,3362000,72357,58899,13458,11504946,11324043,180903,1108090,9261799,650.0487746162452,13481267,61.74430221893113
2005:Q3,73884697,28970797,24642328,22611661,2030667,194699,75855,4057915,44913900,339179,4744419,66584,1190848,2195905,-123738,140161,1668927,510555,1054640,928022,126618,0,8082079,7589256,3361268,1152863,14270187,150574,716097,11981057,212629,11545871,8641881,2278385,29901,429950,165754,198822,23735,61903640,3393500,78150,64471,13679,11893621,11706853,186768,1141050,9396375,658.803419829704,13969780,61.78130832582357
2005:Q4,75603516,29771424,25390353,23291196,2099157,197724,77077,4106270,45832092,351637,4809630,63847,1261824,2305620,-171525,192144,1692009,592992,1054923,928519,126404,0,8193332,7775433,3409874,1159509,14544971,153042,748450,12279779,215981,11837754,8902867,2320555,35739,410854,167739,202748,23296,63323737,3425000,82591,68691,13900,12244682,12053364,191318,1180524,9556135,662.6500864313039,14388329,61.77582722673408
2006:Q1,77969794,29976461,25535883,23374070,2161813,201595,78172,4160811,47993333,349786,5035155,67879,1263564,2392625,-39899,187060,1663300,582164,1140628,949755,123474,67399,9433871,7846800,3639106,1091029,14826958,155068,750864,12644948,218074,12196549,9206938,2337585,48300,431573,172153,206830,23495,65324846,3620500,89965,75324,14641,12561040,12365494,195546,1210816,9783857,667.6798915989158,14167132,60.61046279060515
2006:Q2,78592863,30496024,26002786,23753818,2248968,205328,78680,4209230,48096839,331691,5112889,72666,1302150,2364365,-115640,98197,1703051,678757,1169105,981933,118412,68760,9160713,8068089,3586573,1092390,14925922,157094,753192,13001768,226566,12540614,9512090,2349611,59074,443272,176567,210912,23676,65591095,3816000,92883,77502,15381,12788320,12589892,198428,1241389,9906545,662.0985892086214,14241728,59.955532201181306
2006:Q3,80058877,30892428,26344410,24028941,2315469,210307,79433,4258278,49166449,295774,5237971,71749,1369575,2329556,-133366,107585,1738943,616394,1166156,981199,111612,73345,9444782,8286479,3731297,1115167,15204454,159120,754369,13326351,226698,12860926,9748424,2411441,66521,453559,180981,214994,23733,66732526,4011500,98260,82777,15483,12932710,12732624,200086,1264912,9992331,667.8374215422551,14280517,59.43048842643543
2006:Q4,81816934,31082953,26489041,24110302,2378739,215065,80588,4298259,50733981,317337,5310284,69946,1465930,2167352,-238696,50787,1756366,598895,1169908,988093,106975,74840,10154846,8412116,4016492,1146454,15570794,161146,771376,13590431,232252,13115206,9899344,2456716,86920,486831,185395,219076,23897,68226503,4207000,105694,90108,15586,13117069,12914667,202402,1298934,10097401,675.683803658542,14210958,58.94143507617615
2007:Q1,82930775,30950718,26303826,23864353,2439473,220181,82079,4344632,51980057,330022,5510200,73534,1516991,2250195,-223698,69501,1767337,637055,1192928,1012174,102952,77802,10586242,8428721,4207751,1159681,15783612,163620,776560,13772766,234840,13290201,10097254,2440172,77551,486592,188632,223292,24433,69158009,4340000,112223,96089,16134,13226962,13022656,204306,1320789,10267698,673.5493081073512,13767099,57.68896814424427
2007:Q2,83948412,30983074,26282754,23754716,2528038,225183,83516,4391621,52965338,253506,5574151,79929,1579703,2157312,-274294,93003,1777986,560617,1247061,1071022,98276,77763,10709122,8560437,4482946,1186322,16167979,166094,800776,14071974,242182,13577821,10295194,2476966,78000,535792,191869,227508,24463,69876438,4605000,121995,105312,16683,13224748,13020241,204507,1333671,10406081,671.4961932029112,13459522,56.66042060869092
2007:Q3,84994778,30890748,26149255,23573687,2575568,228660,84891,4427942,54104030,158901,5712252,84843,1794804,2610200,-311409,329221,1772292,820096,1275374,1098788,94852,81734,10667569,8609228,4599499,1198472,16410494,168568,813825,14307922,243875,13807394,10472672,2555552,93326,490738,195106,231724,24929,70686856,4775000,128708,111670,17038,13253509,13048287,205222,1352698,10482565,674.327855254597,13101015,55.57473890274356
2007:Q4,84383671,30588476,25796057,23242815,2553242,231681,85949,4474789,53795195,208310,5847236,87722,1967809,2651153,-317692,459333,1659094,850418,1389175,1214678,91961,82536,9987099,8455970,4540963,1206282,16449566,171042,832868,14504231,254959,13988403,10577134,2609477,100201,503248,198343,235940,24929,69879440,4748000,129939,112545,17394,13279424,13073488,205936,1376785,10602170,659.1050656578358,12665681,54.492887371860945
2008:Q1,82329290,29787387,24940083,22556934,2383149,235566,88360,4523378,52541903,219710,6035634,84065,2187063,2704996,-214418,436785,1607046,875583,1508811,1332978,89656,86177,9143156,7966315,4233504,1198197,16242120,172918,845414,14638449,257918,14112019,10650123,2602008,105697,553665,200526,242247,26265,67690841,4555000,125564,108281,17283,13273053,13066184,206869,1391857,10733994,630.6211913818984,11906811,52.785591339674085
