1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,124172,904,28772,0,60052,18866,249,1816,0,-1,28,6769,4153,250,1035,0,934,0,345,0,113186,5055,2612,2188,0,24562,1847,0,171,0,0,1224,21009,35354,18866,0,0,0,106,0,249,0,-57,0,0,0,10986
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,133833,1007,31927,0,62096,21026,666,2284,0,-12,53,7290,4428,361,1295,0,921,0,491,0,120045,5657,3171,2308,0,22866,2133,0,215,0,0,1467,21647,39109,21026,0,0,0,107,0,407,0,-67,0,0,0,13788
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1989:Q1,4637534,15741,1752854,147461,882322,425152,3266,157385,16808,2730,6650,340936,342110,25974,163282,-2225,92555,21279,243255,0,4290247,218941,1642985,102714,7075,24698,174894,21416,3391,10051,-6290,87100,503903,859787,427885,3909,6183,0,18086,30,15574,-17931,74010,102235,0,9601,347287
1989:Q2,4672285,15850,1725445,152679,895053,432503,3719,161006,17141,2821,6633,349504,349021,23668,169485,-2109,100045,21259,248562,0,4314761,222630,1623716,106285,7651,29310,180308,20890,3674,8844,-6290,91002,484839,868319,436422,6630,7295,0,23021,30,16534,-18045,86257,106215,0,9225,357523
1989:Q3,4750372,15976,1726805,157897,898514,452216,3562,171226,20992,2922,7050,358289,357569,26679,173077,-2106,103902,20398,255404,0,4340681,227349,1621006,108742,8579,27561,184710,24634,3917,9553,-6290,93576,443948,871448,457416,9763,8026,0,28430,30,17119,-18175,103011,107690,0,8638,409691
1989:Q4,4771093,16649,1725254,163116,896841,486626,4449,161431,19258,3074,7581,366466,364931,25800,174207,-1992,89454,20253,247695,0,4378917,232036,1620172,109775,8791,26773,173118,22663,4066,10042,-10952,88668,467654,869492,492895,7885,8674,0,30259,30,17978,-18421,96968,112259,0,8092,392176
1990:Q1,4905371,16296,1758851,162295,918050,512610,4538,194243,19244,3315,7350,373349,366927,22347,166853,-1672,98613,20869,261293,0,4470865,240590,1658647,109126,9151,24975,140653,23159,3363,10943,-10952,84069,502538,891032,519219,8120,9202,0,29357,30,15967,-18129,102720,108608,0,8478,434505
1990:Q2,4880752,16310,1702830,161474,927578,519271,4279,178853,19355,3667,7702,379463,369584,24319,179618,-1737,100815,20914,266457,0,4403270,242145,1608114,107477,10301,24534,135312,22050,4215,12803,-10952,84157,469316,900302,527100,11372,9706,0,32687,30,15844,-17851,104219,102020,0,8369,477481
1990:Q3,5080064,16271,1835833,160653,929964,581235,4555,178676,22782,3972,7925,385405,368990,19232,195286,-1569,88673,24903,257279,0,4621540,246949,1652897,106437,8868,25274,142265,25577,4223,13332,-10952,82562,558380,902946,588860,6354,9634,0,31220,30,15701,-17545,110165,110143,0,8220,458524
1990:Q4,5054232,16764,1838468,159833,930001,583729,3493,159966,22067,3978,8062,392885,372456,24898,186365,-1843,84477,23372,245261,0,4669231,251488,1694616,106813,10299,27122,145160,25277,4192,12335,-4537,83868,535635,901237,591560,15625,9980,0,32941,30,16088,-17041,115385,102562,0,8597,385001
1991:Q1,5107192,16638,1859478,159681,952747,565178,3251,155595,26005,3913,8050,398735,386615,25757,190331,-1848,93922,23561,239583,0,4669820,253157,1725638,109035,11104,26394,149104,30144,4100,14404,-4537,97183,485236,924250,569088,2775,8525,0,32294,30,17615,-16821,121138,100436,0,9527,437372
1991:Q2,5155333,16415,1874179,160029,960890,592524,3130,150162,23551,3656,8236,400994,399552,27727,199733,-1771,98683,23952,213691,0,4727118,255357,1708830,112305,11373,26124,138250,26724,3937,17947,-4537,94574,514469,932135,597287,8656,8654,0,31129,30,18286,-16794,132414,100301,0,9668,428215
1991:Q3,5209604,16192,1918866,162377,962485,598430,3429,141724,25841,3339,9200,403961,408889,31464,203334,-1716,101562,22897,197331,0,4726561,257588,1691577,113781,9941,26216,129973,31091,3762,19852,-4537,100954,501273,934700,603462,8830,8634,0,32173,30,22775,-16783,145223,97643,0,8403,483043
1991:Q4,5243455,16062,1902084,163475,959285,601114,3041,144570,26619,3104,8927,411146,417958,31843,210456,-1555,108458,22323,214546,0,4716220,261513,1659500,115983,13922,26649,130605,30273,3669,17186,-6645,99195,485958,931249,605735,7644,10305,0,39208,30,27198,-16516,166365,99341,0,7852,527235
1992:Q1,5657532,16005,2173339,166934,983175,663697,2702,147913,25613,3593,8450,416262,423806,40256,223032,-3122,116001,21748,228128,0,4964841,265505,1790000,117229,10133,26168,126632,30849,3649,21374,-6645,97541,523492,955431,668435,7183,23953,0,31073,30,24698,-16429,177858,79065,0,7617,692691
1992:Q2,5728906,15990,2163499,170393,991777,717743,1741,150759,26516,3782,8932,422482,427160,36638,215131,-3324,128796,21746,229146,0,4972561,270059,1720865,117963,11680,26232,130147,31235,3366,21189,-6645,98062,533396,963775,722484,7916,28117,0,32356,30,19414,-16825,171039,78629,0,8077,756345
1992:Q3,5840515,16023,2185700,172602,993908,754401,1856,151574,31377,3893,9539,428780,431055,40129,218135,-3765,146990,25033,233284,0,5090609,274830,1709802,119551,8690,28123,125974,37047,3127,22150,-6645,99304,547970,966201,758438,7506,38513,0,33069,30,20891,-16844,223773,80731,0,8379,749905
1992:Q4,5835430,16110,2163157,177312,988863,779945,2226,148569,27523,4182,9159,434456,432690,45391,227281,-4172,123223,25885,233630,0,5079714,278975,1728976,121074,10641,26425,123086,33467,2992,21070,-4797,96283,523601,962905,784489,10203,29522,0,26901,30,20202,-17342,209033,83089,0,8889,755716
1993:Q1,5889210,16228,2186281,178576,1013683,777090,2752,151784,28438,4467,9455,438820,444399,34613,222294,-4634,146343,25921,212700,0,5154957,282289,1769471,124270,3274,26762,118521,35147,2849,23356,-4797,97400,495425,987820,781727,14205,30923,0,29477,30,23981,-17575,239585,81990,0,8827,734254
1993:Q2,5981345,16348,2208108,179840,1021035,790042,2395,168176,28774,4809,9724,442040,450980,44298,240925,-4792,145409,24856,208378,0,5217276,285026,1779677,127886,270,28279,125819,36840,2804,23358,-4797,101490,507987,995172,794767,15807,30868,0,28763,30,25729,-17746,235972,85840,0,7435,764069
1993:Q3,6014754,16468,2199149,181105,1022778,785895,3664,170393,29722,5177,9992,445348,459177,43174,241165,-5087,163463,24623,218548,0,5240325,288959,1783748,132260,2003,27423,125888,37733,2702,24472,-4797,95373,495131,997155,790197,18464,32007,0,33867,30,28095,-16900,254226,85120,0,7169,774429
1993:Q4,6031856,16591,2184959,182369,1018969,795581,2806,175020,26323,5570,9954,449647,468152,45856,242799,-5268,165724,22788,224016,0,5323405,290857,1864195,136902,4008,28635,103612,32712,2552,23016,-13457,92783,492025,993098,799690,22764,29466,0,32538,30,29104,-17572,278993,90874,0,6580,708451
1994:Q1,6344564,16729,2211058,183569,1043530,839413,3020,369256,31047,5540,9942,453713,475300,34996,240756,-6010,188384,23903,220418,0,5608992,294131,1862321,142426,6017,27642,203475,38489,2793,24611,-13457,104075,544255,1017957,843235,29155,43872,0,30753,30,24904,-16556,300971,90477,0,7416,735572
1994:Q2,6406203,16877,2192704,188520,1050915,867237,4158,412078,37115,5739,10370,457504,482313,30792,242006,-6626,189215,23125,202161,0,5718546,296537,1864923,146772,8033,27935,239039,45951,2919,24430,-13457,94413,548970,1025290,871311,26724,58089,0,28368,30,21159,-15931,323073,87036,0,6932,687657
1994:Q3,6364986,17018,2134340,193471,1053728,871153,4041,390700,39559,6046,10984,461405,490073,30853,248533,-7414,193910,22160,204426,0,5700481,300966,1879317,151714,11725,27808,216116,47002,2913,19464,-13457,101984,509520,1028016,875784,24791,57225,0,26384,30,17319,-14968,334101,90827,0,5900,664505
1994:Q4,6385652,17162,2114348,198422,1049006,883247,3456,382051,40940,7405,11746,465833,507348,26856,259090,-7331,196654,21895,207524,0,5828473,304262,1981711,155925,25104,28902,221769,45865,2432,19984,-13428,100138,500400,1023135,887834,25824,54447,0,27293,0,12883,-13558,336497,96979,0,4075,557179
1995:Q1,6462260,17343,2070002,201823,1074687,860889,5007,407880,71220,7259,10321,475173,522390,23871,267595,-7418,221059,21495,211664,0,5870358,310888,2012663,165168,22148,27695,216242,43602,2026,20498,-13428,106459,464420,1049026,865116,21565,51061,0,27502,0,15667,-13750,373078,98820,0,3892,591902
1995:Q2,6384920,17533,2033597,205224,1082588,839536,5313,355989,81063,8299,10199,485196,535258,26067,280460,-7565,198942,20019,207202,0,5827103,317526,2011895,174505,63658,28499,192006,40169,2390,20026,-13428,100287,426476,1056763,844117,29168,59892,0,29030,0,15512,-13657,335404,104214,0,2651,557817
1995:Q3,6441436,17727,2046267,208625,1087708,818640,4929,370978,77270,8272,10231,483227,544142,28861,283920,-7653,220247,23003,215043,0,5882304,316789,2058292,183406,77991,30518,184270,42160,2522,19358,-13428,104060,404942,1059871,823474,32484,54920,0,39114,0,15478,-13769,349219,106739,0,3894,559132
1995:Q4,6528711,17922,2079819,212026,1100150,812599,4708,386360,75616,10325,10265,494292,552943,27619,288441,-7698,229723,22682,210919,0,5977125,320224,2135628,193350,80418,31955,168872,36585,4024,19521,-20395,112448,404209,1072271,817400,36624,56774,0,26883,0,18214,-14502,361030,112640,0,2952,551587
1996:Q1,6652703,18104,2126659,219384,1112934,800060,4740,378137,68281,10188,10448,497631,557504,30146,292100,-7744,272479,22139,239514,0,6105286,321057,2218657,201892,55555,31033,170450,31417,3831,22226,-20395,106531,400180,1085113,805216,42939,55640,0,30171,0,17701,-15351,425316,113633,0,2475,547417
1996:Q2,6649580,18302,2114249,226742,1119579,790494,4803,396629,65246,9902,10791,499694,562722,26895,289333,-7807,262797,22430,236779,0,6153459,322188,2222991,210399,33356,31421,203711,27915,3947,21104,-20395,107866,396896,1091035,795932,43963,61598,0,52654,0,20883,-15938,421860,117101,0,2972,496121
1996:Q3,6823857,18496,2176136,234100,1123160,797152,5126,420580,64794,10734,10967,505382,573705,25969,291987,-7884,299368,24120,249965,0,6273784,325533,2242951,219907,58284,30923,216786,27632,4374,19667,-20395,106760,404723,1095218,802420,42494,62050,0,52673,0,27195,-16806,455156,113714,0,2525,550073
1996:Q4,6896249,18685,2165830,241458,1114701,770789,4321,413464,73534,10886,10844,498279,676222,27966,300158,-9069,311048,37910,229223,0,6390839,328121,2275888,229566,82075,31967,195398,27375,4798,19868,-19009,125211,412370,1086666,834945,43553,60795,0,60102,0,37039,-17802,451433,117754,0,2727,505411
1997:Q1,7112035,18752,2196836,256707,1140915,783560,4434,425422,83713,13094,4701,500623,659917,36998,310744,-9784,387749,45021,252633,0,6567668,331381,2235228,242103,108130,30808,206488,28936,4945,13044,-18952,131431,440102,1114112,849851,49060,68775,0,52769,0,38645,-18289,534635,122072,0,2393,544367
1997:Q2,6905702,18825,2044482,270706,1149001,680740,5390,438961,82010,14176,4952,502636,681798,32668,288872,-11345,397230,50266,254334,0,6390494,334814,2119270,255844,121317,33033,209726,27009,5311,15986,-18886,129334,344520,1122052,753517,51427,82915,0,56689,59,48498,-20930,590428,126240,0,2321,515208
1997:Q3,6898210,18903,1971104,284705,1148237,612866,4473,452711,80365,15192,4810,511016,690225,35287,323471,-13938,441020,53168,264595,0,6375577,340342,2116955,270606,148850,32566,217371,25643,5298,15445,-18814,139280,298822,1123795,690504,58816,79652,0,57643,92,41650,-23331,619201,132027,0,3164,522634
1997:Q4,6925244,18988,1936708,297455,1142376,626410,5466,488132,86088,15577,4626,509035,711245,35115,307358,-17521,401611,57876,298700,0,6488343,340374,2127659,286185,155520,33464,235371,28554,6639,17309,-30190,144972,335156,1115494,707185,60716,81874,0,67695,92,55828,-29441,601140,143709,0,3038,436901
1998:Q1,6912534,18949,1879107,322985,1171306,530666,5199,339518,84093,16318,5004,512837,748673,44527,277346,-21937,600408,63373,314162,0,6465888,342668,2031552,315034,193281,33675,180001,26569,6698,21260,-30237,158632,271961,1144452,618206,77975,78494,0,65634,99,36157,-32236,766554,155911,0,3548,446646
1998:Q2,7070231,19250,1990403,344765,1179299,548524,4917,350207,89591,17124,5543,513548,746154,42299,265997,-19915,581342,64454,326729,0,6695664,342944,2074798,348040,183463,34876,208737,31026,7030,17747,-30274,159724,333843,1152479,639603,62392,84692,0,67938,581,40717,-31354,793514,169866,0,3283,374567
1998:Q3,7456780,18750,2172077,365295,1182590,734637,4081,383913,85214,17584,5381,516458,732939,42673,269623,-15721,551831,66122,323332,0,7224112,346180,2142541,381954,194599,35632,222021,35481,7596,19552,-30307,171349,488642,1155646,824550,66677,90602,0,65794,858,32241,-25804,813739,180915,0,3654,232668
1998:Q4,7425911,17616,2267170,389575,1173760,574533,5437,394218,83050,21860,5173,511497,758190,45203,303145,-6290,504194,69673,307908,0,7197126,346694,2463082,411089,159164,36385,246547,34793,9730,24032,-40392,162156,331915,1146814,673313,65501,83122,0,67597,917,38030,-15566,770392,178917,0,2895,228786
1999:Q1,7672559,18893,2366887,405492,1201490,568396,3894,389261,76278,22554,4991,511868,793297,40603,319366,-7260,582224,70864,303461,0,7331867,346872,2446462,436699,160914,34885,266989,32864,9723,26137,-40305,169506,350713,1175544,669825,60274,93151,0,70415,2091,50362,-14648,795783,184819,0,2791,340692
1999:Q2,7761560,18976,2410826,426409,1209782,509843,4824,381673,75183,23833,4952,518264,808869,40810,325927,-7762,602402,76098,330652,0,7294545,347866,2411530,453973,153482,35652,293450,30351,10134,22588,-40207,168011,314691,1183879,615439,70179,88687,0,69599,3699,55556,-14828,815004,198404,0,7407,467015
1999:Q3,8074490,19020,2554221,444825,1212537,635815,5456,408257,89721,25570,5058,527105,827411,37137,335007,-6757,563834,78032,312241,0,7586202,354227,2458468,474911,151000,34617,296151,31995,10315,19364,-40101,174380,425001,1187589,741287,65318,86137,0,73469,4230,55577,-13880,797662,190626,0,7859,488288
1999:Q4,8232636,19801,2493137,463242,1202912,473882,3954,422558,90176,24054,6034,645497,823693,41470,384168,866,610037,89885,385930,51340,7446390,417951,2420713,493575,145812,34046,289734,37143,8708,8835,72599,160562,268174,1179114,586993,87962,92293,0,72549,4230,71012,2825,795859,182254,0,13447,786246
2000:Q1,8581447,19058,2493631,485552,1231801,453159,5556,436163,93172,24748,5368,651728,838680,46975,464576,553,794350,76674,404954,54749,7803204,423173,2584272,515617,143921,33742,308878,33007,8370,17294,76843,163337,191052,1207924,567325,43253,93746,0,75758,4951,104334,2454,1004748,189003,35,10167,778243
2000:Q2,8952361,19251,2705972,504362,1237675,533764,5300,441207,90376,25312,6141,661089,835826,45434,472788,589,764230,79474,465414,58157,8265797,430601,2822460,540972,137974,31810,334134,30524,8777,13822,81100,176912,250414,1215915,646208,51250,109247,0,79187,8025,106957,2372,985233,191140,35,10728,686564
2000:Q3,9267680,19103,2889302,527023,1241063,547860,5393,483095,97816,26948,7464,667742,836945,42358,498637,726,744315,124483,445843,61564,8692311,438577,3079116,562341,138550,32574,352838,32791,9213,16885,85375,196253,261634,1220263,659367,62050,116030,0,80861,9542,117363,2448,976031,199013,35,43160,575369
2000:Q4,9697856,19913,3159176,549183,1250619,717360,5226,483385,100691,24756,5607,669807,811421,46130,524878,1091,658565,127937,477140,64972,9904507,440352,3941525,583448,123322,32523,352210,33481,6598,18896,101367,202761,386806,1230983,825316,66503,113187,0,63374,11682,126426,3126,987677,206523,140,46280,-206650
2001:Q1,10200967,19090,3451544,562973,1261353,928003,4837,483645,110113,24506,3459,680929,773797,65588,551541,891,684135,129520,393508,71536,10592953,446239,4224933,611836,124143,32500,347825,32974,7071,29899,113234,254506,514405,1241629,1031274,44567,92241,0,62923,14479,134346,2383,951291,230513,140,47602,-391986
2001:Q2,10289844,18820,3439828,576763,1269615,880490,4021,464343,102178,23443,6047,696133,810062,65565,561312,1153,783795,148915,359260,78101,10787148,462945,4257474,644165,126143,33412,348406,31551,7787,29858,123464,255270,497924,1250014,984839,53894,85218,0,63688,20408,127293,2479,1088541,235319,140,56917,-497304
2001:Q3,10803230,19613,3636841,590553,1275122,1129780,3857,529659,106758,24491,5468,723285,784033,81760,559276,1253,775114,161099,310603,84665,11571027,483518,4470561,674041,118756,33689,412486,39655,8182,39528,133866,263744,650735,1255485,1229036,46713,83265,0,71510,23499,139359,2905,1081382,243131,140,65842,-767797
2001:Q4,10889808,19464,3573297,604343,1266064,1047715,2726,414671,89034,28996,3768,826770,820473,84637,575643,1762,888962,163709,386547,91227,11695793,491026,4468907,713502,107588,33550,400287,32037,12477,27274,278286,249948,585266,1246602,1149168,60431,78465,0,68910,26405,162090,3847,1216291,222715,80,60640,-805985
2002:Q1,11058380,19796,3640969,609023,1296702,1050441,3392,411651,70794,29741,5170,842720,867773,77719,568849,1913,917019,179369,371132,94207,11874490,498490,4432536,723279,102066,34417,453148,31833,13476,42659,276948,237795,633415,1277154,1150359,52237,90188,0,68694,34473,161971,3992,1253323,228060,80,73896,-816110
2002:Q2,11368470,19666,3799338,613703,1305989,1247691,3145,478599,100008,28749,4770,860939,857982,86801,582075,1968,804875,177320,297665,97187,12293259,513724,4548093,733767,91269,34250,498890,34049,14050,33136,282276,245484,724033,1286569,1400793,56539,76972,0,74141,39684,170008,4250,1139838,221804,80,69560,-924790
2002:Q3,11774325,20386,3930162,618384,1311860,1395790,4231,514239,110616,30305,5585,877012,847755,104508,610462,2260,775416,180200,334990,100164,12767645,526366,4701286,744465,85896,33332,536839,34265,13784,32255,285355,256339,827221,1292419,1541547,61212,71989,0,85291,43261,183828,4189,1109221,226711,80,70494,-993319
2002:Q4,11772970,20368,3905281,623064,1317527,1444797,2642,525258,108984,28286,5694,899076,829018,120039,625666,1930,732064,182733,297398,103144,12616206,548758,4781334,507771,80245,32855,570572,36267,6439,32843,291311,252095,784175,1282891,1597802,51375,78481,0,90867,46323,197195,4329,1044302,233247,118,64611,-843236
2003:Q1,12177780,21732,3988961,628911,1349581,1435460,2223,550223,105602,29829,5754,926674,882468,110033,627994,2651,917961,140196,336318,115209,12817923,561385,4736170,512475,76588,32547,584648,35444,7899,16952,300675,272426,804048,1314143,1591705,45320,79185,0,92224,52107,212217,4355,1214982,245820,118,24490,-640143
2003:Q2,12450798,22073,3795788,634758,1359400,1437894,2762,590262,138088,31088,6701,944799,952725,111077,668365,2649,1094800,141082,399286,117201,12891248,572212,4586370,517179,77543,32092,616760,45173,6790,16749,298933,282061,663242,1322966,1607746,36884,83219,0,101080,58645,234489,4170,1441289,259979,118,25559,-440450
2003:Q3,12525559,22091,3741291,640605,1369745,1439031,2695,637973,115544,34066,6846,964991,966588,100183,733397,2156,1062907,144661,420268,120522,12912734,591276,4542216,521848,78328,31749,649357,33339,6262,19659,298606,272857,638596,1332061,1615190,38061,84622,0,105571,62627,260359,4526,1431351,268962,118,25193,-387174
2003:Q4,12361531,21995,3624920,646452,1379953,1344463,2268,606397,109587,31704,7277,988210,996778,82382,739545,2646,1083511,148184,422563,122696,12788997,611710,4614034,526093,82202,31470,611294,29571,4268,23286,286304,267924,549849,1325911,1533510,33201,95169,0,109362,67713,276807,4888,1400485,277075,163,26709,-427466
2004:Q1,12718636,21921,3640190,663644,1413143,1402800,3029,617899,110219,34552,8414,996805,1053577,99980,760369,4949,1179290,153798,433775,120281,13099523,619334,4588232,574479,85193,31358,601666,28016,4618,17542,275236,290145,532819,1359534,1594680,36278,149934,0,104287,75183,275006,5826,1537462,285199,163,27334,-380888
2004:Q2,13001519,22695,3736131,680836,1426274,1417745,3035,601744,97651,36875,9098,1009640,1063364,76575,773519,2336,1287929,167689,466810,121573,13336521,626909,4625313,622930,79855,31097,648621,32705,3856,28331,273833,287809,573341,1371979,1620679,39919,95451,0,102724,79927,266728,6016,1594420,284400,163,39515,-335002
2004:Q3,13454829,23030,3824858,698028,1432835,1616973,5499,607988,107818,40032,10579,1046980,1059721,87752,780708,3797,1327069,171891,489853,119418,13877426,644462,4694508,671419,86928,30946,728698,32191,6362,27968,275746,286933,617939,1377952,1814666,36815,99145,0,109394,83523,276672,6543,1642518,286048,163,39887,-422597
2004:Q4,13584634,23500,3826750,715220,1437850,1416863,3529,663260,107427,42480,9180,1056438,1082539,75301,789939,4594,1457490,179553,573052,119669,14051542,666424,4833528,719949,77553,31816,761056,30802,5217,24904,290558,289878,575460,1366639,1628524,43782,117819,1335,113852,86462,284632,7747,1754303,292641,204,46456,-466908
2005:Q1,14033878,23764,3986173,750894,1472880,1491011,3586,684649,121633,42831,9076,1067745,1104274,85761,756572,2691,1517670,189565,588236,134868,14452825,679885,4912250,772706,74928,30788,743700,30247,5511,27677,300413,297408,601571,1399759,1703407,27415,131708,2554,135198,93275,280807,8835,1858678,280971,248,52886,-418946
2005:Q2,14260538,24474,4073608,786569,1495397,1562692,3857,663738,120019,42026,11786,1091284,1108805,85452,770605,4110,1489787,202091,582730,141508,14815607,688878,5058119,825726,79543,31135,744869,33459,5128,31479,310062,293766,580458,1425725,1781934,21467,128275,2638,124607,95812,291788,9549,1900468,295272,212,55238,-555069
2005:Q3,14563181,23735,4084655,822243,1504155,1616625,4630,644037,142875,41832,12951,1143695,1140226,83907,819913,4304,1511810,203101,610428,148060,15127924,716097,5203216,878525,86845,30561,755753,35717,5353,27103,319008,301944,539864,1432495,1839015,33383,127698,3394,75986,98724,236758,10948,1995828,316671,239,56799,-564743
2005:Q4,14532793,23296,4106118,857917,1518655,1596357,4611,652996,118028,42159,11706,1154458,1121251,72625,781632,8101,1488136,210683,608315,155749,15449766,748450,5435601,931423,85830,31382,784556,34226,5305,27182,331359,304553,517948,1424668,1823266,32530,123778,4798,117830,101399,240890,14439,1936891,330235,202,61025,-916973
2006:Q1,14874976,23495,4173755,894069,1552174,1464909,5473,712133,133113,41559,9674,1149938,1155773,82858,776101,4684,1733336,214286,592105,155541,16212065,750864,5558394,1010570,78907,30723,736674,38255,6122,22889,308200,307891,912259,1459318,1735819,25475,152830,7915,109431,105633,221186,13159,2238877,319909,255,60511,-1337089
2006:Q2,15058976,23676,4262285,930221,1566843,1575587,5525,695634,158244,41740,9617,1147114,1166028,95015,775211,5324,1680990,210430,556515,152978,16794328,753192,5786006,1089734,80319,30896,759415,40496,8460,30848,307167,312851,974611,1475130,1842692,44334,153210,10594,114048,117027,209136,14163,2257469,335873,179,46477,-1735351
2006:Q3,15251908,23733,4282657,966373,1571622,1577718,6412,713994,143894,38976,10942,1148773,1188253,81620,790175,7326,1752617,218035,574179,154609,17175999,754369,5906020,1168820,84022,31022,807453,41745,6127,27579,303029,333119,946185,1480349,1850626,44680,160876,11395,122828,119134,192993,14475,2384871,341332,220,42729,-1924090
2006:Q4,15191333,23897,4195796,1002525,1581756,1542968,6192,598438,136667,37746,8965,1142974,1201321,84670,807896,11624,1828477,236024,590661,152736,17389232,771376,6116282,1247963,85381,30263,689508,37571,5944,28294,286227,347146,908344,1469955,1826051,47225,150384,14699,114651,123354,210888,21074,2450538,369944,192,35977,-2197898
2007:Q1,15732790,24433,4351754,1025997,1616631,1610254,6731,571096,155447,36833,9380,1155036,1236718,78892,753783,9222,2116140,226189,589620,158634,18107022,776560,6236322,1318277,89531,30009,645263,41262,6380,22079,292696,352818,921280,1505955,1894117,52327,151371,17345,123531,125838,207006,16594,2871254,370488,209,38511,-2374232
2007:Q2,16081648,24463,4354638,1049469,1668079,1450655,6462,673864,161972,36510,8109,1162085,1263436,87891,770128,7234,2331040,235474,623466,166673,18453382,800776,6336244,1388548,82574,30625,634499,44742,8666,29915,286084,365326,886703,1536961,1746326,49086,146996,17354,140335,130167,210804,17695,3122528,398901,198,41329,-2371734
2007:Q3,16126423,24929,4422962,1072940,1677212,1528518,6919,711457,165964,34611,3048,1173343,1301092,89188,760360,10225,2129504,256029,582730,175392,18763848,813825,6451259,1459058,89245,29952,717857,53033,8571,40482,283176,371829,890392,1541278,1832699,69975,152271,23378,135466,133003,218703,17640,2972708,409314,164,48570,-2637425
2007:Q4,16054776,24929,4533476,1096412,1673996,1629735,4562,662315,161494,26167,3308,1154598,1293408,92013,761648,11912,1966098,290707,483275,184723,19040462,832868,6714547,1529557,89017,29711,738227,45920,12061,38422,281864,399547,962110,1518554,1931653,72377,156331,28906,141695,133270,224724,15190,2653477,422537,222,67675,-2985686
2008:Q1,16423383,26265,4685667,1124984,1708943,1832061,3717,691555,178210,26810,8461,1168484,1283191,106532,777080,12954,1831484,295467,480128,181390,19420484,845414,6494405,1538767,85982,29497,845679,61677,12752,22642,328517,414485,1115673,1554229,2120509,43535,157136,36019,127384,132037,231960,15634,2674466,460336,335,71414,-2997101
2008:Q2,16373810,26657,4764260,1153556,1724529,1898246,3133,609934,152204,27311,4486,1170939,1292771,100445,769235,12684,1603507,363517,517891,178505,19153952,853061,6258151,1548615,81020,28431,780610,42716,13518,31998,337551,407923,1182985,1568285,2188263,43101,172971,40775,128375,136767,243351,18634,2412911,518325,264,115351,-2780142
2008:Q3,16646998,26476,4943415,1182128,1732748,2237040,4753,615410,163506,23564,1460,1197928,1182612,117672,788554,15023,1458944,354610,427429,173726,19492009,870658,6145902,1558322,76780,28100,873221,53686,12841,38716,384005,426628,1337411,1570088,2506930,42094,159608,37561,107743,124829,258760,19967,2253265,504249,339,100306,-2845012
2008:Q4,16872479,28101,5477593,1210699,1718780,2695205,3039,574095,206061,21705,4997,1175390,1128850,139695,778491,14720,841410,460543,184544,208561,19609837,887694,6211904,1567888,71762,28355,1016900,48959,11074,30440,394699,490723,1597553,1537375,2931086,43635,124953,35728,99113,117107,257652,16681,1316568,611595,218,160175,-2737358
