date,FU716000105.Q,FU715013005.Q,FU714090005.Q,FU714010005.Q,FU713022003.Q,FU713068705.Q,FU713068703.Q,FU763069143.Q,FU713068725.Q,FU713068763.Q,FU713068753.Q,FU713011515.Q,FU713091103.Q,FU713012003.Q,FU713011405.Q,FU712051005.Q,FU714022005.Q,FU713069603.Q,FU713061103.Q,FU713061113.Q,FU713061125.Q,FU713061705.Q,FU713061903.Q,FU713061703.Q,FU713011525.Q,FU713068005.Q,FU713068813.Q,FU713068665.Q,FU713068863.Q,FU713068505.Q,FU713064103.Q,FU713090005.Q,FU713011203.Q,FU713014003.Q,FU713093005.Q,FU714194005.Q,FU714190005.Q,FU713113003.Q,FU713120005.Q,FU713123005.Q,FU713123023.Q,FU713123030.Q,FU713123043.Q,FU713124005.Q,FU713129005.Q,FU713122605.Q,FU713125005.Q,FU703025005.Q,FU712151003.Q,FU712151103.Q,FU712151115.Q,FU713193005.Q,FU713164005.Q,FU313094213.Q,FU713164003.Q,FU717005005.Q
1948:Q4,57,4,2298,5,6,-1,-1,0,0,0,0,0,0,0,-2,0,774,0,774,-6665,7439,0,0,0,0,0,0,0,0,0,0,1521,1490,0,31,2237,2232,2580,-202,242,-11,253,0,0,0,227,-433,-238,0,0,0,-146,5,0,5,-8
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,39,5,-4342,-32,-7,-25,-25,0,0,0,0,0,0,0,1,0,-4448,0,-4448,-461,-3987,0,0,0,0,0,0,0,0,0,0,137,183,0,-46,-4402,-4412,-3916,-800,-315,-13,-302,0,0,0,148,-670,37,0,0,0,304,10,0,10,-26
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,-10,10,1336,893,834,59,59,0,0,0,0,0,0,0,246,53,1840,0,1840,-7526,9366,0,0,0,0,0,0,0,0,0,0,-1696,-1721,0,25,1320,1306,1118,-229,-172,-19,-153,0,0,0,-160,-56,159,0,0,0,417,14,0,14,-36
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,36,10,2803,-232,-184,-48,-48,0,0,0,0,0,0,0,6,144,2879,0,2879,9615,-6736,0,0,0,0,0,0,0,0,0,0,6,-11,0,17,2779,2767,2375,835,-444,-23,-421,0,0,0,-113,869,523,0,0,0,-443,12,0,12,2
1952:Q1,13,3,-987,-336,-474,138,138,0,0,0,0,0,0,0,-3,103,-1376,0,-1376,-1383,7,0,0,0,0,0,0,0,0,0,0,625,596,0,29,-1068,-1073,220,-1113,-228,12,-240,0,0,0,14,-622,-277,0,0,0,-180,5,0,5,-71
1952:Q2,12,3,219,-242,-129,-113,-113,0,0,0,0,0,0,0,1,100,278,0,278,392,-114,0,0,0,0,0,0,0,0,0,0,82,55,0,27,214,211,-895,1007,327,1,326,0,0,0,6,698,-24,0,0,0,99,3,0,3,4
1952:Q3,13,2,1346,468,157,311,311,0,0,0,0,0,0,0,-1,100,709,0,709,687,22,0,0,0,0,0,0,0,0,0,0,70,-4,0,74,1333,1331,1200,302,-78,-9,-69,0,0,0,186,60,134,0,0,0,-171,2,0,2,-3
1952:Q4,14,3,730,1,229,-228,-228,0,0,0,0,0,0,0,1,164,819,0,819,-7151,7970,0,0,0,0,0,0,0,0,0,0,-255,-155,0,-100,785,779,-631,1096,121,-4,125,0,0,0,-180,932,223,0,0,0,314,6,0,6,66
1953:Q1,12,3,-1032,406,-157,563,563,0,0,0,0,0,0,0,-2,-64,-765,0,-765,-227,-538,0,0,0,0,0,0,0,0,0,0,-607,-624,0,17,-1122,-1126,198,-1240,-346,36,-382,0,0,0,-47,-644,-203,0,0,0,-84,4,0,4,-82
1953:Q2,12,3,-142,-845,-209,-636,-636,0,0,0,0,0,0,0,2,0,877,0,877,912,-35,0,0,0,0,0,0,0,0,0,0,-176,-100,0,-76,-133,-136,-587,594,78,-47,125,0,0,0,19,457,40,0,0,0,-143,3,0,3,17
1953:Q3,13,3,609,359,84,275,275,0,0,0,0,0,0,0,-0,0,489,0,489,1372,-883,0,0,0,0,0,0,0,0,0,0,-239,-335,0,96,572,570,-252,651,534,24,510,0,0,0,-15,72,60,0,0,0,171,2,0,2,-28
1953:Q4,12,3,464,-66,250,-316,-316,0,0,0,0,0,0,0,-13,-2,682,0,682,618,64,0,0,0,0,0,0,0,0,0,0,-137,-98,0,-39,546,543,851,-421,-818,-522,-296,0,0,0,-87,622,-138,0,0,0,113,3,0,3,90
1954:Q1,12,3,-1608,-281,-400,119,119,0,0,0,0,0,0,0,7,-198,-1085,0,-1085,-451,-634,0,0,0,0,0,0,0,0,0,0,-51,-65,0,14,-1695,-1700,-966,-616,434,58,376,0,0,0,65,-1233,118,0,0,0,-118,5,0,5,-78
1954:Q2,12,3,220,-78,32,-110,-110,0,0,0,0,0,0,0,-0,-100,505,0,505,954,-449,0,0,0,0,0,0,0,0,0,0,-107,-38,0,-69,219,217,-183,394,145,-8,153,0,0,0,58,161,30,0,0,0,6,2,0,2,8
1954:Q3,11,3,-930,96,-56,152,152,0,0,0,0,0,0,0,-0,-200,-791,0,-791,-767,-24,0,0,0,0,0,0,0,0,0,0,-35,-117,0,82,-931,-935,-680,-174,-121,-15,-106,0,0,0,-41,-182,170,0,0,0,-81,4,0,4,7
1954:Q4,10,3,881,133,297,-164,-164,0,0,0,0,0,0,0,-1,-56,942,0,942,7900,-6958,0,0,0,0,0,0,0,0,0,0,-137,-97,0,-40,936,924,545,349,-206,0,-206,0,0,0,-18,934,-361,0,0,0,30,12,0,12,62
1955:Q1,9,3,-981,332,-256,588,588,0,0,0,0,0,0,0,1,56,-1383,0,-1383,-5206,3823,0,0,0,0,0,0,0,0,0,0,13,6,0,7,-1033,-1039,-488,-570,321,33,288,0,0,0,-108,-1144,361,0,0,0,19,6,0,6,-46
1955:Q2,9,3,-276,-225,298,-523,-523,0,0,0,0,0,0,0,-26,100,-82,16,-98,-1737,1639,0,0,0,0,0,0,0,0,0,0,-43,-41,0,-2,-287,-288,-322,-5,-488,-17,-471,0,0,0,-3,635,-149,0,0,0,39,1,0,1,-5
1955:Q3,10,3,660,512,-62,574,574,0,0,0,0,0,0,0,33,100,-2,3,-5,-5579,5574,0,0,0,0,0,0,0,0,0,0,17,6,0,11,640,637,409,217,111,-21,132,0,0,0,1,-174,279,0,0,0,11,3,0,3,-13
1955:Q4,12,3,1334,255,797,-542,-542,0,0,0,0,0,0,0,-32,98,994,5,989,3897,-2908,0,0,0,0,0,0,0,0,0,0,19,6,0,13,1390,1385,530,701,-142,-24,-118,0,0,0,25,1096,-278,0,0,0,154,5,0,5,65
1956:Q1,13,4,-1370,-193,-792,599,599,0,0,0,0,0,0,0,31,-98,-1097,-9,-1088,4208,-5296,0,0,0,0,0,0,0,0,0,0,-13,26,0,-39,-1465,-1472,-423,-849,138,20,118,0,0,0,-60,-1135,208,0,0,0,-200,7,0,7,-86
1956:Q2,15,5,291,-61,413,-474,-474,0,0,0,0,0,0,0,2,0,157,3,154,125,29,0,0,0,0,0,0,0,0,0,0,193,83,0,110,275,269,-139,408,-9,-19,10,0,0,0,-43,1077,-617,0,0,0,0,6,0,6,-6
1956:Q3,16,5,173,195,-146,341,341,0,0,0,0,0,0,0,-3,0,-165,-1,-164,-123,-41,0,0,0,0,0,0,0,0,0,0,146,85,0,61,151,147,213,33,73,12,61,0,0,0,28,-895,827,0,0,0,-99,4,0,4,-11
1956:Q4,17,5,1440,57,605,-548,-548,0,0,0,0,0,0,0,-28,40,1334,17,1317,1020,297,0,0,0,0,0,0,0,0,0,0,37,65,0,-28,1531,1525,403,953,-147,-5,-142,0,0,0,-9,948,161,0,0,0,169,6,0,6,104
1957:Q1,17,6,-1905,-291,-858,567,567,0,0,0,0,0,0,0,29,60,-1955,-11,-1944,-987,-957,0,0,0,0,0,0,0,0,0,0,252,357,0,-105,-2036,-2041,-709,-1228,85,36,49,0,0,0,27,-989,-351,0,0,0,-104,5,0,5,-120
1957:Q2,18,6,729,454,222,232,232,0,0,0,0,0,0,0,-3,0,-31,0,-31,-46,15,0,0,0,0,0,0,0,0,0,0,309,317,0,-8,712,710,278,656,-45,-53,8,0,0,0,110,551,40,0,0,0,-224,2,0,2,-5
1957:Q3,20,6,39,-92,-44,-48,-48,0,0,0,0,0,0,0,10,0,111,-6,117,8890,-8773,0,0,0,0,0,0,0,0,0,0,10,12,0,-2,101,96,-34,-77,129,22,107,0,0,0,-82,-214,90,0,0,0,207,5,0,5,76
1957:Q4,22,6,1086,-287,439,-726,-726,0,0,0,0,0,0,0,-6,142,993,26,967,407,560,0,0,0,0,0,0,0,0,0,0,244,146,0,98,1121,1114,440,679,-143,-19,-124,0,0,0,-15,542,295,0,0,0,-5,7,0,7,51
1958:Q1,20,4,-1838,-652,-720,68,68,0,0,0,0,0,0,0,-10,-132,-608,-14,-594,-79,-515,0,0,0,0,0,0,0,0,0,0,-436,-387,0,-49,-1901,-1906,-608,-1339,111,-31,142,0,0,0,-103,-902,-445,0,0,0,41,5,0,5,-48
1958:Q2,19,4,975,102,92,10,10,0,0,0,0,0,0,0,-8,-100,2019,6,2013,1810,203,0,0,0,0,0,0,0,0,0,0,-1038,-1038,0,0,966,963,142,392,-251,-38,-213,0,0,0,15,501,127,0,0,0,429,3,0,3,5
1958:Q3,16,4,-775,362,153,209,209,0,0,0,0,0,0,0,-45,-100,-495,-17,-478,-157,-321,0,0,0,0,0,0,0,0,0,0,-497,-482,0,-15,-748,-752,-467,105,74,-6,80,0,0,0,43,-135,123,0,0,0,-390,4,0,4,38
1958:Q4,16,4,1277,56,347,-291,-291,0,0,0,0,0,0,0,57,-109,1617,25,1592,-1592,3184,0,0,0,0,0,0,0,0,0,0,-344,-340,0,-4,1321,1315,403,826,-135,-3,-132,0,0,0,-41,893,109,0,0,0,86,6,0,6,55
1959:Q1,-35,4,-1000,-24,-550,526,526,0,0,0,0,0,0,0,1,-31,-859,-31,-828,-754,-74,0,0,0,0,0,0,0,0,0,0,-87,-92,0,5,-976,-987,-310,-806,190,31,159,0,0,0,36,-873,-159,0,0,0,129,11,0,11,-15
1959:Q2,-39,4,281,420,100,320,320,0,0,0,0,0,0,0,-0,0,564,-6,570,528,42,0,0,0,0,0,0,0,0,0,0,-703,-737,0,34,167,161,-6,397,-302,-320,18,0,0,0,-9,538,170,0,0,0,-230,6,0,6,-157
1959:Q3,-49,4,-258,-458,105,-563,-563,0,0,0,0,0,0,0,-139,0,513,-6,519,-7605,8124,0,0,0,0,0,0,0,0,0,0,-174,-214,0,40,-298,-301,-428,68,152,-17,169,0,0,0,12,-76,-20,0,0,0,59,3,0,3,-93
1959:Q4,-57,4,1023,763,639,124,124,0,0,0,0,0,0,0,111,3,137,44,93,44,49,0,0,0,0,0,0,0,0,0,0,9,-35,0,44,1330,1326,414,589,-186,14,-200,0,0,0,35,968,-228,0,0,0,323,4,0,4,247
1960:Q1,12,4,-1870,-405,-767,362,362,0,0,0,0,0,0,0,6,52,-1477,-37,-1440,-3343,1903,0,0,0,0,0,0,0,0,0,0,-46,-48,0,2,-1963,-1971,-458,-1129,52,45,7,0,0,0,-122,-1407,348,0,0,0,-384,8,0,8,-86
1960:Q2,12,4,812,-503,45,-548,-548,0,0,0,0,0,0,0,-24,100,1155,-2,1157,1208,-51,0,0,0,0,0,0,0,0,0,0,84,-86,0,170,819,814,-188,481,-48,-41,-7,0,0,0,33,366,130,0,0,0,521,5,0,5,14
1960:Q3,10,4,-109,445,119,326,326,0,0,0,0,0,0,0,-26,100,160,3,157,5836,-5679,0,0,0,0,0,0,0,0,0,0,-788,-637,0,-151,-107,-110,530,-126,59,9,50,0,0,0,-64,-171,50,0,0,0,-514,3,0,3,7
1960:Q4,9,4,-22,313,881,-568,-568,0,0,0,0,0,0,0,5,95,550,46,504,-4854,5358,0,0,0,0,0,0,0,0,0,0,-985,-918,0,-67,39,33,-977,807,-96,-27,-69,0,0,0,26,1071,-194,0,0,0,203,6,0,6,65
1961:Q1,21,3,-2056,-1011,-1092,81,81,0,0,0,0,0,0,0,42,-98,-615,-19,-596,-4235,3639,0,0,0,0,0,0,0,0,0,0,-375,-379,0,5,-2152,-2166,-1089,-941,64,60,4,0,0,0,56,-1345,284,0,0,0,-136,14,0,14,-79
1961:Q2,20,3,1143,345,416,-71,-71,0,0,0,0,0,0,0,-51,31,606,-9,615,1626,-1011,0,0,0,0,0,0,0,0,0,0,213,162,0,51,1051,1049,724,397,-139,-58,-81,0,0,0,-26,1289,-727,0,0,0,-72,2,0,2,-76
1961:Q3,19,3,-211,176,129,47,47,0,0,0,0,0,0,0,41,-112,-125,-3,-122,-4760,4638,0,0,0,0,0,0,0,0,0,0,-191,-174,0,-17,-153,-160,-406,352,114,37,77,0,0,0,113,-842,967,0,0,0,-106,7,0,7,73
1961:Q4,20,3,2407,1033,1000,33,33,0,0,0,0,0,0,0,22,-21,1866,25,1841,272,1569,0,0,0,0,0,0,0,0,0,0,-493,-487,0,-6,2408,2395,1077,1148,-14,6,-20,0,0,0,-75,1418,-181,0,0,0,170,13,0,13,17
1962:Q1,11,3,-1634,-1327,-1382,55,55,0,0,0,0,0,0,0,-2,115,-170,-27,-143,3094,-3237,0,0,0,0,0,0,0,0,0,0,-250,-281,0,31,-1693,-1701,-601,-983,12,15,-3,0,0,0,-32,-1174,211,0,0,0,-117,8,0,8,-52
1962:Q2,14,3,1295,417,544,-127,-127,0,0,0,0,0,0,0,-0,212,853,19,834,489,345,0,0,0,0,0,0,0,0,0,0,-187,-173,0,-14,1479,1474,420,983,92,-58,150,0,0,0,91,1515,-715,0,0,0,71,5,0,5,194
1962:Q3,14,3,-72,898,179,719,719,0,0,0,0,0,0,0,4,-2,-637,-26,-611,3465,-4076,0,0,0,0,0,0,0,0,0,0,-335,-368,0,33,-117,-121,-101,-27,-75,26,-101,0,0,0,-80,-957,1085,0,0,0,7,4,0,4,-35
1962:Q4,13,3,2077,537,1262,-725,-725,0,0,0,0,0,0,0,-3,-96,1714,38,1676,3713,-2037,0,0,0,0,0,0,0,0,0,0,-76,-89,0,14,2036,2031,349,1553,61,-25,86,0,0,0,19,1224,249,0,0,0,129,5,0,5,-32
1963:Q1,14,3,-1868,-1523,-1680,157,157,0,0,0,0,0,0,0,-1,-64,-164,-23,-141,422,-563,0,0,0,0,0,0,0,0,0,0,-117,-100,0,-17,-1965,-1976,-1044,-670,314,60,254,0,0,0,-73,-602,-309,0,0,0,-262,11,0,11,-86
1963:Q2,14,3,1491,317,415,-98,-98,0,0,0,0,0,0,0,-44,-103,1484,-6,1490,1740,-250,0,0,0,0,0,0,0,0,0,0,-163,-145,0,-18,1505,1502,555,905,-116,-71,-45,0,0,0,0,1748,-727,0,0,0,42,3,0,3,25
1963:Q3,14,3,164,166,-203,369,369,0,0,0,0,0,0,0,46,-86,173,-7,180,-3754,3934,0,0,0,0,0,0,0,0,0,0,-135,-151,0,16,88,82,-344,483,153,19,134,0,0,0,-39,-698,1067,0,0,0,-57,6,0,6,-65
1963:Q4,15,3,2257,731,1165,-434,-434,0,0,0,0,0,0,0,-5,12,1629,54,1575,-2825,4400,0,0,0,0,0,0,0,0,0,0,-110,-69,0,-41,2374,2364,428,1811,-87,-27,-60,0,0,0,36,2153,-291,0,0,0,125,10,0,10,129
1964:Q1,-112,3,-1179,-1079,-1103,24,24,0,0,0,0,0,0,0,4,291,-429,-30,-399,-3794,3395,0,0,0,0,0,0,0,0,0,0,34,-52,0,86,-1256,-1267,-438,-745,275,54,221,0,0,0,-42,-1219,241,0,0,0,-84,11,0,11,-192
1964:Q2,-116,3,1318,160,136,24,24,0,0,0,0,0,0,0,1,-49,1294,-17,1311,-2242,3553,0,0,0,0,0,0,0,0,0,0,-88,0,0,-88,1252,1247,362,856,-186,-24,-162,0,0,0,22,981,39,0,0,0,29,5,0,5,-185
1964:Q3,-116,3,654,-52,-66,14,14,0,0,0,0,0,0,0,1,103,492,36,456,-204,660,0,0,0,0,0,0,0,0,0,0,111,2,0,109,661,656,148,465,37,43,-6,0,0,0,-21,208,241,0,0,0,43,5,0,5,-112
1964:Q4,-122,3,2720,1102,1039,63,63,0,0,0,0,0,0,0,1,236,1556,0,1556,1077,479,0,0,0,0,0,0,0,0,0,0,-175,-75,0,-100,3352,3346,729,1922,219,178,41,0,0,0,94,1857,-248,0,0,0,695,6,0,6,507
1965:Q1,6,4,-1637,-1539,-1492,-47,-47,0,0,0,0,0,0,0,-3,6,619,34,585,782,-197,0,0,0,0,0,0,0,0,0,0,-720,-825,0,105,-1701,-1713,-767,-873,-17,90,-107,0,0,0,-68,-1096,308,0,0,0,-73,12,0,12,-62
1965:Q2,6,4,1539,772,235,537,537,0,0,0,0,0,0,0,1,-72,1519,-90,1609,935,674,0,0,0,0,0,0,0,0,0,0,-681,-629,0,-52,1586,1581,952,745,-150,45,-195,0,0,0,13,744,138,0,0,0,-116,5,0,5,49
1965:Q3,7,4,171,-467,56,-523,-523,0,0,0,0,0,0,0,-3,107,577,8,569,635,-66,0,0,0,0,0,0,0,0,0,0,-43,-76,0,34,368,365,-432,893,237,57,180,0,0,0,19,245,392,0,0,0,-96,3,0,3,200
1965:Q4,6,4,1933,816,843,-27,-27,0,0,0,0,0,0,0,1,-37,1273,64,1209,705,504,0,0,0,0,0,0,0,0,0,0,-120,-125,0,5,1888,1881,650,1276,-228,-44,-184,0,0,0,-32,2055,-519,0,0,0,-45,7,0,7,-43
1966:Q1,2,4,-768,-377,-860,483,483,0,0,0,0,0,0,0,-10,-113,-327,-45,-282,136,-418,0,0,0,0,0,0,0,0,0,0,59,-99,0,158,-1199,-1208,-506,-590,58,180,-122,0,0,0,140,-1407,619,0,0,0,-112,9,0,9,-433
1966:Q2,2,4,1938,277,569,-292,-292,0,0,0,0,0,0,0,-1,182,1681,108,1573,1210,363,0,0,0,0,0,0,0,0,0,0,-201,-201,0,1,2109,2107,623,1387,329,109,220,0,0,0,175,1119,-236,0,0,0,97,2,0,2,169
1966:Q3,4,4,186,382,-310,692,692,0,0,0,0,0,0,0,8,213,-322,-90,-232,5009,-5241,0,0,0,0,0,0,0,0,0,0,-95,-175,0,80,77,73,-494,642,589,42,547,0,0,0,-123,-420,596,0,0,0,-75,4,0,4,-109
1966:Q4,6,4,2423,57,863,-806,-806,0,0,0,0,0,0,0,-5,372,2139,21,2118,699,1419,0,0,0,0,0,0,0,0,0,0,-140,-99,0,-41,2754,2750,1724,794,-812,85,-897,0,0,0,12,1974,-380,0,0,0,232,4,0,4,333
1967:Q1,4,5,-1749,-1394,-1250,-144,-144,0,0,0,0,0,0,0,-3,-689,305,-69,374,1005,-631,0,0,0,0,0,0,0,0,0,0,32,-52,0,84,-2098,-2106,-1175,-726,420,159,261,0,0,0,-21,-1645,520,0,0,0,-205,8,0,8,-350
1967:Q2,5,5,2481,109,85,24,24,0,0,0,0,0,0,0,1,112,2326,36,2289,1199,1090,1,0,1,0,0,0,0,0,0,0,-67,3,0,-70,2660,2653,886,1657,771,137,634,0,0,0,18,1984,-1116,0,0,0,110,7,0,7,180
1967:Q3,6,5,328,8,-110,118,118,0,0,0,0,0,0,0,1,131,107,24,84,-4262,4346,-1,0,-1,0,0,0,0,0,0,0,81,-104,0,185,288,284,534,-263,-549,51,-600,0,0,0,26,-1138,1398,0,0,0,13,4,0,4,-39
1967:Q4,8,5,3039,1218,1248,-30,-30,0,0,0,0,0,0,0,-2,432,2593,15,2578,1878,700,0,0,0,0,0,0,0,0,0,0,-1202,-1024,0,-178,3442,3433,1053,2235,233,-179,412,0,0,0,-32,2355,-321,0,0,0,145,9,0,9,407
