1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012:Q2,3078792,38066,-709,77,77,0,0,0,0,10729,27969,2133,-267,2421,2995066,0,1964773,18422,1946351,1018162,917355,100807,12131,4526,4526,0,0,0,0,36848,11037,5200,20611,2817489,2790147,1502915,1196226,91536,117,91419,0,34008,1667,1608,1010747,56660,85478,0,85478,5528,27342,0,27342,2743002,1778745,964257
2012:Q3,3041339,24687,-607,126,126,0,0,0,0,12617,12551,2190,-247,772,2976546,0,1967526,0,1967526,996607,904161,92446,12413,1467,1467,0,0,0,0,35925,11037,5200,19688,2771639,2744270,1437005,1202640,85568,122,85446,0,25992,1649,5652,1027430,56349,92743,0,92743,11882,27369,0,27369,2716323,1778878,937445
2012:Q4,3125075,21064,-486,70,70,0,0,0,0,12591,8889,2108,-248,659,3065045,0,1974315,0,1974315,1078994,993990,85004,11736,556,556,0,0,0,0,35892,11037,5200,19655,2889704,2862344,1473018,1270061,92870,150,92720,0,45228,1100,6455,1053340,71068,107188,0,107188,12077,27360,0,27360,2838988,1809188,1029800
2013:Q1,3383896,19054,-591,9,9,0,0,0,0,11580,8056,2116,-264,1092,3324085,0,2098312,0,2098312,1214697,1134742,79955,11076,382,382,0,0,0,0,37432,11037,5200,21195,3179410,3151846,1780746,1251443,79383,231,79152,0,29775,1100,9213,1072339,59633,105457,0,105457,14200,27564,0,27564,3128511,1950412,1178099
2013:Q2,3515683,11866,-714,120,120,0,0,0,0,10781,1679,1985,-252,1919,3460797,0,2143888,0,2143888,1306124,1230867,75257,10785,258,258,0,0,0,0,39110,11037,5200,22873,3461228,3433735,2003018,1324520,134979,121,134858,0,29743,1099,10050,1088432,60217,95153,0,95153,11044,27493,0,27493,3415169,2097243,1317926
2013:Q3,3761433,11015,-566,177,177,0,0,0,0,10893,511,2010,-244,2234,3707798,0,2262042,0,2262042,1434717,1368428,66289,11039,101,101,0,0,0,0,38520,11037,5200,22283,3716473,3689032,2198917,1317875,88553,167,88386,0,57563,1065,8965,1099533,62196,157405,58157,99248,14835,27441,0,27441,3672016,2228453,1443563
2013:Q4,3964605,9938,-962,74,74,0,0,0,0,10554,272,1955,-248,2550,3909862,0,2341336,0,2341336,1557808,1495572,62236,10718,97,97,0,0,0,0,40452,11037,5200,24215,3997961,3970454,2203894,1438907,162633,234,162399,0,71082,1460,7997,1122121,73614,315924,197755,118169,11729,27507,0,27507,3952416,2359434,1592982
2014:Q1,4243083,10468,-546,35,35,0,0,0,0,10572,407,1946,-235,2611,4187134,0,2494381,0,2494381,1681889,1629799,52090,10864,82,82,0,0,0,0,41078,11037,5200,24841,4208860,4180809,2427992,1399735,142468,279,142189,0,25693,1460,7003,1158332,64779,341023,242069,98954,12059,28051,0,28051,4162707,2463480,1699227
2014:Q2,4457697,12250,-524,164,164,0,0,0,0,12486,124,1889,-246,703,4400551,0,2614159,0,2614159,1775459,1727305,48154,10933,49,49,0,0,0,0,42502,11037,5200,26265,4346267,4318105,2436239,1412737,139445,146,139299,0,29321,1460,5970,1171612,64929,456501,339481,117020,12628,28162,0,28162,4299011,2540817,1758194
2014:Q3,4525234,10819,-915,327,327,0,0,0,0,11167,240,1931,-149,0,4470427,0,2662378,0,2662378,1796936,1752899,44037,11113,14,14,0,0,0,0,42193,11037,5200,25956,4425574,4397384,2485409,1487317,158461,159,158302,0,77881,1460,5259,1179559,64697,410131,300000,110131,14527,28190,0,28190,4378636,2590162,1788474
2014:Q4,4666584,10802,-555,145,145,0,0,0,0,9684,1528,1873,-148,0,4610724,0,2736293,0,2736293,1863043,1820544,42499,11388,0,0,0,0,0,0,43334,11037,5200,27097,4474432,4445860,2352809,1570910,223653,201,223452,0,43741,1601,5259,1220989,75667,509837,396705,113132,12304,28572,0,28572,4425314,2596241,1829073
2015:Q1,4701346,8928,-748,49,49,0,0,0,0,8817,810,1833,-150,0,4649000,0,2773131,0,2773131,1865167,1824680,40487,10702,0,0,0,0,0,0,41735,11037,5200,25498,4459247,4430425,2423438,1452662,100280,196,100084,0,32869,1869,5246,1244578,67820,536859,378490,158369,17466,28822,0,28822,4413026,2590553,1822473
2015:Q2,4582239,9388,-412,166,166,0,0,0,0,8999,635,1872,-149,0,4528755,0,2682775,0,2682775,1835138,1796210,38928,10842,0,0,0,0,0,0,42374,11037,5200,26137,4456442,4427309,2231714,1620369,254442,102,254340,0,36790,2195,5264,1253403,68275,558167,392602,165565,17059,29133,0,29133,4409555,2588013,1821542
2015:Q3,4644419,9902,-87,252,252,0,0,0,0,9056,681,1909,-133,0,4591114,0,2720453,0,2720453,1859714,1821863,37851,10947,0,0,0,0,0,0,41628,11037,5200,25391,4461457,4432176,2182006,1593217,198907,191,198716,0,37414,10356,6246,1272683,67611,641081,449614,191467,15872,29281,0,29281,4414934,2585033,1829901
2015:Q4,4586326,9939,-36,115,115,0,0,0,0,8863,997,1890,-139,0,4532110,0,2675909,0,2675909,1845421,1810256,35165,10780,0,0,0,0,0,0,42526,11037,5200,26289,4481804,4452353,1965234,1759349,333713,266,333447,0,33319,9671,5246,1303232,74168,712401,474592,237809,15369,29451,0,29451,4414873,2580676,1834197
2016:Q1,4695189,8846,-1178,58,58,0,0,0,0,9820,146,1885,-269,0,4643167,0,2757311,0,2757311,1874823,1843399,31424,11033,0,0,0,0,0,0,41560,11037,5200,25323,4476650,4446572,2122492,1758771,314048,213,313835,0,28056,16063,5215,1325593,69796,550546,303849,246697,14763,30078,0,30078,4412876,2576483,1836393
2016:Q2,4744475,12531,-1287,200,200,0,0,0,0,10624,2994,1857,-269,0,4688537,0,2806334,0,2806334,1871587,1844483,27104,10616,0,0,0,0,0,0,41819,11037,5200,25582,4462664,4432551,2034070,1840373,363733,71,363662,0,36484,18964,5225,1342700,73267,543850,278809,265041,14258,30113,0,30113,4395782,2573562,1822220
2016:Q3,4710846,18394,-735,198,198,0,0,0,0,11928,7003,1933,-270,0,4650078,0,2780236,0,2780236,1860175,1837929,22246,9667,0,0,0,0,0,0,40711,11037,5200,24474,4452732,4422556,1919522,1824015,353453,141,353312,0,26359,16941,5196,1357001,65065,665045,412523,252522,13974,30176,0,30176,4382343,2570989,1811354
2016:Q4,4514372,13869,-804,63,63,0,0,0,0,9047,5563,1873,-293,0,4456201,0,2640706,0,2640706,1804926,1787484,17442,10569,0,0,0,0,0,0,42723,11037,5200,26486,4449766,4419323,1754202,1923853,399356,166,399190,0,33083,25312,5198,1384934,75970,725210,468355,256855,16058,30443,0,30443,4379073,2567422,1811651
2017:Q1,4536698,14800,-567,9,9,0,0,0,0,10283,5075,1924,-271,0,4480046,0,2643568,0,2643568,1826607,1812115,14492,9871,0,0,0,0,0,0,40199,11037,5200,23962,4469210,4438615,2149339,1673682,92472,267,92205,0,25776,63021,5195,1417046,70172,600291,346853,253438,15303,30595,0,30595,4401276,2564940,1836336
2017:Q2,4551438,14067,-636,142,142,0,0,0,0,11491,3070,1817,-272,0,4494937,0,2657025,0,2657025,1828546,1819327,9219,9366,0,0,0,0,0,0,40890,11037,5200,24653,4461292,4430449,1979415,1786121,181304,187,181117,0,17142,69586,5196,1442136,70757,649997,398875,251122,14916,30843,0,30843,4394684,2562494,1832190
2017:Q3,4549163,15829,-743,196,196,0,0,0,0,12756,3620,1866,-271,0,4491013,0,2651193,0,2651193,1831381,1823575,7806,8439,0,0,0,0,0,0,40726,11037,5200,24489,4455329,4424141,2070393,1783098,159519,197,159322,0,19216,69076,5195,1461561,68531,556792,316090,240702,13858,31188,0,31188,4388332,2559838,1828494
2017:Q4,4524512,24210,-920,134,134,0,0,0,0,12929,12067,1892,-271,0,4456791,0,2633008,0,2633008,1815301,1809918,5383,8482,0,0,0,0,0,0,41891,11037,5200,25654,4444575,4413186,1949005,1885946,229147,214,228933,0,19004,63882,5288,1491451,77174,563958,319595,244363,14277,31389,0,31389,4368185,2545733,1822452
2018:Q1,4392266,18201,-700,17,17,0,0,0,0,13873,5011,1838,-271,0,4332150,0,2555722,0,2555722,1767976,1762701,5275,8452,0,0,0,0,0,0,40349,11037,5200,24112,4394509,4362842,2107065,1970138,289967,319,289648,0,21422,66289,5283,1518962,68215,273381,32361,241020,12258,31667,0,31667,4324160,2513407,1810753
2018:Q2,4282769,14811,-543,239,239,0,0,0,0,14024,1091,1776,-270,0,4225283,0,2495040,0,2495040,1723101,1719873,3228,7142,0,0,0,0,0,0,41170,11037,5200,24933,4305871,4273795,1886919,2031521,333003,198,332805,0,17915,58009,5331,1546913,70350,341633,96970,244663,13722,32076,0,32076,4237694,2463721,1773973
2018:Q3,4123443,13308,-969,271,271,0,0,0,0,13932,74,1772,-267,0,4069057,0,2395142,100,2395042,1666947,1663774,3173,6968,0,0,0,0,0,0,39574,11037,5200,23337,4193755,4161479,1769493,2098116,384927,214,384713,0,16706,55426,5285,1567731,68041,278949,48430,230519,14921,32276,0,32276,4128542,2395842,1732700
2018:Q4,4047906,17259,-770,61,61,0,0,0,0,13761,4207,1726,-267,0,3989827,0,2337994,0,2337994,1644603,1641381,3222,7230,0,0,0,0,0,0,39361,11037,5200,23124,4057812,4025477,1555954,2149905,402352,214,402138,0,12306,60470,5275,1587458,82044,304012,41848,262164,15606,32335,0,32335,3988735,2302462,1686273
2019:Q1,4014974,14382,-789,11,11,0,0,0,0,13795,1365,1729,-267,0,3960777,0,2330158,0,2330158,1623749,1620504,3245,6870,0,0,0,0,0,0,38353,11037,5200,22116,3958335,3925813,1580789,2074432,334348,336,334012,0,8667,52392,5272,1603882,69871,255345,731,254614,15247,32522,0,32522,3893162,2252966,1640196
2019:Q2,3961192,13711,-821,115,115,0,0,0,0,14400,17,1692,-267,0,3906990,0,2315006,5,2315001,1585345,1581995,3350,6639,0,0,0,0,0,0,39067,11037,5200,22830,3828022,3795627,1421452,2022957,263893,184,263709,0,9607,51073,5274,1621622,71488,335372,44307,291065,15846,32395,0,32395,3763437,2185285,1578152
2019:Q3,4159532,14456,-744,107,107,0,0,0,0,14120,973,1707,-266,202501,3904319,0,2366457,5958,2360499,1531484,1528052,3432,6378,0,0,0,0,0,0,36816,11037,5200,20579,3963210,3930722,1427255,2174334,382663,180,382483,0,10494,63528,5216,1642114,70319,313368,7057,306311,15765,32488,0,32488,3697303,2186858,1510445
2019:Q4,4330716,17852,-643,42,42,0,0,0,0,14725,3728,1657,-266,255619,4017943,0,2540730,168479,2372251,1471146,1467802,3344,6067,0,0,0,0,0,0,37911,11037,5200,21674,4174122,4142424,1548849,2240617,404024,171,403853,0,14494,59285,5212,1674178,83424,336649,64087,272562,16309,31698,0,31698,3851250,2401604,1449646
2020:Q1,6130957,448506,-654,76633,49087,27546,0,0,0,14853,357674,1658,-268,262725,5318698,0,3757408,325925,3431483,1555496,1551921,3575,5794,58716,0,58716,0,0,0,40922,11037,5200,24685,5743924,5711958,2474282,2641998,515585,328,515257,0,123074,157400,17425,1729487,99027,569082,284908,284174,26596,31966,0,31966,4921634,3421075,1500559
2020:Q2,7315144,324977,-730,83463,7192,11756,64515,0,0,15360,226884,1472,-268,57952,6853221,0,4807860,325926,4481934,2039863,2036248,3615,5498,30948,0,12108,3700,15140,0,46843,11037,5200,30606,6904673,6871148,2787035,3833777,1722098,66,1722032,0,45041,130614,16253,1827819,91952,232957,950,232007,17379,33525,1500,32025,6433217,4455402,1977815
2020:Q3,7354685,105295,-1329,66629,3479,3898,59252,0,0,16100,23895,1477,-270,1000,7169189,0,5055969,325972,4729997,2107766,2104171,3595,5454,31702,0,3423,8321,19958,0,46293,11037,5200,30056,6953583,6919691,2743246,3954210,1781704,25,1781679,0,28594,142834,18946,1892102,90030,205233,850,204383,17002,33892,1500,32392,6759286,4705529,2053757
2020:Q4,7608207,77009,-567,44574,1602,1992,40980,0,0,15119,17883,1563,-267,1000,7429389,0,5254556,325974,4928582,2167661,2164117,3544,7172,52219,0,2114,9448,40657,0,47295,11037,5200,31058,7256834,7222958,2994932,3994434,1728597,28,1728569,0,52957,152324,21867,1939490,99199,216051,9651,206400,17541,33876,1500,32376,7068220,4955871,2112349
2021:Q1,7718557,57139,-1050,41368,828,110,40430,0,0,14311,2510,1484,-268,0,7555180,0,5273242,326023,4947219,2275097,2271757,3340,6841,58723,0,115,19705,38903,0,46300,11037,5200,30063,7645369,7611400,3672702,3568695,1122040,89,1121951,0,136008,183873,33238,1995932,97604,352177,134307,217870,17826,33969,1500,32469,7470813,5210316,2260497
2021:Q2,8207371,55913,-1062,41820,500,0,41320,0,0,14587,568,1233,-267,0,8017450,0,5596511,326006,5270505,2414305,2410922,3383,6634,86161,0,0,49306,36855,0,46881,11037,5200,30644,8043306,8010487,3511630,3219885,851970,41,851929,0,30559,199202,5285,2040368,92501,1260925,991939,268986,18047,32819,0,32819,7842459,5450050,2392409
2021:Q3,8562983,32122,-699,16649,835,0,15814,0,0,15844,328,1215,-275,1,8417420,0,5831294,326008,5505286,2580995,2577657,3338,5131,65060,0,0,43305,21755,0,47440,11037,5200,31203,8423963,8390874,3859245,2609928,215211,51,215160,0,35111,207519,5737,2056838,89512,1905171,1604881,300290,16530,33089,0,33089,8269231,5700471,2568760
2021:Q4,8861049,30322,-583,13268,555,0,12713,0,0,14297,3340,1232,-276,0,8739364,0,6052055,325929,5726126,2681118,2677820,3298,6191,42154,0,0,21140,21014,0,48253,11037,5200,32016,8737585,8703708,3644277,2857174,406173,65,406108,0,35863,219930,9361,2095353,90494,2183041,1904582,278459,19216,33877,0,33877,8605304,5917426,2687878
2022:Q1,8581308,22803,-694,8804,588,0,8216,0,0,14327,366,1306,-275,0,8475798,0,5851446,325439,5526007,2618924,2615859,3065,5428,34083,0,0,15302,18781,0,47593,11037,5200,31356,8917691,8883367,3597411,3147298,651597,74,651523,0,31725,239402,7507,2127959,89108,2120984,1871970,249014,17674,34324,0,34324,8800868,6017479,2783389
2022:Q2,8149388,22336,-786,9571,2436,0,7135,0,0,13204,347,1261,-259,0,8048494,0,5563801,324467,5239334,2479631,2476724,2907,5062,28421,0,0,10771,17650,0,49136,11037,5200,32899,8876197,8841278,2955412,3267232,782503,97,782406,0,27881,218727,7480,2141551,89090,2601226,2329743,271483,17408,34919,0,34919,8763359,5990600,2772759
2022:Q3,7612161,24620,-375,11714,7200,0,4514,0,0,12981,300,1242,-259,0,7511406,0,5186546,307407,4879139,2320751,2318006,2745,4109,26090,0,0,9445,16645,0,49063,11037,5200,32826,8745516,8710454,2874800,3097726,636097,103,635994,0,22271,203805,7466,2148836,79251,2720433,2425910,294523,17495,35062,0,35062,8632599,5873710,2758889
2022:Q4,7452504,23287,-539,9064,5276,0,3788,0,0,14350,412,1209,-260,0,7353445,0,5056405,286373,4770032,2292655,2289919,2736,4385,22933,0,0,7662,15271,0,51890,11037,5200,35653,8539120,8504106,2684814,2931956,446784,99,446685,0,24039,194514,8963,2170946,86710,2889555,2553716,335839,-2219,35014,0,35014,8429414,5729247,2700167
2023:Q1,7696632,332471,-371,317714,70346,0,2672,64596,180100,14540,588,1315,-259,45000,7247525,0,4960204,277890,4682314,2282948,2280169,2779,4373,20873,0,0,6494,14379,0,49708,11037,5200,33471,8613723,8578306,3183739,2677702,177859,167,177692,0,28826,190188,9710,2187875,83244,2742659,2375171,367488,-25794,35417,0,35417,8153928,5502232,2651696
2023:Q2,7269328,289941,-329,275827,4302,0,2823,101869,166833,14224,219,1347,-259,1000,6906341,0,4702866,266055,4436811,2199246,2196533,2713,4229,17712,0,0,4396,13316,0,53247,11037,5200,37010,8289705,8254075,3046883,2897337,402636,242,402394,0,24517,167327,9746,2210185,82926,2368912,2034319,334593,-59057,35630,0,35630,7915667,5322180,2593487
2023:Q3,6679398,209251,-362,195632,4169,0,1751,107829,81883,13752,229,1477,-259,0,6397642,0,4367410,236022,4131388,2026147,2023542,2605,4085,15281,0,0,3242,12039,0,56007,11037,5200,39770,7988809,7952864,3066647,3107428,657228,339,656889,0,26840,143064,9718,2195958,74620,1863428,1557569,305859,-84639,35945,0,35945,7695462,5162137,2533325
2023:Q4,6741639,149663,-556,134047,3474,0,1395,129178,0,14815,1357,1423,-259,0,6527643,0,4403083,214361,4188722,2120694,2117991,2703,3866,9489,0,0,2055,7434,0,53681,11037,5200,37444,7696771,7660706,3134759,3251619,768986,396,768590,0,27485,150192,9720,2211474,83762,1390671,1018483,372188,-116343,36065,0,36065,7472220,4988327,2483893
2024:Q1,6421855,152839,-636,138819,6781,0,1166,130872,0,14469,187,1557,-306,3,6208323,0,4176260,192883,3983377,2028509,2025853,2656,3554,7953,0,0,1883,6070,0,51486,11037,5200,35249,7475854,7439497,3345698,3255236,775712,444,775268,0,25928,148562,13942,2217283,73809,976765,594428,382337,-138202,36357,0,36357,7251310,4812091,2439219
2024:Q2,6152876,128806,-640,115172,7715,0,1120,106337,0,14063,211,1441,-259,3,5959280,0,3993177,192930,3800247,1962516,1959891,2625,3587,6963,0,0,1713,5250,0,56643,11037,10200,35406,7236591,7200083,3053806,3254045,778207,409,777798,0,26696,139492,9715,2221266,78669,1053066,664570,388496,-160834,36508,0,36508,7031440,4646157,2385283
2024:Q3,6226123,93115,-678,80010,2785,0,1187,76038,0,13626,157,1509,-258,4717,6066321,0,4048034,193452,3854582,2015099,2012388,2711,3188,5435,0,0,1111,4324,0,55284,11037,10200,34047,7051306,7014650,2924521,3369747,886040,315,885725,0,25666,150211,9710,2222855,75265,900044,465638,434406,-179662,36656,0,36656,6881550,4551693,2329857
2024:Q4,5779485,19677,-1089,8649,3255,0,982,4412,0,10997,1120,1478,-257,-1,5695449,0,3819872,193456,3626416,1869092,1866490,2602,6485,4563,0,0,980,3583,0,58576,11037,15200,32339,6851615,6814433,2892363,3231293,722208,316,721892,0,26409,152218,9716,2234290,86452,888395,473460,414935,-197618,37182,0,37182,6752691,4473035,2279656
2025:Q1,5788025,14640,-688,3749,2830,0,919,0,0,11484,95,1555,-257,1301,5708892,0,3832193,193667,3638526,1869833,1867140,2693,6866,3719,0,0,924,2795,0,58175,11037,15200,31938,6723242,6685806,3144051,2941386,406222,436,405786,0,27887,176188,9469,2245604,76016,804604,399167,405437,-204235,37436,0,37436,6629638,4395512,2234126
