1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011:Q3,12596,929,139,4549,0,-2472,323,1115,-2241,-1669,-546,-2490,5282,7205,1125,322,5758,12596
2011:Q4,16607,930,138,4222,0,-2473,322,1115,-2241,-1669,-546,-2490,8606,8220,2145,322,5753,16607
2012:Q1,30573,-229,-108,-3348,0,12719,-251,5704,1394,5872,327,-3177,17156,7233,3838,16,3379,30573
2012:Q2,27866,-228,-107,-3136,0,12719,-251,5704,1394,5872,327,-3177,14797,6671,3286,15,3370,27866
2012:Q3,28662,-229,-108,-3156,0,12719,-251,5704,1394,5872,328,-3177,15561,6724,3345,16,3363,28662
2012:Q4,27694,-228,-108,-3124,0,12719,-251,5704,1394,5872,327,-3177,14683,6602,3230,15,3357,27694
2013:Q1,40725,-168,57,1730,0,2326,132,575,384,1235,94,-5408,33997,8097,93,415,7589,40725
2013:Q2,39782,-167,57,1931,0,2327,133,575,384,1235,95,-5408,33216,7731,-288,416,7603,39782
2013:Q3,39993,-167,57,1901,0,2327,133,575,384,1235,94,-5408,33194,7995,-35,415,7615,39993
2013:Q4,39079,-167,57,1752,0,2327,133,575,384,1235,95,-5408,32397,8026,-17,415,7628,39079
2014:Q1,13032,276,-15,-240,0,6974,-35,1966,1188,3855,389,-10594,14091,2151,39,255,1857,13032
2014:Q2,12484,277,-15,-254,0,6975,-34,1966,1188,3855,389,-10594,13721,1985,-111,254,1842,12484
2014:Q3,11128,276,-14,-231,0,6975,-34,1966,1188,3855,389,-10594,12581,1746,-338,254,1830,11128
2014:Q4,12862,277,-15,-302,0,6974,-35,1966,1188,3855,389,-10594,14400,1733,-338,255,1816,12862
2015:Q1,14224,428,11,381,0,1969,26,-1146,-25,3114,-326,1118,13038,-2395,-1060,473,-1808,14224
2015:Q2,12735,428,11,519,0,1968,25,-1146,-25,3114,-326,1118,11451,-2434,-1111,473,-1796,12735
2015:Q3,11639,428,11,591,0,1968,25,-1146,-25,3114,-326,1118,10362,-2513,-1201,473,-1785,11639
2015:Q4,15424,428,10,414,0,1969,26,-1146,-25,3114,-326,1118,14307,-2496,-1198,473,-1771,15424
2016:Q1,16681,-544,44,1522,0,7939,102,3655,1830,2352,19,-4646,5256,7091,3173,104,3814,16681
2016:Q2,16720,-544,44,1336,0,7939,102,3655,1830,2352,19,-4646,5474,7098,3193,104,3801,16720
2016:Q3,17934,-544,44,1292,0,7939,102,3655,1830,2352,20,-4646,6778,7051,3158,105,3788,17934
2016:Q4,16821,-544,43,1307,0,7939,102,3655,1830,2352,19,-4646,5943,6760,2882,104,3774,16821
2017:Q1,51600,1118,-24,-1199,0,8736,-57,3018,1502,4273,684,9040,18017,15228,-1566,477,16317,51600
2017:Q2,51179,1118,-24,-1147,0,8736,-57,3018,1502,4273,685,9040,17603,15168,-1642,477,16333,51179
2017:Q3,47523,1118,-25,-689,0,8736,-57,3018,1502,4273,684,9040,13457,15202,-1626,477,16351,47523
2017:Q4,53298,1118,-24,-835,0,8736,-57,3018,1502,4273,684,9040,19371,15208,-1636,477,16367,53298
2018:Q1,11552,-1029,41,1450,0,4923,96,2990,1452,385,-328,-1041,8319,-783,-486,494,-791,11552
2018:Q2,12886,-1028,41,1299,0,4923,96,2990,1452,385,-329,-1041,9750,-729,-443,493,-779,12886
2018:Q3,9705,-1029,41,1356,0,4923,96,2990,1452,385,-328,-1041,6504,-721,-446,493,-768,9705
2018:Q4,8855,-1029,41,1714,0,4923,96,2990,1452,385,-329,-1041,5469,-893,-631,493,-755,8855
2019:Q1,38477,1834,87,2604,0,4658,203,4347,2475,-2367,-115,-8461,20872,16998,43,206,16749,38477
2019:Q2,35829,1833,87,2730,0,4658,203,4347,2475,-2367,-116,-8461,18117,16981,-1,206,16776,35829
2019:Q3,34775,1834,87,2826,0,4658,203,4347,2475,-2367,-115,-8461,16971,16975,-33,205,16803,34775
2019:Q4,42372,1833,87,2646,0,4658,203,4347,2475,-2367,-116,-8461,24702,17023,-13,206,16830,42372
2020:Q1,30248,-1846,141,6094,0,10717,329,3698,3129,3561,184,-6526,5584,15900,4129,271,11500,30248
2020:Q2,29646,-1846,141,4343,0,10717,329,3698,3129,3561,185,-6526,7030,15602,3869,270,11463,29646
2020:Q3,23562,-1846,141,4271,0,10717,329,3698,3129,3561,184,-6526,944,15677,3981,271,11425,23562
2020:Q4,27120,-1846,142,3029,0,10718,330,3698,3129,3561,184,-6526,5855,15564,3906,270,11388,27120
2021:Q1,6919,1258,67,1556,0,21088,157,8593,3865,8473,1,-16779,-10644,10372,-89,788,9673,6919
2021:Q2,2687,1258,68,1177,0,21089,158,8593,3865,8473,1,-16779,-14419,10292,-229,787,9734,2687
2021:Q3,7035,1258,67,1966,0,21088,157,8593,3865,8473,0,-16779,-11018,10453,-132,787,9798,7035
2021:Q4,10889,1258,68,1874,0,21089,158,8593,3865,8473,1,-16779,-6989,10367,-280,787,9860,10889
2022:Q1,13718,-878,-6,-134,0,11910,-13,4068,825,7030,-884,35320,-11822,-19788,1728,729,-22245,13718
2022:Q2,10958,-877,-5,-85,0,11910,-13,4068,825,7030,-883,35320,-15050,-19372,2162,729,-22263,10958
2022:Q3,11273,-878,-6,-49,0,11910,-13,4068,825,7030,-884,35320,-14511,-19629,1919,729,-22277,11273
2022:Q4,15484,-878,-6,114,0,11910,-13,4068,825,7030,-884,35320,-9514,-20578,986,729,-22293,15484
2023:Q1,25996,-139,5,387,0,5735,12,2099,640,2984,-268,9001,14589,-3314,1871,300,-5485,25996
2023:Q2,9604,-393,14,606,0,16264,34,5953,1815,8462,-758,25528,-19578,-12079,2936,852,-15867,9604
2023:Q3,21953,-294,11,531,0,12142,25,4444,1355,6318,-567,19058,-131,-8797,2371,635,-11803,21953
2023:Q4,26878,-141,5,355,0,5827,12,2133,650,3032,-271,9146,15448,-3491,1779,305,-5575,26878
2024:Q1,6655,-346,13,332,0,14300,30,5234,1596,7440,-667,22444,-19444,-9977,3205,749,-13931,6655
2024:Q2,6862,-379,14,635,0,15658,33,5731,1747,8147,-731,24577,-21766,-11146,3305,819,-15270,6862
2024:Q3,5841,-398,14,481,0,16442,34,6018,1835,8555,-767,25806,-23977,-11760,3421,861,-16042,5841
2024:Q4,10883,-327,12,387,0,13512,28,4946,1508,7030,-630,21208,-13915,-9364,3084,707,-13155,10883
2025:Q1,11027,-376,14,1197,0,15532,33,5685,1733,8081,-725,24376,-17801,-11190,3141,813,-15144,11027
