1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q1,912246,24067,152793,2826,2582,244,66154,87814,2265,29889,-53814,83813,79937,3876,346201,120228,225973,195446,30527,0,389185,268363,85761,28798,6263,0,966060,9089,2582,244,6263,0,262591,23448,120228,118915,95052,17392,6471,352346,525,87814,264007,173311,68369,22327,2359,94,2265,29889,0,29889,309786,275383,34403,-53814
1991:Q2,920544,22201,163890,1921,442,1479,70592,87267,2013,31045,-49733,91377,87848,3529,335327,113791,221536,192007,29529,0,399126,270985,93226,28703,6212,0,970277,8133,442,1479,6212,0,255643,21664,113791,120188,96334,18570,5284,360417,424,87267,272726,174651,74656,23419,2126,113,2013,31045,0,31045,312913,279855,33058,-49733
1991:Q3,941913,27404,166901,547,232,315,76334,88060,1822,30821,-44369,90021,86395,3626,350425,117430,232995,201913,31082,0,397183,271533,91554,30083,4013,0,986282,4560,232,315,4013,0,265916,26496,117430,121990,98798,17566,5626,360072,832,88060,271180,172735,73988,24457,1898,76,1822,30821,0,30821,323016,288308,34708,-44369
1991:Q4,998184,29413,172080,949,731,218,81541,95999,1654,32078,-48190,89590,85992,3598,376624,124618,252006,221018,30988,0,420067,293861,90709,30838,4659,0,1046374,5608,731,218,4659,0,280223,28365,124618,127240,102548,19407,5285,385110,943,95999,288168,191313,71302,25553,1759,105,1654,32078,0,32078,341596,307010,34586,-48190
1992:Q1,1026739,29480,206545,564,512,52,78274,90228,1555,34997,-48506,127707,124112,3595,360308,114190,246118,216023,30095,0,430406,315223,82895,28057,4231,0,1075245,4795,512,52,4231,0,279691,28567,114190,136934,112602,18955,5377,380260,791,90228,289241,202621,63940,22680,1677,122,1555,34997,0,34997,373825,340135,33690,-48506
1992:Q2,1013708,22740,203045,1193,-166,1359,81711,96774,1420,33975,-50458,120141,116882,3259,359242,115605,243637,214128,29509,0,428681,311987,83735,31000,1960,0,1064166,3153,-166,1359,1960,0,278346,22093,115605,140648,117041,17105,6502,383338,490,96774,286074,194946,66630,24498,1577,157,1420,33975,0,33975,363778,331010,32768,-50458
1992:Q3,999667,27665,182412,382,-227,609,76304,88172,1357,32878,-46103,105725,102634,3091,374162,107133,267029,235392,31637,0,415428,306428,74179,33178,1643,0,1045769,2025,-227,609,1643,0,249853,26331,107133,116389,93976,15795,6618,386795,1227,88172,297396,212452,58384,26560,1464,107,1357,32878,0,32878,372754,338026,34728,-46103
1992:Q4,1005453,32079,180252,3928,3253,675,76473,97765,1190,33551,-56033,99851,97316,2535,375952,118019,257933,228788,29145,0,417169,306754,77796,31108,1512,0,1061485,5440,3253,675,1512,0,276393,31320,118019,127054,105594,16275,5185,387021,652,97765,288604,201160,61521,25923,1297,107,1190,33551,0,33551,357784,326104,31680,-56033
1993:Q1,966462,34533,182422,1090,337,753,75265,90005,1080,33440,-49260,106067,103285,2782,362212,106883,255329,223632,31697,0,387294,295263,62606,28274,1152,0,1015722,2242,337,753,1152,0,257218,33273,106883,117062,98315,13508,5239,360260,1174,90005,269081,196948,49098,23035,1166,86,1080,33440,0,33440,361396,326917,34479,-49260
1993:Q2,932318,27724,184869,1755,221,1534,78034,93321,932,32581,-48800,105080,102190,2890,345434,110552,234882,203038,31844,0,374291,284142,60161,28654,1335,0,981118,3090,221,1534,1335,0,254684,26786,110552,117346,98698,12939,5710,349785,854,93321,255610,185444,47222,22944,1016,84,932,32581,0,32581,339962,305228,34734,-48800
1993:Q3,945915,29934,185293,3865,947,2918,76097,98526,820,31936,-55185,105332,102329,3003,355545,106736,248809,215967,32842,0,375143,284265,60099,29244,1535,0,1001101,5400,947,2918,1535,0,252586,28338,106736,117512,98138,13696,5678,356104,1482,98526,256096,186127,46403,23566,934,114,820,31936,0,31936,354141,318296,35845,-55185
1993:Q4,956459,34951,185616,1003,909,94,76893,95359,861,32145,-51472,107720,104529,3191,359242,114048,245194,208961,36233,0,376650,280906,64484,29686,1574,0,1007931,2577,909,94,1574,0,265159,33831,114048,117280,96420,15241,5619,354136,981,95359,257796,184486,49243,24067,1000,139,861,32145,0,32145,352914,313490,39424,-51472
1994:Q1,962090,35733,193624,907,444,463,73482,98697,746,29584,-55545,119235,115964,3271,368481,113471,255010,218356,36654,0,364252,272564,61286,29224,1178,0,1017634,2085,444,463,1178,0,258902,34953,113471,110478,90283,14448,5747,351907,614,98697,252596,182281,46838,23477,912,166,746,29584,0,29584,374245,334320,39925,-55545
1994:Q2,971360,33358,215606,1567,866,701,77341,94029,817,27212,-44717,136698,133303,3395,356310,111428,244882,211593,33289,0,366086,268413,67911,28737,1026,0,1016077,2593,866,701,1026,0,256289,32473,111428,112388,92482,13590,6316,347462,760,94029,252673,175931,54321,22421,942,125,817,27212,0,27212,381580,344896,36684,-44717
1994:Q3,984719,30054,223186,692,188,504,83349,99640,952,27106,-44349,139146,135941,3205,362993,115371,247622,217398,30224,0,368486,270677,68958,27374,1477,0,1029068,2169,188,504,1477,0,252491,29289,115371,107831,88393,13966,5472,359463,645,99640,259178,182284,54992,21902,1072,120,952,27106,0,27106,386768,353339,33429,-44349
1994:Q4,1015011,30789,249437,-493,-716,223,83855,103358,1303,23208,-44014,166075,162421,3654,370003,117990,252013,219095,32918,0,364782,263219,73022,27117,1424,0,1059025,931,-716,223,1424,0,252396,29691,117990,104715,83797,14902,6016,362953,952,103358,258643,179422,58120,21101,1449,146,1303,23208,0,23208,418088,381516,36572,-44014
1995:Q1,1017365,30009,250635,141,57,84,79846,96961,1095,23491,-41701,170647,167031,3616,361276,111518,249758,219030,30728,0,375445,274423,74525,26530,-34,0,1059065,108,57,84,-34,0,249396,29454,111518,108424,87895,14887,5642,364434,419,96961,267054,186528,59638,20888,1231,136,1095,23491,0,23491,420405,386061,34344,-41701
1995:Q2,1058715,24946,249129,509,292,217,84348,102832,1339,23500,-43323,164273,160736,3537,389023,117398,271625,241230,30395,0,395617,291658,80482,25948,-2471,0,1102038,-1962,292,217,-2471,0,246555,24038,117398,105119,85733,13978,5408,396561,760,102832,292969,205925,66504,20540,1487,148,1339,23500,0,23500,435898,401966,33932,-43323
1995:Q3,1019550,23432,231466,494,73,421,79955,94657,1042,24316,-40060,151017,147298,3719,386964,113048,273916,242689,31227,0,377688,281434,73127,26667,-3540,0,1059610,-3046,73,421,-3540,0,230412,22828,113048,94536,73113,15025,6398,381822,473,94657,286692,208321,58102,20269,1173,131,1042,24316,0,24316,424933,389987,34946,-40060
1995:Q4,999299,29611,204248,242,107,135,55967,81593,1393,24504,-51523,148039,143432,4607,389167,94971,294196,259506,34690,0,376273,298127,53388,28207,-3449,0,1050822,-3207,107,135,-3449,0,214626,28557,94971,91098,74714,10203,6181,371065,848,81593,288624,223413,43185,22026,1599,206,1393,24504,0,24504,442235,402938,39297,-51523
1996:Q1,949429,24740,188046,71,28,43,56942,71528,1292,27079,-42957,131032,125918,5114,373795,93041,280754,245114,35640,0,362849,277535,59974,28785,-3446,0,992386,-3375,28,43,-3446,0,209861,24173,93041,92647,73483,12673,6491,345629,454,71528,273647,204052,47301,22294,1405,113,1292,27079,0,27079,411786,371032,40754,-42957
1996:Q2,941046,24594,181141,446,-190,636,52022,72323,1339,25518,-47158,128673,123390,5283,366399,90434,275965,241897,34068,0,368911,285486,53908,33002,-3485,0,988203,-3039,-190,636,-3485,0,213907,23852,90434,99621,79135,12934,7552,345684,586,72323,272775,206351,40974,25450,1495,156,1339,25518,0,25518,404638,365287,39351,-47158
1996:Q3,941504,20997,182026,2294,640,1654,47387,71812,1324,24401,-50150,132344,128155,4189,355275,88020,267255,235395,31860,0,383206,291651,61843,29658,54,0,991653,2348,640,1654,54,0,216681,20243,88020,108418,85597,16188,6633,347195,649,71812,274734,206054,45655,23025,1429,105,1324,24401,0,24401,399599,363550,36049,-50150
1996:Q4,1018226,24524,195756,4381,4296,85,46352,69519,1239,23884,-48290,145023,141149,3874,383511,88397,295114,265334,29780,0,414435,322842,59468,32009,117,0,1066517,4498,4296,85,117,0,232724,23231,88397,121096,97940,15957,7200,363860,1119,69519,293222,224902,43511,24809,1413,174,1239,23884,0,23884,440137,406483,33654,-48290
1997:Q1,1083008,21845,210223,3479,-519,3998,54633,66094,1285,26368,-39114,152111,148039,4072,397985,92140,305845,275329,30516,0,452955,345522,72702,33004,1727,0,1122122,5206,-519,3998,1727,0,240738,21094,92140,127504,95666,24404,7434,390471,653,66094,323724,249856,48298,25570,1383,98,1285,26368,0,26368,457956,423368,34588,-39114
1997:Q2,1113580,23219,214449,2355,461,1894,53360,68952,1298,25197,-42087,158734,154572,4162,405190,90455,314735,283403,31332,0,470722,360936,71944,36340,1503,0,1155667,3858,461,1894,1503,0,234741,22063,90455,122223,91425,22887,7911,416968,1019,68952,346997,269511,49057,28429,1435,137,1298,25197,0,25197,473469,437975,35494,-42087
1997:Q3,1070743,21791,191100,50,-263,313,33027,65377,1246,22734,-56330,158023,154179,3844,393367,79751,313616,283873,29743,0,464485,364392,61612,36919,1563,0,1127073,1613,-263,313,1563,0,219755,21045,79751,118959,89481,21189,8289,409931,590,65377,343964,274911,40423,28630,1402,156,1246,22734,0,22734,471639,438052,33587,-56330
1997:Q4,1207142,30838,226739,2754,719,2035,23672,66524,1218,25269,-69339,200313,196272,4041,429522,79128,350394,322397,27997,0,520042,422648,57615,38138,1642,0,1276481,4396,719,2035,1642,0,257351,27785,79128,150438,123513,18057,8868,437397,2910,66524,367963,299135,39558,29270,1361,143,1218,25269,0,25269,550707,518669,32038,-69339
1998:Q1,1097380,24445,216587,1531,1502,29,22300,56929,1176,27117,-62922,192756,188764,3992,372544,71014,301530,275466,26064,0,483804,399729,45986,36488,1601,0,1160302,3132,1502,29,1601,0,224832,23417,71014,130401,104145,16663,9593,409607,876,56929,351802,295584,29323,26895,1328,152,1176,27117,0,27117,494286,464230,30056,-62922
1998:Q2,1145403,23651,230985,2379,1416,963,24916,53658,1359,28364,-58465,203690,198426,5264,390657,66794,323863,295469,28394,0,500110,420132,39758,38438,1782,0,1203868,4161,1416,963,1782,0,230310,21801,66794,141715,116278,14653,10784,411964,1693,53658,356613,303854,25105,27654,1516,157,1359,28364,0,28364,527553,493895,33658,-58465
1998:Q3,1231352,25706,237500,-175,-1230,1055,25229,54509,1251,28490,-59021,212446,207243,5203,434039,60051,373988,346971,27017,0,534106,451658,45068,35373,2007,0,1290372,1832,-1230,1055,2007,0,211588,24803,60051,126734,101867,15233,9634,460646,772,54509,405365,349791,29835,25739,1382,131,1251,28490,0,28490,586434,554214,32220,-59021
1998:Q4,1270753,26306,234364,1653,1636,17,6942,50314,1831,32857,-78060,225769,219170,6599,457699,54314,403385,375583,27802,0,552384,463014,51145,36459,1767,0,1348813,3420,1636,17,1767,0,229881,25146,54314,150421,120174,18965,11283,451508,998,50314,400196,342840,32180,25176,1993,162,1831,32857,0,32857,629154,594753,34401,-78060
1999:Q1,1214688,22541,241608,-636,-882,246,22676,48916,1459,35493,-63192,219568,214430,5138,428570,60246,368324,346244,22080,0,521969,447164,40777,34055,-28,0,1277880,-664,-882,246,-28,0,220364,21848,60246,138270,112416,16141,9713,433185,543,48916,383726,334748,24636,24342,1609,150,1459,35493,0,35493,587892,560674,27218,-63192
1999:Q2,1259070,22156,262141,492,272,220,21963,48306,1129,35740,-63212,239686,234936,4750,436738,58269,378469,357574,20895,0,538035,465521,40151,32295,68,0,1322282,560,272,220,68,0,208610,20817,58269,129524,102987,16427,10110,457957,1208,48306,408443,362534,23724,22185,1260,131,1129,35740,0,35740,618155,592510,25645,-63212
1999:Q3,1252463,21684,258766,545,65,480,24580,54837,1503,35160,-66920,233641,228464,5177,445602,64330,381272,358593,22679,0,526410,451303,45287,29768,53,0,1319383,598,65,480,53,0,199265,21042,64330,113893,86457,17759,9677,467795,493,54837,412465,364846,27528,20091,1652,149,1503,35160,0,35160,614913,587057,27856,-66920
1999:Q4,1343381,24027,292031,-4,-237,233,28245,71132,2100,43214,-88201,263790,257435,6355,467588,77750,389838,368875,20963,0,559736,491384,41106,27197,49,0,1431582,45,-237,233,49,0,230484,22443,77750,130291,104150,17661,8480,501964,1436,71132,429396,387234,23445,18717,2248,148,2100,43214,0,43214,653628,626310,27318,-88201
2000:Q1,1310805,18196,292292,23,-213,236,27738,57974,1774,44959,-76969,264532,260140,4392,406799,67060,339739,320986,18753,0,593517,525086,41044,27352,36,0,1387774,59,-213,236,36,0,214904,17147,67060,130697,106399,15468,8830,521216,457,57974,462785,418687,25576,18522,1917,143,1774,45408,449,44959,604271,581126,23145,-76969
2000:Q2,1386300,18513,357251,500,-12,512,31310,62030,1895,40292,-72907,325441,320236,5205,412179,71599,340580,320526,20054,0,598357,533526,38374,26426,32,0,1459207,532,-12,512,32,0,236035,17230,71599,147206,123198,15065,8943,513767,617,62030,451120,410328,23309,17483,2079,184,1895,40774,482,40292,666021,640762,25259,-72907
2000:Q3,1391196,17624,350526,744,372,372,20466,57898,1311,40079,-78822,329316,323741,5575,409096,67198,341898,322766,19132,0,613950,549255,37420,27237,38,0,1470018,782,372,372,38,0,234828,16634,67198,150996,127148,14121,9727,521246,432,57898,462916,422107,23299,17510,1417,106,1311,40531,452,40079,671214,646507,24707,-78822
2000:Q4,1471260,19045,373743,1011,901,110,32578,58967,1555,41962,-69906,340154,334337,5817,433774,80088,353686,334978,18708,0,644698,578464,35584,30599,51,0,1541166,1062,901,110,51,0,261498,17952,80088,163458,137726,14929,10803,540633,477,58967,481189,440738,20655,19796,1708,153,1555,42425,463,41962,693840,669315,24525,-69906
2001:Q1,1472680,17828,334296,202,180,22,34826,54794,1789,53673,-75430,299268,294702,4566,433937,66605,367332,351613,15719,0,686618,619845,34044,32685,44,0,1548109,246,180,22,44,0,253203,16758,66605,169840,143508,13420,12912,572084,556,54794,516734,476337,20624,19773,1865,76,1789,54111,438,53673,666600,646315,20285,-75430
2001:Q2,1486324,18647,341686,-224,-374,150,31850,50320,1628,58922,-79020,310059,305026,5033,438955,70762,368193,350756,17437,0,687036,629599,33003,24393,41,0,1565343,-184,-374,150,41,0,247462,17642,70762,159058,134462,13241,11355,578717,460,50320,527937,495137,19762,13038,1721,93,1628,59374,452,58922,678252,655782,22470,-79020
2001:Q3,1462940,24937,348757,-461,-549,88,27221,46992,2455,48705,-70931,321996,316234,5762,424264,71124,353140,335776,17364,0,664982,610963,30015,23935,69,0,1533870,-393,-549,88,69,0,270548,23715,71124,175709,150562,13158,11988,536825,628,46992,489205,460401,16857,11947,2520,65,2455,49234,529,48705,675136,652010,23126,-70931
2001:Q4,1634326,17478,390327,11,-23,34,36618,49487,2704,57295,-72868,353698,348806,4892,492357,79761,412596,397329,15267,0,734164,685522,28540,20033,69,0,1707194,80,-23,34,69,0,268780,16245,79761,172774,150180,14175,8419,611435,627,49487,561321,535342,14365,11614,2771,67,2704,57834,539,57295,766294,746135,20159,-72868
2002:Q1,1674199,22415,357681,-456,-476,20,52836,54525,1579,57402,-60670,305301,301615,3686,536296,92469,443827,432139,11688,0,757807,705014,35343,17393,58,0,1734869,-399,-476,20,58,0,280873,21134,92469,167270,140498,19091,7681,645568,563,54525,590480,564516,16252,9712,1684,105,1579,58015,613,57402,749128,733754,15374,-60670
2002:Q2,1699842,22324,356367,-54,-238,184,41730,45743,2657,63672,-70342,314691,311678,3013,525169,79015,446154,434995,11159,0,795982,738667,37329,19909,78,0,1770185,24,-238,184,78,0,277915,20680,79015,178220,141958,25052,11211,664407,980,45743,617684,596709,12277,8698,2727,70,2657,64266,594,63672,760845,746673,14172,-70342
2002:Q3,1609683,23168,339454,573,396,177,39903,48172,2629,66437,-77335,298978,295489,3489,516554,76971,439583,428568,11015,0,730508,676094,38724,15685,5,0,1687018,578,396,177,5,0,261473,21329,76971,163173,126840,27116,9217,616444,942,48172,567330,549254,11608,6468,2707,78,2629,67256,819,66437,738561,724057,14504,-77335
2002:Q4,1717104,22541,378133,458,418,40,34738,46020,2383,62275,-75940,342937,339246,3691,542035,70062,471973,459485,12488,0,774395,717615,35096,11346,10338,0,1793044,10796,418,40,10338,0,246502,20564,70062,155876,126399,23492,5985,655433,1232,46020,608181,591216,11604,5361,2484,101,2383,62919,644,62275,814910,798731,16179,-75940
2003:Q1,1930982,26787,499238,-1167,-1197,30,34071,41429,2974,81369,-91701,466334,462540,3794,508230,70806,437424,425454,11970,0,896727,835287,34690,16455,10295,0,2022683,9128,-1197,30,10295,0,383659,24974,70806,287879,260629,20850,6400,641108,1126,41429,598553,574658,13840,10055,3049,75,2974,81981,612,81369,903758,887994,15764,-91701
2003:Q2,1968801,27720,460376,243,-525,768,28963,48227,2850,79705,-101819,431170,426976,4194,549702,77358,472344,460767,11577,0,931003,870061,33733,16873,10336,0,2070620,10579,-525,768,10336,0,385493,25711,77358,282424,257054,18899,6471,687615,1145,48227,638243,613007,14834,10402,2995,145,2850,80424,719,79705,903514,887743,15771,-101819
2003:Q3,1934548,29141,479124,-322,-496,174,40071,46257,2310,73902,-82398,439375,434845,4530,532424,75883,456541,441838,14703,0,893859,825743,41138,16607,10371,0,2016946,10049,-496,174,10371,0,358934,25892,75883,257159,226615,25588,4956,675010,2424,46257,626329,599128,15550,11651,2397,87,2310,74640,738,73902,895916,876683,19233,-82398
2003:Q4,1897942,23058,497233,-257,-319,62,37390,49825,2344,68069,-82848,460100,455799,4301,504630,77113,427517,415241,12276,0,873021,809994,33929,16851,12247,0,1980790,11990,-319,62,12247,0,356262,21206,77113,257943,231861,21173,4909,653510,854,49825,602831,578133,12756,11942,2468,124,2344,68943,874,68069,887617,871040,16577,-82848
2004:Q1,2022912,24955,503581,-525,-589,64,51277,53853,3058,77728,-83362,452829,448773,4056,527450,83159,444291,430368,13923,0,966926,898182,39336,17221,12187,0,2106274,11662,-589,64,12187,0,375678,22715,83159,269804,239405,24437,5962,739902,1114,53853,684935,658777,14899,11259,3184,126,3058,78728,1000,77728,897120,879141,17979,-83362
2004:Q2,2075911,29628,548882,486,163,323,61678,55108,2626,68054,-64110,486718,482071,4647,523749,91501,432248,417503,14745,0,973652,901411,40888,19136,12217,0,2140021,12703,163,323,12217,0,381514,27693,91501,262320,227378,27246,7696,755089,866,55108,699115,674033,13642,11440,2730,104,2626,69019,965,68054,918966,899574,19392,-64110
2004:Q3,2072833,24664,522280,2075,1839,236,64729,61409,2961,65568,-65209,455476,452137,3339,541761,94011,447750,434778,12972,0,984128,912371,40722,18790,12245,0,2138042,14320,1839,236,12245,0,384268,22619,94011,267638,235811,24819,7008,766706,1052,61409,704245,676560,15903,11782,3083,122,2961,66439,871,65568,903226,886915,16311,-65209
2004:Q4,2175793,24043,545703,968,925,43,72432,64587,3388,66091,-61634,472303,469313,2990,595792,98720,497072,484849,12223,0,1010255,932139,46359,20317,11440,0,2237427,12408,925,43,11440,0,362250,22366,98720,241164,205747,27697,7720,822951,713,64587,757651,726392,18662,12597,3505,117,3388,66938,847,66091,969375,954162,15213,-61634
2005:Q1,2070970,24984,533630,-1361,-1413,52,71831,58490,3351,68922,-58932,463160,459218,3942,563728,106094,457634,443884,13750,0,948628,870916,42127,24238,11347,0,2129902,9986,-1413,52,11347,0,353812,23111,106094,224607,193285,23167,8155,771855,691,58490,712674,677631,18960,16083,3620,269,3351,69835,913,68922,920794,903102,17692,-58932
2005:Q2,2252969,23108,572298,-742,-977,235,54286,58261,3607,61944,-69526,518754,514400,4354,600447,88055,512392,497505,14887,0,1057116,999493,25988,20261,11374,0,2322495,10632,-977,235,11374,0,400422,21002,88055,291365,271580,12857,6928,813779,1141,58261,754377,727913,13131,13333,3798,191,3607,62718,774,61944,1031146,1011905,19241,-69526
2005:Q3,2425160,21927,589543,599,-311,910,58792,61133,3103,60466,-65910,530152,524687,5465,670960,101318,569642,553851,15791,0,1142730,1077739,28671,24917,11403,0,2491070,12002,-311,910,11403,0,409212,20101,101318,287793,265823,12204,9766,905557,890,61133,843534,811916,16467,15151,3278,175,3103,61227,761,60466,1099794,1078538,21256,-65910
2005:Q4,2450407,19043,567080,957,885,72,57578,55934,2776,59616,-60748,508545,503445,5100,700531,95648,604883,587836,17047,0,1163753,1095234,35058,25326,8135,0,2511155,9092,885,72,8135,0,395609,17135,95648,282826,256966,15069,10791,929621,895,55934,872792,838268,19989,14535,3044,268,2776,60361,745,59616,1113428,1091281,22147,-60748
2006:Q1,2584360,21022,596936,-290,-856,566,54106,50235,2470,67193,-65792,543120,536410,6710,731663,88730,642933,623749,19184,0,1234739,1171851,30603,23963,8322,0,2650152,8032,-856,566,8322,0,403609,19134,88730,295745,269493,16177,10075,981833,926,50235,930672,902358,14426,13888,2697,227,2470,67928,735,67193,1186053,1160159,25894,-65792
2006:Q2,2644786,20963,648677,-746,-1037,291,54791,49349,2348,59085,-55991,594632,587060,7572,705655,86006,619649,600709,18940,0,1269491,1210104,24991,25629,8767,0,2700777,8021,-1037,291,8767,0,447019,18957,86006,342056,315272,14818,11966,968923,906,49349,918668,894832,10173,13663,2630,282,2348,59903,818,59085,1214281,1187769,26512,-55991
2006:Q3,2661561,17330,644663,-777,-1099,322,73767,51256,2271,57881,-37641,571673,565254,6419,740569,101011,639558,624149,15409,0,1258999,1203601,24092,22624,8682,0,2699202,7905,-1099,322,8682,0,388041,15824,101011,271206,245915,14567,10724,1031035,668,51256,979111,957686,9525,11900,2459,188,2271,58531,650,57881,1211231,1189403,21828,-37641
2006:Q4,2849634,18699,672802,-266,-333,67,56921,54644,2623,61050,-61396,616147,608687,7460,806509,102413,704096,686092,18004,0,1351624,1289453,24966,28254,8951,0,2911030,8685,-333,67,8951,0,395366,17189,102413,275764,245769,13966,16029,1122157,604,54644,1066909,1043684,11000,12225,2911,288,2623,61668,618,61050,1320243,1294779,25464,-61396
2007:Q1,2996335,18140,675594,-843,-870,27,65249,50018,2524,75552,-62845,611188,603797,7391,819958,108697,711261,693432,17829,0,1482643,1422353,25836,25321,9133,0,3059180,8290,-870,27,9133,0,433064,16656,108697,307711,280603,13865,13243,1216556,739,50018,1165799,1141750,11971,12078,2701,177,2524,76120,568,75552,1322449,1297229,25220,-62845
2007:Q2,3052574,16994,706009,-1097,-1301,204,55639,51526,1985,68848,-66720,651467,642487,8980,815977,96832,719145,699526,19619,0,1513594,1437600,33808,33003,9183,0,3119294,8086,-1301,204,9183,0,440908,15230,96832,328846,288748,21241,18857,1228087,996,51526,1175565,1148852,12567,14146,2143,158,1985,69458,610,68848,1370612,1342013,28599,-66720
2007:Q3,3078220,22733,714636,-520,-722,202,60080,55517,2726,58726,-56889,655076,648408,6668,843483,92039,751444,736725,14719,0,1497368,1410182,39094,38320,9772,0,3135109,9252,-722,202,9772,0,405144,21153,92039,291952,251270,20714,19968,1251948,787,55517,1195644,1158912,18380,18352,2907,181,2726,59338,612,58726,1406520,1385133,21387,-56889
2007:Q4,3381852,20512,818917,48617,-19,48636,58453,51819,2474,59960,-55800,711847,704116,7731,869911,94232,775679,762408,13271,0,1672512,1561290,39872,37198,10152,24000,3437652,82769,-19,48636,10152,24000,453085,18914,94232,339939,297177,22422,20340,1351218,978,51819,1298421,1264113,17450,16858,2603,129,2474,60451,491,59960,1487526,1466524,21002,-55800
2008:Q1,3582182,23975,881280,110737,-555,111292,50071,56021,2475,83593,-92018,720472,713875,6597,849470,88073,761397,748713,12684,0,1827457,1709658,37123,48253,11423,21000,3674200,143160,-555,111292,11423,21000,547921,21951,88073,437897,388415,23342,26140,1414273,1115,56021,1357137,1321243,13781,22113,2649,174,2475,84328,735,83593,1481869,1462588,19281,-92018
2008:Q2,3466261,33306,868485,173551,-638,174189,52273,58998,2517,74383,-83625,642661,635084,7577,799056,83422,715634,703029,12605,0,1765414,1611222,36898,44733,10561,62000,3549886,246112,-638,174189,10561,62000,469437,31737,83422,354278,306330,22442,25506,1398263,690,58998,1338575,1304892,14456,19227,2718,201,2517,75061,678,74383,1358295,1338113,20182,-83625
2008:Q3,3980509,216093,1058496,299103,-954,300057,30413,63264,2402,62553,-97806,728980,719344,9636,799416,73959,725457,707511,17946,0,1906504,1522909,35883,50018,9431,288263,4078315,596797,-954,300057,9431,288263,614505,180584,73959,359962,312303,20608,27051,1346202,34090,63264,1248848,1210606,15275,22967,2633,231,2402,63741,1188,62553,1454437,1426855,27582,-97806
2008:Q4,5257633,791782,1427346,558201,-1494,559695,41138,52691,1360,67223,-80136,828007,816291,11716,908220,76339,831881,812895,18986,0,2130285,1491897,31791,42617,10252,553728,5337769,1122181,-1494,559695,10252,553728,1085024,546942,76339,461743,415406,26830,19507,1396207,238954,52691,1104562,1076491,4961,23110,3230,1870,1360,71239,4016,67223,1659888,1629186,30702,-80136
2009:Q1,4867183,759686,1399343,537735,-3075,540810,61639,43385,1711,71173,-54630,799969,794601,5368,840981,66533,774448,764580,9868,0,1867173,1479830,29553,38977,8896,309917,4921813,856548,-3075,540810,8896,309917,1030204,519732,66533,443939,403292,22479,18168,1361429,213623,43385,1104421,1076538,7074,20809,4308,2597,1711,94907,23734,71173,1574417,1559181,15236,-54630
2009:Q2,4272644,615443,1210373,325680,-2831,328511,86391,41362,1386,68715,-25072,798302,791019,7283,768789,71557,697232,685238,11994,0,1678039,1496177,23470,34643,9164,114585,4297716,449429,-2831,328511,9164,114585,857289,445521,71557,340211,307696,17317,15198,1400907,145466,41362,1214079,1188481,6153,19445,3291,1905,1386,91266,22551,68715,1495534,1476257,19277,-25072
2009:Q3,4520975,835319,1147402,204697,-2535,207232,87263,38923,1436,74857,-27953,855442,845880,9562,846816,64300,782516,768935,13581,0,1691438,1563026,23788,36624,11244,56756,4548928,272697,-2535,207232,11244,56756,1034363,588185,64300,381878,355845,11191,14842,1509886,229403,38923,1241560,1207181,12597,21782,2807,1371,1436,91217,16360,74857,1637958,1614815,23143,-27953
2009:Q4,4596260,952697,1054711,94521,-2097,96618,82700,33899,1774,68501,-21474,877490,867768,9722,866981,67037,799944,787336,12608,0,1721871,1641089,22167,37402,10941,10272,4617734,115734,-2097,96618,10941,10272,1169767,634696,67037,468034,440579,11459,15996,1550612,284089,33899,1232624,1200510,10708,21406,4190,2416,1774,99997,31496,68501,1677434,1655104,22330,-21474
2010:Q1,4523374,1044109,907617,9898,-1625,11523,82139,31590,2000,80032,-31483,815580,805978,9602,902376,75367,827009,813390,13619,0,1669272,1587933,27683,43080,10576,0,4554857,20474,-1625,11523,10576,0,1212627,677168,75367,460092,427728,13776,18588,1561627,331433,31590,1198604,1160205,13907,24492,3876,1876,2000,113664,33632,80032,1642589,1619368,23221,-31483
2010:Q2,4406954,956349,911288,-1275,-1948,673,83310,31594,2499,82621,-33404,829253,819263,9990,874953,78432,796521,784691,11830,0,1664364,1575265,33223,44491,10140,1245,4440358,10110,-1948,673,10140,1245,1191182,627460,78432,485290,447219,18199,19872,1498334,299051,31594,1167689,1128046,15024,24619,5389,2890,2499,109569,26948,82621,1625774,1603954,21820,-33404
2010:Q3,4544651,929705,915621,-1278,-1574,296,87630,33565,1897,77493,-25325,829269,821300,7969,939147,81944,857203,847076,10127,0,1760178,1668530,34139,46301,11147,61,4569976,9930,-1574,296,11147,61,1134386,573067,81944,479375,442043,16482,20850,1618195,315035,33565,1269595,1226487,17657,25451,5261,3364,1897,115732,38239,77493,1686472,1668376,18096,-25325
