1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020:Q2,-2806277,-1344500,-2500,-58364,55864,-403165,-15044,-388121,0,312,-16548,0,-120040,-542052,16,-377800,-3287043,17332,-2,50976,-819094,916060,42800,873260,-99912,2024,-101936,-128,-696,568,2532,-4480,2600,-9748,-2754999,125504,284360,-82808,-803188,78992,6760,-280608,480766,-1135832,-1135800,-32
2020:Q3,23048,-110896,-45840,-55780,9940,171204,-15296,186500,-4,132,16972,0,-38076,131232,56,-101732,-25779,-10256,-2,6012,-227810,-248808,-48584,-200224,135792,576,135216,188,192,-4,528,8764,2600,-5048,433197,-118852,-72380,-36520,-12564,58924,1620,22316,48826,-400,-400,0
2020:Q4,496770,43272,-32548,4072,-36620,-39394,-23088,-16306,0,-332,-28432,0,16572,244060,-72,293644,747355,33236,0,13984,0,160740,22124,138616,-49944,-3608,-46336,-1060,-260,-800,-3640,-9904,2596,20220,59119,154596,22268,-52056,172260,19372,-840,154352,-250585,35204,35204,0
2021:Q1,-609357,544504,66312,-6580,72892,120551,48100,72451,0,-88,-7168,396,-13348,-802376,436,-518576,-559052,-58424,0,-12024,-4000,-975748,8604,-984352,-63768,2620,-66388,-204,-4,-200,356,-2176,332,41748,828436,76496,-262772,91000,-336344,-47728,-8936,265704,-50305,498624,462624,36000
2021:Q2,3095995,3634992,-177368,152,-177520,-71957,23544,-95501,-4,-40,3768,-396,-30420,-92404,-164,-170012,1962775,56488,0,90712,0,23112,-940,24052,-126160,-3572,-122588,-916,4,-920,1048,2528,328,21348,1689591,60680,439900,-25452,-418448,-54384,3412,173536,1133220,3430528,2919132,511396
2021:Q3,2731435,2576984,30384,-9844,40228,106823,-15424,122247,-20,-216,8548,0,-20076,16696,136,12176,2558338,-36608,0,22172,4,-50544,-6456,-44088,92852,640,92212,172,200,-28,-1080,4804,332,-35728,2256442,-29640,-166404,15992,311288,57176,-508,133608,173098,2451768,2335400,116368
2021:Q4,1289235,1111480,41168,-10836,52004,-225469,-59516,-165953,0,-148,1000,0,46700,62636,-272,252140,1450559,-2488,0,18304,-4,119944,-388,120332,-94064,-284,-93780,-200,-200,0,-388,1336,328,51284,933487,13036,-21972,-18140,176572,-16096,-1192,272672,-161324,1198804,1202880,-4076
2022:Q1,-462485,-248228,-19784,10268,-30052,146343,58988,87355,0,-108,11520,0,-39884,-187236,160,-125268,-58601,14372,0,-29040,0,-75956,-12464,-63492,25140,1088,24052,-80,-4,-76,-2980,-7660,-4272,-29404,-154917,-30508,33996,39672,276084,-33268,936,-41044,-403885,-130448,-326360,195912
2022:Q2,1761584,1920968,50144,35948,14196,-225844,-24480,-201364,0,132,5956,0,-23412,40324,-192,-6492,850317,-20556,0,23376,0,-70048,-18756,-51292,29112,-496,29608,-24,-24,0,868,-7464,-4268,2648,450833,52164,236372,57488,84344,23948,2932,46080,911266,1831092,1619280,211812
2022:Q3,734170,476828,32804,44460,-11656,-59150,14540,-73690,0,128,30840,0,10868,319216,4,-77368,1017147,1468,0,-6016,0,107992,7760,100232,49764,-320,50084,-264,-64,-200,516,-1432,-4272,52524,667179,6336,108780,74224,-59880,21700,-876,73628,-282977,384668,630800,-246132
2022:Q4,798600,676488,33784,6156,27628,-114532,-48080,-66452,608,320,14876,0,-22904,50660,-108,159408,1178592,18156,0,10072,0,91420,25672,65748,-146424,152,-146576,-272,-272,0,2108,-4956,-4268,55884,960672,-3228,-208964,-97144,524024,-408,-1884,-113340,-379993,511224,476120,35104
2023:Q1,2194818,-587584,415480,-24832,440312,269786,15060,254726,-336,1736,-2116,0,83396,1569760,148,444548,3456266,10008,0,38264,180000,-24800,-14548,-10252,285288,-84,285372,-100,-100,0,-1600,632,-3000,25728,1347786,35480,443368,83744,796424,-2392,4284,320896,-1261447,-714180,-435120,-279060
2023:Q2,-699960,-1494988,-102344,-3224,-99120,179776,59692,120084,-100,1800,8816,0,-30220,143548,-160,593912,-1119869,108,0,11296,-176000,-196516,-29456,-167060,52548,220,52328,16,16,0,-2012,2188,-2280,-147552,-464777,27000,54144,49928,-90964,-7528,-2708,-176832,419909,-1363408,-1299384,-64024
2023:Q3,-1752060,-2021936,-41728,-2116,-39612,-19092,-19068,-24,16,3844,-92,0,60676,51396,-4,214860,-866383,-8424,0,-13636,-4000,-14940,22496,-37436,-63760,-68,-63692,-8,-8,0,-1120,1104,-1952,143828,-1045627,-61372,-289972,-49124,-134876,-2860,3060,628172,-885677,-1907000,-1688176,-218824
2023:Q4,-1263634,-1891028,-35564,-34300,-1264,-81114,-44304,-36810,-188,1744,-7952,0,-44252,170932,0,623788,-847678,-13992,-2,40660,-2,199384,-28704,228088,5644,-820,6464,-32,-32,0,-3044,0,-1860,17608,-1080466,-19264,-127764,-116788,86396,4056,1224,43776,-415956,-2156344,-2061080,-95264
2024:Q1,-879097,-1655624,4768,-11144,15912,180671,39944,140727,0,984,1736,0,-2248,682932,0,-92316,-390240,29608,0,12652,12,-207864,10708,-218572,121344,-80,121424,-4,-4,0,652,-692,-1432,17308,-827948,-12456,221436,22404,138380,-9196,-1120,129080,-488857,-1696220,-1723628,27408
2024:Q2,1071146,305204,154616,-9052,163668,33606,-924,34530,0,3684,1600,0,18148,394888,0,159400,666420,-22604,74,23624,74,74568,-9736,84304,-4904,-48,-4856,12,12,0,1572,-740,-1484,42020,442380,-4068,-230784,11944,193892,1600,-1656,152844,404726,280568,321928,-41360
2024:Q3,-107471,-612088,-344,-2168,1824,-512391,25844,-538235,0,216,13492,0,74168,513044,0,416432,1376604,15284,96,50868,10484,299952,1160,298792,5980,580,5400,-12,-12,0,1360,804,-3152,24584,401092,-3820,-19052,32600,491856,-356,-376,101012,-1484075,-795728,-753884,-41844
2024:Q4,-1520755,-46596,-88680,-7188,-81492,-162267,-48608,-113659,0,-6428,5656,0,-24388,-687008,-4,-511040,-925505,47468,20,-16368,-10380,-102052,3300,-105352,-20652,-692,-19960,-4,-4,0,-908,-372,-3060,63232,-198181,-10560,142700,-92028,-567404,2004,-2016,-248972,-595250,31288,-189400,220688
2025:Q1,2428426,-335164,57192,10124,47068,237581,58092,179489,0,408,14256,0,50588,1443308,0,960257,3171914,43672,75,20696,5279,46828,11516,35312,288876,-156,289032,8,8,0,192,1844,-2708,66196,1107213,-1272,64132,106660,960100,7828,-780,563736,-743489,-297172,-134968,-162204
