1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1992:Q3,495580,155456,122066,29708,648,112652,26119,46841,2090,588867,255868,186062,38671,104631,3635,-93287,54482,239,-3965,-35079,-38924,78963,1506,-119393,3034,173,13429,553,-109,0,-1289,5677,1156,-1963,5880,-249,853,-11508,-7328,0,-4180,207,381,1118,-2449,-159,-2990,122427,0,85,0,89415,73563,2257,13595,15191,0,15191,167,2890,14679,3845,9586,128979
1992:Q4,504037,158016,122835,32386,676,110159,25926,50519,3520,620890,270595,187842,45181,104199,13073,-116852,55166,344,-4068,-57962,-72273,73652,1498,-147424,-38343,-2832,-26942,-5157,2796,0,168,-3245,969,-7095,2395,-249,735,-8298,-4291,0,-4007,-112,426,584,84,2234,1951,109080,0,109,0,69053,76930,667,-8544,24702,0,24702,775,974,13467,14311,-26879,120544
1993:Q1,506231,155129,122076,32188,718,116952,26313,50804,2051,611254,263810,191716,41350,105512,8867,-105024,55704,69,-3486,-45903,-47797,65309,1515,-114620,4255,138,-9488,3666,558,26,3128,6398,911,17783,-13275,-245,1224,-7623,-4391,0,-3232,99,223,1002,-524,14020,-7367,118876,0,126,0,72827,54380,790,17657,-3415,0,-3415,3,4793,44542,1894,-11263,103358
1993:Q2,532762,160802,124214,38151,645,129025,26084,51740,2101,625348,272150,195058,42964,105787,9390,-92586,56086,528,-4287,-32741,-31883,73090,1503,-106476,17092,169,41765,-4002,121,27,-1952,13301,975,6180,4891,-250,1505,-8081,-8513,0,432,370,280,1585,-949,-22538,-3004,123569,0,132,0,75976,49277,1020,25679,20182,0,20182,640,5298,21341,-858,10109,116586
1993:Q3,529819,165401,126715,37842,668,117431,25920,50752,5090,617043,261349,198071,42249,105953,9422,-87224,56391,-84,-4290,-26460,-29282,78622,1499,-109403,-12334,118,-7507,583,604,52,1945,-523,978,-16971,14208,-248,1510,-8822,-4330,0,-4492,96,247,1051,1060,-2970,1733,97070,0,161,0,61756,42630,4058,15068,14029,-1,14030,69,5791,15264,2822,8430,117834
1993:Q4,540038,167421,130120,41209,709,116238,25528,56623,2190,641355,275729,200291,50842,105491,9003,-101317,57107,179,-4747,-39643,-53670,74861,1523,-130055,458,109,-1966,-2551,-922,53,8249,-3672,912,-385,-5359,-256,1416,-10329,-3356,353,-7326,288,393,1479,1626,5696,2005,130512,0,229,0,84798,82614,1931,253,24994,-1,24995,681,2078,17732,14028,1379,131433
1994:Q1,541035,166353,132932,34811,750,122289,26206,55630,2064,635907,273839,204161,44371,105144,8392,-94873,57493,-142,-5060,-32177,-30894,64700,1492,-97086,-4680,100,-4494,2923,-36,53,-5266,-2223,981,2441,-6768,-249,1372,-14974,-4514,-3,-10457,785,222,2712,-993,14501,2009,92407,0,223,0,49348,52718,-326,-3044,-9083,0,-9083,6,4380,47533,-1283,-2918,94169
1994:Q2,574521,173874,135903,41684,774,137181,26522,56424,2159,643636,279050,203665,45646,107181,8094,-69116,57981,235,-4429,-6940,18790,72959,1300,-55468,-18768,108,7892,-2830,-86,105,-4167,3153,1200,-3983,4760,-217,1393,-3396,-145,4,-3255,503,362,2242,1035,-25705,2016,36701,0,210,0,-4461,7113,1179,-12753,8946,0,8946,679,4995,26332,-25730,-12534,42935
1994:Q3,571225,175067,137638,45300,785,125501,27082,54485,5366,639922,273174,205081,44276,109405,7986,-68698,58474,173,-4647,-5750,-2205,81383,1916,-85504,-12639,113,-17892,1354,60,105,-7147,6776,1493,-7526,11606,-193,1396,-2670,2498,204,-5372,-145,396,952,712,1053,3692,72865,0,251,0,28030,39749,724,-12443,11346,0,11346,98,3561,29579,-3545,627,86131
1994:Q4,577393,177777,138775,44427,833,125696,27712,59106,3067,664567,282038,209626,52503,112349,8051,-87175,59153,244,-4848,-23418,10303,75133,1573,-66402,7304,118,-5332,1212,-341,106,-640,-18176,865,-23174,2908,-177,1402,7602,-2829,6307,4124,438,450,2422,909,5156,13379,73707,0,215,0,43470,62588,-1419,-17699,20353,0,20353,485,2856,6328,-33721,35554,101957
1995:Q1,581647,179148,138166,43417,919,129897,28188,58798,3114,676299,286593,217020,48380,115816,8491,-94652,59835,174,-4779,-30212,4751,68998,1599,-65846,14547,869,-10096,5417,528,70,-6863,13197,1764,-9699,19610,-160,1682,-9517,286,9,-9812,-555,312,-147,416,23871,-2956,80393,0,232,0,58421,73541,-307,-14813,-16134,0,-16134,50,2672,35152,-34964,34007,99853
1995:Q2,608813,186402,138136,48157,902,144128,28973,58855,3260,685014,291239,218963,47942,118217,8654,-76202,60242,1224,-4712,-12472,24868,77774,964,-53871,8897,157,48014,-2258,798,195,-7602,-35562,2243,-34839,-5139,-122,2295,-5244,-2187,-663,-2394,-411,277,-532,71,-30516,41510,62768,0,264,0,16778,25075,402,-8699,10087,0,10087,431,3571,31637,-37340,45655,99526
1995:Q3,604605,189459,140254,50597,1026,131261,29198,56101,6709,669846,277460,218789,45493,119318,8787,-65242,60636,725,-4658,-673,8689,83220,-5435,-69097,-22130,-365,-22274,2105,1232,43,5393,-20513,8839,-1520,-28311,-1116,1595,-9034,-2017,955,-7972,7719,403,-1917,801,-56,14333,46966,0,270,0,1191,26938,102,-25849,8162,0,8162,74,3947,33322,-9361,-12303,56793
1995:Q4,602925,193398,141347,45416,1069,130217,29829,58226,3423,679776,286451,216748,48041,119656,8881,-76852,60940,609,-5249,-11272,-26448,77695,1517,-105660,-33266,146,-14821,3609,154,125,9897,-21775,4564,-5344,-20672,-2091,1768,-21286,-1857,2016,-21445,5631,526,-800,3187,-286,2427,72394,0,243,0,37936,48195,1283,-11542,-3038,0,-3038,464,2569,34220,15176,-16398,89262
1996:Q1,613848,197399,142452,47088,1171,133328,29559,59475,3377,695003,290524,225434,50402,119767,8876,-81155,61282,432,-5337,-14968,-8797,72291,1281,-82368,30723,202,-2704,5233,995,51,19700,6281,2458,1915,-831,-1069,3808,-388,-2859,2354,117,2969,438,-994,874,22929,-24863,113091,0,266,0,73655,78985,-580,-4750,-2200,0,-2200,92,4746,36532,-6171,37724,120092
1996:Q2,655026,210027,144393,53525,1175,150354,29770,62275,3508,705206,296812,229813,50628,119094,8859,-50180,61378,1363,-5693,15528,54710,80554,1351,-27194,1771,130,19530,3022,-41,-7,8372,9725,8766,-1754,-1218,745,3186,3286,102,1503,1681,4699,377,1986,1030,-28139,-22199,28965,0,251,0,-22275,-24059,562,1222,12398,-1,12399,608,5939,32044,-39182,871,28065
1996:Q3,646348,212495,145737,53294,1318,137246,30444,58784,7030,688950,284291,228425,47398,120038,8798,-42603,61742,358,-5985,24766,27891,86440,1071,-59619,2531,-848,-858,769,99,16,-3018,-23435,3727,-17560,-11755,-236,2389,-1079,-305,2490,-3264,3732,433,506,789,497,24928,62150,0,224,0,21899,41938,-768,-19271,11488,-1,11489,39,5335,23165,-3125,22234,81853
1996:Q4,654384,217162,148171,49656,1491,136938,30548,66580,3839,714060,301260,230227,53407,120464,8702,-59676,61792,720,-5895,7291,-10617,80676,-2468,-88825,11546,145,-7294,840,119,63,3832,-26938,5678,-12407,-21794,83,1502,4497,1432,2142,923,3379,586,-2017,3818,6725,23791,100371,0,222,0,48701,42426,-824,7099,26881,-2,26883,-122,3320,21369,17908,24058,112883
1997:Q1,661026,222822,148408,49465,1189,141733,30738,62860,3812,713116,300699,233118,50044,120661,8594,-52090,62218,423,-6365,16070,26799,71156,1083,-45439,45990,-71,-3789,3278,-1031,97,2398,-16475,5825,-12400,-7293,-208,-2399,9334,-1248,2841,7741,2643,427,-539,761,22902,26055,91429,0,191,0,48406,45975,-355,2786,-2061,-2,-2059,710,3185,40998,-10729,49707,95146
1997:Q2,693614,229033,152423,54607,1163,158435,31108,63169,3677,724798,310653,234682,49716,121335,8412,-31184,62827,866,-6456,37233,99056,81561,-5502,22997,10523,133,20763,-443,-43,54,-2190,9177,1716,-8038,12861,112,2526,5045,904,2373,1768,2619,411,-8391,2074,-31873,13187,-12474,0,117,0,-58296,-71108,61,12751,11129,0,11129,551,3839,30186,-61823,15523,-7474
1997:Q3,696340,236549,154588,58667,1238,144580,31191,62511,7016,707844,294134,235642,47998,121712,8358,-11504,63078,147,-6729,58156,63676,90105,440,-26869,19246,139,-8994,2403,492,94,3420,-19529,4297,-12147,-11424,-544,289,11447,215,2729,8503,4865,415,-6567,-1483,5011,27533,46115,0,128,0,15533,7547,-230,8216,19384,0,19384,-24,2282,8812,-5521,27476,54345
1997:Q4,702636,243417,156195,53743,1506,145508,31062,67632,3574,742258,315043,239825,57340,121603,8447,-39622,63449,232,-7022,30617,-1292,83784,1022,-86098,24938,150,-6289,1711,4109,79,-1094,1011,2856,-8153,5358,-99,1049,14049,1332,2021,10696,7290,336,-2725,1751,-2111,6670,111036,0,141,0,40787,18486,437,21864,39284,0,39284,500,1899,28425,31909,21518,107616
1998:Q1,709163,246730,156693,50639,1157,150941,32237,67599,3167,729504,308091,238501,53527,120932,8453,-20341,63599,64,-7588,50782,63908,74172,974,-11238,73704,182,-7636,5218,103,77,8885,-15248,5368,-16475,-5270,-406,1535,19935,720,3762,15453,2195,385,-6519,2908,25458,37761,84942,0,121,0,30528,11310,-608,19826,3954,0,3954,180,3374,46785,-13126,75540,86778
1998:Q2,741576,255554,158887,54621,1208,168413,32233,67345,3315,744185,320811,241200,53100,120322,8752,-2609,64172,2013,-7979,67529,143525,85708,-938,58755,58017,-73,47493,1277,1057,220,-5304,29975,-1291,4773,22889,-502,4106,19894,1155,2189,16550,5250,444,2020,253,-34671,-9818,-739,0,122,0,-73246,-96983,-360,24097,26712,0,26712,653,3809,41212,-75996,37808,-20948
1998:Q3,740087,262057,161058,56442,1365,154021,32336,66001,6808,727610,306227,240527,51898,119762,9196,12478,64602,260,-8133,84952,90255,95905,-163,-5487,17119,-189,-37301,2429,1937,157,-1664,17602,3065,4145,8359,45,1988,11091,-301,3406,7986,1917,413,-2407,3029,8969,11136,22606,0,205,0,-33350,-37260,-103,4013,23578,0,23578,3,4747,27423,-5303,3205,8692
1998:Q4,748003,268079,162834,50914,1950,154377,32248,74017,3585,766855,332480,245894,60241,118272,9968,-18851,65199,735,-8449,54061,-14212,88218,1689,-104119,-9971,227,-18483,6772,1878,2340,7295,42496,8204,10914,17471,232,5675,5834,7538,-476,-1228,-15196,338,-5392,2322,-4967,-35435,94147,0,279,0,48753,26964,3046,18743,28472,0,28472,456,1419,14768,68273,-21748,82370
1999:Q1,750021,264973,163769,52047,1392,158840,31607,73931,3463,755546,325113,245448,57712,116661,10612,-5525,65607,340,-8481,68224,64653,79666,2059,-17072,61589,-562,3426,2667,148,97,-2267,23851,4316,5742,10854,81,2858,6498,856,4120,1522,-3356,394,-1333,3682,26594,1750,78661,0,368,0,25089,6440,-383,19032,-8958,0,-8958,169,5981,56012,3571,53606,70678
1999:Q2,788467,274150,166629,57351,1547,178636,32045,74581,3529,775444,341459,248719,57413,116596,11257,13024,66316,1027,-8728,87040,155369,91726,1963,61679,27795,190,33031,2531,-1294,76,-1411,22231,3962,5272,10338,64,2595,7900,482,2151,5267,-7974,456,-2925,2265,-19849,-7432,-33885,0,366,0,-98919,-111458,150,12389,13567,0,13567,674,8061,42367,-68328,17237,-44443
1999:Q3,789167,282564,170306,58024,1631,163253,32857,73687,6845,765224,329916,250707,56838,116151,11612,23943,66900,390,-8669,99122,97838,100364,1319,-3845,33631,184,3009,3919,-2165,75,-1555,22633,4024,5354,10560,65,2630,713,776,3670,-3733,6077,329,1900,2738,-1744,-2482,37476,0,453,0,-12554,-14072,8,1510,10430,0,10430,57,7219,31871,1283,32748,36593
1999:Q4,800421,290229,172880,55932,1551,163848,34359,78629,2994,802394,354940,256061,63452,116213,11728,-1973,67902,628,-4089,69390,36089,96721,2071,-62704,44928,178,29868,5244,-1509,156,1070,32666,6023,8012,14461,130,4040,-5424,2707,1531,-9662,-16379,272,-5783,4607,5151,-5188,107632,0,556,0,54098,48136,8,5954,24417,0,24417,501,1783,26277,33301,40821,103525
2000:Q1,819718,297023,174081,59351,1786,170419,35011,79341,2706,798383,351911,258690,60441,116075,11267,21334,68855,-707,-8381,99277,64864,86993,2020,-24149,10031,180,-42958,4066,-67,83,-1694,24715,4395,5847,11529,71,2873,-32,-488,4276,-3820,-4182,330,-1622,4312,28790,-1891,34180,0,990,0,-16335,-19122,-516,3303,-18921,0,-18921,292,12254,55900,34413,7936,32085
2000:Q2,858306,308597,176680,61217,1977,190908,35881,80629,2416,818080,365847,263129,61927,115810,11368,40226,69654,487,-8522,117914,234636,97627,1979,135030,1282,180,12555,2928,-2269,44,-3100,20547,3546,4718,9978,40,2265,-1300,-722,1841,-2419,2951,397,785,2325,-28814,-5947,-133748,0,976,0,-180097,-187449,459,6893,7876,0,7876,656,7485,29356,-116722,-2015,-137045
2000:Q3,847130,313490,178356,57074,1856,174389,36393,79883,5689,799902,350094,261395,61012,115947,11455,47228,70366,-24,-7926,125544,161412,105015,1853,54545,8126,182,-6879,5430,-1199,79,-1465,25069,4431,5897,11788,68,2885,-3685,-195,4437,-7927,-997,316,-555,2418,-11164,576,-46419,0,832,0,-50963,-44296,-606,-6061,5387,0,5387,54,7674,-9403,-35868,8987,-45558
2000:Q4,846107,317218,179439,51685,1944,173676,36729,84772,643,836685,369736,270557,67660,116982,11751,9421,70838,426,-6232,86065,25748,99214,2113,-75579,-16525,180,-26922,-946,1247,36,-3500,20388,3491,4645,9999,36,2217,-2797,-619,1120,-3298,8194,395,2501,1157,-1231,-15228,59054,0,832,0,-13372,-25446,-295,12369,8333,0,8333,438,3199,59624,60317,-18995,56584
2001:Q1,850074,319856,180346,43290,2000,178660,37702,88014,206,858466,378933,281018,67913,116597,14004,-8391,71306,34,-8882,71762,56232,89861,1202,-34831,64780,189,1200,4495,-675,56,-3071,22787,3955,5261,10986,48,2537,3122,-1228,4724,-374,10136,513,3116,4608,17483,821,99611,0,628,0,46230,19586,-559,27203,13052,0,13052,159,9550,29992,15530,57537,92368
2001:Q2,882479,326578,180902,46251,1809,198814,36506,91666,-47,879793,390547,287197,71056,115288,15704,2686,71732,1596,-9271,82093,219124,106060,2312,110753,31965,156,21880,6098,1042,123,-1237,32435,5831,7757,14902,104,3841,2310,1059,2297,-1046,-6982,470,-2541,4809,-28598,2000,-78788,0,399,0,-125170,-159637,281,34186,13585,0,13585,593,7763,24042,-137031,23644,-87109
2001:Q3,815863,283894,181869,40946,1998,181290,35408,85531,4927,855268,371902,286975,65012,114537,16841,-39405,72186,-135,-9851,42767,37727,109460,2482,-74215,45955,145,1606,2842,3267,0,-4876,16086,2618,3484,8383,6,1595,-6199,-3067,4082,-7214,12028,335,3659,3658,20791,-7387,120170,0,287,0,85042,79172,-88,5958,2789,0,2789,7,9401,22644,5040,49504,123719
2001:Q4,837262,308718,184573,35947,2123,178189,33485,93654,573,896901,396769,300437,74138,113396,12160,-59638,72579,239,-8102,20803,-49679,106503,2673,-158855,11586,140,21901,2977,-112,114,-1796,32639,5833,7761,15120,98,3827,-966,1302,1705,-3973,-11345,303,-3932,244,-17413,-11168,170441,0,60,0,94717,56889,-183,38011,30425,0,30425,626,3459,41154,70482,3762,162617
2002:Q1,802468,263069,185698,34038,1892,188865,32585,95175,1146,906726,400670,308747,75512,111153,10644,-104259,73142,-218,-6383,-24516,-43444,97029,2761,-143234,-25256,109,-42621,7593,-662,27,-4290,20488,3459,4602,10227,27,2173,-3452,-1578,3622,-5496,-2884,427,-1202,888,5844,-5522,117978,0,613,0,74828,53506,-449,21771,-14051,0,-14051,-68,8366,48290,18928,-24955,118279
2002:Q2,822486,257627,187495,41583,1992,200644,31658,100135,1352,932435,416462,315092,78999,111926,9956,-109949,73724,9,-7695,-28539,-5652,111328,2808,-119788,35121,107,32560,-3615,1585,24,-4424,20268,3412,4539,10155,26,2136,722,-1923,305,2340,8626,344,2441,-859,-11861,-10797,154909,0,365,0,68521,18025,447,50049,11534,0,11534,1000,9043,64446,-22888,28771,148559
2002:Q3,799780,257036,192680,42703,2017,177149,30962,94607,2627,916410,403389,316077,73068,113543,10333,-116630,74343,-266,-7947,-34074,98023,121672,2700,-26349,57456,132,23756,9392,1248,-2,-5093,16377,2659,3538,8561,4,1615,2658,-2771,4053,1376,11451,338,3290,-2374,1656,-5373,83805,0,320,0,108107,84503,395,23209,15885,0,15885,-29,7239,-47717,-132097,52201,78550
2002:Q4,832312,274446,194158,38503,2163,188594,30064,101937,2447,952898,425299,321015,80520,115601,10463,-120587,74952,-2852,-2808,-39975,-163910,113647,2654,-280211,15498,127,-24174,12459,542,93,-2927,31172,5494,7309,14720,81,3568,9679,1230,41,8408,-7285,282,-2572,1643,2110,-5651,295709,0,282,0,133885,84890,105,48890,27932,0,27932,670,4127,128813,123935,-1105,279106
2003:Q1,831323,259633,196839,45979,1951,193975,29627,101563,1757,966224,429970,326943,80589,116942,11780,-134901,75682,-1952,-1680,-55587,-2248,102785,2651,-107684,12918,-897,-25832,-2598,711,-3,-50,-398,-82,-110,-179,-3,-24,-4421,-2490,2639,-4570,2731,352,835,13308,32837,-3657,120602,0,201,0,138684,112264,-395,26815,-21253,0,-21253,19,30266,-27315,-53339,17549,125233
2003:Q2,850763,250865,199668,47322,2690,207287,29829,111700,1402,997795,442028,332088,90624,118770,14285,-147032,76343,-65,-70,-70554,-271943,116402,2519,-390863,-6507,102,20881,9992,-1,163,1051,-2106,1216,-224,-516,-32,-2550,-9085,705,-965,-8825,-4850,394,-700,1740,-21629,-2459,384356,0,267,0,117761,62784,129,54848,4711,0,4711,420,25191,236006,201389,2106,392969
2003:Q3,806409,228822,203803,52375,2080,184166,29529,104560,1075,976033,427706,334812,82182,119853,11480,-169624,77132,-509,-485,-91497,-31656,127209,2633,-161498,47603,97,12098,-14615,378,192,1930,31377,-3741,13345,16358,343,5072,9825,1854,1147,6824,-1458,284,54,-1103,7760,785,209101,0,208,0,90780,81936,14,8830,35222,0,35222,137,25683,57071,-59842,25959,187457
2003:Q4,877835,264220,205307,64104,2522,197780,29595,113421,887,1005689,446676,337511,89971,120019,11512,-127854,77975,523,-2301,-48101,-61380,117825,2777,-181982,99021,97,9893,1492,-2401,426,7094,61835,19,22202,29935,425,9254,2293,2543,-945,695,-5625,273,-471,3173,17069,3874,281003,0,195,0,142939,115132,-2157,29964,32398,0,32398,550,19775,85146,13279,75607,257589
2004:Q1,871006,254053,211507,57358,2404,205194,28637,111380,473,1019775,452697,347917,88778,119322,11061,-148770,78972,-1038,-441,-68319,-74567,107053,2796,-184415,83556,100,-32637,8004,-785,322,5705,38549,4895,11971,16600,402,4681,15193,4325,3037,7831,1948,306,1011,9384,33465,2991,267971,0,293,0,190789,149007,266,41516,-27134,0,-27134,-12,16009,88026,6248,64594,249009
2004:Q2,903597,249622,214638,71766,2262,218814,29214,116998,283,1040234,463307,354660,92717,118635,10915,-136638,80295,-63,-2252,-54028,16462,122594,2701,-108833,-23699,90,18900,-5159,-1326,-52,-8209,-4603,-2726,1603,-3890,142,268,4081,869,-675,3887,-6476,477,-1265,4068,-18887,-5338,85134,0,278,0,96526,33935,-911,63502,15774,0,15774,472,12904,-40820,-70490,-31263,77570
2004:Q3,874433,256107,218381,65249,2124,195868,30040,106769,-104,1022560,455985,353252,81846,120132,11345,-148127,81859,115,2463,-68846,-43764,132862,2688,-179314,108891,98,-13215,5614,-636,675,12672,72003,1067,24529,35500,592,10315,581,2610,2412,-4441,10934,819,3542,1109,7621,7073,288205,0,240,0,119438,85470,-38,34006,13043,0,13043,54,11017,144413,-25082,86975,266289
2004:Q4,957430,288962,223573,79539,3319,213757,31598,116978,-296,1067188,479929,359671,91953,122569,13066,-109759,83592,15,-1096,-25086,-70050,123695,2528,-196273,-97324,110,-8371,3676,-956,-375,-15097,-62513,11699,-21382,-40325,-476,-12029,3627,3373,-1066,1320,-20141,250,-5550,4396,12993,-9375,98949,0,155,0,141192,97682,78,43432,35994,0,35994,572,5429,-84394,44964,-78071,118202
2005:Q1,971559,290747,228423,87549,2718,214481,31815,116394,-568,1081052,479444,368684,93020,125722,14182,-109493,84796,-29,2585,-27253,-94809,112816,2351,-209976,66358,-1713,5888,-1509,-3732,141,-3729,7860,5551,2168,-934,119,956,13260,-728,3351,10637,-75,324,162,4445,47661,-2625,276334,0,111,0,196358,142756,-185,53787,10620,0,10620,1,18414,50830,67556,45662,255638
2005:Q2,1008215,292869,233984,93507,2490,231659,33342,121091,-727,1108777,491357,376587,95871,129788,15174,-100561,86275,733,-1462,-13558,86950,129741,2209,-45001,99458,97,11935,-1380,588,529,8679,57994,7985,16522,23990,592,8905,25753,-830,-489,27072,4455,330,2018,9169,-25323,4615,144459,0,70,0,-23500,-70618,-346,47464,37030,0,37030,418,17920,112521,-100508,54500,99501
2005:Q3,991528,303144,238565,91002,3280,210951,34686,110975,-1075,1096854,486396,376281,86827,131854,15496,-105325,87941,-500,14478,-31363,45860,140537,1427,-96104,174592,-2976,-6626,7026,-1881,846,13438,120212,8387,39699,54861,973,16292,20555,-18,2779,17794,6043,262,2507,7480,404,7302,270696,0,-186,0,78931,52733,-94,26292,34406,0,34406,70,17967,139508,-77222,115139,211243
2005:Q4,1050030,325696,241466,102375,3217,220920,36709,120726,-1079,1132091,504830,380947,96103,134154,16057,-82061,89410,-181,6432,1098,-30182,130191,2229,-162602,62049,81,10013,7555,-5079,-475,-835,24135,11072,5533,5422,271,1837,8437,35,-1893,10295,-2258,222,-175,5567,15876,-1015,224651,0,111,0,135028,98261,199,36568,42731,0,42731,647,11282,34852,31280,45763,208365
2006:Q1,1069466,335904,245105,95031,2661,234902,38710,117798,-644,1149605,514072,394460,91338,135802,13933,-80139,90582,-484,-2455,13382,-69959,121687,2277,-193922,-47815,67,-29943,3603,-685,220,-11157,-32439,7514,-10284,-24046,-246,-5377,5912,4302,3035,-1425,-12800,1289,-3878,-398,39316,-6923,146107,0,1339,0,159842,154526,-253,5569,-12218,0,-12218,76,11924,-14856,83340,-36629,157293
2006:Q2,1091793,330408,247556,104187,2748,244820,40828,122421,-1175,1172278,522333,401014,97206,138838,12887,-80485,92325,-39,-1887,13766,161528,140762,2312,18454,84271,51,37107,1656,385,437,3392,55369,8932,17157,20751,561,7968,12729,5686,-489,7532,4781,132,2088,6095,-41363,1412,65817,0,111,0,-47195,-86079,57,38827,16024,0,16024,555,15960,80362,-147762,59145,40691
2006:Q3,1063432,329059,251557,109525,2952,215558,42122,114399,-1740,1154232,507560,403301,89289,141610,12472,-90800,93798,-463,-2423,5884,42176,149117,2218,-109158,79901,54,3814,11809,-1232,618,7520,54669,13527,15441,19897,559,5245,2420,4969,853,-3402,1432,308,1392,667,-7272,3703,189059,0,94,0,65383,46374,-254,19263,12323,0,12323,137,9278,101844,-36293,66936,176094
2006:Q4,1128487,361591,252822,116458,5361,231855,43357,119389,-2345,1184963,528988,406658,92521,144619,12177,-56476,95620,-338,-2285,41767,-25150,139328,-9832,-154645,98593,51,-11021,8917,-1627,811,3466,75282,12514,16340,39763,533,6132,23017,4810,-1794,20001,-4400,210,-570,-9003,12102,1359,253238,0,122,0,92183,39682,124,52377,49437,0,49437,734,3339,107423,66916,62782,217427
2007:Q1,1143253,373699,256089,96738,3036,246035,46795,123905,-3044,1218700,537159,423013,99074,147079,12375,-75447,97740,130,2346,19817,-74493,129178,2768,-206439,141975,43,-29327,4772,-166,870,8552,76708,6658,26195,31897,907,11051,31404,3171,3512,24721,5100,280,2360,3283,33946,4150,348414,0,165,0,185686,126153,-329,59862,11289,0,11289,361,18582,132331,94310,90361,296800
2007:Q2,1158658,365010,257878,105850,3424,254668,46925,127950,-3047,1243144,552357,425529,100610,150103,14545,-84487,99274,-17,-429,15233,150109,150147,2208,-2246,-66156,39,14182,1331,-235,996,-11399,-29261,14356,-13366,-23678,-216,-6357,22738,3225,-323,19836,-14174,1153,-4531,5086,-45124,-6957,-63910,0,150,0,-79029,-129219,-24,50214,8578,0,8578,567,23314,-17490,-134875,-72440,-70194
2007:Q3,1111984,362865,259487,98429,3249,224073,47176,119701,-2996,1225322,540721,426601,92453,151568,13979,-113339,100831,-339,-142,-12027,36587,161677,3374,-128464,148842,37,49744,12269,-139,2119,13311,56824,-32449,30331,41856,1195,15891,-506,2480,3146,-6132,8428,78,3580,3760,-7334,6671,277306,0,118,0,124434,108565,-203,16072,13748,0,13748,-16,16049,122973,-48614,122273,250737
2007:Q4,1154793,390914,263376,85102,4182,241351,45642,128012,-3785,1271546,568294,435480,102820,151266,13686,-116753,102462,-209,-2123,-11959,-79851,151022,2192,-233065,-9827,35,-9410,19115,-224,1959,865,-7848,-8451,-908,-2072,1150,2434,-1518,2853,657,-5028,4986,70,2375,-3097,-16908,-228,223238,0,42,0,139359,90629,186,48544,41685,0,41685,653,8156,33343,67891,-6924,226141
2008:Q1,1145923,390962,261042,66979,3674,253398,46096,127876,-4103,1284796,575316,446932,101235,148327,12985,-138873,104242,-652,-574,-33404,-144026,137719,769,-282513,-17866,29,-16490,2082,-37,2572,-4288,-33192,-48,-15043,-18614,290,223,933,2681,5442,-7190,8610,88,3144,-936,22653,-3035,264647,0,-2,0,221798,197967,319,23512,-13038,0,-13038,-87,28720,27256,110621,3677,286190
2008:Q2,1154623,379396,263251,72032,3625,262190,45584,132802,-4256,1388396,591671,532807,105179,145823,12915,-233772,105852,-147,-3293,-124480,40958,159325,-2117,-116250,-89911,22,9500,-6241,1037,411,-7925,-13996,-4236,1707,-8251,-177,-3039,-5079,3855,1255,-10189,-3159,1052,-1023,-145,-59403,-4962,26339,0,-2,0,-29034,-35522,63,6425,-6185,0,-6185,488,35480,25592,-165438,-80505,35745
2008:Q3,1092963,362814,265179,70296,3838,231634,40006,123396,-4198,1320479,585144,478881,96314,147139,13000,-227516,107586,-484,534,-119979,-183775,172724,821,-357320,259402,30,317271,4753,-221,1029,-6662,-44720,-24807,-13248,-15201,564,7973,-4382,1522,8645,-14549,5217,105,3939,-2302,-10416,-4240,616722,0,-2,0,532272,536863,-423,-4168,9156,0,9156,-116,10791,64621,63796,286771,644091
2008:Q4,1102634,374330,260268,40088,5800,245966,41113,139240,-4169,1349471,601308,476175,107316,151014,13657,-246837,109338,-619,-3598,-133282,-276877,159827,-6589,-430115,238322,25,11212,17252,2989,3280,-8236,-48035,6250,-41760,-3464,-115,-8946,3538,5208,4152,-5822,274609,61,6415,-8150,-11620,-5018,668437,0,-1,0,578513,564058,248,14207,49831,0,49831,693,-14652,54053,143595,290871,720986
