1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q3,17,43,71861,-652,-4396,255,-7171,39925,-7171,23298,445,605,22748,16545,15502,1043,-2906,7666,22595,1663,3104,24323,-6495,71887,115305,62477,9410,21673,21745
1993:Q4,17,45,71861,1219,-2130,2408,816,422,816,-10681,3924,149,6214,18958,21324,-2366,16305,13525,20338,4679,3703,13580,-1624,71889,102357,62574,9315,21673,8795
1994:Q1,17,38,94344,-1014,1360,2927,-1231,5207,-1231,6658,10160,-655,-9725,-7801,-7472,-329,-3082,16545,81433,7185,3334,74208,-3294,94365,126167,63512,30853,21388,10414
1994:Q2,17,40,98481,496,77,1931,1124,19970,1124,4701,17380,129,-3364,10488,10168,320,26215,9915,28265,6606,3092,14541,4026,98503,119714,63807,34696,21388,-177
1994:Q3,18,41,78035,1522,-4054,351,327,18430,327,2738,7441,259,7665,15682,15601,81,13281,10813,21683,2064,2886,14082,2651,78058,106290,64768,13290,21388,6844
1994:Q4,18,42,59345,47,5333,1184,974,10329,974,825,9767,8,-1245,17959,22550,-4591,-14038,39335,-1778,15825,2377,-16987,-2993,59368,76088,64755,-5387,21388,-4668
1995:Q1,19,44,75958,-1386,2792,1089,1766,28113,1766,10161,6400,-59,9845,-6919,-7313,394,-20246,19424,51325,20,1357,48805,1143,75983,115744,65674,10309,30538,9223
1995:Q2,19,45,69995,-238,1123,2976,1809,5246,1809,-7658,3493,78,7524,11198,10840,358,-12724,16994,43611,-4054,1359,44450,1856,70021,123638,66599,3422,30538,23079
1995:Q3,19,46,86037,673,4005,1371,-1801,1882,-1801,-7317,7603,243,3154,15660,15276,384,-17089,22089,59247,-32,1357,56167,1755,86064,129317,67083,18981,30538,12715
1995:Q4,19,47,82351,-714,2163,2158,2164,11316,2164,-2947,7740,456,3903,5590,5201,389,-20789,20055,60408,3183,1359,54396,1470,82378,119731,66830,15548,30538,6815
1996:Q1,20,43,82566,788,2619,3365,-4026,22191,-4026,6466,5959,441,13351,5382,4999,383,-28774,13368,67653,718,1357,60872,4706,82590,122063,66888,15702,33188,6285
1996:Q2,20,44,78306,1332,2053,2010,2772,18665,2772,7339,1025,-974,8503,12859,12466,393,-29921,13506,55030,1822,1357,47216,4635,78330,115991,67369,10961,33188,4473
1996:Q3,20,46,79913,1527,789,3215,416,-23409,416,-11849,-10495,-801,-680,13914,13514,400,5232,12774,65455,5817,1358,54097,4183,79938,114829,67089,12849,33188,1703
1996:Q4,21,48,77138,278,1046,4879,2472,745,2472,-2559,-2949,65,3716,26713,26377,336,-15277,17021,39261,-5689,1356,36590,7004,77165,138485,66941,10224,33188,28132
1997:Q1,21,48,79973,-1573,4937,5943,-1115,30722,-1114,-701,11886,1490,19161,-9158,-9633,475,-37849,23488,64578,-6262,2425,68263,152,80001,121839,69114,10887,37942,3896
1997:Q2,21,48,87033,3747,291,3105,5302,25076,5302,3678,1119,8,14969,10793,10304,489,-38173,16394,60498,5175,1449,50589,3285,87061,141119,69773,17288,37942,16116
