1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q1,506056,8740,155892,101708,-10440,250156,506056,275648,-10544,118412,155676,12104,190448,-7232,6268,-4968,106892,34104,65080,468,-1408,-18480,9724,39960,506056,20607,54927,-46092,2684,0,9088,401173,24496,-12698,-1164,608,2156,39100,67164,57092,-100,24168,36760,102676,1888,0,11680,27512,5872,4608,17580,-3640,-4584,84276
1986:Q2,729876,40572,167732,156940,120476,244156,729876,431600,-1220,130296,167740,134784,283848,312,-3060,18992,137940,30192,51328,288,2824,32488,12544,14428,729876,180922,86154,39748,2332,0,52688,424694,15044,112720,16000,740,3352,38904,58184,-5304,-56676,29736,40136,130249,3180,0,13168,18566,184,5156,5516,-3052,-1109,124260
1986:Q3,790412,67608,263804,212560,48708,197732,790412,454288,3224,135256,265380,50428,318172,6708,12904,23688,187296,25532,39388,1124,-1496,20956,2072,17952,790412,-30670,-38290,-6536,2088,0,12068,743498,14092,167291,15620,684,4488,43732,61648,33112,60000,51152,74680,125467,3180,0,3136,13623,17228,5144,7496,1356,40369,77584
1986:Q4,655188,-11408,143652,246124,80852,195968,655188,296872,-3308,62600,143848,93732,372248,-5972,-4816,23148,222780,60488,35684,3436,8300,20248,8952,-13932,655188,133865,65061,-144,964,0,67984,470947,24084,91563,10728,444,6664,45284,76248,-58068,0,72868,-11660,112168,3416,0,10300,113704,-2952,4828,-8488,-1864,-18320,50376
1987:Q1,637872,48136,62940,160784,133584,232428,637872,298040,-132,100020,66884,131268,338804,14612,9812,-18536,175376,73912,37472,1160,-1780,33716,13060,1028,637872,109498,72766,-6108,-204,0,43044,459922,24972,-1752,11660,216,5580,40680,66736,13988,0,46252,-48224,198400,2404,0,9408,62846,3568,6920,-42476,2856,55888,68452
1987:Q2,629916,54888,160724,186540,69128,158636,629916,311384,-604,78400,158856,74732,326888,-5896,15548,29580,158828,43820,35528,1928,1552,11140,34860,-8356,629916,259853,299429,-33716,-1420,0,-4440,302775,35972,104539,5388,-20,5504,40880,62604,3748,0,24336,8676,8589,1384,0,-13388,26972,-1744,7804,-62700,1992,42239,67288
1987:Q3,541416,35240,71976,158680,79200,196320,541416,247220,-960,97320,71072,79788,268380,-4836,500,31816,127768,47680,55032,1808,2728,23332,-17448,25816,541416,214316,175928,12376,-1576,0,27588,303532,14852,83188,2376,-76,-156,39508,84992,27164,0,17164,23544,4422,4092,0,8136,20649,10088,8160,-632,8,-43946,23568
1987:Q4,433664,-8876,116148,172168,84456,69768,433664,270624,500,63572,121120,85432,136652,12260,500,77956,89240,8932,-29180,2244,-3096,-12028,-10176,26388,433664,66201,61009,-9132,-688,0,15012,285043,8224,128058,5456,16,920,36572,102996,21884,-620,39848,24948,-80363,8044,0,14868,2517,10900,5220,-23848,892,-21489,82420
1988:Q1,439032,27280,129184,74516,43888,164164,439032,254508,640,82476,128692,42700,164160,-17480,5084,41220,33788,48288,-3156,508,1000,8408,46500,20364,439032,54082,48438,-5524,-12,0,11180,241126,21816,-33253,3040,-220,-1812,33536,85976,-25460,4,16220,13708,-4013,12668,0,16080,39498,5484,1848,29644,-4008,30369,143824
1988:Q2,562100,96188,120440,95072,52824,197576,562100,314476,96,134364,128164,51852,240652,5588,-2404,17452,69896,34356,57896,420,7316,528,49604,6972,562100,133948,157960,-16364,404,0,-8052,363040,-1824,75571,1260,-452,2020,30416,81828,4636,624,32452,-5632,29389,22296,0,-17764,25197,11212,3376,-13876,-472,82783,65112
1988:Q3,525616,47920,124120,166604,52180,134792,525616,314448,2756,117052,145016,49624,195220,3016,-3204,42420,103288,27216,-4752,-64,736,3660,22904,15948,525616,148641,124973,-500,728,0,23440,340223,13664,55992,-1648,-360,2888,29228,80968,62260,8,21000,2556,2324,19896,0,4132,14562,-2388,2872,4588,876,26804,36752
1988:Q4,628448,130360,77460,216648,72656,131324,628448,324812,2472,132604,119068,70668,284616,2236,2644,78440,96600,34432,46660,176,8024,-14452,29856,19020,628448,154467,99863,4904,956,0,48744,373825,25368,43396,-1828,240,4912,29972,98568,11080,-608,16324,35492,11500,16608,0,22840,22182,4984,3332,-33800,4184,59080,100156
1989:Q1,528227,100158,126228,164387,30099,107355,528227,231451,1719,74661,125052,30018,273521,-8348,-8006,64876,100687,46973,29081,588,8528,31556,7586,23256,528227,116255,33107,76460,1348,0,5340,306956,-1081,-13587,-3100,668,-4998,28896,63473,10900,20,42276,6330,21524,10520,0,3236,10904,4296,1864,80920,-220,44115,105016
1989:Q2,444343,60447,94812,119906,30905,138273,444343,259529,82,125132,99944,34371,182822,-1016,5651,18680,96094,12772,56372,-216,4864,-1768,-8611,1992,444343,224733,156370,20743,1896,0,45724,231134,-12999,-61710,1940,700,-2710,28936,86809,46868,640,42748,99476,-19064,724,0,-77632,-8785,8484,-2452,89656,-400,9905,-11524
1989:Q3,464405,41151,124184,142990,52933,103147,464405,271253,3821,85854,131284,50293,167172,-5644,5443,5772,130118,10805,45853,28,-2948,14492,-36747,25980,464405,143305,84384,24125,1904,0,32892,203520,-32452,-112483,6996,772,-4160,28628,57119,52932,20,20964,103069,29724,11468,0,35732,7972,4556,1512,9292,-1548,-16593,117580
1989:Q4,584172,61695,127108,177160,85408,132801,584172,300068,6982,94825,122528,75733,263588,-8504,1015,11592,170148,37222,15370,-272,14620,-640,23036,20516,584172,186569,109538,50060,1364,0,25608,372759,14872,-26260,9252,692,64,28524,100151,65356,28,18944,69049,6512,3512,0,20604,-42215,6916,180,131316,7056,-41795,24844
1990:Q1,422710,31578,46896,178136,73092,93008,422710,218192,1274,67846,76468,72603,184274,-10980,-5058,6100,142464,47723,71207,-1376,-5976,-8428,-51402,20244,422710,-27570,-41529,-74614,948,0,87624,474285,-6418,56766,18484,3668,6142,28120,81531,16136,56,65900,116004,65586,10032,0,29092,23313,-652,784,-66323,3356,22706,-24004
1990:Q2,547042,-15693,192820,173121,41945,154849,547042,303493,1209,63301,198192,40791,198501,-18224,-2813,11616,156133,72946,28251,192,-5856,-42908,-836,45048,547042,228317,215594,-3729,656,0,15796,273208,26222,-25474,10472,-2900,5351,27356,100312,70596,60,28940,-308,18121,-5340,0,26072,2590,8640,-1840,-44118,-8376,36834,45516
1990:Q3,544022,91526,237992,149762,24286,40456,544022,314442,2994,52725,236672,22050,201784,-4828,-1338,13744,137338,49598,-33325,-616,13948,-51504,78768,27796,544022,132779,143833,-36370,420,0,24896,364207,17565,-26727,10136,256,3677,27720,108664,42300,76,9688,146123,19543,-660,0,69028,5397,6224,-456,-36970,-2152,-35224,47036
1990:Q4,686375,15217,221012,201437,55961,192747,686375,317985,6438,42276,220000,49271,326738,10968,5669,37136,165313,67306,19962,1040,3908,-41976,57411,41652,686375,255086,233682,3501,240,0,17664,350720,-4841,7195,22380,336,7946,29176,73565,32844,224,-25484,58096,23490,1176,0,-11180,-14964,7572,-3228,181155,-2128,-32612,80568
1991:Q1,483507,-21428,180826,110894,48822,164393,483507,258620,-1319,53725,156826,49388,161503,-11616,-22986,13112,121782,54136,37609,240,4528,-16460,-18842,63384,483507,-58020,-94064,-4061,-60,0,40164,500607,43302,-10964,12468,412,5785,32164,111070,53148,200,18348,111890,150330,8296,0,47016,-8352,8380,24,-39625,-1000,-42285,40920
1991:Q2,511470,-84434,237698,107024,67694,183488,511470,384539,3325,87066,231498,62651,165402,-10188,-2112,-29484,142708,62228,9904,-112,6932,-12912,-1562,-38472,511470,207711,186007,13380,-496,0,8820,237619,9436,12884,-9724,484,10816,32632,133707,4508,152,15736,-48414,108471,15164,0,5624,-29741,9160,560,28797,-308,-62326,66140
1991:Q3,749990,-40908,400801,141084,107880,141134,749990,525732,9231,45024,372009,99469,194862,-7308,-6353,20560,149316,60714,-36455,-376,232,-8276,22808,29396,749990,197469,45352,65425,-476,0,87168,503566,59123,61508,13812,444,9800,30588,83505,55828,224,-11684,36142,95407,14124,0,66804,-28479,21184,-2144,67861,2088,-72571,48956
1991:Q4,728863,-29074,274612,169171,149445,164709,728863,484860,4031,50661,278428,151740,211223,-2212,-6929,32648,132707,37979,44886,60,3152,1064,-32131,32780,728863,124387,41667,39696,-20,0,43044,508932,12531,100991,47912,296,17543,25976,33097,16980,276,-15192,27754,207399,13576,0,23352,-25512,20632,-1456,-8917,708,10985,95544
1992:Q1,618348,39689,318500,93121,5187,161850,618348,408560,3697,98916,307336,-1389,198805,-7388,-5639,11332,92953,57343,21517,792,2744,11580,13570,10984,618348,134125,114747,-35518,428,0,54468,396355,17847,53096,-8408,2044,15736,26156,93497,28704,388,38752,66340,-22239,23296,0,62972,-27658,-2516,2640,-7919,7732,25896,87868
1992:Q2,728129,22299,307494,207639,27096,163602,728129,404025,2692,71605,307882,21847,277892,5492,-5391,50212,157039,55515,-18006,-956,13672,-16912,37226,46212,728129,17788,-41453,90802,816,0,-32376,571669,25666,84801,28028,3348,19592,21072,100002,8108,304,20872,-13402,139748,18804,0,14350,-19268,-10808,-1000,100675,-116,30893,138672
1992:Q3,735801,20028,330030,175367,61945,148431,735801,460191,1248,63545,339058,56340,256010,11504,-7305,67700,98639,53481,28074,4,-1592,7180,-1676,19600,735801,108113,101170,-17684,1920,0,22708,577944,28222,112243,7172,3080,16686,5536,106380,56440,456,65600,15390,87099,18484,0,27088,-31215,12628,-1912,56811,11556,-19801,49744
1992:Q4,513185,-29496,213292,149848,-940,180481,513185,296436,1883,88827,215960,-10234,204133,10720,3330,33580,113600,58812,-29134,340,-4048,-4344,21276,12616,513185,-15587,-61244,58893,-256,0,-12980,435952,39840,101842,15788,2636,9138,15560,99425,26072,388,25064,-51836,157980,20152,0,29748,-13699,8316,1520,-66271,2020,12269,92820
1993:Q1,747132,-83469,177138,148506,73410,431547,747132,476110,2091,228203,180298,65518,206410,-4648,-6642,32272,113074,81938,-48599,-744,-9484,20704,28539,64612,747132,32424,48027,-42443,1248,0,25592,630904,30824,75285,20156,2228,13888,29168,145672,56508,380,-4944,-15460,212799,19984,0,-28946,20657,15180,-1756,118331,-2720,-76331,83804
1993:Q2,817508,33403,284530,83570,87500,328506,817508,586331,2968,214773,288610,79981,164113,4788,-5560,68656,10834,65177,-28893,-1528,13724,7104,29811,67064,817508,-5333,-81228,22300,392,0,53204,708509,41909,55740,628,1676,6068,36312,134223,4952,568,46928,37201,207417,19984,0,29076,12244,9508,-756,32679,6060,26094,114332
1993:Q3,1044853,2963,217186,297392,91455,435857,1044853,511247,2077,194497,233418,81254,418238,-840,-6938,167692,113468,72442,25334,-304,14660,5672,27051,115368,1044853,102828,29459,75192,268,0,-2092,784573,41442,82299,8100,1528,6588,37688,132105,90696,712,68292,39755,65285,19984,0,71936,31396,16424,-4556,24521,2856,47523,157452
1993:Q4,802804,26643,236750,162850,12824,363738,802804,407408,-2892,157951,244474,7875,349352,-1076,-1373,53628,101498,110426,2514,104,29260,16728,37643,46044,802804,68922,97923,-15037,724,0,-14688,509226,30741,47731,31784,1328,11712,33288,92504,-3696,536,4848,17192,204175,19984,0,11072,30071,13352,4756,-54371,2244,9974,224656
1994:Q1,685408,-37241,70435,350095,-7685,309805,685408,218950,2122,167990,69131,-20293,556218,864,-7321,159976,191423,118944,55995,-780,-9904,2004,45017,-89760,685408,262424,238776,42316,-9776,0,-8892,308060,34143,63813,20680,-532,13326,19476,84602,-1152,644,21336,-26158,-37841,-3700,0,70130,41826,3260,-2488,20574,3988,-17867,114924
1994:Q2,665861,33343,241460,279642,-62136,173551,665861,277364,2491,102278,246176,-73581,395012,-1480,-1374,146512,128414,48620,48620,-1172,264,12924,13684,-6516,665861,427243,406688,-9721,17664,0,12612,175950,22838,-20927,7440,400,2822,20492,34884,81680,176,-1976,48957,-43994,-3700,0,64994,23643,8004,-3612,-46192,-2540,-17439,62668
1994:Q3,648523,59210,172308,240051,-266,177220,648523,258034,4427,86526,175204,-8124,378573,5240,1784,151992,85163,54148,58901,-432,-7620,14468,14930,11916,648523,117447,99312,-11573,2604,0,27104,395804,40563,-40998,-5932,-800,1691,23484,91568,70888,216,2616,81753,20126,-3700,0,88690,14788,6720,-4920,5924,3264,-137,135272
1994:Q4,724237,87601,164465,299461,-73625,246335,724237,194272,3704,113538,158789,-81759,490529,4652,-3440,249012,56125,59195,51888,-1124,19344,34964,19913,39436,724237,436918,504232,-3558,8948,0,-72704,77204,28468,-84653,-19044,1364,-2024,28408,80926,25632,-28,15712,30447,-97298,-3700,0,138242,12435,12372,-4760,-76794,-1500,-7002,210116
1995:Q1,507776,85937,136533,117966,-60744,228084,507776,125974,750,52335,135305,-62415,321742,6276,-1774,62956,56238,81130,67993,4,-29540,20540,57918,60060,507776,-202672,-208212,-55876,8628,0,52788,472136,6894,-89114,115648,736,-11141,27868,123002,30628,176,81648,49840,35734,8512,0,47404,-2265,19852,-2616,32095,-4084,1320,238312
1995:Q2,889955,79026,374811,197634,-55572,294056,889955,453752,-107,136212,376419,-58772,385099,6416,-1301,127124,68902,101522,31634,12,-104,18148,32746,51104,889955,-17250,15950,104824,4224,0,-142248,616953,15470,-25118,51544,1936,2333,27928,135428,15184,292,5508,193188,-31440,8512,0,91298,14853,8032,-2820,122485,6028,-23690,290252
1995:Q3,665705,102393,108531,205366,-54936,304352,665705,111515,254,59475,108939,-57152,464190,9496,-4694,102116,102842,144743,41319,24,2096,22232,44015,90000,665705,-75005,125181,-124559,6424,0,-82052,412515,-1281,68127,524,-228,280,29028,57658,-1732,360,8900,35945,122222,8512,0,27966,46089,2832,-888,769,-8380,15810,328196
1995:Q4,731644,29825,75121,302109,-59200,383788,731644,111535,-12,96567,80253,-65273,539769,-2272,-4564,131656,165321,183645,57822,120,7728,-2376,2689,80340,731644,-5800,36229,40771,4300,0,-87100,606852,29617,-76259,16124,3484,6680,29316,71075,19376,508,25380,68150,135408,8512,0,144788,24602,21160,4112,118654,3260,-47096,130592
1996:Q1,670551,17280,185933,175839,-17016,308513,670551,282399,4311,116425,183613,-21950,338448,9024,-2107,31604,146555,134328,33704,124,-31760,23664,-6689,49704,670551,-157401,-154085,-34576,6136,0,25124,524431,-1434,-24901,23992,-1428,4110,23644,41165,27480,580,60704,157405,123639,2940,0,59594,8706,6180,6824,-79104,-3572,87907,303520
1996:Q2,948271,172311,206592,286136,-3364,286596,948271,320137,4503,122904,208840,-16110,596653,12992,-4442,126640,157248,128190,41757,168,13156,16048,104897,31480,948271,284622,175006,62160,8556,0,38900,447341,9638,-15948,21128,-624,4995,15576,-3531,17840,40,56780,139220,74041,2940,0,74622,-4486,5604,5428,48824,5080,-9827,216308
1996:Q3,697647,127846,167546,206766,-30017,225507,697647,185046,8262,48889,164474,-36579,389945,5388,-124,80148,129690,66181,62903,204,5676,-3612,43492,122656,697647,-2898,102949,-15255,3148,0,-93740,306746,16149,-36490,16896,-1164,2144,22056,116524,-47644,320,-46312,76459,72062,2940,0,59796,-17215,16464,5156,-16739,4460,60883,393800
1996:Q4,775320,92956,-2912,250471,24293,410511,775320,91415,7249,78535,-6208,11838,576045,8628,3821,123352,130415,129890,46183,608,4852,-2120,130415,107860,775320,-134863,-21882,-8745,3516,0,-107752,321163,24851,-91302,70932,-1920,3911,24776,108422,-36968,92,39856,-9612,42449,2940,0,105578,-5341,33576,900,88523,8812,-89312,589020
1997:Q1,544741,226209,55999,122403,7246,132885,544741,183485,4639,124631,54579,-363,324496,6548,229,-6520,130343,52011,24175,1232,-2856,372,118962,36760,544741,-411244,-338698,-13450,6804,0,-65900,662678,14083,25466,72716,5688,3331,10624,87604,44692,72,78124,58970,75166,-1132,0,83388,-29658,532,3580,-3498,3840,129091,293308
1997:Q2,931880,204388,61558,281174,44376,340383,931880,274851,8786,173087,61802,31176,595593,9348,1900,198876,82054,45930,117117,1620,34936,32376,71436,61436,931880,-96004,-70574,-65122,2984,0,36708,782532,46348,45113,-24548,288,7057,24352,153359,34136,100,66068,185026,53213,-1132,0,78342,-9629,27328,7456,79696,5448,4511,245352
1997:Q3,873567,221354,22988,142330,84410,402485,873567,343611,7040,243330,22068,71172,411896,3000,-4087,46268,96982,157592,-73650,5080,-6872,25196,162387,118060,873567,8562,115594,-32871,3956,0,-78116,536341,19065,19022,31956,3740,-2428,34880,72309,43468,176,61548,87935,147557,-1132,0,32628,-43170,-25584,8348,-78383,-3924,128331,328664
1997:Q4,742435,84453,-136944,308361,91564,395002,742435,45637,8059,92292,-135196,80482,659894,23224,-7754,157648,148965,294182,49618,4636,7028,18924,-36576,36904,742435,-52431,-13060,-46608,3192,0,4044,692823,73660,151329,31084,-692,-6320,30900,16192,49796,420,30444,19625,87160,-1132,0,126682,-4514,36604,21988,51384,16772,-38561,102044
1998:Q1,1245813,398532,-89216,244881,90275,601340,1245813,366219,19325,375995,-91648,62547,774113,6268,-6858,142980,104333,214646,114950,7004,-1032,50168,141654,105480,1245813,-95018,-24608,-16806,7388,0,-60992,1172962,-5709,54824,43288,4216,-1862,26000,95786,-6808,436,61132,170602,184993,4932,0,203762,-16107,27448,14012,184842,14648,112527,167868
1998:Q2,1481349,220142,12551,405027,90034,753596,1481349,462796,12854,367802,11111,71030,924985,176,-5959,166792,239675,279886,105076,6440,20008,48076,64815,93568,1481349,459401,370902,-37789,6388,0,119900,794232,14573,-35349,17868,1192,11098,1108,47314,-30788,264,70352,414408,115184,4932,0,100848,780,13140,-7856,7524,-16852,64490,227716
1998:Q3,924644,276966,-200033,533054,75000,239657,924644,68599,7674,199218,-200445,62153,875997,7172,-1337,294464,239002,257103,-14279,2796,-2596,33488,60184,-19952,924644,334444,248285,11362,4388,0,70408,600780,38405,95189,-82952,300,10301,6380,44823,-8064,724,56772,188924,2611,4932,0,242012,45422,-38012,-15876,-68932,6212,71608,-10580
1998:Q4,978983,-123093,-107174,711295,81483,416472,978983,93741,7179,110565,-94990,70987,917797,9232,-5082,511420,187691,284001,13814,2716,12392,8384,-106770,-32556,978983,-108551,-329124,47201,3388,0,169984,794530,36963,256211,17596,9092,13639,10344,52485,3412,800,45332,245854,115495,4932,0,323040,70769,25760,-24808,-180683,-14864,-216839,293004
1999:Q1,1378678,213134,-102981,586448,80149,601928,1378678,249677,11239,280723,-104513,62228,1110925,372,-1128,193332,394648,229128,110933,5280,-31108,41720,167747,18076,1378678,161844,54335,15029,-2924,0,95404,1106738,38133,87758,-7912,-1772,7406,-17536,103606,69340,280,72236,225429,99840,7820,0,155940,60602,41492,7528,66026,-3860,94380,110096
1999:Q2,1153673,137679,-52554,581858,33324,453365,1153673,223767,8476,246580,-51954,20665,930386,272,-10,306796,274462,206991,99873,-1308,-18296,27944,33661,-480,1153673,-16057,-107302,4241,-1920,0,88924,1104474,66808,138363,-35440,3764,16785,1148,54100,113740,92,15064,110838,195028,15000,0,167588,60104,15948,1792,33107,-2148,132794,65256
1999:Q3,1256587,215608,-118292,638287,75761,445223,1256587,277946,14425,326417,-118260,55364,918021,2236,-671,407508,230747,192094,-27345,568,17764,18736,76384,60620,1256587,223226,99488,33126,80,0,90532,687001,32922,71677,49044,4156,-4462,-8512,22451,84076,-148,39260,167461,23010,13256,0,230294,31487,-6124,-1328,-95306,-1620,35407,346360
1999:Q4,918274,353115,-9989,565926,28210,-18988,918274,159474,7512,144636,-9957,17283,730236,2224,197,367504,198390,399,63562,180,-37256,46452,88584,28564,918274,-314250,-414742,-31248,1076,0,130664,1101880,-35203,95572,32408,2496,-25393,-24348,19683,130180,-412,42396,266968,17574,2376,0,161018,13319,56556,2908,89204,38268,216311,130644
2000:Q1,705124,314342,-205502,236054,28572,331657,705124,27942,5006,211665,-207566,18837,577886,11628,-82,105092,133026,132681,115979,128,44428,32632,2373,99296,705124,-252786,-403333,49955,1732,0,98860,664944,77509,45350,-18716,-296,6839,6108,94606,-31720,-552,54788,227895,-30712,5468,0,120836,16561,11024,-120,107271,-39364,12167,292966
2000:Q2,531420,330071,-420965,403987,-15882,234209,531420,-193883,11503,240416,-419129,-26673,786559,14040,467,249040,153111,107562,106440,796,-680,37340,118444,-61256,531420,13096,-116121,46297,732,0,82188,364411,23108,-26513,-29088,1112,12129,-11220,25107,-125712,-128,14692,-21832,-10496,-4268,0,94712,23545,8384,-2400,74506,-5128,323902,153913
2000:Q3,712314,127577,-295525,506859,51927,321476,712314,-28627,7092,220005,-297949,42226,646857,9928,-180,279440,229843,161539,59052,-2492,25368,-112628,-3014,94084,712314,70809,-33335,137,3732,0,100276,433262,49213,47104,31040,8052,-17584,10996,69079,-132128,192,23496,93698,36558,-6700,0,230966,-7719,31056,-44,75629,2388,-112031,208243
2000:Q4,881122,74209,-183259,588776,29879,371518,881122,-56077,-566,97302,-184439,31626,857331,18336,-369,307080,282876,304954,48961,-3656,-6576,29880,-124155,79868,881122,243432,176821,-19669,4728,0,81552,314836,-15075,36791,46452,6052,-4989,-2168,34544,-195920,932,66288,279331,-78974,-16748,0,283388,3354,24672,2228,-36638,-2852,-115832,322855
2001:Q1,948035,-80500,-4839,424845,136378,472151,948035,338859,5510,214086,-7075,126338,548008,13336,-454,265932,161149,100388,-57438,-2452,-23748,93828,-2534,61168,948035,-712516,-791213,-18180,5728,0,91148,1283929,51978,-89964,13244,-6608,18683,-29337,122548,77224,4252,-92912,510368,91787,-6944,0,250068,22169,15604,-1044,263559,3000,66255,376622
2001:Q2,828211,-138051,-424352,720374,90914,579327,828211,14474,11964,350715,-423228,75023,853870,-4772,-1686,286836,432414,205587,32244,-3540,35624,-50296,-78540,-40132,828211,-306640,-433840,-7268,4728,0,129740,902992,46178,84803,20028,-1384,15631,88,126049,-77440,1324,43496,193179,180805,-116,0,260658,26968,-28840,8924,171337,-2604,-166093,231859
2001:Q3,1409094,-159518,269578,821956,108897,368182,1409094,477490,15817,102092,269226,90355,1026928,4868,-1281,326676,495632,311994,-2304,336,12604,7676,-129273,-95324,1409094,725012,651871,7078,1720,0,64344,455313,15844,182648,33668,3616,42685,25898,144992,-69308,5612,-118508,345173,-78388,-496,0,268512,3084,25652,6720,-131265,-1336,-249491,228769
2001:Q4,1589052,92733,143654,601377,154552,596736,1589052,514213,22017,219559,142922,129715,1009347,20,-71,337148,264961,383307,-11142,3740,-18884,-26900,77166,65492,1589052,-192172,-344454,18998,2728,0,130556,1323254,45408,271558,13240,13264,39513,32512,82671,-78156,4132,-42908,54636,167448,20416,0,183772,81703,63624,20492,52309,16372,281249,457969
2002:Q1,1083192,-244539,13174,700981,112094,501482,1083192,214726,9419,91014,11378,102914,795218,-10736,-198,180232,522545,221282,-17581,-2084,-15672,-25916,-56654,73248,1083192,-72936,-183787,29027,-128,0,81952,859079,106957,185932,-58132,6836,33719,30312,247926,43212,-304,29488,-72757,230831,29036,0,257540,12944,-16768,28968,-90813,11364,-157211,297049
2002:Q2,1466091,-183174,367110,495470,147830,638856,1466091,592498,9659,73854,368898,140086,790249,2904,-204,139108,354574,235403,90047,11864,17520,-4520,-56446,83344,1466091,360056,265454,13657,-128,0,81072,583372,64526,149253,61820,2948,8689,35044,155428,62048,1508,-92156,-191670,33842,592,0,88204,38434,18100,20852,332968,2124,-209182,522664
2002:Q3,1208073,-24703,342362,459534,164458,266421,1208073,415430,13256,-89209,343942,147441,774514,-4860,370,289556,168398,221859,76830,7772,15236,17300,-17946,18128,1208073,112704,14821,32503,-128,0,65508,605349,59775,129382,73592,-8,20583,27308,243896,-36964,5096,-215852,-46059,100045,-2316,14988,111756,95317,37084,8472,-189367,-1748,170370,490020
2002:Q4,1588728,56033,241049,532614,213310,545721,1588728,444406,17941,-239,241469,185234,1068730,10760,-1704,270436,261758,345365,48328,10044,-23960,59468,88235,75592,1588728,299468,166083,8825,-128,0,124688,867925,79666,178581,13772,6184,36906,65872,257354,-103160,3476,-120864,199387,100739,16168,-68,174136,152465,33984,-17100,-23687,-3072,-182813,421335
2003:Q1,1292941,-72371,179299,512108,133088,540817,1292941,324781,17698,21549,177719,107815,1047800,9048,-148,225752,287936,356810,40918,6308,38432,59664,23080,-79640,1292941,-607100,-640680,33796,1376,132,-1724,1556145,61422,215778,34228,-4052,64343,42876,214167,78184,4480,-17644,13328,179864,25032,-1148,151834,115842,34236,2204,120045,21852,199273,343896
2003:Q2,1846189,-88411,632748,471777,179040,651035,1846189,930163,11446,109152,633264,176299,827119,7328,-413,192436,278825,223671,194844,16124,-16228,75488,-144956,88908,1846189,-391137,-394055,9966,1376,104,-8528,1536114,46617,238777,27268,11364,29108,42908,222967,55616,40,33204,119663,251756,57164,416,-38842,141711,64456,1696,130198,23456,76570,701213
2003:Q3,1501454,-99199,331469,770411,120072,378700,1501454,553868,18612,108950,331525,94779,1060158,1920,-100,459872,310483,193594,47904,25792,9860,18836,-8003,-112572,1501454,267552,104884,35786,1376,82,125424,776554,19313,-160365,-74348,14776,-4429,67752,121251,58352,22876,50032,-102237,38467,42260,1572,381398,80516,74516,2492,40602,-27564,129323,457348
2003:Q4,1845400,-67855,344948,581048,118020,869240,1845400,441521,7467,-5200,336320,102934,1221002,6876,410,125432,464244,284328,137433,26188,-6596,65412,117276,182876,1845400,263634,49989,-35072,1376,64,247276,1005967,22025,358186,-41132,2484,7810,92604,96747,97160,1216,203244,-353486,131785,15708,2044,3440,-3350,39928,17724,223988,-3024,90866,575799
2004:Q1,1323554,154662,267139,-3310,224512,680551,1323554,547285,8432,105406,268203,165245,649221,356,144,5600,-9974,378033,88010,32592,51948,109436,-6924,127048,1323554,124519,-81505,44869,6960,144,154052,387345,47865,360135,44084,6088,3306,89752,160132,3012,-1300,159928,-220443,-156235,8740,5128,11922,4515,-19484,55316,-192885,88,17681,811689
2004:Q2,1474144,-158141,599026,301285,253049,478925,1474144,795497,22156,-50093,595382,228051,707403,15508,4,214812,90117,471665,51810,36676,2472,-41396,-134265,-28756,1474144,-388457,-363388,-13617,6960,108,-18520,923013,57503,27838,-34928,9144,-4498,64368,132808,7336,-172,170692,-105137,327201,22148,3544,45494,453,-39888,19652,211071,728,7656,939587
2004:Q3,1623177,105049,327262,169190,216904,804772,1623177,533496,5136,5535,327110,195715,902933,4132,144,118280,51062,519605,71994,1088,33204,87608,15815,186748,1623177,598369,297675,5722,6960,148,287864,340854,51537,-167282,11544,2980,-20337,64636,138773,-9276,664,-165400,-137866,52153,-700,2248,83196,-98691,16696,31756,304079,1328,178816,683953
2004:Q4,1562458,323190,270949,-6521,158295,816544,1562458,480739,16892,51772,271261,140813,958587,29800,288,-38696,31863,534964,205414,120384,-26640,-12384,113593,123132,1562458,403176,617044,29222,6960,198,-250248,378676,48309,-60986,47604,4340,21317,62528,106767,-8380,116,271796,-126871,101201,12356,4196,-187010,48415,11820,27140,-286609,7756,272871,780606
