1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015:Q1,11037,11037,5200,5200,64185,64185,31407,31407,352100,26896,310639,68357,1110203,122383,489071,341491,126064,239546,36414,737546,540624,196922,79894,79894,253237,253237,488349,1797046,3736573,488349,1797046,3736573
2015:Q2,11037,11037,5200,5200,63365,63365,32272,32272,351976,27417,310076,69317,1118988,123511,497358,343640,124025,240345,37131,734799,537847,196952,83685,83685,250593,250593,524855,1881807,3800555,524855,1881807,3800555
2015:Q3,11037,11037,5200,5200,59418,59418,32052,32052,356370,27938,314030,70278,1130195,124638,507099,346572,122175,241141,37846,718966,524772,194194,87475,87475,251029,251029,651497,1925299,4054188,651497,1925299,4054188
2015:Q4,11037,11037,5200,5200,64021,64021,32021,32021,356171,28458,313392,71237,1130485,125766,511362,345159,119229,241940,38561,722690,526972,195718,91266,91266,264694,264694,608283,1732272,4074645,608283,1732272,4074645
2016:Q1,11037,11037,5200,5200,63174,63174,33205,33205,362041,26334,318464,69911,1140942,128786,519105,346551,118224,246988,38860,729265,530849,198416,93472,93472,262972,262972,600523,1762650,4135555,600523,1762650,4135555
2016:Q2,11037,11037,5200,5200,64921,64921,34025,34025,367786,24212,323411,68587,1154244,131807,528095,349073,117688,252037,39158,735490,537164,198326,95677,95677,264982,264982,583219,1777567,4163910,583219,1777567,4163910
2016:Q3,11037,11037,5200,5200,65288,65288,33060,33060,370134,22087,324962,67259,1170195,134826,538098,352750,117633,257084,39456,743803,545394,198409,97884,97884,264977,264977,557113,1775557,4160569,557113,1775557,4160569
2016:Q4,11037,11037,5200,5200,70694,70694,31698,31698,372870,19963,326900,65933,1174401,137846,542421,351720,116220,262132,39754,768405,546470,221935,100090,100090,277560,277560,581511,1710130,4220806,581511,1710130,4220806
2017:Q1,11037,11037,5200,5200,73252,73252,33072,33072,379841,19798,332730,66909,1178073,143203,542804,349096,115587,271440,42349,773876,552485,221391,104882,104882,275312,275312,505950,1766070,4176938,505950,1766070,4176938
2017:Q2,11037,11037,5200,5200,77034,77034,33494,33494,382100,19632,333847,67885,1202079,148561,552799,354732,117419,280747,44943,779376,555752,223624,109673,109673,273309,273309,460270,1850901,4149901,460270,1850901,4149901
2017:Q3,11037,11037,5200,5200,84432,84432,33551,33551,385068,19467,335674,68861,1257641,153918,579746,372621,121600,290055,47537,790304,560358,229946,114464,114464,275338,275338,402058,1742410,4089617,402058,1742410,4089617
2017:Q4,11037,11037,5200,5200,82649,82649,33479,33479,390933,19300,340398,69835,1250189,159275,574037,365682,120253,299361,50131,805402,565133,240269,119256,119256,287115,287115,325769,1695037,4014681,325769,1695037,4014681
2018:Q1,11037,11037,5200,5200,85346,85346,35913,35913,401056,18934,349028,70962,1258974,159728,577910,367541,119292,301550,52409,800601,563927,236674,110618,110618,286786,286786,397443,1711073,4078757,397443,1711073,4078757
2018:Q2,11037,11037,5200,5200,86775,86775,35764,35764,402886,18568,349365,72089,1271295,160182,582630,371007,119413,303741,54686,805889,567450,238439,101979,101979,288144,288144,396752,1732854,4112058,396752,1732854,4112058
2018:Q3,11037,11037,5200,5200,87582,87582,36611,36611,410154,18201,355141,73214,1291700,160634,591664,377627,120151,305929,56963,821697,574231,247466,93340,93340,287328,287328,338176,1721659,4118521,338176,1721659,4118521
2018:Q4,11037,11037,5200,5200,85736,85736,35378,35378,417338,17834,360832,74340,1294249,161087,591939,377098,118941,308118,59240,788346,555735,232611,84701,84701,301023,301023,600963,1658834,4488201,600963,1658834,4488201
2019:Q1,11037,11037,5200,5200,89115,89115,36838,36838,423083,18032,365951,75164,1300004,162456,592587,378657,120737,310736,59743,813602,570233,243369,83557,83557,297297,297297,452873,1725754,4340724,452873,1725754,4340724
2019:Q2,11037,11037,5200,5200,88658,88658,36143,36143,426534,18230,368775,75989,1314384,163824,597194,383762,123651,313354,60247,819237,573940,245297,82414,82414,297601,297601,431678,1829451,4269691,431678,1829451,4269691
2019:Q3,11037,11037,5200,5200,89714,89714,37017,37017,429623,18428,371238,76813,1321349,165193,597790,386031,126000,315971,60750,815747,572879,242868,81269,81269,298787,298787,466614,1722164,4321355,466614,1722164,4321355
2019:Q4,11037,11037,5200,5200,91766,91766,36896,36896,436159,18625,377148,77636,1338228,166561,603941,392117,128890,318588,61253,826091,580119,245972,80125,80125,315397,315397,413853,1652499,4167604,413853,1652499,4167604
2020:Q1,11037,11037,5200,5200,98118,98118,39417,39417,438340,20077,378580,79837,1345377,165743,606061,394885,129905,319547,60722,794799,556088,238711,79440,79440,313640,313640,748472,1682645,4732717,748472,1682645,4732717
2020:Q2,11037,11037,5200,5200,102538,102538,38464,38464,443910,21530,383402,82038,1364161,164926,613539,402447,132400,320508,60193,828002,583421,244581,78755,78755,310696,310696,449807,1712591,4422736,449807,1712591,4422736
2020:Q3,11037,11037,5200,5200,110508,110508,38054,38054,451266,22981,390009,84238,1393451,164107,626686,414104,135640,321466,59662,846265,596762,249503,78070,78070,310763,310763,339589,1695865,4327932,339589,1695865,4327932
2020:Q4,11037,11037,5200,5200,114819,114819,36964,36964,455009,24433,393004,86438,1393453,163289,625240,414125,135821,322425,59131,874469,619461,255008,77384,77384,323633,323633,127729,1629432,3940138,127729,1629432,3940138
2021:Q1,11037,11037,5200,5200,126498,126498,39090,39090,458658,24991,396182,87467,1425077,167345,637794,424580,140149,329274,60625,880223,622253,257970,75758,75758,322181,322181,150100,1655127,3906654,150100,1655127,3906654
2021:Q2,11037,11037,5200,5200,141928,141928,38260,38260,459921,25550,396974,88497,1451477,171402,647056,433116,144466,336123,62118,902119,636806,265313,74130,74130,325741,325741,49297,1662079,3735445,49297,1662079,3735445
2021:Q3,11037,11037,5200,5200,152645,152645,38238,38238,466415,26108,402997,89526,1500662,175457,667709,450757,151071,342971,63611,901185,633647,267538,72503,72503,328588,328588,124724,1692823,3845191,124724,1692823,3845191
2021:Q4,11037,11037,5200,5200,157537,157537,38434,38434,471997,26665,408108,90554,1504668,179513,666091,450237,152930,349819,65104,914601,640518,274083,70876,70876,345080,345080,53441,1539054,3571344,53441,1539054,3571344
2022:Q1,11037,11037,5200,5200,172421,172421,40193,40193,473896,26307,410863,89340,1523424,182716,677009,453778,153358,356505,65490,902198,626335,275863,71469,71469,346811,346811,180463,1552796,3519991,180463,1552796,3519991
2022:Q2,11037,11037,5200,5200,174467,174467,39390,39390,471418,25949,409240,88127,1562785,185920,696497,465967,157174,363192,65875,874326,601032,273294,72062,72062,353339,353339,456073,1548278,3687228,456073,1548278,3687228
2022:Q3,11037,11037,5200,5200,173733,173733,39403,39403,473077,25589,411755,86911,1609926,189122,720369,481090,161454,369875,66260,866551,592637,273914,72655,72655,357568,357568,512602,1515529,3702464,512602,1515529,3702464
2022:Q4,11037,11037,5200,5200,175997,175997,36961,36961,474557,25231,414091,85697,1624691,192325,727679,483455,162676,376561,66645,882004,603050,278954,73247,73247,383550,383550,335771,1371785,3299280,335771,1371785,3299280
2023:Q1,11037,11037,5200,5200,179878,179878,37982,37982,480684,25151,420197,85638,1658550,193699,744433,495324,164959,380343,67190,897346,614391,282955,72868,72868,382771,382771,278308,1432883,3294744,278308,1432883,3294744
2023:Q2,11037,11037,5200,5200,183123,183123,37998,37998,482577,25071,422070,85578,1686873,195072,756517,505489,168080,384124,67735,908943,623996,284947,73205,73205,386358,386358,230930,1408222,3258697,230930,1408222,3258697
2023:Q3,11037,11037,5200,5200,188396,188396,38687,38687,483951,24989,423423,85517,1717341,196445,769958,516442,171202,387905,68279,903725,618971,284754,73398,73398,386270,386270,360956,1380153,3437961,360956,1380153,3437961
2023:Q4,11037,11037,5200,5200,190264,190264,39372,39372,488432,24909,427884,85457,1729420,197818,774338,519964,172426,391686,68824,925473,636693,288780,73283,73283,413362,413362,180456,1179012,3193625,180456,1179012,3193625
2024:Q1,11037,11037,5200,5200,204887,204887,40964,40964,497331,24942,435668,86605,1764421,200957,793942,530590,174929,398257,67660,944630,650807,293823,73708,73708,411638,411638,50397,1202171,3024738,50397,1202171,3024738
2024:Q2,11037,11037,10200,10200,204542,204542,41020,41020,493556,24975,430778,87753,1806385,204097,817017,543964,178177,404828,66496,953405,655884,297521,74191,74191,416123,416123,20312,1201995,3015418,20312,1201995,3015418
2024:Q3,11037,11037,10200,10200,217033,217033,39431,39431,497905,25007,434013,88899,1854448,207236,842949,559813,182192,411398,65332,972974,670341,302633,74339,74339,414976,414976,-89375,1172699,2836176,-89375,1172699,2836176
2024:Q4,11037,11037,15200,15200,223961,223961,39530,39530,501826,25040,436819,90047,1857551,210375,846221,557824,181746,417968,64167,975057,669674,305383,74354,74354,439119,439119,-51442,1000757,2949651,-51442,1000757,2949651
2025:Q1,11037,11037,15200,15200,238727,238727,42448,42448,501876,25138,436614,90400,1903092,215532,867498,571373,185798,428215,65740,975926,668983,306943,74554,74554,437601,437601,46944,1055213,3087292,46944,1055213,3087292
