date,FA716000105.Q,FA715013005.Q,FA714090005.Q,FA714010005.Q,FA713022003.Q,FA713068705.Q,FA713068703.Q,FA763069143.Q,FA713068725.Q,FA713068763.Q,FA713068753.Q,FA713011515.Q,FA713091103.Q,FA713012003.Q,FA713011405.Q,FA712051005.Q,FA714022005.Q,FA713069603.Q,FA713061103.Q,FA713061113.Q,FA713061125.Q,FA713061705.Q,FA713061903.Q,FA713061703.Q,FA713011525.Q,FA713068005.Q,FA713068813.Q,FA713068665.Q,FA713068863.Q,FA713068505.Q,FA713064103.Q,FA713090005.Q,FA713011203.Q,FA713014003.Q,FA713093005.Q,FA714194005.Q,FA714190005.Q,FA713113003.Q,FA713120005.Q,FA713123005.Q,FA713123023.Q,FA713123030.Q,FA713123043.Q,FA713124005.Q,FA713129005.Q,FA713122605.Q,FA713125005.Q,FA703025005.Q,FA712151003.Q,FA712151103.Q,FA712151115.Q,FA713193005.Q,FA713164005.Q,FA313094213.Q,FA713164003.Q,FA717005005.Q
1989:Q4,-939,243,-20000,2052,2520,-468,-468,0,0,0,0,0,0,-96,40,-33714,14872,0,14992,24376,-9384,-120,0,-120,0,0,0,0,0,0,0,-3154,-24,0,-3130,-1184,-1364,15790,-10747,-30347,60,-30407,0,4052,0,964,8008,6576,0,0,0,-6407,180,0,180,17634
1990:Q1,-1525,252,40654,3708,-3020,6728,6728,0,0,0,0,0,0,448,-12,50120,-6418,0,-6414,-36308,29894,-4,0,-4,0,0,0,0,0,0,0,-7192,4,0,-7196,43150,42870,-5702,29461,10472,340,10132,0,-3924,0,-1220,25045,-911,0,0,0,19111,280,0,280,719
1990:Q2,-1452,250,8986,-5188,1120,-6308,-6308,0,0,0,0,0,0,-392,8,-9900,26222,0,26534,53336,-26802,-312,0,-312,0,0,0,0,0,0,0,-1764,20,0,-1784,9722,9598,15479,7449,-23648,160,-23808,0,-232,0,320,31117,-108,0,0,0,-13330,124,0,124,-966
1990:Q3,-1963,252,32493,4560,4884,-324,-324,0,0,0,0,0,0,252,-8,7164,17565,0,17841,11960,5881,-276,0,-276,0,0,0,0,0,0,0,2960,-8,0,2968,34965,34745,-19306,49487,23740,-212,23952,0,208,0,220,27610,-2292,0,0,0,4563,220,0,220,257
1990:Q4,-2074,250,25651,120,1380,-1260,-1260,0,0,0,0,0,0,8,8,22962,-4841,0,-4701,2768,-7469,-140,0,-140,0,0,0,0,0,0,0,7394,-20,6000,1414,19607,19511,10853,22823,832,136,696,0,-292,0,-188,3484,18987,0,0,0,-14165,96,0,96,-8368
1991:Q1,-25,282,9414,1656,1440,216,216,0,0,0,0,0,0,496,12,-33142,43302,0,43302,6900,36402,0,0,0,0,0,0,0,0,0,0,-2910,0,0,-2910,6490,6178,-58433,61631,27147,248,26899,0,-152,0,-616,52849,-17597,0,0,0,2980,312,0,312,-3231
1991:Q2,-69,281,-15688,-3620,-8560,4940,4940,0,0,0,0,0,0,-336,-24,-20064,9436,0,9952,20276,-10324,-516,0,-516,0,0,0,0,0,0,0,-1080,16,0,-1096,-25024,-25200,12915,-20310,-34192,-40,-34152,0,68,0,-8,14569,-747,0,0,0,-17805,176,0,176,-9686
1991:Q3,150,279,59707,-5496,-840,-4656,-4656,0,0,0,0,0,0,16,-4,5700,59123,0,59359,37020,22339,-236,0,-236,0,0,0,0,0,0,0,368,0,0,368,49163,49083,11550,22279,9611,-24,9635,0,288,0,632,-1285,13033,0,0,0,15255,80,0,80,-10673
1991:Q4,-91,278,40739,1608,1996,-388,-388,0,0,0,0,0,0,-204,-0,25072,12531,0,12971,16264,-3293,-440,0,-440,0,0,0,0,0,0,0,1732,-12,0,1744,55711,55363,-3011,60608,32682,116,32566,0,5652,0,2372,10538,9363,0,0,0,-2234,348,0,348,14603
1992:Q1,1507,315,-18533,-1540,-876,-664,-664,0,0,0,0,0,0,284,-16,-33184,17847,0,18183,-12572,30755,-336,0,-336,0,0,0,0,0,0,0,-1924,-8,0,-1916,-28565,-28937,-3418,-17709,-29139,300,-29439,0,-5804,0,-2404,21313,-1675,0,0,0,-7810,372,0,372,-8840
1992:Q2,1551,325,-6974,2516,-2712,5228,5228,0,0,0,0,0,0,-468,-12,-34934,25666,0,26666,29428,-2762,-1000,0,-1000,0,0,0,0,0,0,0,258,12,0,246,-16074,-16422,-7069,-2421,-22429,-396,-22033,0,-40,0,-604,22071,-1418,0,0,0,-6932,348,0,348,-7874
1992:Q3,1616,331,128630,-3244,-244,-3000,-3000,0,0,0,0,0,0,76,-8,96022,28222,0,28926,-12388,41314,-704,0,-704,0,0,0,0,0,0,0,7562,-8,0,7570,138798,138218,18398,110443,72816,-340,73156,0,204,0,1284,26046,10093,0,0,0,9377,580,0,580,11453
1992:Q4,1551,341,-20744,14184,13920,264,264,0,0,0,0,0,0,-220,-88,-67668,39840,0,40324,32168,8156,-484,0,-484,0,0,0,0,0,0,0,-6792,-8,-8000,1216,-28936,-29244,2752,-34106,-62580,-76,-62504,0,124,0,-1268,43550,-13932,0,0,0,2110,308,0,308,-6982
1993:Q1,687,687,43104,-11352,-11664,312,312,0,0,0,0,0,0,228,4,22054,30824,0,31984,1240,30744,-1160,0,-1160,0,0,0,0,0,0,0,1346,-8,0,1354,43792,43260,10519,46188,13387,28,13359,0,-140,0,360,12030,20551,0,0,0,-13447,532,0,532,688
1993:Q2,725,707,57645,2660,-464,3124,3124,0,0,0,0,0,0,-380,-48,7438,41909,0,42273,38768,3505,-364,0,-364,0,0,0,0,0,0,0,6066,12,0,6054,59977,59573,-14647,69111,36948,-332,37280,0,-116,0,-132,30665,1746,0,0,0,5109,404,0,404,2350
1993:Q3,909,713,48506,8440,2904,5536,5536,0,0,0,0,0,0,-120,24,2144,41442,0,42354,744,41610,-912,0,-912,0,0,0,0,0,0,0,-3424,0,0,-3424,48554,48382,11925,30967,-14619,-192,-14427,0,68,0,856,41339,3322,0,0,0,5490,172,0,172,244
1993:Q4,815,745,14537,-11448,-152,-11296,-11296,0,0,0,0,0,0,-24,-12,-9568,30741,0,31405,33544,-2139,-664,0,-664,0,0,0,0,0,0,0,4848,-16,0,4864,12093,11813,3691,2954,-6973,-28,-6945,0,340,0,-448,32449,-22415,0,0,0,5168,280,0,280,-2374
1994:Q1,-1707,862,31339,-384,-1860,1476,1476,0,0,0,0,0,0,252,12,1290,34143,0,35787,10316,25471,-1644,0,-1644,0,0,0,0,0,0,0,-3974,-4,0,-3970,30963,30787,13295,25927,-30187,-28,-30159,0,-300,0,256,32381,23777,0,0,0,-8435,176,0,176,-2945
1994:Q2,-1755,873,21594,2640,1688,952,952,0,0,0,0,0,0,-536,-0,-4520,22838,0,24066,22516,1550,-1228,0,-1228,0,0,0,0,0,0,0,1172,0,0,1172,24170,23858,-5023,18742,-23374,-68,-23306,0,-132,0,620,33682,7946,0,0,0,10140,312,0,312,-52
1994:Q3,-1743,891,27699,-3500,-2712,-788,-788,0,0,0,0,0,0,236,4,-9094,40563,0,41019,4836,36183,-456,0,-456,0,0,0,0,0,0,0,-510,8,0,-518,30711,30371,-8416,42774,15157,40,15117,0,152,0,-1072,38964,-10427,0,0,0,-3987,340,0,340,378
1994:Q4,-1918,930,19192,-4740,-3616,-1124,-1124,0,0,0,0,0,0,-160,-0,-8754,28468,0,29144,30372,-1228,-676,0,-676,0,0,0,0,0,0,0,4378,-12,0,4390,22552,22252,-16503,33877,7644,-112,7756,0,2228,0,-364,23833,536,0,0,0,4878,300,0,300,512
1995:Q1,-86,1518,45246,2536,3092,-556,-556,0,0,0,0,0,0,456,4,40186,6894,0,7810,-764,8574,-916,0,-916,0,0,0,0,0,0,0,-4830,8,0,-4838,40850,40438,11435,40311,-2859,104,-2963,0,-1928,0,496,41227,3375,0,0,0,-11308,412,0,412,-6000
1995:Q2,-35,1530,45154,1472,940,532,532,0,0,0,0,0,0,-304,-0,25300,15470,0,16718,19112,-2394,-1248,0,-1248,0,0,0,0,0,0,0,3216,4,0,3212,41950,41834,-21009,46831,19360,-168,19528,0,-636,0,-792,23648,5251,0,0,0,16012,116,0,116,-4769
1995:Q3,-161,1538,-14925,-60,-876,816,816,0,0,0,0,0,0,308,4,-21972,-1281,0,-477,-19488,19011,-804,0,-804,0,0,0,0,0,0,0,8076,-12,8600,-512,-26053,-26453,-1784,-13603,-16483,12,-16495,0,348,0,148,6342,-3958,0,0,0,-11066,400,0,400,-12827
1995:Q4,-208,1569,16557,-1008,136,-1144,-1144,0,0,0,0,0,0,-44,-0,-17756,29617,0,30661,24092,6569,-1044,0,-1044,0,0,0,0,0,0,0,5748,-4,0,5752,18033,17829,6646,-183,-5005,-208,-4797,0,2400,0,740,-3382,5064,0,0,0,11366,204,0,204,-301
1996:Q1,2821,1585,18142,-684,-316,-368,-368,0,0,0,0,0,0,620,4,23322,-1434,0,-1002,344,-1346,-432,0,-432,0,0,0,0,0,0,0,-3686,12,0,-3698,14118,13834,-4409,30259,6624,176,6448,0,-2336,0,-776,22832,3916,0,0,0,-12016,284,0,284,-2788
1996:Q2,2987,1621,25302,1500,-872,2372,2372,0,0,0,0,0,0,-108,-0,12720,9638,0,10190,16672,-6482,-552,0,-552,0,0,0,0,0,0,0,1552,-12,0,1564,21946,21542,-3680,11613,-24682,-136,-24546,0,-44,0,-76,34049,2366,0,0,0,13608,404,0,404,-1990
1996:Q3,2909,1674,16645,7392,3320,4072,4072,0,0,0,0,0,0,176,4,-5084,16149,0,16465,-14880,31345,-316,0,-316,0,0,0,0,0,0,0,-1992,0,-1800,-192,30429,28841,-13462,45375,22567,24,22543,0,184,0,316,14493,7815,0,0,0,-3071,1588,0,1588,15019
1996:Q4,2917,1713,22123,8348,14624,-6276,-6276,0,0,0,0,0,0,-20,-0,-15234,24851,0,25187,27988,-2801,-336,0,-336,0,0,0,0,0,0,0,4178,-8,0,4186,21859,21591,1203,20461,2459,-148,2607,0,2064,0,-356,11894,4399,0,0,0,-73,268,0,268,940
1997:Q1,3920,1779,28573,-3608,-19260,15652,15652,0,0,0,0,0,0,328,4,22405,14083,0,15007,-5992,20999,-924,0,-924,0,0,0,0,0,0,0,-4638,8,-2072,-2574,26473,25833,6414,36296,-2096,256,-2352,0,-2152,0,2980,38958,-1394,0,0,0,-16877,640,0,640,41
1997:Q2,4156,1820,76691,-4496,3920,-8416,-8416,0,0,0,0,0,0,-724,-0,26661,46348,0,48340,25528,22812,-1992,0,-1992,0,0,0,0,0,0,0,8902,0,0,8902,76259,75107,2357,54981,12355,120,12235,0,-144,0,-2924,42187,3507,0,0,0,17768,1152,0,1152,1904
1997:Q3,4253,1906,-2929,-9220,-2896,-6324,-6324,0,0,0,0,0,0,136,-0,-11041,19065,0,21349,-7352,28701,-2284,0,-2284,0,0,0,0,0,0,0,-1868,0,0,-1868,-8345,-9053,-8719,11930,-9347,-352,-8995,0,308,0,-8,19541,1437,0,0,0,-12264,708,0,708,-3069
1997:Q4,4256,1904,52980,10816,3928,6888,6888,0,0,0,0,0,0,-264,-0,-34826,73660,0,74620,13720,60900,-960,0,-960,0,0,0,0,0,0,0,3594,-12,0,3606,55080,54256,25204,13100,-10200,-120,-10080,0,2044,0,1084,24450,-4278,0,0,0,15952,824,0,824,4452
1998:Q1,-412,1802,7639,-4892,3132,-8024,-8024,0,0,0,0,0,0,268,16,17110,-5709,0,-5469,-7460,1991,-240,0,-240,0,0,0,0,0,0,0,846,8,0,838,4287,4135,-12526,40837,8608,160,8448,0,-2176,0,-1148,28149,7403,0,0,0,-24176,152,0,152,-5566
1998:Q2,-405,1857,88187,3392,-344,3736,3736,0,0,0,0,0,0,-540,4,65954,14573,0,14969,8024,6945,-396,0,-396,0,0,0,0,0,0,0,4804,-8,0,4812,85671,84391,-6126,87248,36977,-244,37221,0,-228,0,136,50889,-526,0,0,0,3269,1280,0,1280,-4778
1998:Q3,-385,1875,-4876,-10216,-10584,368,368,0,0,0,0,0,0,100,12,-36201,38405,0,38897,-5600,44497,-492,0,-492,0,0,0,0,0,0,0,3024,-12,0,3036,-3520,-3996,3840,-10463,-51065,-448,-50617,0,224,0,584,34342,5451,0,0,0,2627,476,0,476,-904
1998:Q4,-352,1926,29330,7312,11464,-4152,-4152,0,0,0,0,0,0,-236,-36,-17685,36963,0,37223,-4368,41591,-260,0,-260,0,0,0,0,0,0,0,3012,8,0,3004,38782,38614,-3316,23767,7488,-28,7516,0,4988,0,-720,36128,-24117,0,0,0,18163,168,0,168,7174
1999:Q1,1829,2405,56654,-9156,-10072,916,916,0,0,0,0,0,0,280,-116,33510,38133,0,38241,7948,30293,-108,0,-108,0,0,0,0,0,0,0,-5998,12,-4000,-2010,43690,43010,-3789,64175,4661,200,4461,0,-5612,0,12,42050,23064,0,0,0,-17376,680,0,680,-13540
1999:Q2,1885,2455,80935,4512,4616,-104,-104,0,0,0,0,0,0,-468,-28,7042,66808,0,67016,5472,61544,-208,0,-208,0,0,0,0,0,0,0,3068,-12,0,3080,77915,77275,-4199,61645,-7724,-180,-7544,0,-8,0,980,63495,4901,0,0,0,19829,640,0,640,-3590
1999:Q3,1937,2508,31858,212,-828,1040,1040,0,0,0,0,0,0,-52,56,2862,32922,0,33006,-3776,36782,-84,0,-84,0,0,0,0,0,0,0,-4142,4,-4000,-146,33986,33794,-6327,47210,1148,12,1136,0,-136,0,-676,42930,3944,0,0,0,-7089,192,0,192,1557
1999:Q4,2086,2512,351054,-2196,-1208,-988,-988,0,0,0,0,0,0,-364,-32,391135,-35203,0,-34975,-82664,47689,-228,0,-228,0,0,0,0,0,0,0,-2286,4,-4000,1710,355290,354882,5199,350978,91275,64,91211,0,4244,0,-684,190060,66083,0,0,0,-1295,408,0,408,3810
2000:Q1,6445,1593,-304685,108,96,12,12,0,0,0,0,0,0,1104,40,-382232,77509,0,77633,82084,-4451,-124,0,-124,0,0,0,0,0,0,0,-1214,0,0,-1214,-312493,-313741,-23324,-295482,-91044,260,-91304,0,-4248,0,212,-118652,-81750,0,0,0,5066,1248,0,1248,-2956
2000:Q2,6540,1652,50322,1908,804,1104,1104,0,0,0,0,0,0,864,-0,32170,23108,0,23148,-16984,40132,-40,0,-40,0,0,0,0,0,0,0,-7728,-8,-8000,280,64830,64346,1268,16227,-3079,-392,-2687,0,60,0,-80,17408,1917,0,0,0,46852,484,0,484,19396
2000:Q3,6652,1677,-7179,976,1536,-560,-560,0,0,0,0,0,0,528,-0,-60952,49213,0,49253,-33744,82997,-40,0,-40,0,0,0,0,0,0,0,3056,0,-4000,7056,-8819,-9091,-3556,9351,8681,432,8249,0,-100,0,136,10605,-9971,0,0,0,-14885,272,0,272,3335
2000:Q4,6826,1684,11945,1068,2116,-1048,-1048,0,0,0,0,0,0,472,-24,25705,-15075,0,-15075,-22460,7385,0,0,0,0,0,0,0,0,0,0,-202,0,-4000,3798,153,-103,5684,26157,-6206,1064,-7270,0,4792,0,308,26114,1148,0,0,0,-31944,256,0,256,-6650
2001:Q1,2588,1090,43611,-3236,-2884,-352,-352,0,0,0,0,0,0,920,4,-5965,51978,0,52458,22012,30446,-480,0,-480,0,0,0,0,0,0,0,-90,0,0,-90,39843,39715,-4868,21393,4968,112,4856,0,-4532,0,-584,15456,6085,0,0,0,23190,128,0,128,-2270
2001:Q2,2494,1073,63547,-1704,-2216,512,512,0,0,0,0,0,0,-212,-4,15640,46178,0,46178,-12472,58650,0,0,0,0,0,0,0,0,0,0,3648,-8,0,3656,59823,59367,3276,32053,-1902,-136,-1766,0,88,0,128,34190,-451,0,0,0,24038,456,0,456,-2303
2001:Q3,2401,1062,93633,-948,-700,-248,-248,0,0,0,0,0,0,60,20,77549,15844,0,15844,-24088,39932,0,0,0,0,0,0,0,0,0,0,1108,4,0,1104,95701,95209,25160,90204,7922,-88,8010,0,-300,0,2028,82734,-2179,0,0,0,-20155,492,0,492,3407
2001:Q4,2260,1018,-11995,1888,2104,-216,-216,0,0,0,0,0,0,-376,4,-58362,45408,0,45408,27880,17528,0,0,0,0,0,0,0,0,0,0,-556,0,0,-556,-14159,-14587,-29836,52322,-5104,12,-5116,0,2520,0,-2192,48797,8301,0,0,0,-37072,428,0,428,-922
2002:Q1,-538,589,94849,-1868,-1812,-56,-56,0,0,0,0,0,0,188,72,-13970,106957,0,106957,41160,65797,0,0,0,0,0,0,0,0,0,0,3470,-4,0,3474,90737,89637,19748,42956,-3420,-52,-3368,0,-2476,0,772,62141,-14061,0,0,0,26933,1100,0,1100,-5239
2002:Q2,-564,583,77327,1608,952,656,656,0,0,0,0,0,0,-584,-76,12523,64526,0,64526,17076,47450,0,0,0,0,0,0,0,0,0,0,-670,0,0,-670,78519,75791,-364,55697,4816,-68,4884,0,40,0,-656,52472,-975,0,0,0,20458,2728,0,2728,45
2002:Q3,-520,581,2456,2508,2536,-28,-28,0,0,0,0,0,0,548,-32,-56671,59775,0,59775,22308,37467,0,0,0,0,0,0,0,0,0,0,-3672,-24,0,-3648,3916,4180,3376,26884,-4294,-60,-4234,0,0,0,244,21281,9653,0,0,0,-26080,-264,0,-264,359
2002:Q4,-493,568,93308,-460,88,-548,-548,0,0,0,0,0,0,-388,132,16266,79666,0,79666,97888,-18222,0,0,0,0,0,0,0,0,0,0,-1908,4,0,-1912,98856,98392,-2508,38184,-6233,-52,-6181,0,3872,580,-72,32702,7335,84364,0,84364,-21647,464,0,464,4487
2003:Q1,-1763,597,82247,-6340,-6460,-40,-40,0,0,0,0,160,0,472,-108,28032,61422,0,61290,24096,37194,0,0,0,132,0,0,0,0,0,0,-1232,-4,0,-1228,79375,78875,16984,52155,9006,24,8982,0,-3884,0,484,50441,-3893,-6692,0,-6692,16428,500,0,500,-5232
2003:Q2,-1643,610,40997,5798,2688,2952,2952,0,0,0,0,158,0,-656,-184,-8758,46617,0,46513,25036,21477,0,0,0,104,0,0,0,0,0,0,-1820,8,0,-1828,44549,43941,3732,19591,-2997,-32,-2965,0,-56,0,2600,23788,-3744,10648,0,10648,9970,608,0,608,1299
2003:Q3,-1555,626,37883,-2120,116,-2376,-2376,0,0,0,0,140,0,-380,160,22284,19313,0,19231,10272,8959,0,0,0,82,0,0,0,0,0,0,-1374,-4,0,-1370,36107,35751,5684,40566,-1138,-96,-1042,0,80,0,-3284,32978,11930,11612,0,11612,-22111,356,0,356,-3957
2003:Q4,-1499,635,-3595,388,708,-448,-448,0,0,0,0,128,0,-500,-8,-24382,22025,0,22001,13200,8801,-40,0,-40,64,0,0,0,0,0,0,-1118,0,0,-1118,6593,6189,-24332,33628,157,-80,237,0,1964,-504,320,35453,-3761,2676,0,2676,-5783,404,0,404,8054
2004:Q1,2083,765,29719,-942,-1080,8,8,0,0,0,0,130,0,456,8,-17220,47865,0,47721,6824,40897,0,0,0,144,0,0,0,0,0,0,-448,8,0,-456,26335,25811,7588,17139,-379,180,-559,0,-1932,0,-316,9978,9788,-15804,0,-15804,16888,524,0,524,-2066
2004:Q2,2069,785,72730,4162,3008,1036,1036,0,0,0,0,118,0,-368,40,12435,57503,0,57395,31024,26371,0,0,0,108,0,0,0,0,0,0,-1042,-4,0,-1038,70598,69606,18692,55130,-1379,-252,-1127,0,20,0,784,55414,291,-9892,0,-9892,5675,992,0,992,-848
2004:Q3,2204,815,53991,6466,6704,-348,-348,0,0,0,0,110,0,156,-52,-3510,51537,0,51389,18036,33353,0,0,0,148,0,0,0,0,0,0,-606,-4,0,-602,52979,47875,-19856,48667,-999,-48,-951,0,12,0,-604,42549,7708,25860,0,25860,-6796,5104,0,5104,377
2004:Q4,2422,835,12712,-4302,-3656,-772,-772,0,0,0,0,126,0,-220,-12,-34541,48309,0,48111,16664,31447,0,0,0,198,0,0,0,0,0,0,3478,8,0,3470,13272,7624,-2484,473,3309,-84,3393,0,4156,28,-188,36647,-43479,20360,0,20360,-10724,5648,0,5648,2147
2005:Q1,4419,523,38363,-9196,-9352,36,36,0,0,0,0,120,0,-32,-4,21570,30136,0,30008,140,29868,0,0,0,128,0,0,0,0,0,0,-4110,-16,0,-4094,33343,30759,3764,52511,-3708,56,-3764,0,-4208,64,232,18973,41158,-26708,0,-26708,1192,2584,0,2584,-1124
2005:Q2,4872,536,24449,2588,1744,732,732,0,0,0,0,112,0,-360,16,-11755,32572,0,32454,8040,24414,0,0,0,118,0,0,0,0,0,0,1388,0,0,1388,16825,15317,-7504,30069,-3967,-188,-3779,0,84,-36,-144,25883,8248,8308,0,8308,-15555,1508,0,1508,-3288
2005:Q3,5177,547,38385,5474,2664,2700,2700,0,0,0,0,110,0,384,-172,-2841,37836,0,37662,18972,18690,0,0,0,174,0,0,0,0,0,0,-2296,0,0,-2296,33877,32397,-4724,37841,-56,0,-56,0,-16,24,-8,45011,-7114,2948,0,2948,-3668,1480,0,1480,122
2005:Q4,5942,558,58739,1540,4784,-3352,-3352,0,0,0,0,108,0,-160,224,48191,5660,0,5460,6048,-588,0,0,0,200,0,0,0,0,0,0,3284,8,0,3276,59875,58959,-11536,33795,2102,-140,2242,0,7648,160,-80,32045,-8080,14340,0,14340,22360,916,0,916,6520
2006:Q1,4236,763,41090,-4868,-6964,1976,1976,0,0,0,0,120,0,500,-56,-64887,113039,0,112907,16400,96507,0,0,0,132,0,0,0,0,0,0,-2638,0,0,-2638,36498,35606,7916,30373,2767,28,2739,0,-7772,-24,12,35523,-132,-15860,0,-15860,13177,892,0,892,-1119
2006:Q2,4639,781,-2725,-1684,-724,-1100,-1100,0,0,0,0,140,0,-348,4,-19098,17709,0,17585,0,17585,0,0,0,124,0,0,0,0,0,0,692,-8,0,700,-2013,-6857,-236,31462,830,-140,970,0,44,4,232,24267,6085,10496,0,10496,-48579,4844,0,4844,4570
2006:Q3,5010,799,-29821,42,-248,124,124,0,0,0,0,166,0,596,-8,-21122,-9835,0,-10037,6596,-16633,0,0,0,202,0,0,0,0,0,0,506,0,0,506,-32313,-32709,-14532,525,-386,-96,-290,0,28,-12,-176,6208,-5137,7964,0,7964,-26666,396,0,396,1719
2006:Q4,4874,815,98744,2236,3064,-1020,-1020,0,0,0,0,192,0,-288,-12,81341,18503,0,18345,0,18345,0,0,0,158,0,0,0,0,0,0,-3036,0,0,-3036,100740,99716,5476,32008,-2470,408,-2878,0,2872,432,4,25462,5708,-6160,0,-6160,68392,1024,0,1024,6055
2007:Q1,-2512,897,-27416,-2088,-2148,-160,-160,0,0,0,0,220,0,580,36,-33052,8126,0,7944,0,7944,0,0,0,182,0,0,0,0,0,0,-1018,0,0,-1018,-33384,-35468,-2236,-23846,-2017,196,-2213,0,-2144,-72,-36,-8673,-10904,30672,0,30672,-40059,2084,0,2084,-9377
2007:Q2,152,924,-35818,-766,-1724,708,708,0,0,0,0,250,0,48,12,-76182,38604,0,38484,0,38484,0,0,0,120,0,0,0,0,0,0,2466,0,0,2466,-38070,-39094,-4584,33494,2474,20,2454,0,400,-124,428,25838,4477,-19736,0,-19736,-48267,1024,0,1024,-3024
2007:Q3,1531,949,35363,2578,2316,-8,-8,0,0,0,0,270,0,736,-96,78271,-43432,0,-43560,-40000,-3560,0,0,0,128,0,0,0,0,0,0,-2694,0,0,-2694,36971,32283,22956,14912,3583,120,3463,0,-36,-128,-332,13361,-1536,13360,0,13360,-18945,4688,0,4688,2190
2007:Q4,5596,970,190467,292842,2812,193736,193736,0,0,0,0,294,96000,148,48,54331,-155938,0,-156084,-156712,628,0,0,0,146,0,0,0,0,0,0,-964,0,0,-964,193099,188395,-8884,63344,41635,-308,41943,0,6288,4904,-68,-10519,21103,33184,0,33184,100751,4704,0,4704,7258
2008:Q1,-1474,627,-86355,236790,-2144,250624,250624,0,0,0,0,310,-12000,668,8,115277,-597212,0,-597508,-539424,-58084,0,0,0,296,158972,0,158972,0,0,0,-858,0,0,-858,-90991,-95387,13852,-90791,-42067,288,-42355,0,-6632,-12,8,-26857,-15231,464,0,464,-18912,4396,0,4396,-6737
2008:Q2,-7231,632,38274,415578,-332,251588,251588,0,0,0,0,322,164000,-28,-4,114264,-449432,0,-449572,-284980,-164592,0,0,0,140,-37840,0,-153152,0,115312,0,-4264,0,0,-4264,38038,36738,37324,52913,-894,-208,-686,0,196,-4,452,57016,-3853,-1116,0,-1116,-52383,1300,0,1300,-8099
2008:Q3,12441,631,2369236,1407594,-1264,503472,103324,400148,0,0,0,334,905052,700,192,-125490,49474,0,-8856,-13268,4412,58000,0,58000,330,1038088,0,793116,0,244972,0,-1322,0,0,-1322,2360564,2358812,731148,1514700,1309900,-36,111972,1197964,127284,-84,-380,61653,16328,136460,0,136460,-23497,1752,0,1752,3138
2008:Q4,8196,605,2950950,2098460,-2160,1038552,1375960,-337408,0,0,0,208,1061860,696,-204,30430,18126,0,-2824,0,-2824,20832,0,20832,118,802424,0,-617000,0,1419424,0,1018,0,0,1018,2963310,2960254,2302756,527138,130373,-44,291081,-160664,228560,8396,4996,141145,13669,41660,0,41660,88699,3056,0,3056,19951
2009:Q1,4622,731,-612204,-1057018,-6324,-75540,-30608,-44932,0,0,0,90,-975244,600,12,-319948,1135176,0,65608,0,65608,1069284,946544,122740,284,-406592,18768,-100300,0,-325060,0,35566,0,0,35566,-632960,-638888,-128384,-439237,-392953,204,-155593,-237564,-91560,2156,-904,56281,-12257,-71048,0,-71048,-219,5928,0,5928,-16865
2009:Q2,6933,710,-336308,-1629468,976,-849196,-870752,21556,0,0,0,80,-781328,-252,-16,30,1744828,0,656572,0,656572,1088088,903156,184932,168,-539316,81680,-61356,0,-559640,0,87886,0,0,87886,-334400,-341152,-576972,235886,197351,32,197299,20,-5336,3580,2440,36961,890,8316,0,8316,-8382,6752,0,6752,8131
2009:Q3,-3816,705,568508,-715180,1184,-485116,-445960,-39156,0,0,0,68,-231316,824,368,10,1509064,0,450776,0,450776,1057960,919760,138200,328,-280056,70388,-20172,0,-330272,0,53478,0,12000,41478,566324,563636,879504,-268280,-170843,-100,-30767,-139976,-145784,116,616,35158,12456,-15024,0,-15024,-32564,2688,0,2688,-6705
2009:Q4,-10670,715,351000,-626600,1752,-442456,-442248,-208,0,0,0,40,-185936,288,-364,8,1008728,0,29712,0,29712,978836,864024,114812,180,-164352,19292,-108,0,-183536,100424,32868,0,0,32868,350232,347344,469512,-184417,-328895,-216,311097,-639776,123140,11464,2028,20148,-12302,35276,0,35276,26973,2888,0,2888,-12153
2010:Q1,-1153,570,290892,-379552,1888,-340380,-340380,0,0,0,0,28,-41088,120,-0,6,678544,0,468,0,468,677740,641304,36436,336,-21624,-1244,0,0,-20380,1240,12158,0,0,12158,285860,283400,365648,4131,100002,-64,-379846,479912,-121296,1184,-2968,6607,20601,-79864,0,-79864,-6515,2460,0,2460,-6755
2010:Q2,3040,577,99948,-39684,-1292,-43400,-43400,0,0,0,0,28,4980,-432,-0,4,182084,0,1136,0,1136,180816,197720,-16904,132,-39900,-18976,0,0,-20924,1268,-3392,0,0,-3392,82716,81256,-351040,417775,286968,40,-13016,299944,61708,12224,-1816,51317,7373,37828,0,37828,-23307,1460,0,1460,-14769
2010:Q3,-15115,593,-154520,-4724,1496,-1508,-1508,0,0,0,0,24,-4736,580,-0,10,-62030,0,138720,0,138720,-200980,-158352,-42628,230,-85812,-51112,0,0,-34700,1296,-3840,0,0,-3840,-149296,-149560,-106576,16911,80968,16,80964,-12,-142616,-820,5032,78334,-3987,-13652,0,-13652,-46243,264,0,264,-10484
2010:Q4,-20744,605,500236,398,612,-300,-300,0,0,0,0,30,56,240,-0,12,467304,0,839296,0,839296,-372172,-345592,-26580,180,-31764,-19984,0,0,-11780,1312,62734,0,0,62734,516096,516744,138712,214092,128229,-240,128461,8,33188,-5140,3460,87142,-32788,-16428,0,-16428,180368,-648,0,-648,-5489
