1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995:Q4,29797216,11929586,9267737,90118,42425,2529306,4528487,3938756,373811,72484,143436,7005,8545544,7785961,759583,1810541,777201,497971,535369,3236158,3049026,143264,43868,-260105,3685579,790615,2894964,3945684,484180,3461504,29797216,662258,2.273071196267228,30062914,723186,2.4648681195173756
1996:Q1,30354904,12072254,9376466,90216,43129,2562443,4568706,3976689,375493,73605,142919,7699,8857157,8044572,812585,1835195,784108,512818,538269,3281226,3092138,144935,44153,-267333,3791185,849842,2941343,4058518,512003,3546515,30354904,557688,1.871610845794456,30614926,552012,1.8361899249238711
1996:Q2,30840029,12202682,9490020,90250,43596,2578816,4616566,4014271,376922,74863,150510,7509,9162806,8324899,837907,1820098,791118,489389,539591,3311575,3121001,146139,44435,-281206,3877590,903587,2974003,4158796,534464,3624332,30840029,485125,1.5981776828252143,31101769,486843,1.5902148894621766
1996:Q3,31197310,12339602,9599515,90889,44023,2605175,4666198,4055166,381066,75947,154019,7972,9298848,8373495,925353,1828561,801457,486325,540779,3357371,3164890,147726,44755,-301242,4004700,939758,3064942,4305942,543271,3762671,31197310,357281,1.1584964087912117,31420047,318277,1.0233411773750247
1996:Q4,31987188,12486864,9723144,91444,44347,2627929,4763337,4121526,384648,77023,180140,7837,9778766,8597869,1180897,1833376,807692,484384,541300,3398537,3204256,149157,45124,-281529,4363938,1006135,3357803,4645466,585280,4060186,31987188,789878,2.531878971524735,32163829,743782,2.3672224247539395
1997:Q1,32389348,12649269,9854800,92079,45346,2657044,4871000,4223863,386812,78314,182011,8898,9891777,8712782,1178995,1840584,813743,481163,545678,3447378,3251256,150450,45672,-319557,4494885,1019624,3475261,4814442,601272,4213170,32389348,402160,1.2572534841800607,32472553,308724,0.9598482836492207
1997:Q2,33931252,12803598,9997319,92857,46457,2666965,4955597,4305308,388680,79501,182108,10115,11127397,9703317,1424080,1849477,820227,479200,550050,3502629,3304676,151657,46296,-317561,4739238,1192191,3547047,5056799,723832,4332967,33931252,1541904,4.760528079394488,33864665,1392112,4.287041813496796
1997:Q3,35034738,12978092,10146814,93923,47361,2689994,5057688,4401865,392058,81069,182695,11159,11983533,10318316,1665217,1856841,827982,476402,552457,3543232,3343843,152517,46872,-395806,4866288,1244738,3621550,5262094,803708,4458386,35034738,1103486,3.2521238464716404,34897993,1033329,3.0513474422419353
1997:Q4,35672843,13200935,10340666,94611,47697,2717961,5202121,4542341,394954,82819,182007,10911,12429969,10587497,1842472,1863751,837612,475118,551021,3600526,3399301,153786,47439,-635370,5111051,1207787,3903264,5746421,838216,4908205,35672843,638105,1.8213487783502698,35527862,629869,1.8048854567186905
1998:Q1,37431641,13418401,10533562,96610,48168,2740061,5271053,4611236,396405,83758,179654,11746,13875694,11854862,2020832,1864077,839661,473372,551044,3636268,3433216,155028,48024,-645598,5316334,1385867,3930467,5961932,1004540,4957392,37431641,1758798,4.930356342242155,37167076,1639214,4.613882085958054
1998:Q2,38165807,13732310,10816649,98819,49134,2767708,5390659,4732492,399271,84642,174254,11439,14187706,12129961,2057745,1873490,844381,474693,554416,3672014,3466489,156743,48782,-701810,5403170,1370021,4033149,6104980,1045407,5059573,38165807,734166,1.9613514396856164,37886761,719685,1.936350975220877
1998:Q3,37245521,14006554,11058619,101158,50048,2796729,5465051,4806061,403488,86765,168737,11183,12915103,11314817,1600286,1886211,853742,475605,556864,3733638,3525363,158702,49573,-772220,5287115,1167450,4119665,6059335,933205,5126130,37245521,-920286,-2.411284826687062,37233893,-652868,-1.72320763256972
1998:Q4,39564156,14294224,11305337,103614,51510,2833763,5514203,4848149,407455,90612,167986,11257,14995912,13088121,1907791,1902223,861874,478106,562243,3793014,3581786,160873,50355,-946677,5875516,1474983,4400533,6822192,1108661,5713531,39564156,2318635,6.225271072412173,39308989,2075096,5.573136797490568
1999:Q1,40159995,14494137,11474352,106422,52093,2861270,5489213,4813985,412539,91993,170696,11389,15376141,13337849,2038292,1918617,869614,485354,563649,3847314,3633491,162681,51142,-976816,5995510,1527668,4467842,6972325,1216610,5755715,40159995,595840,1.5060086196988816,39621092,312102,0.7939722677370066
1999:Q2,41798506,14827641,11760607,108925,53264,2904845,5612753,4931473,416133,94463,170683,11785,16552098,14295609,2256489,1934694,879980,485793,568921,3917478,3700628,164813,52037,-1057943,6207726,1656976,4550750,7265669,1327123,5938546,41798506,1638510,4.079956601955958,40741648,1120556,2.8281805131778146
1999:Q3,41866777,15230060,12113885,111451,54022,2950702,5820373,5132923,419496,97003,170952,12148,15860677,13967749,1892928,1945159,887697,485841,571621,3972403,3752267,167159,52977,-974043,6340892,1701560,4639332,7314935,1245527,6069408,41866777,68272,0.16333526951483535,40721899,-19749,-0.04847347943631494
1999:Q4,45113751,15539988,12378796,114288,55811,2991093,5906938,5206018,424173,101839,174908,13774,18442477,16283567,2158910,1966997,896710,490080,580207,4046775,3822430,170371,53974,-803198,7074995,2003716,5071279,7878193,1435081,6443112,45113751,3246973,7.755489213547169,43256705,2534806,6.224675231367557
2000:Q1,46480098,15954741,12732318,117663,56841,3047919,5889717,5177260,430436,104104,177916,14011,19252710,17105102,2147608,1977783,905379,487397,585007,4119378,3891733,172645,55000,-728242,7331114,2089143,5241971,8059356,1521314,6538042,46480098,1366347,3.0286712313063946,44318473,1061768,2.4545747397938205
2000:Q2,46670666,16540961,13257221,121090,57942,3104708,6085813,5364586,436533,107059,177635,14904,18748333,16635986,2112347,1986182,915287,481155,589740,4207726,3976530,175091,56105,-913253,7351830,2054063,5297767,8265083,1522179,6742904,46670666,190568,0.409998784546834,44389679,71206,0.1606692826447151
2000:Q3,47284535,17069559,13737850,124508,59026,3148175,6286591,5558326,442385,110500,175380,14560,18814450,16324805,2489645,1994877,923034,477566,594277,4270303,4035442,177580,57281,-1165805,7310648,1942786,5367862,8476453,1552667,6923786,47284535,613869,1.3153215648564562,45028342,638663,1.4387642863750763
2000:Q4,45811564,17550816,14161791,127343,59926,3201756,6395158,5649698,446601,114050,184809,14609,16711839,14207200,2504639,2003531,930095,475397,598039,4335444,4097662,179544,58238,-1199832,7066280,1852842,5213438,8266112,1482537,6783575,45811564,-1472971,-3.115122577214159,44482260,-546082,-1.2127513278055184
2001:Q1,45266040,18300365,14862374,130714,60529,3246748,6439545,5684739,450717,116255,187834,16446,15240520,13004157,2236363,2008266,937464,470678,600124,4407894,4168461,180262,59171,-1146997,7136234,1654541,5481693,8283231,1350833,6932398,45266040,-545524,-1.1908007184742349,44292744,-189516,-0.4260495855002498
2001:Q2,46681963,18748219,15274227,134231,60966,3278795,6571342,5812159,455553,118247,185383,17853,16260417,13852476,2407941,2015517,941960,471363,602194,4456336,4213605,182663,60068,-1387721,7185663,1718095,5467568,8573383,1473625,7099758,46681963,1415923,3.1280032535124915,45577659,1284916,2.9009623912778717
2001:Q3,45015880,19180243,15670646,137173,61064,3311360,6665543,5909282,457331,118591,180339,18342,14174874,12090353,2084521,2023089,948405,470674,604010,4504358,4258678,185075,60605,-1550568,6898768,1433884,5464884,8449336,1281358,7167978,45015880,-1666082,-3.5690066763009987,44531558,-1046101,-2.2952060496522613
2001:Q4,46549302,19537064,15971170,140201,61393,3364300,6634316,5875224,463398,121009,174685,19232,15599909,13422953,2176956,2026168,953566,465387,607215,4575928,4329426,185212,61290,-1843314,6702087,1612673,5089414,8545401,1441451,7103950,46549302,1533422,3.406401786806746,46033544,1501986,3.3728564621642554
2002:Q1,47175787,19995824,16390969,144247,62314,3398294,6711392,5946099,467645,122417,175232,18313,15680936,13525463,2155473,2033943,956327,465919,611697,4640049,4390909,187237,61903,-1904670,6761902,1607025,5154877,8666572,1477303,7189269,47175787,626485,1.3458522679154974,46684646,651103,1.4144091625529214
2002:Q2,46295300,20399271,16745152,148223,62907,3442989,6813987,6043439,472816,124360,173372,18197,14149608,12112593,2037015,2045214,962912,466983,615319,4711129,4459760,188945,62424,-1842106,6832384,1521874,5310510,8674490,1280216,7394274,46295300,-880487,-1.8663960496695036,46081895,-602751,-1.2911123197917085
2002:Q3,44783463,20848769,17143086,151023,63876,3490784,6947944,6169851,474680,126888,176525,17944,12227918,10575700,1652218,2060894,968700,471107,621087,4769700,4516666,189734,63300,-2089706,6558268,1235475,5322793,8647974,1088781,7559193,44783463,-1511837,-3.26563860647301,44970446,-1111449,-2.4118991192761294
2002:Q4,45953047,21310482,17565229,154827,64242,3526184,7074486,6284041,478900,128475,183070,18595,12592983,10995023,1597960,2077426,976961,475374,625091,4819332,4564107,191192,64033,-1940258,6473327,1373980,5099347,8413585,1229421,7184164,45953047,1169584,2.611642093384198,45897100,926654,2.0605840849271337
2003:Q1,46137087,21773017,18001170,157325,64939,3549583,7203775,6407554,481452,130116,184653,17966,12246747,10804587,1442160,2098556,988981,478438,631137,4905752,4648658,192377,64717,-2108726,6580505,1293453,5287052,8689231,1208832,7480399,46137087,184041,0.40049748918990724,46173802,276702,0.6028737046868204
2003:Q2,48225360,22222193,18409349,160463,66323,3586058,7354803,6553038,484691,132719,184355,18723,13647205,11893116,1754089,2113914,991971,481700,640243,4948971,4690467,192837,65667,-2080449,7047003,1581419,5465584,9127452,1448104,7679348,48225360,2088273,4.526234324099981,48071781,1897979,4.110510322251628
2003:Q3,49190197,22667324,18805432,163326,67723,3630843,7472284,6655206,486790,135192,195096,18727,14016753,12244056,1772697,2131303,995784,485675,649844,4993535,4732625,194291,66619,-2109729,7190985,1755385,5435600,9300714,1483137,7817577,49190197,964837,2.000684094465454,48982201,910421,1.8938773423406343
2003:Q4,51315490,23179480,19265501,167565,68813,3677601,7563793,6738165,492373,136837,196417,19076,15107695,13057650,2050045,2149632,1001752,489223,658657,5046102,4782251,196294,67557,-1750288,8337916,2079422,6258494,10088204,1696233,8391971,51315490,2125293,4.320561161168801,50894407,1912205,3.9038776925774914
2004:Q1,52872766,24021421,20042825,171030,69800,3737766,7749537,6907010,500626,139517,202383,17579,15559575,13413467,2146108,2171677,1012859,492580,666238,5125076,4858221,198209,68646,-1772099,8672955,2138460,6534495,10445054,1725986,8719068,52872766,1557276,3.0347091402717203,53378590,2484184,4.881054851384096
2004:Q2,54003297,24786386,20744834,175802,70636,3795114,8104555,7240878,512371,141694,209612,17364,15598293,13671838,1926455,2204401,1033200,497732,673469,5276843,5006852,200327,69664,-1984545,8841294,2161543,6679751,10825839,1769673,9056166,54003297,1130532,2.1382118441938203,54273687,895097,1.6768837415211406
2004:Q3,55178169,25655005,21576555,179092,71498,3827860,8457574,7591871,517617,142897,205189,18193,15298911,13414425,1884486,2243687,1061710,501222,680755,5488359,5216518,201114,70727,-1983560,9060641,2212356,6848285,11044201,1738872,9305329,55178169,1174872,2.175555381701773,55531918,1258231,2.318307480171875
2004:Q4,57748704,26439341,22284516,183824,72782,3898219,8602262,7724475,527455,143903,206429,18810,16401874,14280303,2121571,2288989,1090132,507921,690936,5685182,5410388,203173,71621,-1687754,10055070,2560418,7494652,11742824,1952173,9790651,57748704,2570535,4.658609610845546,57758350,2226431,4.00928246282214
2005:Q1,58700114,27236710,23019266,188589,73716,3955139,8795172,7894307,542643,147629,210593,19090,16204393,14340143,1864250,2321955,1107678,515223,699054,5777890,5500162,205033,72695,-1655096,10261302,2649905,7611397,11916398,1933414,9982984,58700114,951410,1.6474996104719835,58678390,920040,1.5929130490482697
2005:Q2,60270367,28054261,23768556,192369,74976,4018360,9127470,8214978,553556,150958,207978,18939,16528869,14570002,1958867,2357811,1130153,518664,708994,5946994,5666970,206275,73749,-1763977,10508917,2704402,7804515,12272894,1972261,10300633,60270367,1570253,2.6750424118805136,60206211,1527821,2.6037197929349345
2005:Q3,62227623,28970797,24642328,194699,75855,4057915,9509255,8586661,557004,152708,212882,18752,16932721,14943705,1989016,2394805,1154652,522764,717389,6129311,5847016,207599,74696,-1728018,11005544,3078670,7926874,12733562,2062051,10671511,62227623,1957256,3.2474599471826133,61903640,1697429,2.819358513904785
2005:Q4,63497438,29771424,25390353,197724,77077,4106270,9736779,8802015,562305,154293,218165,18965,16766058,14661319,2104739,2432816,1176669,528484,727663,6277698,5995198,206790,75710,-1506302,11349911,3317705,8032206,12856213,2117753,10738460,63497438,1269815,2.0405962797820716,63323737,1420097,2.294044422329069
2006:Q1,65250814,29976461,25535883,201595,78172,4160811,9839611,8896470,573049,157082,213010,19411,17839800,15589104,2250696,2469159,1197234,535187,736738,6381017,6095760,208364,76893,-1274645,12336914,3682411,8654503,13611559,2256912,11354647,65250814,1753376,2.761333596449444,65324846,2001109,3.160124583222415
2006:Q2,65711324,30496024,26002786,205328,78680,4209230,10093899,9138323,581763,159055,214758,18968,17296005,15160425,2135580,2507568,1222255,542627,742686,6607898,6320364,209379,78155,-1309038,12545978,3673580,8872398,13855016,2233733,11621283,65711324,460510,0.7057541179004936,65591095,266249,0.4075767331948696
2006:Q3,66856657,30892428,26344410,210307,79433,4258278,10343141,9365675,594243,161204,222019,18772,17846245,15503760,2342485,2542210,1241602,551029,749579,6781923,6493013,209411,79499,-1568062,13053096,3828619,9224477,14621158,2387389,12233769,66856657,1145333,1.74297656507444,66732526,1141431,1.740222546282832
2006:Q4,68553916,31082953,26489041,215065,80588,4298259,10504566,9510807,607005,164458,222296,16977,18694050,16163940,2530110,2579409,1265685,555258,758466,7027147,6733647,212632,80868,-1351186,14067393,4328960,9738433,15418579,2558411,12860168,68553916,1697259,2.5386543990545105,68226503,1493977,2.238754534410229
2007:Q1,69356572,30950718,26303826,220181,82079,4344632,10558032,9535591,618613,167664,236165,19907,19212453,16824858,2387595,2615037,1283013,561968,770056,7266376,6968789,215107,82480,-1265951,14817381,4536363,10281018,16083332,2600690,13482642,69356572,802656,1.1708388626217776,69158009,931506,1.3653135469708073
2007:Q2,70617070,30983074,26282754,225183,83516,4391621,10727968,9689264,630885,170381,237437,20495,19858926,17470924,2388002,2644705,1296811,566406,781488,7387268,7085925,217177,84166,-1005366,15948405,4958299,10990106,16953771,2861097,14092674,70617070,1260497,1.8174157745705646,69876438,718429,1.0388224749885966
2007:Q3,71042130,30890748,26149255,228660,84891,4427942,10814182,9762121,638174,172719,241168,21103,19769427,17661193,2108234,2677918,1310503,574511,792904,7506935,7202440,218535,85960,-638183,16669955,5262469,11407486,17308138,2943882,14364256,71042130,425060,0.6019228115108363,70686856,810418,1.159787174824864
2007:Q4,69620360,30588476,25796057,231681,85949,4474789,10700313,9635532,642030,175832,246920,22230,18596590,17067809,1528781,2709774,1325528,581941,802305,7642355,7332971,221548,87836,-639378,16908360,5247990,11660370,17547738,2953999,14593739,69620360,-1421770,-2.0013049337360336,69879440,-807416,-1.14224376237865
2008:Q1,67048807,29787387,24940083,235566,88360,4523378,10325656,9243606,647161,177333,257557,22774,17529652,16469345,1060307,2741861,1338783,588833,814245,7758733,7444488,224420,89825,-1117256,16348984,4786880,11562104,17466240,2747026,14719214,67048807,-2571553,-3.693679467108927,67690841,-2188599,-3.1319637198176
2008:Q2,66236609,29291564,24412879,239323,90620,4548742,10318740,9216270,650227,178738,273505,22916,17330743,16742903,587840,2773077,1351108,598433,823536,7856012,7536353,227995,91664,-1356443,15816196,4701709,11114487,17172639,2701219,14471420,66236609,-812198,-1.211353740782576,66606848,-1083993,-1.6013883118806131
2008:Q3,63761667,28720636,23804325,245841,92737,4577733,10138572,9031694,660483,181267,265128,24026,16888834,16085148,803686,2804422,1363797,609134,831491,8005350,7680506,231640,93204,-2820173,13664649,3636110,10028539,16484822,2490107,13994715,63761667,-2474942,-3.736516418399093,64161268,-2445579,-3.671663575001872
2008:Q4,59520040,28107255,23191999,255136,93873,4566247,9812749,8711698,678964,183941,238146,21785,14308729,14212112,96617,2828666,1375492,619453,833721,8206560,7876771,235671,94118,-3765704,11741663,2748428,8993235,15507367,1929859,13577508,59520040,-4241627,-6.652315608111368,61010192,-3151076,-4.911180657763492
2009:Q1,56605790,27444811,22537852,260008,94895,4552056,9411195,8316906,681355,182305,230628,24653,12269879,13158743,-888864,2834431,1374738,624013,835680,8310178,7978539,236758,94881,-3689357,11050440,2456973,8593467,14739797,1712381,13027416,56605790,-2914250,-4.896250346935227,59160317,-1849876,-3.0320763898629486
2009:Q2,56970419,26701900,21793426,263492,96467,4548515,8886111,7799625,681502,181701,223283,21522,13329094,14031449,-702355,2823406,1352007,631474,839925,8267651,7934768,237138,95745,-3059265,12319031,3162209,9156822,15378296,2037931,13340365,56970419,364629,0.6441556369640696,59548786,388469,0.6566384210778288
2009:Q3,58450067,26340657,21444558,266310,98522,4531267,8757583,7678684,678441,183899,216559,20954,14803200,15079785,-276585,2819215,1335149,638209,845857,8221531,7887251,237693,96587,-2513073,14013227,3836151,10177076,16526300,2444023,14082277,58450067,1479648,2.597221528686911,61318280,1769493,2.9715019218938923
2009:Q4,58281999,26044215,21113500,268585,101997,4560133,8553088,7476969,671933,186573,217612,23035,15193361,15500594,-307233,2838363,1332809,647084,858470,8248817,7912338,238599,97880,-2618880,14267325,3995295,10272030,16886205,2657426,14228779,58281999,-168068,-0.28754146923537294,61450712,132432,0.21597534602911614
2010:Q1,58892198,25984209,21060826,268560,104020,4550803,8587136,7509005,667205,186775,224151,23884,15951011,16025905,-74894,2863525,1337622,655564,870339,8315101,7976471,239700,98930,-2832668,14573551,4135014,10438537,17406219,2860612,14545607,58892198,610199,1.046976262842925,62666860,1216148,1.9790619998715269
2010:Q2,57495680,26016928,21106788,272741,106488,4530911,8875770,7795365,670432,188415,221559,23645,14493306,14933573,-440267,2892477,1341349,665627,885501,8398947,8059287,239709,99951,-3205393,13722037,3734612,9987425,16927430,2540483,14386947,57495680,-1396517,-2.371310974457326,62133501,-533358,-0.8511008135080501
2010:Q3,59122653,25868177,20961164,278713,107935,4520365,8987893,7892364,676844,189149,229535,24579,15585526,16000814,-415288,2921057,1350409,674200,896448,8472618,8132623,239260,100735,-2737197,15435720,4475807,10959913,18172917,2863550,15309367,59122653,1626972,2.829729179798561,64193735,2060234,3.315818192482655
2010:Q4,62770348,25652904,20721468,284802,111132,4535502,9023093,7904625,682617,191485,244366,29197,19118562,19055612,62950,2955727,1360387,684918,910422,8558503,8218215,238556,101732,-2567638,16217340,4900246,11317094,18784978,3213464,15571514,62770348,3647696,6.169709479436538,65875868,1682133,2.620399817995574
2011:Q1,63528576,25413579,20441634,289254,114428,4568263,9025604,7880310,685901,193064,266329,27432,20153888,19961139,192749,2991246,1371907,698727,920612,8653426,8311874,238518,103034,-2736599,16913829,5159980,11753849,19650428,3437937,16212491,63528576,758227,1.2079386493665352,66991284,1115416,1.6932092201112536
2011:Q2,63421689,25326131,20304521,295158,117378,4609074,9031216,7877535,693084,194465,266132,27752,19983810,19945106,38704,3017687,1386532,703738,927417,8788664,8445082,239373,104209,-2753571,17028882,5204875,11824007,19782453,3459824,16322629,63421689,-106887,-0.1682497164795812,67386998,395714,0.5906940884844881
2011:Q3,59969195,25262816,20211254,300721,120212,4630629,9087229,7922884,699044,195715,269587,26440,17724815,18372498,-647683,3044736,1401578,711219,931939,8938588,8592946,240372,105270,-4115429,15124532,4287221,10837311,19239961,3027699,16212262,59969195,-3452494,-5.443711459567082,65489840,-1897158,-2.8153171057408803
2011:Q4,61710225,25224107,20149441,307356,122656,4644654,9195732,8018158,707028,196795,273751,27446,19516423,20014484,-498061,3061248,1413994,713082,934172,9068285,8720425,241785,106075,-4383016,15610446,4501438,11109008,19993462,3397174,16596288,61710225,1741029,2.90320600521929,66930822,1440982,2.200314259978155
2012:Q1,63556061,25075946,19958821,312098,126112,4678915,9204707,8014893,712474,198509,278831,37054,21430219,21402659,27560,3083995,1421348,720299,942348,9167502,8818306,242229,106967,-4443362,16356365,5005403,11350962,20799727,3845867,16953860,63556061,1845836,2.9911353272063175,68916562,1985739,2.966853518487934
2012:Q2,62861578,25282815,20148538,316267,129046,4688964,9370682,8176936,716125,199554,278067,37479,20826110,21119049,-292939,3104792,1431448,725221,948123,9275000,8925057,242188,107755,-5035300,15625876,4673015,10952861,20661176,3716431,16944745,62861578,-694483,-1.092709953912135,69018414,101852,0.1477901903525449
2012:Q3,64884126,25594553,20440468,321344,132134,4700607,9614303,8407953,722636,201342,282372,38088,21983593,22192507,-208914,3122605,1440432,728481,953692,9354130,9002826,242784,108520,-4823146,16562634,5048350,11514284,21385780,3940042,17445738,64884126,2022548,3.217463609353593,70943295,1924881,2.7889388510292847
2012:Q4,65796679,25840303,20652013,326848,134002,4727440,9731498,8526547,731801,202243,270906,37886,21978993,22214723,-235730,3126659,1445702,726525,954432,9389660,9037736,242407,109517,-4308320,17078394,5321857,11756537,21386714,3952993,17433721,65796679,912553,1.406434315232696,71960011,1016716,1.4331385519400452
2013:Q1,68525670,26309320,21085592,334274,136364,4753090,9814715,8606100,740506,204707,263402,38699,24605856,24465481,140375,3140270,1453915,728798,957557,9462896,9110452,241814,110630,-4846086,17565759,5546349,12019410,22411845,4393282,18018563,68525670,2728991,4.147612558134265,74790073,2830063,3.932826917529724
2013:Q2,70435899,26929424,21691574,341144,139886,4756820,10154352,8927729,750934,209031,266657,39236,25830621,25232419,598202,3158653,1463752,728221,966680,9544201,9190396,241846,111959,-5220588,17369306,5541381,11827925,22589894,4463414,18126480,70435899,1910229,2.7876105259667705,76020437,1230363,1.6450891359313344
2013:Q3,73000827,27594954,22337261,348125,143106,4766462,10488790,9242838,761778,213550,270623,36589,26740250,26125175,615075,3178281,1472425,731345,974511,9629771,9274071,242317,113383,-4667808,18498980,6084914,12414066,23166788,4776194,18390594,73000827,2564928,3.6415069500336017,78563848,2543411,3.3456941291601074
2013:Q4,75402301,27973902,22694562,354638,147368,4777334,10616008,9351593,768848,217714,277853,40794,28847666,27623427,1224239,3209295,1484857,738118,986320,9736864,9378734,243026,115104,-5022228,19273789,6472877,12800912,24296017,5205378,19090639,75402301,2401474,3.2896528717593547,80788853,2225005,2.832097829794506
2014:Q1,76334361,28243130,22953943,360307,149812,4779068,10583583,9293773,776347,221422,292041,42404,29547396,28365172,1182224,3227427,1492987,741302,993138,9812207,9452394,243173,116640,-5121786,19679558,6647696,13031862,24801344,5379704,19421640,76334361,932061,1.2361169160233882,82476599,1687745,2.089082079500313
2014:Q2,78150295,28804750,23488849,367116,151241,4797544,10849218,9549785,782500,223341,293592,43464,30407105,29381804,1025301,3233945,1497662,741644,994639,9880017,9518662,243659,117696,-5068204,20553687,7101816,13451871,25621891,5636133,19985758,78150295,1815934,2.3789208807224034,84657306,2180708,2.6440321885923708
2014:Q3,78482838,29297167,23936408,373801,153430,4833528,11117650,9809983,788094,226010,293563,44360,30610268,29607464,1002804,3248089,1507502,743943,996644,9952679,9590209,243803,118667,-5787375,20086811,6828948,13257863,25874186,5710229,20163957,78482838,332543,0.42551682185744816,85336694,679388,0.8025155045266728
2014:Q4,79881683,29656129,24267887,380723,155759,4851760,11336851,10020001,795061,229951,291838,45121,32237929,31147766,1090163,3253273,1510271,746339,996663,9994042,9630816,243840,119386,-6641662,19722505,6770629,12951876,26364167,5920568,20443599,79881683,1398846,1.7823584871097389,86894137,1557442,1.8250558737858646
2015:Q1,80996578,30130433,24710704,388231,159158,4872340,11505836,10186598,798805,233955,286479,45418,32518762,31513683,1005079,3260242,1512531,748551,999160,10016951,9652882,244210,119859,-6481064,20321538,7174471,13147067,26802602,5974124,20828478,80996578,1114895,1.3956829928853773,88524239,1630102,1.875962845648084
2015:Q2,82106837,30715175,25223375,395224,161490,4935086,11780671,10456373,803095,238212,282991,45459,32620923,31330623,1290300,3256247,1514430,742537,999280,10102193,9737951,243638,120604,-6413831,20297571,7311250,12986321,26711402,5888594,20822808,82106837,1110259,1.3707480137871955,89334056,809818,0.914797833682308
2015:Q3,80446875,31205820,25677779,401414,162931,4963696,11931807,10614179,806513,241447,269669,49711,30759271,29860646,898625,3259444,1517359,744858,997227,10164649,9799423,243392,121834,-6923827,18853559,6545989,12307570,25777386,5374469,20402917,80446875,-1659962,-2.0217099778153655,88354577,-979479,-1.0964232023191693
2015:Q4,82080220,31558804,25997421,407721,163037,4990625,11960166,10644021,811007,243405,261733,50404,32142159,31148835,993324,3255708,1517437,744976,993295,10186741,9820620,242956,123165,-7073762,19057544,6756163,12301381,26131306,5500927,20630379,82080220,1633345,2.030339336394055,89851026,1496448,1.693685319091358
2016:Q1,82119049,31858226,26242791,414756,163436,5037243,11948537,10628186,813492,243320,263539,51637,32182460,31725877,456583,3258455,1519017,746370,993068,10204202,9836133,243091,124978,-7384468,19118066,6665318,12452748,26502534,5413274,21089260,82119049,38829,0.04730638704800079,91000017,1148992,1.2787744357880926
2016:Q2,83351688,32564009,26884524,421352,166409,5091724,12268795,10947654,816450,245953,258738,51392,32674459,32403646,270813,3282978,1533383,748381,1001214,10348692,9977646,244085,126961,-7838637,19294571,6728339,12566232,27133208,5450247,21682961,83351688,1232639,1.5010388749746597,92717587,1717569,1.8874384842219545
2016:Q3,85019223,33207882,27500097,427969,168625,5111191,12522686,11213265,818402,246713,244306,69638,33230797,32943650,287147,3301278,1543632,751685,1005961,10405128,10032145,244169,128814,-7718186,20080972,7148103,12932869,27799158,5711178,22087980,85019223,1667535,2.0006018978290996,94411033,1693446,1.826455808921032
2016:Q4,87008105,33670588,27926334,434808,172718,5136728,12607952,11284488,819333,252310,251821,67741,34629552,33226600,1402953,3325197,1556576,752359,1016262,10512097,10136897,244074,131126,-7805022,19948734,7146320,12802414,27753756,5782680,21971076,87008105,1988882,2.339331825947573,95098472,687439,0.7281342354093309
2017:Q1,89060816,34100131,28299497,441135,174297,5185202,12605551,11260440,828156,255387,261568,69518,35933405,34496671,1436734,3344668,1567864,754986,1021818,10628851,10250520,245156,133175,-7621308,21240774,7712310,13528464,28862082,6193511,22668571,89060816,2052711,2.359218486186768,97457787,2359315,2.4809181055229526
2017:Q2,90975677,34863682,29034102,446548,176963,5206069,13088830,11731592,832525,261703,263010,68665,36345746,34793230,1552516,3366641,1578623,756756,1031262,10724594,10342192,246558,135844,-7482481,22254565,8206770,14047795,29737046,6315896,23421150,90975677,1914861,2.150059731543175,99639242,2181455,2.238359008169069
2017:Q3,92621637,35358281,29510899,451991,179238,5216153,13186067,11833772,834594,268925,248776,70024,36999735,35295507,1704228,3393922,1592413,760062,1041447,10875970,10490822,246907,138241,-7262362,23434983,8724834,14710149,30697345,6669995,24027350,92621637,1645960,1.8092305565213371,101350037,1710795,1.7169888254052408
2017:Q4,95156362,35879706,29972077,457951,182042,5267636,13362996,11987644,839201,276603,259548,68693,38800176,36797492,2002684,3422677,1603287,765929,1053461,10984583,10595447,248233,140903,-7362469,24284896,9118138,15166758,31647365,7019413,24627952,95156362,2534725,2.736644357448186,103903206,2553169,2.5191593270722175
2018:Q1,96283748,36631514,30652266,464516,185852,5328880,13502645,12113071,844507,280836,264231,74190,38974248,36795465,2178783,3455097,1617889,768862,1068346,11131773,10738176,249568,144029,-7485719,24081847,9140032,14941815,31567566,7055819,24511747,96283748,1127386,1.1847723366665877,104976243,1073037,1.0327276669053354
