1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020:Q4,0,0,0,0,17244,17244,-4360,-4360,11768,5808,8776,8800,8,-3272,-5784,84,724,3836,-2124,23468,14364,9104,-2744,-2744,8253,8253,-6241,10821,257923,-6241,10821,257923
2021:Q1,0,0,0,0,46716,46716,8504,8504,13836,2232,11952,4116,126496,16224,50216,41820,17312,27396,5976,2624,-6444,9068,-6504,-6504,14485,14485,124279,-79949,256551,124279,-79949,256551
2021:Q2,0,0,0,0,61720,61720,-3320,-3320,2252,2236,368,4120,105600,16228,37048,34144,17268,27396,5972,11720,-7104,18824,-6512,-6512,23580,23580,119422,-160974,256508,119422,-160974,256508
2021:Q3,0,0,0,0,42868,42868,-88,-88,26232,2232,24348,4116,196740,16220,82612,70564,26420,27392,5972,3320,-6580,9900,-6508,-6508,26314,26314,114327,210702,240433,114327,210702,240433
2021:Q4,0,0,0,0,19568,19568,784,784,20868,2228,18984,4112,16024,16224,-6472,-2080,7436,27392,5972,12988,-7264,20252,-6508,-6508,21408,21408,109465,-346950,240415,109465,-346950,240415
2022:Q1,0,0,0,0,59536,59536,7036,7036,10240,-1432,13664,-4856,75024,12812,43672,14164,1712,26744,1544,24672,6256,18416,2372,2372,28053,28053,150790,-125960,241001,150790,-125960,241001
2022:Q2,0,0,0,0,8184,8184,-3212,-3212,-5352,-1432,-1932,-4852,157444,12816,77952,48756,15264,26748,1540,18136,8372,9764,2372,2372,35979,35979,182699,-194870,240963,182699,-194870,240963
2022:Q3,0,0,0,0,-2936,-2936,52,52,8308,-1440,11732,-4864,188564,12808,95488,60492,17120,26732,1540,17328,7232,10096,2372,2372,32120,32120,154741,-17649,260056,154741,-17649,260056
2022:Q4,0,0,0,0,9056,9056,-9768,-9768,4332,-1432,7756,-4856,59060,12812,29240,9460,4888,26744,1540,15532,2732,12800,2368,2368,57728,57728,157606,-315857,260033,157606,-315857,260033
2023:Q1,0,0,0,0,15524,15524,4084,4084,22892,-320,22808,-236,135436,5496,67016,47476,9132,15128,2180,13864,5496,8368,-1516,-1516,18950,18950,278986,62241,260260,278986,62241,260260
2023:Q2,0,0,0,0,12980,12980,64,64,6424,-320,6344,-240,113292,5492,48336,40660,12484,15124,2180,12868,10228,2640,1348,1348,24564,24564,104181,-267323,260254,104181,-267323,260254
2023:Q3,0,0,0,0,21092,21092,2756,2756,6664,-328,6580,-244,121872,5492,53764,43812,12488,15124,2176,12624,8148,4476,772,772,15002,15002,89834,21208,260236,89834,21208,260236
2023:Q4,0,0,0,0,7472,7472,2740,2740,15232,-320,15152,-240,48316,5492,17520,14088,4896,15124,2180,10160,5900,4260,-460,-460,60732,60732,58268,-565966,260221,58268,-565966,260221
2024:Q1,0,0,0,0,58492,58492,6368,6368,33748,132,29288,4592,140004,12556,78416,42504,10012,26284,-4656,24192,11868,12324,1700,1700,16039,16039,31714,-105252,260194,31714,-105252,260194
2024:Q2,0,0,20000,20000,-1380,-1380,224,224,-15436,132,-19896,4592,167856,12560,92300,53496,12992,26284,-4656,25580,12220,13360,1932,1932,28623,28623,35083,-171479,260166,35083,-171479,260166
2024:Q3,0,0,0,0,49964,49964,-6356,-6356,15480,128,11024,4584,192252,12556,103728,63400,16056,26280,-4656,23696,11572,12124,592,592,11002,11002,139143,31040,260147,139143,31040,260147
2024:Q4,0,0,20000,20000,27712,27712,396,396,16220,132,11760,4592,12412,12556,13088,-7960,-1780,26280,-4660,23620,10272,13348,60,60,47364,47364,133372,-467321,267128,133372,-467321,267128
2025:Q1,0,0,0,0,59064,59064,11672,11672,756,392,-264,1412,182164,20628,85108,54196,16208,40988,6292,19444,10728,8716,800,800,17777,17777,111456,13083,256635,111456,13083,256635
