1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015:Q3,5802754,1948277,1275845,380224,23278,1216100,243191,718008,-2169,6617345,2615896,2668318,577651,697804,57676,-814591,526229,-2924,-8721,-276717,-301146,637658,11309,-950113,-332320,8,-160847,5813,-1334,476,-17432,-175302,54468,-117324,-99376,-1568,-11502,13797,-9260,95943,-72887,19392,40,9136,11595,-35906,-1756,617793,0,1308,0,520193,498972,-2220,23441,-194809,0,-194809,-580,64463,227218,24429,-148065,802048
2015:Q4,5964684,1965812,1287997,349317,21630,1223620,294327,823176,-1195,6664428,2624356,2681869,591337,708212,58654,-699744,526438,-2151,-13830,-157325,-204621,633786,11706,-850113,710620,8,350539,3206,-4176,2232,20258,227350,11564,76548,73324,5220,60694,70327,-6724,100346,-23296,-7140,0,4404,34652,-22159,31120,1560733,0,960,0,977854,1015700,1836,-39682,521168,0,521168,1308,45576,13867,47296,664660,1514773
2016:Q1,5825872,1925301,1292489,364104,24630,1230846,235605,753337,-440,6709509,2621296,2706689,597231,723604,60689,-883637,526640,-2653,-10323,-344021,-228543,648845,12041,-889429,340983,8,132083,20742,-4356,5900,2740,-21566,102080,-65272,-44316,2040,-16098,136912,8960,105319,22633,1212,5956,2168,10423,32669,16092,1230413,0,636,0,790148,747912,-460,42696,123130,0,123130,-396,85174,231721,-115478,373118,1262547
2016:Q2,5843118,1943993,1297521,367137,23575,1237010,221150,755253,-2521,6759071,2642923,2727317,592036,734415,62380,-915953,531361,-2318,-15164,-367110,-175919,646643,-20208,-802354,409191,0,134953,17743,672,3916,6008,-26244,43052,-47504,-22064,860,-588,171197,4976,98328,67894,-3640,844,-28,21817,62588,19364,1211545,0,1268,0,741211,663088,468,77655,297480,0,297480,780,56937,113869,-191191,375701,1178056
2016:Q3,5914792,1972518,1320126,375514,23517,1248092,223072,754607,-2654,6834089,2668281,2747687,612989,742134,62998,-919297,533918,-1915,-14015,-369449,-254501,646890,11180,-912571,409320,8,4570,-21085,6584,5096,21356,158536,-33112,73780,62648,7652,47568,145012,6048,98191,40772,44,80,2200,35545,16817,34556,1321891,0,1308,0,833110,800740,-772,33142,103746,0,103746,64,56572,327091,-114948,278647,1191218
2016:Q4,5959948,1993195,1326366,353426,24489,1261516,212187,791771,-3002,6878903,2680996,2771166,617682,748135,60924,-918955,538195,-974,-8385,-371401,-121739,656249,12955,-790943,272506,2720,14946,14423,2992,6692,-8220,110294,-9608,77576,-2204,5964,38566,98034,13848,96678,-12491,-21284,108,-1476,17359,29562,6356,1063450,0,664,0,616447,633164,384,-17101,2788,0,2788,8,90626,352917,-249662,209914,1000857
2017:Q1,5960626,2004238,1336928,266907,24007,1282559,247131,803032,-4176,6909466,2689905,2800498,607970,751740,59353,-948840,542362,-2479,-10160,-393839,-382055,663191,12973,-1058219,-845313,44,-1022566,-11151,-1132,-2652,10944,138578,49024,47720,9288,4248,28298,84683,2656,98129,-16101,-14032,3340,-5040,-21124,-30690,25484,212906,0,980,0,-139455,-70928,-924,-67603,-33756,0,-33756,-1140,28433,357843,-11784,-885532,172687
2017:Q2,5926005,2012301,1353480,279589,24787,1294889,228009,737475,-4525,6912634,2695724,2811341,584020,763507,58042,-986629,546989,-2452,-11958,-425230,-274355,674720,13425,-962500,273014,60,316966,10963,332,-1508,4332,-3348,1772,11076,-24256,1808,6252,45647,1892,98929,-55174,-7656,136,-3280,18586,-127428,19212,1235514,0,820,0,950128,964168,652,-14692,-136429,0,-136429,-508,76281,345222,-150875,310276,1272776
2017:Q3,6032428,2055064,1371966,295695,25059,1310092,217587,761414,-4449,7003229,2715851,2845320,607146,773000,61912,-970801,552396,-2347,21639,-437697,-84253,683035,7168,-774456,101586,104,-96654,21878,-396,2996,4444,94366,54356,29528,-10752,2892,18342,80763,14984,97772,-31992,-14156,2548,-5100,22285,-31108,19616,876042,0,756,0,563823,576408,-92,-12493,435757,0,435757,648,76404,-201346,-353444,96522,870978
2017:Q4,6150045,2123711,1393513,296924,25853,1329081,211539,773284,-3860,7090325,2761375,2859775,626654,782329,60192,-940280,557805,-1310,-947236,566071,1013515,704762,14802,293951,1516832,104,111784,36363,-6140,2388,22040,217730,-1508,102060,56268,7500,53410,129447,7912,90315,31220,-8924,0,3356,5497,964085,39104,1222881,0,824,0,843784,747820,108,95856,-86320,0,-86320,308,67682,396603,-447444,1385477,1091526
2018:Q1,6142598,2071599,1423291,270359,24881,1349090,209562,796986,-3170,7192839,2801299,2914567,626576,791693,58704,-1050241,564900,-2366,-15576,-467399,-424321,712577,15740,-1152638,441228,132,448098,-3582,-292,-4996,-25944,-53484,76980,-45092,-87268,-144,2040,76097,7080,95025,-26008,2080,0,-7968,17844,6508,-13264,1593866,0,544,0,1470361,1553596,1068,-84303,169902,0,169902,416,121269,-168626,-43078,514688,1667326
2018:Q2,6171974,2058107,1440928,289505,25658,1359026,205873,795842,-2965,7282118,2839147,2939990,630078,814667,58236,-1110144,572907,-1654,-8858,-526725,-148709,731567,15646,-895922,602925,132,139976,1462,12540,-2508,16724,206766,14944,81808,37296,6292,66426,99100,9488,95411,-5799,-1852,5112,6236,36466,48588,34184,1498847,0,400,0,1008055,1005728,-4604,6931,223821,0,223821,-616,57363,209824,-378016,523248,1419170
2018:Q3,6283771,2085263,1463592,287142,25465,1375708,223081,827970,-4450,7375597,2885521,2960895,634010,837340,57831,-1091826,578650,-2491,-16159,-494526,-205954,740564,16343,-962861,687185,172,171984,21531,-1164,-2032,20540,228564,7824,115508,43336,9064,52832,83075,8592,87900,-13417,-14420,200,2816,56847,79511,39560,1650046,0,296,0,935872,928288,-2756,10340,103150,0,103150,724,159252,450752,-288572,577214,1540074
2018:Q4,6306689,2081642,1500564,293330,26949,1384327,221192,806466,-7781,7479477,2912959,2979529,645593,862888,78508,-1172788,584753,-1673,-9308,-577054,-636024,737888,11877,-1385789,-12752,188,-96418,12737,8196,1176,-8400,-168826,-28344,-70592,-80216,204,10122,55280,10484,84436,-39640,65548,0,27332,21859,62399,6176,1373037,0,284,0,954276,1038896,472,-85092,19198,0,19198,252,148932,250094,58970,106976,1492765
2019:Q1,6369166,2155386,1508328,269179,25777,1416849,205148,801806,-13307,7604516,2938925,3071611,643417,881509,69054,-1235350,590268,-3105,-4711,-637266,-532149,764009,11237,-1307395,60083,228,-80812,28197,456,3528,11348,52964,68460,14816,-18476,2472,-14308,100810,8212,87768,4830,-54584,0,-20344,4163,-15747,29876,1367478,0,412,0,867378,936548,-2956,-66214,-9453,0,-9453,2036,149366,357740,-105116,55569,1362964
2019:Q2,6498391,2217737,1520200,282428,26551,1424283,217284,824827,-14919,7711778,2994223,3107668,656997,894020,58870,-1213387,595808,-951,-9883,-606745,-654552,767019,15563,-1437134,-179144,240,-282096,27121,8992,5948,11992,674,29828,-4180,-24228,3444,-4190,49516,-7812,91476,-34148,-7412,5396,-988,22424,-52282,31332,1257990,0,260,0,850795,907480,-816,-55869,-150766,0,-150766,-412,76101,482013,47806,-139328,1297806
2019:Q3,6513430,2195305,1553579,280986,26757,1430903,196970,841876,-12946,7795947,3034139,3133619,659710,887281,81198,-1282517,600570,-2072,-9296,-670579,-588679,780698,15083,-1384460,399346,252,433338,14794,7010,9268,-6968,-165138,-13452,-70600,-39236,-3276,-38574,147310,24524,87867,34919,-8556,72,-3512,15185,-35045,-8664,1783806,0,256,0,1404875,1382008,-2168,25035,525772,0,525772,1632,33019,-181748,-81900,437939,1822399
2019:Q4,6590194,2226222,1552419,302213,26838,1448602,206754,834536,-7390,7857303,3080936,3146087,677298,870279,82703,-1267109,604602,-2800,40500,-700207,-721840,784032,15854,-1521726,55667,228,-41636,10040,602,8292,-7696,-37926,-14976,49628,-52968,-1668,-17942,159876,14840,64781,80255,-47560,0,-18996,-880,40895,-9572,1577393,0,308,0,1120596,1024728,-976,96844,94275,0,94275,332,80043,281840,21633,-59272,1462454
2020:Q1,6615031,2247715,1557190,255928,28453,1473503,216022,837187,-967,7949207,3136014,3200435,689382,842722,80654,-1334176,609803,-4215,-2596,-717562,-706767,806998,16044,-1529809,570401,196,658217,53048,-1332,28792,-19296,-282298,37932,-201636,-141372,-2472,25250,147496,47648,83670,16178,88440,5192,37500,-36568,-31387,-77600,2100210,0,436,0,1574593,1542228,-108,32473,221070,0,221070,-588,107530,197169,-10795,744059,2273867
2020:Q2,7020794,2107358,1418030,266034,26281,1402975,206137,1595009,-1030,11996361,3209423,5509755,1436864,807897,1032422,-4975567,614690,-5024,-11544,-4344309,-5995133,816551,16370,-6828054,6848537,80,4952667,18854,19574,18264,50974,420076,-71268,701552,-78900,9528,-140836,624985,49052,78375,497558,-61924,456040,-19360,-17915,340047,46176,13676591,0,304,0,12105505,11992912,-660,113253,594559,0,594559,-40,98796,877468,1650824,6097079,12925134
2020:Q3,6770994,2248232,1539445,340107,26940,1452870,223035,946340,-5975,10329208,3182435,4392250,792631,797955,1163937,-3558214,621989,-3603,-12613,-2920009,-1821644,819135,5097,-2645876,581419,20,220167,10584,7104,1372,6010,142812,-43120,231740,-51672,284,5580,434355,41352,52215,340788,-39272,860,-14776,48634,-285766,49316,3227296,0,472,0,1714630,1539108,-3472,178994,158067,0,158067,1356,93216,1259555,-1098365,270928,2916804
2020:Q4,6986549,2377804,1570395,333622,28946,1490813,208939,977497,-1467,9086565,3195540,3758106,810598,805298,517023,-2100016,630184,-1610,-14675,-1453547,-1787963,832455,16247,-2636665,67564,28,-162596,-125979,9768,6256,13984,251318,-21640,215644,51352,1040,4922,139320,53108,32712,53500,-62724,1296,-24428,44305,40627,-63612,2704228,0,324,0,2252808,2194752,224,57832,89961,0,89961,32,55078,306025,334416,-155957,2480708
2021:Q1,7255633,2547735,1598319,373082,30361,1508417,201576,1007020,-10877,11556127,3325207,6049283,837999,822965,520673,-4300494,639487,-373,196701,-3857335,-2401139,822419,-2637,-3220921,-2044056,32,-2195443,35521,-8632,16276,-12024,379704,159924,188044,-5500,-1196,38432,120829,-14152,78483,56497,-100240,-244212,-73180,45830,-8033,-484,1176865,0,300,0,1244270,1137616,-1520,108174,-59812,0,-59812,1136,162635,-171665,-1456196,-2259225,961696
2021:Q2,8467974,2675644,1704780,437593,30559,1544522,226317,1862739,-14180,11062040,3348272,4344284,1692805,846027,830652,-2594066,653444,-4145,-22400,-1914077,-1890680,821744,15799,-2728223,66945,16,-806951,-72226,1736,12188,90712,1089376,-17180,1197496,-33620,-14212,-43108,127030,-13260,74002,66288,-31156,-46000,-43236,34623,-174395,-114772,2795168,0,224,0,2570349,2466144,-4,104209,211329,0,211329,-3392,137231,-120574,-23397,-1144792,1583431
2021:Q3,8094599,2749991,1722144,463858,31782,1581597,245967,1310973,-11713,10169384,3386910,4077814,1166396,864180,674084,-2074785,668333,1429,-20583,-1387298,-1472708,827060,-2259,-2297509,-1523952,451352,-2553238,-33711,-30,11308,22172,276796,-12148,174316,48984,7800,57844,268277,-9696,47967,230006,19192,-53528,9716,38364,-15158,34536,773557,451336,352,0,280570,183420,-1300,98450,-163425,0,-163425,3740,94384,106601,85410,-1727022,570487
2021:Q4,8223262,2847021,1775111,526000,33131,1626649,254768,1167937,-7355,9627543,3440749,3903072,995025,874637,414060,-1404281,686622,-1623,-22139,-693897,-551738,841570,15391,-1408699,1146038,3340,724604,-48139,8672,21448,18304,174562,-21024,206728,32288,2952,-46382,99084,-11056,21016,89124,-32212,-22404,-4180,63158,109597,30204,2554737,0,612,0,2632911,2658332,1144,-26565,303631,0,303631,-376,69413,-451455,-142159,1036558,2445257
2022:Q1,8743757,3254063,1812445,550412,35030,1666267,262939,1164356,-1755,9476774,3473916,3972697,998126,880564,151471,-733017,706623,-2526,-24698,830,-83868,858694,-309222,-633340,1863009,6068,1193333,5585,-2398,2544,-29040,283168,76228,190572,-10696,3620,23444,274315,6344,40095,227876,4776,1196,3644,48712,149915,-78808,2496349,0,-24,0,2152514,2231800,-1560,-77726,356522,0,356522,884,55924,-69470,84699,1629653,2262993
2022:Q2,8902772,3297371,1853201,574710,34660,1689036,241463,1215944,-3613,9657632,3560032,4015349,1032997,919294,129960,-754860,728213,-3888,-94596,71837,830800,877577,-2301,-44476,1467998,6084,633004,-72723,-1614,7052,23376,649322,21064,391028,98072,13752,125406,199515,12152,68545,118818,101388,-6988,39080,45185,-187043,32360,1512473,0,728,0,1210086,1154200,1296,54590,287963,0,287963,-296,45288,-31296,-758964,1074887,1119363
2022:Q3,8795686,3224945,1868472,561226,33758,1735848,176133,1203917,-8613,9803471,3590272,4032210,1074728,987155,119106,-1007785,744354,-2957,15601,-276075,-881186,889778,-75642,-1695322,-339232,2816,-738621,-12435,504,10344,-6016,333912,1780,240568,28968,5584,57012,90295,18700,46522,25073,19180,1340,10532,20179,-58102,-13160,1356090,0,728,0,977948,992684,-1476,-13260,110520,0,110520,984,30939,234971,605111,-590877,1104445
2022:Q4,8801407,3203249,1866873,569086,33596,1751768,150460,1243863,-17488,10033593,3641910,4149996,1061368,1068865,111454,-1232186,755237,-1169,-68594,-407186,-705855,922882,14550,-1643287,-590439,4892,-858528,26162,6686,19104,10072,105576,32760,95400,5164,-2792,-24956,15635,12804,48670,-45839,-25508,-9500,-10196,22964,118303,-16100,1052849,0,728,0,606608,771084,1788,-166264,285632,0,285632,-92,91681,68292,298669,-613723,1029564
2023:Q1,8458877,2834242,1877440,592933,34794,1781924,136996,1225872,-25324,10141380,3680844,4152927,1074911,1128213,104485,-1682503,766523,-711,123080,-1038349,-1262222,943742,15547,-2221511,-490176,3876,-897053,5236,-766,17204,38264,174488,-31500,119424,54464,6576,25524,-8038,-25604,18777,-1211,-4000,1064,2156,9621,108513,59260,1731334,0,728,0,1205978,1166175,-224,40027,30440,0,30440,2048,175273,316867,223872,-615410,1606101
2023:Q2,8479293,2828417,1885208,591864,35686,1810490,139002,1220209,-31583,10208604,3674318,4192080,1065719,1174012,102475,-1729311,772624,-1401,251652,-1206938,-1686585,971587,15819,-2673991,996855,3248,964028,45118,-2358,3468,11296,261884,8292,191020,29460,3800,29312,-151666,-27164,22914,-147416,-33656,-1672,-6632,28436,-131440,6800,3670845,0,728,0,3240363,3155956,-7008,91415,292218,0,292218,-200,108998,28739,479647,800011,3474002
2023:Q3,8533039,2865999,1896191,617782,35329,1839272,143162,1171247,-35943,10303011,3758931,4179840,1008074,1251512,104654,-1769972,780356,-2636,207829,-1194809,-1607367,997516,12100,-2616983,865492,6852,860124,-28610,-5622,4164,-13636,159392,25972,154848,-29544,3896,4220,-196618,-18652,-149418,-28548,6780,2944,2780,60597,36401,-30056,3482475,0,2812,0,2918421,2917599,6304,-5481,44892,0,44892,2868,149223,364259,412558,693852,3310835
2023:Q4,8667809,2894283,1913603,631690,35911,1858913,159515,1212080,-38186,10397924,3781725,4188919,1015192,1312471,99617,-1730115,787857,-825,31890,-973323,-1415480,1033426,15825,-2464731,350252,4520,418250,-5964,-10236,2204,40658,37258,16432,9012,35512,-1068,-22630,-137154,-19964,7235,-124425,-27836,-26944,-6484,31115,-16612,47476,2814983,0,728,0,2252460,2286637,2440,-36617,590250,0,590250,544,179162,-208161,442157,385969,2850700
2024:Q1,8833230,2965619,1937952,630250,36724,1889023,160240,1253903,-40481,10633152,3840088,4347517,1007927,1340773,96847,-1799922,796110,-2435,27464,-1028841,-464890,1040872,15352,-1521114,659092,7860,222775,37827,2836,2056,12652,231782,10152,200808,23140,4756,-7074,90226,14184,78875,-2834,-44036,20,-12104,-20657,103571,24284,2180205,0,728,0,1788457,1689360,-924,100021,140722,0,140722,3660,44326,202313,-563952,447189,1968303
2024:Q2,8879248,3005390,1954728,657395,37645,1896094,164471,1205283,-41758,10764354,3882139,4413751,1010894,1363169,94401,-1885106,804072,-1414,33069,-1112689,-997356,1060902,14278,-2072536,308506,4152,70244,4610,-2412,4084,23698,250498,-14088,173612,41968,5632,43374,150006,13776,47400,88831,-1312,-2468,3924,21278,-236964,19168,2381042,0,728,0,1838899,1639716,1092,198091,248101,0,248101,28,121116,172170,-115333,64796,2137331
2024:Q3,9006503,3054184,1975885,655696,37787,1903907,163751,1255508,-40215,10992193,3947657,4472038,1102359,1377344,92795,-1985690,815052,-711,48897,-1218824,-1121200,1087351,15103,-2223654,560139,5880,244890,-21041,-6356,14220,50964,150224,21404,67624,45016,6612,9568,154651,10172,82246,62233,-1416,1784,800,20375,-96107,41272,2783793,0,428,0,2302887,2164798,172,137917,96601,0,96601,4224,109429,270225,-97624,440334,2663988
2024:Q4,9165853,3117638,2004150,676248,37959,1930832,162568,1276119,-39661,11078910,3996878,4525544,1081996,1380303,94189,-1913057,824836,64,32030,-1120315,-1856570,1102851,15296,-2974717,-380367,2656,-673647,-21288,-7116,19152,-16348,145616,-26736,139224,3788,196,29144,-12363,14812,14615,-41790,-24284,-6156,-844,23488,204046,-13280,2594350,0,64,0,2112297,2157734,772,-46209,446348,0,446348,784,141769,-106913,736255,-436549,2538168
2025:Q1,9275436,3187716,2038843,678576,37144,1961823,167018,1241376,-37060,11194082,4030572,4674499,1016446,1367054,105511,-1918646,835988,-1976,7037,-1087719,-653809,1117756,15070,-1786635,-591880,2964,-1073423,20603,-11938,5972,20771,135570,121644,-18364,15464,6784,10042,115352,15204,63032,37116,43204,-1121,11088,28835,93451,16792,1194756,0,-384,0,680080,533778,956,145347,84241,0,84241,4468,116563,309787,-433910,-539099,1247536
