date,FU893150005.Q,FU543150005.Q,FU574190005.Q,FU344090005.Q,FU224190005.Q,FU263150005.Q,FU893150005.Q,FU153050005.Q,FU543050005.Q,FU543151905.Q,FU893131573.Q,FU763131573.Q,FU473131573.Q,FU543131503.Q,FU633131573.Q,FU653131573.Q,FU153131575.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q2,157237,19744,39975,23821,72107,1590,157237,154994,2229,14,82862,6335,1488,9531,9000,35105,21403
2007:Q3,130763,5131,36086,23789,64165,1592,130763,128520,2229,14,84928,3969,1040,2420,14000,22402,41097
2007:Q4,147056,21343,33489,24601,66033,1590,147056,144820,2223,13,89091,6620,872,974,14000,31609,35016
2008:Q1,142844,32438,29332,23588,53303,4183,142844,139430,3299,115,113101,9187,1902,-4655,23000,7548,76119
2008:Q2,147092,8328,39789,24037,70754,4184,147092,143671,3305,116,65902,6706,1571,-422,-9000,21478,45569
2008:Q3,175838,68014,26330,24019,53293,4182,175838,172428,3296,114,90547,10142,798,2161,18000,-25016,84462
2008:Q4,136812,36349,24320,24701,47261,4181,136812,133404,3293,115,125619,18121,2942,-9809,14000,-40264,140629
2009:Q1,109843,-16054,42037,23963,60890,-993,109843,111393,-1585,35,58988,14774,4196,-7029,5000,-14809,56856
2009:Q2,149238,-11524,54964,23752,83040,-994,149238,150783,-1579,34,-32219,10777,2357,5644,-19000,43921,-75918
2009:Q3,134486,-20552,54056,22162,79813,-993,134486,136031,-1580,35,-49691,3884,1253,5403,-16000,29274,-73505
2009:Q4,151455,2953,48615,26065,74816,-994,151455,153003,-1582,34,48303,1276,940,4699,-12000,42682,10706
2010:Q1,163685,18775,50499,23811,72766,-2166,163685,165860,-2246,71,25179,4169,1113,4672,-10000,33229,-8004
2010:Q2,157012,41572,37384,25257,54967,-2168,157012,159194,-2253,71,51549,8692,1028,2746,-2000,14304,26779
2010:Q3,174436,25132,50859,24573,76038,-2166,174436,176608,-2243,71,7626,5189,827,12360,-6000,31703,-36453
2010:Q4,169041,19206,49544,26203,76256,-2168,169041,171217,-2246,70,49154,8537,41,9633,-6000,39362,-2419
2011:Q1,129577,7769,26421,25461,70754,-828,129577,129385,51,141,61914,2262,280,6888,-5000,29101,28383
2011:Q2,124375,14926,27256,26482,56538,-827,124375,124184,50,141,53456,7005,366,2875,5000,19793,18417
2011:Q3,133013,35099,24221,25639,48884,-830,133013,132830,42,141,115576,11781,417,-1761,10000,-18970,114109
2011:Q4,123702,7764,28175,27154,61437,-828,123702,123509,52,141,19070,-709,167,5336,-1000,14910,366
2012:Q1,165286,42297,38470,23194,61459,-134,165286,163915,1128,243,-1262,3068,809,17181,-8000,25869,-40189
2012:Q2,106393,-7963,34260,26774,53458,-136,106393,105026,1122,245,38565,6751,588,-5914,2000,13702,21438
2012:Q3,128522,12467,33553,24714,57922,-134,128522,127155,1124,243,36612,6578,456,6668,4000,20827,-1917
2012:Q4,131533,20935,31083,24992,54659,-136,131533,130167,1123,243,53208,7985,-443,3924,7000,18634,16108
2013:Q1,128128,8970,39972,22520,56979,-313,128128,126880,1457,-209,78744,-3859,34,11435,-5000,55774,20360
2013:Q2,130270,14126,36470,25884,54104,-314,130270,129024,1455,-209,93279,9609,26,2226,15000,30397,36021
2013:Q3,133589,20112,34123,25688,53981,-315,133589,132344,1454,-209,42930,585,-25,6911,7000,24244,4215
2013:Q4,143844,21579,30651,37385,54543,-314,143844,142599,1455,-210,49753,-5830,-695,9687,-4000,42666,7925
2014:Q1,85036,8044,9660,25308,43725,-1701,85036,86130,-1786,692,56239,-7630,-308,6088,-4000,25019,37070
2014:Q2,78193,4444,9599,24282,41569,-1701,78193,79290,-1787,690,59167,-1735,-388,4390,-4000,32144,28756
2014:Q3,82292,2061,8731,28481,44721,-1702,82292,83387,-1787,692,61874,3857,-360,-1101,2000,6935,50543
2014:Q4,92454,12139,10952,25862,45202,-1701,92454,93551,-1787,690,57880,5148,-517,4534,-4000,23815,28900
2015:Q1,83339,887,8685,24224,49446,97,83339,82550,1291,-502,-16341,-5299,-211,1925,-7000,33591,-39347
2015:Q2,102351,23248,6037,23497,49471,98,102351,101562,1291,-502,1750,5162,-66,4023,2000,24089,-33458
2015:Q3,99764,25290,3782,23993,46602,97,99764,98976,1290,-502,192736,14284,12,-1513,8000,-8705,180658
2015:Q4,126388,37090,6408,27754,55040,96,126388,125602,1289,-503,162005,3514,-61,8305,-7000,15065,142182
2016:Q1,90494,7641,9804,23081,51455,-1487,90494,90970,-783,307,119887,8111,510,3770,13000,5623,88873
2016:Q2,77052,-1719,10003,20647,49608,-1487,77052,77527,-782,307,48133,5314,653,6466,0,6336,29364
2016:Q3,92149,10718,11378,22895,48645,-1487,92149,92626,-784,307,-52086,15663,704,4587,8000,-3150,-77890
2016:Q4,61651,-23632,10425,21614,54731,-1487,61651,62127,-782,306,77345,7400,-294,-1872,9000,5976,57135
2017:Q1,132857,9633,43652,22278,56404,890,132857,130799,1955,103,89479,-5169,66,9974,-1000,19910,65698
2017:Q2,124879,2746,42706,21598,56940,889,124879,122821,1955,103,75003,-6882,151,3538,-7000,14624,70572
2017:Q3,108257,-8245,38526,21637,55450,889,108257,106201,1953,103,52405,-727,-43,3188,4000,1001,44986
2017:Q4,126699,1841,43776,15394,64799,889,126699,124643,1954,102,226066,-308,-616,3995,0,46126,176869
2018:Q1,102380,13257,3409,24008,47037,14669,102380,74592,25034,2754,8701,-717,-316,2402,-8000,22119,-6787
2018:Q2,107458,7947,4980,27275,52586,14670,107458,79668,25036,2754,57912,-2354,119,3718,2000,6330,48099
2018:Q3,92839,-5811,2036,24959,56987,14668,92839,65053,25033,2753,129002,3483,179,3443,6000,25014,90883
2018:Q4,91073,31389,1422,6286,37307,14669,91073,63285,25034,2754,95354,20551,-142,-7908,25000,-59772,117625
2019:Q1,107665,-6667,29968,20739,62844,781,107665,105584,1923,158,62164,-25703,1137,11858,1000,31172,42700
2019:Q2,117632,15064,27031,20906,53851,780,117632,115552,1922,158,76718,21,811,7289,13000,12025,43572
2019:Q3,126787,27894,25689,20715,51709,780,126787,124707,1922,158,119352,-26991,1041,6895,21000,-2458,119865
2019:Q4,86666,-8943,32998,3511,58320,780,86666,84586,1922,158,86237,38940,484,5806,14000,38918,-11911
2020:Q1,133152,34596,21345,18580,46881,11750,133152,113655,22904,-3407,240167,47651,979,-17914,55000,-79193,233644
2020:Q2,105697,-18267,20758,34142,57315,11749,105697,86202,22900,-3405,96523,35479,860,16775,9000,36707,-2298
2020:Q3,121577,18435,14689,21584,55121,11748,121577,102083,22901,-3407,108700,-10635,815,13001,14000,14116,77403
2020:Q4,141909,40230,18262,14431,57237,11749,141909,122415,22901,-3407,-37122,51702,234,25109,-1000,61118,-174285
2021:Q1,46698,-31578,-5039,22190,50532,10593,46698,24977,22128,-407,4282,-41846,449,-2219,-11000,55465,3433
2021:Q2,39767,-34687,-10502,23570,50792,10594,39767,18044,22129,-406,104296,23069,-42,7557,-14000,47554,40158
2021:Q3,98133,28730,-7386,16314,49882,10593,98133,76412,22128,-407,93909,-28490,-287,5380,0,25369,91937
2021:Q4,73650,1230,-4763,13099,53492,10592,73650,51929,22128,-407,369958,38842,-806,8174,2000,38846,282902
2022:Q1,126512,11240,1262,37634,54795,21581,126512,100261,26121,130,221050,-13850,122,-12203,16000,-18476,249457
2022:Q2,124603,27492,-959,25606,50883,21581,124603,98349,26124,130,78934,57566,-93,-21467,23000,-66884,86812
2022:Q3,135874,50335,-104,11262,52800,21581,135874,109622,26122,130,139104,-63296,-181,-1054,13000,-19546,210181
2022:Q4,96364,20317,4646,-2395,52216,21580,96364,70118,26116,130,198463,-12556,-778,14512,20000,-43458,220743
2023:Q1,154764,47084,13281,20407,58035,15957,154764,132088,22667,9,151546,-89131,469,19445,26000,-6832,201595
2023:Q2,138564,47660,-3539,20160,58326,15957,138564,115885,22668,11,138780,11643,822,16741,34000,-5570,81144
2023:Q3,102840,2933,8383,19944,55624,15956,102840,80160,22671,9,-84273,-54679,642,-5759,33000,8402,-65879
2023:Q4,100297,-5211,12881,20805,55866,15956,100297,77624,22664,9,249110,30320,455,15940,30000,-15680,188075
2024:Q1,135639,38059,-7342,17420,58862,28640,135639,102929,32402,308,40229,-45180,805,12830,15000,18454,38320
2024:Q2,134754,36448,-7135,19123,57677,28641,134754,102040,32406,308,198187,25140,591,2562,25000,2939,141955
2024:Q3,110774,13719,-8156,19030,57542,28639,110774,78066,32401,307,114924,-24961,639,8993,27000,-6656,109909
2024:Q4,143058,41491,-3114,17131,58910,28640,143058,110344,32406,308,172969,48469,-41,-2875,29000,4778,93638
2025:Q1,103932,12385,-2970,13277,56407,24833,103932,74530,29359,43,ND,ND,ND,ND,ND,ND,ND
