1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1998:Q2,6104980,6524,527553,202898,215995,6935,105186,1991248,91025,1159523,176611,6332,557757,146196,ND,189798,1045407,1488716,126132,0,0,49109,3283,0,3283,5403170,2124695,10001,500110,647855,31168,681855,71372,610483,ND,130539,71200,59339,95172,0,0,27994,0,0,0,0,3278475,1370021,1876255,32199,0,0
1998:Q3,6059335,6719,586434,207264,217155,7123,91036,1988603,111741,1121618,171844,6570,576830,146484,ND,196227,933205,1507411,118355,0,0,49665,3654,0,3654,5287115,2185014,10106,534106,678771,32882,677937,73981,603956,ND,130615,72287,58328,92346,0,0,28251,0,0,0,0,3102101,1167450,1902039,32612,0,0
1998:Q4,6822192,6899,629154,213173,221001,7310,71993,2059733,111404,1166244,185563,6808,589714,142266,ND,208578,1108661,1970457,134371,0,0,45701,2895,0,2895,5875516,2187776,10603,552384,651838,36001,674448,72878,601570,ND,131506,74853,56653,99794,0,0,31202,0,0,0,0,3687740,1474983,2179807,32950,0,0
1999:Q1,6972325,6653,587892,212974,206357,7498,86326,2094007,105532,1153717,199492,7046,628220,163247,ND,226739,1216610,1979955,139970,0,0,41306,2791,0,2791,5995510,2211147,9682,521969,680251,30397,678835,77249,601586,ND,130692,74432,56260,128486,0,0,30835,0,0,0,0,3784363,1527668,2223351,33344,0,0
1999:Q2,7265669,6545,618155,216156,207696,7686,83258,2110321,99655,1135597,212741,7284,655044,140621,ND,238054,1327123,2112570,150006,0,0,40071,7407,0,7407,6207726,2257492,9719,538035,697137,29462,678439,70105,608334,ND,128297,72667,55630,144481,0,0,31922,0,0,0,0,3950234,1656976,2259458,33800,0,0
1999:Q3,7314935,6799,614913,219734,208745,7874,82364,2196911,104419,1152245,230539,7522,702186,134925,ND,255500,1245527,2146954,147532,0,0,39298,7859,0,7859,6340892,2292615,10284,526410,707186,32105,694978,81753,613225,ND,130132,75694,54438,157838,0,0,33682,0,0,0,0,4048277,1701560,2312588,34129,0,0
1999:Q4,7878193,6725,653628,237512,217412,8062,79943,2077295,105047,1058365,232334,7760,673789,119542,ND,272332,1435081,2525861,168391,149,57,62756,13447,5100,8347,7074995,2358081,10336,559736,696940,32182,647052,89171,557881,ND,129627,78506,51121,160842,20766,5494,43766,51340,0,6051,45289,4716914,2003716,2678797,34401,0,0
2000:Q1,8059356,6599,604271,229047,215384,8250,75897,2147500,101584,1059370,263721,8000,714825,147491,ND,278984,1521314,2570430,179596,152,59,64215,10167,5575,4592,7331114,2480668,10335,593517,771438,31535,669880,101623,568257,ND,127073,75940,51133,151195,21014,5579,44353,54749,0,6467,48282,4850446,2089143,2726572,34731,0,0
2000:Q2,8265083,6552,666021,230188,216577,9234,87465,2185720,100012,1032891,291011,8000,753806,148708,ND,289800,1522179,2654290,170301,154,59,67107,10728,6051,4677,7351830,2480155,10444,598357,780576,31037,651182,98245,552937,ND,128352,76774,51578,150253,21263,5664,44870,58157,0,6882,51275,4871675,2054063,2782484,35128,0,0
2000:Q3,8476453,6359,671214,231468,220290,10217,92415,2241051,97319,1008879,331781,8000,795072,142316,ND,333612,1552667,2692345,167888,156,61,71234,43160,6525,36635,7310648,2515036,10316,613950,756729,31209,681452,109756,571696,ND,129433,78660,50773,157627,21511,5749,45497,61564,0,7296,54268,4795612,1942786,2817382,35444,0,0
2000:Q4,8266112,6384,693840,236327,226354,11201,91333,2334532,114302,1021426,348228,8000,842576,134797,ND,334227,1482537,2449008,149467,158,61,69606,46280,7000,39280,7066280,2631996,10539,644698,820715,31238,703316,120919,582397,ND,133799,83921,49878,148411,21759,5834,46715,64972,0,7711,57261,4434284,1852842,2545603,35839,0,0
2001:Q1,8283231,6177,666600,234884,211135,12185,129483,2425647,106559,1019783,378711,8000,912594,151444,ND,363723,1350833,2478263,127553,166,64,77472,47602,7550,40052,7136234,2864771,10379,686618,861551,163103,717126,122028,595098,ND,129533,82455,47078,153031,22632,6091,43171,71536,0,8161,63375,4271463,1654541,2580570,36352,0,0
2001:Q2,8573383,6103,678252,237780,214122,13168,126259,2488268,113311,988301,390328,8000,988328,163546,ND,374618,1473625,2528630,132249,172,67,79607,56917,8101,48816,7185663,2816715,10409,687036,823578,158468,706075,134978,571097,ND,128009,80725,47284,149752,23504,6348,45435,78101,0,8610,69491,4368948,1718095,2614031,36822,0,0
2001:Q3,8449336,6316,675136,247218,212338,14152,111762,2545309,113168,995064,409633,8000,1019444,176688,ND,384720,1281358,2535448,106980,180,70,85819,65842,8650,57192,6898768,2772381,10919,664982,826181,142738,685318,136339,548979,ND,126882,80183,46699,155667,24376,6605,44049,84665,0,9060,75605,4126387,1433884,2655346,37157,0,0
2001:Q4,8545401,6157,766294,255114,200896,15136,151071,2734950,108449,1095208,504123,8000,1019170,159425,ND,394197,1441451,2166097,116094,186,72,77621,60640,9200,51440,6702087,2893043,10774,734164,830408,166960,703961,146475,557486,ND,125492,79331,46161,156023,25248,6861,41925,91227,0,9508,81719,3809044,1612673,2158911,37460,0,0
2002:Q1,8666572,6109,749128,257277,200275,16119,132550,2814533,116024,1109955,523891,8000,1056663,152604,ND,400056,1477303,2185583,115129,194,74,85742,73896,9700,64196,6761902,2915005,10809,757807,814576,151842,720547,152169,568378,ND,126242,80656,45586,164635,26116,7124,41100,94207,0,9868,84339,3846897,1607025,2201985,37887,0,0
2002:Q2,8674490,6519,760845,264296,209666,17103,166046,2953134,125691,1148159,575823,8000,1095461,158502,ND,376587,1280216,2218235,98079,201,78,95423,69560,10201,59359,6832384,3040239,11645,795982,824739,190950,743655,173519,570136,ND,127346,82244,45102,174162,26985,7387,40201,97187,0,10228,86959,3792145,1521874,2232040,38231,0,0
2002:Q3,8647974,6481,738561,265093,208942,16681,213172,3064433,125451,1211343,603979,9750,1113910,175881,ND,361743,1088781,2248870,85750,208,80,102804,70494,10700,59794,6558268,3015436,11710,730508,851969,198819,746974,168571,578403,ND,125666,80980,44686,174023,27852,7648,40103,100164,0,10586,89578,3542832,1235475,2268788,38569,0,0
2002:Q4,8413585,6661,814910,273394,220344,16259,211225,3197795,128547,1285498,637478,11500,1134772,174052,ND,363265,1229421,1658552,90112,215,82,92687,64611,11200,53411,6473327,3220386,12166,774395,949210,164780,829254,186228,643026,ND,125172,81336,43836,182478,28720,7911,43156,103144,0,10946,92198,3252941,1373980,1840110,38851,0,0
2003:Q1,8689231,6731,903758,253954,167611,15836,400257,3297942,122427,1322878,651418,13250,1187969,166920,ND,353723,1208832,1706942,88276,225,86,93648,24490,11776,12714,6580505,3370474,11392,896727,976665,186190,808536,94415,714121,ND,122571,79077,43494,172548,29934,8278,42424,115209,9444,11278,94487,3210031,1293453,1877375,39203,0,0
2003:Q2,9127452,6864,903514,254033,175029,15414,400329,3466651,124604,1415263,664998,15000,1246786,178359,ND,349265,1448104,1709644,100865,235,90,93497,25559,12350,13209,7047003,3509805,11720,931003,1018780,210796,831820,97087,734733,ND,120830,73986,46844,182816,31149,8644,45047,117201,8815,11609,96777,3537198,1581419,1916182,39597,0,0
2003:Q3,9300714,7005,895916,254277,165681,17117,450757,3560167,119064,1484336,641539,17250,1297978,176927,ND,331204,1483137,1729691,109191,245,93,94113,25193,12926,12267,7190985,3440773,12062,893859,973861,245287,802659,84542,718117,ND,120298,74206,46092,186584,32362,9011,44268,120522,9516,11940,99066,3750212,1755385,1954946,39881,0,0
2003:Q4,10088204,7281,887617,262899,167773,18820,494259,3672414,133122,1513524,661110,19500,1345158,173419,ND,318336,1696233,2136541,124456,254,97,101096,26709,13500,13209,8337916,3669905,12638,873021,991001,243935,1033783,94424,939359,ND,121791,75324,46467,180692,33576,9377,47396,122696,9070,12271,101355,4668011,2079422,2548435,40154,0,0
2004:Q1,10445054,7254,897120,262881,169531,20523,567111,3893026,144503,1658086,679503,21750,1389184,150688,ND,326865,1725986,2156018,134129,271,104,106213,27334,13492,13842,8672955,3870371,12691,966926,1025530,281329,1065642,100640,965002,ND,117587,72199,45388,187756,35635,10028,46966,120281,6043,12609,101629,4802584,2138460,2623664,40460,0,0
2004:Q2,10825839,7184,918966,272843,178906,22226,600070,4101881,149991,1785766,698594,24000,1443530,150228,ND,318375,1769673,2200352,138607,288,110,106615,39515,13485,26030,8841294,3945678,12659,973652,1089632,281947,1058240,91517,966723,ND,117390,72390,45000,195217,37695,10679,46994,121573,6723,12946,101904,4895616,2161543,2693136,40937,0,0
2004:Q3,11044201,7197,903226,276416,182788,22550,660879,4259675,139550,1834957,729812,25000,1530356,151693,ND,317970,1738872,2237859,137169,304,117,107599,39887,13477,26410,9060641,4059730,12782,984128,1088182,342235,1104145,91478,1012667,ND,115699,71686,44013,198443,39753,11329,43616,119418,3958,13283,102177,5000911,2212356,2746799,41756,0,0
2004:Q4,11742824,7609,969375,285286,202933,22874,684752,4449618,137746,1813553,861677,26000,1610642,151010,ND,318666,1952173,2398717,148212,321,123,104699,46456,13469,32987,10055070,4282101,13582,1010255,1175494,392386,1169482,87952,1081530,ND,111457,72810,38647,192251,41812,11979,43734,119669,3598,13620,102451,5772969,2560418,3170545,42006,0,0
2005:Q1,11916398,7402,920794,285292,216556,23198,690810,4605733,137925,1908080,865219,27000,1667509,166150,ND,321051,1933414,2436552,145638,385,139,110398,52886,14802,38084,10261302,4338387,11564,948628,1262778,389798,1186703,87142,1099561,ND,109979,74408,35571,193561,43676,12955,43878,134868,12547,13578,108743,5922915,2649905,3230680,42330,0,0
2005:Q2,12272894,7137,1031146,288794,219006,23522,707872,4760277,145716,1918848,920454,28000,1747259,186527,ND,294878,1972261,2458220,148098,451,155,119312,55238,16134,39104,10508917,4486018,11243,1057116,1214943,439885,1219020,90452,1128568,ND,108027,73787,34240,190065,45538,13929,44744,141508,12937,13535,115036,6022899,2704402,3275837,42660,0,0
2005:Q3,12733562,7102,1099794,292819,224734,23240,755799,4941926,151449,1962575,959220,28500,1840182,196560,ND,314360,2062051,2479165,157290,515,170,121238,56799,17467,39332,11005544,4623884,8245,1142730,1233426,439021,1239587,89382,1150205,ND,106762,74224,32538,200211,47402,14904,43537,148060,13240,13492,121328,6381660,3078670,3260068,42922,0,0
2005:Q4,12856213,7003,1113428,300149,223224,22958,726111,4980153,156813,1984391,1006143,29000,1803806,200434,ND,334274,2117753,2483696,163302,579,186,121938,61025,18799,42226,11349911,4539760,8210,1163753,1184033,384841,1226485,87031,1139454,ND,116929,85118,31811,188694,49265,15878,45923,155749,14680,13449,127620,6810151,3317705,3449302,43144,1132114,1190029
2006:Q1,13611559,7059,1186053,299162,220397,22675,1013552,5094308,158570,1994177,1043217,29500,1868844,207941,ND,344118,2256912,2595071,175405,677,218,127500,60511,18179,42332,12336914,4867784,8344,1234739,1252643,524350,1269724,102557,1167167,ND,115702,86220,29482,190479,50631,17547,48084,155541,16895,13739,124907,7469130,3682411,3742286,44433,1123500,1189856
2006:Q2,13855016,7248,1214281,302095,237102,22393,999545,5302645,194266,1980211,1129109,30000,1969059,246191,ND,363315,2233733,2570765,175043,773,251,133159,46477,17561,28916,12545978,5068420,8618,1269491,1351171,517174,1344751,100214,1244537,ND,121746,94168,27578,181989,51992,19208,49302,152978,16756,14028,122194,7477558,3673580,3759413,44565,1228111,1296050
2006:Q3,14621158,7234,1211231,300832,243144,24706,1064294,5681259,217183,2056542,1200491,32182,2174861,236789,ND,380229,2387389,2718977,187689,871,283,133502,42729,16941,25788,13053096,5233355,8655,1258999,1366458,554048,1464175,117388,1346787,ND,120905,95264,25641,182892,53355,20903,48357,154609,20810,14318,119481,7819741,3828619,3946249,44873,1133857,1194164
2006:Q4,15418579,7371,1320243,311562,257203,27019,1046845,5985418,213311,2126178,1258233,34364,2353332,234320,ND,397522,2558411,2895531,206463,967,315,133412,35977,16321,19656,14067393,5399049,8870,1351624,1362460,571325,1525241,105890,1419351,ND,123596,99111,24485,176042,54718,22642,49795,152736,21362,14607,116767,8668344,4328960,4294301,45083,1179159,1238995
2007:Q1,16083332,7399,1322449,306732,269109,29331,1197518,6347928,228346,2221996,1323907,36546,2537133,270035,ND,389474,2600690,2945578,218776,1085,329,138388,38511,16271,22240,14817381,5715797,8948,1482643,1403087,643860,1608494,99819,1508675,ND,106842,83072,23770,171705,56801,24252,50531,158634,27636,14892,116106,9101584,4536363,4519858,45363,1198603,1255575
2007:Q2,16953771,7426,1370612,309244,287178,31644,1236536,6567565,243322,2193645,1423765,38728,2668105,289693,ND,401698,2861097,3159356,236782,1201,343,152067,41329,16220,25109,15948405,6058409,9018,1513594,1544228,700900,1715267,106280,1608987,ND,109716,86440,23276,158406,58885,25934,55789,166673,36052,15177,115444,9889996,4958299,4885181,46516,1489898,1546712
2007:Q3,17308138,7627,1406520,306995,285038,38810,1165716,6722850,223688,2248372,1506844,41896,2702050,307683,ND,419164,2943882,3254660,239536,1319,357,159411,48570,16169,32401,16669955,6269335,9301,1497368,1642364,713989,1816702,100206,1716496,ND,113709,91200,22509,155942,60966,27588,56014,175392,45148,15462,114782,10400620,5262469,5091557,46594,1649656,1720605
2007:Q4,17547738,7742,1487526,306127,298935,45976,1119471,6999605,226258,2376442,1576815,45064,2775026,311925,ND,453794,2953999,3097513,231676,1435,370,163969,67675,16118,51557,16908360,6522738,9476,1672512,1652819,686168,1859198,104161,1755037,ND,120993,99681,21312,184023,63049,29098,60679,184723,54857,15746,114120,10385622,5247990,5090968,46664,2487860,2559332
2008:Q1,17466240,8057,1481869,302476,314071,53142,1210037,7254009,236807,2556533,1633398,48231,2779040,310906,ND,477350,2747026,2843693,210856,1744,485,179105,71414,16232,55182,16348984,6852744,9892,1827457,1617616,862517,1880095,122132,1757963,ND,122752,101866,20886,192186,65941,33023,59875,181390,50062,16164,115164,9496240,4786880,4662608,46752,4055518,4186275
2008:Q2,17172639,8004,1358295,299125,309238,60308,1067593,7251129,226247,2587500,1634015,51399,2751968,303175,ND,511220,2701219,2788247,207761,2052,601,189321,115351,16346,99005,15816196,6517146,9849,1765414,1505717,752174,1809536,119365,1690171,ND,121650,101279,20371,203574,68833,37155,64739,178505,45716,16581,116208,9299050,4701709,4549537,47804,3528055,3638417
2008:Q3,16484822,7630,1454437,314105,324345,64994,938343,7046114,191968,2833879,1525509,51180,2443578,286526,ND,500380,2490107,2582770,176416,2361,715,195273,100306,16458,83848,13664649,6234789,9418,1906504,1368918,715753,1580428,95360,1485068,ND,121020,101188,19832,183649,71724,40961,62688,173726,39478,16997,117251,7429860,3636110,3745841,47909,3137738,3241052
2008:Q4,15507367,7547,1659888,370133,372429,69679,584304,7255474,165451,3252974,1402180,50960,2383909,288211,ND,485938,1929859,2000508,132895,2669,830,186828,160175,16572,143603,11741663,6017118,9340,2130285,1321020,410402,1456264,91277,1364987,ND,128957,109357,19600,174271,74615,44522,58882,208561,72852,17414,118295,5724545,2748428,2928147,47970,5967815,6127450
2009:Q1,14739797,7325,1574417,363876,320793,74365,594427,7184917,152019,3417839,1319262,50741,2245056,254430,ND,468046,1712381,1749039,117988,3043,865,184331,129554,17016,112538,11050440,5869915,9082,1867173,1284689,528052,1476783,95352,1381431,ND,129634,109982,19652,199626,74987,43353,61623,194914,60144,17527,117243,5180525,2456973,2675469,48083,5410292,5561851
2009:Q2,15378296,7605,1495534,360350,305926,79050,565739,7313629,137125,3461983,1284030,50521,2379970,260488,ND,472407,2037931,2024467,135200,3418,899,187611,128042,17460,110582,12319031,5851907,9437,1678039,1333786,486214,1626641,104479,1522162,ND,127286,107330,19956,213491,75359,42687,58661,200307,66477,17639,116191,6467124,3162209,3255552,49363,3892902,4054450
2009:Q3,16526300,55953,1637958,360729,295660,77963,546822,7497128,125504,3585857,1214081,54588,2517098,250049,ND,486006,2444023,2361405,166043,3792,934,195935,145900,17902,127998,14013227,6206747,57945,1691438,1401168,534875,1792429,132490,1659939,ND,123126,103066,20060,223172,75730,42067,57946,206852,73964,17750,115138,7806480,3836151,3920909,49420,3985392,4131036
2009:Q4,16886205,55364,1677434,360953,299188,76875,510516,7479935,117157,3670597,1150004,58655,2483522,246731,ND,481558,2657426,2513901,183380,4166,968,191533,146277,18346,127931,14267325,6125314,57814,1721871,1283066,459973,1872566,156088,1716478,ND,119815,99267,20548,224943,76102,41180,59758,208227,76279,17862,114086,8142011,3995295,4097179,49537,3363444,3489779
2010:Q1,17406219,53618,1642589,363850,294736,75788,565511,7613504,112902,3861702,1117221,62722,2458957,249548,ND,497532,2860612,2645400,201239,4538,1039,198101,138614,19149,119465,14573551,6153632,55996,1669272,1229298,553235,1943068,164254,1778814,ND,129068,106901,22167,197092,74168,39114,58212,205110,74182,18192,112736,8419919,4135014,4235279,49626,3315812,3429046
2010:Q2,16927430,52228,1625774,366954,299479,74700,539772,7807987,104172,4069735,1148303,66790,2418987,227626,ND,496965,2540483,2330094,199073,4909,1110,202209,158067,19952,138115,13722037,6206601,54551,1664364,1245152,628828,1928995,137500,1791495,ND,134018,112033,21985,181500,72235,36722,60940,199297,69388,18523,111386,7515436,3734612,3729883,50941,4211100,4310312
2010:Q3,18172917,54958,1686472,375208,294402,72232,604019,8295728,108359,4409180,1133061,69263,2575865,203004,ND,503799,2863550,2635958,233876,5281,1181,200495,142754,20754,122000,15435720,6572010,57410,1760178,1288695,685729,2073837,150910,1922927,ND,171150,149117,22033,176507,70302,34791,60384,193028,64140,18852,110036,8863710,4475807,4336654,51249,4679187,4783698
2010:Q4,18784978,54387,1696180,390450,308214,69765,602868,8251601,102123,4458824,1095811,71736,2523107,161310,ND,494540,3213464,2927753,262540,5652,1251,203067,141936,21557,120379,16217340,6644801,56824,1762442,1329705,668662,2101320,173179,1928141,ND,171430,149304,22126,188737,68368,32814,64696,199804,71938,19181,108685,9572539,4900246,4620850,51443,3541931,3652313
2011:Q1,19650428,55993,1927717,411308,329613,67297,663707,8348169,118270,4540880,1079353,74208,2535458,165713,ND,486654,3437937,3094281,288517,5858,1392,202715,163557,23872,139685,16913829,6780010,56543,1755887,1370105,672485,2183564,190627,1992937,ND,182392,159803,22589,186623,65236,32112,60310,214754,85594,19529,109631,10133819,5159980,4922315,51524,3089105,3194303
2011:Q2,19782453,56521,1783089,430852,347122,64829,695781,8524303,117903,4690562,1074076,76680,2565082,184641,ND,490582,3459824,3109545,305244,6064,1533,202523,120000,26188,93812,17028882,6826751,57234,1641657,1281404,736188,2309216,191003,2118213,ND,203476,180780,22696,195084,62105,31288,60496,248603,118151,19875,110577,10202131,5204875,4944415,52841,3375029,3473224
2011:Q3,19239961,55150,1807366,450070,352780,69594,640442,8784448,112444,4974399,1088965,73494,2535146,242648,ND,509373,3027699,2687032,269189,6268,1674,212699,123529,28503,95026,15124532,6722589,55875,1593712,1237120,752516,2286510,169145,2117365,ND,199105,175847,23258,183218,58811,30280,69268,256175,124431,20223,111521,8401943,4287221,4061664,53058,5107690,5213598
2011:Q4,19993462,54219,1772892,472282,355623,74359,699590,8748658,102709,5004354,1078186,72370,2491039,220260,ND,530364,3397174,2968362,370368,6474,1815,210270,110752,30818,79934,15610446,6735789,54956,1726225,1112258,764723,2283706,151195,2132511,ND,211056,186552,24504,194275,55796,29492,70479,232824,99788,20569,112467,8874657,4501438,4320052,53167,4630539,4716578
2012:Q1,20799727,54707,1689644,486895,344891,79123,667957,8914172,110695,5145060,1073005,72248,2513164,172254,ND,508738,3845867,3317666,430177,6861,2058,213756,64961,31197,33764,16356365,6556325,55460,1554930,1086065,767343,2258451,148022,2110429,ND,224715,198148,26567,227630,55824,29358,68437,228113,93573,21122,113418,9800040,5005403,4741340,53297,3873953,3950239
2012:Q2,20661176,53593,1634074,496199,353852,83888,648182,8977826,95655,5310871,1031501,71656,2468143,180914,ND,517203,3716431,3243648,461534,7247,2303,215833,68449,31577,36872,15625876,6448559,54341,1466743,986982,781054,2300603,176582,2124021,ND,237868,210104,27764,234870,55524,29222,70591,230762,94721,21673,114368,9177317,4673015,4449252,55050,4088231,4155820
