1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q2,361284,309063,231386,380646,374135,27590,346545,7750,-1239,-149260,17748,11088,-6084,-2440,2700,2756,-17532,-280,-18048,144,652,0,9977,8404,1573,3904,7656,7452,536,132,-9841,7444,167008,202605,68952,12528,11508,44916,19432,-30172,17324,32280,4164,-13584,-1144,124785,-35597,3536,16044,-55177,77677
1980:Q3,395045,319937,263692,352560,385014,29109,355905,-33855,1401,-88868,288836,8420,6232,424,3828,1680,10380,-1320,15096,-1160,-2236,0,12713,10596,2117,4420,8408,13180,384,-4,45227,173544,377704,408665,20772,-19248,10876,29144,87584,39116,9004,39464,3012,47080,1192,249025,-30961,10168,11544,-52673,56245
1980:Q4,423260,340208,209593,406632,403759,32703,371056,-9118,11991,-197039,168902,-16400,35724,4104,6416,1776,7876,-2656,256,2104,8172,0,12785,12300,485,5504,9100,24476,1140,100,105547,-29246,365941,354303,34988,9564,12596,12828,137620,72708,19588,45324,2708,68004,9120,101863,11638,22536,8684,-19582,130615
1981:Q1,433763,359188,319590,461117,423050,33383,389667,38755,-688,-141527,551704,-6856,25804,-1248,9776,-1712,-21972,-1000,-3760,152,-17364,0,20185,15112,5073,3908,6884,4620,440,260,112779,398836,693231,683641,36988,524,12132,24332,104904,7400,46984,50520,2696,106168,-1080,433965,9590,3284,10368,-4062,39598
1981:Q2,406478,372619,340452,456800,440250,32902,407348,11713,4837,-116348,142707,-12636,-520,108,13912,-2136,16808,-1792,19404,6484,-7288,0,19917,15752,4165,3628,6640,18628,676,-120,57743,20059,259055,242091,61496,15212,15876,30408,167272,71064,36032,60176,3648,42488,-2344,-30469,16964,-5340,14068,8236,32167
1981:Q3,421864,395369,310767,510816,454283,30454,423829,43960,12573,-200049,156133,-12064,-3932,4336,13492,-5644,17576,368,11616,2444,3148,0,14801,17216,-2415,7228,5880,924,664,536,27715,84621,356182,348336,52800,22216,12540,18044,152632,61820,36312,54500,3824,6452,-2512,135140,7846,-26792,14688,19950,84602
1981:Q4,395234,402394,389778,496949,468692,27047,441645,24807,3450,-107171,100592,-43104,24320,7564,8512,1080,25884,-1308,-4504,5216,26480,0,14669,18308,-3639,9592,6204,-920,1076,348,-1013,46380,207763,198029,60440,20832,13176,26432,122220,34040,36956,51224,9364,-23312,-16400,45717,9734,-24960,29980,4714,12616
1982:Q1,366281,401462,300741,442819,461103,24660,436443,-21466,3182,-142078,152430,424,-220,-9280,4524,144,-26860,-628,-11360,-7880,-6992,0,6021,8500,-2479,4903,2852,12322,824,1424,-18321,173673,294508,348382,59112,12928,14560,31624,113108,62248,4348,46512,7001,-13236,-15616,198013,-53874,-7524,-692,-45658,100721
1982:Q2,367366,418817,332321,445677,449164,23474,425690,-4166,679,-113356,27859,4324,-13080,4976,1532,2528,-20384,1544,-13440,112,-8600,0,9597,7924,1673,-2493,2792,14321,-172,1468,17115,5335,141215,206153,31740,-1940,13296,20384,152748,81744,18320,52684,4908,22396,-7300,1661,-64938,2712,2708,-70358,86496
1982:Q3,367891,419887,374337,442898,436943,23147,413796,5798,157,-68561,174014,10060,32184,-12168,-876,3412,9784,-804,9656,-5324,6256,0,6313,6460,-147,-7457,3068,12245,372,972,15839,100266,242575,309828,37772,-11340,17208,31904,147912,65452,27196,55264,2668,32220,-264,89520,-67253,-7508,7884,-67629,45550
1982:Q4,360129,416637,389407,399805,430266,24781,405485,-39820,9359,-10398,68069,41560,25124,7180,-2720,-3480,42136,-1116,24364,3264,15624,0,7989,5276,2713,8739,3584,21233,640,588,-2737,-81767,78467,107411,30048,-24148,15508,38688,40568,6052,-17360,51876,8044,19292,12028,-2569,-28944,20072,4940,-53956,27230
1983:Q1,365274,427787,372058,389191,424533,29252,395281,-35060,-282,-17133,190965,-2052,2292,6068,-6020,3372,24752,1128,16544,-1968,9048,0,-3208,3904,-7112,-12483,7768,16243,100,736,16100,137297,208098,232617,38912,4296,9816,24800,71688,7592,6828,57268,-1328,-51956,15040,160261,-24519,22984,5432,-52935,55729
1983:Q2,393988,441563,405246,437018,430302,32760,397542,-7672,14388,-31772,214148,38132,21680,-140,-10804,2484,28072,5040,12760,3692,6580,0,13076,4796,8280,-4123,8540,14699,-88,140,69224,33256,245920,255958,35044,-20988,11532,44500,118404,7240,35672,75492,7436,16680,1112,77282,-10038,37172,4264,-51474,36317
1983:Q3,416372,452536,353369,449645,448920,36084,412836,-4204,4929,-96276,159971,32668,-1092,6524,-10264,-208,-14384,3800,-8360,-2448,-7376,0,21376,6956,14420,-283,8436,20707,152,1636,67112,27591,256247,307725,30856,4072,8292,18492,166072,41712,41716,82644,7932,15964,7448,79453,-51478,8556,4008,-64042,99167
1983:Q4,432602,469627,347723,499075,475370,37698,437672,23932,-227,-151352,171241,51408,17124,4868,-4424,-2396,53988,6992,26704,4184,16108,0,11408,8684,2724,-3251,8376,28623,148,2272,106760,-103663,322593,344411,33528,9264,8084,16180,168124,55028,20844,92252,-3228,50344,-3972,99615,-21818,11744,11716,-45278,121904
1984:Q1,484957,492491,437270,566716,491269,38599,452670,72982,2465,-129446,412152,70196,-6724,4592,1424,3516,49480,2528,32292,-6556,21216,0,12388,21640,-9252,-6700,12852,22072,28,3276,114144,131608,541598,627246,58092,15572,8000,34520,228940,95648,57072,76220,1632,65572,13616,259394,-85648,-62972,11636,-34312,55221
1984:Q2,491623,498628,488046,590580,515403,39434,475969,69321,5856,-102534,361581,-13204,-3608,3848,7236,7160,-8232,-5808,-3212,2972,-2184,0,29212,21696,7516,-7112,12368,23400,40,2840,101852,205781,464115,622090,74152,29848,8876,35428,278556,107740,40924,129892,16484,75872,-3792,180818,-157975,-104928,15700,-68747,10582
1984:Q3,474381,511330,644695,606488,531226,39448,491778,71338,3924,38207,325814,8148,-15480,-16340,7816,-7956,-21500,1360,-15108,1696,-9448,0,38864,21952,16912,-4664,13412,19404,160,1972,50636,251342,287607,426218,96708,30412,9456,56840,211652,45260,56764,109628,3244,30672,-140,84082,-138611,-71572,8836,-75875,-133365
1984:Q4,473260,521928,679115,593987,543962,40222,503740,47979,2046,85128,108101,7540,36012,3464,3160,-36,14980,-7864,9152,6416,7276,0,18844,21968,-3124,8848,13504,15652,100,3300,31332,-48599,22973,150454,139160,11028,55836,72296,204564,59476,44736,100352,3792,-14008,8680,-191734,-127481,-75940,16968,-68509,-157187
1985:Q1,478495,523314,426287,567151,551591,41170,510421,16230,-670,-140864,288844,-24132,20784,-2864,-968,16648,-48192,-1524,-25296,-4544,-16828,0,2726,12480,-9754,-3664,-5948,15552,80,4244,86058,228520,429708,552172,96960,15452,6800,74708,167006,66168,6704,94134,5684,43544,-2048,241027,-122465,-86808,15304,-50961,97027
1985:Q2,467274,532946,465986,581065,559732,42133,517599,21646,-313,-115079,159874,36908,-18624,-2692,-4580,-15424,80660,-520,50376,-2724,33528,0,17822,11760,6062,-12224,-6316,25176,-512,4708,38146,16826,274953,390428,120680,13412,18000,89268,144149,20040,11208,112901,6776,57176,-8084,69731,-115476,-69968,8932,-54440,66960
1985:Q3,483055,546447,447771,575933,555634,43521,512113,16303,3996,-128162,245807,51028,13652,2476,-1048,2276,-44652,272,-26868,124,-18180,0,30150,9720,20430,2456,-5996,9132,-452,6016,13414,167355,373969,475999,107448,8796,21600,77052,109641,49532,21384,38725,3948,2908,13336,238718,-102029,-76972,10604,-35661,98676
1985:Q4,477099,533029,538465,599682,566837,45223,521614,33119,-274,-61217,351331,85188,6896,14036,412,-5680,41908,4716,21420,1936,13836,0,12226,12456,-230,-124,-6956,20952,-364,-300,61282,121855,412548,434203,159180,20732,44000,94448,117932,37508,25452,54972,1356,63196,-2056,94595,-21655,-102528,20088,60785,-5436
1986:Q1,444747,518994,537782,592506,562808,47544,515264,30397,-699,-54724,-11327,-20212,24944,6844,3361,-100,-43408,3728,-27568,600,-20168,0,-9165,-6940,-2225,13652,19816,13952,-864,3632,-83071,59292,43397,125338,118412,-13816,-12000,144228,139893,48180,5376,86337,7052,-82152,-920,-56948,-81940,-59664,120,-22396,-18788
1986:Q2,447097,507639,532947,578660,556333,50469,505864,15663,6664,-45713,128232,-12764,24832,4480,5919,-1796,42080,-9496,31036,1404,19136,0,5307,-1108,6415,-2472,20808,17532,96,4680,16649,2881,173945,243602,130296,-15404,-13088,158788,168123,29932,43440,94751,6588,-9120,4288,-56573,-69657,-87068,12876,4535,-25308
1986:Q3,456318,501643,497668,544994,552805,51582,501223,-7019,-792,-47326,386204,-29472,48388,-3000,5362,3368,-4448,228,-4928,4928,-4676,0,9559,-2036,11595,112,19188,16228,-836,4236,63165,254354,433530,491951,135256,24936,-4944,115264,170626,26108,54960,89558,4688,36820,7028,137533,-58421,-84672,25872,379,3975
1986:Q4,470118,497302,442896,549399,558367,51934,506433,-12759,3791,-106503,162272,65900,-26416,4388,181,5324,820,4320,6420,-13560,3640,0,-12317,-14580,2263,1652,20088,15932,-960,2480,43929,41271,268775,344349,62600,-33084,-9572,105256,266450,162268,40776,63406,19864,39276,11396,-55237,-75575,-107220,54872,-23227,54406
1987:Q1,495154,517929,550770,572084,545002,51939,493063,27973,-891,-21314,246848,31296,-18824,-9500,-308,1932,-6312,11704,-10684,-344,-6988,0,-1052,-5044,3992,4716,5760,20708,-888,-1268,93996,126592,268162,329209,100020,-4124,2448,101696,61137,-33260,2276,92121,23648,65632,-3444,82216,-61047,-42876,24636,-42807,-32841
1987:Q2,526578,539466,472615,568488,552693,51132,501561,16524,-729,-95873,117079,12700,-628,-3720,610,-96,-35136,-3504,-21304,2928,-13256,0,1344,-8736,10080,140,6004,22476,-396,-5552,10440,108893,212952,289098,78400,4920,-5000,78480,140234,11616,47652,80966,7588,-1860,19772,44964,-76147,-76164,25076,-25059,66851
1987:Q3,554719,556823,491684,564739,563830,48980,514850,1017,-108,-73055,149118,12440,-8224,-3260,562,276,10800,19344,-5828,120,-2836,0,6168,-6224,12392,732,6356,27196,-624,-2148,55828,43016,222173,281558,97320,8032,372,88916,170074,47292,40932,81850,44300,58220,1508,-89865,-59385,-70172,35044,-24257,65139
1987:Q4,565113,564125,511942,627755,564880,46196,518684,63082,-207,-115813,400879,-14368,21656,4724,1993,-8956,-9820,-8372,-212,-1552,316,0,2212,632,1580,4256,4880,38464,-100,-1752,100896,256794,516692,610056,63572,-2432,-1476,67480,216511,28608,62636,125267,13396,75788,4820,235969,-93364,-112712,38808,-19460,52183
1988:Q1,594161,580915,484708,590238,574367,46250,528117,16956,-1085,-105530,361414,27684,-6812,8288,1703,1184,-5536,-6604,-1896,4216,-1252,0,35456,26344,9112,6916,-74268,1604,-332,-4412,143928,226011,466944,552957,82476,-21596,548,103524,224737,53684,73232,97821,-12148,101984,-10972,166881,-86013,-100492,52324,-37845,96207
1988:Q2,606812,580974,527692,604923,588619,45274,543345,19648,-3344,-77231,224209,30420,-20984,28256,-3114,-2332,-15960,3612,-17352,9620,-11840,0,36064,30828,5236,-2780,-78460,4492,48,-3356,72844,179071,301440,383684,134364,7540,876,125948,180193,65044,30900,84249,12200,30008,11280,15639,-82244,-139152,64252,-7344,53282
1988:Q3,623447,581102,569869,612769,593140,44598,548542,18181,1448,-42900,229230,460,21760,3500,-2846,2480,228,1048,252,-756,-316,0,38488,31192,7296,-592,-78004,26108,440,-1724,16848,202084,272130,337547,117052,17188,-200,100064,203390,26712,60452,116226,16364,-12300,-9868,22909,-65416,-83060,47180,-29536,11233
1988:Q4,639863,600945,623693,624698,605656,45321,560335,19144,-102,-1005,794223,6760,17624,-18876,-138,5144,5860,-3328,5644,416,3128,0,26696,21424,5272,11248,-79672,332,116,-1444,176828,643745,795228,959211,132604,44500,-484,88588,184604,43452,21496,119656,27004,123464,7220,484315,-163983,-194500,75532,-45015,-22748
1989:Q1,645754,578067,618964,664791,617794,46381,571413,48137,-1140,-45827,618989,22255,-28492,-11728,-734,-4948,77808,8404,38176,6680,24548,0,-30921,-18976,-11945,17389,-4536,27700,-1480,-1440,126337,431778,664815,841696,74661,15704,-1639,60596,171024,34763,84428,51832,51078,114172,6771,423991,-176881,-172376,11632,-16137,-40897
1989:Q2,613563,581914,503450,661056,624305,46517,577788,36257,494,-157606,55836,4305,24036,-6036,3248,-880,22639,5979,12200,-2408,6868,0,-32425,-28112,-4313,-421,-4892,4720,-1716,-1440,24417,20281,213441,313111,125132,42244,-3548,86436,162969,56853,65354,40762,15161,-2186,2167,9867,-99670,-98116,24000,-25554,78464
1989:Q3,589919,595110,485834,653070,643615,47241,596374,9826,-371,-167236,16705,3557,-31408,-12484,1165,-4300,26029,-7259,21996,-2104,13396,0,-27687,-30068,2381,1710,-5372,11120,-292,-1440,-8957,65065,183941,317406,85854,23056,-1182,63980,75438,37230,-5506,43714,1073,-24898,-10928,190867,-133465,-145884,56420,-44001,109276
1989:Q4,590657,581198,416884,661356,645157,47322,597835,16553,-354,-244472,4445,8703,34788,2852,482,1336,51424,-4552,28136,10424,17416,0,-3127,-29292,26165,26026,-5436,16024,276,-1440,53651,-181113,248917,284178,94825,4740,2693,87392,75497,12270,70003,-6776,14356,10303,-3714,92911,-35261,-79540,81216,-36937,164314
1990:Q1,596908,594515,563307,669340,656333,48200,608133,13954,-947,-106033,156642,23113,-38132,3856,9328,-2988,-73666,-6034,-28280,-8496,-30856,0,-8164,-8272,108,3278,6048,44756,-300,-988,9664,180837,262676,293576,67846,41884,-786,26748,149214,-13890,87476,75628,10686,90177,1729,-26076,-30901,-68968,30148,7919,31208
1990:Q2,616509,611105,551755,683968,650334,46631,603703,33700,-66,-132213,-62366,-6118,6624,-472,10329,-944,-3073,-77,6924,-7016,-2904,0,-9438,-5152,-4286,-4604,6372,23016,-300,-988,42118,-124887,69847,60365,63301,-3956,-55,67312,81762,11493,62734,7535,11120,-1840,-135,-93843,9482,-48228,23360,34350,59350
1990:Q3,640397,587783,568300,677829,655985,44107,611878,21866,-22,-109529,353404,-26667,10936,-4168,14544,3968,-35950,1994,-35884,-9624,7564,0,1949,-4284,6233,18322,5448,39108,-300,-988,78619,248583,462933,419560,52725,26388,-759,27096,51901,-13932,52655,13177,3596,70422,1736,239180,43373,-74912,81076,37209,19483
1990:Q4,625125,609996,455155,635252,648168,40988,607180,-11335,-1581,-180097,65077,39524,7060,832,9779,-2620,3741,2297,4372,1596,-4524,0,4581,-6612,11193,-30592,5876,49292,-100,-984,-2709,-18604,245174,211175,42276,-25356,252,67380,26007,-8736,48126,-13383,4023,-45331,-946,185146,33999,-60824,75288,19535,154841
1991:Q1,600983,631362,510763,623744,641004,38124,602880,-15520,-1740,-112981,49749,-74276,9864,2528,7020,-3252,-4121,6939,-12648,-1648,3236,0,-13259,-240,-13019,16770,6256,24608,-300,2408,-111153,186654,162730,116976,53725,-25188,753,78160,-115297,-34913,-88819,8435,-21498,-24107,-32253,256407,45754,-4664,46184,4234,120599
1991:Q2,614343,634599,633133,618905,638676,38078,600598,-18033,-1738,14228,113193,27354,18480,-11000,6005,424,12884,4256,400,8328,-100,0,-8491,756,-9247,-18904,6192,40768,252,2408,14795,22026,98964,74384,87066,-10220,1718,95568,-87106,-61954,-25806,655,25226,14864,-10283,44617,24581,12444,-20432,32569,1466
1991:Q3,624736,633097,571453,630539,631420,37901,593519,843,-1724,-59086,186152,32995,14496,3916,5849,820,64949,-2883,29504,-6420,44748,0,3885,620,3265,-4223,6468,35432,252,2408,21887,-2982,245238,182431,45024,-34320,-820,80164,-169309,-39288,-37848,-92173,-17132,54643,6978,262227,62806,19232,-5760,49334,61644
1991:Q4,637337,636887,426708,659428,630041,37090,592951,31133,-1746,-232720,-109377,43754,-21936,11428,8082,-60,39676,-4876,4800,7048,32704,0,4417,2028,2389,-487,6956,58360,592,2412,46903,-309474,123342,40648,50661,-3772,-6327,60760,-179731,-50805,-70931,-57995,-13255,42936,-165,140202,82694,48716,1216,32762,210179
1992:Q1,652767,641350,60304,626462,627971,37923,590048,246,-1755,-566158,608551,5683,-1024,-5828,19362,6364,-35090,5002,-5232,11040,-45984,84,-17263,-1916,-15347,25228,-31624,28108,-296,5036,20511,589383,1174709,1079052,98916,16000,2880,80036,-98007,-35784,-14983,-47241,-7494,43942,126,1041570,95657,47276,26748,21633,581046
1992:Q2,696085,643346,580277,668032,646587,38432,608155,23209,-1764,-87755,4662,15247,2200,36,18209,2644,91618,-1354,63216,-580,30224,112,2478,-252,2730,1671,-31976,37056,-400,5036,85694,-224849,92418,1069,71605,-5048,2557,74096,-101249,-43391,-1856,-56003,9034,61818,8878,-49016,91348,35968,6832,48548,63069
1992:Q3,702110,673647,530789,677720,658948,38491,620457,20512,-1740,-146931,58765,5752,13056,2608,17070,-2712,-15764,4060,-19356,2940,-3576,168,12523,708,11815,-4744,-32732,36128,400,5036,15437,6708,205696,141720,63545,-2472,4357,61660,-55043,-9892,26804,-71956,-5796,34181,10464,94369,63976,13352,-3128,53752,142858
1992:Q4,740916,659967,553702,697512,677889,40663,637226,21344,-1721,-143810,26393,-28474,7276,608,14720,7452,58637,1689,32932,492,23316,208,14914,3100,11814,1997,-34136,34388,0,5036,16958,-72983,170203,153003,88827,26036,7411,55380,-114951,-30774,19066,-103243,7412,18918,8908,143890,17200,19380,-6212,4032,106265
1993:Q1,736605,681428,732389,722547,688368,41949,646419,35940,-1761,9842,396897,36139,31336,-9208,-6843,-4608,-41195,7069,-69336,26328,-5276,20,-36443,-14696,-21747,13026,46220,51560,432,6804,145739,163938,387054,302906,228203,-9346,5801,231748,-161578,-40740,-57415,-63423,14699,69615,-4286,156254,84148,14632,17664,51852,-50961
1993:Q2,782154,692033,698339,722082,699667,43324,656343,24104,-1689,-23743,312468,40484,15304,712,1439,-3336,22692,6548,19940,-14188,10348,44,1211,-10080,11291,27145,46100,27232,248,6804,44069,82364,336211,256157,214773,27950,4551,182272,-80087,4158,-24890,-59354,21515,-4619,8105,96469,80054,31312,-940,49682,-6306
1993:Q3,776914,716391,746254,714195,709246,44748,664498,6598,-1649,32059,294377,-14724,-17780,6444,89,-4432,75460,-4448,21260,22416,36276,-44,8042,-9364,17406,-10174,46960,66344,272,6804,37734,93338,262317,207356,194497,11562,8123,174812,-46177,-8289,-10436,-27452,18723,18373,5966,15973,54962,47768,-37000,44194,-29863
1993:Q4,842569,728617,736061,751787,736880,45451,691429,16612,-1705,-15726,399679,28416,48744,-3104,-269,2172,-14313,299,-16368,7340,-5632,48,9549,-11156,20705,41936,47732,14584,236,6800,-5153,222348,415404,309683,157951,9882,7841,140228,-46231,32527,-25378,-53380,21883,68319,4802,102959,105722,44308,24952,36462,-7444
1994:Q1,860571,779401,726558,787948,744104,44767,699337,45362,-1518,-61390,311122,59737,-14168,4912,3974,292,32540,4528,24888,13420,-10464,168,-14815,2252,-17067,51277,-30700,52792,320,2084,113187,49689,372512,311156,167990,13600,10486,143904,61401,32077,54818,-25494,-3279,72550,-12985,25478,61356,3768,30252,27336,52843
1994:Q2,890354,770755,797029,839962,759235,45716,713519,81411,-684,-42933,281607,25903,15148,1400,16876,-260,7943,6075,-8,9948,-8232,160,28673,13032,15641,2263,-30596,55868,256,2084,105575,50474,324540,211392,102278,6656,8954,86668,97065,65767,17777,13521,2656,85509,11231,-87348,113149,13284,12412,87453,-26274
1994:Q3,917318,782594,830119,826963,776805,46918,729887,53223,-3065,3156,217968,10181,4832,-13768,9462,728,-8969,-2549,33044,-40004,392,148,22250,6220,16030,8529,-31864,56824,268,2084,39106,118305,214812,156901,86526,27040,3430,56056,134047,77826,28054,28167,9322,51363,723,-125079,57911,-37872,50756,45027,-47525
1994:Q4,955797,809527,1040581,884715,811152,50179,760973,75142,-1579,155866,550900,-16489,26020,12104,16248,-2072,5390,-10394,-31080,19900,26816,148,30261,7296,22965,-1841,-31628,88312,-120,2084,95027,327603,395034,419353,113538,38340,4430,70768,105264,84874,42232,-21842,19137,129333,5071,47011,-24319,-114292,63172,26801,-231054
1995:Q1,962145,823670,743421,912668,853061,54631,798430,61179,-1572,-169247,258467,-36979,-50160,-7256,13407,6116,-47248,15020,-30168,4668,-36740,-28,-8143,-1972,-6171,4276,-2640,66552,-112,4648,69855,246151,427714,389573,52335,2961,922,48452,230552,141655,55062,33836,-11066,93962,3041,20749,38141,-43204,49468,31877,80249
1995:Q2,971037,849109,769562,901326,867057,56207,810850,33759,510,-131764,347532,6227,41416,2416,41907,21248,109048,1092,30392,13056,64552,-44,12984,208,12776,2626,-2872,53332,-116,4648,13404,41265,479296,439491,136212,32761,3307,100144,164245,94895,36614,32736,8126,49570,-2983,84322,39805,-45060,46108,38757,79547
1995:Q3,1003289,875524,774407,915499,877601,59309,818292,11326,26572,-141092,456835,21823,10356,5608,22746,-20992,-118135,-923,-11432,-14092,-91700,12,-3324,-1012,-2312,4240,-3080,75324,-96,4648,164156,293561,597928,602169,59475,18937,1962,38576,133874,59366,21343,53165,5495,114265,-6724,295783,-4241,-70192,56508,9443,101117
1995:Q4,1021751,898436,792565,909233,892569,59754,832815,18431,-1767,-116668,631747,73321,28796,6188,28689,-5324,45071,-9925,57504,10552,-13396,336,-11605,-1064,-10541,5914,-3244,149024,104,4648,125625,184540,748415,722330,96567,17793,6086,72688,94103,55429,26281,12393,-9039,121127,8846,410727,26085,-48648,73624,1109,105871
1996:Q1,1057357,920723,937291,915010,908387,58311,850076,6881,-258,22281,612021,-88958,-13232,11936,20630,-48,-28440,9292,6756,-10272,-34672,456,-9235,-6832,-2403,-7012,26628,95344,-112,8728,109767,486024,589740,673275,116425,25793,624,90008,125947,71751,2291,51905,30591,79091,8159,313061,-83535,-68624,14248,-29159,-16568
1996:Q2,1095972,920660,764557,955816,925982,58939,867043,30521,-687,-191259,457733,48106,35792,-2172,19150,7576,70716,16964,31140,8108,14100,404,-33838,-6912,-26926,1054,27664,49764,72,8728,127734,97386,648992,544968,122904,9037,8243,105624,187006,63070,50784,73151,12453,135220,13208,74177,104024,-23760,101528,26256,156103
1996:Q3,1096057,931010,949653,1003731,952367,58840,893527,51070,294,-54078,498656,41137,40576,4312,16441,1408,-12107,7385,-41116,12184,9080,360,-26254,-5264,-20990,14806,28352,62140,-36,8728,120346,198807,552734,594015,48889,-14515,-1700,65104,215445,121206,37544,56695,3348,-63023,963,388392,-41281,-74924,36088,-2445,-18643
1996:Q4,1120698,959431,745785,1025131,976086,59355,916731,34725,14320,-279346,382120,81315,70976,29144,23219,-3080,-5229,11927,-17096,10216,-9928,-348,17379,-3676,21055,24060,30556,67020,248,10164,112725,-76377,661466,600229,78535,-24099,5206,97428,91478,46244,-6523,51757,3563,173952,25189,227512,61237,-11996,85448,-12215,213646
1997:Q1,1140887,978179,924477,1047054,996944,61643,935301,49745,365,-122577,420003,35157,26156,3040,26824,-688,-6646,-3626,35496,-36832,-2076,392,1896,23968,-22072,4053,79296,99028,16,1728,139980,10164,542580,593127,124631,7017,2970,114644,199004,152142,-4146,51008,38278,26980,25452,178782,-50547,-66720,61152,-44979,53702
1997:Q2,1150213,995250,645316,1134346,1019229,63424,955805,88374,26743,-489030,34302,-20471,65708,17976,30088,-1932,-62138,-2598,-54472,-29796,24152,576,15200,26648,-11448,4070,92704,76592,12,1728,146940,-332176,523331,510794,173087,20541,4414,148132,223389,107822,19712,95854,25544,105743,6887,-23857,12538,-84864,113576,-16174,349934
1997:Q3,1199319,1020414,892355,1129817,1058718,64050,994668,67935,3164,-237462,460561,19505,-8216,-844,32088,3020,-28915,5829,-9916,-13716,-11012,-100,26129,25844,285,1527,99212,72668,84,1728,56979,185597,698023,687094,243330,14701,6197,222432,280713,70113,92015,118585,1859,82198,16470,62523,10930,-77548,114964,-26486,128059
1997:Q4,1202254,1014760,830708,1133332,1054508,63325,991183,77652,1172,-302624,240875,13121,98008,-40448,22504,2232,-43416,18840,-37364,-1692,-23416,216,87763,27872,59891,10846,101636,68308,-112,1728,148613,-229909,543499,598076,92292,12645,3023,76624,344717,113926,120955,109836,24832,173054,5623,-42442,-54577,-70024,17860,-2413,184052
1998:Q1,1161059,968864,654417,1179126,1072589,61748,1010841,105100,1437,-524709,596116,69588,201360,15904,41608,-3380,-9418,-2242,-12244,-2752,6940,880,-23863,-2188,-21675,23793,127624,151708,156,14576,112663,-126203,1120825,1144116,375995,51068,8403,316524,255396,72213,39688,143495,15995,153067,17487,326176,-23291,-44580,72284,-50995,314447
1998:Q2,1180266,985655,776064,1141239,1094411,62368,1032043,37340,9488,-365175,725556,-12862,28628,-26152,59983,-4904,-31401,-14773,-4568,-988,-11244,172,-3097,-3736,639,51965,131340,95096,1180,14576,38185,383020,1090731,1127645,367802,3760,6150,357892,347336,173375,27921,146040,20100,19037,-21488,394859,-36914,-94488,104416,-46842,209591
1998:Q3,1211372,1005562,1458550,1170124,1110971,64096,1046875,52420,6733,288426,1010181,-23991,37132,-8768,60596,3044,15750,4462,9812,5008,-3056,-476,-33807,-3292,-30515,-9733,117808,84008,0,14576,192099,561467,721756,938312,199218,85568,5174,108476,393754,154044,56361,183349,21430,78235,32605,213070,-216557,-238188,36848,-15217,-452988
1998:Q4,1209683,1006472,994171,1192867,1133239,66937,1066302,60017,-389,-198696,1532545,-70523,8708,48532,48021,3824,50589,25705,17032,9284,-572,-860,25308,-6004,31312,23671,142388,96224,-1076,14576,119224,1023079,1731241,1975533,110565,-42956,3317,150204,469154,84584,154498,230072,41527,101330,7252,1245706,-244292,-464084,267556,-47764,12301
1999:Q1,1227636,1055872,1077055,1243334,1161695,69714,1091981,83394,-1755,-166279,1151920,-16854,63240,22868,43626,2268,12105,18901,-5288,2860,-4184,-184,-38165,-25988,-12177,99953,453012,137988,-80,9848,188197,173914,1318199,1433218,280723,58321,6682,215720,387816,78813,115568,193436,62723,111824,-4584,594716,-115019,-50276,-19588,-45155,-21183
1999:Q2,1252760,1072130,1057445,1227038,1193175,73084,1120091,35112,-1249,-169593,1056278,52936,113496,-15568,30418,-5364,2321,26113,-9352,156,-14676,80,-16370,-28636,12266,55658,483416,117288,64,9848,215522,12612,1225871,1257970,246580,-2643,4183,245040,174760,50558,-40759,164961,34906,215737,45329,540658,-32099,-321536,366884,-77447,14685
1999:Q3,1249146,1056226,1459683,1265805,1223954,75161,1148793,40516,1335,193878,1532562,14111,69884,4588,33035,10620,33206,-4738,560,4328,33180,-124,-51165,-29064,-22101,46853,451720,179060,-4,9848,317361,413445,1338684,1435087,326417,49757,5972,270688,369262,127133,36313,205815,57350,265224,-1732,418567,-96403,-85736,67520,-78187,-403457
1999:Q4,1267321,1060968,635368,1319603,1237083,76282,1160801,84241,-1721,-684235,833234,88531,142740,-8120,65717,-1184,-30172,-7592,-5880,-116,-17812,1228,-18632,-27732,9100,22060,517416,140816,-12,9848,273216,-368991,1517469,1435801,144636,44037,3415,97184,347598,98728,39390,209480,56181,258988,24595,603804,81668,68460,107672,-94464,425600
