1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995:Q1,-8634,8381,513256,7872,201856,32095,22460,42831,21748,-18504,-36440,-20804,-32,9156,-600,283712,155332,40,128340,558208,505992,298164,-29540,9296,-11556,20852,-104,-512,-592,229280,107964,7316,114000,52216,4472,2012,1224,10924,33584,27937,-105296,0,-105656,0,0,376,-8340,8324
1995:Q2,-4971,8481,105895,-2880,121224,122485,2632,77509,6232,3168,32944,-4432,12,33368,236,-164118,-173272,1084,8070,121879,105559,158640,-104,27700,18624,9076,352,1236,100,-82365,-97980,7876,7739,16320,572,1548,-712,3764,11148,2532,-76767,0,-16023,0,0,-10824,-33632,-16288
1995:Q3,-2503,8554,206991,6072,65280,769,18600,-28823,26548,-10152,-5404,34440,28,3592,536,96274,62608,3040,30626,240479,202683,75924,2096,12836,3692,9144,240,2668,1104,107815,73656,3348,30811,37796,-1184,1672,3616,4404,29288,22431,35313,0,12993,0,0,6112,-204,16412
1995:Q4,-2087,8717,206694,-4156,25428,118654,-260,38550,29332,12984,38048,6332,32,47804,144,12456,22920,-976,-9488,198298,202390,169136,7728,70676,-8832,79508,1212,1056,-924,-46494,5924,-5892,-46526,-4092,-120,828,420,-2596,-2624,-19200,19878,0,65082,0,0,-8168,-22732,-14304
1996:Q1,-5607,8405,508123,-3300,210096,-79104,-21196,-77540,39420,-14036,-5752,43436,-204,-53376,-3908,394483,293564,2880,98039,563315,499779,201732,-31760,47756,5324,42432,992,5408,-216,275867,187972,5552,82343,63536,1728,2572,2776,9032,47428,41180,17169,0,-54891,0,0,16640,22388,33032
1996:Q2,-4524,8601,75868,9612,114376,48824,12620,60436,-28196,-20,3984,4332,28,21452,796,-123552,-14140,-2132,-107280,114732,74780,93204,13156,-19368,-8252,-11116,580,5652,532,-18976,-41692,-7872,30588,39952,-2356,2768,-760,-4300,44600,25739,-31600,0,-18964,0,0,420,-10816,-2240
1996:Q3,-2104,8882,155624,-108,26164,-16739,-7396,-48299,33768,-4028,9216,-10292,144,-18296,2492,172259,151100,1884,19275,189032,150972,32160,5676,-8772,-5544,-3228,280,5740,-468,116356,87948,-4984,33392,38060,896,2956,1852,4164,28192,22422,64944,0,47440,0,0,3696,4220,9588
1996:Q4,3721,9128,25245,1404,-18380,88523,22456,20327,-12040,11944,45836,31264,2696,43164,-2628,-120797,28944,44452,-194193,118725,23429,-44504,4852,170400,20300,150100,896,-716,740,-108239,-14312,-3028,-90899,95296,168,2804,-540,7060,85804,88073,78935,0,97231,0,0,-1800,-15592,-904
1997:Q1,7037,9082,710435,-3564,209864,-3498,6160,-88698,59696,-2304,21648,31252,56,-33376,1528,508172,379860,32472,95840,773759,697019,302884,-2856,-29796,4904,-34700,1652,13524,-896,412507,318692,-31304,125119,76740,6904,4500,4244,4416,56676,61279,50437,0,-46707,0,0,18384,38576,40184
1997:Q2,9893,9266,364316,13272,22240,79696,2836,92736,-11436,4396,-8836,39624,48,41532,968,166935,210668,18304,-62037,387336,356804,148848,34936,72728,1500,71228,1344,-5228,-604,104780,27080,26144,51556,30532,256,4444,4868,14088,6876,23647,-107616,0,-51976,0,0,-3864,-47824,-3952
1997:Q3,10894,9700,545178,3492,329624,-78383,-6380,-115179,24736,-1752,20192,71708,-104,17172,-1680,203350,113252,8968,81130,593398,528722,349176,-6872,15964,4424,11540,524,29092,884,139954,125240,4836,9878,64676,4248,5140,4176,5728,45384,49414,92402,0,77566,0,0,4272,-7300,17864
1997:Q4,6969,9757,-269377,10924,-166072,51384,-328,95404,-42560,7612,-8744,18380,-2256,49356,4204,-235297,-189120,9776,-55953,-232625,-275277,-149780,7028,73216,1744,71472,5532,-14764,940,-197449,-185192,53140,-65397,42652,5488,476,-992,6536,31144,33964,-88783,0,22101,0,0,-18804,-47224,-44856
1998:Q1,-10331,12298,1339953,12980,221900,184842,3284,11454,163552,-2752,9304,34968,168,18452,2100,864543,553224,16124,295195,1429173,1320241,322544,-1032,113572,11716,101856,148,-1624,-1040,887673,469908,10056,407709,108932,11892,-1480,3340,3704,91476,66591,87,0,-39485,0,0,11440,-1668,29800
1998:Q2,-9918,12680,123525,-10768,38604,7524,12868,22840,-44596,11156,5256,44888,256,7772,776,34472,151412,9528,-126468,147821,117709,53824,20008,62868,4332,58536,448,5348,40,-24827,37620,69988,-132435,30112,2912,-916,-1228,12088,17256,1698,-21593,0,-35909,0,0,2396,3700,8220
1998:Q3,-14280,12864,-61037,14796,-181084,-68932,20484,-87468,35348,-3644,-33652,-10436,8,-20056,1548,203119,11008,6736,185375,-34197,-55533,-29236,-2596,132676,-24208,156884,416,3652,-1208,-159237,-129272,27084,-57049,21336,-236,-976,-1024,-5420,28992,-304,-29719,0,641,0,0,-11780,8064,-26644
1998:Q4,-11776,13253,-940565,-2224,-446996,-180683,-21544,21485,-128944,-5376,-46304,14212,988,45664,7576,-379102,-196312,5528,-188318,-840781,-947017,-648888,12392,-30152,-2944,-27208,316,-11400,1884,-271169,-138848,-22736,-109585,106236,6288,-352,296,95788,4216,74755,-155207,0,3989,0,0,-16832,-96812,-45552
1999:Q1,-6161,14161,440185,-3676,81180,66026,3080,-79558,121580,-2752,23676,31592,1088,-5440,7220,262194,221440,14940,25814,598069,429053,96024,-31108,-26732,-8020,-18712,2624,1988,100,386157,394664,21056,-29563,169016,4564,3904,528,7380,152640,137562,51991,0,-20009,0,0,14656,24684,32660
1999:Q2,-12824,14607,86456,12728,-2240,33107,-64,12363,1104,9912,9792,92852,892,-11608,7804,-47080,84740,-7692,-124128,120648,64480,-100564,-18296,16236,12708,3528,-1052,48440,384,119332,23156,31276,64900,56168,16248,-5164,1584,19864,23636,6761,103192,0,21912,0,0,19104,21672,40504
1999:Q3,-9404,15021,-58943,-3628,86228,-95306,2236,-119846,35876,-3612,-9960,8152,768,-44964,6816,-17009,-77540,6232,54299,-47735,-67223,76312,17764,60528,-14356,74884,1648,-6068,452,-217859,-165100,-75416,22657,19488,4772,552,1452,4768,7944,-13217,64091,0,56863,0,0,-476,13468,-5764
1999:Q4,-8497,15131,121415,7908,16500,89204,-13428,87228,-3740,-1772,20916,168436,17240,51832,-24848,-204858,253592,9936,-468386,231163,106671,136448,-37256,188468,18880,169588,6152,3348,2728,-193217,164392,-139992,-217617,124492,5152,2648,6504,30672,79516,86120,43297,0,84345,0,0,2924,-46236,2264
2000:Q1,-25026,17751,1380854,-6376,7752,107271,16880,-75481,108152,-5104,62824,235968,-1080,8876,11608,1016835,819348,612,196875,1367906,1352034,186032,44428,245532,11484,234048,472,11628,972,862970,721304,-74668,216334,15872,11784,2172,948,10828,-9860,-55725,-39278,0,-18782,0,0,10624,11752,-42872
2000:Q2,-29307,18357,-26514,-596,91672,74506,32080,73882,-31788,-4036,4368,-68080,52,13368,11352,-148787,-69388,3984,-83383,10778,-32614,91696,-680,-73004,-9500,-63504,564,22556,-2808,-70938,-169276,25256,73082,43392,-1740,3180,3572,12024,26356,-10372,-100758,0,-91718,0,0,-4016,1316,-6340
2000:Q3,-30295,18568,111787,-24748,-63936,75629,28812,-68635,86336,3328,25788,25236,1204,31780,7688,58934,-83668,27652,114950,148895,104711,123808,25368,83996,5004,78992,4736,-13972,200,-119425,-87304,-3168,-28953,44184,10584,-2068,-1376,52016,-14972,-11755,24297,0,37269,0,0,-3528,-3704,-5740
2000:Q4,-32178,18696,-19559,38192,251588,-36638,-24880,67138,-59504,-596,-18796,-160928,632,-3424,-9620,-99361,-102144,13372,-10589,17829,-21311,225844,-6576,165316,-8172,173488,5840,12,1300,-413047,-252224,2708,-163531,39140,6920,-1508,196,30820,2712,-13486,34979,0,43807,0,0,-5516,20660,-23972
2001:Q1,-19383,18676,311940,2500,219784,263559,21708,-8561,216128,5284,29000,-148020,428,-6060,488,-20739,69192,15748,-105679,465936,302284,277032,-23748,-32608,-3980,-28628,3804,-2304,-3552,83660,150388,-2320,-64408,163652,1504,1496,7348,99160,54144,115937,80684,0,8400,0,0,2928,49068,20288
2001:Q2,-11074,18292,837862,24448,116804,171337,772,97581,48072,4620,20292,8924,-836,8648,-528,509065,269560,18244,221261,859682,831794,205536,35624,28072,4772,23300,1376,-8072,448,568810,57304,16872,494634,27888,5308,6028,5628,31856,-20932,-7546,-26018,0,-97158,0,0,15000,15192,40948
2001:Q3,-4059,18026,480903,66644,21872,-131265,23848,-119017,-52208,8148,7964,267692,3452,-24748,49748,227508,110384,18224,98900,451775,479815,223428,12604,375792,9696,366096,2132,11260,508,-145909,59188,4528,-209625,-28040,3152,5620,1956,1276,-40044,-51213,108305,0,68505,0,0,-3544,50960,-7616
2001:Q4,3434,17407,145911,-26428,87528,52309,-10528,-24763,35152,13576,38872,-257376,4288,42192,12892,230506,209292,21104,110,168971,134703,-34660,-18884,-203668,-29820,-173848,156,12300,1772,377687,124080,-120404,374011,34268,3632,7992,3560,-21052,40136,9087,175909,0,139969,0,0,10880,-13980,39040
2002:Q1,14942,13784,241555,-16264,157360,-90813,-2056,-113217,22972,-20976,22464,-55980,2136,-41672,14728,272060,225668,23792,22600,305727,233075,189196,-15672,-56608,2268,-58876,-384,-11456,84,127915,165640,76448,-114173,72652,4992,-3852,-3676,3984,71204,65330,162881,0,63233,0,0,20848,41804,36996
2002:Q2,11248,13623,-34037,10544,147336,332968,12648,164896,85288,13888,56248,-73272,2052,11688,8324,-473677,-367772,2796,-108701,-55265,-34429,428168,17520,-133096,9280,-142376,-3548,-23060,-1116,-319297,-406520,-59940,147163,-20836,2948,2460,-464,-3040,-22740,-23603,-189787,0,-209047,0,0,-9232,35088,-6596
2002:Q3,7022,13579,-159007,-20920,255504,-189367,-25844,-76503,-48668,7668,-46020,-70460,216,-62208,10352,-82124,-138012,18416,37472,-188575,-153359,86348,15236,-43120,-20040,-23080,-2896,4740,-68,-213599,-136336,-44916,-32347,-35216,-2208,-1316,-1012,-15156,-15524,-36125,153379,0,64699,0,0,-892,78060,11512
2002:Q4,5358,13273,-524343,15028,-132748,-23687,-3408,34313,-100100,4296,41212,-11512,3652,69644,-19904,-424816,-51676,10996,-384136,-406851,-525247,-202400,-23960,-32432,-15572,-16860,-15360,22604,-1072,-272627,43724,-44732,-271619,118396,5588,9744,2604,52700,47760,109577,-59457,0,61175,0,0,-18548,-67120,-34964
2003:Q1,5544,11970,791543,-164,-118964,120045,12792,-65855,223596,-6708,-43780,46376,-1548,-46176,13480,778495,672408,2612,103475,838755,783571,-38348,38432,69332,20272,49060,-800,-35668,1148,749475,704272,-9296,54499,55184,2068,4388,-2516,18916,32328,40786,13717,0,-10623,0,0,736,16964,6640
2003:Q2,13787,12237,1806402,-2388,376844,130198,-19312,130278,-19188,10320,28100,325116,1928,24096,5656,944952,945252,8296,-8596,1818518,1786438,388396,-16228,425056,27204,397852,32,27008,1180,960994,669472,-25212,316734,32080,9988,2308,3028,32428,-15672,13666,37058,0,-61694,0,0,23964,15128,59660
2003:Q3,16733,12574,-274451,1112,-242968,40602,16836,-64714,21916,9128,57436,-43568,792,2084,8144,-40649,140,-11692,-29097,-264923,-293395,2012,9860,-74668,-19108,-55560,-1564,-11140,224,-218119,-135256,14296,-97159,28472,17528,1972,16,21468,-12512,13687,52495,0,76203,0,0,-752,-23316,360
2003:Q4,18734,12770,198754,13220,61684,223988,13128,96192,39428,1840,73400,-183032,6508,32724,11288,32374,43564,16208,-27398,262202,196550,310088,-6596,-77804,-3356,-74448,-1500,-17000,-936,-9702,19792,5828,-35322,65652,4040,5160,1396,16212,38844,69412,168922,0,174538,0,0,9568,-30468,15284
2004:Q1,27435,13500,1127221,23200,359312,-192885,652,-212089,59712,-388,-40772,85812,3536,40116,43308,764822,569324,14808,180690,1227673,1120013,412732,51948,169772,19112,150660,-504,25524,676,459865,330076,-9524,139313,107660,3320,-6520,-5988,85324,31524,114387,-601,0,-26273,0,0,4664,9132,11876
2004:Q2,7631,13865,814357,1864,573736,211071,1748,155671,-26644,24844,55452,58824,1904,-75212,17308,24862,318616,6856,-300610,849313,812525,184860,2472,84628,-11468,96096,-1964,-10088,456,552161,325044,-101084,328201,36788,21976,-4968,-860,51076,-30436,28722,269871,0,15595,0,0,47160,91140,115976
2004:Q3,19318,14368,1021621,-1392,413432,304079,-320,-48197,297080,9436,46080,-12692,132,-11924,4236,325751,169028,13880,142843,1053237,1007769,871316,33204,-36640,11420,-48060,-108,8636,1196,130165,156132,-13988,-11979,45468,12680,2452,3316,49676,-22656,36566,-96957,0,-31177,0,0,-17804,-18060,-29916
2004:Q4,27344,14730,342560,39204,-230708,-286609,-7444,-81213,-195476,-7484,5008,213656,5356,104296,58788,438577,519368,12836,-93627,453720,340400,-278844,-26640,245296,-12508,257804,5576,7216,-552,388348,416412,-49496,21432,113320,2376,-1552,2468,54732,55296,123774,67664,0,166792,0,0,-5164,-66348,-27616
2005:Q1,30405,13352,1107284,-8196,299964,286796,9536,105136,54744,18744,98636,21820,504,-13520,19456,500460,480332,19708,420,1152436,1102020,769560,11156,-46144,3916,-50060,-616,-4272,1652,370684,268636,284580,-182532,50416,2072,-2784,1120,18344,31664,62205,-25192,0,-103220,0,0,15256,38992,23780
2005:Q2,-3307,13705,428893,-7520,168672,152787,48308,1731,30680,-17452,89520,-42440,-1616,-10404,2636,166778,131012,39404,-3638,510285,425413,422924,-5224,44708,4856,39852,-3048,308,-5416,-28839,-195248,20704,145705,84872,84,-3064,-604,29500,58956,64380,-103377,0,-88217,0,0,-3976,-15032,3848
2005:Q3,17606,14008,669973,-4896,333880,-22261,5340,-70633,16188,12028,14816,6604,2980,-5292,-3232,362190,348396,-4320,18114,645265,659953,496028,28000,-21960,4008,-25968,1132,40712,2160,113881,1004,56888,55989,-14688,8028,-3152,-748,-14676,-4140,-21110,24479,0,2219,0,0,6908,-6384,21736
2005:Q4,5032,14188,-561267,-5072,-295396,-59494,-14260,-92854,-135904,30872,152652,-73728,-6984,172796,-36424,-256965,-262176,15128,-9917,-421199,-573483,-209120,-33436,5256,16108,-10852,-360,-8592,1144,-328375,-68676,-76796,-182903,152284,15936,-716,852,66028,70184,130912,47299,0,164119,0,0,-17332,-55572,-43916
2006:Q1,20554,16410,1887369,24244,135020,144586,25808,442,116456,-27716,29596,78484,-2048,44016,25740,1437327,1215644,8652,213031,1912773,1855665,526176,35100,140656,27976,112680,-1452,-28708,1944,1181949,908348,5192,268409,57108,20704,-15460,1784,28904,21176,29548,-168425,0,-166313,0,0,8560,-16632,5960
2006:Q2,20573,16738,167480,48528,25556,167406,3668,-20042,129184,11028,43568,28364,-1348,-57364,8660,-52321,96664,30644,-179629,208200,163028,128604,6532,166216,3300,162916,2504,52144,980,-193952,-331468,23640,113876,45172,-2596,-6040,-1772,27012,28568,44555,247728,0,83420,0,0,29840,76640,57828
2006:Q3,15987,17091,1297662,-19500,315512,225097,25520,12357,173488,-1292,15024,53212,644,7552,7028,708117,560488,26704,120925,1326406,1289082,919096,4968,36968,2296,34672,2624,-22440,1832,346034,194912,-17780,168902,37324,5072,-4412,-784,39484,-2036,27640,10454,0,-6494,0,0,56,-5240,22132
2006:Q4,24114,17405,64264,42808,-536840,44019,-38760,-76721,12632,50052,96816,163940,1424,86548,22180,240185,293556,61528,-114899,175220,71764,-27160,-20892,9088,10752,-1664,5292,19804,-1856,87488,187736,61032,-161280,103456,-768,3836,-7180,66540,41028,117665,69504,0,192324,0,0,-13636,-74612,-34572
2007:Q1,-42824,22782,2975739,5516,647148,506431,51292,15871,285908,-9004,162364,-39868,-11320,12816,38092,1816924,1504836,-42272,354360,2986771,2940783,1296404,59456,170140,5712,164428,1424,13492,2972,1396895,967656,-246664,675903,45988,18568,21456,11720,-21036,15280,-54574,-28203,0,-167591,0,0,21328,48512,69548
2007:Q2,-32968,23192,1241765,31864,172872,-104822,10984,-152482,-36256,25560,47372,261224,-6732,21976,63124,802260,700980,21552,79728,1284841,1229385,35360,39852,257684,2900,254784,240,55284,-260,841225,490084,-7592,358733,55456,6496,7920,2352,34124,4564,-13084,339847,0,181699,0,0,37080,45600,75468
2007:Q3,-694,23544,-381542,-14120,-39596,374996,24620,326216,23048,-36292,37404,-143648,-5560,70404,10712,-634730,-640852,37720,-31598,-243282,-373178,368800,-29368,20372,21904,-1532,224,-13376,-56,-719774,-558076,109968,-271666,129896,9364,6000,2432,22164,89936,114022,-447438,0,-227794,0,0,-37088,-95828,-86728
2007:Q4,-27551,23920,-1295003,74740,-110840,40415,4344,-151505,271336,31688,-115448,114164,-1544,94064,10696,-1516697,-1184228,76276,-408745,-1247083,-1262287,-638576,-85880,433452,-14544,447996,-884,-65148,-5132,-900119,-495284,42508,-447343,15204,15620,1120,4508,-140140,134096,-3551,17203,0,123287,0,0,-24044,-35568,-46472
2008:Q1,-60955,20576,900280,69592,375976,428473,81496,176789,168896,67596,-66304,180268,-184,-188568,14112,20611,241128,9808,-230325,991648,900572,545648,62264,667472,166220,501252,-224,-9392,-572,-364624,-257820,27508,-134312,91076,68756,32068,2176,17676,-29600,9837,39992,0,-140856,0,0,24144,105212,51492
2008:Q2,-77924,20725,-2160819,-27092,23196,-772122,-18324,-131646,-231752,-56292,-334108,-285900,-72,114596,6684,-1220110,-1022204,71052,-268958,-2112911,-2185567,-920984,16448,-296336,-202116,-94220,344,-17628,2296,-969707,-979408,251420,-241719,72656,29844,32932,568,14040,-4728,-50741,-227833,0,-73237,0,0,-23580,-58900,-72116
2008:Q3,-101821,20689,457030,185316,339008,588034,204132,127738,316608,53508,-113952,385728,-5552,-38496,14108,-1011116,-895388,45756,-161484,532186,470950,231948,-30220,854124,854908,-784,7676,-18900,-316,-573362,-63488,30216,-540090,61236,43240,81840,4440,-93264,24980,-47354,-227094,0,-162810,0,0,-6156,-7984,-50144
2008:Q4,-162627,19829,-7906938,-167424,-1960248,-1014737,-352960,137167,-454556,-88860,-255528,-797424,-1744,22060,25692,-4013113,-3651996,63332,-424449,-7706530,-7879754,-3318240,80564,-1811808,-687660,-1124148,-3328,-52780,-212,-2773950,-2503884,130808,-400874,173224,27684,38448,-8964,100528,15528,17952,-381898,0,-85302,0,0,-69412,-62104,-165080
2009:Q1,-46386,25903,-682800,-67656,259696,-354364,-63288,176844,-378232,-5076,-84612,-209240,0,-131416,0,-179820,-171344,-100868,92392,-430416,-704576,-537016,-60112,-401240,-107340,-293900,-5928,106508,784,192428,105032,-147740,235136,274160,-14416,-16364,11472,293468,0,180095,-42544,0,-128380,0,0,9208,51108,25520
2009:Q2,26769,25097,256704,-44544,-188108,23191,45532,32243,-63020,-4048,12484,16168,0,18396,0,431601,238400,18152,175049,125596,164660,-152584,60392,-30612,-77456,46844,552,26876,7276,252760,51732,82796,118232,-39064,21920,8324,-12524,-56784,0,-129436,-32436,0,20176,0,0,-10964,-45312,3664
2009:Q3,67967,24892,592868,-40380,168172,-111872,-46920,-105900,-6320,2232,45036,100388,0,3780,0,472780,289316,50604,132860,504764,563964,94792,27552,71184,-36932,108116,-472,49588,6992,314328,117208,-190836,387956,-59200,7780,768,-2272,-65476,0,-45029,141228,0,48792,0,0,16332,13152,62952
2009:Q4,49994,25156,-785972,35152,-653096,-167031,-31976,-38459,-151392,-21796,76592,131004,0,84804,0,-216805,-137684,-150972,71851,-932612,-802592,-592336,-44696,4276,8568,-4292,256,12608,-2116,-180584,3224,-97924,-85884,-130020,-12776,12448,8324,-138016,0,-121802,150632,0,215536,0,0,-7300,-39368,-18236
2010:Q1,15320,19999,1315400,-2176,899796,211548,-12172,117412,94900,19672,-8264,-87220,0,-144532,0,437984,187012,5668,245304,1386852,1287724,876108,-2396,-3268,-644,-2624,7944,-31396,-5340,446072,188716,20196,237160,99128,5460,28440,3396,61832,0,66773,50504,0,-75832,0,0,22764,40664,62908
2010:Q2,-6245,20294,-230032,-16420,336944,-13501,-21616,-385,63924,-22844,-32580,84564,0,-50308,0,-571310,-466752,16836,-121394,-155180,-237288,1540,34620,6116,-4496,10612,-136,-40888,-96,-238444,-122108,6596,-122932,82108,7220,-8392,-956,84236,0,48313,54144,0,-29288,0,0,3568,63764,16100
2010:Q3,4957,20822,26024,13804,-297696,73694,4392,132526,-80232,11764,5244,43288,0,-6056,0,198991,118148,91400,-10557,-104532,34088,-230236,-19168,57104,5468,51636,736,12328,8032,205292,69192,88380,47720,-138620,-4396,-672,3736,-137288,0,-146421,-30324,0,2640,0,0,-2008,-39000,8044
2010:Q4,30700,21231,25203,29600,34720,-34073,8204,-212453,96728,11840,61608,178356,0,84688,0,-268088,-180376,-98248,10536,-39949,-15589,136064,134428,59096,24656,34440,7860,-148004,-10880,-194153,-13936,-146368,-33849,-24360,19048,38572,18472,-100452,0,-55683,198205,0,237809,0,0,6404,-47524,1516
2011:Q1,4165,18784,928579,-32648,238332,100131,13352,44839,37464,-13448,17924,136292,0,3092,0,483380,334088,-8432,157724,874455,914011,323520,-5936,27468,1192,26276,3264,1256,2320,562119,421928,1216,138975,-39556,6384,20904,-7060,-59784,0,-68743,28789,0,-68247,0,0,22928,28132,45976
2011:Q2,7565,19380,267205,66596,69868,25337,10604,110089,-42628,8564,-61292,1716,0,-388,0,104076,114992,27324,-38240,293877,262469,-38600,-72692,226420,39160,187260,3312,3392,448,140189,47212,-189148,282125,31408,2264,22220,1280,5644,0,14857,-31513,0,-49485,0,0,-288,5212,13048
2011:Q3,-37803,20299,-413711,22576,577188,-157938,-5952,80122,-64428,-21252,-146428,-204020,0,-126264,0,-525253,-379860,-52796,-92597,-234175,-390087,110192,-43416,105072,70672,34400,4216,-11720,-2604,-551827,-361888,-55508,-134431,155912,2540,14864,-5248,143756,0,121434,-41889,0,-66865,0,0,-8760,59900,-26164
2011:Q4,2015,20904,-688153,3180,-267112,-134138,5608,171074,-203100,-21984,-85736,-32260,0,117676,0,-375499,-475088,-135496,235085,-858385,-648713,-113280,-29528,-231500,12924,-244424,2004,-8168,-4624,-263617,-182332,162348,-243633,-209672,-29028,-1864,4024,-182804,0,-189121,-233291,0,49941,0,0,-38852,-149884,-94496
2012:Q1,27966,16976,867193,22072,-132020,273959,6256,30367,182660,14160,40516,18680,0,18024,0,666478,313132,11324,342022,803949,830661,127420,24756,22672,-11932,34604,-780,12216,1824,642553,340028,147640,154885,-26712,-70628,7464,38432,-1980,0,-52254,-42809,0,-89569,0,0,14412,-7960,40308
2012:Q2,9121,17409,-50295,-48748,102828,13994,-36064,107858,9848,-15644,-52004,-41688,0,-28208,0,-48473,37052,-31756,-53769,36493,-51315,140412,16488,66684,-9372,76056,-724,-15344,-572,-258259,-140448,-119864,2053,87808,-3088,8336,1700,80860,0,78500,-11349,0,-35993,0,0,152,20108,4384
2012:Q3,18080,17395,316931,33236,130764,-33728,-5884,-17248,-3776,-10824,4004,79316,0,67460,0,39883,-16176,591188,-535129,1095859,286343,84892,-65232,32928,-1364,34292,1428,-1968,3320,230975,166684,479744,-415453,809516,776,15900,2436,790404,0,779613,-38207,0,-7883,0,0,-4296,-24704,-1324
2012:Q4,9132,17706,-143637,58804,118888,10439,-13144,142139,-163008,-9348,53800,157344,0,60504,0,-549616,-419372,175920,-306164,-189713,-149925,171952,17328,8936,-18116,27052,520,4956,-2384,-351233,-121776,325432,-554889,-39788,2544,31700,-808,-73224,0,-54650,-20779,0,118489,0,0,-22792,-57272,-59204
2013:Q1,19609,18916,152501,-66224,-478592,-105400,96,-115696,-29520,18012,21708,27756,0,-94804,0,869765,538236,265704,65825,134621,128001,-492860,-4236,-26240,40132,-66372,2120,4612,5364,639241,355188,202624,81429,6620,12720,5720,3252,-15072,0,-17187,-100089,0,-117869,0,0,11272,-15960,22468
2013:Q2,-3076,18716,-610707,40492,-158376,-156533,-3032,13831,-118228,-43280,-5824,35580,0,-16096,0,-355774,-183340,19984,-192418,-598903,-612071,-334636,55848,193528,-36876,230404,1572,1028,64,-529475,-433720,100180,-195935,13168,-14284,8348,2148,16956,0,-9988,56755,796,22111,0,520,13816,6512,13000
2013:Q3,21976,19065,-387617,-19840,-260164,4780,6192,235356,-237236,-1864,2332,41044,0,-4116,0,-149321,-106504,19896,-62713,-394445,-382189,-364500,-27784,204,34180,-33976,2404,-9252,648,16091,-66804,-193620,276515,-12256,12740,9956,-10588,-24364,0,-3917,12281,24,5841,0,24,4972,-11820,13240
2013:Q4,12465,19512,-352521,-20308,-371688,-281967,-9096,-241567,-62348,1968,29076,122960,0,208272,0,-9791,-26480,-70564,87253,-287533,-363413,-565252,65108,108064,-2620,110684,1656,4864,-3504,25651,81920,-204360,148091,75880,11976,6268,16820,40816,0,57941,-28423,-100,137213,0,-60,-19472,-89736,-56268
2014:Q1,13547,19942,358694,1984,-190780,924,22684,12140,3216,-9388,-27728,-31436,0,-140984,0,718986,554204,-6692,171474,420390,340862,-223836,41308,221836,34056,187780,5028,956,3192,292378,115244,-32184,209318,79528,2860,-3556,6440,73784,0,55301,42962,100,-75946,0,48,17964,45256,55540
2014:Q2,18924,20436,36892,8516,-171996,-81446,-7792,-72666,-25012,4116,19908,223504,0,51640,0,6674,-21220,-744,28638,-4764,47208,-141932,-37384,6260,1008,5252,3348,11940,2480,202496,170752,75084,-43340,-51972,9052,6416,4240,-71680,0,-43168,-63864,-8,-33308,0,-12,-4208,-22328,-4000
2014:Q3,10032,20934,-286041,9448,-39380,-174018,-46068,-103642,-24820,-9800,10312,110972,0,55808,0,-248871,-200244,-104508,55881,-305441,-294417,-283332,42084,113364,7688,105676,7576,8392,1084,-183585,-114188,-36588,-32809,-11024,2932,-1756,3584,-15784,0,-30302,-69311,-24,-36687,0,-28,-3004,-10468,-19100
2014:Q4,3201,21042,-583841,-19780,-270712,-135324,-76,-105168,-4040,10348,-36388,-6900,0,62832,0,-213957,-197376,-36336,19755,-557873,-593845,-234360,-88,-79724,10700,-90424,3608,-7824,-5452,-270005,-96296,-91192,-82517,35972,2784,22576,3044,7568,0,8127,13225,-72,113301,0,-52,-15172,-56032,-28748
2015:Q1,21568,22775,102953,23596,-55788,32805,3408,76785,-37140,6840,-17088,-61616,0,-122304,0,286260,127456,-4332,163136,67745,101909,-49788,-65864,7664,6560,1104,2176,5048,3296,199377,20764,-34088,212701,-34164,3632,11244,1188,-50228,0,-36415,-154173,0,-150665,0,0,-1636,-4644,2772
2015:Q2,26928,22890,-402492,-14272,129628,-31387,-8244,493,-20672,-5168,2204,62260,0,-5876,0,-542845,-459272,-22056,-61517,-349508,-401992,-219828,113528,-101640,10688,-112328,3640,17736,-2504,-212924,-223180,200964,-190708,52484,-5672,18116,164,39876,0,57022,33012,12,14688,0,16,7960,6524,3812
2015:Q3,1784,23079,-154229,5832,289708,50587,-436,-10921,119680,-12948,-44788,-300496,0,-97468,0,-102392,-3140,-109940,10688,-31329,-174213,53680,-1628,-16516,-20852,4336,-1840,2360,-676,-209593,-184288,-170324,145019,142884,4516,-12672,17008,134032,0,101605,98985,48,5501,0,28,11472,54480,27456
