1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q4,8094419,2947334,5147085,1146108,200794,169259,31535,0,20633,0,0,10902,161926,632844,559025,73819,10940,34611,0,0,28268,3005412,986838,7107581,2.480652886840754,3.9011292243814264,7.81827916585803,12.295197566776364
1978:Q1,8290582,3042463,5248119,1176761,206765,174329,32436,0,20844,0,0,11592,162192,596540,525569,70971,10565,34181,0,0,26225,3105862,1009747,7280835,2.4939697811981243,3.939784962255911,7.195393686228263,11.366739106555842
1978:Q2,8587669,3172605,5415064,1203902,210020,176570,33450,0,21826,0,0,11624,165449,637418,559106,78312,11524,38367,0,0,28421,3198276,1060106,7527563,2.4455955965344924,3.878433470352227,7.4224753750771795,11.771192656855325
1978:Q3,8881372,3288652,5592720,1236176,216610,183008,33602,0,22287,0,0,11315,170569,681815,594913,86902,12586,43231,0,0,31085,3287551,1107675,7773697,2.438919491099367,3.873062054751179,7.676906100450517,12.191109146509891
1978:Q4,9105801,3407984,5697817,1259215,217227,183302,33925,0,22767,0,0,11158,186139,649635,567841,81794,11466,42086,0,0,28242,3385600,1150198,7955603,2.385589839669305,3.8124612611218125,7.134300182518301,11.40147506447953
1979:Q1,9448537,3561950,5886587,1281851,230576,195287,35289,0,23553,0,0,11736,182671,692063,602005,90058,12197,48762,0,0,29099,3499426,1177742,8270795,2.440339691625883,3.916979332945266,7.324554198669107,11.756612211683322
1979:Q2,9771888,3717513,6054375,1312035,247311,209719,37592,0,25048,0,0,12544,184391,704993,613786,91207,12337,49791,0,0,29079,3605646,1225297,8546591,2.53083683318227,4.084823555732757,7.214499868364081,11.644353606182106
1979:Q3,10101618,3845262,6256356,1353202,252111,212587,39524,0,26743,0,0,12781,190606,749488,652390,97098,13174,53555,0,0,30369,3710949,1275704,8825914,2.495747708303726,4.029676351315251,7.419486699356528,11.979628386242528
1979:Q4,10417568,3961948,6455620,1375945,287606,248667,38939,0,28158,0,0,10781,197359,781657,684612,97045,12811,55139,0,2828,26267,3813053,1321171,9096397,2.760781796401509,4.455130961515708,7.503253605206763,12.108156281033184
1980:Q1,10651021,4113142,6537879,1406373,306895,264796,42099,0,30730,0,941,10428,194898,716984,627160,89824,11954,47770,0,2492,27608,3912729,1350185,9300836,2.881362474112501,4.694099056389205,6.731597643491572,10.966612645997772
1980:Q2,11015422,4223728,6791694,1445181,313675,267547,46128,0,32836,0,1036,12256,193876,819090,718134,100956,13310,54454,0,2587,30605,4019872,1368434,9646988,2.8475966419532415,4.618505985449048,7.435843773951667,12.060166271759401
1980:Q3,11442562,4369625,7072937,1495267,321615,273129,48486,0,34667,0,1081,12738,201148,921543,809262,112281,14419,60124,0,2951,34787,4133363,1404433,10038129,2.810691551783153,4.547122795826383,8.053646617373662,13.029149392133355
1980:Q4,11806337,4451130,7355207,1542602,331666,281524,50142,0,36425,0,1103,12614,206057,1024337,901755,122582,17582,63961,0,3299,37740,4250544,1446883,10359454,2.8092232464220097,4.509273084954505,8.676165141873636,13.926695930877283
1981:Q1,12009711,4514682,7495029,1582832,335412,283192,52220,0,37916,0,1197,13107,198549,1025759,901836,123923,17894,64608,0,3466,37955,4352477,1456128,10553583,2.792838560659069,4.475123966517823,8.541083443890082,13.685863464575323
1981:Q2,12333084,4715758,7617326,1621648,341645,286657,54988,0,39682,0,1272,14034,201473,1004799,882884,121915,17863,63034,0,3409,37609,4447761,1493528,10839556,2.77015417922438,4.485109883466106,8.147187278314387,13.190973433344553
1981:Q3,12469681,4842006,7627675,1685555,363540,306752,56788,0,41214,0,1284,14290,200749,847675,737934,109741,16392,57553,0,2951,32845,4530157,1524516,10945165,2.915388345672497,4.766060718571689,6.797886378807581,11.113146997188396
1981:Q4,12814949,4916768,7898181,1776255,375410,314754,60655,0,43822,0,1398,15435,207001,918502,800923,117579,16759,62109,0,3214,35497,4621014,1555995,11258954,2.9294655763818356,4.753113602445423,7.167424888261048,11.629283172180545
1982:Q1,12966705,5030489,7936216,1828668,398105,334271,63833,0,46629,0,1424,15780,207176,792529,677657,114872,15505,63968,0,2929,32470,4709738,1560063,11406642,3.070207729879733,5.016304771423597,6.112027854060749,9.986228029137258
1982:Q2,13130391,5075194,8055197,1881494,417015,350391,66624,0,48914,0,1472,16238,210879,765151,650001,115150,14966,65386,0,2892,31906,4780658,1584275,11546116,3.1759545080584206,5.176971408927748,5.82733203085327,9.498854985961064
1982:Q3,13359069,5096982,8262087,1943559,452641,383072,69569,0,50550,0,1593,17426,204357,825471,692346,133125,16739,76350,0,3354,36682,4836058,1594249,11764820,3.388267862591179,5.478531495014868,6.179108223755927,9.991075200608122
1982:Q4,13713198,5148139,8565059,2004698,452538,379590,72948,0,52509,0,1750,18689,217282,995214,845288,149926,20262,80568,0,4203,44893,4895327,1628952,12084246,3.3000153668343657,5.283532137020655,7.257344843654994,11.619465501966824
1983:Q1,14047303,5221901,8825402,2061775,475189,397688,77500,0,54464,0,1895,21141,208932,1094235,923495,170740,21955,91192,0,4738,52855,4985271,1622139,12425164,3.3827751980555925,5.38432912385662,7.789646646072998,12.398701907567201
1983:Q2,14395171,5290283,9104888,2099980,509480,426767,82713,0,56382,0,2019,24312,211348,1227927,1029505,198422,24360,103363,0,5421,65278,5056154,1673239,12721932,3.5392422978621134,5.59567534492679,8.530128229399809,13.486453937089593
1983:Q3,14611447,5365336,9246111,2156105,554433,467118,87315,0,60029,0,2057,25229,212501,1194645,996472,198173,24327,101014,0,5490,67342,5128427,1731052,12880395,3.7945120651666877,5.996392654491036,8.176090542590952,12.920514793485664
1983:Q4,14774639,5444411,9330228,2200729,547666,456251,91415,0,62296,0,2164,26955,215849,1138314,939597,198717,24771,99766,0,5513,68667,5227670,1793652,12980987,3.7067992327213903,5.869805153519968,7.7045099069100464,12.200275525503583
1984:Q1,15041074,5648683,9392391,2263701,551051,454188,96863,0,64207,0,2393,30263,211993,1078143,877756,200387,23606,105155,0,5250,66376,5287503,1826024,13215050,3.6636403786829996,5.866992311905703,7.167990381848241,11.478895337766573
1984:Q2,15335598,5826507,9509091,2343155,605802,507595,98207,0,63429,0,2457,32321,213002,1006491,814943,191548,22673,99837,0,4877,64161,5340641,1891030,13444568,3.950302200720869,6.370771492974113,6.563100223588263,10.58450966165021
1984:Q3,15724776,5993672,9731104,2394119,647584,540707,106877,0,67611,0,2692,36574,217863,1061097,849182,211915,24466,109989,0,5310,72150,5410440,1946767,13778009,4.118239890734925,6.654784512776121,6.747933402174549,10.904183313619965
1984:Q4,16077521,6150304,9927217,2503632,649026,534745,114281,0,71967,0,2849,39465,214585,1068263,847020,221243,23848,116578,0,5441,75376,5491711,2013847,14063674,4.036855946290817,6.537847955558496,6.6444519307351815,10.760952842787974
1985:Q1,16553125,6324809,10228316,2548692,731029,605367,125662,0,72631,0,3416,49615,225828,1153206,895484,257722,25860,143816,0,5671,82375,5569560,2088085,14465040,4.416260082727442,7.147110663652337,6.966699023890377,11.274645956393107
1985:Q2,16968365,6521392,10446973,2591197,760839,619228,141611,0,74237,0,3880,63494,242922,1212191,948347,263844,27184,135656,0,5817,95187,5639824,2163678,14804687,4.483866365895958,7.2828638268486925,7.143831137245711,11.603278315848312
1985:Q3,17264568,6732066,10532502,2628645,805227,648838,156389,0,75357,0,4162,76870,236561,1136853,880000,256853,25449,128524,0,5284,97596,5725217,2255688,15008880,4.664041510934405,7.645159759092142,6.584888250190235,10.793755276502097
1985:Q4,17876212,6937161,10939051,2654047,867247,676531,190717,0,81155,0,5380,104182,253306,1349035,1033079,315956,33327,166673,0,5694,110262,5815415,2369161,15507051,4.851403222229314,7.927992464871621,7.546539918371479,12.33229003405935
1986:Q1,18402762,7076987,11325775,2707029,910962,687037,223925,0,85769,0,6519,131637,255697,1517298,1161103,356195,36439,177716,0,6702,135338,5934788,2393253,16009509,4.950139018411293,8.043266707195631,8.24494922038629,13.396861243734385
1986:Q2,18846203,7264499,11581704,2767522,949937,699134,250803,0,85700,0,7210,157893,250757,1575907,1206194,369713,38532,178610,0,6662,145909,6037581,2458951,16387252,5.040468345341085,8.20204779597328,8.361933945264733,13.606866899427308
1986:Q3,19115892,7464725,11651167,2837033,976621,694993,281628,0,87754,0,7509,186365,254381,1428506,1087234,341272,35222,158061,0,5732,142257,6154625,2545440,16570452,5.108948671178985,8.382174300918711,7.472872787681919,12.2606286080551
1986:Q4,19772670,7644160,12128510,2934556,1042637,727237,315401,0,97154,0,7964,210283,269635,1606784,1249742,357042,38285,159076,0,5827,153854,6274897,2632598,17140072,5.273124556171429,8.59658383650817,8.12628763295353,13.247992186057036
1987:Q1,20401727,7820609,12581118,2923325,1103533,735812,367721,0,111135,0,9560,247026,273617,1902336,1469527,432809,47209,187197,0,7392,191011,6378308,2638075,17763652,5.409016889081456,8.771341650940752,9.324386657885409,15.120563078085606
1987:Q2,20783789,8009484,12774305,2966795,1156059,793959,362100,0,110476,0,9626,241998,275079,1908195,1440409,467786,49449,207452,0,8068,202817,6468176,2731360,18052429,5.56231230259807,9.049879971554008,9.181171870981151,14.937763093916537
1987:Q3,21274371,8195217,13079154,3017089,1199768,843612,356156,0,113396,0,9722,233038,276956,2003003,1501900,501102,53345,229469,0,8742,209546,6582339,2809137,18465234,5.639498370187834,9.173129963342806,9.415097960938839,15.314467979963123
1987:Q4,21277543,8330141,12947402,3097550,1195450,851303,344147,0,111020,0,8369,224758,288410,1620564,1210754,409810,43188,195436,0,6145,165041,6745428,2877269,18400274,5.618363194292855,9.233123704139,7.616312438366754,12.516519933109056
1988:Q1,21828364,8514062,13314302,3178215,1190898,849490,341408,0,104181,1,8663,228563,295867,1754300,1319317,434982,45906,208065,0,6610,174401,6895022,2922185,18906179,5.4557371500518554,8.9445032237378,8.036790064406919,13.176055345501455
1988:Q2,22344974,8751511,13593463,3202312,1222792,876685,346107,0,105423,2,8957,231725,300460,1850242,1402012,448231,47150,213548,0,6979,180554,7017657,3007998,19336976,5.472334947994516,8.995440162658323,8.280351808842326,13.611266475839154
1988:Q3,22746054,8929484,13816570,3243284,1268965,922131,346834,0,104845,4,9045,232940,303954,1861140,1431896,429244,48598,201022,5,6714,172905,7139228,3089056,19656998,5.578833806410633,9.184367296455125,8.182252073362575,13.470343616902506
1988:Q4,23313941,9094409,14219532,3308036,1354752,1009872,344880,0,105029,7,9211,230633,307509,1976192,1552536,423656,46288,198810,7,6857,171694,7273044,3163638,20150303,5.81090902742149,9.527401432272562,8.476437124437531,13.89772560865058
1989:Q1,23788849,9256889,14531960,3341619,1383806,1041055,342751,0,102381,12,9504,230854,312964,2073141,1622778,450363,48684,216496,18,7322,177843,7420429,3208293,20580555,5.817038329487399,9.522504072959544,8.71476043701829,14.266081303900599
1989:Q2,24305711,9431993,14873718,3357730,1425017,1070055,354962,0,106468,17,9760,238717,323035,2194558,1703438,491119,53059,232862,27,8059,197112,7573379,3296740,21008971,5.862891521589889,9.580775032375634,9.028979075840097,14.754599667945525
1989:Q3,24930459,9674610,15255849,3414617,1461184,1096457,364727,0,113204,22,10285,241216,320107,2368439,1835561,532878,58433,250771,42,9146,214486,7691503,3381112,21549347,5.861037708667857,9.577858321320768,9.500182316391372,15.524793522236996
1989:Q4,25413148,9817681,15595467,3473281,1476890,1113830,363060,0,117914,30,10293,234823,341485,2450071,1913688,536383,51354,261044,55,9404,214526,7853741,3464612,21948536,5.811517780807651,9.469992861395353,9.640957394631256,15.710146840759801
1990:Q1,25522264,9869598,15652666,3501766,1479612,1107455,372157,0,120400,43,10340,241374,378576,2305985,1800547,505439,48982,247176,89,8594,200598,7986726,3532855,21989409,5.797339820758022,9.452781895624254,9.035191446890723,14.732221462481112
1990:Q2,25888936,9968788,15920148,3491650,1530806,1145490,385316,0,129418,58,10596,245244,387586,2399268,1860586,538682,56069,254273,123,9452,218765,8110838,3605963,22282973,5.912973206356353,9.615525259801561,9.267542315234016,15.070639442880985
1990:Q3,25818652,10074386,15744266,3529279,1569211,1183764,385447,0,129954,76,9819,245598,400623,2000986,1539643,461344,48281,227798,142,7117,178006,8244166,3669545,22149107,6.077818929010283,9.96687254453093,7.750157377193656,12.709301096458283
1990:Q4,26342321,10083770,16258551,3578864,1664697,1253864,410834,12697,133050,134,10373,254580,427160,2246783,1734697,512086,55779,252460,340,7967,195540,8341047,3736231,22606090,6.319479015762434,10.238904057354537,8.52917559907717,13.8190838880006
1991:Q1,26871943,10111638,16760305,3639041,1670060,1219124,450937,13805,143283,186,11884,281779,436526,2597661,2030476,567185,54125,289431,449,9031,214149,8417016,3762152,23109791,6.214885291745542,9.964379784171566,9.6668158992928,15.49889022926238
1991:Q2,27022784,10181563,16841221,3572460,1733685,1257542,476143,15892,148023,223,12118,299887,439011,2581116,2001887,579229,66135,285971,474,8803,217846,8514950,3827516,23195268,6.415640928376402,10.294293866147303,9.551627496919043,15.326178857416378
1991:Q3,27403970,10251935,17152035,3554177,1789436,1281969,507467,17088,153710,287,12753,323629,452991,2754373,2125661,628712,71107,305359,669,9538,242039,8601058,3869727,23534244,6.529842293257904,10.432791237886171,10.051000625330623,16.058579449032976
1991:Q4,28061814,10308658,17753156,3570213,1863307,1295869,567437,20655,162697,364,14182,369539,477762,3176759,2491325,685434,79730,335026,1045,9966,259667,8665115,3953577,24108237,6.640008403494542,10.49563701528077,11.32057700461809,17.89405371557578
1992:Q1,28090793,10376639,17714154,3453599,1874452,1328886,545565,20075,162527,449,12652,349862,464225,3118819,2419593,699226,56790,333621,1385,10729,296701,8803059,3973908,24116886,6.672832477838829,10.58166003733259,11.102638690801847,17.60636858988717
1992:Q2,28253836,10441605,17812231,3408751,1895992,1313003,582989,22317,165632,533,13104,381403,471484,3111255,2388373,722882,59087,345874,1696,10504,305721,8924748,4018011,24235825,6.710565995685538,10.644328195203054,11.011796915194568,17.466958891338834
1992:Q3,28705299,10565838,18139461,3395382,1952197,1331371,620826,24464,175266,661,13372,407063,473610,3238541,2478962,759579,62573,362600,2001,10572,321833,9079730,4085869,24619430,6.800824316130173,10.762155271086108,11.282032536121255,17.85356896210378
1992:Q4,29379516,10665051,18714465,3413479,1986724,1337685,649039,26908,182700,744,13966,424721,477652,3646038,2810125,835913,71288,388484,2415,11898,361828,9190572,4159136,25220380,6.7622756714142405,10.615979976384757,12.410137542586233,19.48246094331781
1993:Q1,29723927,10695110,19028817,3353817,2068204,1357818,710386,31150,192850,858,14830,470698,497853,3786267,2877136,909131,78085,424539,2929,12327,391251,9322676,4167217,25556710,6.958044505815604,10.868800016839831,12.7381111517558,19.897541986831914
1993:Q2,30082073,10834811,19247262,3340909,2088430,1341658,746772,34668,194341,1001,14875,501887,516792,3852597,2874316,978281,84901,444220,3293,12835,433032,9448534,4235597,25846476,6.942439895421912,10.850529496480142,12.806952733527947,20.01633726592412
1993:Q3,30601006,10984907,19616099,3346816,2126915,1335411,791504,39478,209352,1202,14322,527150,514599,4046724,2977689,1069035,96739,464959,3779,13319,490239,9581046,4322616,26278390,6.950473401014276,10.842700080864889,13.224152442706124,20.629604702749486
1993:Q4,31147739,11136596,20011143,3349230,2215219,1390278,824941,44422,214273,1311,14893,550042,519813,4230061,3110199,1119862,105667,473489,4398,14138,522170,9696820,4416834,26730905,7.111974245559965,11.069928346377148,13.580637119389833,21.138529839819228
1994:Q1,31328827,11248766,20080061,3340375,2241086,1464003,777082,43599,214345,1407,13638,504093,525830,4101736,2981974,1119762,109066,463496,4792,14288,528120,9871034,4449715,26879112,7.153429647088077,11.160751043528885,13.09252990485073,20.426910448120157
1994:Q2,31625128,11403893,20221235,3293107,2308845,1549450,759395,44835,221911,1405,13167,478077,523942,4064288,2918843,1145445,114444,478311,5179,14675,532836,10031053,4535862,27089267,7.300666321566094,11.41792305584132,12.851450072942061,20.09910624943637
1994:Q3,32109447,11554846,20554601,3310804,2328967,1570644,758323,45460,227652,1439,13154,470618,524657,4212012,2972811,1239201,125336,512410,5832,16196,579427,10178161,4625640,27483807,7.253213738073695,11.330635119952388,13.117672467207145,20.49182137964175
1994:Q4,32456710,11662710,20794000,3333554,2429826,1713172,716654,45335,227719,1411,12820,429369,526345,4206649,3013823,1192826,124616,501541,6179,16250,544240,10297625,4746725,27709985,7.48635946710717,11.685226460472766,12.960799776466573,20.230110664907595
1995:Q1,33053882,11759563,21294319,3381520,2418380,1686702,731677,47912,238397,1502,13252,430614,531445,4522434,3232041,1290393,136988,542671,7171,18020,585543,10440541,4777498,28276384,7.3164765865738,11.356923586458752,13.682004250641983,21.237746741278045
1995:Q2,33751900,11881627,21870273,3453652,2412342,1671763,740579,54057,243426,1643,13418,428035,533829,4860393,3439588,1420805,157199,584432,8508,20385,650281,10610058,4870353,28881548,7.1472775796252925,11.03023254747217,14.40035227215413,22.223739396967243
1995:Q3,34324502,11818659,22505843,3465016,2463626,1699359,764267,58237,248783,1732,14074,441441,535264,5279497,3708740,1570757,175566,646636,9946,22821,715788,10762441,4984774,29339728,7.17745596791959,10.946606212618512,15.38113174578448,23.458338592122523
1995:Q4,35143446,11929586,23213860,3511734,2557913,1761489,796423,63312,259647,1907,14839,456718,555829,5666414,4029075,1637339,183950,685577,11459,23801,732552,10921971,5080532,30062914,7.278491166914512,11.01890259003152,16.123671401346623,24.40961464275995
1996:Q1,35766925,12072254,23694671,3624918,2531235,1725484,805751,65558,267533,1972,14723,455965,566452,5944605,4156730,1787875,204594,731930,13121,26219,812011,11027461,5151998,30614926,7.077027271307103,10.682718683098757,16.62039635673048,25.088361521568388
1996:Q2,36354859,12202682,24152177,3612902,2618434,1801874,816560,68153,268037,1961,14611,463798,560962,6206789,4291133,1915656,222758,760015,14964,28033,889886,11153089,5253090,31101769,7.202431905277197,10.841399354635536,17.07279140683548,25.69867402762619
1996:Q3,36772253,12339602,24432651,3656911,2643130,1811441,831689,71953,272377,2040,14726,470593,559257,6290681,4278287,2012394,237173,796917,16362,29187,932755,11282671,5352206,31420047,7.187839279661679,10.81802561433,17.107141647387344,25.74702762943784
1996:Q4,37617362,12486864,25130498,3696879,2687592,1840885,846707,75322,279998,2112,27093,462182,599132,6668966,4511914,2157052,261404,844040,18778,57192,975638,11477928,5453533,32163829,7.144552341859161,10.694543767280045,17.72842626062383,26.53734222904458
1997:Q1,37961046,12649269,25311777,3751670,2554737,1706069,848668,77134,285095,2076,27965,456398,588257,6747299,4563376,2183923,272330,839358,20177,60742,991316,11669815,5488493,32472553,6.72989121183285,10.093076807921971,17.774269677371286,26.656756166132595
1997:Q2,39449847,12803598,26646249,3764816,2599693,1723640,876053,82501,295667,2140,28738,467007,603497,7809868,5249285,2560583,325831,983216,24842,71112,1155582,11868375,5585182,33864665,6.589867436991141,9.756317387187407,19.796954942981785,29.309447810647743
1997:Q3,40604383,12978092,27626291,3822805,2665651,1742015,923637,88996,309333,2222,29780,493306,605457,8474177,5595767,2878410,369238,1100382,27943,78613,1302234,12058201,5706390,34897993,6.564935216709557,9.648966044557353,20.87010465965058,30.6743211562503
1997:Q4,41331132,13200935,28130197,3899513,2739695,1784858,954837,92910,316189,2361,31752,511625,624348,8584050,5733527,2850523,360729,1077267,29946,80789,1301792,12282591,5803269,35527862,6.628646451059134,9.739336790002318,20.768970259322693,30.515429904210013
1998:Q1,43027005,13418401,29608604,3952798,2773078,1772381,1000698,99728,329888,2464,32717,535901,648422,9782935,6469964,3312971,425925,1237044,35224,92912,1521866,12451372,5859929,37167076,6.444971598759394,9.365785173791018,22.73673214907575,33.040851398516935
1998:Q2,43886773,13732310,30154463,3962773,2917324,1880114,1037210,105859,333277,2551,34303,561220,660879,9931858,6533606,3398252,447970,1231020,37848,96852,1584562,12681629,6000012,37886761,6.647387988463245,9.674601350333115,22.63064085593067,32.93661043460563
1998:Q3,43350490,14006554,29343936,4035493,3009744,1952337,1057407,107174,337849,2802,37233,572349,697884,8729847,5791446,2938401,391441,1050928,34445,89272,1372315,12870968,6116596,37233893,6.94281484455252,10.256784433702345,20.137826824891704,29.750087440140472
