date,FL144090005.Q,FL143020005.Q,FL143030005.Q,FL103091003.Q,FL143034005.Q,FL102051003.Q,LM144022005.Q,FL103069100.Q,LM143061105.Q,LM103061703.Q,LM143062005.Q,LM123063003.Q,FL144023005.Q,FL143065005.Q,FL143066005.Q,LM103092305.Q,LM103064103.Q,LM103092105.Q,FL143092405.Q,LM103064203.Q,FL143070005.Q,FL143090005.Q,FL144194005.Q,FL144190005.Q,FL104122005.Q,FL103169100.Q,FL103162000.Q,FL103163005.Q,FL144123005.Q,FL143168005.Q,FL143169005.Q,FL143165005.Q,LM143192305.Q,FL143170005.Q,FL143178005.Q,FL143190005.Q,FL143181105.Q,LM103164105.Q,LM143192105.Q,LM112090205.Q
1945:Q4,92366,35948,900,33,0,0,18760,0,18508,0,252,0,3378,5,3373,272,0,6718,185,0,24369,1803,404230,101923,24000,95,0,23905,31940,10253,4856,16831,320,17255,10105,18303,302307,103694,1228,197385
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,92426,37095,900,68,0,0,13124,32,12779,0,313,0,4000,10,3990,271,0,6700,146,0,28132,1990,451163,118459,24995,137,0,24858,38913,14736,5659,18518,316,25097,8147,20992,332704,97302,1220,234182
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,102385,39204,900,51,0,0,12770,129,12291,0,350,0,4916,16,4900,314,0,7774,126,0,33418,2912,500152,136366,27843,172,0,27671,44718,18456,5837,20425,336,29470,10333,23666,363787,95116,1291,267380
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,108320,39137,900,10,0,0,13485,180,12853,0,452,0,5837,30,5807,362,0,8959,128,0,35534,3967,528546,149891,32137,166,0,31971,47831,19153,6253,22425,372,32183,11108,26260,378654,94141,1434,283079
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,112808,40051,900,10,0,0,15447,265,14697,0,485,0,6467,24,6443,404,0,9963,131,0,34635,4800,543285,153094,35036,162,0,34874,47897,17127,6463,24307,402,32181,8806,28772,390191,103822,1548,284821
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,131687,41599,900,57,0,0,18665,143,17870,0,652,0,7761,23,7738,443,0,10976,134,0,45674,5478,612283,181982,36705,207,0,36498,55379,21725,7062,26592,495,41415,16061,31927,430301,126681,1905,301715
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,141104,43742,900,91,0,0,19587,90,18653,0,844,0,8497,26,8471,489,0,12078,139,0,48938,6643,699250,221002,40061,269,0,39792,63745,26748,7785,29212,548,41361,20537,54750,478248,147629,2112,328507
1952:Q1,140917,42407,900,84,0,0,18825,138,17862,0,825,0,7714,27,7687,503,0,12442,140,0,51136,6766,707364,222160,41201,328,0,40873,64031,26521,7782,29728,560,40056,18812,57500,485204,151463,2156,331585
1952:Q2,140817,43586,900,102,0,0,17555,432,16635,0,488,0,8456,28,8428,527,0,13002,142,0,49793,6754,718956,226633,42647,304,0,42343,64726,26432,8004,30290,575,38007,16610,64068,492323,157607,2211,332505
1952:Q3,146449,43932,900,98,0,0,18007,411,17018,0,578,0,8625,29,8596,538,0,13289,143,0,53946,6971,724231,232250,43816,346,0,43470,65875,26920,8156,30799,584,40725,17238,64012,491981,156907,2249,332825
1952:Q4,149501,44054,900,75,0,0,18655,195,17647,0,813,0,9751,30,9721,555,0,13706,144,0,53704,7957,706449,226866,44828,331,0,44497,67709,27923,8508,31278,596,42703,17381,53649,479583,146628,2294,330661
1953:Q1,148686,40918,900,102,0,0,19241,212,18164,0,865,0,8860,31,8829,570,0,14065,146,0,55719,8166,697363,222845,45627,370,0,45257,68479,27901,8848,31730,614,41877,16007,50241,474518,143052,2362,329104
1953:Q2,149263,42965,900,74,0,0,17581,194,16454,0,933,0,9337,32,9305,586,0,14472,146,0,54869,8333,679427,215492,46567,297,0,46270,69241,27704,9232,32305,620,42294,15201,41568,463935,133816,2382,327737
1953:Q3,153384,43080,900,85,0,0,19467,214,18232,0,1021,0,9249,32,9217,599,0,14825,149,0,56411,8620,676924,216519,47147,347,0,46800,70179,28130,9286,32763,637,43411,17399,37746,460405,129274,2447,328684
1953:Q4,153925,43767,900,114,0,0,20449,204,19240,0,1005,0,10139,32,10107,611,0,15124,151,0,53254,9417,708821,232018,48414,402,0,48012,69195,26851,9054,33290,651,42793,17986,52979,476803,144082,2506,330215
1954:Q1,150329,40982,950,115,0,0,19162,312,17887,0,963,0,8942,32,8910,623,0,15408,152,0,54376,9619,729515,240264,49314,525,0,48789,69655,26615,9294,33746,665,41506,14340,64784,489251,156255,2562,330434
1954:Q2,149741,42754,1000,128,0,0,16134,338,14874,0,922,0,9424,32,9392,639,0,15801,153,0,54050,9658,761136,255609,50208,484,0,49724,69851,26209,9212,34430,686,41904,11324,81636,505527,172550,2634,330343
1954:Q3,155579,44298,1050,150,0,0,17663,300,16366,0,997,0,9302,32,9270,648,0,16001,155,0,56508,9804,808182,281779,51583,584,0,50999,70468,26302,9142,35024,702,44076,13163,101788,526402,191985,2707,331710
1954:Q4,160755,45970,1100,158,0,0,18786,291,17523,0,972,0,10486,33,10453,663,0,16373,157,0,56580,10482,822187,290823,52078,531,0,51547,71680,26422,9446,35812,701,46562,14767,105036,531363,194840,2698,333825
1955:Q1,162099,44536,1075,147,0,0,19039,281,17543,150,1065,0,9335,36,9299,675,0,16656,159,0,59761,10716,838415,297714,52555,500,0,52055,72767,26770,9419,36578,720,46762,12936,111974,540701,202122,2776,335803
1955:Q2,164908,45547,1050,127,0,0,18399,352,16788,200,1059,0,10017,40,9977,693,0,17144,161,0,60859,10911,890692,325886,53159,380,0,52779,75533,28158,9711,37664,744,48801,12026,135623,564806,225533,2862,336411
1955:Q3,172422,46161,1025,123,0,0,20323,245,18619,250,1209,0,10090,44,10046,707,0,17493,165,0,65275,11061,935123,351622,53624,371,0,53253,77743,29479,9662,38602,762,53311,15248,150933,583501,240995,2931,339575
1955:Q4,179455,47206,1000,129,0,0,23017,217,21281,300,1219,0,11290,47,11243,728,0,17992,171,0,65916,12006,956916,365934,54926,362,0,54564,81128,31399,10008,39721,768,57031,18430,153650,590982,244222,2957,343803
1956:Q1,176228,44101,1000,95,0,0,20868,171,18878,325,1494,0,10136,49,10087,750,0,18536,176,0,68043,12523,997175,382182,55348,362,0,54986,83710,32877,10368,40465,792,56195,15133,171004,614993,262345,3042,349606
1956:Q2,176398,44957,1000,141,0,0,17675,325,15667,350,1333,0,10642,50,10592,775,0,19186,182,0,69280,12560,986509,376331,56235,289,0,55946,86656,34824,10402,41430,812,58172,12175,162281,610178,252704,3120,354354
1956:Q3,181603,45292,1000,119,0,0,17616,371,15575,375,1295,0,10708,51,10657,809,0,19990,189,0,73252,12628,985807,377848,57414,401,0,57013,88252,35896,10212,42144,828,60373,14259,156722,607959,246833,3189,357937
1956:Q4,187321,47085,1000,138,0,0,18765,305,16718,400,1342,0,11762,54,11708,846,0,20894,195,0,72860,13776,1038622,406181,58418,378,0,58040,90473,37026,10605,42842,843,62072,16754,177621,632441,268373,3242,360826
1957:Q1,186205,44618,1000,198,0,0,18440,355,16166,500,1419,0,10357,58,10299,870,0,21482,204,0,74943,14093,1013487,391642,59863,353,0,59510,91928,37091,11275,43562,852,61358,14218,163422,621846,254023,3276,364547
1957:Q2,186469,45455,1000,176,0,0,16579,349,14227,600,1403,0,11021,63,10958,917,0,22680,216,0,74313,14112,1055495,411828,61295,320,0,60975,94379,38707,11387,44285,863,61022,11957,182312,643666,273076,3323,367267
1957:Q3,190375,46244,1000,153,0,0,17328,345,14773,700,1510,0,10907,68,10839,936,0,23106,222,0,76095,14384,1010300,390554,62852,364,0,62488,95058,38469,11554,45035,865,62219,13511,156049,619746,245392,3332,371022
1957:Q4,192602,47786,1000,131,0,0,18303,435,15589,800,1479,0,11844,72,11772,955,0,23569,230,0,73814,14970,1020223,397844,64494,422,0,64072,96517,38703,11898,45916,898,63944,14621,157370,622379,245747,3453,373179
1958:Q1,190459,45118,1550,160,0,0,17057,746,14394,700,1217,0,10214,76,10138,965,0,23878,236,0,76167,15114,1053500,409476,66653,716,0,65937,96546,37417,12567,46562,916,61146,11495,172720,644024,261319,3522,379183
1958:Q2,192291,46923,2100,132,0,0,14977,455,12340,500,1682,0,10732,80,10652,990,0,24479,236,0,76222,15501,1092094,427418,67808,791,0,67017,97700,37785,12351,47564,936,62625,8991,189358,664676,278565,3599,382512
1958:Q3,200433,48395,2000,172,0,0,15928,224,13175,550,1979,0,10859,84,10775,1005,0,24832,247,0,81327,15668,1165941,466193,69258,795,0,68463,98332,37632,11887,48813,955,66146,10322,221180,699748,310541,3671,385536
1958:Q4,207723,50418,1900,149,0,0,18860,210,16092,600,1958,0,12010,87,11923,1028,0,25415,252,0,81217,16474,1204717,489103,70373,658,0,69715,101775,38938,12344,50493,957,69251,12026,234722,715614,324670,3678,387266
1959:Q1,208724,47434,1800,143,0,0,20440,502,17280,700,1958,0,10954,74,10880,1049,0,25930,258,0,83580,17136,1223069,499299,70959,652,0,70307,103539,38811,13174,51554,983,69800,11682,242336,723770,332012,3781,387977
1959:Q2,213722,47908,1700,137,0,0,21635,622,18104,900,2009,0,11636,62,11574,1080,0,26670,263,0,85131,17562,1259318,521411,71627,458,0,71169,108327,41393,13867,53067,1015,71623,12591,256228,737907,346451,3905,387551
1959:Q3,217574,46864,1600,145,0,0,24006,240,20311,1000,2455,0,11497,21,11476,1099,0,27150,279,0,87132,17802,1250748,519622,72264,527,0,71737,110252,42293,13634,54325,1039,72281,13275,250511,731126,339875,3999,387252
1959:Q4,221728,47933,1500,132,0,0,25357,742,21621,1200,1794,0,13564,21,13543,1118,0,27634,289,0,85620,18581,1303461,548669,73109,315,0,72794,113788,43782,14194,55812,1046,74132,14150,272444,754792,362157,4019,388616
1960:Q1,221234,45006,1268,121,0,0,24375,740,19986,1200,2449,0,11204,22,11182,1140,0,28172,301,0,89703,19944,1264235,529275,73643,427,0,73216,116525,44441,15471,56613,1065,75121,12817,250104,734960,339310,4093,391557
1960:Q2,220522,45819,1087,140,0,0,22526,757,18247,1343,2179,0,12069,23,12046,1153,0,28488,307,0,89475,19458,1285601,541263,74654,547,0,74107,119955,45706,16311,57938,1075,75664,11903,258011,744338,347588,4139,392611
1960:Q3,222826,45882,1346,191,0,0,20832,648,16446,1190,2548,0,11704,24,11680,1165,0,28811,324,0,92565,20005,1239602,518558,75671,782,0,74889,120628,45424,15913,59291,1094,76905,11795,232465,721044,321285,4202,395557
1960:Q4,223267,46287,3000,148,0,0,20038,788,15752,1116,2382,0,12849,24,12825,1192,0,29478,331,0,90865,19080,1334892,566952,76985,769,0,76216,123635,46509,16555,60571,1098,77549,12560,275126,767939,365166,4220,398553
1961:Q1,222167,44478,3272,189,0,0,19503,562,15225,936,2780,0,10586,26,10560,1222,0,30171,339,0,92944,19463,1424979,609480,77200,623,0,76577,125236,46612,16651,61973,1113,76876,10921,318133,815499,410353,4282,400864
1961:Q2,228097,45833,3863,213,0,0,19264,613,14636,1233,2782,0,11337,28,11309,1248,0,30831,341,0,95241,19925,1434605,614166,79256,726,0,78530,127146,46557,16850,63739,1135,77979,10584,318066,820440,411555,4366,404519
1961:Q3,232238,46036,4606,238,0,0,17972,245,13288,1248,3191,0,11417,30,11387,1278,0,31568,357,0,99027,19739,1468357,630595,80254,1017,0,79237,128728,46529,16604,65595,1146,79581,11557,329330,837761,423621,4411,409729
1961:Q4,236750,49835,4100,236,0,0,18828,1089,14096,1248,2395,0,12780,33,12747,1299,0,32088,364,0,97157,20063,1509606,651833,81705,1094,0,80611,133003,48044,17234,67725,1125,80812,13274,341914,857773,437674,4321,415778
1962:Q1,237067,46388,5395,234,0,0,19393,562,14217,1238,3376,0,11346,38,11308,1316,0,32538,372,31,99050,21004,1506390,653386,82568,1131,0,81437,134716,47706,17634,69376,1132,80152,12916,341903,853004,427931,4359,420714
1962:Q2,239886,47655,5554,296,0,0,18221,907,13061,1184,3069,0,12470,44,12426,1342,0,33183,377,82,99621,21085,1418688,663728,84073,1092,0,82981,139105,49621,17974,71510,1151,80605,13001,345793,754959,326582,4428,423949
1962:Q3,244431,48433,4903,788,0,0,17088,1079,11645,1308,3056,0,12503,50,12453,1367,0,33766,394,134,103642,21413,1448136,669496,84921,1363,0,83558,141505,50377,17576,73552,1163,83279,13996,344632,778640,345363,4473,428804
1962:Q4,248324,52727,5000,790,0,0,17583,1304,12307,1275,2697,0,13759,54,13705,1392,0,34401,400,168,101234,20870,1536105,674311,85841,1198,0,84643,146931,52799,18074,76058,1205,83634,14355,342345,861794,424314,4632,432848
1963:Q1,249087,45910,5344,828,0,0,21755,1092,16367,930,3366,0,12372,56,12316,1427,11691,35258,405,187,103764,10146,1563070,675601,86793,1214,0,85579,149145,52374,18981,77790,1218,83543,13596,341305,887470,447981,4681,434808
1963:Q2,253859,47273,5160,1065,0,0,21340,1008,15252,1314,3766,0,13313,56,13257,1460,12026,36117,404,193,104997,10511,1590403,681664,87682,987,0,86695,153885,53990,19485,80410,1246,84677,13743,340430,908739,469026,4789,434924
1963:Q3,258522,47860,5117,1000,0,0,21017,445,14602,1399,4571,0,13536,56,13480,1486,12268,36697,423,195,108117,10806,1614346,686886,88336,1111,0,87225,156342,54350,19155,82837,1271,86626,14713,339598,927461,487677,4888,434896
1963:Q4,263598,51445,5687,731,0,0,21492,969,15128,1608,3787,0,14958,60,14898,1519,12666,37562,428,203,107041,9867,1606509,697485,89382,968,0,88414,162778,57354,20005,85419,1243,89609,15744,338729,909024,465779,4781,438464
1964:Q1,263601,46864,6724,867,0,68,22638,1341,16148,1325,3824,0,13830,65,13765,1548,13226,38273,434,214,108741,10174,1635583,696347,90039,948,0,89091,165474,56947,21300,87227,1260,86959,15109,337506,939236,495027,4852,439357
1964:Q2,268625,48853,6452,978,0,169,22000,1058,15240,1364,4338,0,14509,72,14437,1586,13568,39188,436,225,110307,10354,1664280,703583,91251,889,0,90362,171130,59081,22238,89811,1283,88513,14675,336731,960697,511094,4938,444665
1964:Q3,275079,49083,6309,1243,0,135,21074,1729,14402,1152,3791,0,14697,79,14618,1620,13866,40064,457,238,115925,10368,1693770,710802,92139,1081,0,91058,174514,59824,22186,92504,1295,91487,15338,336029,982968,528953,4981,449034
1964:Q4,279008,50857,6671,1097,0,309,20855,1694,14481,1000,3680,0,16144,84,16060,1658,13844,40974,465,253,115728,10153,1732039,723003,93533,1125,0,92408,180663,62741,22589,95333,1282,96002,16211,335312,1009035,545955,4931,458149
1965:Q1,281661,47544,7704,1033,0,280,21054,995,14092,1078,4889,0,14988,86,14902,1718,14085,42446,475,270,119045,11020,1757828,729742,94189,847,0,93342,186463,65429,23762,97272,1319,96441,15891,335439,1028085,559834,5069,463182
1965:Q2,287233,48384,8601,822,0,198,19512,678,12320,1059,5455,0,15787,86,15701,1773,13763,43805,498,289,121892,11909,1754185,741594,95668,727,0,94941,193716,69066,24750,99900,1320,98788,15316,336787,1012591,539451,5073,468067
1965:Q3,293508,47468,9212,892,0,336,19162,893,11829,1254,5186,0,15801,86,15715,1809,14731,44718,514,309,127680,10876,1814665,749600,97560,926,0,96634,197287,70461,24420,102406,1352,102164,16329,334909,1065064,587928,5206,471930
1965:Q4,312964,51276,8993,781,0,593,19756,1370,12548,1238,4600,0,17354,88,17266,2074,15148,51270,524,330,128822,16043,1879044,764936,98057,797,0,97260,205734,75187,25589,104958,1368,107342,18294,334141,1114107,623812,5256,485039
1966:Q1,315531,46170,9886,884,0,512,20617,2375,12958,1216,4068,0,15966,93,15873,2112,15646,52197,544,351,132773,17872,1873348,773970,101043,820,0,100223,211561,76787,27139,107635,1394,106283,18132,335558,1099377,606267,5368,487742
1966:Q2,320880,46966,9708,917,0,439,19245,2473,11330,1382,4060,0,16721,100,16621,2169,15829,53625,566,370,136705,17620,1876025,787808,103651,861,0,102790,220856,82205,27890,110761,1415,107913,15594,338380,1088217,581050,5447,501720
1966:Q3,325557,45828,9774,932,0,481,18339,1952,10774,1107,4506,0,16285,108,16177,2214,15179,54715,588,393,142709,18120,1838613,802243,106689,1466,0,105223,223625,83409,27016,113200,1409,111304,16562,342654,1036369,523227,5418,507724
1966:Q4,326586,50584,8603,885,0,895,18572,2852,11054,1027,3639,0,17499,114,17385,2207,16847,54524,602,425,141759,13184,1886618,814524,109096,1622,0,107474,229110,86011,28043,115056,1474,115347,17414,342083,1072094,547891,5669,518534
1967:Q1,325564,47501,9556,951,0,568,18078,3495,10445,793,3345,0,16163,115,16048,2258,18608,55795,616,469,142910,12091,1968855,814663,113294,2677,0,110617,232474,86646,29106,116722,1515,111230,16730,339420,1154192,625556,5826,522810
1967:Q2,326856,49438,8777,843,0,667,15334,3418,7908,686,3322,0,16736,113,16623,2290,18388,56591,642,523,144541,12086,1998293,822660,117478,3242,0,114236,239077,90555,29103,119419,1560,112449,11296,340800,1175632,641312,6000,528320
1967:Q3,334175,50599,9099,827,0,605,15043,3916,7337,684,3106,0,16433,111,16322,2336,19289,57717,658,581,149272,11716,2049810,831457,122009,3264,0,118745,240380,89703,28592,122085,1589,115517,11866,340096,1218354,678588,6113,533653
1967:Q4,347386,53161,9682,1055,0,670,16971,3952,8714,1005,3300,0,17665,112,17553,2452,18911,60585,676,635,150620,14303,2113156,851537,125166,3034,0,122132,245699,93926,29354,122419,1611,121179,13225,344657,1261619,712221,6199,543199
1968:Q1,351588,51582,9375,1357,0,1103,19393,3819,10100,1184,4290,0,16417,201,16216,2494,18496,61653,695,692,152301,16030,2080589,865101,128216,3482,0,124734,251935,93958,30845,127132,1685,118015,17667,347583,1215488,652734,6480,556274
1968:Q2,358892,53418,8129,1749,0,1067,18504,4603,8827,1333,3741,0,17048,331,16717,2545,21318,62888,736,759,157433,13298,2176307,874109,131662,3400,0,128262,260205,98659,31458,130088,1714,122791,13031,344705,1302198,731114,6588,564496
1968:Q3,366414,53308,8539,1832,0,1021,17765,5071,8129,1364,3201,0,16531,415,16116,2607,22906,64425,752,816,164757,11155,2196235,889459,136491,4928,0,131563,263327,99276,30969,133082,1738,129255,12930,345719,1306775,728536,6686,571553
1968:Q4,383735,56030,9056,1587,0,1121,19574,5099,9259,1434,3782,0,18230,582,17648,2752,24109,68028,815,845,167778,13809,2350214,912034,139274,4249,0,135025,274113,105752,31869,136492,1750,135564,14330,347003,1438180,843150,6734,588296
1969:Q1,392357,55280,7692,1856,0,2202,21326,6207,9749,1770,3600,0,17010,678,16332,2813,25548,69504,839,845,173398,14043,2339627,929513,143342,4880,0,138462,280410,107848,33473,139089,1814,135795,15517,352635,1410114,803399,6983,599732
1969:Q2,401098,59098,4593,1809,0,1946,20056,6806,8349,1601,3300,0,17687,954,16733,2883,26502,71268,881,816,179753,13806,2342849,952534,146673,4914,0,141759,292891,113451,37248,142192,1861,141265,12220,357624,1390315,774485,7158,608672
1969:Q3,409910,59656,3525,1618,0,2868,18061,7206,6236,1569,3050,0,17719,1184,16535,2947,27077,72834,913,777,188378,13537,2339071,975121,150311,5778,0,144533,299326,113525,40730,145071,1912,147998,12507,363067,1363950,743955,7355,612640
1969:Q4,424412,61700,3652,1173,0,3311,18250,7628,6146,1676,2800,0,19276,1537,17739,3104,28569,76695,948,745,191056,15933,2335313,999170,152431,5356,0,147075,309751,118417,42700,148634,2032,155722,12628,366606,1336143,705075,7814,623254
1970:Q1,429460,59297,4548,1172,0,3762,18112,8156,5805,1476,2675,0,18067,1648,16419,3185,28802,78735,737,719,195275,17049,2331223,1012561,157352,7044,0,150308,317357,116095,46981,154281,2156,153511,12846,369339,1318662,677754,8287,632621
1970:Q2,435405,58026,5911,1220,0,1259,19633,8432,6665,1486,3050,0,18703,1930,16773,3284,24169,81139,756,688,197535,23082,2243408,1042710,163008,6895,0,156113,329164,120122,50168,158874,2203,156571,10054,381709,1200699,541846,8469,650384
1970:Q3,439971,59171,6325,1141,0,63,19138,8433,7616,1164,1925,0,19479,2220,17259,3346,28916,82711,763,662,199986,18270,2339525,1051135,168834,7361,0,161473,333646,121989,46928,164729,2278,158447,10159,377771,1288390,633751,8765,645874
1970:Q4,453181,62746,6747,798,0,234,19756,9389,6983,1209,2175,0,21153,2662,18491,3523,32658,87083,789,645,198012,19037,2431368,1065297,174363,7133,0,167230,339565,124945,44670,169950,2345,162917,9996,376111,1366072,702482,9017,654573
1971:Q1,462965,58670,9344,1082,0,1318,19913,9954,6485,1049,2425,0,22253,3129,19124,3468,35609,85682,807,645,201580,22594,2533531,1074892,181120,8333,0,172787,343734,123721,46084,173929,2387,162637,11698,373316,1458639,774797,9184,674658
1971:Q2,473604,59418,11024,1102,0,6,21325,9791,7930,929,2675,0,23421,3700,19721,3556,35451,87863,828,659,204744,24206,2573435,1095759,185270,6856,20,178394,357019,127704,48116,181199,2420,164174,11110,375766,1477676,778662,9306,689708
1971:Q3,487907,59510,11865,1239,0,1063,21408,10510,7071,902,2925,0,24230,4310,19920,3641,35026,90017,834,677,210501,27895,2593410,1113605,189398,7434,53,181911,364964,129752,47603,187609,2354,167289,12805,376796,1479804,765605,9060,705139
1971:Q4,512417,61405,12509,1234,0,1077,25318,11275,9957,911,3175,0,25981,4955,21026,3873,36422,95705,872,690,211924,35407,2690422,1136387,192699,6247,86,186366,373710,132139,47057,194514,2369,176745,14123,376741,1554035,824038,9114,720883
1972:Q1,527163,59135,15140,1421,0,2565,24793,12388,8157,823,3425,0,25031,5613,19418,3755,37700,92802,882,701,218854,44384,2773452,1149701,196912,7538,126,189248,383929,133578,48916,201435,2323,175811,15798,374928,1623751,872231,8933,742587
1972:Q2,540198,59209,16124,1626,0,3111,23902,13219,6200,808,3675,0,26297,6285,20012,3817,37135,94309,918,711,224373,48667,2814868,1174018,201580,8126,293,193161,400178,139070,49641,211467,2373,179118,14020,376748,1640850,875195,9126,756529
1972:Q3,555442,62197,15141,1820,0,2103,24291,13513,5878,975,3925,0,27325,6997,20328,3894,37755,96238,925,721,232379,50653,2878285,1198392,204465,7761,466,196238,410574,140756,49311,220507,2451,188301,15950,376652,1679893,893709,9425,776759
1972:Q4,615037,64031,16490,2172,0,2688,27427,14235,7981,1036,4175,0,29526,7898,21628,4685,39717,115780,974,732,238977,71839,3079056,1234313,206450,6968,634,198848,432933,149158,52123,231652,2532,201035,18010,373353,1844743,1032948,9737,802058
1973:Q1,637207,61283,20589,2722,0,6514,25860,13258,7080,1097,4425,0,28837,8520,20317,4067,41532,100509,1003,743,249610,93937,3084678,1273748,207245,5871,955,200419,456362,161104,56353,238905,2731,205487,20487,381435,1810930,970789,10509,829632
1973:Q2,659238,62417,23290,3005,0,6345,25663,13437,5920,1256,5050,0,30835,9482,21353,4173,42579,103102,1068,754,261126,94880,3103624,1325472,211128,6032,1490,203606,482670,172422,58963,251285,2975,220039,18982,389678,1778152,903834,11444,862874
1973:Q3,680148,65208,23084,2729,0,9501,23066,13633,3099,1659,4675,0,31718,10368,21350,4243,48182,104878,1124,765,274447,91203,3228111,1358290,214618,6335,1979,206304,501213,178200,61211,261802,3078,231944,21164,386273,1869822,953723,11842,904257
1973:Q4,719321,69968,22836,3329,0,11262,24614,14876,3665,2035,4038,0,33326,10733,22593,4679,46857,115623,1154,775,280403,104495,3173712,1415073,219254,8382,2430,208442,517203,184900,63101,269202,3101,252446,23290,399779,1758639,809566,11924,937149
1974:Q1,735263,66348,25526,3729,0,12472,25278,16212,2167,2330,4569,0,32418,11162,21256,4636,52182,114556,1178,785,294469,101686,3201041,1446747,224325,9235,2841,212249,534898,192355,66382,276161,3481,254569,26744,402730,1754294,784355,13389,956550
