date,FL154090005.A,FL144090005.A,FL314090005.A,FL214090005.A,FL384090005.A,FL794090005.A,FL264090005.A,FL894090005.A,FL907005015.A,FL154190005.A,FL144194005.A,FL314190005.A,FL214190005.A,FL384194005.A,FL794194005.A,FL264194005.A,FL894194005.A,FL154190005.A,FL144190005.A,FL314190005.A,FL214190005.A,FL384190005.A,FL794190005.A,FL264190005.A,FL894190005.A,FL313011105.A,FL313111303.A,FL313011105.A,FL313111303.A,FL713011005.A,FL263011105.A,FL313011303.A,FL893011105.A,FL893111305.A,FL903011105.A,FL794010005.A,FL794110005.A,FL264016005.A,FL264116005.A,FL894010005.A,FL894110005.A,FL904010005.A,FL153020005.A,FL143020005.A,FL313020005.A,FL313125003.A,FL213020005.A,FL383020005.A,FL313125003.A,FL793020005.A,FL793120005.A,FL263020005.A,FL893020005.A,FL883120005.A,FL903020005.A,FL153030005.A,FL143030005.A,FL313030003.A,FL213030000.A,FL383030005.A,FL793030005.A,FL703130005.A,FL263030005.A,FL703130005.A,FL703130005.A,FL153030505.A,FL103091003.A,FL313030505.A,FL313131003.A,FL383030505.A,FL313131003.A,FL793030505.A,FL403197033.A,FL263130505.A,FL893030505.A,FL893130505.A,FL903091005.A,FL153034005.A,FL143034005.A,FL213034003.A,FL383034005.A,FL793034005.A,FL634090005.A,FL263034003.A,FL634090005.A,FL634090005.A,FL102051003.A,FL313011545.A,FL212051003.A,FL382051005.A,FL792050005.A,FL792150005.A,FL262051005.A,FL262151005.A,FL892050005.A,FL892150005.A,FL902050005.A,FL154022005.A,FL163162003.A,FL144022005.A,FL104122005.A,FL314022005.A,FL314122005.A,FL214022005.A,FL213162005.A,FL384022005.A,FL384122005.A,FL794022005.A,FL794122005.A,FL264022005.A,FL264122005.A,FL894022005.A,FL894122005.A,FL904022005.A,FL103069100.A,FL103169100.A,FL213069103.A,FL383069105.A,FL103169100.A,FL793069175.A,FL793169175.A,FL263069103.A,FL263169105.A,FL893169175.A,FL893169175.A,FL153061105.A,FL143061105.A,FL313161105.A,FL213061103.A,FL383061105.A,FL313161105.A,FL793061105.A,FL263061105.A,FL893061105.A,FL313161105.A,FL903061103.A,FL153061705.A,FL103061703.A,FL313061703.A,FL313161705.A,FL213061703.A,FL383061705.A,FL313161705.A,FL793061705.A,FL423161705.A,FL263061705.A,FL893061705.A,FL893161705.A,FL903061703.A,FL153062005.A,FL163162003.A,FL143062005.A,FL103162000.A,FL213062003.A,FL213162005.A,FL383062005.A,FL383162005.A,FL793062005.A,FL263062003.A,FL893062005.A,FL383162005.A,FL903062003.A,FL153063005.A,FL123063003.A,FL103163005.A,FL313063005.A,FL213063003.A,FL383063005.A,FL103163005.A,FL793063005.A,FL793163005.A,FL263063005.A,FL263163005.A,FL893063005.A,FL893163005.A,FL903063003.A,FL154023005.A,FL154123005.A,FL144023005.A,FL144123005.A,FL314023005.A,FL314123005.A,FL214023005.A,FL213169203.A,FL384023005.A,FL384123005.A,FL794023005.A,FL794123005.A,FL263069005.A,FL264123005.A,FL894123005.A,FL894123005.A,FL153168005.A,FL143168005.A,FL383168005.A,FL793068005.A,FL793168005.A,FL263168005.A,FL793068005.A,FL793068005.A,FL153069005.A,FL153169005.A,FL143169005.A,FL313069005.A,FL313169005.A,FL213069200.A,FL213169203.A,FL383069005.A,FL383169005.A,FL793069005.A,FL793169005.A,FL263069005.A,FL263169005.A,FL893169005.A,FL893169005.A,FL153065005.A,FL153165005.A,FL143065005.A,FL143165005.A,FL313065005.A,FL313165403.A,FL213065005.A,FL383065005.A,FL383165005.A,FL793065005.A,FL893065005.A,FL893065005.A,FL163066223.A,FL153166000.A,FL143066005.A,FL313066220.A,FL383066005.A,FL153166000.A,FL793066005.A,FL153166000.A,FL153166000.A,FL103092305.A,FL103092305.A,FL793092305.A,FL263192305.A,FL263192305.A,FL263192305.A,FL143192305.A,FL143192305.A,FL793192305.A,FL263092305.A,FL263092305.A,FL263092305.A,FL153064105.A,LM103064103.A,LM103164105.A,FL313064105.A,FL213064103.A,FL383064105.A,FL103164105.A,FL793064105.A,FL793164105.A,FL263064105.A,FL263164100.A,FL893064105.A,FL893064105.A,FL103092105.A,FL103092105.A,FL793092105.A,FL263192101.A,FL263192101.A,FL263192101.A,FL143192105.A,FL143192105.A,FL793192105.A,FL263092101.A,FL263092101.A,FL263092101.A,FL153081115.A,FL143092405.A,FL112090205.A,FL313081115.A,FL383094905.A,FL112090205.A,FL793094905.A,FL793194905.A,FL313092803.A,FL893194905.A,FL893194905.A,FL153064205.A,FL103064203.A,FL213064203.A,FL383064205.A,FL793064205.A,FL653164205.A,FL263064203.A,FL653164205.A,FL653164205.A,FL153040005.A,FL313140003.A,FL153040005.A,FL313140003.A,FL793040005.A,FL543140005.A,FL543141905.A,FL263140005.A,FL893140005.A,FL893140005.A,FL153050005.A,FL153050005.A,FL543050005.A,FL583150005.A,FL543151905.A,FL263150005.A,FL893150005.A,FL893150005.A,FL163070005.A,FL163170005.A,FL143070005.A,FL143170005.A,FL313070000.A,FL313170005.A,FL213070003.A,FL213170003.A,FL383070005.A,FL383170005.A,FL793070005.A,FL793170005.A,FL263070005.A,FL263170005.A,FL893070005.A,FL893170005.A,FL903070005.A,FL143178005.A,FL313078000.A,FL213078005.A,FL383078005.A,FL143178005.A,FL793178005.A,FL893078005.A,FL893178005.A,FL903078005.A,FL153090005.A,FL543077073.A,FL143090005.A,FL143190005.A,FL313190005.A,FL213093003.A,FL223073045.A,FL383090005.A,FL383190005.A,FL793090005.A,FL793190005.A,FL263090005.A,FL263190005.A,FL893090005.A,FL893190005.A,FL903090005.A
1955,1179707,179455,62626,29841,1451629,634710,25381,2111720,109030,144426,956916,349423,81624,1532389,646348,42013,2220750,144426,365934,349423,81624,941407,591971,20298,1553676,21753,0,21753,0,21629,0,0,21753,0,-21753,22862,21859,2265,875,25127,22734,-2393,70033,47206,5297,4852,8156,130692,4852,7541,143510,1532,139765,148362,8597,105783,1000,357,2356,109496,979,113274,2799,113274,113274,1984,129,1979,1984,4092,1984,637,698,2047,4729,4729,0,0,0,0,0,0,0,0,0,0,0,0,721,721,855,44,0,0,1576,44,-1532,43368,0,23017,54926,20,179800,14091,45697,80496,280423,204986,8664,6676,3071,292158,292158,0,217,362,0,217,362,2093,2387,439,0,2749,2749,18614,21281,178189,10936,50831,178189,121555,5803,178189,178189,0,605,300,20,1611,676,1601,1611,3131,3121,0,4732,4732,0,19174,0,1219,0,2479,45697,22872,45697,22825,0,45697,45697,0,4975,0,54564,0,0,4975,54564,55382,3156,434,3071,60791,60791,0,73853,141563,11290,81128,20938,60277,641,451,106722,283419,200797,11201,0,12899,307519,307519,1799,31399,33198,42972,8819,955,42972,42972,51128,6713,10008,17316,60277,0,451,68444,77449,23331,2382,0,11944,91775,91775,22725,90102,47,39721,3622,0,641,27035,129823,102788,129823,129823,0,42949,11243,0,11243,42949,31706,42949,42949,728,728,26,754,754,754,768,768,279,1047,1047,1047,265346,0,244222,0,0,265346,244222,26752,52012,6575,2439,298673,298673,17992,17992,649,18641,18641,18641,2957,2957,1072,4029,4029,4029,343803,171,343803,938,344912,343803,819,1293,635,345731,345731,7839,0,0,7839,0,7839,0,7839,7839,69254,5795,69254,5795,0,63459,0,0,69254,69254,188255,188255,0,188255,0,0,188255,188255,0,1381,65916,57031,2274,2283,2863,3384,71053,64079,1156,210,458,652,72667,64941,-7726,18430,9070,544,9614,18430,1260,9614,19690,10076,10189,1482,12006,153650,94432,469,32092,22664,281656,166651,31419,0,0,189315,313075,123761
1956,1262178,187321,63519,31483,1544501,676628,27301,2248430,126651,159599,1038622,352431,90392,1641044,686570,47467,2375081,159599,406181,352431,90392,1008603,631431,22542,1662576,22058,0,22058,0,21890,0,0,22058,0,-22058,23291,22388,2643,1000,25934,23388,-2546,71871,47085,5009,4910,7628,131593,4910,8095,145953,1753,141441,150863,9422,115230,1000,330,2400,118960,1085,122702,2657,122702,122702,1740,138,3104,1740,4982,1740,624,683,3183,5606,5606,0,0,0,0,0,0,0,0,0,0,0,0,1292,1292,827,44,0,0,2119,44,-2075,49060,0,18765,58418,9,173993,15226,49862,83060,282273,206238,10905,7261,3381,296559,296559,0,305,378,0,305,378,2251,2849,671,0,3227,3227,20090,16718,172637,11988,48796,172637,117752,6089,172637,172637,0,959,400,9,1356,758,2126,1356,2827,3597,0,4953,4953,0,21900,0,1342,0,2480,49862,25722,49862,24140,0,49862,49862,0,6111,0,58040,0,0,6111,58040,59268,4459,501,3381,65880,65880,0,75344,156400,11762,90473,21590,61046,721,519,109417,308438,223351,11015,0,13315,332768,332768,1181,37026,38207,47961,8544,1210,47961,47961,51017,7034,10605,17946,61046,0,519,68963,79204,24817,2471,0,12105,93780,93780,24327,101605,54,42842,3644,0,721,28746,144447,115701,144447,144447,0,46580,11708,0,11708,46580,34872,46580,46580,846,846,29,875,875,875,843,843,283,1126,1126,1126,287754,0,268373,0,0,287754,268373,28903,52620,6961,2625,323618,323618,20894,20894,736,21630,21630,21630,3242,3242,1091,4333,4333,4333,360826,195,360826,970,361991,360826,933,1428,670,362924,362924,9046,0,0,9046,0,9046,0,9046,9046,72724,6098,72724,6098,0,66626,0,0,72724,72724,207775,207775,0,207775,0,0,207775,207775,0,1530,72860,62072,2350,2608,3127,4076,78337,70286,1291,230,567,788,80195,71304,-8891,16754,8099,556,8655,16754,1452,8655,18206,9551,10808,1669,13776,177621,102036,533,35935,25117,317261,181225,32329,0,0,206342,349590,143248
1957,1304302,192602,65114,31835,1593853,727451,27021,2348325,100217,172075,1020223,367809,99128,1659235,736932,52375,2448542,172075,397844,367809,99128,1036856,680830,25066,1742752,22857,0,22857,0,22752,0,0,22857,0,-22857,23310,21607,2452,1057,25762,22664,-3098,70971,47786,5145,4990,7018,130920,4990,8288,145469,2102,141310,150459,9149,127167,1000,301,2783,131251,1216,135000,2533,135000,135000,1413,131,4065,1413,5609,1413,624,653,4167,6233,6233,0,0,0,0,0,0,0,0,0,0,0,0,1820,1820,1132,30,0,0,2952,30,-2922,55721,0,18303,64494,13,173522,14989,54369,89026,292385,214061,14361,7475,3816,310562,310562,0,435,422,0,435,422,2677,3644,954,0,4066,4066,23231,15589,171843,11660,50480,171843,115433,5930,171843,171843,0,1463,800,13,1679,739,3015,1679,3685,5021,0,6700,6700,0,23851,0,1479,0,2590,54369,27920,54369,26449,0,54369,54369,0,7176,0,64072,0,0,7176,64072,65817,5696,591,3816,73584,73584,0,75453,168574,11844,96517,22182,59718,923,670,110402,325479,239815,10576,0,14162,350217,350217,1568,38703,40271,50144,8336,1537,50144,50144,49170,7160,11898,18257,59622,0,670,67427,79350,26788,2240,0,12625,94215,94215,26283,110629,72,45916,3925,96,923,31203,156641,125438,156641,156641,0,49217,11772,0,11772,49217,37445,49217,49217,955,955,33,988,988,988,898,898,280,1178,1178,1178,266362,0,245747,0,0,266362,245747,28922,53395,6091,2233,301375,301375,23569,23569,837,24406,24406,24406,3453,3453,1079,4532,4532,4532,373179,230,373179,1038,374447,373179,1030,1628,670,375477,375477,8714,0,0,8714,0,8714,0,8714,8714,75462,6185,75462,6185,0,69277,0,0,75462,75462,238362,238362,0,238362,0,0,238362,238362,0,1658,73814,63944,2261,2769,3238,4839,79313,73210,1451,250,658,876,81422,74336,-7086,14621,7252,524,7776,14621,1635,7776,16256,8480,11498,1843,14970,157370,119212,540,39250,27008,317675,206732,34616,0,0,233740,352291,118551
1958,1434914,207723,64362,32458,1739457,789230,30635,2559322,176727,184146,1204717,384643,110040,1883546,794923,57580,2736049,184146,489103,384643,110040,1167932,737720,27472,1933124,20582,0,20582,0,20499,0,0,20582,0,-20582,23198,20967,2653,1180,25851,22147,-3704,73698,50418,5453,5078,6808,136377,5078,8443,151140,2006,146826,156218,9392,141266,1900,327,3589,147082,1366,151862,3414,151862,151862,1220,149,4393,1220,5762,1220,784,819,4507,6546,6546,0,0,0,0,0,0,0,0,0,0,0,0,1417,1417,643,32,0,0,2060,32,-2028,54143,0,18860,70373,3,182694,14961,59819,87967,312886,236194,14064,7523,4734,331684,331684,0,210,658,0,210,658,3000,3395,843,0,4053,4053,20770,16092,181096,11627,48489,181096,126572,6035,181096,181096,0,833,600,3,1598,597,2033,1598,4680,5115,0,6713,6713,0,24616,0,1958,0,2737,59819,29311,59819,30508,0,59819,59819,0,7924,0,69715,0,0,7924,69715,71434,5554,645,4734,80003,80003,0,77911,180368,12010,101775,23626,60680,1135,850,114682,343673,255711,11606,0,15114,370393,370393,1239,38938,40177,51260,9092,1991,51260,51260,49024,8591,12344,19291,60148,0,850,68315,81933,29255,2514,0,13123,97570,97570,28887,121048,87,50493,4335,532,1135,34444,172073,137629,172073,172073,0,49490,11923,0,11923,49490,37567,49490,49490,1028,1028,38,1066,1066,1066,957,957,305,1262,1262,1262,333702,0,324670,0,0,333702,324670,40044,54286,8305,3095,382051,382051,25415,25415,928,26343,26343,26343,3678,3678,1175,4853,4853,4853,387266,252,387266,1028,388546,387266,1132,1742,670,389678,389678,13242,0,0,13242,0,13242,0,13242,13242,78535,6241,78535,6241,0,72294,0,0,78535,78535,261909,261909,0,261909,0,0,261909,261909,0,1809,81217,69251,1723,2832,3499,5685,86439,79577,1599,260,619,871,88657,80708,-7949,12026,7227,588,7815,12026,1698,7815,13724,5909,12022,1969,16474,234722,125898,461,43686,28957,406275,219150,37522,0,0,248107,443797,195690
1959,1516764,221728,65387,34627,1838506,840004,35848,2714358,218900,206698,1303461,400785,116777,2027721,843887,61649,2933257,206698,548669,400785,116777,1272929,785790,28623,2087342,19507,0,19507,0,19394,0,0,19507,0,-19507,23559,21952,2689,1274,26248,23226,-3022,75548,47933,6111,5155,8479,138071,5155,8376,152273,2140,148587,157428,8841,152525,1500,285,3179,157489,1584,161648,2575,161648,161648,1031,132,4471,1031,5634,1031,527,589,4541,6161,6161,0,0,0,0,0,0,0,0,0,0,0,0,576,576,612,133,0,0,1188,133,-1055,64358,0,25357,73109,2,191097,16102,65661,105819,329867,235466,17917,11706,5207,352991,352991,0,742,315,0,742,315,2866,4050,757,0,4365,4365,25512,21621,190148,12842,59975,190148,119813,10360,190148,190148,0,2267,1200,2,949,546,4015,949,4257,7323,0,8272,8272,0,28362,0,1794,0,2714,65661,32870,65661,32791,0,65661,65661,0,8217,0,72794,0,0,8217,72794,75739,6544,589,5207,84545,84545,0,76515,202312,13564,113788,25682,60083,1390,1035,117151,377218,289951,14407,0,15477,407102,407102,1424,43782,45206,59837,12492,2139,59837,59837,45714,9206,14194,20077,59236,0,1035,65791,83671,33133,1915,0,13338,98924,98924,30801,134469,21,55812,5605,847,1390,37817,191128,153311,191128,191128,0,57213,13543,0,13543,57213,43670,57213,57213,1118,1118,42,1160,1160,1160,1046,1046,317,1363,1363,1363,364772,0,362157,0,0,364772,362157,46685,54974,9363,3689,420820,420820,27634,27634,1033,28667,28667,28667,4019,4019,1222,5241,5241,5241,388616,289,388616,1029,389934,388616,1253,1901,670,391187,391187,15818,0,0,15818,0,15818,0,15818,15818,81956,6350,81956,6350,0,75606,0,0,81956,81956,282854,282854,0,282854,0,0,282854,282854,0,2199,85620,74132,1722,2903,3875,6581,91217,85815,1782,280,771,964,93770,87059,-6711,14150,6578,554,7132,14150,1387,7132,15537,8405,12770,2187,18581,272444,134166,472,43500,31823,452297,229134,40609,0,0,260957,492906,231949
1960,1578051,223267,65128,37255,1903701,898096,38341,2840138,221088,224545,1334892,408196,128562,2096195,898150,66882,3061227,224545,566952,408196,128562,1328255,838867,31448,2198570,17804,0,17804,0,17666,0,0,17804,0,-17804,22526,21542,3624,1421,26150,22963,-3187,77538,46287,7154,5242,8466,139445,5242,8844,154426,2122,150411,159668,9257,164461,3000,262,4557,172280,1798,176937,2859,176937,176937,844,148,4596,844,5588,844,837,938,4643,6425,6425,0,0,0,0,0,0,0,0,0,0,0,0,-176,-176,1160,108,0,0,984,108,-876,69154,0,20038,76985,37,189038,17536,70971,106765,336994,247019,23616,12610,5784,366394,366394,0,788,769,0,788,769,4465,5775,1291,0,6544,6544,26502,15752,188350,13739,55993,188350,121706,10651,188350,188350,0,1033,1116,37,688,1050,3236,688,5513,8061,0,8749,8749,0,31007,0,2382,0,2747,70971,36136,70971,34835,0,70971,70971,0,10612,0,76216,0,0,10612,76216,80500,9780,668,5784,91780,91780,0,79315,219857,12849,123635,26678,61034,1582,1240,120424,405766,316071,14093,0,16636,436495,436495,2122,46509,48631,62903,12027,2245,62903,62903,45740,9901,16555,20878,59782,0,1240,66618,87478,37317,2066,0,14391,103935,103935,33575,146586,24,60571,5800,1252,1582,40981,208409,167428,208409,208409,0,61248,12825,0,12825,61248,48423,61248,61248,1192,1192,47,1239,1239,1239,1098,1098,331,1429,1429,1429,364813,0,365166,0,0,364813,365166,50943,55908,9302,3984,425058,425058,29478,29478,1148,30626,30626,30626,4220,4220,1276,5496,5496,5496,398553,331,398553,1194,400078,398553,1398,2099,824,401476,401476,17026,0,0,17026,0,17026,0,17026,17026,85184,6426,85184,6426,0,78758,0,0,85184,85184,307674,307674,0,307674,0,0,307674,307674,0,2309,90865,77549,1790,3359,4214,7501,96869,90718,1934,290,899,1725,99702,92733,-6969,12560,5613,553,6166,12560,2364,6166,14924,8758,13488,2379,19080,275126,142253,523,48850,33091,468608,244371,40764,0,0,277462,509372,231910
1961,1730012,236750,67725,39654,2074141,973414,43218,3090773,291822,242908,1509606,426102,140528,2319144,989540,73911,3382595,242908,651833,426102,140528,1461371,907307,34647,2403325,16947,0,16947,0,16842,0,0,16947,0,-16947,24227,23004,3899,1752,28126,24756,-3370,76926,49835,7055,5429,8438,142254,5429,9696,160627,3098,155048,166056,11008,182845,4100,284,5465,192694,2071,197676,2911,197676,197676,720,236,4996,720,5952,720,1133,1180,5185,7085,7085,0,0,0,0,0,0,0,0,0,0,0,58,-55,3,949,274,0,116,952,390,-562,69387,0,18828,81705,35,195201,18285,76349,106535,353255,265445,25568,13064,6221,385044,385044,0,1089,1094,0,1089,1094,4947,6302,1360,0,7396,7396,25449,14096,194206,14002,53547,194206,129624,11035,194206,194206,0,592,1248,35,995,1520,3395,995,6364,8764,0,9759,9759,0,32506,0,2395,0,2763,76349,37664,76349,38685,0,76349,76349,0,10840,0,80611,0,0,10840,80611,85825,10502,669,6221,97334,97334,0,82589,237897,12780,133003,28340,62975,1849,1466,125558,435341,343347,15372,0,18192,468905,468905,2992,48044,51036,67109,13346,2727,67109,67109,45755,11700,17234,22091,61501,0,1466,67846,91901,41546,2026,0,15465,109392,109392,36834,159770,33,67725,6249,1474,1849,44965,228969,184004,228969,228969,0,63435,12747,0,12747,63435,50688,63435,63435,1299,1299,51,1350,1350,1350,1125,1125,372,1497,1497,1497,443622,0,437674,0,0,443622,437674,65664,78518,11808,4902,521094,521094,32088,32088,1279,33367,33367,33367,4321,4321,1435,5756,5756,5756,415778,364,415778,1359,417501,415778,1552,2280,995,419053,419053,22875,0,0,22875,0,22875,0,22875,22875,88631,6519,88631,6519,0,82112,0,0,88631,88631,332393,332393,0,332393,0,0,332393,332393,0,2499,97157,80812,1776,3618,4521,8496,103454,95425,1993,300,1185,1831,106632,97556,-9076,13274,6875,643,7518,13274,1392,7518,14666,7148,14246,2512,20063,341914,151640,508,54217,34817,550283,256007,44162,0,0,290824,594445,303621
1962,1780677,248324,69819,43038,2141858,1036871,44314,3223043,293999,265044,1536105,444371,145012,2390532,1047374,79136,3517042,265044,674311,444371,145012,1528738,968864,37479,2535081,16057,0,16057,0,16011,0,0,16057,0,-16057,25344,22221,3794,2090,29138,24311,-4827,77148,52727,8098,5411,8530,146503,5411,10849,166847,3233,160585,172258,11673,208828,5000,269,6450,220547,2362,226318,3409,226318,226318,601,790,4527,601,5918,601,1165,1213,5269,7083,7083,0,0,0,0,0,0,0,0,0,0,0,50,466,516,1710,671,0,99,2225,770,-1455,69232,0,17583,85841,0,201292,19597,81800,106412,368933,283651,28712,14797,7215,404860,404860,0,1304,1198,0,1304,1198,5985,7478,1387,0,8676,8676,26699,12307,199754,15157,54163,199754,133212,12379,199754,199754,0,235,1275,0,1538,1867,3377,1538,8225,10401,337,11939,11939,0,32087,0,2697,0,2573,81800,37357,81800,44443,0,81800,81800,0,10211,0,84643,0,0,10211,84643,91786,10833,694,7215,102691,102691,0,85161,259748,13759,146931,30323,64752,2100,1970,131343,473401,378744,17633,0,19053,510087,510087,3450,52799,56249,74085,14929,2907,74085,74085,46155,12308,18074,24002,63018,0,1970,70157,95370,44063,2704,0,16146,114220,114220,39006,174646,54,76058,6321,1734,2100,47481,252438,204957,252438,252438,0,69344,13705,0,13705,69344,55639,69344,69344,1392,1392,58,1450,1450,1450,1205,1205,354,1559,1559,1559,431479,0,424314,0,0,431479,424314,62008,74795,10336,4714,503823,503823,34401,34401,1425,35826,35826,35826,4632,4632,1364,5996,5996,5996,432848,400,432848,1475,434723,432848,1593,2351,1117,436316,436316,20909,168,0,21077,194,21271,0,21271,21271,92398,6644,92398,6644,0,85754,0,0,92398,92398,347129,347129,0,347129,0,0,347129,347129,0,2629,101234,83634,2005,4051,4844,9543,108083,99857,2201,320,1190,2304,111474,102481,-8993,14355,7016,670,7686,14355,1947,7686,16302,8616,14944,2667,20870,342345,161620,381,51699,36195,558331,265568,48474,0,0,301763,606805,305042
1963,1877507,263598,72986,46545,2260636,1123237,49727,3433600,312117,293999,1606509,460745,155724,2516977,1142184,86556,3745717,293999,697485,460745,155724,1607953,1050797,41080,2699830,15596,0,15596,0,15614,0,0,15596,0,-15596,25106,21787,4176,2370,29282,24157,-5125,81977,51445,7671,5422,9466,150559,5422,10481,171762,3499,164539,177184,12645,234936,5687,260,8093,248976,2616,255852,4260,255852,255852,508,731,4933,508,6172,508,1099,1151,5612,7271,7271,0,0,0,0,0,0,0,0,0,0,0,106,-745,-639,1913,1022,0,212,1274,1234,-40,66655,0,21492,89382,29,203578,21050,87040,109226,380000,296263,33174,15893,8208,421382,421382,0,969,968,0,969,968,7303,8741,1437,0,9709,9709,24418,15128,202211,16314,55860,202211,133318,13033,202211,202211,0,0,1608,29,1367,2402,4039,1367,8705,12049,672,13416,13416,0,32094,0,3787,0,2334,87040,38215,87040,48825,0,87040,87040,0,10143,0,88414,0,0,10143,88414,98112,12384,751,8208,109006,109006,0,87856,288207,14958,162778,31848,67430,2297,2203,136959,520618,425755,20951,0,21145,562714,562714,3794,57354,61148,81834,17313,3373,81834,81834,47328,14502,20005,25926,65634,0,2203,73254,102344,50500,3638,0,17772,123754,123754,40528,192041,60,85419,5922,1796,2297,48807,279256,230449,279256,279256,0,77870,14898,0,14898,77870,62972,77870,77870,1519,1519,65,1584,1584,1584,1243,1243,374,1617,1617,1617,457587,12666,465779,0,0,470253,465779,75737,87551,12485,5145,558475,558475,37562,37562,1590,39152,39152,39152,4781,4781,1437,6218,6218,6218,438464,428,438464,1482,440374,438464,1668,2399,1179,442042,442042,24819,203,0,25022,193,25215,0,25215,25215,96635,6775,96635,6775,0,89860,0,0,96635,96635,372399,372399,0,372399,0,0,372399,372399,0,2939,107041,89609,2490,4381,5308,10685,114839,107614,2332,330,1579,1949,118750,109893,-8857,15744,8571,748,9319,15744,1548,9319,17292,7973,15670,2853,9867,338729,172651,328,55796,25865,570029,278419,55372,0,0,304284,625401,321117
1964,2043446,279008,75910,50735,2449100,1219530,59372,3728002,313818,323363,1732039,480042,168180,2703624,1242333,95863,4041820,323363,723003,480042,168180,1694588,1142323,46552,2883463,15471,0,15471,0,15638,0,0,15471,0,-15471,27032,22664,4757,3057,31789,25721,-6068,84785,50857,8165,5249,10728,154535,5249,10832,181123,8253,173620,186372,12752,261041,6671,272,9812,277796,2960,286271,5515,286271,286271,436,1097,4647,436,6180,436,1154,1199,5699,7334,7334,0,0,0,0,0,0,0,0,0,0,309,216,-1758,-1233,3039,1914,0,432,1806,2346,540,69875,0,20855,93533,12,208989,22488,93160,113230,395682,313041,38822,16908,8675,443179,443179,0,1694,1125,0,1694,1125,8547,10736,1620,0,11861,11861,24486,14481,206767,17333,56300,206767,137146,13321,206767,206767,0,245,1000,12,2222,2932,4189,2222,9586,12561,1008,14783,14783,0,34854,0,3680,0,2223,93160,40757,93160,52403,0,93160,93160,0,10290,0,92408,0,0,10290,92408,105359,15525,959,8675,116608,116608,0,90360,317126,16144,180663,34633,69320,2524,2464,143661,569573,472395,22221,0,24262,616056,616056,5134,62741,67875,90007,17588,4544,90007,90007,48262,14765,22589,28760,67494,0,2464,77022,107312,54641,4633,0,19718,131663,131663,42098,209875,84,95333,5873,1826,2524,50579,307034,256455,307034,307034,0,87352,16060,0,16060,87352,71292,87352,87352,1658,1658,72,1730,1730,1730,1282,1282,399,1681,1681,1681,530699,13844,545955,0,0,544543,545955,88868,96021,13835,5270,647246,647246,40974,40974,1776,42750,42750,42750,4931,4931,1535,6466,6466,6466,458149,465,458149,1529,460143,458149,1751,2454,1291,461894,461894,28447,253,0,28700,416,29116,0,29116,29116,101051,6879,101051,6879,0,94172,0,0,101051,101051,401876,401876,0,401876,0,0,401876,401876,0,3198,115728,96002,2734,4476,5840,11933,124302,115609,2484,350,1957,2697,128743,118656,-10087,16211,8231,792,9023,16211,1759,9023,17970,8947,16727,3039,10153,335312,184693,309,60623,27189,583667,293710,60437,0,0,320899,644104,323205
1965,2224991,312964,77163,56912,2672030,1325280,62166,4059476,314548,352779,1879044,495250,183182,2910255,1354627,109143,4374025,352779,764936,495250,183182,1796147,1244469,49549,3090165,14065,0,14065,0,14313,0,0,14065,0,-14065,27562,23338,4820,3306,32382,26644,-5738,91520,51276,6750,5419,10151,159697,5419,11305,188563,8509,179511,193982,14471,288514,8993,250,12186,309943,3417,319441,6081,319441,319441,352,781,4602,352,5735,352,996,1045,5334,6731,6731,0,0,0,0,0,0,0,0,0,0,593,391,-708,276,4026,2458,0,781,4301,3239,-1062,71438,0,19756,98057,45,209695,24791,100397,116030,408149,327243,43374,17385,9135,460658,460658,0,1370,797,0,1370,797,9374,11929,1982,0,12726,12726,24774,12548,207025,19524,56846,207025,137123,13056,207025,207025,0,1132,1238,45,2670,3100,5515,2670,10526,14715,1344,17385,17385,0,36531,0,4600,0,2167,100397,43298,100397,57099,0,100397,100397,0,9001,0,97260,0,0,9001,97260,113121,16730,1003,9135,123125,123125,0,92289,345859,17354,205734,37540,71557,2713,2777,149896,625927,528977,26776,0,26170,678873,678873,4707,75187,79894,105630,20753,4983,105630,105630,49678,15956,25589,31686,69712,0,2777,81364,114034,59880,6023,0,21187,141244,141244,42611,227707,88,104958,5854,1845,2713,51266,334510,283244,334510,334510,0,97489,17266,0,17266,97489,80223,97489,97489,2074,2074,81,2155,2155,2155,1368,1368,393,1761,1761,1761,601439,15148,623812,0,0,616587,623812,103737,106063,14599,5048,734923,734923,51270,51270,1985,53255,53255,53255,5256,5256,1515,6771,6771,6771,485039,524,485039,1519,487082,485039,1828,2580,1291,488910,488910,34410,330,0,34740,480,35220,0,35220,35220,105876,7013,105876,7013,0,98863,0,0,105876,105876,435926,435926,0,435926,0,0,435926,435926,0,3617,128822,107342,3122,5048,6603,13314,138547,129321,2649,370,2240,2669,143436,132360,-11076,18294,8880,869,9749,18294,1786,9749,20080,10331,18188,3303,16043,334141,196166,307,66694,34538,600304,310995,66916,0,0,345533,667220,321688
