1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2003:Q2,49107712,1167106,238455,368112,154370,315188,2028499,12987214,966539,1581577,4892977,1174337,4371784,14054929,1367937,2362254,8457379,1867359,24352,6676484,1562434,2054881,74152,36489,252663,7112385,50880524,46428933,1037798,1396809,5207603,30843,2157611,2588978,9765651,1130168,5747906,2887577,1205293,147388,1057905,54780,4649056,1024223,11932321,156927,137356,5083684,4451591,2846395,1605196
2003:Q3,49823781,1121030,244719,355600,144820,303874,1926640,13164040,932701,1570686,4989171,1188768,4482715,14324137,1345690,2341007,8734132,1903308,24854,6990531,1570786,2131773,77102,37641,252362,7153873,51615205,47040634,1040689,1381407,5247649,28438,2090350,2509937,10021713,1107093,5945074,2969546,1192271,143948,1048323,51913,4845657,1051833,12098818,155931,131753,5192275,4574571,2962762,1611809
2003:Q4,51200107,1093173,264454,356680,127031,293843,1924716,13276301,920757,1604823,4857746,1221591,4671384,14650274,1378183,2350241,8960349,1961501,26328,7804868,1716443,2359540,80054,38824,259330,6928250,53269228,48228895,1024921,1449822,5318588,20505,2040021,2538730,10173237,1116033,5944522,3112682,1178429,138452,1039977,51459,5362097,1077332,12486185,153480,133037,5221052,5040333,3318845,1721488
2004:Q1,52747040,1209154,263584,373675,139404,282643,2097754,13490676,937099,1582632,4901796,1252574,4816575,14918879,1360975,2391097,9211741,1955066,27958,8105279,1811835,2432427,85162,41076,262582,7204952,54910727,49600942,1055986,1438876,5519826,24894,1992608,2715579,10345970,1136597,5949059,3260314,1239493,146928,1092565,52679,5620835,1086173,12744007,163040,144320,5456656,5309785,3508838,1800947
2004:Q2,53744603,1221055,267777,382457,136663,272055,2202753,13537447,910007,1573390,4960016,1255116,4838918,15370870,1379264,2460304,9557591,1973711,29162,8247513,1834178,2491973,90272,43316,275114,7341999,55688422,50461033,1102259,1480929,5639620,19064,1941873,2792353,10527775,1114243,6022906,3390626,1311027,153781,1157246,52531,5640075,1103209,12964829,163696,125528,5596265,5227389,3397841,1829548
2004:Q3,54843640,1234816,261975,393495,121847,262290,2335520,13710484,918206,1601043,4926326,1281317,4983592,15750112,1390741,2465706,9870034,2023631,29504,8182560,1945093,2453138,95379,45549,281657,7740222,56746319,51375404,1088705,1468784,5759103,17869,1892172,3040043,10756262,1113397,6066709,3576156,1309266,168269,1140997,53836,5663150,1117506,13157850,169027,142144,5739687,5370915,3419439,1951476
2004:Q4,56846089,1268052,281373,403548,124713,259589,2218985,13850639,988043,1606633,4714564,1297147,5244252,16305446,1426995,2595057,10208560,2074834,29567,9170229,2101041,2701827,100487,47839,275123,7707631,58986470,53195738,1165538,1527544,5873994,18384,1901700,2900578,10992620,1213393,6060288,3718939,1401743,175060,1226683,55253,6194101,1146600,13648051,174021,150829,6044782,5790732,3723494,2067238
2005:Q1,57650774,1209108,265207,403744,133706,263026,2345278,14099881,1026900,1678844,4713890,1331083,5349164,16596597,1440639,2599471,10496288,2060199,29619,9075475,2136193,2707829,102403,48889,273650,7960170,59534114,53879464,1122342,1504739,6034219,18186,1865022,3095098,11230146,1240490,6048072,3941584,1384240,167020,1217220,56233,6170973,1147332,13755043,175686,145916,6174289,5654650,3547321,2107329
2005:Q2,58887567,1291349,265795,396745,151389,268762,2393775,14108295,1071229,1640013,4585502,1355556,5455995,17111423,1499470,2645977,10878539,2087437,29301,9288352,2206876,2836290,104318,49967,276828,8108103,60865373,54997945,1195853,1522617,6144452,17819,1853916,3245671,11514870,1297880,6067324,4149666,1430319,169943,1260376,52398,6352653,1153488,14014179,178509,144911,6176290,5867428,3694917,2172511
2005:Q3,60327323,1391276,250492,408928,159403,282064,2534312,14141119,1110238,1635151,4525308,1378624,5491798,17573694,1523654,2666742,11254425,2128873,31307,9714548,2226336,2990346,106234,51050,279773,8186442,62335091,56399254,1282430,1484291,6366415,19142,1901890,3421806,11579196,1355402,6042612,4181182,1435085,178506,1256579,55004,6676786,1170155,14306503,191428,145414,6363709,5935837,3751025,2184812
2005:Q4,61551930,1397727,243240,414302,151072,306363,2515311,14269005,1165104,1672907,4513263,1401688,5516043,18124895,1592857,2730364,11630524,2171150,29760,10044216,2310917,3119870,108149,52120,277546,8187437,63675634,57468362,1286654,1536752,6487683,19164,2026821,3380011,11993065,1467099,6140712,4385254,1452203,190479,1261724,57674,6864553,1176270,14581399,192026,139386,6274701,6207272,3982234,2225038
2006:Q1,63478071,1464099,257547,381720,164476,306814,2565026,14480273,1216296,1675546,4480182,1421964,5686285,18553020,1647066,2755398,12043585,2106971,30451,10250491,2386533,3317620,214046,56924,296212,8752820,65748178,59309542,1349621,1503425,6691445,21526,2033948,3532818,12301602,1500036,6216933,4584633,1479280,192699,1286581,60567,7313565,1212343,14866553,187301,144515,6611033,6438636,4163398,2275238
2006:Q2,64307480,1486496,293291,418689,147060,313850,2552564,14605180,1223766,1644180,4561017,1424037,5752180,19089650,1696679,2826140,12445644,2121187,29224,10025401,2455237,3279967,220351,61694,290227,9038599,66462028,60055202,1375295,1532734,6819688,18599,2094385,3618759,12676268,1552849,6330316,4793103,1547642,195755,1351887,64876,7227911,1218189,14968659,202771,142039,6547387,6406826,4065350,2341476
2006:Q3,65973815,1487971,276297,413163,142447,322577,2749051,14887034,1288544,1658931,4586274,1464056,5889229,19573158,1739812,2865963,12788070,2179313,29274,10368911,2523009,3399750,228677,66552,285907,9220038,68335072,61628339,1402562,1489142,6973071,18210,2195786,3955011,12921749,1637732,6386355,4897662,1554981,192188,1362793,68708,7517282,1247890,15250386,199629,158736,6675196,6706733,4293227,2413506
2006:Q4,67917920,1590787,293162,421280,152779,335582,2673122,15172895,1368618,1717954,4574263,1525418,5986642,20056993,1788977,2991222,13051875,2224919,28448,11194499,2638187,3622904,237488,71512,296030,9132252,70465007,63329675,1498010,1520138,7122199,18972,2338451,3866359,13315238,1739988,6468930,5106320,1549981,187071,1362910,73949,8059704,1285987,15619979,207088,161965,6691655,7135332,4622939,2512393
2007:Q1,69927359,1736731,288372,428111,154778,345431,2902394,15528280,1407642,1726355,4622013,1574982,6197288,20341347,1811936,2999439,13327594,2202378,28489,11485989,2736219,3690385,242516,73780,296715,9647822,72334861,65252652,1513692,1489643,7332782,22741,2417799,4229705,13807773,1779512,6600939,5427322,1590583,203140,1387443,68289,8335378,1301916,15833469,210460,153335,6945087,7082209,4556497,2525712
2007:Q2,72106828,1748682,303363,436345,152825,357462,2954999,15781027,1479032,1674480,4662527,1603110,6361878,20867193,1871448,3120266,13637214,2238265,27659,12281513,2872091,3903172,246211,76185,294191,9803911,74515325,67296354,1538980,1487522,7409169,21125,2514235,4259118,14181781,1851039,6762658,5568084,1686553,217870,1468683,69012,8846074,1329717,16218573,224338,142486,7367671,7218971,4637565,2581406
2007:Q3,73924577,1728589,313688,503877,202456,390920,3134508,15964226,1311739,1775526,4674482,1637848,6564631,21572704,2008497,3321296,13934238,2308673,27514,12567380,2986942,4009966,254515,78518,286884,9901891,76053914,68880893,1580852,1485905,7596213,24555,2830799,4304199,14613407,1626102,7076602,5910703,1890378,242588,1647790,70177,9078504,1348224,16461781,221026,150403,7224470,7173021,4519252,2653769
2007:Q4,74609625,1950126,335555,495744,230362,416303,3246291,16163836,1259262,1798199,4846741,1686667,6572967,22107948,2107249,3498275,14140564,2361860,32632,12222108,3055219,3916911,261049,80619,288125,9806798,76160636,69375429,1709340,1549691,7742094,20893,3085760,4167679,14937646,1560918,7374610,6002118,2057141,242107,1815034,68974,8914408,1359948,16501457,204662,144231,6911505,6785207,4139313,2645894
2008:Q1,74717970,2192331,349308,575241,259703,457347,3319184,16368444,1261092,1809931,5066444,1728296,6502681,22458842,2224210,3606165,14279839,2348628,34420,11062051,2994198,3614186,267095,83558,297560,10384502,75801051,69552150,1754725,1528342,7973989,26682,3442540,4310533,15077745,1522540,7540355,6014850,2254162,284349,1969813,69387,8266118,1355413,16293140,207660,127641,6864073,6248901,3649454,2599447
2008:Q2,74393188,2191591,394589,634639,282904,449139,3278357,16109737,1234266,1630848,5222443,1730893,6291287,22501687,2231409,3597590,14307565,2365123,36465,11020938,2963716,3586248,271961,86790,286673,10297754,75003944,69239144,1700847,1541879,7955152,20127,3377297,4058787,15311212,1489219,7862319,5959674,2231942,275680,1956262,69443,8280019,1368171,16383695,208758,103758,6628057,5764800,3208674,2556126
2008:Q3,73882547,2623878,485628,586023,246588,456032,3424103,15865772,1101949,1872350,5328519,1699972,5862982,23113237,2578403,3867398,14290324,2377112,33278,9693245,2776990,3185859,284391,89565,277918,10740041,74710259,69016161,2074005,1956788,8051930,27091,3420293,4133950,15257026,1313820,8045333,5897873,2594100,534571,2059529,66006,7276842,1376959,16132738,209292,87676,6351465,5694098,3226092,2468006
2008:Q4,71543791,3677881,490658,589676,275174,506758,2749782,16001459,1165991,2085823,5602657,1658872,5488116,22998519,2787804,3609142,14228800,2372773,32706,7517546,2731045,2602874,287514,91997,279789,10710414,71662193,66615616,3127348,2191559,8083620,15496,3832237,3152035,15218573,1377044,8143351,5698178,2417660,709985,1707675,62535,5788401,1368100,15581373,201123,42016,5533540,5046577,2580161,2466416
2009:Q1,70399054,3347396,445082,764535,249285,506901,2764639,16113601,1034272,2148958,5806245,1677042,5447084,22491428,2580788,3396637,14216814,2297189,37916,6672571,2372812,2461109,290874,90168,269696,11521042,69534843,65269041,3000010,2023249,8182463,18991,3813876,3001161,15008327,1222291,8160278,5625758,2112613,592018,1520595,62086,5440338,1380189,15458657,225608,43249,5498224,4265802,2142018,2123784
2009:Q2,71249217,2802182,436831,841462,275118,488678,2506466,16713984,916984,2333274,6054392,1701153,5708181,22063480,2350101,3297428,14152266,2263685,40995,7807603,2455278,2818564,293151,89054,259748,11356624,70568384,65829142,2594605,2140166,8180339,18162,3653101,3004245,14675095,1089064,8118825,5467206,1907856,442772,1465084,68248,6372319,1403273,15974252,230650,39911,5566920,4739242,2600610,2138632
2009:Q3,72911171,2910970,390733,824046,308380,467357,2496282,17180824,839324,2435809,6153970,1753635,5998086,21671520,2155126,3226011,14044420,2245963,43728,9128007,2620394,3218055,295124,88015,246698,11021039,72655540,67235926,2829537,2085346,8242420,14653,3425463,2998445,14395690,964625,8098057,5333008,1760355,335115,1425240,71366,7402832,1428850,16531567,241417,57434,5750551,5419614,3195895,2223719
2009:Q4,73138284,2940300,396190,808412,291566,460096,2255781,17390988,813282,2453601,6271045,1754225,6098835,21316767,2031023,3145933,13943192,2196619,44560,9705651,2649045,3361597,298092,86591,236253,10896396,72854086,67423673,2874389,2137274,8426760,15897,3315893,2721097,14108178,923502,8083298,5101378,1641313,273805,1367508,75142,7796729,1449336,16798004,242690,51421,5769550,5430413,3173062,2257351
2010:Q1,73272046,2912268,388689,759394,293555,425152,2495868,17130588,766911,2642571,5890339,1748777,6081990,20948848,2026408,3027310,13779109,2116021,38957,10128315,2663703,3496241,297766,84497,230842,10977364,73221036,67430133,2854102,2092823,8443926,21140,2983807,2967850,13571282,843432,7691586,5036264,1559127,249893,1309234,80410,8215276,1458943,17224299,232368,39291,5685489,5790903,3512508,2278395
2010:Q2,72055244,2814584,409686,699526,279883,409760,2593428,17263731,722903,2690830,5977744,1750693,6121561,20746017,1989924,3005676,13663991,2086426,36219,9056600,2581319,3253054,299170,81904,230592,11299772,71638622,66234964,2742590,2210485,8336456,17805,2813331,2971035,13351938,808776,7672943,4870219,1520766,237548,1283218,81419,7689974,1449528,17176774,219338,55799,5597726,5403658,3155532,2248126
2010:Q3,73845181,2883504,359775,733525,302143,415189,2593320,17690494,730816,2794664,5909739,1779749,6475526,20578641,1969944,3006617,13543813,2058267,35481,10125193,2723318,3562118,299421,80018,230115,11232927,73454472,67758988,2784473,2203482,8474533,19687,2796581,2944463,13199804,801906,7607082,4790816,1457965,205234,1252731,85268,8478482,1481064,17820033,220062,72344,5720747,5695484,3373657,2321827
2010:Q4,75060226,2860436,382436,883979,306360,522042,2579015,17766484,689832,3042999,5923873,1794042,6315738,20496316,1992235,2978966,13357807,2167308,37451,11155122,2735835,3801122,299840,78062,223467,10932260,75152373,69030507,2815050,2381105,8542670,14401,3034465,2934440,13272476,801478,7581337,4889661,1447676,205136,1242540,87301,9029849,1496507,18385855,180663,63232,5344817,6121866,3759793,2362073
2011:Q1,76642656,3286601,387503,895004,302430,531359,2580376,18111212,731489,3365615,5829976,1771291,6412841,20317225,1979391,2966761,13270069,2101004,36013,11699176,2809799,3966174,304718,78305,227178,11109584,76862837,70459751,3495121,2223282,8669142,15011,2970327,3025556,13235239,830240,7631585,4773414,1400351,183017,1217334,88024,9477390,1525071,18690739,179596,65245,5399657,6403086,3955860,2447226
2011:Q2,77181773,3342719,404787,921483,292098,536529,2572280,18383145,691969,3634512,5815966,1774087,6466612,20167413,2002934,2884745,13169901,2109833,36624,11663697,2805714,3977435,304851,78360,230018,11464620,77248229,70931429,3503216,2359086,8860756,14106,2934857,3024440,13075904,783731,7560556,4731617,1429703,180718,1248985,90513,9567658,1546649,18818701,178944,77289,5449607,6316800,3836778,2480022
2011:Q3,75526089,3315430,404504,867110,257580,516773,2776247,18460037,647644,3769154,5892469,1803142,6347629,20200628,2070124,2924488,13088795,2117221,33537,9777541,2665949,3456860,306453,78067,228531,12180842,74904846,69321073,3563308,2423592,8839101,16264,2876458,3138121,12890549,710654,7567240,4612655,1444335,195843,1248492,95144,8437553,1560406,18394956,174209,90205,5376872,5583773,3132186,2451587
2011:Q4,76564135,3401525,423973,847317,202555,541283,2688954,18875283,608013,4022396,5984928,1847739,6412207,20322966,2140775,3007251,13025565,2149375,34495,10655668,2648667,3644142,308788,78225,228550,11661745,76093519,70236434,3457154,2631109,8946394,12564,2941890,3118808,12790957,701800,7559208,4529949,1380038,193307,1186731,100097,8941397,1598031,18787859,170793,87976,5271367,5857085,3386840,2470245
2012:Q1,79121042,3226782,403375,884319,183326,544727,2681903,19755941,618309,4434423,6248648,1881318,6573244,20211826,2155419,2998279,12952035,2106093,40184,11973792,3047392,3944227,326453,79450,232689,11584657,79185657,72032577,3350638,2536194,9052002,16831,2862155,3191625,12799114,703878,7515406,4579830,1344403,187123,1157280,93115,9888562,1619899,19360402,176214,92474,5648949,7153080,4297033,2856047
2012:Q2,78716441,3109910,403776,888703,154757,528589,2787673,19917708,613077,4466378,6287528,1903647,6647079,20235617,2211748,3016221,12882765,2124883,41181,11426947,3014117,3809094,331673,80543,233335,11752819,78460982,71507673,3239741,2611274,9112208,13043,2785404,3258143,12565365,638108,7523678,4403579,1379842,178948,1200894,96100,9680764,1604856,19318442,174473,92296,5575722,6953309,4077177,2876132
2012:Q3,80312035,3113120,401073,935489,156873,542893,2877693,20324080,606696,4576190,6283118,1952772,6905304,20336487,2247415,3111560,12832924,2144588,41067,12065076,3220974,4006320,337653,81696,237570,11633972,80141209,73025044,3247307,2654232,9227973,12522,2858215,3295995,12664696,635602,7525897,4503197,1391344,190909,1200435,97118,10213795,1624951,19673638,176228,106761,5780269,7116165,4056284,3059881
2012:Q4,81115107,3142145,447934,973709,128034,545935,2928812,20602618,609381,4613753,6330880,1988346,7060259,20474385,2327689,3150266,12808022,2188408,41189,12228638,3214764,4053555,340927,82822,237360,11672281,80917264,73723930,3143201,2899278,9459110,13721,2996592,3327311,12509425,628520,7535416,4345489,1409992,191681,1218311,91742,10363508,1638411,19831931,179646,104966,5755096,7193334,4175412,3017922
2013:Q1,83158630,3397601,437141,999245,154068,553300,2731625,20902847,629608,4738383,6439834,1990334,7104688,20429342,2327407,3186475,12761066,2154394,34844,13207946,3283156,4324367,348570,84285,236375,12033919,83337704,75607417,3527167,2906553,9512005,13376,2922416,3188692,12522104,643524,7571534,4307046,1399837,201118,1198719,91439,11103241,1658715,20547194,178588,98289,5937801,7730287,4620497,3109790
2013:Q2,83468382,3517479,416263,1006157,112260,554679,2599239,20630027,636353,4632384,6428637,1936879,6995774,20496322,2376733,3172039,12760242,2187308,36597,13353116,3240218,4343114,355190,85740,233211,12488770,84105820,76198393,3912152,2913117,9560182,11972,2901526,3070710,12414976,596298,7640080,4178598,1503545,199682,1303863,89515,11089666,1670550,20950873,176588,80093,5852928,7907427,4799416,3108011
2013:Q3,85318446,3694972,449504,1083307,120541,606292,2571473,20763426,651643,4773865,6397587,1900670,7039661,20621358,2408405,3188723,12804431,2219799,33450,14231200,3314824,4592197,362729,87198,231719,12554257,85970110,77840268,4034788,2977618,9777784,10457,3004474,3016786,12340426,549292,7692692,4098442,1511759,207540,1304219,87157,11656492,1696447,21625260,172055,93565,5835200,8129842,5012765,3117077
2013:Q4,87244773,3778250,453001,1118479,90418,624602,2482297,20858025,641840,4817855,6447483,1892813,7058034,21016304,2490254,3455664,12805389,2264997,31150,15453461,3379892,4865841,372523,88657,227753,12404121,88509806,79776239,4096114,3256446,9863067,10555,3047282,2944961,12487993,590103,7773738,4124152,1584571,209575,1374996,85166,12333012,1723573,22385858,171060,84253,5702328,8733567,5517392,3216175
2014:Q1,88440556,3977063,419566,1155842,75415,593213,2456075,21264919,657562,5124850,6395226,1911836,7175445,21008091,2551288,3430745,12793648,2232410,41764,15601916,3429062,4948892,375709,86872,231486,12774672,89665184,80737449,4341984,3223099,10061846,10438,2995782,2959334,12379468,583299,7701107,4095062,1623608,213868,1409740,87989,12640668,1743050,22598620,171905,88757,5810901,8927735,5668064,3259671
2014:Q2,90023113,3989628,429279,1144158,78324,591738,2501236,21685408,665943,5206242,6526428,1935366,7351429,21283725,2638546,3533666,12826398,2285115,42392,16252653,3485064,5119788,379249,85088,235264,12720120,91091878,81962444,4364623,3336924,10125022,9045,2920671,3050024,12393816,561445,7754489,4077882,1673931,212989,1460942,88788,13148562,1769378,22925200,175496,96163,5884801,9129434,5846666,3282768
2014:Q3,90236887,3984547,476460,1143268,95445,593940,2425820,21919335,654583,5399926,6520108,1960901,7383817,21504601,2691508,3603849,12884816,2324428,44188,16016208,3446153,5040017,382351,83300,233013,12848242,91284051,82102409,4313747,3431242,10248124,9312,2968844,2921176,12475154,565061,7813703,4096390,1731616,222356,1509260,95030,12978937,1785769,22966710,178185,102868,5895695,9181642,5911855,3269787
2014:Q4,91211317,3804415,462771,1162262,83509,631548,2459446,22338165,579324,5614289,6694415,1993477,7456660,21863311,2819078,3712549,12953672,2378012,42450,16429941,3401701,5115068,386168,81516,230585,12718462,92346601,82801640,3993520,3587658,10440953,9064,3072970,2954014,12565894,535136,7924009,4106749,1758401,234407,1523994,93788,13150628,1814228,23219304,176823,105129,5859266,9544961,6273015,3271946
2015:Q1,91976166,3824568,450697,1129282,78144,608810,2434920,22506039,588918,5708316,6680748,2015513,7512544,21824407,2883177,3638117,12966766,2336347,41759,16807260,3394083,5223185,392830,82810,239987,12937385,93026663,83459888,4027926,3502939,10639312,10158,3002355,2956684,12482738,522874,7880805,4079059,1737784,238759,1499025,95346,13519867,1840293,23436829,182006,109103,5916548,9566775,6309687,3257088
2015:Q2,91816484,3599366,436559,1082405,71986,585832,2457997,22233682,604914,5556381,6591234,2001012,7480141,22064348,2969839,3624952,13077267,2392290,40332,16862825,3446827,5200114,400219,84100,247926,13001967,93152243,83349414,3777048,3706566,10584271,9239,2957534,2912830,12589533,569576,7935226,4084731,1770694,249626,1521068,97530,13533574,1853168,23524876,190358,96112,5746081,9802829,6470383,3332446
2015:Q3,90543150,3517067,457742,1053561,58550,564327,2585447,22318964,608959,5655262,6652630,2015056,7387057,22140919,2999761,3515820,13182512,2442826,33765,15467055,3403177,4852013,406864,85380,253092,13345228,91491486,82179371,3693472,3612309,10731867,8253,3015801,2969719,12629468,562809,8022975,4043684,1775362,245061,1530301,104220,12605717,1855808,23224209,194872,101500,5656794,9312115,5969521,3342594
2015:Q4,90789277,3302385,452849,965642,56064,566358,2532743,22296342,549052,5764908,6638742,2038864,7304776,22524115,3104127,3723810,13327624,2368554,35801,16203014,3134265,4980400,413757,86673,255601,12983268,91833005,82463601,3433006,3878429,10830600,8533,3078204,2927596,12508811,556257,8144448,3808106,1788869,252990,1535879,111267,12897215,1874994,23552936,200902,96527,5275712,9369404,6200170,3169234
2016:Q1,91931470,3426813,460269,978688,68965,598158,2351030,23035437,605961,5998622,6757428,2083692,7589734,22604496,3185896,3686081,13390130,2342389,33078,16056339,3197736,5019440,427088,85891,268368,13319674,92439690,83189440,3527810,3902008,11060346,8279,3064466,2760649,12559755,597374,8153951,3808430,1816530,252999,1563531,111501,12962099,1900754,23749392,206493,102828,5456530,9250250,5981128,3269122
2016:Q2,93167233,3366147,496690,925842,74083,608406,2484908,23518194,573355,6130299,6901036,2143818,7769686,22915519,3255872,3757759,13506332,2395556,31869,16217066,3194697,5109271,440459,85112,275197,13423773,93489438,84106613,3504337,4038985,11054278,8661,2969440,2807845,12650972,591756,8299487,3759729,1902438,261002,1641436,113155,13208765,1937403,23993857,214728,104144,5597605,9382825,6118366,3264459
2016:Q3,94569343,3242798,475508,702769,69604,649941,2726951,23780674,443309,6373829,6977176,2122345,7864015,23184173,3272670,3797323,13669342,2444838,30791,16860601,3301709,5270055,453898,84331,286417,13449123,94926128,85188352,3322933,4037932,11208177,8780,2943898,2952295,12658690,538335,8390329,3730026,1877134,269066,1608068,209886,13682571,1966131,24334461,225886,108549,5651029,9737776,6482312,3255464
2016:Q4,94180418,3110545,480201,645865,30865,705622,2570982,23285435,437207,6347232,6883652,2027507,7589837,23446818,3265866,3873798,13799520,2507634,31098,17212034,3261493,5239921,467168,83548,283918,13324906,95651111,85172835,3094839,4149530,11365101,8089,2955224,2906383,12664910,526031,8496125,3642754,1878447,265361,1613086,209480,13615579,1975327,24444267,237730,99856,5568073,10478276,7261709,3216567
2017:Q1,96193652,3507348,501547,706916,29234,727058,2569971,23548830,480005,6338295,6941623,2032649,7756258,23513085,3265747,3887815,13892299,2467224,33215,18190172,3314501,5473890,478113,85505,293685,13220582,97699904,86849326,3588695,4021114,11523541,8534,2926657,2831679,12666864,538593,8547328,3580943,1860277,266186,1594091,214449,14327132,1999938,24903973,245966,92215,5638292,10850578,7616141,3234437
2017:Q2,97665376,3388651,498035,720960,34130,711414,2798364,23743011,453625,6311997,7039169,2055939,7882281,23754730,3314893,3893426,14036698,2509713,29131,18821017,3352031,5614530,489011,87461,299932,13322969,99286557,88078518,3444829,4162133,11485455,9338,2892645,3005421,12800716,521699,8642591,3636426,1917130,271573,1645557,217659,14795306,2014854,25238465,252497,94616,5747454,11208039,7953888,3254151
2017:Q3,99333370,3469482,510367,742488,34319,745759,2734682,24117374,529082,6403472,7139803,2064251,7980766,24093955,3337743,4039302,14173641,2543269,30172,19654546,3407033,5792577,500692,89416,303465,13107043,101107622,89462485,3556706,4104011,11663084,7954,3029916,2880208,12946503,548930,8734496,3663077,1908391,277187,1631204,218184,15346982,2037843,25621187,264538,106469,5770509,11645137,8366607,3278530
2017:Q4,100941492,3358206,525826,690826,35300,719892,2823562,24440472,506490,6572904,7179258,2102735,8079085,24489892,3371196,4159737,14345179,2613780,26402,20676355,3421000,5974352,511780,91372,302923,12853333,103012869,90755811,3473071,4294816,11664473,7789,3120533,2966138,12967408,512912,8842725,3611771,1872852,270002,1602850,216167,15898985,2060852,26050753,284193,141138,5736643,12257058,8936102,3320956
2018:Q1,100900689,3479121,494383,660713,33850,722383,2658223,24431697,551093,6698748,7084055,2077541,8020260,24558525,3402661,4141206,14445844,2568814,34371,20501879,3464831,5918318,504960,116406,313540,13007490,103153662,90904077,3580023,4443185,11873150,8238,3067973,2633874,12974962,522163,8847149,3605650,1844659,272640,1572019,200571,15874256,2070165,26097139,288426,127505,5819951,12249585,8856729,3392856
2018:Q2,101315173,3131785,495715,659690,45941,717258,2819921,24233858,551606,6596977,7064855,2073052,7947368,24869036,3474580,4184133,14612520,2597803,35057,20864440,3468528,5990314,497899,141455,319251,13025026,103668612,91362231,3277387,4416506,11960282,8074,3092120,2741473,13038257,507805,8936344,3594108,1871683,273125,1598558,197004,16077205,2086550,26344834,289469,126528,5834859,12306381,8863599,3442782
2018:Q3,102532960,3012022,480651,691968,45479,779885,2875726,24207411,541018,6558429,6997732,2036283,8073949,25092122,3490927,4201033,14757813,2642349,34670,21797069,3441342,6138779,491140,166534,321152,12957011,105135591,92439100,3122968,4436220,12063220,8235,3143468,2723298,13116938,493310,8998517,3625111,1839451,261522,1577929,193804,16559687,2105250,26747135,291252,131502,5956672,12696491,9239142,3457349
2018:Q4,99996415,2819855,514236,690601,34390,747658,3241710,24493138,490975,6942081,7105112,2015449,7939521,25548910,3659585,4283775,14902541,2703009,34882,18723528,3374017,5470915,483518,191376,321451,13306230,101718195,90202536,2974828,4615160,12193983,7560,3289687,2981603,13206957,478801,9089623,3638533,1875896,276652,1599244,186055,14669831,2085992,25979672,279963,141932,5713417,11515659,8121410,3394249
2019:Q1,103717906,2905521,465789,713266,41966,808401,3275282,25308628,541881,7059669,7219552,2050557,8436969,25501808,3673310,4175979,14993087,2659432,19197,20636730,3527363,5832759,487539,193535,326804,13673318,105580427,93233844,2987311,4490669,12422273,8329,3483726,2947803,13283237,499738,9123412,3660087,1797779,276415,1521364,188809,16179620,2121145,26901578,282186,140310,5999069,12346583,8812716,3533867
2019:Q2,105708644,2738364,502130,769674,38661,937083,3534913,25757837,545116,7052007,7340607,2082279,8737828,25740004,3747617,4145118,15138040,2709229,19594,21137094,3618409,5946416,492278,195541,333666,13946981,107568290,94665946,2779904,4482709,12513904,8946,3600902,3174075,13463062,513665,9242028,3707369,1820594,275284,1545310,191798,16669576,2139945,27341562,286343,142261,6050365,12902344,9290410,3611934
2019:Q3,107103024,2739942,531466,735513,45707,881580,3821238,26526977,481837,7459928,7489704,2120608,8974900,26123037,3769205,4278113,15326211,2749508,11760,21143652,3648912,6019582,496418,197479,332752,13847010,108713584,95771147,2788625,4689878,12676312,10773,3834010,3288220,13586809,543700,9321770,3721339,1836216,279908,1556308,183203,16694746,2158578,27576005,290817,150670,6006285,12942437,9302560,3639877
2019:Q4,109887199,2914187,532111,729664,45773,888838,3827180,26926044,465459,7767644,7527209,2152823,9012909,26434360,3796595,4354222,15473695,2809848,14744,22737088,3740242,6324515,500921,199537,335204,13736791,111971502,98123193,2976102,4887724,12878861,10404,4002466,3206228,13665985,552596,9408258,3705131,1813314,276587,1536727,168847,17659517,2177366,28210091,295167,156403,6014718,13848309,10097211,3751098
2020:Q1,109717007,4303457,849784,760479,54801,1019015,4100228,28465818,525109,9216016,7987345,2117578,8619770,27467808,4447749,4680907,15602758,2736394,7767,17840059,3557510,5262386,504224,222036,353266,14948370,110051800,98900596,4345136,5819777,13493298,15053,4727179,3459350,14271663,574879,9747918,3948866,2294087,347522,1946565,166032,14543146,2175104,26944092,324188,146382,6176109,11151204,7561069,3590135
