date,FA476000105.Q,FA475013005.Q,FA474090005.Q,FA474010005.Q,FA472050053.Q,FA474022005.Q,FA473069153.Q,FA473061105.Q,FA473061705.Q,FA473062005.Q,FA473063005.Q,FA474023000.Q,FA473068005.Q,FA473065005.Q,FA473065100.Q,FA473065403.Q,FA473065503.Q,FA473065603.Q,FA473066000.Q,FA473092403.Q,FA473064205.Q,FA473093005.Q,FA474190005.Q,FA713068743.Q,FA473127003.Q,FA473130005.Q,FA472150053.Q,FA473169333.Q,FA473193005.Q,FA477005005.Q,FA473139103.Q
1969:Q3,195,47,1528,-664,0,340,0,204,136,0,0,1852,0,-380,-380,0,0,0,2232,0,0,0,1360,0,4,1356,0,0,0,-20,0
1969:Q4,208,48,1504,-80,0,340,0,140,200,0,0,1244,0,-128,-128,0,0,0,1372,0,0,0,1364,0,4,1320,0,0,40,20,0
1970:Q1,216,42,976,-180,0,272,0,76,196,0,0,884,0,-1300,-1300,0,0,0,2184,0,0,0,836,0,4,976,0,0,-144,34,0
1970:Q2,234,42,1392,-440,0,356,0,28,328,0,0,1476,0,56,56,0,0,0,1420,0,0,0,1252,0,4,1368,0,0,-120,52,0
1970:Q3,239,43,2480,1060,0,388,0,8,380,0,0,1032,0,108,108,0,0,0,924,0,0,0,2316,0,0,1924,0,0,392,32,0
1970:Q4,248,41,2952,1880,0,356,0,12,344,0,0,716,0,116,116,0,0,0,600,0,0,0,2816,0,8,2700,0,0,108,71,0
1971:Q1,233,58,2540,1088,0,152,0,16,136,0,0,1300,0,-16,-16,0,0,0,1316,0,0,0,2356,0,8,2524,0,0,-176,-9,0
1971:Q2,231,59,2740,532,0,148,0,16,132,0,0,2060,0,32,32,0,0,0,2028,0,0,0,2548,0,8,2704,0,0,-164,-20,0
1971:Q3,236,59,3472,1496,0,208,0,4,204,0,0,1768,0,72,72,0,0,0,1696,0,0,0,3240,0,4,2896,0,0,340,-55,0
1971:Q4,252,61,3552,1000,0,356,0,-12,368,0,0,2196,0,100,100,0,0,0,2096,0,0,0,3340,0,8,3336,0,0,-4,-21,0
1972:Q1,270,58,2660,-416,0,420,0,-40,460,0,0,2656,0,32,32,0,0,0,2624,0,0,0,2440,0,8,2472,0,0,-40,-8,0
1972:Q2,287,60,2080,-1260,0,560,0,-84,644,0,0,2780,0,-40,-40,0,0,0,2820,0,0,0,1840,0,8,2112,0,0,-280,-13,0
1972:Q3,298,61,5000,3456,0,556,0,-64,620,0,0,988,0,492,492,0,0,0,496,0,0,0,4712,0,4,4340,0,0,368,-51,0
1972:Q4,316,65,4344,832,0,548,0,4,544,0,0,2964,0,128,128,0,0,0,2836,0,0,0,4084,0,8,4120,0,0,-44,-9,0
1973:Q1,320,83,3328,-1176,0,476,0,492,-16,0,0,4028,0,536,536,0,0,0,3492,0,0,0,3208,0,12,3072,0,0,124,117,0
1973:Q2,338,88,3336,-40,0,512,0,196,316,0,0,2864,0,172,172,0,0,0,2692,0,0,0,3208,0,12,3332,0,0,-136,122,0
1973:Q3,349,91,3288,80,0,456,0,200,256,0,0,2752,0,752,752,0,0,0,2000,0,0,0,3064,0,0,2588,0,0,476,34,0
1973:Q4,369,93,2764,-496,0,464,0,148,316,0,0,2796,0,304,304,0,0,0,2492,0,0,0,2576,0,4,2524,0,0,48,88,0
1974:Q1,384,112,2960,780,0,356,0,84,272,0,0,1824,0,68,68,0,0,0,1756,0,0,0,3048,0,8,2628,0,0,412,360,0
1974:Q2,403,114,3028,1108,0,260,0,16,244,0,0,1660,0,-312,-312,0,0,0,1972,0,0,0,3120,0,12,2948,0,0,160,381,0
1974:Q3,401,117,3244,-684,0,316,0,36,280,0,0,3612,0,328,328,0,0,0,3284,0,0,0,3252,0,0,2560,0,0,692,292,0
1974:Q4,383,120,4116,1256,0,620,0,148,472,0,0,2240,0,204,204,0,0,0,2036,0,0,0,4184,0,8,3860,0,0,316,331,0
1975:Q1,335,132,5696,1904,0,900,0,256,644,0,0,2892,0,364,364,0,0,0,2528,0,0,0,5516,0,16,5360,0,0,140,23,0
1975:Q2,313,132,5816,2580,0,1248,0,368,880,0,0,1988,0,104,104,0,0,0,1884,0,0,0,5624,0,16,5764,0,0,-156,-11,0
1975:Q3,321,134,5552,-2376,0,1260,0,384,876,0,0,6668,0,1000,1000,0,0,0,5668,0,0,0,5264,0,8,5056,0,0,200,-101,0
1975:Q4,345,138,5940,-568,0,1052,0,308,744,0,0,5456,0,452,452,0,0,0,5004,0,0,0,5684,0,8,5752,0,0,-76,-49,0
1976:Q1,440,153,6384,-152,0,800,0,220,580,0,0,5736,0,584,584,0,0,0,5152,0,0,0,6148,0,228,5628,0,0,292,51,0
1976:Q2,490,157,5804,-820,0,672,0,172,500,0,0,5952,0,-76,-76,0,0,0,6028,0,0,0,5540,0,188,5296,0,0,56,69,0
1976:Q3,538,163,5732,-1656,0,528,0,140,388,0,0,6860,0,1064,1064,0,0,0,5796,0,0,0,5380,0,204,4952,0,0,224,23,0
1976:Q4,570,169,7704,1660,0,552,0,132,420,0,0,5492,0,456,456,0,0,0,5036,0,0,0,7400,0,208,7264,0,0,-72,97,0
1977:Q1,570,180,8344,980,0,648,0,140,508,0,0,6716,0,588,588,0,0,0,6128,0,0,0,8620,0,316,6944,0,0,1360,666,0
1977:Q2,586,187,7024,-272,0,436,0,164,272,0,0,6860,0,-532,-532,0,0,0,7392,0,0,0,7280,0,384,6348,0,0,548,655,0
1977:Q3,605,194,8252,644,0,380,0,96,284,0,0,7228,0,916,916,0,0,0,6312,0,0,0,8456,0,380,7396,0,0,680,615,0
1977:Q4,639,205,9068,2560,0,368,0,-76,444,0,0,6140,0,228,228,0,0,0,5912,0,0,0,9300,0,340,8656,0,0,304,666,0
1978:Q1,692,246,10024,1720,0,-60,0,-680,620,0,0,8112,0,776,776,0,0,0,7336,0,0,252,9796,0,436,8592,0,0,768,218,96
1978:Q2,721,270,7676,-4328,0,-1412,0,-924,-488,0,0,10736,0,-224,-224,0,0,0,10960,0,0,2680,7380,0,620,6208,0,0,552,155,144
1978:Q3,707,282,4736,-1192,0,-780,0,-512,-268,0,0,5048,0,-764,-764,0,0,0,5812,0,0,1660,4312,0,312,4312,0,0,-312,1,128
1978:Q4,666,295,5180,-1556,0,-1072,0,-672,-400,0,0,5220,0,-940,-940,0,0,0,6160,0,0,2588,4724,0,396,4532,0,0,-204,-85,144
1979:Q1,607,314,6544,948,0,-324,0,180,-504,0,0,5368,0,1008,1008,0,0,0,4360,0,0,552,6424,0,356,4996,0,0,1072,173,144
1979:Q2,542,319,6948,4640,0,-1064,0,364,-1428,0,0,1364,0,-848,-848,0,0,0,2212,0,0,2008,6828,0,676,5520,0,0,632,103,144
1979:Q3,457,335,5848,820,0,-608,0,96,-704,0,0,3784,0,-20,-20,0,0,0,3804,0,0,1852,5648,0,416,5944,0,0,-712,-78,144
1979:Q4,395,338,-316,-1516,0,-2284,0,-1048,-1236,0,0,708,0,2220,2220,0,0,0,-1512,0,0,2776,-676,0,60,-324,0,0,-412,-303,144
1980:Q1,302,389,-1848,-5796,344,-2328,0,-104,-2224,0,0,1656,0,5784,5784,0,0,0,-4128,0,0,4276,-1644,0,1032,-10476,0,0,7800,117,144
1980:Q2,276,375,6568,11588,468,1888,0,808,1080,0,0,-11692,0,580,580,0,0,0,-12272,0,0,4316,6856,0,828,4744,0,0,1284,189,144
1980:Q3,370,386,10872,6280,984,3084,0,528,2556,0,0,-1584,0,-1164,-1164,0,0,0,-420,0,0,2108,10596,0,1580,14472,0,0,-5456,-292,144
1980:Q4,546,401,7908,-2032,1132,1292,0,24,1268,0,0,4460,0,972,972,0,0,0,3488,0,0,3056,7764,0,3888,896,0,0,2980,1,364
1981:Q1,780,402,1368,-1240,1588,488,0,136,352,0,0,3688,0,-244,-244,0,0,0,3932,0,0,-3156,1748,0,544,1176,0,0,28,758,88
1981:Q2,1103,417,368,-1244,1988,-2072,0,-64,-2008,0,0,3476,0,-1916,-1916,0,0,0,5392,0,0,-1780,260,0,916,372,0,0,-1028,578,92
1981:Q3,1450,434,4812,-1024,1304,-1232,0,-368,-864,0,0,1308,0,-1280,-1280,0,0,0,2588,0,0,4456,4060,0,252,2224,0,0,1584,264,-4
1981:Q4,1812,447,6652,5264,1780,4192,0,596,3596,0,0,-1672,0,-396,-396,0,0,0,-1276,0,0,-2912,6196,0,660,5456,0,0,80,909,148
1982:Q1,2145,469,1152,7820,-1492,892,0,452,440,0,0,960,0,-1344,-1344,0,0,0,2304,0,0,-7028,2396,0,1136,1960,0,0,-700,2920,544
1982:Q2,2236,457,4504,2968,952,-904,0,304,-1208,0,0,-344,0,-980,-980,0,0,0,636,0,0,1832,3784,0,1656,1716,0,0,412,1059,276
1982:Q3,2123,446,14228,9572,2368,-2304,0,-468,-1836,0,0,1860,0,-600,-600,0,0,0,2460,0,0,2732,11792,0,1344,10560,0,0,-112,-759,156
1982:Q4,1792,438,21716,10124,1328,7080,0,760,6320,0,0,1924,0,-1076,-1076,0,0,0,3000,0,0,1260,20060,0,3216,19212,0,0,-2368,-302,-328
1983:Q1,1297,438,9904,16712,-4640,-160,0,1068,-1228,0,0,6176,0,1720,1720,0,0,0,4456,0,0,-8184,13104,0,2824,8804,0,0,1476,4059,-272
1983:Q2,912,447,12764,-1792,872,12476,0,5480,6996,0,0,7880,0,2520,2520,0,0,0,5360,0,0,-6672,13304,0,3060,8504,0,0,1740,1005,-72
1983:Q3,812,467,18304,-9504,4652,4284,0,1200,3084,0,0,10564,0,1368,1368,0,0,0,9196,0,0,8308,15168,0,1748,13920,0,0,-500,-2791,196
1983:Q4,954,500,21428,2768,3452,-4020,0,-2116,-1904,0,0,11380,0,1172,1172,0,0,0,10208,0,0,7848,19272,0,1476,19264,0,0,-1468,-1702,64
1984:Q1,1300,501,10272,-992,-772,1748,476,1360,-88,0,0,20316,0,4444,4444,0,0,0,15872,0,0,-10028,16636,0,972,14592,0,0,1072,7163,196
1984:Q2,1567,527,16680,1832,-1812,3120,248,2076,796,0,0,16244,0,3432,3432,0,0,0,12812,0,0,-2704,15640,0,2164,10564,0,0,2912,0,-464
1984:Q3,1711,544,14760,-972,1236,308,-112,1168,-748,0,0,10132,0,2016,2016,0,0,0,8116,0,0,4056,9780,0,1988,9296,0,0,-1504,-3813,336
1984:Q4,1713,558,16008,-3036,2724,-3512,-364,-1576,-1572,0,0,12908,0,2720,2720,0,0,0,10188,0,0,6924,12980,0,856,11168,0,0,956,-1873,416
1985:Q1,1530,597,13852,3164,-1448,6172,364,4856,952,0,0,12828,0,868,868,0,0,0,11960,0,0,-6864,19800,0,2560,15600,0,0,1640,6881,320
1985:Q2,1379,606,25408,5184,8028,3448,-108,2868,688,0,0,10332,0,3308,3308,0,0,0,7024,0,0,-1584,22600,0,4188,18784,0,0,-372,-2035,292
1985:Q3,1401,599,31592,6740,5872,3064,264,1232,1568,0,0,6148,0,4140,4140,0,0,0,2008,0,0,9768,25744,0,2436,27916,0,0,-4608,-5046,268
1985:Q4,1417,613,25948,7600,2516,2068,-64,812,1320,0,0,9492,0,5892,5892,0,0,0,3600,0,0,4272,23756,0,3400,16716,0,0,3640,-1388,496
1986:Q1,1288,641,13016,7432,2212,2156,-100,732,1524,0,0,11460,0,10020,10020,0,0,0,1440,0,0,-10244,19708,0,-964,20736,0,0,-64,7339,260
1986:Q2,1053,636,34632,9912,8496,3352,-12,3448,-84,0,0,8788,0,4992,4992,0,0,0,3796,0,0,4084,29368,0,-724,29512,0,0,580,-4847,104
1986:Q3,340,632,38304,12012,2288,4488,-192,2236,2444,0,0,9644,0,7668,7668,0,0,0,1976,0,0,9872,32644,0,1524,31432,0,0,-312,-5952,668
1986:Q4,362,641,29648,1648,-2952,6664,2576,808,3280,0,0,15308,0,10276,10276,0,0,0,5032,0,0,8980,28940,0,1744,25540,0,0,1656,-987,1616
1987:Q1,919,680,17212,4072,4224,5580,-2348,4996,2932,0,0,11072,0,11372,11372,0,0,0,-300,0,0,-7736,24244,0,1856,21524,0,0,864,7271,-944
1987:Q2,1149,695,26952,8048,-3324,5504,164,3224,2116,0,0,14996,0,9980,9980,0,0,0,5016,0,0,1728,20500,0,2776,16872,0,0,852,-5998,1620
1987:Q3,1191,715,11760,-9888,-3608,-156,24,3824,-4004,0,0,16484,0,9792,9792,0,0,0,6692,0,0,8928,6604,0,824,5068,0,0,712,-4680,-968
1987:Q4,1181,715,6876,-628,-3824,920,1020,864,-964,0,0,15448,0,11044,11044,0,0,0,4404,0,-192,-4848,6964,0,1284,2996,0,0,2684,554,1340
