1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q1,287345,29265,9556,951,0,568,18078,3495,10445,793,3345,0,12509,115,12394,2258,18608,55795,138,469,133760,5390,7597,0,0,-2207,1327242,696019,113294,2677,0,110617,125362,70151,16930,38281,1474,99739,16730,339420,1353,29279,308788,631223,625556,5667,77495,206227,37.57748291267185,37.60980515502024
1967:Q2,288529,31172,8777,843,0,667,15334,3418,7908,686,3322,0,13006,113,12893,2290,18388,56591,140,523,135559,5239,7769,0,0,-2530,1347761,700612,117478,3242,0,114236,128543,73315,16578,38650,1518,100977,11296,340800,1380,30529,308891,647149,641312,5837,75704,205408,36.85537470134464,37.85663718708776
1967:Q3,295263,32297,9099,827,0,605,14993,3916,7287,684,3106,0,12806,111,12695,2336,19289,57717,147,581,139850,4716,7946,0,0,-3230,1391235,706701,122009,3264,0,118745,127536,72504,16088,38945,1546,103648,11866,340096,1451,29416,309229,684534,678588,5946,77691,207369,37.465017330231284,36.80915450104747
1967:Q4,308373,34817,9682,1055,0,670,16871,3952,8614,1005,3300,0,13793,112,13681,2452,18911,60585,153,635,141598,7151,8116,0,0,-965,1442675,724426,125166,3034,0,122132,130088,76269,16575,37243,1567,109723,13225,344657,1470,31094,312093,718249,712221,6028,82641,218826,37.76557084690549,37.56194847240549
1968:Q1,313728,33207,9375,1357,0,1103,19243,3819,9950,1184,4290,0,12825,201,12624,2494,18496,61653,161,692,144408,8714,8306,0,0,408,1397396,738356,128216,3482,0,124734,134421,76063,17656,40702,1640,108829,17667,347583,1443,35743,310397,659040,652734,6306,83473,223697,37.315200307662295,37.009701634726454
1968:Q2,320808,35000,8129,1749,0,1067,18304,4603,8627,1333,3741,0,13371,331,13040,2545,21318,62888,170,759,149697,5811,8492,0,0,-2681,1480853,743328,131662,3400,0,128262,138817,79900,17958,40959,1668,113445,13031,344705,1566,32302,310837,737525,731114,6411,86326,227734,37.90653790683593,37.43653639139786
1968:Q3,327659,34846,8539,1832,0,1021,17515,5071,7879,1364,3201,0,12999,415,12584,2607,22906,64425,178,816,156494,3481,8692,0,0,-5211,1490826,755785,136491,4928,0,131563,139638,80567,17507,41564,1691,119316,12930,345719,1621,32571,311527,735041,728536,6505,87475,235248,37.18416575994528,37.30208817651091
1968:Q4,344916,37531,9056,1587,0,1121,19274,5099,8959,1434,3782,0,14378,582,13796,2752,24109,68028,185,845,160123,5927,8923,0,0,-2996,1625751,776053,139274,4249,0,135025,147531,86632,18296,42604,1702,126213,14330,347003,1671,33071,312261,849698,843150,6548,93523,249719,37.45124888999418,38.066400148213624
1969:Q1,352935,36754,7692,1856,0,2202,20976,6207,9399,1770,3600,0,13480,678,12802,2813,25548,69504,194,845,165141,5930,9185,0,0,-3256,1600427,790235,143342,4880,0,138462,150757,87858,19325,43573,1765,126219,15517,352635,1667,37845,313123,810192,803399,6793,95873,253799,37.77513488669285,38.10395996555902
1969:Q2,361094,40552,4593,1809,0,1946,19656,6806,7949,1601,3300,0,14020,854,13166,2883,26502,71268,207,816,171408,5434,9480,0,0,-4046,1589145,807696,146673,4914,0,141759,158106,92425,22533,43148,1811,131262,12220,357624,1674,42049,313901,781449,774485,6964,95874,263354,36.40501477087968,39.330735448354616
1969:Q3,369186,41094,3525,1618,0,2868,17611,7206,5786,1569,3050,0,14034,984,13050,2947,27077,72834,230,777,179673,4898,9789,0,0,-4891,1577042,825930,150311,5778,0,144533,160716,91908,25853,42955,1860,137469,12507,363067,1672,46659,314736,751112,743955,7157,94570,273515,34.575745791095265,39.719808907980244
1969:Q4,383618,43122,3652,1173,0,3311,17750,7628,5646,1676,2800,0,15264,1237,14027,3104,28569,76695,253,745,182946,7034,10093,0,0,-3059,1559906,847220,152431,5356,0,147075,167846,96543,27576,43727,1979,145730,12628,366606,1710,49192,315704,712686,705075,7611,98322,287833,34.15944514840671,40.42582615272356
1970:Q1,388081,40690,4348,1172,0,3762,17562,8156,5255,1476,2675,0,14253,1248,13005,3185,28802,78735,28,719,186944,7881,10335,0,0,-2455,1545626,859795,157352,7044,0,150308,182281,94260,31125,56897,2102,143498,12846,361716,1720,55786,304210,685831,677754,8077,97055,288773,33.6094676673688,38.99168577349838
1970:Q2,393561,39393,5311,1220,0,1259,19033,8432,6065,1486,3050,0,14725,1430,13295,3284,24169,81139,29,688,189675,13636,10546,0,0,3090,1434760,884661,163008,6895,0,156113,189143,97671,33717,57755,2147,146363,10054,373946,1560,68003,304383,550099,541846,8253,91073,294700,30.903675642829736,39.2680279411946
1970:Q3,397611,40512,5325,1141,0,63,18488,8433,6966,1164,1925,0,15299,1620,13679,3346,28916,82711,30,662,192568,8550,10761,0,0,-2211,1530405,888111,168834,7361,0,161473,188953,99467,30461,59025,2220,148279,10159,369666,1730,63395,304541,642294,633751,8543,95107,295727,32.16045678299672,38.371578707995056
1970:Q4,410505,44059,5347,798,0,234,19056,9389,6283,1209,2175,0,16624,1962,14662,3523,32658,87083,31,645,191389,9058,11016,0,0,-1958,1610055,898785,174363,7133,0,167230,191008,102658,28035,60314,2286,153602,9996,367530,1858,60909,304763,711270,702482,8788,102797,301425,34.10372792866041,37.72234878334053
1971:Q1,416889,39955,7544,1082,0,1318,19163,9954,5735,1049,2425,0,17822,2154,15668,3468,35609,85682,32,645,193247,11322,11260,0,0,61,1685587,901837,181120,8333,0,172787,191040,100885,28661,61494,2327,151671,11698,363981,2004,57106,304871,783750,774797,8953,105316,301248,34.95987213828794,37.048328544938386
1971:Q2,425525,40676,8824,1102,0,6,20525,9791,7130,929,2675,0,18605,2425,16180,3556,35451,87863,33,659,196592,11633,11494,0,0,138,1702567,914833,185270,6856,20,178394,196659,103924,30091,62645,2359,153719,10799,366027,2029,59386,304612,787734,778662,9072,107243,305389,35.116881780467125,36.883976156433484
1971:Q3,437368,40734,9265,1239,0,1063,20548,10510,6211,902,2925,0,19148,2735,16413,3641,35026,90017,34,677,201971,14005,11757,0,0,2248,1700875,926447,189398,7434,53,181911,199256,105865,29810,63581,2292,156998,12131,366372,2097,59523,304752,774428,765605,8823,108552,312238,34.76582154321213,36.821613866454896
1971:Q4,459917,42581,9509,1234,0,1077,24418,11275,9057,911,3175,0,20394,3080,17314,3873,36422,95705,36,690,203801,20177,12091,0,0,8086,1776045,943133,192699,6247,86,186366,202548,107678,29248,65623,2307,167228,13086,365265,2199,57844,305222,832912,824038,8874,115931,323486,35.83797940749199,36.22353158468992
1972:Q1,472308,40251,11740,1421,0,2565,23843,12388,7207,823,3425,0,19485,3438,16047,3755,37700,92802,36,701,210218,27791,12502,0,0,15289,1831092,950172,196912,7538,126,189248,208001,108691,30562,68748,2260,166069,14398,362532,2350,54798,305384,880920,872231,8689,118221,327258,36.12473233986683,36.25240161742818
1972:Q2,482689,40246,12324,1626,0,3111,22902,13219,5200,808,3675,0,20440,3835,16605,3817,37135,94309,37,711,215549,30482,12994,0,0,17488,1847148,963075,201580,8126,293,193161,214020,112809,30838,70373,2309,168842,12257,364067,2426,55807,305834,884073,875195,8878,118055,332872,35.46562593326804,36.51894168306322
1972:Q3,495002,43158,10941,1820,0,2103,23241,13513,4828,975,3925,0,21229,4272,16957,3894,37755,96238,37,721,222993,30872,13506,0,0,17365,1881751,978869,204465,7761,466,196238,217403,114580,30460,72363,2386,177323,13824,363468,2537,55047,305884,902882,893709,9173,119739,343948,34.813069344552744,36.22015801744223
1972:Q4,552551,44938,11890,2172,0,2688,26327,14235,6881,1036,4175,0,22896,4898,17998,4685,39717,115780,41,732,230207,50478,13977,0,0,36501,2046814,1004385,206450,6968,634,198848,230383,121936,33116,75331,2465,190373,15521,359193,2722,50438,306033,1042429,1032948,9481,128464,367914,34.9168474628212,37.08973976820131
1973:Q1,570700,41062,15583,2722,0,6514,24727,13258,5947,1097,4425,0,22376,5350,17026,4067,41532,100509,42,743,240370,70453,14459,0,0,55994,2010118,1029097,207245,5871,955,200419,243384,130435,35284,77665,2659,191868,17634,366307,2695,56413,307199,981021,970789,10232,132883,381091,34.86906856535843,38.07777861762831
1973:Q2,589567,41060,17879,3005,0,6345,24502,13437,4759,1256,5050,0,24162,6183,17979,4173,42579,103102,45,754,251373,70588,14952,0,0,55636,1980184,1065214,211128,6032,1490,203606,257992,136506,37122,84365,2895,203022,15760,374417,2634,63977,307806,914970,903834,11136,136124,398442,34.164090942058444,38.29715457538694
1973:Q3,607558,42702,17271,2729,0,9501,21890,13633,1923,1659,4675,0,25120,7038,18082,4243,48182,104878,49,765,264071,66157,15456,0,0,50702,2053869,1088637,214618,6335,1979,206304,271586,137202,39100,95284,2992,211491,17565,370385,2826,58614,308945,965232,953723,11509,143040,411694,34.74427920818724,37.56397817571312
1973:Q4,643758,46315,16623,3329,0,11262,23431,14876,2482,2035,4038,0,26604,7448,19156,4679,46857,115623,51,775,269317,78892,15970,0,0,62922,1960534,1139392,219254,8382,2430,208442,287062,140013,40752,106296,3011,228428,19305,382332,2697,69671,309964,821142,809566,11576,148592,436881,34.012038619638304,37.35761440220536
1974:Q1,657111,42253,18791,3729,0,12472,24079,16212,968,2330,4569,0,25943,7808,18135,4636,52182,114556,52,785,281929,75704,16497,0,0,59207,1955738,1158372,224325,9235,2841,212249,295847,144446,43064,108337,3383,228286,22325,384206,2791,70367,311048,797366,784355,13011,154291,447356,34.4895162507295,37.823126262580864
1974:Q2,671702,42598,19179,3529,0,10046,23788,15131,1492,2607,4558,0,27186,7854,19332,4707,54194,116340,56,794,297374,71911,17038,0,0,54872,1934520,1197677,230873,9967,3265,217641,309818,155996,44885,108937,3489,238995,21308,393194,2718,79538,310938,736843,723428,13415,154128,471151,32.713081807852916,38.996029822135824
1974:Q3,689248,45449,19045,3129,0,8630,26587,16933,1981,3080,4593,0,27745,8027,19718,4870,44800,120347,60,804,305285,82497,17588,0,0,64909,1797600,1242426,237971,12569,3596,221806,312847,160249,46427,106172,3814,248794,25444,413556,2459,98010,313087,555174,540503,14671,148444,493483,30.080875593251278,39.80348925414182
1974:Q4,687711,47772,20464,4946,0,5485,26740,16520,2613,2953,4654,0,28324,8048,20276,4987,53476,123237,65,816,245519,125880,18143,0,0,107737,1740849,1167879,244828,12513,4078,228237,320394,164975,50091,105327,3981,165205,24516,408955,2670,92774,313511,572970,557656,15314,159699,417301,38.26953666911933,40.263760064923844
1975:Q1,811003,52231,19761,2170,0,1453,22971,6255,6488,3999,6229,0,34514,15588,18926,5135,62821,126873,67,832,262584,219591,18694,500,0,200396,2125894,1425495,255988,14009,4508,237471,312367,156193,50686,105487,4005,153059,22901,677175,3035,81634,592506,700399,684995,15404,162239,396848,40.8818548591374,38.86452886043305
1975:Q2,827261,54311,21958,1739,0,794,25659,6685,8123,3555,7296,0,34461,14758,19703,5287,69226,130649,71,851,269070,213185,19255,1000,0,192931,2231356,1423642,262522,11658,5319,245545,310171,152390,51207,106575,4164,153416,18582,674787,3436,67154,604197,807714,791700,16014,174538,387252,45.07087977904488,37.586324976653565
1975:Q3,828173,53584,24292,1760,0,813,25362,7267,9192,3484,5419,0,33811,13728,20083,5331,58781,131735,75,871,285011,206747,19829,1500,0,185418,2169331,1451563,266725,11780,5920,249025,306528,146912,51417,108200,4161,163619,20917,689613,3431,72709,613473,717768,701766,16002,165463,394644,41.927137834090935,36.65190510521526
1975:Q4,837361,58272,24130,2622,0,1189,30745,8371,14264,3264,4846,0,34256,13044,21212,5484,60832,135561,84,890,271441,211855,20433,2000,0,189423,2229276,1457323,270946,9616,6678,254652,309037,146873,52700,109465,4434,176372,22292,674242,3665,66095,604482,771953,754897,17056,178680,407852,43.80998380516639,36.06797316587494
1976:Q1,871934,58428,24945,3182,0,3107,35755,9324,19259,3088,4084,0,33220,12914,20306,5626,68056,139041,89,912,290075,209498,21210,2250,0,186038,2361516,1475105,278936,10926,6985,261025,303887,138832,55715,109340,4714,167962,25583,694023,3965,57302,632756,886411,868276,18135,194385,399018,48.71583964571495,35.25477357937966
1976:Q2,902249,59066,26347,3298,0,1329,36008,9073,20432,3029,3474,0,34104,12785,21319,5700,67776,140857,93,942,305080,221649,22081,2500,0,197068,2410840,1504253,285306,11818,7487,266001,310665,140841,58008,111816,4897,176210,22915,704260,3984,61285,638991,906587,887750,18837,194766,409792,47.52800779535784,35.34852942011559
1976:Q3,922731,58507,25462,2709,0,1961,35022,9486,18534,3018,3984,0,34442,12658,21784,5812,67108,143610,95,964,317988,229051,22998,2750,0,203303,2457489,1540639,290926,10889,8360,271677,313259,139509,59147,114602,5063,182625,26002,722764,4032,65344,653388,916850,897381,19469,191733,418173,45.85017531990804,34.68240789030547
1976:Q4,985388,62967,28783,3439,0,1459,39154,10511,21547,2868,4228,0,36031,12531,23500,8244,67205,203740,102,964,302449,230851,23912,3000,0,203940,2521440,1559899,297550,11049,9163,277338,322692,141923,63866,116902,8872,195180,27790,707815,4130,67289,636396,961541,927412,34129,203971,439809,46.37721864285001,34.960326395531965
1977:Q1,1002795,58578,27955,3897,31,1701,39768,10494,22381,2789,4104,0,34396,13176,21220,8303,64801,205216,107,941,325485,231616,24948,3250,0,203418,2492715,1600862,306725,12083,11928,282714,329223,143995,67140,118088,9034,196568,29197,730115,4140,73906,652069,891853,857111,34742,197672,448983,44.026619159246124,35.10000916764173
1977:Q2,1023065,60714,29290,4744,74,1848,34028,9442,17508,2682,4396,0,35962,13829,22133,8437,69475,208534,111,895,338436,230517,26041,3500,0,200975,2540198,1622728,313376,12914,14079,286383,341281,149397,70964,120920,9202,204530,23478,730861,4284,72454,654123,917470,882073,35397,201068,461283,43.588826395431376,35.633222794770255
1977:Q3,1051023,60460,29897,4914,130,2167,33482,8984,17055,2375,5068,0,37056,14491,22565,8520,69931,210540,113,841,355283,237689,27201,3750,0,206738,2547890,1666486,321380,13175,15713,292492,346879,150423,71302,125154,9385,210061,26812,751969,4348,76139,671482,881404,845309,36095,201822,471773,42.77948515968598,35.15101373143067
1977:Q4,1097428,66717,35456,5686,200,2115,32988,9390,16556,2672,4370,0,39516,15155,24361,11302,72035,224410,121,790,346406,259686,28435,4000,0,227251,2572677,1713623,330331,12808,17377,300146,364205,155505,77648,131052,10368,227047,29134,752538,4459,75971,672108,859054,819176,39878,215987,502142,43.01309736027469,35.41376667832623
1978:Q1,1125537,59929,35080,7097,255,2376,31857,10332,14993,2897,3635,0,38680,15605,23075,11458,67468,228662,128,738,366132,275677,29775,4500,0,241402,2580494,1765752,336927,13719,18702,304506,376303,163617,78546,134140,10622,229719,32136,780045,4551,78536,696958,814742,773891,40851,204800,517737,39.556783916802765,35.876457738256796
1978:Q2,1150288,62348,35386,7450,268,2272,31087,9330,13970,3358,4429,0,39764,16057,23707,11594,72135,231986,132,667,389338,265861,31223,4775,0,229862,2670640,1794929,346165,14419,20838,310908,390920,170004,82257,138659,11049,241512,27075,778208,4845,69225,704138,875711,833210,42501,211613,535266,39.53416231537293,36.18026444369068
1978:Q3,1187626,63256,34266,6457,349,2038,29508,9061,12692,2779,4976,0,40817,16502,24315,11349,77307,233865,137,615,415102,272560,32705,5050,0,234804,2767470,1827264,354093,14992,23017,316084,394491,169128,83421,141942,11542,247814,30596,788728,5214,57634,725880,940206,895811,44395,213796,545951,39.16029904774915,35.7395989877841
1978:Q4,1254915,73015,38182,8317,610,2509,31966,9512,15070,2773,4611,0,43474,16976,26498,13023,72345,259898,143,618,407281,303534,34148,5325,0,264061,2803251,1896997,361647,15499,25041,321107,407961,174642,89550,143770,12979,271823,34055,808532,5270,61726,741536,906254,856335,49919,227562,585568,38.861730815820714,36.341904844099
1979:Q1,1299163,70571,36026,12524,1028,3434,31664,8896,14519,3364,4885,0,42864,17772,25092,13463,76954,265044,149,680,438034,306728,35585,5600,0,265543,2920489,1958785,370486,17665,27366,325455,422267,181089,93963,147215,13211,275152,38940,838729,5571,56451,776707,961704,910897,50807,232881,606809,38.37796625652627,36.92411827851412
1979:Q2,1331790,68771,33981,11273,1581,2949,34343,8604,17689,3430,4620,0,44358,18576,25782,13984,78445,271605,160,800,459209,310331,37043,5875,0,267413,2977799,2003744,381010,20564,29681,330765,437653,191031,99016,147606,13756,289137,34071,848117,5772,52584,789761,974055,921144,52911,232143,633819,36.62606517455721,37.941265788504595
1979:Q3,1395286,68762,37659,9777,2246,2685,28160,7732,13855,2570,4003,0,45939,19389,26550,14725,83852,277424,166,939,490540,332412,38469,6150,0,287794,3105532,2069333,390698,23828,32325,334545,447273,199241,99700,148332,14309,305384,38687,872982,6095,42358,824529,1036199,981163,55036,234080,666840,35.10289484924672,38.51787019543026
1979:Q4,1459755,79073,40414,10080,3000,3116,29316,9586,13472,1800,4458,0,48500,20202,28298,16695,83307,306867,176,1060,479655,358496,39810,6425,0,312261,3214640,2136781,397935,24518,35028,338389,457048,205212,105883,145952,16399,327378,40986,897035,6196,43238,847601,1077859,1014783,63076,249366,703977,35.42244310330587,39.25383036668351
1980:Q1,1484388,76665,38748,9174,3757,2334,34124,10176,14300,1933,7715,0,47228,22314,24914,17655,80503,311833,192,1177,511553,349445,41113,6700,0,301633,3243594,2221759,412546,31052,37147,344347,466000,212470,109698,143831,16881,328407,46024,951901,6240,56615,889046,1021835,956911,64924,246482,727651,33.87363713085351,40.205125094011834
1980:Q2,1499108,78363,36770,8564,4432,3023,29518,9757,9914,1969,7878,0,50187,24427,25760,18631,91998,313827,201,1304,510604,351686,42341,6975,0,302370,3387179,2241846,431934,36334,40024,355576,452178,201304,112178,138697,17867,321601,39592,978674,6761,51791,920122,1145333,1076609,68724,253972,711008,35.71997724861461,39.56684244832845
1980:Q3,1581816,78961,37399,8670,5389,3443,31966,9264,13704,1679,7319,0,53453,26565,26888,19736,103136,316504,206,1421,530436,391096,43500,7250,0,340346,3596869,2311506,437794,32189,42743,362862,457795,212205,109772,135818,18554,328719,42354,1026290,7241,48688,970361,1285363,1214006,71357,270385,725239,37.282201041141285,39.54558753773547
1980:Q4,1659262,78660,45022,9696,6993,3887,34396,9132,13697,2205,9362,0,58102,28701,29401,22308,113879,353802,220,1507,529353,401437,44592,7525,0,349321,3806229,2371288,439987,28026,45892,366069,482681,232227,114209,136245,22988,356520,43864,1025248,7566,52270,965412,1434941,1346523,88418,294040,774846,37.94818077773822,40.58469737912032
1981:Q1,1780234,73026,51034,9384,9437,3459,28656,8799,12593,2243,5021,0,58548,30790,27758,23286,115801,355334,230,1541,572031,478467,45644,7800,0,425023,3961948,2520187,452914,31837,48925,372152,487054,230238,119793,137022,23596,374568,46958,1135097,7697,57205,1070195,1441761,1351007,90754,292338,803394,36.387863589127946,40.625679915033956
1981:Q2,1806237,68773,50593,9411,12915,2925,32498,8163,17272,3864,3199,0,61678,32903,28775,24193,113383,359895,244,1504,588802,479423,46635,8075,0,424712,3978559,2568684,470467,37819,52894,379754,509685,240650,126043,142992,24441,381680,41488,1140923,7753,66854,1066316,1409875,1315862,94013,292002,827680,35.279557912527956,41.27036135012742
1981:Q3,1828036,64426,49315,10495,16288,1514,36467,8021,19985,4475,3986,0,63963,35040,28923,26000,101866,359587,257,1498,603446,492914,47556,8350,0,437008,3891615,2658073,484375,44081,56029,384265,532672,253893,130389,148391,25323,378052,44008,1193643,7600,87727,1098316,1233542,1136139,97403,281869,850422,33.14460117815962,42.118202486795774
1981:Q4,1863024,57674,54971,12386,18416,1784,43236,8199,18652,5779,10606,0,67498,37176,30322,28894,109002,369351,271,1624,574123,523794,48396,8625,0,466773,4026489,2685816,492918,42722,59323,390873,548772,264405,141066,143301,29910,383423,39864,1190929,7953,82357,1100619,1340673,1225637,115036,299093,871480,34.320124214201925,43.02555939613491
1982:Q1,1880728,53891,54405,10066,19547,1820,36605,7908,16030,3809,8858,0,65797,37772,28025,30120,100296,197927,288,1882,580813,727271,49168,8900,0,669203,3911688,2748761,511578,49836,62963,398779,561100,277275,141959,141865,31800,372047,39220,1233016,8215,81202,1143599,1162927,1090438,72489,278512,880338,31.63694568982333,43.72896634580834
1982:Q2,1886709,53690,50577,11310,19930,2452,31586,8236,12805,3837,6708,0,67276,38374,28902,29497,98889,202781,288,2265,587005,729163,49783,9175,0,670206,3919417,2772427,521903,51741,66287,403875,580763,298004,144419,138341,32933,374910,33080,1228838,8534,78268,1142036,1146990,1073656,73334,270699,902153,30.005874318094705,44.81530490044866
1982:Q3,1939450,54252,58000,8268,19711,3305,33659,7731,15150,2506,8272,0,68155,38984,29171,27633,109408,206557,292,2689,598450,749071,50408,9450,0,689212,4046196,2798287,532166,49726,70589,411851,591189,314086,145584,131519,33494,377195,34754,1229489,9410,49752,1170327,1247909,1172793,75116,289292,921345,31.39887447789459,45.34595649681889
1982:Q4,1977688,68019,63573,10063,19031,2435,44459,7948,21011,3322,12178,0,70381,39594,30787,31897,128675,210743,302,3070,569115,755925,51213,9725,0,694986,4267840,2794800,533603,37614,74466,421523,599456,324269,145927,129260,27257,394163,35585,1204736,9871,39189,1155676,1473040,1386479,86561,339325,937559,36.1924072867616,44.817643973657994
1983:Q1,2022507,61905,63337,11580,17526,3278,49745,8071,24404,2830,14440,0,68911,40022,28889,28776,141890,215580,303,3409,581521,774746,52012,10000,0,712734,4430362,2809175,545830,41187,76920,427723,617970,326586,145888,145496,26800,376759,41447,1200369,10730,21449,1168190,1621187,1533804,87383,352670,931867,37.84550928183569,44.13657187758199
1983:Q2,2087760,68535,67829,11545,14825,3899,56051,9343,26870,3753,16085,0,71201,40456,30745,27745,158078,220261,304,3707,602729,781051,52823,10275,0,717953,4648259,2822972,557500,38849,79803,438848,630082,326236,153678,150168,28549,380096,37404,1189341,11738,-1952,1179555,1825287,1736716,88571,384469,936263,41.06421112858204,43.68227571287197
1983:Q3,2120338,73516,66597,13176,12259,3847,51430,9943,24105,3141,14241,0,72761,40895,31866,27674,158269,225710,307,4044,630051,780697,53717,10550,0,716429,4683554,2884619,565894,40547,81876,443471,645343,332084,158128,155131,30398,376903,41038,1225043,11868,15612,1197563,1798935,1709522,89413,383138,948700,40.3855896111694,43.81958137880204
1983:Q4,2187461,89573,69974,14393,11153,3248,64787,12188,30144,4187,18268,0,76700,41335,35365,26988,159277,262731,311,4501,626517,777308,54756,10825,0,711727,4678117,2944667,568188,36775,83897,447516,682020,353041,168609,160370,29770,401994,38646,1224049,12011,33419,1178619,1733450,1630514,102936,416906,999065,41.72960088998231,44.66658374307712
1984:Q1,2264551,102485,67460,15541,11509,4127,76853,12632,38101,2548,23572,0,77354,44278,33076,25313,156938,268766,312,5034,662415,790444,55868,11100,0,723476,4742652,3109419,584561,42518,85897,456146,710826,368704,178987,163135,30089,410679,43234,1330030,11629,87900,1230501,1633233,1527807,105426,439947,1044122,42.13561251906445,45.56234213047081
1984:Q2,2347119,97238,65810,16503,13318,5917,74845,11246,37282,3291,23026,0,81788,47222,34566,23535,154115,275475,314,5604,693100,839557,57194,11375,0,770988,4817396,3251868,606582,53463,88116,465003,748924,388805,190168,169951,34059,429080,39561,1393662,11259,129024,1253379,1565528,1456011,109517,433350,1101077,39.35690813988176,46.656832731989596
1984:Q3,2438743,96723,61132,12418,15272,3928,69308,11189,33740,3715,20664,0,85177,50197,34980,22369,170467,280585,317,6295,717799,896953,58571,11650,0,826733,4973174,3318210,630042,60349,90480,479213,764807,391682,198699,174426,34848,428203,40087,1420223,12189,108147,1299887,1654964,1543237,111727,435543,1119020,38.92183297412202,46.65234967608674
1984:Q4,2446002,102698,69124,13284,16062,3919,74011,9742,36467,5319,22483,0,91521,53143,38378,24401,175013,263661,314,7193,694120,910681,59893,11925,0,838863,4994318,3328645,660216,58490,104439,497287,802882,412301,214839,175742,35874,436676,42167,1350830,12913,95778,1242139,1665673,1553653,112020,461304,1164473,39.614826020028545,46.861537595602925
1985:Q1,2510356,90366,73050,12568,15820,8081,62817,10202,30156,4183,18276,0,90071,54565,35506,23485,187569,267804,318,8651,724675,945081,61120,12223,0,871737,5212544,3425507,685075,62972,106139,515964,806549,423221,218787,164542,37203,433874,42555,1420251,13761,87249,1319241,1787037,1671498,115539,458922,1181409,38.84532004158141,47.26255161369613
1985:Q2,2557300,96506,66808,11895,14675,4225,82688,9798,42730,3502,26658,0,93112,56021,37091,20429,197608,274917,311,10112,736169,947845,62582,14237,0,871026,5346939,3484726,717806,68886,110639,538281,815047,425627,222247,167173,38896,437622,38470,1436885,14718,74269,1347898,1862213,1744053,118160,484517,1192852,40.61837239792433,46.759855855318776
1985:Q3,2605015,107016,68688,12514,14413,4794,70885,9326,35913,3533,22113,0,95597,57497,38100,21043,186046,277439,303,10393,746326,989558,63671,13999,0,911888,5366733,3603510,742619,69036,116039,557544,821712,434910,223552,163249,39870,434607,41296,1523406,14545,113638,1395223,1763223,1642361,120862,474749,1203401,39.45059822621296,46.50540566632872
1985:Q4,2807934,125714,69301,16023,14516,3374,81169,10478,41102,4017,25572,0,102580,60075,42505,20675,214143,370692,296,10799,739342,1039310,64155,16657,0,958498,5655233,3589880,780402,72207,127039,581156,864685,454562,238234,171889,40132,479653,39009,1385999,18707,-23994,1391286,2065353,1917631,147722,535039,1283665,41.680584716343745,46.502271178274405
1986:Q1,2812248,115339,74757,17734,16069,3349,69882,11646,33539,4167,20530,0,98623,58505,40118,24088,247091,374288,280,12589,724905,1033254,68584,14908,0,949762,5845611,3550562,810766,69514,124039,617213,878671,461150,244321,173199,41811,444559,40329,1334426,18707,-64626,1380345,2295049,2137668,157381,556810,1259874,44.19570436687745,45.872427798510095
1986:Q2,2852466,112387,80427,18854,16952,2900,80815,10268,40715,4518,25314,0,98555,56955,41600,23470,264642,380217,284,13947,739512,1019504,72687,19259,0,927558,6003453,3595503,846331,68654,120767,656910,902550,470500,254864,177185,43400,439233,39574,1324415,18707,-56677,1362385,2407950,2245424,162526,590924,1272826,46.426157868560495,45.40152921018054
1986:Q3,2927217,103940,92218,18104,18216,3742,78234,9378,38961,5750,24145,0,97793,55278,42515,23498,248845,384997,270,14709,759201,1083450,77366,18493,0,987591,5954117,3752609,878036,72779,119531,685726,917434,472674,263030,181730,44548,445482,41274,1425835,18712,1995,1405128,2201508,2032679,168829,578008,1295239,44.625589131184924,45.02905285541968
1986:Q4,3087837,123998,85530,19201,18117,5073,77913,10173,40325,2360,25055,0,100233,53216,47017,24955,265538,492660,256,15676,741486,1117201,83082,18726,0,1015393,6255739,3819043,892043,62865,117138,712040,982938,520589,274200,188149,49532,477971,42784,1373775,18742,9989,1345044,2436696,2241896,194800,611046,1378409,44.32980856674699,45.74200417927399
1987:Q1,3188270,124940,81118,16826,18826,5556,75671,12384,37705,2274,23308,0,98104,53681,44423,26134,321289,497641,239,16057,772240,1133629,87788,19050,0,1026792,6711253,3799100,918406,63593,117349,737464,1002056,505739,278169,218149,55308,477734,43947,1301649,19042,-86033,1368640,2912153,2709357,202796,660283,1369181,48.22465877363361,44.130011108251196
