1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q4,344536,-15457,18143,1424,8761,1055,2457,5249,3530,0,0,228794,0,99341,90035,9306,322714,137044,41,114541,25430,89111,139,0,22323,12355,9968,185670,185610,60
1992:Q1,354301,3476,22462,687,10694,4019,1807,4868,3303,0,0,234614,0,79065,69898,9167,352419,139356,38,117436,25649,91787,134,0,21748,12032,9716,213063,213009,54
1992:Q2,360667,3537,18678,1587,10665,3981,1633,5051,2929,0,0,244642,0,78629,68084,10545,366371,135133,45,113208,24752,88456,134,0,21746,12440,9306,231238,231184,54
1992:Q3,372701,3765,16826,1446,13554,5616,2366,5572,4399,0,0,251980,0,80731,70383,10348,372671,140307,142,115003,24965,90038,129,0,25033,12822,12211,232364,232312,52
1992:Q4,379447,4083,13353,1302,14059,6264,2242,5553,3877,0,0,259684,0,83089,72750,10339,418529,140028,104,113917,22436,91481,122,0,25885,13502,12383,278501,278453,48
1993:Q1,393675,5119,19181,835,13379,5605,2277,5497,3485,0,0,269686,0,81990,70949,11041,453302,145229,93,119093,23885,95208,122,0,25921,12894,13027,308073,308023,50
1993:Q2,403164,5168,13294,982,14894,5993,2504,6397,3955,0,0,279031,0,85840,73891,11949,442347,146093,253,120869,24898,95971,115,0,24856,11431,13425,296254,296204,50
1993:Q3,412266,5982,14991,354,15608,5719,2549,7340,3493,0,0,286718,0,85120,73739,11381,463926,147139,124,122287,25480,96807,105,0,24623,10589,14034,316787,316735,52
1993:Q4,426747,5081,13342,804,16169,5500,3222,7447,2012,0,0,298465,0,90874,79358,11516,463564,149331,22,126469,27950,98519,52,0,22788,10279,12509,314233,314182,51
1994:Q1,430509,5744,14101,449,17166,6050,3489,7627,1819,0,0,300753,0,90477,78732,11745,463796,151046,124,126970,29565,97405,49,0,23903,11546,12357,312750,312698,52
1994:Q2,439262,5797,19894,745,16531,4953,3842,7736,2293,0,0,306966,0,87036,75947,11089,479449,153395,21,130201,30660,99541,48,0,23125,10895,12230,326054,326002,52
1994:Q3,448643,6304,16699,654,17347,4958,4334,8055,2138,0,0,314674,0,90827,79417,11410,471385,156122,96,133818,32944,100874,48,0,22160,10153,12007,315263,315205,58
1994:Q4,458913,6400,18683,1029,16972,4702,4964,7306,1942,0,0,316908,0,96979,85047,11932,472788,164565,63,142559,33948,108611,48,0,21895,8738,13157,308223,308161,62
1995:Q1,476089,6898,19879,724,15951,4064,4206,7681,2589,0,0,331228,0,98820,86801,12019,516311,169373,135,147694,34444,113250,49,0,21495,8380,13115,346938,346873,65
1995:Q2,491475,5743,19468,912,17458,5762,3996,7700,2312,0,0,341368,0,104214,91979,12235,566395,174336,2038,152231,34341,117890,48,0,20019,7078,12941,392059,391987,72
1995:Q3,506743,6654,23049,470,15363,3119,4253,7991,2005,0,0,352463,0,106739,94873,11866,624704,180909,72,157789,36813,120976,45,0,23003,9343,13660,443795,443717,78
1995:Q4,514698,6356,21409,804,16178,3494,4794,7890,2356,0,0,354955,0,112640,99331,13309,654300,180180,258,157195,33112,124083,45,0,22682,8460,14222,474120,474039,81
1996:Q1,522423,6928,22041,533,15285,2872,4865,7548,1980,0,0,362023,0,113633,100434,13199,706225,185431,136,163111,34992,128119,45,0,22139,7966,14173,520794,520706,88
1996:Q2,536482,7859,19539,567,16555,2842,4943,8770,2069,0,0,372792,0,117101,103389,13712,710877,189765,137,167123,37521,129602,75,0,22430,7944,14486,521112,520993,119
1996:Q3,541585,8734,20551,334,17670,3396,4835,9439,2221,0,0,378361,0,113714,100275,13439,763340,190474,59,166220,34672,131548,75,0,24120,8968,15152,572866,572658,208
1996:Q4,563124,12084,25330,944,19873,4106,5029,10738,2564,0,0,384575,0,117754,102757,14997,904542,204427,752,165690,30740,134950,75,0,37910,20369,17541,700115,699891,224
1997:Q1,570298,8157,19620,551,20833,3649,4643,12541,2161,0,0,396904,0,122072,107003,15069,943001,211452,568,165783,32197,133586,80,0,45021,28455,16566,731549,731403,146
1997:Q2,593941,7179,23256,599,22195,2961,5327,13907,2152,0,0,412320,0,126240,110259,15981,1065157,224696,473,173877,33937,139940,80,0,50266,33298,16968,840461,840297,164
1997:Q3,611488,6147,25096,686,21214,2744,4451,14019,1886,0,0,424432,0,132027,116516,15511,1190218,234009,584,180176,34542,145634,81,0,53168,35514,17654,956209,955997,212
1997:Q4,628230,3042,24888,1526,25407,4042,5604,15761,2538,0,0,427120,0,143709,126378,17331,1304097,244205,1327,184907,37609,147298,95,0,57876,39129,18747,1059892,1059614,278
1998:Q1,661075,7048,24328,469,29069,2285,8754,18030,2716,0,0,441534,0,155911,137306,18605,1438444,262299,1388,197449,41826,155623,89,0,63373,44500,18873,1176145,1175674,471
1998:Q2,691188,9425,23295,4416,24856,1701,5893,17262,2461,0,0,456869,0,169866,149707,20159,1461184,279054,5046,209468,48001,161467,86,0,64454,45724,18730,1182130,1181685,445
1998:Q3,706597,7845,21221,329,26409,984,6528,18897,2473,0,0,467405,0,180915,159366,21549,1222903,288810,4756,217840,49965,167875,92,0,66122,46687,19435,934093,933660,433
1998:Q4,746290,9265,24158,5882,22693,928,6741,15024,4268,0,0,501107,0,178917,155029,23888,1419103,295857,6141,219936,45421,174515,107,0,69673,48000,21673,1123246,1122881,365
1999:Q1,761610,14597,20917,4158,21728,1164,6206,14358,3742,0,0,511649,0,184819,162520,22299,1446719,305721,4372,230366,46431,183935,119,0,70864,50757,20107,1140998,1140976,22
1999:Q2,776066,16583,18687,4482,21191,1174,4206,15811,4358,0,0,512361,0,198404,170249,28155,1533201,318110,4529,237352,48863,188489,131,0,76098,53973,22125,1215091,1212226,2865
1999:Q3,781408,26128,19547,5320,20786,896,4035,15855,1659,0,0,517342,0,190626,162943,27683,1356847,325283,5086,242036,45569,196467,129,0,78032,55696,22336,1031564,1027946,3618
1999:Q4,808390,21567,33755,6926,30353,8861,5409,16083,2700,0,0,530835,0,182254,152805,29449,1392814,351033,7354,253649,54501,199148,145,0,89885,59175,30710,1041781,1038286,3495
2000:Q1,811862,21963,24371,4805,20512,935,4819,14758,1984,0,0,549224,0,189003,156668,32335,1385201,344063,5441,261807,50776,211031,141,0,76674,55418,21256,1041138,1037521,3617
2000:Q2,830688,29141,23098,4286,19230,1086,5046,13098,4120,0,0,559673,0,191140,157729,33411,1371047,356147,5387,271142,52452,218690,144,0,79474,56594,22880,1014900,1011443,3457
2000:Q3,871007,32197,27609,4192,19827,1114,5158,13555,1872,0,0,586297,0,199013,164416,34597,1591758,372797,5184,242985,54141,188844,145,0,124483,100576,23907,1218961,1215393,3568
2000:Q4,905907,35612,32151,6022,19114,848,4878,13388,1754,0,0,604731,0,206523,171319,35204,1629537,384383,5848,250455,55721,194734,143,0,127937,103966,23971,1245154,1241770,3384
2001:Q1,963398,24282,37335,5091,19864,845,5340,13679,2830,0,0,643483,0,230513,189876,40637,1636054,409215,5644,273912,63357,210555,139,0,129520,106642,22878,1226839,1223387,3452
2001:Q2,988416,20676,43035,5071,19213,942,5142,13129,2757,0,0,662345,0,235319,195938,39381,1764886,416125,5743,261338,62655,198683,129,0,148915,124724,24191,1348761,1345761,3000
2001:Q3,1022415,27235,38335,5266,18879,856,5070,12953,2736,0,0,686833,0,243131,200596,42535,1621273,430605,6121,263257,62405,200852,128,0,161099,136370,24729,1190668,1188216,2452
2001:Q4,1013370,26275,40994,6165,22972,1214,6289,15469,2045,0,0,692204,0,222715,181039,41676,1722335,425259,4882,256532,50609,205923,136,0,163709,137248,26461,1297076,1295586,1490
2002:Q1,1029210,28538,41583,3981,25813,1290,10286,14237,2183,0,0,699052,0,228060,183059,45001,1797915,434472,4917,250053,56463,193590,133,0,179369,153039,26330,1363443,1361791,1652
2002:Q2,1045538,32484,39820,5301,26344,1750,11603,12991,2186,0,0,717599,0,221804,174333,47471,1720401,432633,6263,248923,43445,205478,127,0,177320,149169,28151,1287768,1286738,1030
2002:Q3,1063373,35812,35614,4096,25907,1423,11021,13463,2224,0,0,733009,0,226711,176798,49913,1515122,438877,5314,253248,46591,206657,115,0,180200,150922,29278,1076245,1075050,1195
2002:Q4,1099761,33856,42359,5510,25139,1301,10836,13002,2969,0,0,756681,0,233247,180590,52657,1583555,457592,6629,268115,48311,219804,115,0,182733,147630,35103,1125963,1125142,821
2003:Q1,1138999,46729,32799,6657,30602,1168,11659,17775,2707,0,0,773685,0,245820,189675,56145,1548862,476113,12773,323031,44555,278476,113,0,140196,107021,33175,1072749,1072105,644
2003:Q2,1190321,42846,37392,7770,36466,2369,11050,23047,6760,0,0,799108,0,259979,203511,56468,1777169,499671,16489,341903,39581,302322,197,0,141082,110108,30974,1277498,1276805,693
2003:Q3,1197168,41257,35983,6676,29575,3010,12313,14252,6943,0,0,807772,0,268962,207551,61411,1822710,500302,8801,346612,40898,305714,228,0,144661,106313,38348,1322408,1321130,1278
2003:Q4,1229896,51161,37957,6056,28819,2745,11750,14324,7953,0,0,820875,0,277075,214561,62514,1992687,519458,8086,362965,42278,320687,223,0,148184,111350,36834,1473229,1471947,1282
2004:Q1,1301769,64221,42768,9622,28841,2163,12639,14039,8195,0,0,862923,0,285199,220076,65123,2067775,555114,10770,390324,57089,333235,222,0,153798,115649,38149,1512661,1508850,3811
2004:Q2,1328668,64431,39076,1867,29023,2425,13013,13585,7484,0,0,902387,0,284400,217478,66922,2025170,551128,3248,379975,51710,328265,216,0,167689,129051,38638,1474042,1467720,6322
2004:Q3,1442483,85397,33906,2863,29355,1564,14462,13329,7895,0,0,997019,0,286048,221205,64843,2069170,578018,4064,401877,52081,349796,186,0,171891,133071,38820,1491152,1484614,6538
2004:Q4,1492112,81465,36912,2127,31294,1986,13650,15658,5466,0,0,1042207,0,292641,226233,66408,2193531,581450,2930,398781,53112,345669,186,0,179553,143732,35821,1612081,1604092,7989
2005:Q1,1506117,70056,50807,9583,30104,1588,13695,14821,4252,0,0,1060344,0,280971,213073,67898,2105794,607255,9964,407559,59810,347749,167,0,189565,153398,36167,1498539,1490331,8208
2005:Q2,1564210,72792,55084,10078,38732,2381,12918,23433,3585,0,0,1088667,0,295272,225520,69752,2172642,634603,12157,419616,57915,361701,739,0,202091,164261,37830,1538039,1529525,8514
2005:Q3,1582786,75032,50693,11175,27038,2410,11634,12994,3865,0,0,1098312,0,316671,243305,73366,2151969,646037,12609,429645,63307,366338,682,0,203101,163034,40067,1505932,1497506,8426
2005:Q4,1626912,68939,54692,8568,24314,1121,11284,11909,8215,0,0,1131949,0,330235,253788,76447,2247292,661143,9138,440011,57143,382868,1311,0,210683,169578,41105,1586149,1578844,7305
2006:Q1,1632839,69226,60227,10661,26423,2675,12030,11718,7774,0,0,1123102,15517,319909,257309,62600,2313587,681559,10603,455363,58712,396651,1307,0,214286,172073,42213,1632028,1624697,7331
2006:Q2,1710529,75396,64572,10965,28464,2689,13403,12372,4519,0,0,1175942,14798,335873,271154,64719,2368614,719600,10630,497206,74398,422808,1334,0,210430,167313,43117,1649014,1641180,7834
2006:Q3,1768282,75586,68604,13701,29981,2323,12832,14826,4608,0,0,1219349,15121,341332,279032,62300,2485918,741032,13032,508643,75138,433505,1322,0,218035,174756,43279,1744886,1737018,7868
2006:Q4,1859368,84367,66722,9719,31127,2566,11447,17114,5573,0,0,1276756,15160,369944,303939,66005,2611790,786644,10253,539047,81730,457317,1320,0,236024,187297,48727,1825146,1816864,8282
2007:Q1,1864856,86532,68889,10221,28611,766,12863,14982,3914,0,0,1281072,15129,370488,295813,74675,2541181,795947,10609,557771,86019,471752,1378,0,226189,180403,45786,1745234,1736962,8272
2007:Q2,1922199,87207,77849,8314,27105,848,11891,14366,4133,0,0,1303093,15597,398901,324199,74702,2550954,845216,8804,599130,90345,508785,1808,0,235474,187612,47862,1705738,1698039,7699
2007:Q3,2008363,81817,96152,6976,32090,721,13041,18328,4572,0,0,1357669,19773,409314,340808,68506,2530606,896744,7645,631243,102141,529102,1827,0,256029,206015,50014,1633862,1626201,7661
2007:Q4,2051998,65758,107350,6999,53618,7177,10034,36407,6276,0,0,1369010,20450,422537,356184,66353,2302441,959256,7735,659051,116712,542339,1763,0,290707,240933,49774,1343185,1336481,6704
2008:Q1,2113935,61124,120641,5164,55055,6424,13160,35471,5881,0,0,1385571,20163,460336,384491,75845,2208645,989034,5721,686088,115762,570326,1758,0,295467,249991,45476,1219611,1211204,8407
2008:Q2,2246883,93180,150272,5609,78243,11960,28573,37710,7045,0,0,1377489,16720,518325,437364,80961,2051681,1106626,5993,735379,130322,605057,1737,0,363517,310185,53332,945055,936220,8835
2008:Q3,2178727,92883,117246,5083,69857,13796,16803,39258,6359,0,0,1365773,17277,504249,433210,71039,2331838,1060450,4912,699194,115851,583343,1734,0,354610,306406,48204,1271388,1263844,7544
2008:Q4,2324364,83665,172290,326,65403,3127,26069,36207,8241,0,0,1363555,19289,611595,536671,74924,2164009,1127315,713,664312,77705,586607,1747,0,460543,408042,52501,1036694,1030644,6050
2009:Q1,3160511,185688,153422,28727,54596,565,21782,32249,16681,9886,132496,1525499,20974,1032542,902396,130146,2537074,1697428,696,1177700,56148,1121552,2747,0,516285,424985,91300,839646,833130,6516
2009:Q2,3183015,176276,167658,34627,59284,7080,22502,29702,15910,10948,166954,1532453,20630,998275,867525,130750,2757851,1704208,813,1178841,51880,1126961,4436,0,520118,426255,93863,1053643,1046432,7211
2009:Q3,3230741,160598,188010,39794,60005,4196,22467,33342,16194,11832,207874,1579195,21404,945835,817337,128498,3112128,1732954,621,1185725,55614,1130111,2254,0,544354,454549,89805,1379174,1370824,8350
2009:Q4,3192638,121372,176711,48455,61499,5846,24441,31212,14604,12368,225275,1563693,21352,947309,803523,143786,2906725,1680632,553,1157773,60786,1096987,2350,0,519956,417402,102554,1226093,1217746,8347
2010:Q1,3173849,142948,178157,52654,62280,5821,22669,33790,16998,10717,230289,1566972,22035,890799,751825,138974,3066679,1658854,1002,1147763,73973,1073790,2355,0,507734,409593,98141,1407825,1405969,1856
2010:Q2,3183253,156305,167625,59999,44749,5039,22212,17498,18406,9883,203094,1616275,24347,882570,745314,137256,2849000,1636244,1264,1099542,63721,1035821,2485,0,532953,436009,96944,1212756,1208348,4408
2010:Q3,3289621,156262,176224,69328,89837,17264,30227,42346,18484,9628,236547,1604416,24690,904205,769827,134378,2948127,1727502,2324,1174127,64386,1109741,3745,0,547306,444163,103143,1220625,1215824,4801
2010:Q4,3217929,158380,184100,49966,79399,19700,21178,38521,19320,10292,251992,1579088,25105,860287,722924,137363,3055218,1668405,795,1150286,64767,1085519,3534,0,513790,414422,99368,1386813,1383734,3079
2011:Q1,3278701,168781,175987,58917,79067,16133,22331,40603,27333,9641,254263,1603404,25149,876159,729149,147010,3109615,1694466,1118,1156677,73651,1083026,3044,0,533627,429049,104578,1415149,1412570,2579
2011:Q2,3315306,190531,161925,61956,81337,8991,31629,40717,24647,9489,240499,1640751,25024,879147,727245,151902,3012067,1704910,1313,1202500,76958,1125542,2975,0,498122,390980,107142,1307157,1304609,2548
2011:Q3,3320522,188122,169885,52887,85938,20434,43415,22089,25254,8425,186776,1720363,26492,856380,713479,142901,2641950,1676328,1188,1180693,71721,1108972,3712,0,490735,382914,107821,965622,963164,2458
2011:Q4,3263569,201951,146409,50646,78434,26848,33243,18343,22899,8279,184108,1681313,27552,861979,721903,140076,2660318,1611106,1216,1160753,75876,1084877,3687,0,445450,334185,111265,1049212,1045568,3644
2012:Q1,3976459,253829,125789,201,134905,31423,36247,67235,53066,9681,201642,1994193,33685,1169468,765195,404273,3749780,1940446,1138,1277137,87182,1189955,3287,0,658884,301126,357758,1809334,1803953,5381
2012:Q2,3924872,285891,108300,232,99464,7296,20074,72094,53043,9870,186978,2044090,34751,1102253,731221,371032,3515186,1849904,1052,1197205,87018,1110187,3177,0,648470,298555,349915,1665282,1660495,4787
2012:Q3,4129906,284493,103623,392,107404,10776,20946,75682,107899,9888,200656,2208749,36202,1070600,828062,242538,3572989,2118680,1171,1411584,116963,1294621,2677,0,703248,444023,259225,1454309,1450176,4133
2012:Q4,4202526,299544,70459,10267,100961,7953,22300,70708,105333,9899,206456,2168840,34876,1195891,950636,245255,3670913,2159512,49,1401424,116436,1284988,2679,0,755360,500838,254522,1511401,1506835,4566
2013:Q1,4286268,296800,91325,9785,103119,9094,24997,69028,105987,7985,203611,2191557,36114,1239985,995279,244706,3871509,2210198,31,1395481,117743,1277738,2695,0,811991,563670,248321,1661311,1656514,4797
2013:Q2,4241516,296350,62782,6793,111326,18072,24101,69153,110734,7907,183006,2190913,36401,1235304,991997,243307,3968564,2172882,30,1360256,110567,1249689,2912,0,809684,560072,249612,1795682,1791452,4230
2013:Q3,4265767,313249,73404,9491,113420,16541,28172,68707,100514,6722,185504,2213264,37530,1212669,950887,261782,4001655,2173278,30,1351609,109375,1242234,2798,0,818841,564348,254493,1828377,1824160,4217
2013:Q4,4157852,348314,45830,7419,72796,15908,26744,30144,75694,5956,180325,2252358,39933,1129227,952524,176703,4048287,2059244,30,1384368,96552,1287816,2696,0,672150,552966,119184,1989043,1984070,4973
2014:Q1,4203477,357714,45480,7246,68484,15650,24666,28168,73031,8914,207389,2273683,41116,1120420,948507,171913,4106732,2057646,25,1385594,89675,1295919,2994,0,669033,555096,113937,2049086,2042019,7067
2014:Q2,4268583,359133,42412,9075,75261,20667,26694,27900,64118,9895,241302,2269003,42429,1155955,985349,170606,4114324,2063911,25,1386748,91308,1295440,2594,0,674544,555264,119280,2050413,2043600,6813
2014:Q3,4240568,350951,62656,7418,80249,21681,26531,32037,63838,11198,254127,2253800,43630,1112701,961740,150961,4094582,2026871,25,1377040,81883,1295157,2524,0,647282,531973,115309,2067711,2060766,6945
2014:Q4,4248605,389270,50075,2429,71983,13125,26511,32347,64817,11707,272279,2248928,44963,1092154,947856,144298,4184721,2020125,25,1374162,76963,1297199,2524,0,643414,523673,119741,2164596,2157659,6937
2015:Q1,4219412,366829,47650,5465,66107,9612,29108,27387,62331,11197,266024,2244440,46013,1103356,964876,138480,4070073,2000936,42,1366209,69965,1296244,2524,0,632161,519667,112494,2069137,2062288,6849
2015:Q2,4258688,348031,40405,7761,67276,8409,28180,30687,55103,10414,250138,2306465,47013,1126082,1000701,125381,4194169,1987764,64,1371853,56274,1315579,2475,0,613372,498535,114837,2206405,2199476,6929
2015:Q3,4210972,337343,37865,4044,71453,12270,28761,30422,37677,8491,215787,2374851,48013,1075448,957477,117971,3903601,1914471,89,1343448,16009,1327439,10534,0,560400,455162,105238,1989130,1981942,7188
2015:Q4,3833946,336333,36599,2190,51248,9425,21932,19891,23923,8790,206914,2122374,49013,996562,890218,106344,3604863,1551071,95,1195119,5659,1189460,13505,0,342352,243614,98738,2053792,2040893,12899
2016:Q1,3901368,326271,43390,3048,48499,9195,19946,19358,23382,8411,214218,2165314,50013,1018822,909775,109047,3385550,1581984,80,1229652,5583,1224069,13487,0,338765,249584,89181,1803566,1791190,12376
2016:Q2,3914425,342452,52770,3284,50490,8232,21207,21051,22228,8098,215464,2166818,51013,1001808,895418,106390,3389354,1593361,73,1250487,4599,1245888,13644,0,329157,237546,91611,1795993,1785170,10823
2016:Q3,4144597,343543,56771,2372,49394,6944,20366,22084,24703,8020,235785,2225010,52013,1146986,1038324,108662,3711429,1733653,76,1281752,2834,1278918,124475,0,327350,346168,-18818,1977776,1918793,58983
2016:Q4,4074578,354488,21211,2163,54224,9033,23111,22080,22839,8322,245599,2177261,53013,1135458,1031091,104367,4181670,1708133,66,1261541,2202,1259339,123130,0,323396,336016,-12620,2473537,2419286,54251
2017:Q1,4048023,368216,17380,2480,50008,11727,21162,17119,104022,8701,256900,2158103,54013,1028200,939565,88635,4194773,1725266,44,1270686,3278,1267408,129082,0,325454,353841,-28387,2469507,2412761,56746
2017:Q2,4113095,396156,21802,9086,67241,18435,15475,33331,103731,7489,263593,2169807,55013,1019177,926836,92341,4239332,1795376,29,1319414,3300,1316114,131869,0,344064,371089,-27025,2443956,2388574,55382
2017:Q3,4139198,388233,21098,8873,54035,13819,25998,14218,114278,7610,273801,2171822,56013,1043435,939930,103505,4351818,1802494,65,1333598,4281,1329317,134174,0,334657,363427,-28770,2549324,2489545,59779
2017:Q4,4122111,363751,24058,5243,62302,20632,25280,16390,123080,6650,281950,2152785,57013,1045279,967209,78070,4546232,1820773,57,1325999,4428,1321571,130940,4123,359654,386493,-26839,2725459,2666563,58896
2018:Q1,4110792,341832,24647,4243,73655,25024,32012,16619,121099,8373,262443,2194249,58013,1022238,956426,65812,4463352,1800178,173,1312440,2981,1309459,119800,4123,363642,389316,-25674,2663174,2599569,63605
2018:Q2,4094383,341557,35253,3219,78242,30930,30291,17021,115058,8529,258566,2198641,59013,996305,925230,71075,4367822,1767610,172,1299662,3887,1295775,121282,3793,342701,366379,-23678,2600212,2537097,63115
2018:Q3,4068638,352553,35412,3715,89049,32541,39567,16941,105728,8041,249550,2170608,60013,993969,924545,69424,4391990,1787358,58,1298777,5046,1293731,119709,3793,365021,382494,-17473,2604632,2539596,65036
2018:Q4,4090605,351136,25562,1593,92224,32993,39341,19890,104269,8194,217156,2255671,61013,973787,905686,68101,3896338,1753751,12,1301256,5933,1295323,115763,3793,332927,350408,-17481,2142587,2078393,64194
2019:Q1,4189452,352439,32444,1375,95543,32485,41653,21405,107241,4660,259386,2252077,62013,1022274,954701,67573,4102858,1817942,7,1337470,6179,1331291,119115,3793,357557,375552,-17995,2284916,2219351,65565
2019:Q2,4309014,370858,27831,1203,105640,37746,41864,26030,112866,4898,281789,2299580,63013,1041336,974057,67279,4283345,1877155,7,1370958,6379,1364579,121532,3463,381195,394892,-13697,2406190,2342799,63391
2019:Q3,4320569,353478,31265,1116,123406,53560,41106,28740,125850,2985,295505,2298195,64013,1024756,969928,54828,4292904,1881685,7,1373507,3834,1369673,112181,3463,392527,395359,-2832,2411219,2347815,63404
2019:Q4,4300718,358132,28254,2000,126766,55810,43100,27856,117658,3916,337628,2283148,65013,978203,933900,44303,4539037,1858772,9,1350035,5860,1344175,97426,3463,407839,397344,10495,2680265,2600612,79653
2020:Q1,4382878,397819,36264,2048,121489,53359,41185,26945,128723,2093,270144,2359568,66014,998717,958168,40549,3567415,1958996,7,1432946,5414,1427532,98784,3463,423796,427197,-3401,1608419,1527631,80788
2020:Q2,4488050,485423,47229,21796,125110,54426,38688,31996,119037,3295,321199,2332096,67014,965851,922132,43719,3835194,2034202,11,1495107,4887,1490220,98577,3463,437044,429654,7390,1800992,1719916,81076
2020:Q3,4492739,477093,43878,36527,116148,53941,36473,25734,104602,2134,346326,2346958,68014,951059,911956,39103,3789155,2000426,25,1461288,3571,1457717,100063,3133,435917,435175,742,1788729,1705733,82996
2020:Q4,4606246,493997,20936,41370,122432,61639,33830,26963,106605,2032,408679,2366920,69015,974260,933308,40952,4421865,2030472,7,1479919,5152,1474767,105679,3133,441734,440212,1522,2391393,2310524,80869
2021:Q1,4597869,413495,26467,29438,145458,84232,30682,30544,121170,1672,422394,2393165,70015,974595,931913,42682,4911617,1993171,116,1442209,5516,1436693,106739,3133,440974,442638,-1664,2918446,2828896,89550
2021:Q2,4720815,418178,20732,15842,144104,86512,29122,28470,129590,1410,455430,2438189,71015,1026325,981679,44646,5161450,2072149,75,1524801,6522,1518279,107678,2803,436792,440463,-3671,3089301,2999022,90279
2021:Q3,4752829,394277,18404,30136,139092,83824,27157,28111,125062,479,455774,2464696,72015,1052894,1010183,42711,5260688,2091176,109,1517694,6482,1511212,97844,2803,472726,465780,6946,3169512,3076588,92924
2021:Q4,4797164,397484,19152,26112,146447,92611,24661,29175,130224,-1960,491733,2454573,73016,1060384,1020860,39524,5285323,2130088,41,1544939,8122,1536817,105832,2803,476473,473725,2748,3155235,3068269,86966
2022:Q1,4755502,364222,21986,17795,148866,99788,22395,26683,150519,-3994,452427,2415486,74016,1114179,1070601,43578,5112904,2162609,81,1531079,7472,1523607,101745,2803,526901,524676,2225,2950295,2865410,84885
2022:Q2,4691789,404514,7877,23782,166439,120585,21194,24660,145486,-2309,373986,2431014,75016,1065984,1024334,41650,4602081,2174194,33,1516633,8813,1507820,91708,2473,563347,550043,13304,2427887,2343859,84028
2022:Q3,4671671,424175,12260,29207,176426,130572,19609,26245,150378,-4462,328159,2438816,76016,1040696,995192,45504,4572568,2190950,34,1472610,9189,1463421,83248,2473,632585,606478,26107,2381618,2289715,91903
2022:Q4,4746016,475903,10391,6105,181748,133582,19235,28931,30628,-4057,360576,2453169,77017,1154537,1115526,39011,4855895,2248688,7,1541766,9544,1532222,70180,2473,634262,587669,46593,2607207,2511693,95514
2023:Q1,4834942,487155,12849,5507,168630,122940,19092,26598,29854,-2789,397258,2487703,78017,1170758,1133612,37146,4609263,2265437,44,1547929,9003,1538926,70743,2473,644248,602913,41335,2343826,2245103,98723
2023:Q2,4837286,466964,13379,3625,166278,121963,18685,25630,31296,-3868,408960,2476693,79017,1194942,1159773,35169,4648814,2268052,4,1541211,12404,1528807,71173,1854,653810,610005,43805,2380762,2286217,94545
2023:Q3,4832689,435625,16022,2910,174247,126783,18045,29419,29345,-3266,388966,2482830,80017,1225993,1186519,39474,4539423,2261164,3,1486358,11018,1475340,76450,1854,696499,647138,49361,2278259,2188915,89344
2023:Q4,4977095,485057,13832,3924,182387,132398,18028,31961,29043,-3249,435991,2477269,81018,1271824,1240498,31326,5074728,2339512,3,1556281,12639,1543642,70666,1854,710708,654494,56214,2735216,2651515,83701
2024:Q1,5029748,497326,1975,1625,170801,123303,18159,29339,28369,-2735,481667,2463811,82018,1304891,1269412,35479,5359071,2365305,3,1632488,11362,1621126,71654,1854,659306,604871,54435,2993766,2911209,82557
2024:Q2,5050088,486609,12424,2025,173663,123783,18596,31284,28700,-4410,482597,2491941,83018,1293521,1256397,37124,5373013,2357736,3,1535168,9709,1525459,62282,1029,759254,690486,68768,3015277,2922982,92295
2024:Q3,5211026,513165,4653,1936,178834,133360,18850,26624,29193,-6048,518562,2544434,84018,1342279,1304428,37851,5619673,2440536,3,1590281,6158,1584123,50445,1029,798778,719256,79522,3179137,3083678,95459
2024:Q4,5159716,515613,4291,2437,176991,130064,18290,28637,36264,-6477,480832,2565588,85019,1299159,1264453,34706,5940549,2404057,2,1542082,7009,1535073,51942,1029,809002,728169,80833,3536492,3445590,90902
2025:Q1,5284556,499307,4600,4394,182446,137311,18251,26884,35644,-7430,509909,2602504,86019,1367163,1328525,38638,5863444,2477645,2,1606968,8672,1598296,52614,1029,817032,743919,73113,3385799,3292389,93410
