1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q2,7590,12791,13714,13714,-923,244504,12323,2416,2566,3005,399,12081,46874,29030,-6319,11912,1722,10529,137341,28705,23220,59117,26299,-401,-5957,-7430,-198,0,0,952,40534,245428,257272,19855,12548,74582,1450,5022,8449,36508,10601,16826,9081,11654,3319,8335,395,4945,1066,49059,106,68,31564,-11844,-3243,-8601,-5201
1984:Q3,7870,-3996,14304,14304,-18300,262499,6524,-73,3589,-14,2287,4308,83039,2954,30803,20238,7158,21886,104450,11535,18383,52906,21626,-216,9676,22707,824,0,0,938,24460,280799,248260,7756,6964,56090,2591,5173,20330,35652,996,24650,10006,9720,601,9119,345,7775,1303,59856,594,235,33876,32539,8896,23643,11866
1984:Q4,8524,2803,14844,14844,-12041,325191,4208,8325,4493,1579,827,46399,111501,7919,44181,12357,16250,30794,121560,34968,15020,50225,21347,293,2887,11368,1412,0,0,899,9440,337232,315855,-2146,38281,76739,3910,28285,36918,39850,9924,16835,13091,13830,4788,9042,83,5483,1412,61068,738,-124,11528,21377,9249,12128,5720
1985:Q1,8666,13760,15296,15296,-1536,161571,12625,-6849,3607,-2145,417,-17477,50495,11256,29052,11893,2378,-4084,66363,3222,8279,42551,12311,-20,11072,4054,970,0,0,864,37595,163107,159653,15049,-33763,58745,-3448,7446,-25946,34227,6753,18968,8506,-9758,-5680,-4078,-63,12564,2074,58297,-1266,159,45336,3454,-698,4152,-5094
1985:Q2,8757,10039,15845,15845,-5806,270584,2145,2009,6710,1402,1705,16358,74499,10579,22430,7391,8940,25159,109433,14268,14143,59038,21984,-253,21451,4558,1055,0,0,829,28683,276391,269651,5719,38732,26555,4914,6095,8996,44333,1953,25861,16519,16397,2677,13720,186,19683,2374,65523,1081,-205,29268,6740,2675,4065,-1282
1985:Q3,9583,10799,16086,16086,-5287,297874,12244,5262,1450,-5360,165,20547,109121,16634,25757,28167,18829,19734,120384,11352,17546,66182,25304,241,7505,13801,1147,0,0,726,10641,303161,285511,11233,22278,36760,-2182,-3679,24889,52862,14818,25838,12206,11264,7147,4117,307,20175,2757,53503,419,491,54434,17650,2834,14816,-1216
1985:Q4,10000,16202,16883,16883,-681,425419,-8040,14582,-7304,7807,-2237,62161,171523,13781,49565,26029,68999,13149,134894,27029,22851,64750,20264,205,8714,6478,672,0,0,651,35313,426100,412061,4145,57176,26036,5206,387,62013,58070,19176,28795,10099,25540,1192,24348,315,29512,3220,73705,2299,607,63829,14039,7243,6796,-6202
1986:Q1,10069,13545,17253,17253,-3708,233776,1156,-6326,6223,-2340,861,2244,103207,-749,42472,29765,-3943,35662,48188,1275,2167,46134,-1388,400,10296,13944,4804,0,0,1487,49631,237485,224134,2419,-32535,37743,2320,22726,19568,45938,-9682,25481,30139,-776,-2110,1334,91,38702,3896,57840,-1253,217,27238,13351,947,12404,-3476
1986:Q2,10532,12864,17362,17362,-4498,330329,15583,1976,299,1806,-367,31951,104354,15423,3926,41255,8409,35341,131364,10908,27796,73050,19610,159,6292,6148,2311,0,0,1312,27141,334827,326453,7787,53969,21271,-2337,11570,30229,72372,11068,39233,22071,12167,10188,1979,154,36113,4095,58267,549,514,19733,8374,3559,4815,-2333
1986:Q3,11028,29892,17488,17488,12404,397896,44669,3404,1711,3878,652,29742,181598,16879,42713,44375,29861,47770,103828,-1022,-2997,86765,21082,173,1524,4421,1452,0,0,1676,19169,385492,377689,42229,9336,47036,1716,17949,29036,79272,6720,52746,19806,6921,-226,7147,614,32830,4495,69657,-217,545,36270,7803,2234,5569,-18864
1986:Q4,11738,17141,17816,17816,-675,475821,55161,9258,2537,3306,-214,24823,120919,-4742,29767,59256,6480,30158,184081,56626,37513,77977,11965,-34,20506,2291,3222,0,0,1277,48688,476496,467451,48169,94233,45205,1913,-3896,24922,93597,15455,61482,16660,18618,-382,19000,890,37995,4716,82514,555,177,17843,9045,2559,6486,-5403
1987:Q1,12071,24294,17348,17348,6946,216359,-24463,-6204,-6649,6223,-573,1547,120165,9920,18960,52943,6449,31893,15438,-25462,-299,60643,-19444,92,25426,7382,2107,0,0,1411,74457,209413,201527,-3440,-78283,11138,-1763,12323,4717,82277,10719,39210,32348,-15301,-8057,-7244,802,51141,6938,60231,1155,160,69432,7886,2773,5113,-12223
1987:Q2,14666,47594,17794,17794,29801,304064,25424,1022,5819,-10583,-573,17794,75593,14564,9068,39332,-8980,21609,140681,6305,29036,91492,13848,184,21148,-6815,1570,0,0,1165,31636,274264,280842,12266,58547,36462,-3864,-2986,7302,83384,15747,47102,20535,7741,1112,6629,640,12165,5893,57276,-363,-1923,8302,-6578,1954,-8532,-32929
1987:Q3,15970,17838,18571,18571,-733,299124,8047,1810,-1683,-424,-731,20206,73627,2422,14210,30420,-1974,28549,123169,8711,21058,75580,17820,125,271,6616,1166,0,0,1233,65692,299856,292022,36775,-5282,35556,-3200,4693,30555,66724,1379,39896,25449,4139,-2479,6618,977,2068,6275,75269,468,-49,37054,7834,2200,5634,-1868
1987:Q4,16496,12203,19174,19174,-6971,213115,20052,4731,2895,-4971,-382,-30195,68433,-554,4007,29827,-4698,39851,139579,10916,31377,84236,13050,172,7661,6570,-78,0,0,1564,-2916,220086,202304,17987,27588,68434,2224,9914,-38134,35296,65,41799,-6568,-8187,-8389,202,31,-15677,10920,73630,-2064,-132,20474,17782,5361,12421,4293
1988:Q1,13873,11768,18662,18662,-6895,256164,-10577,-2761,2845,6128,3201,44116,77576,10762,2164,26749,982,36919,54491,3543,-505,53246,-1793,324,15363,10157,-969,0,0,1869,54401,263058,256245,-19311,-24374,53513,4193,28588,48257,38990,8543,18752,11695,-5168,-3415,-1753,127,1329,5940,85922,1472,-204,36971,6813,3010,3803,2105
1988:Q2,15749,21061,19779,19779,1282,324362,13577,4621,3252,-1816,2543,5206,84743,26309,-6289,16181,-1101,49643,136611,22084,19377,80671,14479,120,-2393,13885,52,0,0,2343,61618,323081,309285,25455,43145,32614,-4276,-16876,6725,61548,21415,21837,18296,11118,3392,7726,-399,337,6694,75720,1113,-395,66762,13796,6216,7580,-5312
1988:Q3,14992,41722,20524,20524,21198,300126,37966,-5130,2869,1833,2425,45181,81487,8511,17360,23662,-240,32194,116007,138,21823,79293,14753,14,-3755,12503,-769,0,0,2370,7125,278928,262587,28346,-8712,53659,-562,-651,39193,48806,5067,36427,7312,3498,-2784,6282,647,-5482,6113,78890,-401,624,18619,16341,7582,8759,-26730
1988:Q4,15029,9981,21348,21348,-11367,277362,1239,4527,1101,3590,2773,-28240,85748,27888,396,17946,-733,40251,145643,13933,41175,78137,12398,632,3350,5146,731,0,0,1940,49183,288729,278394,5350,34288,44354,-676,11705,-36396,71818,4806,43760,23252,13852,2679,11173,332,-2099,7909,84999,-464,1338,42084,10335,4871,5464,5048
1989:Q1,15859,41757,21547,21547,20210,273585,18856,-6138,12943,2539,-584,54034,97428,26643,5142,36801,2373,26469,60931,1254,8094,52593,-1009,421,-13676,14398,27,0,0,1329,31076,253375,242090,4896,-63212,37104,-1356,26199,68725,66582,14744,41391,10447,4683,-7760,12443,2366,-981,3806,69351,-85,-422,24435,11285,175,11110,-25899
1989:Q2,16690,25410,22810,22810,2600,333983,-20536,3933,15610,-6791,-664,77874,50436,15439,-22486,31492,-1058,27049,124377,14750,21441,73501,14685,272,14514,8576,-398,0,0,982,65798,331383,326624,-24307,37526,20653,3781,20795,79081,45405,6922,28693,9790,8132,4389,3743,1234,6771,8029,78912,69,1057,39485,4759,424,4335,-8720
1989:Q3,14228,51129,23171,23171,27958,213190,20864,579,11137,5936,-1545,-36466,47483,10262,-1386,15030,4474,19103,102175,6283,2673,80013,13206,295,6003,1322,-18,0,0,830,54595,185232,185614,17440,-12246,29767,1878,30926,-39911,40702,-586,33972,7316,-15878,2822,-18700,-1027,8609,5681,71936,-316,806,47246,-382,3525,-3907,-36901
1989:Q4,15089,3411,22031,22031,-18620,256629,29285,13941,4448,-2149,-1028,-11575,83245,11155,30113,19284,-2229,24922,118759,8896,21447,71391,17025,1720,11411,-2830,1230,0,0,1600,8571,275249,274193,14038,45238,41490,2564,13225,-11793,69086,10268,45435,13383,5621,3365,2256,1634,14903,10801,83113,-211,-309,-15207,1056,2432,-1376,11678
1990:Q1,16523,38694,22562,22562,16132,151857,-40986,-6093,-6693,-611,4717,12704,125405,18802,27043,44643,10159,24758,14875,-17397,-11972,55892,-11648,94,-11134,429,3025,0,0,2207,53918,135725,128497,-30347,-44258,2090,-1519,35689,-3366,44063,-28,37141,6950,-21453,-8112,-13341,54,11266,6685,84664,-1910,767,46072,7228,4573,2655,-22171
1990:Q2,17622,6943,21871,21871,-14928,167435,-1541,-1900,-7348,-977,2270,-5975,69459,-2459,20006,27066,-1815,26661,74638,7062,10799,51458,5319,-124,11091,3266,5071,0,0,2441,17064,182363,179169,-465,34254,-14590,-443,-10401,-2436,49301,-8804,41937,16168,-1579,2810,-4389,406,16324,7188,86430,-229,537,14873,3194,-1363,4557,10679
1990:Q3,17138,32156,22023,22023,10133,193758,1094,-345,-8142,5327,4811,11578,90470,19466,26554,26017,8409,10024,39273,-10232,-3054,39459,13100,701,-11101,7575,2998,0,0,2781,46739,183626,187737,17170,2977,-3136,2730,31603,-9512,51138,9334,37771,4033,-4304,815,-5119,-602,3380,7256,80627,-146,2864,5692,-4111,874,-4985,-15017
1990:Q4,16394,21834,21404,21404,430,264662,47606,3118,-8121,1811,5491,-9751,80271,-5128,29346,40807,2986,12260,71664,2457,28573,35612,5023,-880,31194,-4978,-458,0,0,3238,44456,264232,268962,31353,52759,18188,4002,14370,-13719,83322,8091,50612,24619,9365,979,8386,-875,11884,5837,80530,383,-660,-27777,-4730,359,-5089,-5440
1991:Q1,21489,38716,20505,20505,18211,185736,-26555,-10053,10454,6325,3086,30099,141559,-2658,72045,37248,16054,18870,-19910,-11779,-25686,31784,-14229,461,-9751,9437,4528,0,0,1433,44623,167524,159815,-18386,-36385,19558,475,54143,271,32556,-17103,33724,15935,-16956,-4975,-11981,-270,20351,6147,72992,-329,-120,25768,7709,5224,2485,-17227
1991:Q2,21444,19526,20189,20189,-662,179832,1141,753,2801,-4303,956,29273,46855,-26945,26252,20256,-493,27785,41636,-12928,354,53310,900,-819,12576,-3881,5080,0,0,1544,46220,180494,160728,-1643,28597,-43311,-107,-19754,41210,36698,-10680,28306,19072,-8313,6028,-14341,2794,28473,8211,92017,695,-922,-3917,19766,9530,10236,1918
1991:Q3,21848,24049,20276,20276,3774,277068,8102,814,5503,-1312,3039,36203,121495,-11071,63442,20262,2871,45991,2828,-10622,13442,-1328,1336,-51,24775,9030,7014,0,0,1537,58090,273294,254413,23312,17033,-15963,2444,351,40546,53384,-3235,42469,14150,1486,783,703,-1382,36967,4730,87215,-267,2521,2035,18881,5804,13077,-2202
1991:Q4,21178,-11630,19587,19587,-31217,297482,40865,6918,-1722,-1417,1870,-61346,127772,-9752,59152,27266,19329,31777,71215,-4476,25806,42548,7336,32,25168,6864,7428,0,0,1413,72422,328698,302697,33387,78935,-27998,-1788,6433,-60835,60610,11177,41339,8094,23027,4095,18932,1196,44724,5829,90240,583,-1082,49437,26001,8211,17790,32808
1992:Q1,26479,23304,19277,19277,4028,217304,-37554,-4433,13752,6551,3729,29797,106269,8300,28002,15963,16100,37904,-19410,-13137,-19172,28171,-15272,1157,5475,16796,13014,0,0,984,81176,213276,191614,-7442,-33617,-30511,3618,32395,33541,39524,-10780,26071,24233,-24746,-4882,-19864,35,50379,7644,84317,-783,903,36357,21662,10521,11141,3174
1992:Q2,26785,18180,20151,20151,-1971,291158,1240,222,-6574,-7873,324,30529,136319,3661,45564,43773,11900,31422,43461,-3410,20565,28168,-1862,115,36314,16438,12676,0,0,-208,28175,293128,267232,-11306,41658,-42550,-448,-15098,46021,68079,-2691,51813,18957,11225,2135,9090,516,50542,4046,96621,430,611,16885,25896,10368,15528,8605
1992:Q3,9360,14510,20093,20093,-5583,382730,-27057,3303,399,3933,1706,54032,143951,622,52880,31529,14568,44352,64094,-5992,14560,46895,8631,-223,5086,10906,4798,0,0,717,117085,388313,359937,-788,38882,-32535,997,-2874,73939,67298,4193,41585,21520,5637,3004,2633,-186,50055,9358,98380,122,1637,50015,28376,9280,19096,-5150
1992:Q4,25285,1785,21070,21070,-19285,232458,30818,1918,-7297,-9599,413,-9287,108941,-8546,36732,25093,21970,33692,70820,-1531,32212,25201,14938,807,34535,12740,10401,0,0,2730,-15482,251743,218299,4045,63059,-22101,-5085,-10670,-13225,59309,3695,36795,18819,4822,7193,-2371,-1354,51112,7305,92287,835,-1077,-10962,33444,10870,22574,23500
1993:Q1,18101,40531,21073,21073,19458,286765,-49016,-536,5614,2116,4767,17600,171432,-19346,36939,60967,24818,68055,-23227,-19469,-4242,11027,-10543,316,70568,6082,13442,0,0,522,67085,267307,247051,-9116,-46763,-42219,-2037,13330,73970,42529,-19872,35817,26584,15912,-4666,20578,606,67198,7776,116608,712,1324,7221,20256,10163,10093,-22430
1993:Q2,21163,32387,22579,22579,9809,362211,-13353,1965,-2650,-9384,2998,5736,157120,-3580,39241,36518,32696,52245,91416,11041,14605,55571,10198,1437,49344,20322,17344,0,0,1005,38911,352403,326122,-21141,80331,-17109,-3865,-7112,-5526,38746,-3465,18668,23543,28994,10676,18318,2249,68572,8454,103838,1830,-1082,48942,26281,10710,15571,-11224
1993:Q3,20810,29827,21822,21822,8005,469359,5604,-979,-9208,-5662,1571,48490,193050,-3705,50114,51265,22008,73368,98885,-4110,26822,54222,21951,-564,34167,17315,16821,0,0,-826,70696,461355,422212,12746,13295,-26505,-2116,-1890,81075,106740,-2627,71178,38189,9968,6398,3570,1588,71852,9217,96772,506,4720,44244,39143,8023,31120,-9016
1993:Q4,22401,38638,22883,22883,15755,413879,8018,4884,3425,-4591,4911,-6067,136701,9458,8712,50675,24834,43022,120078,11410,40494,35648,32527,3497,61916,28724,21098,0,0,3534,27751,398125,373314,9036,70604,-298,990,14797,-24348,96514,18942,39618,37954,12390,5735,6655,5100,72541,8920,83824,-368,1744,21867,24811,7685,17126,-16237
1994:Q1,11415,-595,23780,23780,-24375,432730,-11231,261,-1308,307,516,59024,99173,-7772,10426,38095,12942,45482,35805,3613,-57,29016,3234,2272,31857,12059,22205,0,0,1158,180632,457105,447142,18029,-32732,1760,-1829,16969,61872,127585,6843,82525,38217,-7731,-4858,-2873,-44,51425,6959,108070,2187,2122,92501,9963,434,9529,12010
1994:Q2,22236,11297,23726,23726,-12430,294307,-8740,2916,1693,-416,-2289,18582,18426,3192,-16793,31967,-17279,17339,114873,10028,23963,47733,33149,-52,64826,10550,15242,0,0,-492,59188,306737,295331,7436,11551,-14836,-3711,-5656,36028,99796,1246,69749,28801,-5039,-10738,5699,195,30122,6558,101617,-2267,-3152,36689,11406,-863,12269,10940
1994:Q3,24720,54210,23858,23858,30353,317979,7352,-1964,2202,-6376,-2426,24982,88593,12770,-13021,52530,11963,24351,123513,12154,22584,49092,39684,234,45563,8741,13868,0,0,3873,9824,287626,287962,10959,-27282,8946,-2795,9563,44957,97738,10003,60514,27221,4085,-4513,8598,368,29401,17373,88193,268,2847,3341,-336,-2117,1781,-29491
1994:Q4,23198,14029,24728,24728,-10699,235922,-1310,5877,2442,10016,-672,-64682,33063,17551,-9541,26353,-14719,13418,168426,27852,52578,44968,43028,-2007,11702,5828,42408,0,0,4512,20321,246622,234529,33996,41243,3095,584,24810,-99693,129965,15860,79367,34738,13669,3811,9858,-3450,3349,5807,57991,-1108,-1226,25497,12093,-2319,14412,9169
1995:Q1,21794,26963,24438,24438,2525,404110,-820,-5426,14299,-782,4932,51449,135999,23507,41310,30248,18371,22563,72259,29707,-3281,35590,10243,106,7146,31224,22648,0,0,4074,67003,401585,374309,-8309,-55628,50645,-1198,30869,81298,71541,8877,23580,39084,-5642,-4719,-923,-434,23941,11473,88003,-128,5041,82836,27276,1440,25836,-5169
1995:Q2,24231,54368,24230,24230,30138,495723,29918,1820,1495,3080,7701,80362,123029,13413,-19669,47806,4911,76568,160301,41705,20835,59277,38485,47,25551,16643,25430,0,0,4148,16198,465586,454558,21179,50195,51095,3131,44799,58860,102552,8767,50933,42852,12407,9809,2598,351,33044,13437,95897,309,-263,-32435,11028,-887,11915,-30138
1995:Q3,25291,45339,24526,24526,20813,405609,-30395,1218,19732,8487,5181,6550,92172,4929,-6989,58741,2966,32526,156906,17078,26549,65537,47743,85,16986,20009,27873,0,0,2167,78638,384797,366821,-21236,-51907,47568,-1005,24200,28768,116868,10802,53161,52905,5333,1825,3508,724,49377,7702,101576,667,6046,52140,17976,-1236,19212,-20048
1995:Q4,22396,15285,25005,25005,-9720,490933,-26181,5349,-627,-761,7396,49619,175915,-4871,24079,67113,20572,69022,147434,21260,35072,41339,49764,-143,-4834,5336,27984,0,0,9755,94691,500653,492847,-18836,29918,30293,2332,42145,33264,136739,14245,76615,45879,24125,-3762,27887,2441,62481,8943,91990,264,2775,43972,7806,-1080,8886,7111
1996:Q1,24511,36083,26130,26130,9953,476240,-27991,-6513,7742,417,10355,31634,172777,29905,23867,58473,14679,45853,104147,18780,20639,64653,76,-291,26497,23519,23464,0,0,3036,107447,466287,448269,-36445,-59629,82142,-1749,71184,41976,82024,4054,37265,40705,19462,10217,9245,1186,88965,3590,91460,1352,674,62078,18018,-7029,25047,-11571
1996:Q2,24358,22286,27288,27288,-5002,403366,3004,3709,1263,-12337,2938,18827,47330,12408,-16242,8159,2421,40584,174524,24459,36007,76529,37530,59,51651,25194,24536,0,0,545,62122,408368,397965,-14446,24164,24053,-2649,-6454,35814,155209,26427,75270,53512,7877,-2510,10387,316,76147,7104,85388,1413,2083,1946,10403,-3650,14053,2072
1996:Q3,23327,24972,28212,28212,-3240,453730,4951,5140,15867,5082,7590,-7077,77927,12290,-17843,26825,1393,55262,150889,30342,14358,71914,34275,541,44257,23099,22054,0,0,2678,100732,456970,437156,-13837,4734,65823,501,34315,-1396,97027,21218,55696,20113,4539,-2981,7520,-172,52227,14184,84226,1435,1150,92400,19814,-6624,26438,-1644
1996:Q4,21681,-15968,27886,27886,-43854,569698,34262,8649,21086,13044,10582,25673,101887,1551,-43123,38535,24266,80659,173438,20584,51087,69103,32664,1124,31341,38745,26104,0,0,2782,80981,613552,579207,45493,23402,54360,2668,49744,4981,141013,40529,63182,37302,56233,10897,45336,444,67748,14566,107882,-179,3715,7137,34345,-10806,45151,37649
1997:Q1,25437,69357,28244,28244,41114,639467,36177,-10500,18487,-10917,12422,84183,194747,62889,20720,43026,10312,57800,71463,39482,-4588,51325,-14756,158,7108,46403,33736,0,0,5075,150925,598354,577709,26262,-41164,71245,-2785,63626,95083,70145,43923,27021,-799,-15811,-2113,-13698,1985,71438,10840,95780,3381,3370,124314,20645,-20111,40756,-43920
1997:Q2,27270,50968,28019,28019,22949,557333,18257,11771,7240,943,4109,14163,112636,16925,-16929,42504,1406,68731,170028,39748,36362,70444,23474,221,14883,17597,26563,0,0,-1216,160138,534384,529738,12805,38013,49584,-2203,-1733,39115,143002,19439,71881,51682,35741,2176,33565,1940,70888,12181,115060,-1307,-730,17382,4646,-11721,16367,-23698
1997:Q3,28283,24290,29479,29479,-5189,633529,-26824,-2765,6648,6921,14112,96090,140245,24466,17091,32962,16114,49612,187211,8155,47347,107355,24354,20,32496,34847,29013,0,0,12243,103272,638718,618289,-36600,-40389,68958,2287,51427,111875,95002,42264,40134,12604,17562,5294,12268,148,92377,13709,106846,7273,6537,121277,20429,-9466,29895,3993
1997:Q4,29904,16410,30401,30401,-13991,697482,70260,11621,2380,2645,5206,-31090,220965,40617,35367,35318,17076,92587,201653,47076,70145,63845,20587,476,22443,15304,38952,0,0,7666,129002,711473,713503,80841,51604,61675,2701,43758,-715,189821,61025,74618,54178,30214,-3087,33301,4434,95749,7654,97421,-3691,1456,50581,-2030,-10156,8126,13494
1998:Q1,25101,12476,32393,32393,-19917,813375,-59717,-7216,7799,8926,8304,80851,325248,91986,13921,108564,25447,85331,111962,22618,15751,91365,-17772,497,56470,44930,28151,0,0,5109,202061,833292,788442,-73523,-44005,95410,4305,83521,117172,175523,59201,57006,59316,35472,1835,33637,323,101270,6778,132554,-406,6183,147865,44850,1548,43302,12625
1998:Q2,23631,31209,35023,35023,-3813,626052,10118,556,10155,-8250,2467,30244,108468,31250,-49686,8126,12053,106725,260674,48910,48683,120321,42759,1935,42336,18117,37911,0,0,476,110846,629866,614920,31717,52673,3690,-715,26105,-7412,224297,33918,103532,86847,40824,7194,33630,985,96960,9883,136549,1337,-376,-1597,14946,-2781,17727,-7579
1998:Q3,23037,23655,34751,34751,-11096,675407,27398,2743,14203,3986,9972,4634,168181,26124,-51285,107171,21995,64176,226096,30575,38203,126391,30927,-393,-25685,31156,48541,0,0,1366,163209,686503,648736,51952,-47340,36677,1184,98391,41244,211741,35346,140474,35921,48023,-11768,59791,1072,43905,8791,127103,913,5738,19342,37767,-6559,44326,-618
1998:Q4,23417,72440,37775,37775,34665,627193,15961,9312,16108,8568,6453,-117291,238729,-8498,-3874,115044,28661,107396,336202,32918,116007,149905,37372,1571,56809,41384,16235,0,0,-1226,-1622,592528,549363,21124,46097,81214,2074,84776,-165316,261662,32518,170577,58567,33743,-1938,35681,1968,59702,20384,110115,-2850,1705,-7034,43165,-7284,50449,-49022
1999:Q1,29556,59679,37923,37923,21756,679318,-27877,-10753,17740,2768,15332,-22058,314803,55514,24033,161523,16728,57005,153315,7554,16908,127768,1085,3704,-25556,54997,39221,0,0,-2751,166433,657561,597274,-25650,-38329,16275,-3376,86689,39767,260164,19719,142374,98071,-873,-6589,5716,2480,61562,10224,80262,497,1237,106345,60287,-2294,62581,-30124
1999:Q2,29843,6389,38487,38487,-32098,612982,14044,9126,-4882,-1049,3958,-6857,184755,10814,-30423,89574,5653,109137,262659,16873,74094,144256,27436,2080,3453,11125,26261,0,0,-3079,111389,645080,573285,28316,34295,27091,-4174,-17522,-14653,224607,14426,147331,62850,35517,5151,30366,2588,74466,14326,96386,12110,-3551,63482,71795,9410,62385,23453
1999:Q3,32408,15461,39213,39213,-23752,569165,358,-539,-8530,9315,13892,-2867,193867,32073,-2446,91930,9037,63274,297115,27503,59032,172935,37645,1644,-28696,28396,45209,0,0,-3265,23266,592917,567512,5017,-8811,58439,-1438,55883,-2209,222777,22561,165452,34764,54714,-801,55515,3109,39720,6988,94314,-1517,5785,34742,25405,-21058,46463,16947
1999:Q4,34485,17348,38188,38188,-20839,1097554,73489,39362,14153,2120,17796,149015,306597,111344,-7437,90585,7948,104158,355627,46422,127337,143927,37941,-1803,69284,28763,10374,0,0,-6298,39075,1118393,1081552,57593,147595,112906,1193,136418,38550,214844,119517,138190,-42863,87453,14602,72851,2786,64004,17560,122055,837,7358,70400,36841,6347,30494,17137
2000:Q1,30153,77909,39500,39500,38410,902660,5562,-43687,-1777,9272,9057,-51188,204743,76310,43,60703,750,66937,217675,20258,93542,103716,158,-1001,166059,46205,35372,849,363,8684,296473,864251,818977,-66358,-136560,106592,-2024,83003,86824,127682,32761,56241,38680,63366,-3781,67147,452,108073,12779,107843,6862,469,319973,45274,-9191,54465,-47756
2000:Q2,27146,-8644,39277,39277,-47921,580717,9687,6134,-16301,2878,-4352,17613,-3813,50920,-56397,15445,-13422,-359,300878,47080,47619,162478,43701,-104,59796,23822,59162,849,362,3180,120927,628638,594680,70655,7438,63539,-2184,-37899,43079,172836,23463,95393,53980,20795,4175,16620,901,72664,8037,109800,9600,-1333,56752,33958,10077,23881,35790
2000:Q3,27483,65907,39032,39032,26876,681119,5611,-8238,12668,4855,9754,-10853,150464,25886,17278,74150,8275,24876,224803,11946,11840,152263,48755,1075,100238,36700,56016,849,362,8896,87918,654244,617264,-10697,-38212,99066,707,69128,33757,155454,14879,129123,11452,17435,4385,13050,7430,60921,12451,110263,459,9947,89154,36980,722,36258,-38424
2000:Q4,28877,-18139,39027,39027,-57166,915158,48509,24306,-8813,25547,13002,133526,92969,23155,-21341,94712,16490,-20047,247994,30460,10196,140450,66888,-1211,41873,39072,67890,848,362,7921,181363,972324,873203,49316,28044,113411,3523,117870,78061,261186,60623,154120,46443,51723,-1944,53667,-3038,53493,11790,121841,3959,7779,-25756,99121,23431,75690,47016
2001:Q1,36510,31435,39242,39242,-7807,933067,34190,10460,10707,40649,20012,126916,380366,1717,31859,244108,16421,86261,68032,-9670,-14227,82135,9794,421,102273,58919,29531,2349,1014,8007,39220,940874,863605,-40501,-58554,147265,12783,190211,108268,143097,28166,109062,5869,5300,4705,595,5126,43396,28368,115599,4819,4744,153684,77269,9705,67564,5075
2001:Q2,36684,59797,38440,38440,21357,695128,5585,19977,-17171,-820,4455,-7273,110544,-74984,-14553,129756,7078,63247,251849,-22272,36644,203034,34444,-536,111420,7178,7661,2348,1016,4332,194563,673771,659861,13227,31262,51495,-3770,16996,22016,188322,-44232,173275,59279,15250,7765,7485,1443,76105,27451,109745,3384,-5953,112888,13910,44,13866,-23113
2001:Q3,42584,47148,37300,37300,9848,889519,-28385,27852,1021,-708,14972,52051,169653,-39700,-702,125275,10938,73842,292291,-8449,64124,207208,29408,1141,114061,11002,44339,2347,1013,11916,174953,879671,885444,-1330,24493,66473,3302,109183,64695,251218,-21790,204736,68272,101963,1866,100097,906,9224,4930,161687,8209,22336,58155,-5773,-733,-5040,-4565
2001:Q4,54248,60297,36419,36419,23878,1025362,82166,4954,62069,9806,15157,30760,330808,26844,4832,179035,35725,84372,195107,-35424,-23308,181296,72543,583,64653,16906,25178,2348,1016,5208,178644,1001484,956947,102205,114922,88550,-3754,123672,-4583,276901,33298,155614,87989,-31324,1556,-32880,234,62770,22752,93490,8467,-14523,117170,44537,20737,23800,-6049
2002:Q1,56545,88525,35757,35757,52768,765437,44852,-13615,1962,-3923,-3886,15556,248917,-68097,57333,148672,6694,104315,129437,-12093,-20643,169357,-7184,1345,59043,28660,46060,2248,1019,7503,200258,712669,676772,16229,-110014,170181,2771,-37453,40915,198093,-53516,169694,81915,-23249,-869,-22380,508,102672,26099,135181,4252,8018,142568,35897,16527,19370,-31980
2002:Q2,57642,-27547,36627,36627,-64173,472524,23578,3748,5116,-5955,-2032,49178,47694,-76502,2545,80426,12136,29089,228241,-33472,699,227754,33260,1266,52867,40178,25467,2250,1020,6853,-6945,536697,481303,-12532,39449,31588,-2175,-57088,141390,189573,-62693,120969,131297,-16919,14040,-30959,-3250,49379,25103,109174,1362,13983,-27733,55394,14356,41038,85188
2002:Q3,57213,24923,36857,36857,-11934,581468,-60808,20508,-19598,764,354,81956,175989,-15192,39202,141192,19124,-8337,255582,-20230,901,245693,29218,-73,83287,8994,34197,2247,1015,2338,-5284,593402,575560,-24684,26536,93332,2387,-32605,61146,181657,2244,114974,64439,1872,-3867,5739,-2288,-2886,17263,123819,8304,-4328,126036,17842,7958,9884,32290
