1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020:Q1,84330,-78347,74430,74430,-152776,5055193,1389134,317673,30815,9028,130177,273048,1455808,59484,1006500,291611,3405,94808,1031614,651154,326685,131929,-78154,-5729,-58661,119480,-41175,3302,22904,18065,359711,5207969,5091595,1369034,932053,614437,4649,724713,253122,607874,22283,339660,245931,480773,70935,409838,-3588,-290653,45407,121402,29162,-10021,213231,116374,19124,97250,162676
2020:Q2,64296,75089,65612,65612,9477,2594534,179519,-111092,69266,10066,81429,-678460,3196560,-57917,2567131,373588,37394,276364,-123358,29096,-242544,144927,-54837,4280,-113010,-38234,-17074,3719,22900,11688,96335,2585057,2369872,145576,1892110,670446,740,360411,-605309,-56744,-14283,-25209,-17252,-337705,-38791,-298914,918,22024,-2421,93948,22483,6168,157227,215185,143135,72050,-10793
2020:Q3,77451,193511,71561,71561,121950,366208,-276607,-42031,-63349,-5437,-56794,-22255,848546,-32741,363775,213791,36335,267386,74421,-207521,36443,223131,22368,-4314,-73522,25568,-25762,4179,22901,5458,-44794,244258,120695,-140764,252991,41717,-867,-240751,31128,67634,-474,123327,-55219,-97523,6735,-104258,1461,6331,19678,109829,23725,-5226,51332,123563,115155,8408,-116061
2020:Q4,83192,116739,73663,73663,43076,1748516,266223,64637,-31157,-22702,9025,140631,787550,10264,365992,252352,45655,113287,385127,-56157,168084,233149,40051,-556,-141833,15676,2724,4457,22901,5908,239905,1705439,1482268,210064,1211137,-533239,414,-80919,64690,290657,15455,220430,54772,6993,37981,-30988,7011,31855,20948,130160,26619,2452,93426,223171,199120,24051,-33547
2021:Q1,105352,230783,75337,75337,155446,2395700,755841,88339,-33718,9274,75348,-269615,1393169,77008,565564,267207,43344,440046,253863,22212,95860,181224,-45433,1325,-48892,74747,-82150,8631,22128,11312,136098,2240254,1994683,670699,-101752,513850,2301,214078,-40316,140614,24527,140067,-23980,49557,2475,47082,149,100304,1808,36105,22590,-12634,397330,245571,235557,10014,-125431
2021:Q2,109979,127107,77351,77351,49757,1347569,-202981,-67423,-32841,-9700,24317,508081,454901,-39553,231766,64437,43132,155119,401023,-46857,47539,311624,88717,-991,-7039,43285,-97127,11237,22129,13279,287419,1297813,1054483,-210427,95533,-204248,-2065,35399,818997,234944,-78475,181114,132305,49862,51098,-1236,1104,49760,15262,29173,17683,-7111,130617,243330,221336,21994,-17128
2021:Q3,83660,192953,75189,75189,117765,1794918,281658,45494,-19410,-1764,50184,594452,316130,1151,-156352,220720,41914,208697,301904,-51129,-35018,335201,52850,-1377,-29046,51168,-58277,8885,22128,11661,221129,1677154,1494984,436373,-285363,146202,-26,3828,679510,151445,-19857,128751,42551,33733,-8680,42413,-9650,60336,22671,87540,23093,5956,139335,182170,138873,43297,-109294
2021:Q4,98683,160240,74713,74713,85527,1748769,-205246,-17751,-43954,-1094,34890,289324,1026749,-46041,717465,49009,37660,268656,885186,203984,197139,395703,88360,-8160,-92408,-5750,-144592,10789,22128,-503,-839,1663242,1473842,-164562,513213,304169,-1247,186230,274704,194616,-9958,162978,41596,11809,-8146,19955,6421,4671,7821,63058,26321,3331,43287,189400,215849,-26449,-61557
2022:Q1,134699,234329,78059,78059,156271,1359694,-57560,-22322,-26574,3664,-50053,-80832,688648,65424,204521,151547,-6501,273657,576794,46221,163986,354931,11656,-6610,44307,5486,-49685,1734,26121,10367,296208,1203423,1124290,33566,479246,104348,-196,-114748,-103870,382329,115435,228048,38846,131850,-52228,184078,1271,-103947,19501,104931,7355,-57401,240055,79133,108838,-29705,-99631
2022:Q2,126294,276606,79500,79500,197106,95955,-587763,-18492,54368,-14883,-101437,306696,-303458,35300,-259312,-44529,-29421,-5496,836528,191327,119316,410274,115611,2790,-92059,-1721,-42875,1505,26124,10154,20477,-101151,-197683,-617659,310229,-447322,-809,-58268,445187,303943,44625,268319,-9001,62203,-5908,68111,-10630,-279196,22045,103022,5175,-16680,-18923,96532,94394,2138,-150312
2022:Q3,89128,235770,81602,81602,154168,567808,-106751,-34511,35850,2828,-27006,217974,-151313,-4875,-293569,-10647,-17072,174850,663150,74378,191249,323393,74130,-11760,56448,47602,-41619,1803,26122,-470,-110539,413640,290179,-9527,-81399,-266422,-1308,51803,202259,167706,918,247352,-80564,64174,-1246,65420,-10216,-161735,21140,114293,8173,-15348,206586,123461,81438,42023,-146642
2022:Q4,93652,52653,82936,82936,-30284,284434,-200300,22181,48865,-3200,-45251,308737,-418174,8665,-370072,-34333,-44534,22100,636426,117312,182126,240433,96555,943,22508,7400,-80173,-141,26116,6144,-47648,314717,71878,-185712,-295898,-10510,-1625,138819,176821,397340,21497,235663,140180,90049,4820,85229,-15317,-255630,10213,74784,8313,13155,-72924,242839,204195,38644,40999
2023:Q1,160341,176270,85433,85433,90836,2177687,769126,-18363,48891,7519,54510,693361,4491,-28006,-212798,227808,-25761,43248,300177,17062,167409,134561,-18855,5805,-105402,76551,28422,13733,22667,16949,259251,2086851,1979993,921004,-299835,-379377,4764,469506,416041,363500,-12487,362812,13175,175716,-16087,191803,-129,-34126,23396,138807,27939,2163,150624,106858,40343,66515,-15929
2023:Q2,117683,97135,87669,87669,9465,-108625,-161992,-11079,23745,-19,4906,-124448,12341,-18793,2568,-25176,-13840,67582,78071,-18985,-122897,156007,63946,-3372,58083,-2373,-72575,8677,22668,13285,45456,-118091,-207085,-228940,100397,41922,-1815,224784,-319619,-32033,24255,-67173,10885,-206992,-6056,-200936,2502,-71902,10018,122607,32544,-4639,124082,88994,104320,-15326,20548
2023:Q3,121273,162174,88200,88200,73974,262099,-17476,-60650,-3293,10565,-8027,-391099,383287,-6980,514872,-147244,-19717,42356,231120,-9796,12493,180390,48033,2367,-42258,66939,-41833,12251,22671,10212,87322,188125,42394,-32409,79959,81526,-58,225611,-492621,-21592,13747,-35174,-165,-129193,7815,-137008,5202,-87794,-796,86884,27468,3505,296702,145731,96446,49285,-40901
2023:Q4,126910,-24548,89423,89423,-113970,830158,26014,33749,57589,-7774,-3923,-242304,343510,48006,403282,-4618,-22191,-80970,481925,48079,231452,140335,62059,55,64310,-3682,-14578,12924,22664,16074,43605,944128,713130,129762,199183,106749,-106,214589,-453287,196694,-11741,36576,171859,12685,1036,11649,-7642,-115850,-11111,84341,25875,28464,302784,230998,250719,-19721,151457
2024:Q1,144599,161943,91052,91052,70891,911487,227665,-35928,54339,-12675,2047,-217624,686196,7716,372860,-2387,-12640,320647,27698,1516,-8796,92289,-57311,-346,21037,28609,-86061,556,32402,8932,174640,840595,655324,169150,315334,-4029,-315,83149,-220172,73765,9830,-2086,66021,-28565,15747,-44312,157,17005,25498,106999,28109,-11586,100825,185271,171849,13422,-17344
2024:Q2,159536,185079,93511,93511,91568,203562,-308059,21861,-49901,10595,5874,250737,21281,-36862,-143426,45290,122,156158,335162,81329,87909,136249,29675,-5306,-94689,15105,-55877,992,32406,3340,20041,111994,-66571,-276303,-133676,-106052,-8,107652,232461,93791,7538,83526,2727,-12219,-4059,-8160,-8470,-78849,15295,106113,23025,11126,-40457,178565,149255,29310,-25543
2024:Q3,147711,117382,96351,96351,21031,1263322,-232159,35070,40364,-8587,31596,275581,564823,25133,340692,54579,7324,137095,262630,24837,62017,158742,17034,-3784,-37443,56116,-85741,1743,32401,-1589,332301,1242291,876426,-260090,239009,114758,1110,290702,-132169,285458,33296,80260,171902,91193,17028,74165,-11384,-71266,9134,82135,28038,26128,183670,365865,284812,81053,30329
2024:Q4,166896,150147,96627,96627,53520,813954,-159364,14843,-50474,603,24857,-195545,584820,-13821,485100,17550,15866,80125,592138,109445,260868,165339,56486,-1751,151777,11571,-46661,906,32406,-6111,-140061,760434,351283,-53048,97616,35006,393,404126,-232283,88374,-16305,136624,-31945,-34548,1823,-36371,1502,-35016,19404,114418,26585,-21018,-60228,409151,388403,20748,16749
2025:Q1,152550,285868,100740,100740,185128,1680796,294662,11535,45157,-2142,11505,560231,395360,61095,-58013,134691,9696,247891,64029,83506,-36102,77582,-60957,-2595,-97491,62565,-74548,5325,29359,15226,362618,1495668,1167273,369724,-94688,70198,189,154725,341608,192589,38172,21647,132770,69827,5494,64333,-976,-124901,12817,79099,31907,-9704,74860,328395,241009,87386,-133318
