date,FA893193005.Q,FA103193005.Q,FA113193003.Q,FA313193005.Q,FA713193005.Q,FA763193005.Q,FA753193005.Q,FA743193005.Q,FA473193005.Q,FA513193005.Q,FA543193005.Q,FA403193005.Q,FA613193005.Q,FA643193075.Q,FA663193005.Q,FA733193005.Q,FA503193005.Q,FA893093005.Q,FA103093005.Q,FA113093005.Q,FA213093003.Q,FA713093005.Q,FA763093005.Q,FA753093005.Q,FA743093005.Q,FA473093005.Q,FA513093005.Q,FA543093005.Q,FA573093005.Q,FA223093005.Q,FA633093005.Q,FA653093005.Q,FA563093003.Q,FA403093005.Q,FA613093005.Q,FA643093075.Q,FA663093005.Q,FA733093005.Q,FA503093023.Q,FA903090005.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,1372,1444,0,-400,-183,374,0,0,10,1,84,-202,159,0,-9,0,94,-2626,-307,0,0,-19,-2324,0,44,0,0,7,-91,0,0,0,0,-26,94,0,-4,0,0,3999
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,2224,1641,0,-400,337,126,0,0,9,-7,271,25,224,0,-21,0,19,263,373,0,0,69,-445,0,53,0,0,-15,200,0,0,0,0,-25,59,0,-6,0,0,1960
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,1533,1673,0,-205,-146,58,0,1,14,-12,59,-7,-16,0,-16,0,130,91,600,0,0,31,-750,0,-40,0,0,86,200,0,0,0,0,-12,-16,0,-8,0,0,1443
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,2261,1745,0,-320,304,207,0,0,18,-7,158,-65,165,0,-21,0,77,654,469,0,0,-46,-2,0,14,0,0,19,136,0,0,0,0,3,69,0,-8,0,0,1608
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,3997,2615,0,10,417,468,0,-11,25,-26,12,111,258,0,-28,0,146,971,523,0,0,25,286,0,44,0,0,140,-196,0,0,0,0,1,158,0,-10,0,0,3025
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,19471,19136,0,180,-443,98,0,-1,30,-10,121,84,-78,0,-17,0,371,544,830,0,0,17,-325,0,3,0,0,104,30,0,0,0,0,-3,-100,0,-12,0,0,18927
1952:Q1,12952,15092,0,-172,-1548,-1800,8,0,28,0,192,-124,532,0,-64,0,808,-6073,-9229,0,124,116,1436,128,8,0,0,100,648,0,0,0,0,912,-316,0,0,0,0,19025
1952:Q2,20001,22441,0,-204,208,-2492,40,0,36,4,452,-464,492,0,-68,0,-444,-1872,236,0,388,108,-3848,64,8,0,0,88,108,0,0,0,0,316,672,0,-12,0,0,21873
1952:Q3,-7781,-3845,0,-136,-2820,-1908,4,4,40,4,352,-152,400,0,-124,0,400,18112,9688,0,464,296,7400,-36,8,0,0,80,100,0,0,0,0,-32,160,0,-16,0,0,-25893
1952:Q4,-31298,-43882,0,-232,4408,7744,-40,0,40,4,284,24,388,0,-248,0,212,-1348,2944,0,468,-400,-3532,-44,12,0,0,56,60,0,0,0,0,-1288,404,0,-28,0,0,-29950
1953:Q1,-17482,-15542,0,-36,-1156,-2112,-72,0,28,0,280,224,-104,0,72,0,936,-8472,-8792,0,-464,68,76,760,-4,0,0,52,40,0,0,0,0,1032,-1224,0,-16,0,0,-9010
1953:Q2,-39446,-37734,0,-60,-676,-1616,96,-4,44,4,208,-92,572,0,64,0,-252,-2124,924,0,-436,-304,-2444,-952,-16,0,0,32,0,0,0,0,0,316,772,0,-16,0,0,-37322
1953:Q3,-20781,-19049,0,48,-1068,-1864,-4,0,44,4,40,36,524,0,40,0,468,16864,9792,0,548,384,5904,-64,-4,0,0,36,4,0,0,0,0,-32,312,0,-16,0,0,-37645
1953:Q4,66191,57567,0,-148,3128,6144,-48,0,60,4,4,-12,-300,0,-128,0,-80,-436,2392,0,496,-156,-2592,-104,4,0,0,52,0,0,0,0,0,-728,216,0,-16,0,0,66627
1954:Q1,43876,46504,0,24,-1192,-2652,-12,0,72,4,528,104,300,0,-260,0,456,-9320,-8540,0,-520,56,-476,136,16,0,0,88,24,0,0,0,0,428,-512,0,-20,0,0,53196
1954:Q2,63677,63817,0,-64,4,-512,-8,-4,76,4,552,-132,468,0,-196,0,-328,1416,204,0,-584,-276,872,88,16,0,0,112,24,0,0,0,0,408,572,0,-20,0,0,62261
1954:Q3,74769,77925,0,136,-1408,-1720,-24,4,72,4,128,-32,260,0,-312,0,-264,14628,9384,0,364,328,4388,80,24,0,0,112,40,0,0,0,0,-152,80,0,-20,0,0,60141
1954:Q4,21032,11360,0,-32,1944,7396,-228,0,84,-16,-192,136,1620,0,-276,0,-764,748,1848,0,412,-160,-1824,-128,48,0,0,84,72,0,0,0,0,-312,728,0,-20,0,0,20284
1955:Q1,26432,28572,0,200,-600,-4428,44,0,56,4,-16,-4,1416,0,-96,0,1284,-8616,-8016,0,-408,28,-664,68,8,0,0,52,128,0,0,0,0,280,-68,0,-24,0,0,35048
1955:Q2,102857,94057,0,-152,512,3020,88,4,72,8,292,92,4516,0,-268,0,616,5688,744,0,-288,-8,3720,-32,0,0,0,24,140,0,0,0,0,432,980,0,-24,0,0,97169
1955:Q3,60967,61259,0,208,-704,-1676,-44,4,76,4,144,152,1860,0,-196,0,-120,11084,8388,0,688,44,1628,-200,4,0,0,24,180,0,0,0,0,-104,456,0,-24,0,0,49883
1955:Q4,20189,9653,0,-860,1684,6780,8,0,84,-4,240,-180,3504,0,-124,0,-596,920,3320,0,624,52,-3324,-40,16,0,0,64,208,0,0,0,0,-640,664,0,-24,0,0,19269
1956:Q1,65542,70466,0,524,-1424,-4248,20,-4,92,8,460,-36,-2276,0,-296,0,2256,-6012,-6660,0,-312,-156,816,420,12,0,0,100,220,0,0,0,0,284,-708,0,-28,0,0,71554
1956:Q2,-35954,-39410,0,-272,728,2624,12,4,92,4,492,228,-36,0,60,0,-480,6468,112,0,-400,440,4728,356,12,0,0,136,300,0,0,0,0,492,320,0,-28,0,0,-42422
1956:Q3,-30506,-25490,0,1296,-1280,-2976,-56,-4,96,0,-136,-172,-1184,0,68,0,-668,3688,6916,0,700,244,-4252,308,20,0,0,136,292,0,0,0,0,-160,-488,0,-28,0,0,-34194
1956:Q4,88347,81831,0,172,1456,5736,-112,0,104,12,124,624,-800,0,-24,0,-776,4240,4496,0,268,-112,-604,128,32,0,0,104,204,0,0,0,0,-684,436,0,-28,0,0,84107
1957:Q1,-65411,-59619,0,-1236,-1104,-5724,12,0,104,4,164,-288,168,0,104,0,2004,-8580,-7368,0,-616,-420,376,4,56,0,0,80,184,0,0,0,0,268,-1112,0,-32,0,0,-56831
1957:Q2,78435,72511,0,1172,156,4172,56,0,112,4,360,28,680,0,-148,0,-668,7596,80,0,-628,-32,7252,172,80,0,0,60,88,0,0,0,0,488,68,0,-32,0,0,70839
1957:Q3,-116647,-111471,0,-928,-836,-2092,-296,0,120,0,-36,-40,-1068,0,192,0,-192,-2184,5748,0,616,-8,-7516,-80,84,0,0,56,144,0,0,0,0,-84,-1112,0,-32,0,0,-114463
1957:Q4,7603,-1017,0,944,1280,5964,-236,-4,144,24,260,204,-160,0,104,0,96,5552,3124,0,656,392,816,120,92,0,0,60,148,0,0,0,0,-656,836,0,-36,0,0,2051
1958:Q1,52091,62215,0,-872,-864,-7036,92,-4,152,4,-32,8,-2864,0,-120,0,1412,-6420,-8176,0,-880,-196,2100,92,40,0,0,68,92,0,0,0,0,248,220,0,-28,0,0,58511
1958:Q2,73943,65143,0,1368,2800,4096,368,0,144,0,920,-16,-1296,0,-212,0,628,11336,2108,0,-780,0,7972,328,20,0,0,60,48,0,0,0,0,588,1024,0,-32,0,0,62607
1958:Q3,122549,127449,0,-736,-3880,-1136,-56,0,140,0,204,-104,1480,0,-360,0,-452,-7948,4856,0,484,-60,-12596,288,12,0,0,72,40,0,0,0,0,-92,-920,0,-32,0,0,130497
1958:Q4,66871,54855,0,416,2608,8268,-48,-4,152,-20,-400,116,2288,0,-152,0,-1208,11400,4356,0,860,-16,5260,-68,24,0,0,88,80,0,0,0,0,-664,1512,0,-32,0,0,55471
1959:Q1,21702,29338,0,-1672,-1248,-4956,24,0,120,0,-460,540,-844,0,-68,0,928,-1582,-6110,0,112,20,3152,572,20,0,0,116,172,0,0,0,0,216,184,0,-36,0,0,23284
1959:Q2,60880,54648,0,700,176,5892,16,4,120,4,-200,-324,-528,0,-52,0,424,9381,2385,0,-148,136,4844,800,16,0,0,148,172,0,0,0,0,600,464,0,-36,0,0,51499
1959:Q3,-31039,-26043,0,-1252,-2224,-2272,-172,0,120,4,-428,-200,1156,0,-8,0,280,-4313,4631,0,36,160,-8936,648,16,0,0,152,252,0,0,0,0,-8,-1228,0,-36,0,0,-26726
1959:Q4,98102,86242,0,564,4420,6432,-184,-4,136,4,244,312,2116,0,-44,0,-2136,1794,4198,0,44,176,-1808,-2052,76,0,0,132,204,0,0,0,0,-636,1496,0,-36,0,0,96308
1960:Q1,-103095,-91247,0,-728,-4112,-8800,-184,-8,144,0,720,64,-4124,0,104,0,5076,-2401,-3345,0,-36,8,44,560,24,0,0,112,324,0,0,0,0,192,-244,0,-40,0,0,-100694
1960:Q2,37511,31023,0,1540,3160,40,320,-8,140,8,552,-48,104,0,-32,0,712,3122,-782,0,24,680,1160,464,24,0,0,88,288,0,0,0,0,684,532,0,-40,0,0,34389
1960:Q3,-114737,-105989,0,-308,-4136,-4468,-548,-4,112,8,136,112,604,0,88,0,-344,-3210,5962,0,128,-604,-7352,-268,28,0,0,96,368,0,0,0,0,20,-1548,0,-40,0,0,-111527
1960:Q4,182820,173224,0,412,4392,6900,-376,-8,112,-8,96,-104,-88,0,-160,0,-1572,4117,-2935,0,88,-268,6932,-188,56,0,0,132,180,0,0,0,0,-884,1048,0,-44,0,0,178703
1961:Q1,172424,180872,0,-368,-3756,-7304,-188,-8,116,8,296,344,-72,0,-304,0,2788,-11561,-7635,0,144,18,-2712,-1560,44,0,0,176,120,0,0,0,0,296,-408,0,-44,0,0,183985
1961:Q2,5600,-436,0,1116,640,3444,-160,-4,116,0,792,-424,544,0,-8,0,-20,15402,3196,0,-88,202,9372,264,64,0,0,224,188,0,0,0,0,696,1332,0,-48,0,0,-9802
1961:Q3,43508,48188,0,-1452,-1716,-2212,-200,-4,104,4,336,-64,1376,0,-16,0,-836,-8021,3351,0,-140,-68,-10392,-116,64,0,0,224,168,0,0,0,0,-108,-956,0,-48,0,0,51529
1961:Q4,63652,49460,0,560,4256,12140,-372,0,96,-44,-200,248,936,0,-36,0,-3392,5612,-1308,0,24,-24,5048,-208,72,0,0,168,140,0,0,0,0,-800,2548,0,-48,0,0,58040
1962:Q1,-4159,3513,0,768,-4120,-8180,-88,-8,68,0,-416,12,-364,0,-24,0,4680,-9387,-6547,0,28,124,-3076,-12,32,0,0,132,448,0,0,0,0,284,-748,0,-52,0,0,5228
1962:Q2,5973,-787,0,-736,1064,3224,164,-8,60,4,284,204,2188,0,20,0,292,10596,2004,0,-216,-56,5196,-44,16,0,0,88,864,0,0,0,0,696,2100,0,-52,0,0,-4623
1962:Q3,864,1324,0,684,-488,-2912,256,-4,36,4,224,-372,2032,0,-68,0,148,2977,5653,0,-164,132,-1972,-12,24,0,0,80,508,0,0,0,0,-52,-1164,0,-56,0,0,-2113
1962:Q4,11745,-1419,0,-660,3904,9780,-140,0,32,24,1268,216,252,0,-72,0,-1440,3676,-630,0,-156,54,2644,660,56,0,0,112,300,0,0,0,0,-876,1568,0,-56,0,0,8069
1963:Q1,-4995,4217,0,360,-5048,-8668,228,-8,20,0,-312,296,-224,0,-80,0,4224,-21318,-14880,0,96,-66,-6028,-500,44,0,0,132,220,0,0,0,0,228,-504,0,-60,0,0,16323
1963:Q2,11778,-1614,0,-340,776,6628,-8,-4,-4,4,1028,-108,3340,0,4,0,2076,13396,3696,0,-100,-72,6796,-104,44,0,0,152,80,0,0,0,0,804,2160,0,-60,0,0,-1618
1963:Q3,6103,2199,0,-364,-200,1320,60,0,-8,-4,428,-308,2544,0,-44,0,480,5570,5402,0,-12,64,552,80,60,0,0,156,148,0,0,0,0,8,-824,0,-64,0,0,533
1963:Q4,11303,-1501,0,-440,3864,9980,-144,0,-4,-20,312,208,972,0,-24,0,-1900,5466,-1002,0,-196,-164,4384,564,64,0,0,144,460,0,0,0,0,-1140,2416,0,-64,0,0,5837
1964:Q1,-10455,4273,0,-52,-4772,-10880,-184,-20,-44,0,-8,116,-1048,0,-148,0,2312,-14145,-12333,0,-168,344,-2364,36,92,0,0,136,744,0,0,0,0,316,-880,0,-68,0,0,3690
1964:Q2,10629,-2695,0,-340,568,7336,-484,-24,-36,4,676,292,2288,0,-20,0,3064,5066,3626,0,-28,-352,-2676,360,108,0,0,128,1128,0,0,0,0,752,2088,0,-68,0,0,5563
1964:Q3,-1396,1512,0,156,860,-1452,-636,-4,-36,4,92,-368,1524,0,-88,0,-2960,10643,4117,0,56,434,6432,28,100,0,0,128,1180,0,0,0,0,-72,-1688,0,-72,0,0,-12039
1964:Q4,17438,-542,0,-836,6076,9684,-852,-12,-28,-28,284,228,96,0,1976,0,1392,6427,2821,0,64,-398,1288,560,92,0,0,148,920,0,0,0,0,-948,1956,0,-76,0,0,11011
1965:Q1,-2056,3100,0,308,-4984,-5948,-460,-12,-32,4,404,256,464,0,-84,0,4928,-18219,-12035,0,-156,420,-8556,1212,16,0,0,168,692,0,0,0,0,320,-224,0,-76,0,0,16163
1965:Q2,7635,-3533,0,740,-496,8016,536,-12,-28,-4,880,-160,-60,0,116,0,1640,14211,7907,0,48,-208,2056,1232,-32,0,0,196,592,0,0,0,0,1036,1464,0,-80,0,0,-6576
1965:Q3,804,1788,0,-276,1048,-1564,1260,-8,-36,-4,252,-296,1228,0,-384,0,-2204,15,-339,0,148,134,2980,-2192,-28,0,0,192,324,0,0,0,0,-220,-900,0,-84,0,0,789
1965:Q4,14642,2350,0,-676,3112,11504,-52,-16,-20,-4,204,796,-2464,0,-72,0,-20,31250,24718,0,-48,20,5108,-120,56,0,0,176,608,0,0,0,0,-916,1732,0,-84,0,0,-16608
1966:Q1,-7847,1501,0,-468,-5664,-3180,616,-4,-20,-4,-1240,512,-2600,0,80,0,2624,-17041,-9573,0,8,632,-8184,88,76,0,0,-516,844,0,0,0,0,372,-700,0,-88,0,0,9194
1966:Q2,5187,-4237,0,-300,212,11892,116,0,-8,4,1488,-788,-3368,0,84,0,92,11971,4649,0,260,2,3868,1572,116,0,0,-440,1068,0,0,0,0,744,224,0,-92,0,0,-6784
1966:Q3,5375,999,0,604,1880,-1520,-64,-4,-28,8,1588,-4,-1240,0,420,0,2736,5216,5272,0,12,320,1540,-220,128,0,0,-476,1248,0,0,0,0,40,-2552,0,-96,0,0,159
1966:Q4,-294,4786,0,-412,4140,-6980,-340,-8,-8,36,-236,-88,-5660,0,-156,0,4632,-13617,-16091,0,300,-162,2208,-868,128,0,0,856,888,0,0,0,0,-1520,740,0,-96,0,0,13323
1967:Q1,-8056,-828,0,784,-6456,-3936,-672,-4,8,4,-308,4,-1564,0,-720,0,5632,-29612,-20942,0,20,334,-10168,-1832,100,0,-52,2548,772,0,0,0,0,200,-560,0,-32,0,0,21556
1967:Q2,14605,-4943,0,1756,112,15356,-32,-4,20,4,1636,76,584,0,-80,0,120,17097,5953,0,164,-280,6224,1072,108,0,0,-136,1168,0,0,0,0,960,1900,0,-36,0,0,-2492
1967:Q3,-7684,3280,0,-96,2836,-8444,256,0,0,4,1128,-32,-2020,0,-380,0,-4216,2920,1620,0,-120,740,2488,-1048,96,0,0,-168,988,0,0,0,0,108,-1752,0,-32,0,0,-10604
1967:Q4,21143,16311,0,-1748,3760,184,412,0,16,-20,1096,196,-5088,0,-24,0,6048,23878,12756,0,-64,-710,10348,-472,80,0,0,4,1080,0,0,0,0,-1104,1996,0,-36,0,0,-2735
1968:Q1,-7466,-8972,0,1612,-6204,216,20,4,-4,4,-128,100,2112,36,432,0,3306,-20036,-9422,0,76,478,-12456,684,128,0,0,120,1180,0,0,0,0,424,-1052,-160,-36,0,0,12570
1968:Q2,19138,-7489,0,704,224,24728,-804,4,0,4,696,428,1232,36,-824,0,199,10624,-3598,0,-28,-10,10516,1176,4,0,0,204,500,0,0,0,0,956,1272,-336,-32,0,0,8514
1968:Q3,-16,4912,0,652,3076,-12380,4,0,-16,4,224,-488,3380,52,-188,0,752,-10623,-4995,0,-256,124,-720,-3644,108,0,0,260,732,0,0,0,0,-588,-1412,-196,-36,0,0,10607
1968:Q4,21669,9119,0,-76,4252,7256,-1004,-4,16,-28,936,-168,-3356,52,-112,0,4786,22778,9892,0,-132,350,4776,3980,336,0,0,308,740,0,0,0,0,-740,3668,-364,-36,0,0,-1109
1969:Q1,1418,289,0,428,-7700,6584,-5344,-116,0,4,-184,412,1664,80,224,1580,3497,-28890,-16318,0,-172,-252,-18788,992,728,0,0,484,920,0,0,0,0,528,1728,-260,-40,1560,0,30308
1969:Q2,27255,-3221,0,-1104,936,16288,-444,-160,12,8,1080,76,6396,12,52,740,6584,29391,6211,0,-88,-268,16472,-1012,1200,0,0,500,828,0,0,0,0,1432,3704,-524,-36,972,0,-2136
1969:Q3,21726,5563,0,308,2896,648,-600,-12,0,4,16,804,1172,-12,288,1536,9115,-18026,1926,0,-52,480,-17240,-208,1088,0,0,288,864,0,0,0,0,-112,-3644,-476,-36,-904,0,39752
1969:Q4,-3079,10514,0,-1068,5100,-24444,5932,-12,40,36,652,696,-6968,48,-16,-2200,8611,19314,7926,0,-128,-480,12132,-2880,384,0,0,464,760,0,0,0,0,-424,1288,-1056,-40,1368,0,-22393
1970:Q1,4433,-28834,30492,-428,-5664,-7428,-9028,-16,-144,8,-472,792,9724,-104,192,-824,16167,41172,-1250,0,-4,618,31824,2592,452,0,0,372,912,0,0,0,0,764,3844,-1160,-36,2244,0,-36739
1970:Q2,-19786,-4384,560,488,-3000,-21440,1272,-16,-120,8,940,328,-208,-20,788,-192,5210,29338,24056,0,8,-254,-1692,-2512,260,0,0,348,1612,0,0,0,0,1460,2936,-764,-40,3920,0,-49124
1970:Q3,-33530,6283,1368,1000,552,-13708,-1764,-20,392,4,-184,340,-1752,32,-1068,224,-25229,-14147,-12215,0,-116,524,10316,-2156,152,0,0,336,328,0,0,0,0,-892,-3824,-864,-40,-5696,0,-19383
1970:Q4,35831,-3465,1904,1096,9996,33312,2184,-16,108,0,324,624,-10524,-44,-528,5428,-4568,-47221,-6187,0,-48,-522,-43616,-3388,160,0,0,328,552,0,0,0,0,1736,1708,-1504,-36,3596,0,83052
1971:Q1,-6769,4812,3016,1268,-6320,-9756,-3900,-36,-176,8,-104,-400,15856,8,-856,-1632,-8557,55463,5689,4000,-44,394,44092,2380,-704,0,0,492,512,0,0,0,0,236,3656,-748,-40,-4452,0,-62232
1971:Q2,-22378,-6237,1616,1528,-4728,-11812,-4044,-32,-164,4,1020,-168,3644,-72,108,1640,-4681,10799,1547,4000,196,104,360,-1092,-652,0,0,596,1032,0,0,0,0,1752,4044,-1260,-44,216,0,-33177
1971:Q3,21892,3993,2740,-936,-1308,1592,2192,-40,340,8,284,1556,5736,-1036,-156,7516,-589,41297,19749,4000,280,-76,16916,1056,932,0,0,596,920,0,0,0,0,432,-3288,-808,-40,628,0,-19405
1971:Q4,38513,-2630,4208,1452,11536,30252,1328,-44,-4,-60,860,-1396,-8232,-1688,-208,496,2643,-24925,13195,4000,-68,320,-42896,164,708,0,0,516,880,0,0,0,0,-1808,2540,-1160,-40,-1276,0,63438
1972:Q1,22653,6785,3680,-436,-8604,5376,9772,-28,-40,8,552,664,8036,-1864,128,-3796,2420,62374,17768,4000,100,-686,39276,2168,-700,0,0,452,4880,0,0,0,0,240,-1744,-1736,-44,-1600,0,-39721
1972:Q2,-2996,-4134,1140,424,1576,-1676,4264,-32,-280,4,2468,136,2560,-2072,684,788,-8846,32344,15368,4800,8,368,956,240,-572,0,0,396,8084,0,0,0,0,1652,3248,-2068,-40,-96,0,-35340
1972:Q3,3509,3221,2012,-1180,9264,80,-852,-24,368,8,1036,1336,-164,-2296,656,16,-9972,43299,18455,4800,-180,-44,13712,136,296,0,0,384,8244,0,0,0,0,-328,-2968,-968,-44,1804,0,-39790
1972:Q4,25464,-1264,3904,1312,-2228,31508,2252,-24,-44,-68,44,-516,-6180,-2120,796,-748,-1160,45885,62073,4800,-336,428,-35168,3252,1016,0,0,416,5780,0,0,0,0,-2840,6964,-2496,-44,2040,0,-20421
1973:Q1,16782,3102,3872,932,-7152,5140,-388,-8,124,4,1168,2868,5720,676,1120,2276,-2672,127752,65336,7024,8,-492,41216,-36,472,0,0,444,4800,0,0,0,0,1256,-2852,-1304,-44,11924,0,-110970
1973:Q2,3930,-14782,532,216,640,8212,848,-12,-136,24,1396,-1448,4324,68,-592,756,3884,23238,5510,1844,28,744,616,120,-200,0,0,460,3424,0,0,0,0,1848,4348,-2976,-44,7516,0,-19308
1973:Q3,11103,-4778,2508,-3324,10048,6416,-12,-56,476,24,-176,2728,1424,-2784,-10688,5176,4121,11299,307,1636,80,-560,384,824,144,0,0,472,2072,0,0,0,0,2020,-4956,-3860,-44,12780,0,-196
1973:Q4,31870,-8488,6236,724,1472,10056,1464,-52,48,-76,308,1496,2184,-76,-436,96,16914,12037,34541,804,-228,1484,-29528,-548,-104,0,0,460,4184,0,0,0,0,-1176,9312,-2068,-44,-5052,0,19833
1974:Q1,20600,8293,4308,-168,-12080,10168,-1612,-4,412,-244,124,-1392,9496,2352,-4176,-1132,6255,3861,-25377,24,-240,-1354,27060,-264,224,0,0,548,3784,0,36,0,0,-1004,-564,-1440,-48,2476,0,16739
1974:Q2,-12435,-4468,3432,-3648,3284,-23848,484,-8,160,-248,1716,-756,-1884,7272,-340,-2172,8589,-18225,-9787,-700,104,602,-13980,-84,-188,0,0,568,4584,0,-28,0,0,-948,1328,484,-44,-136,0,5790
1974:Q3,29594,12311,6412,-2544,7052,2300,-1280,4,692,-244,596,-648,-2384,2504,-1404,-11080,17307,37275,61147,-1012,128,-52,-4532,-584,-568,0,0,628,5708,0,0,0,0,1008,-8648,1312,-48,-17212,0,-7681
1974:Q4,-53575,-2328,8160,6332,928,-39060,-128,8,316,-228,1732,-1248,-20292,632,-1632,2072,-8839,-98702,-57584,-916,-208,8130,-45976,-1536,-332,0,0,724,4428,0,0,0,0,-6320,-1004,348,-48,1592,0,45127
1975:Q1,25111,34376,3124,-1508,-13136,10008,5276,-20,140,144,332,428,5756,-36,-7388,-944,-11441,2079,-45701,-1064,-60,-284,47900,504,664,0,0,880,4652,0,-8,0,0,-452,-4952,4904,-648,-4256,0,23032
1975:Q2,12941,45582,4,572,5644,-8528,648,-28,-156,144,1728,3628,-16328,-728,-4256,5344,-20329,-18377,-17153,-1492,-60,-628,-16596,2168,724,0,0,1088,11508,0,200,0,0,3564,-8996,4124,-592,3764,0,31318
1975:Q3,59326,25133,1580,-1460,824,32416,1468,72,200,144,924,-940,4340,-368,9240,4128,-18375,57638,-11480,-1268,-8,-630,49372,-1872,456,0,0,1036,16820,0,64,0,0,3628,-5996,4664,-1160,4012,0,1688
