1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1988:Q4,156880,13933,36353,87226,56913,5314,26251,-1252,19368,156880,146408,73018,35917,15336,23138,-1000,13852,11183,0,0,0,0,1718,70,881,0,-3380,156880,13219,4058,11558,768,-8754,5589,145643,0,48955,11946,249,3500,168,8592,2683,17153,17,0,10467,24150,2945,14609,401,1375,-1567,0,-1982
1989:Q1,72316,1254,30280,49895,35847,3312,11245,-509,-9113,72316,72917,30577,28984,11254,1725,376,4683,11069,0,0,0,0,-8354,52,1916,0,-5284,72316,-2412,5455,-11633,-1215,494,4487,60931,0,12284,321,174,1100,205,4752,964,-4068,-471,0,10965,25172,8097,4292,-127,-4168,1440,0,13796
1989:Q2,139532,14750,38561,69797,58448,5171,6694,-516,16424,139532,138020,84040,27610,15238,11105,27,8132,-2174,0,0,0,0,1955,8,8343,0,-6620,139532,7729,10071,-1722,-3567,-495,3442,124377,0,52382,1547,60,3700,248,5982,1642,8392,-14,0,746,24023,2773,18320,-33,5303,-694,0,7426
1989:Q3,91602,6283,-5414,76143,66256,833,9575,-521,14590,91602,110541,79244,1806,11846,18247,-602,-15878,-10547,0,0,0,0,1868,4,-7203,0,-3061,91602,-7978,-2928,-2159,-3974,-2794,3877,102175,0,26647,7413,161,4100,243,6017,1807,13502,177,0,-6992,32529,-617,15541,-74,-347,2067,0,-2595
1989:Q4,150650,8896,48046,68630,65810,1194,2149,-522,25078,150650,148992,94402,14066,10427,30128,-31,5621,-8799,0,0,0,0,5351,5,9064,0,-3963,150650,28150,21378,4674,-3944,-226,6268,118759,0,7511,11324,474,1200,190,8064,2215,18692,4,0,-4467,42537,22796,11188,80,-1754,-1295,0,3741
1990:Q1,78552,-17397,47254,65659,51447,1937,12553,-278,-16965,78552,106190,36449,32488,3368,33635,250,-21453,-8796,0,0,0,0,-7219,5,-5443,0,-6186,78552,41166,37091,-5759,-1626,9991,1468,14875,0,-17460,-6872,887,-1200,155,10098,16,-4681,-118,0,-5546,35616,2616,1459,-36,-563,504,0,22511
1990:Q2,102699,7062,24541,64704,67022,-5963,3926,-281,6392,102699,105293,69463,21687,1052,12941,150,-1579,-6057,0,0,0,0,3738,5,735,0,-1015,102699,20959,9010,651,-866,10160,2004,74638,0,-9833,6647,1400,1600,137,6887,869,7701,62,0,-7368,39033,13668,16088,-15,-1955,-283,0,7102
1990:Q3,81616,-10232,22317,55941,50097,2339,3790,-285,13590,81616,89267,60225,9920,429,18293,400,-4304,-8091,0,0,0,0,1495,5,2287,0,-3347,81616,25769,13037,69,-650,15168,-1854,39273,0,-16727,-1447,1301,3100,97,-1190,435,14310,68,0,-5557,34335,9636,5596,-12,-3300,-1372,0,16574
1990:Q4,106992,2457,50663,41783,39607,563,1898,-284,12089,106992,102828,61927,13050,-4773,32546,78,9365,-985,0,0,0,-120,3584,5,6881,0,-5201,106992,31453,26537,6365,-952,-1683,1186,71664,0,-36572,15952,591,1300,36,3030,287,18620,750,0,4192,41328,20412,-1057,-238,2087,946,0,3874
1991:Q1,-22885,-11779,-32792,43870,34740,1554,7621,-45,-22184,-22885,-2163,23995,-24174,-4498,2582,-68,-16956,-10492,0,0,0,0,-5737,5,-732,0,-3766,-22885,11101,9366,-6544,-1471,9830,-80,-19910,0,-44496,2204,-117,-3400,-26,4605,-1510,-5452,501,0,-6925,30446,11544,-4254,-184,-1942,-904,0,-14076
1991:Q2,44757,-12928,-5972,64559,58975,1263,4367,-46,-901,44757,58322,61889,-20870,3144,14336,-177,-8313,-12100,0,0,0,0,3627,5,155,0,-5251,44757,10436,2485,-287,-1325,7385,2178,41636,0,-30957,6356,-822,1500,-93,3390,-2011,10078,-240,0,-7102,35677,19790,6443,3,695,-1071,0,-7315
1991:Q3,5360,-10622,11957,2831,22258,-7534,-11847,-46,1194,5360,7277,38061,-29115,-15910,13843,398,1486,-10810,0,0,0,0,859,8,11429,0,-3403,5360,11043,13980,1335,-1322,-892,-2058,2828,0,-61773,10499,-928,2600,-126,-150,-1387,15178,353,0,-9486,37329,22938,-19382,-66,7497,-268,0,-8511
1991:Q4,81344,-4476,36060,36678,48295,1464,-13035,-46,13081,81344,57554,77641,-37844,-8594,26141,210,23027,-3865,0,0,0,-30,887,26,26009,0,762,81344,27570,24771,7162,-910,-5841,2388,71215,0,-25395,13322,-439,1100,-129,-10841,-1767,21106,211,0,2803,33177,17953,10075,-89,10007,121,0,-17441
1992:Q1,-31315,-13137,-26373,30423,39670,-177,-9177,107,-22228,-31315,-6005,18146,-13614,-7294,-3281,39,-24746,-2858,0,0,1,0,-4135,32,-17786,0,-564,-31315,-18704,-13537,-6770,-665,4227,-1959,-19410,0,-42808,-7438,205,-2600,-123,-416,-983,-5853,-713,0,6300,23238,15538,395,-87,-3839,-227,0,6799
1992:Q2,46281,-3410,28720,21993,31437,-3849,-5702,106,-1021,46281,33472,41719,-18414,-4251,14467,-50,11225,641,0,0,3,0,1836,11,8734,0,1584,46281,7380,7259,1368,-590,-4908,4251,43461,0,-29706,5579,244,1500,-121,-2901,-1169,10435,893,0,5995,39260,17348,-9013,386,5105,-374,0,-4560
1992:Q3,60703,-5992,18942,38152,53306,-3495,-11767,108,9601,60703,58088,67043,-15995,-8151,15241,-50,5637,2627,11,0,46,0,1901,23,1029,0,-3022,60703,-8235,2127,1058,89,-7080,-4428,64094,0,-8110,-2773,266,1500,-154,-3856,-652,16169,-760,0,10493,24660,22970,3262,101,-492,1470,0,4844
1992:Q4,73027,-1531,32223,19499,42976,-5662,-17922,108,22836,73027,71667,71559,-17966,-6628,24782,-80,4822,-1032,35,0,-43,-30,4692,-154,1354,0,-3462,73027,4416,4041,8362,311,-4180,-4118,70820,0,-15912,4158,251,2000,-224,-4447,-876,21701,147,0,12941,28400,19229,5875,465,-2366,-522,0,-2209
1993:Q1,-21281,-19469,14739,957,10082,-2101,-7161,137,-17507,-21281,-31170,5337,-21120,-11972,-3295,-120,15912,5034,-1,0,33,0,-2407,-10,13263,0,-6023,-21281,1940,20201,-8978,-1660,-5762,-1861,-23227,0,-25674,-13818,205,500,-301,-1530,108,-7385,-808,0,10493,27749,9683,-28509,152,6301,-392,0,6
1993:Q2,96183,11041,31268,42473,54286,-2831,-9120,138,11400,96183,69271,65088,-15542,-457,20319,-137,28994,6626,79,0,148,0,5861,-1,16281,0,-2083,96183,9540,18939,-799,-519,-6266,-1815,91416,0,33790,-1329,172,4500,-396,-1160,-324,10294,-1139,0,25318,1504,11920,8256,267,-727,470,0,-4773
1993:Q3,83903,-4110,18559,45448,52414,-1280,-5824,139,24006,83903,77346,85033,-16827,-4889,14204,-175,9968,6388,84,0,-35,0,5112,-4,-1577,0,-3411,83903,-11301,-2192,75,-361,-4340,-4482,98885,0,23598,-7924,162,3800,-400,-2747,494,15502,549,0,17801,29255,14420,-3763,272,8328,-462,0,-3681
1993:Q4,115471,11410,33152,27408,39853,1654,-14239,140,43501,115471,102859,90577,-10073,-2639,25274,-280,12390,3877,26,0,99,0,2497,2,5889,0,222,115471,2716,5213,8611,-779,-9236,-1093,120078,0,34544,-603,187,3300,-320,-7093,-1840,21324,-526,0,14129,26211,20286,3099,115,8747,-1481,0,-7324
1994:Q1,31800,3613,7417,23064,31519,-126,-8693,364,-2293,31800,42963,30926,22329,-1209,-9079,-4,-7731,-2598,24,0,9,-4790,-6511,45,6090,0,-3432,31800,-13917,6018,-3940,-1021,-10623,-4351,35805,0,-10973,-3072,315,1500,-169,-1741,-437,-7472,108,0,4880,42531,12551,-4000,1068,910,-193,0,9912
1994:Q2,112017,10028,18573,48713,47557,1187,-401,369,34704,112017,117233,83743,17368,7176,8860,86,-5039,7413,41,0,6,0,-5796,49,-6752,0,-177,112017,-475,-1888,3003,1806,-1479,-1917,114873,0,48577,-3891,427,7800,-169,610,16,10168,304,0,8702,33121,6769,1684,1211,-930,474,0,-2380
1994:Q3,124873,12154,20360,50986,50741,-120,-7,373,41373,124873,122060,88015,16600,6099,10903,443,4085,8084,117,0,9,0,-796,56,-3385,0,-1272,124873,1086,715,2784,256,1889,-4559,123513,0,54449,3439,756,7800,-170,-151,-2,15601,83,0,8459,22516,9195,4135,1093,-3535,-155,0,274
1994:Q4,185555,27852,54701,41788,47673,-190,-6068,373,61215,185555,170275,118841,27807,3275,20482,-129,13669,9160,41,0,332,0,1804,23,2309,0,1611,185555,23352,2046,12795,909,10852,-3250,168426,0,69257,9390,1735,7000,-169,977,-4766,22550,175,0,8694,17114,11473,22550,158,2483,-196,0,-6222
1995:Q1,65066,29707,-1345,33327,28134,-580,5327,446,3377,65066,69655,27732,49118,8939,-16243,109,-5642,-6050,-78,0,-8,0,-1807,-23,2324,0,1053,65066,-11785,5100,-6590,-778,-1193,-8324,72259,0,50724,5294,409,2700,-245,1521,196,-7313,198,0,-5153,7841,10918,9175,548,-5201,647,0,4592
1995:Q2,157239,41705,21905,55050,49927,2250,2421,452,38580,157239,141782,89704,29114,12877,10124,-37,12407,323,-33,0,39,0,5207,-54,6925,0,3050,157239,-2050,2384,1163,-353,-4896,-348,160301,0,67261,12417,813,5400,-244,2187,197,10840,161,0,2885,19152,18510,21674,433,-1108,-277,0,-1012
1995:Q3,148444,17078,23720,61175,56804,1175,2740,456,46472,148444,144114,112386,10175,13390,7573,589,5333,1212,23,0,-13,0,933,-31,3209,0,-1003,148444,-10079,1434,-1914,-565,-1433,-7601,156906,0,51570,3426,508,4900,-256,4683,196,15276,188,0,7679,27632,26345,5927,529,8610,-307,0,1617
1995:Q4,148042,21260,30807,37414,33024,3618,315,457,58561,148042,122128,93086,20930,11151,-2515,-523,24125,8104,5,0,-99,0,-1592,38,17669,0,1789,148042,5795,20565,6872,-357,-13345,-7941,147434,0,30580,4254,987,3700,-234,848,197,5201,192,199,12054,43701,34085,9762,-244,1583,351,218,-5187
1996:Q1,108734,18780,37747,58160,49516,871,7102,671,-5952,108734,87932,54675,22116,13341,-2333,133,19462,-1989,-22,0,648,0,8848,38,11939,0,1340,108734,145,10623,-9692,-398,7022,-7410,104147,0,19253,2579,881,1101,-245,1387,195,4999,188,199,-5464,29364,21891,17096,-126,10859,-376,366,4442
1996:Q2,166008,24459,34302,72876,59560,3247,9398,671,34372,166008,154737,96964,23585,21790,11839,559,7877,13150,-56,0,72,0,-500,53,-4842,0,3394,166008,-8593,-5490,-5829,-560,1400,1886,174524,0,50562,7769,591,7900,-4,1106,195,12466,198,199,13137,43610,32593,2933,-269,1083,89,366,77
1996:Q3,156558,30342,24728,68221,64894,2405,243,679,33267,156558,151714,95424,24166,20636,11235,253,4539,8357,74,0,-104,0,-1659,64,-2193,0,305,156558,-7598,-1705,-4625,-189,-10,-1069,150889,0,61816,10596,458,6623,-28,-1580,198,13514,202,199,6045,35659,19930,-540,-150,-2573,152,368,13267
1996:Q4,210967,20584,78802,67550,49281,5809,11782,678,44031,210967,152223,96007,12040,17295,32669,-5788,56233,7238,72,0,501,0,5786,36,42600,0,2510,210967,51426,38623,8520,-214,-2897,7394,173438,0,46888,8245,72,6049,-145,-2007,128,26377,208,199,8728,32344,30388,7606,1010,7816,343,-812,-13897
1997:Q1,73051,39482,-786,54057,45686,244,7118,1009,-19702,73051,88179,38920,30479,20841,-7452,5391,-15811,-5171,-43,0,191,0,-3386,47,-7449,0,683,73051,-3087,-10626,-1097,-698,5056,4278,71463,0,26100,5157,95,1251,78,19,263,-9633,212,858,-9559,28651,11546,7864,885,7813,-403,266,4675
1997:Q2,196658,39748,56882,76166,54228,4111,16807,1020,23862,196658,156408,91151,26303,27825,11353,-224,35741,15676,49,0,33,0,1622,179,18182,0,4508,196658,24962,15240,4949,-272,781,4264,170028,0,77100,9340,381,6868,-117,2659,275,10304,214,858,13076,22162,20006,-5120,1858,9906,-9,266,1668
1997:Q3,211199,8155,62991,112286,92250,2296,16709,1031,27767,211199,194750,117983,30697,26686,18863,521,17562,9295,42,0,46,0,4140,48,3991,0,-1113,211199,20552,1960,7524,-379,6477,4970,187211,0,47471,-8681,522,6245,-8,-1087,305,15481,222,859,8050,28567,37769,32230,1340,17927,-266,265,3436
1997:Q4,264795,47076,109319,70040,41745,5477,21786,1032,38360,264795,230531,92122,69931,29194,39832,-548,30214,15435,84,0,-86,0,-3939,416,18304,0,4050,264795,55660,18891,23014,-294,719,13330,201653,0,57371,7917,436,4001,-138,618,-46,25863,225,858,14921,35206,66777,-21022,3154,4595,652,265,7482
1998:Q1,154875,22618,63090,89289,68389,6649,13120,1131,-20122,154875,118995,50805,23880,40357,3969,-15,35472,8050,122,0,1,0,-1466,372,28393,0,408,154875,37350,24074,-8548,1889,3805,16130,111962,0,34452,-6000,319,-12,-27,166,31,-11022,1066,566,8382,21261,44380,7238,2063,8742,178,179,5563
1998:Q2,288216,48910,77384,118220,90355,7419,19303,1143,43701,288216,247609,133948,35092,51857,26604,108,40824,19090,61,0,-155,0,5879,232,15717,0,-218,288216,30170,12457,-4070,1889,2795,17099,260674,0,51572,308,967,5804,-43,3231,45,11557,2008,909,17164,61834,75567,15628,2862,11222,-255,293,-2628
1998:Q3,272298,30575,85668,123081,91401,8588,21936,1156,32974,272298,224200,114066,41997,44559,23314,264,48023,19890,262,0,418,0,-6223,507,33169,0,75,272298,45914,37005,-4072,1890,1700,9391,226096,0,51044,2407,651,4544,-257,713,142,14812,818,585,23653,66858,45967,16443,129,-2609,12,184,288
1998:Q4,335473,32918,104478,157523,107166,13441,35760,1156,40554,335473,300991,143850,82752,45917,28701,-229,33743,41922,108,0,453,0,-1211,9,-7538,0,739,335473,3489,-4502,269,1888,-2349,8183,336202,0,104812,-10025,407,3509,51,5929,-425,28050,911,605,50694,42722,61147,45580,-3304,3553,1795,191,-4218
1999:Q1,168883,7554,36262,123940,89805,9534,23588,1013,1127,168883,170570,83506,50638,45384,-8958,0,-873,9181,382,0,831,0,-4242,-342,-6683,0,-814,168883,-5413,-1336,-10139,-436,3183,3315,153315,0,17321,-18888,-647,2195,-48,-613,453,-10409,383,389,7735,94041,35441,19552,-1258,7898,-526,296,20981
1999:Q2,242116,16873,57027,139033,108076,6577,23357,1023,29183,242116,208994,151615,3308,40504,13485,82,35517,28380,339,0,765,0,1997,-23,4059,0,-2395,242116,2083,1746,-6971,-592,2308,5592,262659,0,53691,-16787,1371,7405,27,5275,454,11174,1175,1036,31108,70632,46659,25054,-392,23213,616,948,-22626
1999:Q3,306272,27503,70245,168210,131557,10723,24895,1035,40314,306272,249723,157146,29321,52826,10466,-36,54714,35817,694,0,283,0,2867,-79,15132,0,1835,306272,14853,22407,-7675,-592,4849,-4136,297115,0,98854,2771,615,9500,52,2138,453,15286,-113,826,41468,63575,41540,20069,6,2038,-2699,736,-5696
1999:Q4,377044,46422,147631,141264,94565,13947,31717,1035,41727,377044,289787,167492,39325,58553,26092,-1675,87453,30769,824,0,-1139,0,9959,-77,47117,0,-196,377044,36800,46902,-4086,-592,-5783,359,355627,0,138420,4671,945,7555,-70,4900,453,27750,1832,619,28314,46314,9529,42205,-1485,42109,1041,525,-15383
2000:Q1,271776,20258,147550,103824,70918,6834,26689,-617,143,271776,210963,126939,58943,44002,-18958,37,63366,9510,-734,0,-192,0,-5773,-879,61383,51,-2554,271776,52846,56816,-3775,-163,3427,-3459,217675,0,82076,-3569,1412,4378,632,-1784,213,-11190,-1387,1248,8389,29968,15707,35785,-3811,58992,-716,1331,1255
2000:Q2,286935,47080,29787,162062,123704,8525,30450,-617,48006,286935,264861,141062,52404,63519,7817,59,20795,32546,227,0,-277,0,7358,-808,-18251,0,1279,286935,-15160,-16427,2731,-164,991,-2291,300878,0,143047,2468,1064,11789,-696,4444,89,11035,441,1244,41558,33133,21371,42472,-203,-17020,2136,2506,1217
2000:Q3,231460,11946,13561,151752,124977,5396,22003,-624,54202,231460,212945,173333,-3459,37684,5153,234,17435,-6886,277,0,-89,0,3045,89,20999,0,1081,231460,13049,16195,702,-163,3232,-6917,224803,0,80410,1077,1060,8913,-168,3812,44,14700,-2960,971,-4708,59263,30773,29111,-222,6309,-2248,-1334,-6392
2000:Q4,298121,30460,53221,140246,104075,8813,27982,-624,74194,298121,242032,132291,50707,50701,8284,49,51723,8005,257,0,-183,0,-981,1080,41329,2216,4366,298121,57646,54017,6589,-163,507,-3304,247994,0,47819,17466,-568,5279,-38,2152,-112,8320,341,861,18318,77350,79491,29124,-340,-40232,-118,2881,-7519
2001:Q1,68687,-9670,-13913,83813,96669,4821,-18618,941,8457,68687,67653,56740,-38706,36567,12978,74,5300,7761,-152,0,-610,0,6498,-798,-8152,753,-4266,68687,-15992,-14410,-5546,842,1895,1227,68032,0,27367,-526,741,153,10,325,-1689,9914,-260,-2194,11326,42579,4926,10378,134,-37005,1076,777,16647
2001:Q2,272310,-22272,53484,206574,171628,11425,22569,952,34525,272310,258584,199001,-568,46566,13555,30,15250,928,212,0,23,0,6451,121,7018,497,-1523,272310,8359,7189,-1979,839,711,1599,251849,0,42375,-14158,1391,8456,33,2428,-163,12983,-1359,-2648,12772,101566,40632,46826,-344,2231,-73,-1098,12102
2001:Q3,390959,-8449,162255,207051,158892,9513,37684,962,30102,390959,290124,251058,-363,36640,2868,-79,101963,8104,379,0,886,0,-693,135,93948,-796,-1128,390959,85526,93653,-2769,841,2977,-9176,292291,0,11352,-1347,509,8580,44,3133,-133,14654,441,-1424,16861,123067,61911,-7624,757,66923,-21,-5392,13142
2001:Q4,141000,-35424,-86866,185815,124277,16198,44378,962,77475,141000,173713,123064,-23780,44003,30350,75,-31324,6471,1100,0,354,0,8285,726,-50917,2657,-1389,141000,-36844,-41106,4387,841,-1685,719,195107,0,40219,-3971,5157,4351,168,3711,-199,29419,40,-1039,22958,71327,81834,272,425,-64344,-691,5470,-17263
2002:Q1,107796,-12093,-41504,169704,147001,6330,14676,1697,-8311,107796,130295,127742,-19087,35691,-14321,270,-23249,-9025,598,0,616,0,-1504,68,-14152,150,750,107796,-14820,-6762,-4448,-158,3303,-6755,129437,0,-30629,10056,-68,2882,2,1239,596,-10289,-59,105,-385,124636,37215,-1343,73,-13995,138,9263,-6821
2002:Q2,208863,-33472,-19462,227669,187405,10442,28106,1716,34128,208863,224679,182034,-11732,42843,11449,85,-16919,2927,500,0,317,0,11406,314,-33274,891,1103,208863,-25276,-27094,1253,-157,666,56,228241,0,48695,-11178,486,9560,23,1854,-26,10033,-140,127,18141,86192,50762,32498,2375,-18318,3,-2846,5898
2002:Q3,278230,-20230,19075,245421,208654,7172,27861,1734,33964,278230,278037,216170,7383,38599,15712,173,1872,10253,785,0,505,0,1045,98,-10780,-34,-1679,278230,5269,1231,1536,-156,3449,-791,255582,0,129909,-12368,994,8019,3,1264,66,14459,673,87,27946,42585,20552,39340,3404,-17615,38,-3774,17379
2002:Q4,327740,-19830,36160,266011,211620,16705,35951,1735,45399,327740,327868,237874,21841,40221,27829,103,366,-1459,91,0,642,0,5859,565,-8108,2776,-494,327740,9044,-6081,5605,-159,568,9111,320525,0,108836,-4971,-4090,3889,84,5140,-49,18515,405,193,20347,73406,59447,33168,5049,-2878,745,3289,-1829
2003:Q1,178454,-23920,8911,201349,170785,10641,22940,-3017,-7885,178454,162039,182471,-15613,16434,-21305,52,19017,4023,693,0,1137,0,-4356,200,17333,-13,-2601,178454,9562,16025,-2071,29,217,-4638,176024,0,51236,-9814,842,1142,6,793,-70,-19825,-1633,-250,28709,71872,46347,-2851,-1353,11594,-262,-458,-7132
2003:Q2,518106,-10866,207145,289019,241908,17218,32944,-3051,32808,518106,390482,382275,-16124,19620,4738,-27,129365,8914,398,0,379,0,14401,-1145,106264,154,-1741,518106,91727,100276,506,30,-1334,-7751,414940,0,123017,-8431,1027,10207,-57,3838,-170,11435,2566,-243,39336,62486,19652,50201,7110,81279,4053,7634,11439
2003:Q3,280322,-22247,-14821,279644,227636,18590,36502,-3084,37745,280322,293876,250771,-9587,17470,35136,86,-13022,2609,831,0,809,0,366,971,-18667,59,-532,280322,12546,1208,1483,30,-301,10126,269208,0,89767,-15671,1163,12746,-7,2706,35,10521,2108,-235,34983,82200,19470,43457,6737,-10892,183,-10063,-1432
2003:Q4,276024,11993,1718,219056,171687,22738,27715,-3084,43257,276024,288373,233826,869,21280,32431,-33,-13842,10516,245,0,646,0,-4599,-58,-19451,-1141,1493,276024,-14328,-3701,-12948,28,-823,3116,293860,0,59080,8724,1416,8523,171,4461,117,26847,-7242,-382,13587,118814,65436,32095,7725,-45758,1010,-764,-3508
2004:Q1,285710,-17208,46842,262536,204067,10213,45157,3099,-6460,285710,228850,176494,14094,65396,-27203,69,61064,15714,-668,0,-100,0,3681,17,42443,-23,-4204,285710,39835,23002,502,1138,6340,8853,268606,0,105790,-3222,1451,4557,60,1265,-67,-13162,-3019,1485,14352,3137,81320,48340,7069,21453,242,-2445,-22731
2004:Q2,494164,18289,103980,353828,293457,17603,39668,3100,18067,494164,422827,308195,36376,62482,15715,59,71534,39523,1219,0,696,0,8569,1151,21157,-781,-197,494164,42633,33502,3911,1139,-4050,8131,451991,0,175308,-4256,2338,14878,76,2920,-45,10204,3112,2848,28007,20144,106897,63015,10871,14706,-711,1679,-460
2004:Q3,364771,11477,-4265,307224,245174,11514,47403,3133,50335,364771,368223,253025,40225,61930,12988,55,-1761,-4058,231,0,26,0,12000,-367,-9160,-433,-1691,364771,-1087,-4670,1865,1137,1431,-850,364393,0,150203,-3263,1880,12197,115,5131,67,17546,-2976,2485,-5267,14233,143296,35374,-1204,-3173,411,-2662,1465
2004:Q4,631801,36254,190505,349798,274882,13374,58408,3134,55244,631801,543566,355147,88269,64156,35859,135,92477,17539,1519,0,2493,0,5775,4143,61324,-316,-4242,631801,77149,63106,9278,1138,-1292,4919,555335,0,175176,15077,2607,8041,81,6731,-174,32857,-541,2802,23403,3253,127594,68175,37416,53414,-2429,1852,-683
2005:Q1,307244,13644,17462,291283,243064,9129,36842,2248,-15145,307244,326225,200630,39655,75320,10541,79,-17503,2855,384,1,-489,0,-7676,-1343,-11536,301,-1478,307244,953,-9932,-3711,1336,-4077,17337,291151,0,76961,18436,2414,5117,49,1648,-87,-9335,-2350,2248,-3436,23163,161659,3162,7934,5455,-1214,-673,15140
2005:Q2,583439,58831,110953,386240,305080,15164,63724,2272,27415,583439,539312,322286,93088,86908,36916,114,46079,31954,786,2,569,0,617,1092,11177,-118,-1952,583439,35261,6302,1869,1337,-993,26746,527801,0,190974,12583,2333,16358,67,5037,-21,11461,-235,2705,24500,35169,197339,18718,11247,-10610,-667,10843,20377
2005:Q3,494134,24184,45133,378821,308924,10251,57348,2298,45996,494134,490633,343460,26427,86341,34165,241,4766,2426,75,9,88,0,4934,2627,-5490,97,-1265,494134,21830,-2191,2129,1337,2996,17559,462271,0,167492,17092,1569,17163,132,2875,-28,15947,-2074,2178,-7463,42601,174366,23489,9714,1651,280,-4713,10033
2005:Q4,567668,69203,78288,378007,280415,18518,76777,2297,42170,567668,540383,291883,115792,89977,42539,192,17118,3517,2037,18,119,0,7280,666,1314,2167,10167,567668,12593,283,2537,1336,-881,9318,551201,0,120746,25981,2949,6545,78,6722,-81,29688,1743,3414,-1415,63532,236201,71852,-1382,-18432,4350,-1290,3874
2006:Q1,488286,54209,45467,417086,329690,13587,73000,809,-28476,488286,462436,313776,61938,98940,-12292,74,27077,-3965,-59,5,719,0,-4682,-92,35164,-13,-1227,488286,19410,16853,-2970,-385,2783,3129,461369,0,125355,25875,1128,4509,13,5197,5532,-12693,783,1832,3124,78735,183442,7659,9964,19621,-441,1734,7507
2006:Q2,629403,49613,148702,400362,328756,7882,62906,818,30726,629403,554997,362765,68989,107219,15796,228,68362,22575,1711,-7,345,0,-482,2713,41554,-47,6044,629403,35823,28478,-4998,-386,1587,11142,555330,0,186206,14496,-197,15471,108,10910,5532,9194,1149,2456,31908,64594,182850,31591,2179,7091,-3255,-6953,38250
2006:Q3,469574,43133,26285,338327,256523,8342,72636,826,61829,469574,463076,320311,28081,102361,12178,145,7339,1081,488,-19,639,0,-5452,1311,9242,49,-841,469574,-4532,-2950,-3615,-387,1534,886,483508,0,106425,26239,570,11592,55,7927,5532,16558,2181,1858,7652,76913,166238,38426,115,13303,89,1835,-9402
2006:Q4,516673,49165,149685,261795,164405,13439,83124,827,56028,516673,518982,265033,98725,105787,49289,148,-5000,-5490,2089,-38,1145,0,-2247,-5558,2272,2827,2691,516673,24554,3752,-1829,-386,57,22960,494588,0,108746,14610,2349,6467,541,6291,5531,31036,-1007,3655,8816,72394,195521,12815,-23190,40985,965,8063,-2469
2007:Q1,390023,35958,92734,277874,218151,15369,43211,1143,-16543,390023,346675,179105,41535,114746,11077,212,40602,-15580,-2636,-6,1260,0,8892,5749,42535,388,2746,390023,52693,23020,-3592,1861,4736,26668,301615,0,17677,24165,-1100,817,114,5970,555,-11731,1413,10827,-10423,115659,153542,-7769,10948,-9967,-1659,2577,35715
2007:Q2,626098,59512,219169,310624,214897,16865,77707,1155,36793,626098,527254,293359,108882,116435,8402,176,95970,11651,2648,2,3227,0,15321,-1316,64421,16,2874,626098,74631,54133,-4100,1860,638,22100,531809,0,139850,16046,22,11234,506,10536,554,-9510,1676,11512,25992,121712,148987,103,-8414,65306,219,-4522,19658
2007:Q3,756146,137050,240654,302402,193473,21907,85854,1168,76040,756146,548328,235457,183330,115793,13595,153,203825,163402,9476,752,6172,0,23283,-4041,5093,-312,3993,756146,26451,28313,-3217,1861,2108,-2614,711705,0,195970,52191,1636,12994,255,8671,554,20195,1794,7109,193902,175797,66330,15867,-7694,-35912,439,1607,17990
2007:Q4,662355,98751,292083,217597,120389,36511,59529,1168,53924,662355,488308,193487,134096,119040,41560,125,166763,38089,3927,-13,3385,0,5270,-2115,108363,9857,7284,662355,109939,113801,-4205,1861,-843,-675,548174,0,179988,29415,-3226,7871,479,11187,554,45484,7807,6620,64148,212848,-46668,-2077,-10107,28541,1704,13606,4242
2008:Q1,485739,116961,217981,158266,92860,15183,44757,5466,-7469,485739,286959,143474,71616,84907,-13148,110,197021,29480,-3800,29,2984,0,1382,-695,166868,773,1759,485739,115316,119636,-4509,-744,5671,-4738,371442,39743,116479,13348,715,3082,100,10161,-2003,-7025,-1519,3179,52276,139591,-43832,17311,-14843,45067,-395,7,-1019
2008:Q2,55325,7199,-39450,69131,7961,15075,40629,5466,18445,55325,78647,-34075,29820,89087,-6389,204,-22220,2323,6900,105,1315,0,14197,-1165,-74084,28189,-1102,55325,-12199,-5974,-405,-741,3728,-8807,75255,-9460,33996,-6206,-275,15181,158,9836,-2001,8984,-8485,2597,29184,160212,-62190,-20404,-6300,-71475,1164,739,-7731
