1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2014:Q4,1557442,481271,95002,39858,7614,2104,47905,-2478,465027,78759,1018133,261482,291621,-692,226,-29673,756651,17472,380271,179329,0,44557,5012,129458,478,58039,86894137,13258193
2015:Q1,1630102,667293,97467,43180,7007,1809,47988,-2517,569768,-58,939418,374321,399637,501,1590,-27408,565097,19309,95326,191511,0,135145,4477,118636,617,23391,88524239,13380512
2015:Q2,809818,165109,106811,47037,7556,2141,52671,-2594,198175,139877,616907,475337,465634,-563,191,10075,141570,-77868,46730,228273,0,-23050,-1648,-31092,249,27802,89334056,13487843
2015:Q3,-979479,294675,108244,49492,7869,2312,51221,-2649,317182,130751,-1305145,379752,404912,-1679,-871,-22611,-1684897,17595,-902323,113491,0,-477823,-17303,-418449,167,30991,88354577,13598262
2015:Q4,1496448,454909,108327,50989,7806,2715,49500,-2683,451048,104466,1144807,241974,268654,-1499,-2609,-22571,902832,-7753,570418,-9517,0,160187,6221,183064,117,-103267,89851026,13664798
2016:Q1,1148992,545206,116758,54456,8286,1845,54896,-2725,456191,27743,593449,179939,190914,-1251,-1446,-8278,413510,49812,300061,25248,0,-43572,2072,79926,-69,10337,91000017,13782355
2016:Q2,1717569,208221,118862,58146,7647,2015,53840,-2786,226877,137518,1502567,584135,583587,-1051,958,641,918432,77346,304144,286966,0,120077,5941,123799,64,6781,92717587,13841829
2016:Q3,1693446,91314,120580,58838,7154,2010,55426,-2848,145891,175157,1682817,520445,556735,-537,206,-35959,1162371,-26811,485765,223875,0,247851,9125,222263,155,-80685,94411033,13968108
2016:Q4,687439,-15601,123672,61288,7077,2158,56062,-2913,-31319,107953,406887,336121,364949,-238,1936,-30525,70765,-139509,160768,54181,0,-25142,-1919,21888,529,296153,95098472,14123300
2017:Q1,2359315,505933,122241,63521,7273,2151,52197,-2900,447124,63432,1838490,304402,309642,-946,-572,-3723,1534088,11098,842047,33470,0,333908,11967,301345,53,14892,97457787,14353057
2017:Q2,2181455,210520,120575,65314,5689,1173,51386,-2986,251666,161722,1866179,639990,669291,-276,1494,-30519,1226190,36569,353947,438811,0,206107,7504,183085,38,104756,99639242,14538770
2017:Q3,1710795,171239,123578,64726,5595,1170,55185,-3097,201899,154239,1587738,423170,467317,-152,1105,-45101,1164568,10187,539291,91512,0,267575,9646,246914,-729,-48182,101350037,14692114
2017:Q4,2553169,438894,138621,68867,6283,1426,65277,-3232,499457,199183,2049303,379573,392311,-323,1379,-13794,1669729,-4886,1009177,138131,0,244316,9838,274295,-1324,64972,103903206,14871770
2018:Q1,1073037,546963,138410,66826,7237,2200,65466,-3318,463226,54673,453973,610080,613363,-672,1610,-4222,-156107,-63003,-131455,168456,0,-61499,-2258,-65757,-548,72101,104976243,15133060
2018:Q2,1243042,57889,138654,69218,7222,2618,63029,-3432,53869,134634,1103626,327698,338694,-639,651,-11009,775928,-6202,403259,166752,0,76435,5374,130544,-339,81527,106219285,15349067
2018:Q3,1994335,324773,133934,67404,6756,2522,60760,-3508,356272,165433,1647348,326501,348591,1841,12,-23943,1320847,-32606,660878,135702,0,244948,10845,299820,1043,22214,108213620,15563067
2018:Q4,-3751043,431939,127913,62978,7015,2859,58606,-3545,440840,136814,-4000354,182596,189067,-1186,-567,-4718,-4182949,36641,-2357007,-26562,0,-937371,-31050,-867953,988,-182628,104462577,15770966
2019:Q1,6051214,865242,123183,61020,8476,2632,54522,-3466,764806,22747,4700218,577289,553760,724,999,21806,4122930,74677,2269959,238945,0,765981,28279,743601,898,485754,110513792,15997304
2019:Q2,2245758,396783,127571,61975,8077,2631,58317,-3429,464438,195226,1811052,449956,468339,552,717,-19652,1361095,81148,415732,344938,0,256645,9995,251420,1003,37924,112759550,16074939
2019:Q3,730191,357102,134219,65800,7174,2669,61988,-3412,417151,194268,331871,204329,228889,-588,-110,-23862,127542,56371,-71138,95993,0,6702,1951,36382,1238,41218,113489741,16222057
2019:Q4,3385966,835946,134053,67228,6389,2917,60933,-3413,886395,184503,2401128,230148,247554,-1756,-1339,-14313,2170981,-31923,1223946,490,0,485298,16129,475688,988,148892,116875707,16363691
2020:Q1,-6143584,964689,123093,76667,6011,2212,41631,-3427,903082,61486,-7000923,646402,648240,3740,867,-6446,-7647325,108981,-4931943,231173,0,-1599817,-47669,-1407051,106,-107350,110732123,16521436
2020:Q2,7879970,1266152,98147,60441,3701,2527,34909,-3430,1176999,8993,6650918,575525,615701,3385,2271,-45833,6075393,35029,3522534,91187,0,1228991,40684,1154992,1020,-37101,118612093,18086869
